Date,Open_EW,High_EW,Low_EW,Close_EW,Volume_EW,AdjClose_EW
2015-08-12,143.220001,144.899994,141.139999,144.119995,2012000,72.059998
2015-08-13,143.809998,145.300003,142.669998,144.399994,1441800,72.199997
2015-08-14,144.130005,145.029999,142.75,143.300003,1399600,71.650002
2015-08-17,142.720001,144.979996,141.990005,144.770004,1444600,72.385002
2015-08-18,144.270004,147.380005,143.479996,145.270004,2307800,72.635002
2015-08-19,144.179993,146.690002,142.740005,145.869995,1733000,72.934998
2015-08-20,144.190002,144.970001,142.899994,142.899994,2004800,71.449997
2015-08-21,141.850006,142.190002,139.809998,139.869995,2851600,69.934998
2015-08-24,133.020004,134.399994,125.059998,133.929993,3984000,66.964996
2015-08-25,138.080002,140.470001,135.75,135.75,2856400,67.875
2015-08-26,138.199997,140.449997,134.899994,140.149994,2532600,70.074997
2015-08-27,140.649994,146.210007,140.520004,145.589996,3192000,72.794998
2015-08-28,145.100006,146.860001,142.190002,144.699997,3108600,72.349998
2015-08-31,144.380005,146.160004,140.820007,140.880005,2019000,70.440002
2015-09-01,137.800003,138.889999,134.300003,135.470001,3484000,67.735001
2015-09-02,137.369995,139.059998,135.710007,139.029999,2184000,69.514999
2015-09-03,139.559998,140.979996,137.059998,137.550003,1507000,68.775002
2015-09-04,136.169998,137.309998,134.619995,136.089996,1285800,68.044998
2015-09-08,138.449997,139.899994,136.229996,139.679993,2095000,69.839996
2015-09-09,140.979996,141.020004,137.229996,137.520004,2317000,68.760002
2015-09-10,137.350006,139.339996,137.179993,138.210007,1473200,69.105003
2015-09-11,137.389999,139.149994,136.589996,139.130005,1428800,69.565002
2015-09-14,139.130005,139.770004,138.089996,139.0,1463600,69.5
2015-09-15,138.899994,140.639999,138.080002,140.5,1976600,70.25
2015-09-16,140.139999,141.350006,139.029999,140.580002,1271600,70.290001
2015-09-17,140.479996,143.360001,140.070007,141.610001,1319000,70.805
2015-09-18,140.770004,143.380005,140.619995,142.75,3535800,71.375
2015-09-21,143.779999,144.830002,140.0,141.580002,1781400,70.790001
2015-09-22,140.440002,142.770004,139.279999,142.130005,2081600,71.065002
2015-09-23,141.889999,142.889999,141.25,141.600006,1676000,70.800003
2015-09-24,140.779999,141.520004,139.5,140.330002,1400200,70.165001
2015-09-25,141.059998,142.0,136.220001,137.360001,1862200,68.68
2015-09-28,137.270004,137.460007,133.139999,133.899994,4205600,66.949997
2015-09-29,134.360001,138.339996,133.330002,137.789993,3084000,68.894997
2015-09-30,139.559998,142.399994,138.440002,142.169998,3094000,71.084999
2015-10-01,141.520004,149.300003,140.630005,149.0,4801400,74.5
2015-10-02,148.0,154.740005,147.0,154.550003,3981800,77.275002
2015-10-05,154.570007,154.570007,148.600006,149.369995,4587000,74.684998
2015-10-06,148.759995,150.169998,144.089996,144.309998,4194000,72.154999
2015-10-07,145.0,145.350006,141.240005,145.279999,4251200,72.639999
2015-10-08,144.440002,146.710007,143.190002,146.270004,2118200,73.135002
2015-10-09,146.270004,148.779999,146.270004,148.220001,3275600,74.110001
2015-10-12,148.369995,150.309998,147.339996,149.529999,2224800,74.764999
2015-10-13,147.899994,147.899994,144.369995,144.580002,4107400,72.290001
2015-10-14,145.070007,147.419998,143.869995,144.410004,2366000,72.205002
2015-10-15,144.679993,147.820007,143.960007,147.149994,2735800,73.574997
2015-10-16,147.710007,151.429993,147.25,151.279999,2812000,75.639999
2015-10-19,151.25,152.0,150.020004,151.399994,1744200,75.699997
2015-10-20,151.029999,151.940002,149.820007,151.199997,1404600,75.599998
2015-10-21,152.210007,152.25,145.850006,148.910004,2514400,74.455002
2015-10-22,149.960007,151.440002,145.75,148.580002,2718400,74.290001
2015-10-23,149.580002,151.050003,145.820007,149.880005,3722600,74.940002
2015-10-26,150.410004,151.380005,145.690002,146.919998,4257600,73.459999
2015-10-27,155.5,156.850006,149.279999,150.979996,5289400,75.489998
2015-10-28,150.899994,154.300003,149.75,154.050003,2280800,77.025002
2015-10-29,153.550003,155.979996,152.679993,155.0,2211600,77.5
2015-10-30,155.110001,158.479996,154.190002,157.149994,2829800,78.574997
2015-11-02,157.630005,158.839996,157.0,157.520004,1720600,78.760002
2015-11-03,157.029999,158.990005,155.119995,157.940002,1681600,78.970001
2015-11-04,158.110001,158.5,155.779999,156.440002,1083800,78.220001
2015-11-05,156.009995,159.460007,156.009995,158.649994,1562800,79.324997
2015-11-06,158.559998,158.729996,155.699997,157.169998,1202000,78.584999
2015-11-09,157.100006,157.820007,154.860001,157.179993,1109800,78.589996
2015-11-10,157.309998,158.110001,155.509995,157.570007,1046200,78.785004
2015-11-11,157.600006,159.0,156.649994,157.399994,961400,78.699997
2015-11-12,154.419998,158.990005,152.809998,152.949997,1857400,76.474998
2015-11-13,153.220001,155.259995,152.490005,153.270004,1420600,76.635002
2015-11-16,153.169998,154.850006,151.75,154.710007,1083400,77.355003
2015-11-17,154.5,155.979996,153.660004,154.759995,1421000,77.379997
2015-11-18,155.0,157.210007,153.839996,157.089996,1104000,78.544998
2015-11-19,156.399994,157.350006,155.0,155.929993,1122400,77.964996
2015-11-20,156.949997,160.240005,155.970001,157.679993,1785800,78.839996
2015-11-23,157.130005,161.820007,156.779999,161.039993,1898400,80.519997
2015-11-24,160.0,161.350006,158.960007,160.410004,1487800,80.205002
2015-11-25,160.910004,164.830002,160.410004,163.669998,1294000,81.834999
2015-11-27,164.199997,165.889999,163.210007,165.119995,755400,82.559998
2015-11-30,165.100006,166.869995,163.0,163.0,2290000,81.5
2015-12-01,164.320007,166.0,162.839996,164.839996,1879000,82.419998
2015-12-02,164.639999,165.539993,162.5,162.860001,2345000,81.43
2015-12-03,163.149994,164.309998,156.899994,157.399994,2285200,78.699997
2015-12-04,157.960007,162.300003,157.619995,162.020004,2366600,81.010002
2015-12-07,161.100006,163.270004,159.020004,160.789993,1658200,80.394997
2015-12-08,160.699997,161.970001,159.199997,159.820007,1996600,79.910004
2015-12-09,158.490005,163.440002,156.970001,162.009995,2895000,81.004997
2015-12-10,162.429993,165.970001,161.410004,163.570007,2085600,81.785004
2015-12-11,161.580002,164.199997,159.220001,159.710007,1139100,79.855003
2015-12-14,81.120003,81.720001,79.330002,80.529999,1657600,80.529999
2015-12-15,80.870003,81.379997,79.540001,80.029999,1808700,80.029999
2015-12-16,80.879997,81.989998,80.260002,81.57,997300,81.57
2015-12-17,82.400002,82.839996,80.93,80.989998,880900,80.989998
2015-12-18,80.290001,80.360001,78.209999,78.230003,2382400,78.230003
2015-12-21,78.860001,79.690002,78.0,78.959999,993500,78.959999
2015-12-22,79.440002,79.650002,78.459999,79.300003,1531700,79.300003
2015-12-23,79.959999,80.209999,78.57,79.099998,765100,79.099998
2015-12-24,79.050003,80.059998,79.0,79.18,515400,79.18
2015-12-28,78.989998,80.120003,78.989998,79.82,783500,79.82
2015-12-29,79.959999,80.419998,79.529999,79.760002,974500,79.760002
2015-12-30,79.980003,80.220001,79.110001,79.209999,665500,79.209999
2015-12-31,78.809998,79.760002,78.419998,78.980003,1444800,78.980003
2016-01-04,78.099998,79.010002,76.5,78.839996,2540100,78.839996
2016-01-05,78.669998,80.449997,78.43,80.010002,1566700,80.010002
2016-01-06,79.279999,80.989998,78.849998,80.440002,1769500,80.440002
2016-01-07,79.389999,79.389999,76.790001,77.559998,2370400,77.559998
2016-01-08,77.300003,78.580002,75.800003,76.040001,1751900,76.040001
2016-01-11,76.660004,77.360001,75.540001,75.93,2136200,75.93
2016-01-12,76.489998,77.870003,76.32,77.75,1413800,77.75
2016-01-13,78.150002,78.550003,74.610001,74.809998,1853700,74.809998
2016-01-14,74.809998,77.330002,73.919998,77.099998,2154400,77.099998
2016-01-15,74.839996,76.589996,73.959999,74.690002,3106600,74.690002
2016-01-19,75.620003,76.089996,74.010002,74.519997,1768700,74.519997
2016-01-20,73.470001,76.029999,72.199997,75.489998,2121800,75.489998
2016-01-21,76.629997,79.660004,76.330002,77.800003,3677700,77.800003
2016-01-22,78.790001,79.779999,78.339996,78.839996,2079100,78.839996
2016-01-25,79.099998,80.699997,79.080002,80.199997,1395000,80.199997
2016-01-26,79.160004,80.849998,78.889999,80.160004,1521900,80.160004
2016-01-27,80.209999,80.589996,77.25,77.900002,2797100,77.900002
2016-01-28,78.18,78.18,75.239998,75.879997,2086200,75.879997
2016-01-29,75.970001,78.300003,75.959999,78.209999,2282000,78.209999
2016-02-01,77.889999,79.580002,77.650002,78.839996,2324800,78.839996
2016-02-02,77.610001,78.18,76.580002,76.910004,2674000,76.910004
2016-02-03,82.620003,83.449997,80.949997,83.32,4961200,83.32
2016-02-04,83.190002,84.480003,82.470001,83.599998,3265800,83.599998
2016-02-05,83.459999,84.839996,81.650002,82.019997,2052200,82.019997
2016-02-08,81.139999,81.690002,75.290001,76.970001,3636300,76.970001
2016-02-09,75.639999,78.110001,75.620003,76.339996,2461200,76.339996
2016-02-10,77.43,80.610001,77.209999,79.0,2462200,79.0
2016-02-11,77.550003,79.779999,76.900002,79.040001,2135100,79.040001
2016-02-12,79.610001,81.110001,78.599998,81.040001,2178400,81.040001
2016-02-16,81.379997,84.470001,81.129997,84.449997,2412300,84.449997
2016-02-17,85.169998,86.699997,84.440002,86.620003,2368300,86.620003
2016-02-18,86.720001,88.529999,86.050003,86.239998,2465400,86.239998
2016-02-19,86.290001,86.620003,85.040001,86.209999,1593700,86.209999
2016-02-22,86.910004,87.300003,85.769997,86.610001,1680600,86.610001
2016-02-23,86.5,87.360001,85.949997,86.870003,1694400,86.870003
2016-02-24,86.339996,88.110001,85.400002,87.790001,1585200,87.790001
2016-02-25,88.080002,89.580002,87.919998,89.559998,1421400,89.559998
2016-02-26,89.650002,89.93,87.639999,87.93,2050800,87.93
2016-02-29,87.610001,88.300003,86.739998,87.0,1943500,87.0
2016-03-01,87.279999,87.889999,86.110001,87.870003,1844600,87.870003
2016-03-02,88.5,88.629997,87.470001,88.290001,1178600,88.290001
2016-03-03,88.089996,88.300003,86.5,87.120003,1300300,87.120003
2016-03-04,86.919998,87.860001,86.459999,87.360001,1102500,87.360001
2016-03-07,87.360001,88.099998,86.879997,87.260002,1325900,87.260002
2016-03-08,86.940002,87.120003,85.019997,85.120003,2226500,85.120003
2016-03-09,85.309998,86.330002,84.650002,85.75,1412200,85.75
2016-03-10,86.110001,87.0,85.660004,86.489998,1254600,86.489998
2016-03-11,86.860001,87.860001,86.669998,87.629997,1326300,87.629997
2016-03-14,87.209999,88.669998,87.019997,87.940002,1369000,87.940002
2016-03-15,87.75,87.860001,85.949997,86.290001,1482000,86.290001
2016-03-16,85.760002,86.849998,85.040001,85.779999,1413800,85.779999
2016-03-17,85.629997,86.230003,83.900002,84.370003,1791900,84.370003
2016-03-18,84.690002,86.089996,84.019997,85.809998,1736000,85.809998
2016-03-21,85.57,86.129997,85.209999,85.639999,1002700,85.639999
2016-03-22,85.099998,86.82,85.059998,86.25,1110300,86.25
2016-03-23,86.120003,86.910004,85.669998,85.889999,1000700,85.889999
2016-03-24,85.230003,87.639999,85.129997,87.339996,2085200,87.339996
2016-03-28,87.260002,87.889999,86.550003,86.720001,1330400,86.720001
2016-03-29,86.529999,89.379997,86.529999,88.889999,1465400,88.889999
2016-03-30,89.379997,89.580002,88.57,88.889999,1060800,88.889999
2016-03-31,88.839996,89.120003,87.910004,88.209999,2264200,88.209999
2016-04-01,88.019997,90.059998,86.730003,89.919998,2736700,89.919998
2016-04-04,102.209999,107.900002,100.900002,105.080002,9078200,105.080002
2016-04-05,103.660004,104.910004,102.709999,103.540001,4162400,103.540001
2016-04-06,103.610001,107.699997,103.32,107.480003,2229100,107.480003
2016-04-07,107.550003,107.650002,104.290001,105.25,1642800,105.25
2016-04-08,106.32,106.779999,104.059998,104.470001,1104500,104.470001
2016-04-11,105.190002,107.580002,104.82,105.989998,1577200,105.989998
2016-04-12,105.980003,106.650002,104.349998,105.739998,1492700,105.739998
2016-04-13,106.269997,109.0,106.230003,108.32,1876300,108.32
2016-04-14,107.910004,108.730003,107.269997,107.489998,1172700,107.489998
2016-04-15,107.220001,107.400002,105.970001,106.550003,1459800,106.550003
2016-04-18,106.559998,108.349998,105.769997,108.0,1147800,108.0
2016-04-19,107.889999,108.080002,105.550003,106.080002,1880100,106.080002
2016-04-20,106.339996,108.690002,106.0,107.860001,1311900,107.860001
2016-04-21,108.029999,108.93,107.190002,108.099998,1065300,108.099998
2016-04-22,107.989998,109.32,107.43,108.330002,887300,108.330002
2016-04-25,107.849998,108.589996,107.459999,107.980003,1505300,107.980003
2016-04-26,108.0,109.709999,107.389999,108.839996,1764800,108.839996
2016-04-27,111.779999,112.0,107.760002,108.93,2748800,108.93
2016-04-28,109.290001,109.82,106.970001,107.25,1068700,107.25
2016-04-29,107.0,107.330002,104.919998,106.209999,1575400,106.209999
2016-05-02,106.720001,107.800003,106.160004,106.860001,1339200,106.860001
2016-05-03,106.089996,107.349998,104.43,105.43,1257400,105.43
2016-05-04,105.099998,105.629997,103.559998,103.800003,1361100,103.800003
2016-05-05,103.129997,104.68,102.919998,104.370003,1815300,104.370003
2016-05-06,104.120003,106.139999,103.949997,105.739998,1376400,105.739998
2016-05-09,105.760002,106.980003,105.459999,106.379997,892600,106.379997
2016-05-10,106.709999,107.220001,105.669998,106.589996,816900,106.589996
2016-05-11,106.559998,107.290001,105.040001,105.080002,847700,105.080002
2016-05-12,105.080002,105.800003,103.489998,105.589996,1172500,105.589996
2016-05-13,105.519997,106.0,102.919998,102.989998,1736200,102.989998
2016-05-16,103.339996,104.919998,103.129997,104.0,2643600,104.0
2016-05-17,103.669998,105.199997,100.059998,100.839996,3426800,100.839996
2016-05-18,100.769997,101.410004,98.830002,99.790001,3059200,99.790001
2016-05-19,99.800003,99.800003,97.199997,97.82,4886100,97.82
2016-05-20,99.120003,100.5,98.699997,99.110001,2626400,99.110001
2016-05-23,99.629997,100.970001,99.599998,100.019997,1989200,100.019997
2016-05-24,100.449997,101.860001,100.260002,101.489998,1417900,101.489998
2016-05-25,101.790001,101.959999,99.690002,99.910004,1525700,99.910004
2016-05-26,100.0,100.419998,99.279999,99.43,1509100,99.43
2016-05-27,99.940002,100.599998,98.970001,100.040001,1675100,100.040001
2016-05-31,100.32,100.660004,98.5,98.5,2809900,98.5
2016-06-01,98.5,100.0,98.410004,99.839996,1439700,99.839996
2016-06-02,100.0,102.269997,99.839996,102.099998,2245600,102.099998
2016-06-03,102.080002,102.190002,100.389999,101.529999,1268400,101.529999
