Date,Open_AIZ,High_AIZ,Low_AIZ,Close_AIZ,Volume_AIZ,AdjClose_AIZ
2015-10-29,81.389999,82.580002,80.82,82.440002,369700,80.914408
2015-10-30,82.580002,82.580002,81.519997,81.529999,528800,80.021244
2015-11-02,81.459999,83.089996,81.339996,82.93,527600,81.395338
2015-11-03,82.650002,83.919998,82.099998,83.510002,596900,81.964607
2015-11-04,83.389999,84.0,82.75,82.889999,417800,81.356077
2015-11-05,82.760002,84.050003,82.760002,83.830002,441600,82.278685
2015-11-06,84.660004,85.129997,83.989998,84.900002,445800,83.328883
2015-11-09,84.889999,84.940002,83.650002,84.07,343400,82.514241
2015-11-10,83.970001,85.010002,83.919998,84.870003,282300,83.29944
2015-11-11,85.169998,85.25,84.25,84.389999,273100,82.828319
2015-11-12,83.389999,84.290001,82.660004,82.760002,417600,81.228486
2015-11-13,82.760002,83.389999,82.059998,82.150002,447800,80.629774
2015-11-16,82.080002,83.550003,81.559998,83.470001,407800,81.925346
2015-11-17,83.709999,84.610001,83.370003,83.980003,465100,82.42591
2015-11-18,84.139999,85.699997,84.139999,85.529999,535700,83.947222
2015-11-19,85.709999,86.059998,85.279999,85.669998,457100,84.084631
2015-11-20,85.93,86.620003,85.599998,86.290001,1107100,84.69316
2015-11-23,86.199997,86.989998,85.830002,85.889999,445400,84.300561
2015-11-24,85.529999,85.800003,84.699997,85.610001,651300,84.025744
2015-11-25,85.43,85.760002,84.559998,84.809998,273200,83.729562
2015-11-27,85.040001,85.379997,84.410004,85.150002,176900,84.065235
2015-11-30,85.330002,86.330002,84.669998,85.519997,588900,84.430516
2015-12-01,85.910004,86.110001,85.050003,85.260002,494300,84.173834
2015-12-02,85.43,85.870003,84.419998,84.620003,453500,83.541988
2015-12-03,84.75,84.870003,82.75,82.989998,841400,81.932748
2015-12-04,83.550003,86.919998,83.339996,86.559998,1128800,85.457268
2015-12-07,86.550003,87.199997,85.690002,86.809998,945600,85.704083
2015-12-08,86.220001,87.029999,85.68,85.839996,571400,84.746439
2015-12-09,85.400002,86.260002,83.720001,84.089996,723500,83.018734
2015-12-10,84.209999,84.989998,83.93,84.110001,347300,83.038483
2015-12-11,83.169998,83.849998,81.82,82.290001,448600,81.241669
2015-12-14,82.220001,82.959999,80.860001,81.43,636600,80.392624
2015-12-15,82.449997,82.669998,81.059998,81.849998,508300,80.807272
2015-12-16,82.440002,82.809998,81.489998,82.550003,439400,81.498359
2015-12-17,82.5,82.5,80.830002,80.889999,511800,79.859503
2015-12-18,80.599998,80.910004,78.82,79.089996,1453100,78.082431
2015-12-21,79.440002,80.269997,78.620003,79.959999,502300,78.94135
2015-12-22,80.459999,80.779999,79.489998,80.480003,287500,79.45473
2015-12-23,80.949997,81.07,80.019997,80.959999,253400,79.928611
2015-12-24,80.82,81.279999,80.550003,80.879997,104900,79.849628
2015-12-28,80.510002,81.059998,79.790001,80.940002,356900,79.908869
2015-12-29,81.400002,82.18,81.110001,81.989998,336400,80.945488
2015-12-30,81.940002,82.110001,81.370003,81.370003,243300,80.333391
2015-12-31,81.089996,81.540001,80.419998,80.540001,206800,79.513963
2016-01-04,78.940002,79.400002,77.690002,78.519997,734100,77.519693
2016-01-05,78.519997,80.440002,78.519997,79.830002,505000,78.813009
2016-01-06,78.860001,79.379997,77.739998,78.779999,740300,77.776383
2016-01-07,77.260002,78.650002,76.849998,77.010002,590800,76.028935
2016-01-08,77.720001,78.300003,75.959999,76.07,978100,75.100907
2016-01-11,77.209999,77.639999,76.510002,77.400002,791700,76.413966
2016-01-12,77.760002,77.980003,76.970001,77.790001,511500,76.798997
2016-01-13,78.559998,79.160004,77.720001,78.449997,883700,77.450585
2016-01-14,78.57,79.93,77.690002,79.330002,860100,78.319379
2016-01-15,77.720001,78.709999,77.480003,78.269997,570800,77.272878
2016-01-19,79.120003,79.610001,78.080002,78.519997,975800,77.519693
2016-01-20,77.75,78.129997,75.690002,76.639999,619100,75.663646
2016-01-21,76.760002,78.019997,76.660004,77.199997,543400,76.216509
2016-01-22,78.080002,79.68,77.959999,79.470001,586900,78.457595
2016-01-25,79.419998,80.199997,78.0,78.110001,698200,77.11492
2016-01-26,78.339996,79.800003,78.239998,79.209999,521300,78.200905
2016-01-27,79.129997,80.400002,78.540001,78.949997,612900,77.944215
2016-01-28,79.389999,79.949997,78.959999,79.449997,518600,78.437845
2016-01-29,79.800003,81.309998,79.75,81.309998,604500,80.274151
2016-02-01,80.849998,81.489998,80.610001,80.980003,613000,79.94836
2016-02-02,79.82,80.099998,79.0,79.330002,647400,78.319379
2016-02-03,79.970001,79.970001,78.220001,79.449997,526400,78.437845
2016-02-04,79.120003,79.650002,78.059998,78.639999,568600,77.638167
2016-02-05,78.830002,79.519997,78.190002,78.480003,513700,77.480209
2016-02-08,77.339996,77.339996,75.510002,76.230003,954100,75.258873
2016-02-09,75.040001,76.959999,74.910004,76.489998,1033800,75.515555
2016-02-10,72.800003,72.800003,64.360001,66.230003,3033100,65.386268
2016-02-11,64.800003,68.0,64.610001,66.910004,1970100,66.057605
2016-02-12,67.489998,68.089996,66.410004,67.07,966700,66.215563
2016-02-16,67.349998,67.690002,66.449997,67.25,805900,66.39327
2016-02-17,68.040001,69.629997,66.779999,69.25,864000,68.367791
2016-02-18,69.129997,69.209999,68.089996,68.43,950300,67.558238
2016-02-19,68.43,70.339996,68.139999,70.330002,1802300,69.434034
2016-02-22,70.989998,71.169998,70.269997,70.589996,660900,69.690717
2016-02-23,70.269997,71.089996,70.019997,70.169998,781100,69.276069
2016-02-24,69.540001,71.080002,69.459999,70.610001,744200,69.710466
2016-02-25,70.160004,72.519997,69.709999,72.470001,788600,72.057018
2016-02-26,72.620003,73.410004,72.309998,72.739998,652400,72.325476
2016-02-29,72.510002,72.839996,71.099998,71.099998,773300,70.694822
2016-03-01,71.720001,73.599998,71.660004,73.339996,895000,72.922055
2016-03-02,72.970001,73.980003,72.300003,73.269997,862500,72.852454
2016-03-03,73.269997,74.32,72.959999,74.150002,773600,73.727444
2016-03-04,74.32,74.809998,73.620003,74.110001,748500,73.687671
2016-03-07,73.739998,74.110001,71.970001,73.449997,1042300,73.031429
2016-03-08,72.650002,75.559998,72.650002,75.220001,1002800,74.791346
2016-03-09,75.32,76.800003,75.199997,76.629997,1011100,76.193307
2016-03-10,76.839996,77.400002,75.919998,76.779999,821300,76.342454
2016-03-11,77.610001,77.959999,77.059998,77.599998,719600,77.157781
2016-03-14,77.209999,77.959999,76.839996,77.43,549300,76.988751
2016-03-15,77.120003,78.720001,76.739998,78.669998,667300,78.221683
2016-03-16,78.529999,78.779999,77.75,77.93,677700,77.485902
2016-03-17,77.790001,78.860001,77.32,78.5,594600,78.052654
2016-03-18,78.699997,78.790001,77.739998,78.019997,983900,77.575386
2016-03-21,78.019997,78.879997,77.989998,78.330002,545100,77.883624
2016-03-22,77.639999,79.25,77.639999,78.610001,460800,78.162027
2016-03-23,78.699997,78.849998,77.900002,77.959999,699200,77.51573
2016-03-24,77.669998,77.910004,76.410004,77.18,649100,76.740176
2016-03-28,77.370003,78.010002,76.620003,77.650002,574600,77.207499
2016-03-29,77.660004,77.830002,76.330002,77.110001,1028100,76.670575
2016-03-30,77.400002,78.690002,77.400002,78.360001,520100,77.913452
2016-03-31,78.260002,78.5,77.059998,77.150002,500600,76.710348
2016-04-01,76.650002,78.25,76.559998,78.110001,763500,77.664877
2016-04-04,78.080002,78.379997,77.339996,77.739998,591500,77.296982
2016-04-05,77.470001,78.190002,77.110001,77.379997,498600,76.939033
2016-04-06,77.400002,78.0,76.760002,77.959999,473100,77.51573
2016-04-07,77.290001,77.800003,76.620003,77.089996,812800,76.650685
2016-04-08,77.440002,78.440002,77.440002,77.910004,507100,77.466019
2016-04-11,78.07,79.089996,77.709999,78.620003,497400,78.171972
2016-04-12,78.949997,79.800003,77.989998,79.699997,724800,79.245812
2016-04-13,80.019997,81.379997,80.019997,81.269997,501400,80.806865
2016-04-14,81.050003,81.980003,80.580002,80.879997,518400,80.419088
2016-04-15,80.769997,81.18,80.540001,80.839996,422400,80.379315
2016-04-18,80.199997,81.410004,79.919998,81.349998,370100,80.886411
2016-04-19,81.639999,81.970001,81.199997,81.519997,447400,81.05544
2016-04-20,81.360001,81.739998,81.059998,81.410004,716300,80.946074
2016-04-21,80.980003,81.089996,78.940002,78.980003,635300,78.529922
2016-04-22,79.050003,79.690002,78.940002,79.629997,592900,79.176211
2016-04-25,79.089996,79.459999,78.43,78.980003,653100,78.529922
2016-04-26,78.980003,79.849998,78.730003,79.309998,883000,78.858035
2016-04-27,80.660004,85.559998,80.660004,85.330002,1728800,84.843733
2016-04-28,84.870003,85.690002,84.440002,84.589996,598700,84.107945
2016-04-29,84.220001,84.949997,83.860001,84.57,1015500,84.088062
2016-05-02,85.0,86.699997,84.970001,86.25,711300,85.758489
2016-05-03,85.639999,86.589996,85.379997,86.230003,723500,85.738606
2016-05-04,85.800003,86.510002,85.279999,86.050003,459700,85.559632
2016-05-05,86.059998,86.709999,86.059998,86.25,506000,85.758489
2016-05-06,85.699997,86.75,85.440002,86.360001,353900,85.867863
2016-05-09,86.330002,86.980003,85.959999,86.07,379900,85.579514
2016-05-10,86.110001,87.019997,86.110001,87.010002,609400,86.51416
2016-05-11,86.860001,88.019997,86.370003,86.389999,339100,85.89769
2016-05-12,86.580002,87.480003,86.360001,87.290001,383700,86.792563
2016-05-13,87.349998,87.68,86.669998,87.010002,377900,86.51416
2016-05-16,86.93,87.760002,86.419998,87.370003,328000,86.872109
2016-05-17,87.059998,87.440002,86.080002,86.32,313900,85.82809
2016-05-18,86.290001,88.129997,86.230003,87.959999,418300,87.458743
2016-05-19,87.449997,87.980003,86.370003,87.160004,388100,86.663307
2016-05-20,87.760002,88.449997,87.040001,87.699997,474700,87.200223
2016-05-23,87.75,88.029999,86.959999,87.139999,378500,86.643416
2016-05-24,87.669998,88.809998,87.610001,88.669998,374300,88.164696
2016-05-25,88.699997,89.220001,87.720001,87.739998,481000,87.239996
2016-05-26,87.360001,87.57,86.57,86.599998,498800,86.599998
2016-05-27,86.779999,87.449997,86.709999,87.449997,479500,87.449997
2016-05-31,87.519997,88.160004,86.93,87.389999,712600,87.389999
2016-06-01,86.769997,86.860001,85.720001,86.449997,1270300,86.449997
2016-06-02,85.910004,86.800003,85.419998,85.669998,751700,85.669998
2016-06-03,85.040001,85.550003,84.43,85.010002,605300,85.010002
