Date,Open_ADBE,High_ADBE,Low_ADBE,Close_ADBE,Volume_ADBE,AdjClose_ADBE
2013-07-30,47.189999,47.5,47.119999,47.360001,2758000,47.360001
2013-07-31,47.5,47.709999,47.18,47.279999,3813500,47.279999
2013-08-01,47.619999,47.82,47.41,47.700001,3497600,47.700001
2013-08-02,47.380001,47.82,47.130001,47.450001,3761000,47.450001
2013-08-05,47.450001,47.84,47.349998,47.630001,2172200,47.630001
2013-08-06,47.549999,47.849998,47.369999,47.389999,1642800,47.389999
2013-08-07,47.169998,47.48,46.830002,47.099998,2396700,47.099998
2013-08-08,47.32,47.66,47.029999,47.509998,2974200,47.509998
2013-08-09,47.380001,47.77,47.09,47.18,1891300,47.18
2013-08-12,46.869999,47.330002,46.849998,47.200001,1807900,47.200001
2013-08-13,47.369999,47.41,46.919998,47.139999,1960300,47.139999
2013-08-14,47.139999,47.139999,46.68,46.84,2115100,46.84
2013-08-15,46.369999,46.389999,45.700001,45.869999,2616800,45.869999
2013-08-16,45.939999,45.950001,45.299999,45.400002,2829200,45.400002
2013-08-19,45.439999,45.52,44.880001,44.889999,2185800,44.889999
2013-08-20,44.77,45.450001,44.700001,45.07,2213900,45.07
2013-08-21,45.009998,45.509998,44.799999,45.139999,2515500,45.139999
2013-08-22,45.099998,45.709999,45.09,45.68,1699600,45.68
2013-08-23,45.849998,45.880001,45.41,45.77,2410900,45.77
2013-08-26,46.25,46.610001,46.009998,46.060001,2590500,46.060001
2013-08-27,45.549999,45.880001,45.27,45.5,2287600,45.5
2013-08-28,45.580002,45.91,45.490002,45.529999,1971500,45.529999
2013-08-29,45.5,46.139999,45.349998,45.93,1738900,45.93
2013-08-30,45.880001,46.110001,45.57,45.75,2211500,45.75
2013-09-03,46.209999,46.57,45.700001,45.880001,1955500,45.880001
2013-09-04,45.759998,47.169998,45.759998,46.93,5402200,46.93
2013-09-05,46.880001,47.34,46.68,46.73,2379800,46.73
2013-09-06,46.889999,47.299999,46.259998,46.869999,3140900,46.869999
2013-09-09,47.110001,47.27,46.990002,47.25,1931700,47.25
2013-09-10,47.619999,48.060001,47.509998,48.02,2831100,48.02
2013-09-11,48.0,48.330002,47.950001,48.200001,2650200,48.200001
2013-09-12,48.07,48.09,47.560001,47.639999,3024100,47.639999
2013-09-13,47.66,47.959999,47.639999,47.759998,2571600,47.759998
2013-09-16,48.169998,48.700001,47.970001,48.139999,4474800,48.139999
2013-09-17,48.189999,48.490002,47.919998,48.139999,6917200,48.139999
2013-09-18,51.68,52.669998,51.060001,52.580002,15267900,52.580002
2013-09-19,52.049999,52.400002,51.580002,51.869999,7183400,51.869999
2013-09-20,51.869999,52.959999,51.68,52.310001,12323000,52.310001
2013-09-23,52.07,52.470001,51.619999,51.799999,3183400,51.799999
2013-09-24,51.790001,51.880001,51.07,51.419998,3103300,51.419998
2013-09-25,51.48,52.080002,51.419998,51.869999,4009400,51.869999
2013-09-26,52.0,52.380001,51.810001,52.099998,2902900,52.099998
2013-09-27,51.709999,52.48,51.650002,52.029999,2382000,52.029999
2013-09-30,51.5,52.150002,51.200001,51.939999,2747000,51.939999
2013-10-01,52.099998,52.48,51.84,52.43,3243300,52.43
2013-10-02,51.790001,52.279999,51.290001,51.52,3691200,51.52
2013-10-03,51.610001,51.650002,50.540001,50.880001,3862200,50.880001
2013-10-04,50.09,51.669998,50.02,51.57,3880900,51.57
2013-10-07,51.049999,51.34,50.790001,50.82,2582700,50.82
2013-10-08,50.93,50.970001,49.439999,49.580002,4953800,49.580002
2013-10-09,49.619999,49.869999,48.869999,49.450001,4347300,49.450001
2013-10-10,50.060001,51.220001,49.860001,51.169998,3740900,51.169998
2013-10-11,50.82,52.220001,50.82,52.189999,3410500,52.189999
2013-10-14,51.900002,52.830002,51.720001,52.630001,4910000,52.630001
2013-10-15,52.310001,52.779999,51.810001,51.93,3658800,51.93
2013-10-16,51.540001,52.580002,51.540001,51.91,3367700,51.91
2013-10-17,51.869999,52.310001,51.700001,52.07,3776600,52.07
2013-10-18,52.150002,52.779999,52.0,52.630001,4210100,52.630001
2013-10-21,52.73,53.27,52.709999,53.080002,3739700,53.080002
2013-10-22,53.470001,53.57,52.990002,53.169998,4375700,53.169998
2013-10-23,52.75,53.450001,52.16,53.060001,4386800,53.060001
2013-10-24,53.060001,54.580002,53.049999,54.209999,5717200,54.209999
2013-10-25,54.07,54.200001,53.459999,53.810001,6186100,53.810001
2013-10-28,53.91,54.369999,53.59,53.93,3505000,53.93
2013-10-29,54.0,55.119999,53.91,54.860001,5148300,54.860001
2013-10-30,54.869999,55.07,53.689999,54.099998,3482400,54.099998
2013-10-31,54.009998,54.560001,53.900002,54.220001,3509500,54.220001
2013-11-01,54.610001,54.68,54.139999,54.610001,2720000,54.610001
2013-11-04,55.009998,55.419998,54.66,55.389999,3433600,55.389999
2013-11-05,55.240002,55.279999,54.669998,54.790001,3616600,54.790001
2013-11-06,54.900002,55.110001,54.540001,54.880001,3286100,54.880001
2013-11-07,55.049999,55.169998,53.099998,53.169998,5526600,53.169998
2013-11-08,53.419998,54.93,53.330002,54.84,5940900,54.84
2013-11-11,54.849998,56.18,54.490002,56.18,4221800,56.18
2013-11-12,55.84,56.34,55.599998,56.240002,2929200,56.240002
2013-11-13,55.59,57.59,55.59,57.549999,5168600,57.549999
2013-11-14,57.560001,57.990002,56.91,57.169998,4571300,57.169998
2013-11-15,57.540001,57.59,56.779999,57.349998,2909900,57.349998
2013-11-18,57.450001,57.490002,56.400002,56.599998,3173600,56.599998
2013-11-19,56.73,56.73,55.650002,55.77,3405000,55.77
2013-11-20,55.98,56.32,55.799999,55.939999,2931300,55.939999
2013-11-21,56.279999,56.59,55.860001,56.23,2461200,56.23
2013-11-22,56.259998,56.5,55.889999,56.41,2890800,56.41
2013-11-25,56.619999,57.18,56.5,56.950001,2986400,56.950001
2013-11-26,56.869999,56.889999,56.200001,56.700001,2841000,56.700001
2013-11-27,56.849998,57.029999,56.68,56.91,2134000,56.91
2013-11-29,57.119999,57.150002,56.619999,56.779999,965200,56.779999
2013-12-02,56.740002,57.029999,56.610001,56.759998,1950800,56.759998
2013-12-03,56.630001,57.060001,56.389999,56.400002,4129500,56.400002
2013-12-04,56.189999,56.43,55.419998,56.049999,3663500,56.049999
2013-12-05,55.630001,55.75,54.470001,55.040001,7792700,55.040001
2013-12-06,55.990002,56.099998,55.549999,55.599998,3334300,55.599998
2013-12-09,55.939999,56.049999,55.240002,55.439999,3397700,55.439999
2013-12-10,55.380001,55.389999,54.650002,55.32,3787300,55.32
2013-12-11,55.25,55.599998,54.580002,54.639999,3990000,54.639999
2013-12-12,54.439999,54.939999,53.93,53.990002,6248200,53.990002
2013-12-13,58.060001,61.09,58.0,60.889999,15848100,60.889999
2013-12-16,60.630001,60.880001,58.400002,58.5,8786000,58.5
2013-12-17,58.5,58.880001,57.540001,57.669998,6351800,57.669998
2013-12-18,57.580002,59.07,57.02,59.040001,4975300,59.040001
2013-12-19,58.73,58.98,58.07,58.130001,3310500,58.130001
2013-12-20,58.419998,59.549999,58.220001,59.259998,5363200,59.259998
2013-12-23,59.740002,59.889999,59.119999,59.470001,1947900,59.470001
2013-12-24,59.580002,59.779999,59.220001,59.529999,846700,59.529999
2013-12-26,59.529999,59.990002,59.48,59.580002,1026500,59.580002
2013-12-27,59.73,59.990002,59.279999,59.509998,1266900,59.509998
2013-12-30,59.669998,59.799999,59.240002,59.549999,1329100,59.549999
2013-12-31,59.599998,59.919998,59.560001,59.880001,1391300,59.880001
2014-01-02,59.060001,59.529999,58.939999,59.290001,2745900,59.290001
2014-01-03,59.189999,59.689999,59.110001,59.16,1589000,59.16
2014-01-06,58.060001,58.77,58.009998,58.119999,3753600,58.119999
2014-01-07,58.259998,59.049999,58.060001,58.970001,2963600,58.970001
2014-01-08,59.119999,59.279999,58.459999,58.900002,3456000,58.900002
2014-01-09,58.990002,59.529999,58.720001,59.09,2427400,59.09
2014-01-10,59.349998,59.630001,58.950001,59.529999,1829100,59.529999
2014-01-13,59.279999,59.439999,58.41,58.599998,2928700,58.599998
2014-01-14,58.68,60.529999,58.630001,60.369999,4179500,60.369999
2014-01-15,60.439999,61.810001,60.400002,61.68,4220300,61.68
2014-01-16,61.59,61.98,61.259998,61.630001,3747800,61.630001
2014-01-17,61.02,61.599998,60.799999,61.369999,3314500,61.369999
2014-01-21,61.5,61.790001,60.700001,60.849998,3198700,60.849998
2014-01-22,60.93,61.810001,60.700001,61.77,3594000,61.77
2014-01-23,61.18,61.43,60.32,60.880001,2671300,60.880001
2014-01-24,60.299999,60.439999,59.09,59.09,2850700,59.09
2014-01-27,58.110001,58.880001,57.860001,58.360001,5258000,58.360001
2014-01-28,57.98,59.459999,57.880001,59.110001,3529500,59.110001
2014-01-29,58.610001,59.18,58.169998,58.459999,3585400,58.459999
2014-01-30,59.119999,59.900002,59.02,59.389999,2768300,59.389999
2014-01-31,58.150002,59.540001,58.09,59.189999,3112900,59.189999
2014-02-03,59.080002,59.259998,57.32,58.09,6649100,58.09
2014-02-04,58.48,59.740002,57.650002,59.720001,3593200,59.720001
2014-02-05,59.540001,61.02,59.27,61.0,5122600,61.0
2014-02-06,60.700001,61.650002,60.650002,61.34,2898200,61.34
2014-02-07,61.580002,63.240002,61.299999,62.880001,4822500,62.880001
2014-02-10,62.73,63.799999,62.52,63.779999,2833400,63.779999
2014-02-11,64.480003,64.879997,63.66,63.970001,4648000,63.970001
2014-02-12,64.209999,65.150002,64.089996,65.139999,3137800,65.139999
2014-02-13,64.839996,67.110001,64.830002,67.040001,3606900,67.040001
2014-02-14,67.480003,68.489998,67.0,68.339996,6232000,68.339996
2014-02-18,68.620003,69.099998,68.0,68.660004,3757900,68.660004
2014-02-19,68.449997,69.43,67.68,67.989998,3994300,67.989998
2014-02-20,68.190002,68.660004,67.699997,68.480003,3162200,68.480003
2014-02-21,67.82,68.440002,67.550003,68.220001,3610200,68.220001
2014-02-24,68.540001,69.279999,68.0,68.769997,2811700,68.769997
2014-02-25,68.709999,68.760002,67.629997,68.010002,3566400,68.010002
2014-02-26,67.730003,68.949997,67.650002,67.82,3066500,67.82
2014-02-27,67.900002,70.080002,67.82,69.919998,4724500,69.919998
2014-02-28,70.25,71.110001,67.830002,68.629997,5728600,68.629997
2014-03-03,68.059998,68.150002,67.139999,67.860001,3395000,67.860001
2014-03-04,68.599998,69.040001,68.5,68.599998,5425500,68.599998
2014-03-05,68.790001,69.029999,68.519997,68.900002,3070100,68.900002
2014-03-06,69.139999,69.419998,68.849998,68.919998,3059200,68.919998
2014-03-07,69.209999,69.309998,67.970001,68.519997,2500300,68.519997
2014-03-10,68.68,68.68,67.309998,68.040001,3032800,68.040001
2014-03-11,68.190002,68.599998,67.25,67.470001,3345000,67.470001
2014-03-12,67.059998,68.099998,66.75,68.059998,2433600,68.059998
2014-03-13,68.480003,68.830002,66.629997,67.080002,2870900,67.080002
2014-03-14,67.699997,67.699997,66.870003,67.190002,3006600,67.190002
2014-03-17,67.889999,69.349998,67.730003,68.169998,3932400,68.169998
2014-03-18,67.660004,70.239998,67.519997,68.519997,11438500,68.519997
2014-03-19,69.010002,69.010002,66.150002,67.629997,7683100,67.629997
2014-03-20,67.550003,69.080002,67.440002,68.489998,5280200,68.489998
2014-03-21,69.059998,69.059998,66.910004,67.139999,5477200,67.139999
2014-03-24,67.220001,67.480003,64.769997,65.239998,5905700,65.239998
2014-03-25,65.75,66.739998,65.059998,65.809998,4245500,65.809998
2014-03-26,66.099998,66.389999,63.880001,63.900002,4714000,63.900002
2014-03-27,63.599998,65.160004,63.049999,64.529999,5556700,64.529999
2014-03-28,64.709999,65.610001,64.150002,64.879997,4019800,64.879997
2014-03-31,64.870003,65.949997,64.620003,65.739998,3213900,65.739998
2014-04-01,65.900002,66.220001,65.440002,65.93,3398400,65.93
2014-04-02,66.07,66.309998,65.120003,65.480003,2587000,65.480003
2014-04-03,65.5,65.5,62.169998,62.450001,6984500,62.450001
2014-04-04,62.919998,62.919998,61.099998,61.32,6157100,61.32
2014-04-07,61.200001,61.200001,59.630001,60.470001,6271100,60.470001
2014-04-08,60.529999,62.25,60.110001,61.82,6710000,61.82
2014-04-09,62.0,63.689999,61.560001,63.459999,6427400,63.459999
2014-04-10,63.049999,63.450001,61.27,61.490002,5648500,61.490002
2014-04-11,60.889999,61.75,60.02,60.5,5930700,60.5
2014-04-14,61.18,61.66,60.549999,61.389999,3234000,61.389999
2014-04-15,61.5,62.290001,60.5,62.110001,3598600,62.110001
2014-04-16,62.27,63.139999,62.25,63.040001,3370600,63.040001
2014-04-17,62.959999,64.230003,62.529999,64.040001,3745800,64.040001
2014-04-21,64.0,64.459999,63.560001,64.300003,2077300,64.300003
2014-04-22,64.059998,64.739998,63.759998,64.480003,3854900,64.480003
2014-04-23,64.230003,64.580002,63.779999,64.389999,2863700,64.389999
2014-04-24,64.889999,65.0,62.93,63.220001,3961200,63.220001
2014-04-25,62.919998,63.029999,61.560001,61.610001,4288500,61.610001
2014-04-28,61.84,62.169998,59.619999,60.400002,4375800,60.400002
2014-04-29,60.57,60.93,59.91,60.91,3531600,60.91
2014-04-30,60.869999,61.799999,60.630001,61.689999,3722100,61.689999
2014-05-01,61.689999,63.099998,61.310001,62.59,2839300,62.59
2014-05-02,62.860001,62.970001,61.529999,61.560001,2365300,61.560001
2014-05-05,61.200001,61.98,60.880001,61.439999,2070200,61.439999
2014-05-06,61.150002,61.349998,59.34,59.439999,3913200,59.439999
2014-05-07,59.560001,59.68,57.150002,58.630001,7061100,58.630001
2014-05-08,58.34,60.610001,57.900002,59.080002,3824900,59.080002
2014-05-09,59.139999,59.610001,58.169998,59.59,3607800,59.59
2014-05-12,59.77,61.049999,59.740002,60.700001,2863600,60.700001
2014-05-13,60.810001,60.970001,60.139999,60.810001,2938400,60.810001
2014-05-14,59.950001,61.349998,59.950001,60.880001,2497800,60.880001
2014-05-15,60.709999,60.950001,59.560001,60.200001,5699200,60.200001
2014-05-16,60.650002,61.689999,59.93,61.639999,3651200,61.639999
2014-05-19,61.27,62.84,61.259998,62.200001,2817600,62.200001
2014-05-20,62.119999,62.450001,61.419998,61.709999,1865300,61.709999
2014-05-21,61.73,62.66,61.529999,62.470001,1414100,62.470001
2014-05-22,62.290001,63.459999,61.91,63.150002,1814700,63.150002
2014-05-23,63.330002,64.480003,62.84,64.300003,2281900,64.300003
2014-05-27,64.639999,65.489998,64.610001,65.25,2150600,65.25
2014-05-28,65.43,65.480003,64.790001,64.839996,2198400,64.839996
2014-05-29,64.93,65.82,64.93,65.449997,2061000,65.449997
2014-05-30,65.75,65.75,64.169998,64.540001,2444300,64.540001
2014-06-02,64.540001,65.040001,63.68,64.639999,1427700,64.639999
2014-06-03,64.190002,64.459999,63.490002,64.089996,3010200,64.089996
2014-06-04,64.099998,64.730003,63.619999,64.169998,2675600,64.169998
2014-06-05,64.300003,65.620003,63.93,65.470001,2041900,65.470001
2014-06-06,65.989998,67.32,65.690002,66.910004,3623500,66.910004
2014-06-09,66.699997,67.379997,66.589996,66.93,1339800,66.93
2014-06-10,66.690002,67.190002,66.459999,66.959999,1558800,66.959999
2014-06-11,66.900002,67.5,66.660004,67.459999,1607900,67.459999
2014-06-12,67.230003,67.459999,66.279999,66.559998,1940100,66.559998
2014-06-13,66.699997,66.949997,66.25,66.82,2981100,66.82
2014-06-16,66.800003,67.790001,66.519997,67.620003,4370400,67.620003
2014-06-17,67.360001,68.0,66.860001,67.540001,6654100,67.540001
2014-06-18,73.82,74.690002,72.099998,73.080002,11376700,73.080002
2014-06-19,73.169998,73.57,72.239998,72.949997,4413400,72.949997
2014-06-20,73.040001,73.150002,72.550003,72.610001,3904500,72.610001
2014-06-23,72.739998,73.160004,72.290001,72.889999,2354200,72.889999
2014-06-24,72.949997,73.279999,72.18,72.379997,2948600,72.379997
2014-06-25,72.269997,72.760002,72.120003,72.440002,2218800,72.440002
2014-06-26,72.440002,72.900002,72.18,72.849998,2075300,72.849998
2014-06-27,72.620003,72.769997,71.760002,72.0,7315500,72.0
2014-06-30,72.43,72.739998,71.959999,72.360001,2771300,72.360001
2014-07-01,72.089996,73.989998,71.800003,73.010002,4718400,73.010002
2014-07-02,72.650002,73.239998,72.599998,72.760002,2682100,72.760002
2014-07-03,72.949997,73.709999,72.68,73.57,1396100,73.57
2014-07-07,73.07,73.419998,72.580002,72.68,1768300,72.68
2014-07-08,72.589996,72.870003,70.870003,71.139999,2789000,71.139999
2014-07-09,71.110001,71.970001,71.110001,71.57,1749500,71.57
2014-07-10,70.459999,72.080002,70.309998,71.699997,1853200,71.699997
2014-07-11,71.730003,72.440002,71.050003,72.260002,1930600,72.260002
2014-07-14,72.550003,73.260002,72.459999,72.879997,1862500,72.879997
2014-07-15,72.800003,73.110001,71.870003,72.290001,2752700,72.290001
2014-07-16,72.550003,72.870003,72.190002,72.379997,1512600,72.379997
2014-07-17,72.110001,72.470001,71.309998,71.389999,2032400,71.389999
2014-07-18,71.900002,72.580002,71.349998,72.550003,2856900,72.550003
2014-07-21,72.5,72.650002,71.699997,71.959999,1906100,71.959999
2014-07-22,72.129997,72.830002,71.910004,72.260002,1769500,72.260002
2014-07-23,72.339996,72.550003,71.480003,72.040001,1873800,72.040001
2014-07-24,72.300003,72.900002,72.199997,72.800003,2414100,72.800003
2014-07-25,72.540001,73.150002,72.230003,72.620003,1996700,72.620003
2014-07-28,72.389999,73.019997,71.839996,72.699997,1721800,72.699997
2014-07-29,72.699997,73.25,72.239998,72.269997,1916100,72.269997
2014-07-30,72.5,72.699997,71.470001,71.889999,2667600,71.889999
2014-07-31,71.309998,71.540001,69.010002,69.25,3822100,69.25
2014-08-01,69.010002,69.550003,68.519997,68.940002,2109000,68.940002
2014-08-04,68.949997,69.239998,68.349998,68.769997,3037300,68.769997
2014-08-05,68.300003,69.550003,68.290001,68.970001,3456700,68.970001
2014-08-06,68.730003,69.07,68.220001,68.230003,2455700,68.230003
2014-08-07,68.690002,68.879997,67.57,67.830002,2292500,67.830002
2014-08-08,68.080002,68.639999,67.739998,68.389999,1573200,68.389999
2014-08-11,68.5,69.18,68.279999,68.970001,2196900,68.970001
2014-08-12,68.610001,68.989998,68.199997,68.790001,1919200,68.790001
2014-08-13,69.120003,69.970001,68.360001,69.790001,1881800,69.790001
2014-08-14,69.889999,70.07,69.589996,70.050003,1318700,70.050003
2014-08-15,70.879997,70.910004,69.580002,70.07,4311600,70.07
2014-08-18,70.440002,71.099998,70.389999,71.059998,1707300,71.059998
2014-08-19,71.089996,72.080002,71.059998,72.050003,1997800,72.050003
2014-08-20,71.779999,72.0,70.75,71.019997,3395300,71.019997
2014-08-21,71.07,71.900002,70.830002,71.730003,1886900,71.730003
2014-08-22,71.889999,72.290001,71.550003,72.040001,1443900,72.040001
2014-08-25,72.440002,72.57,71.629997,71.82,1709000,71.82
2014-08-26,71.790001,72.25,71.5,71.529999,1848200,71.529999
2014-08-27,71.529999,72.089996,71.370003,71.550003,1705600,71.550003
2014-08-28,71.230003,71.720001,70.860001,71.370003,1062900,71.370003
2014-08-29,71.769997,72.099998,71.400002,71.900002,1659500,71.900002
2014-09-02,72.059998,72.589996,71.839996,72.099998,2161400,72.099998
2014-09-03,72.550003,72.800003,71.989998,72.43,1971400,72.43
2014-09-04,72.629997,73.199997,72.260002,72.459999,1976000,72.459999
2014-09-05,72.599998,73.129997,72.410004,73.129997,1736200,73.129997
2014-09-08,72.870003,73.550003,72.809998,73.389999,1373500,73.389999
2014-09-09,73.580002,73.580002,72.339996,72.419998,1648300,72.419998
2014-09-10,72.25,72.75,71.839996,72.330002,2213500,72.330002
2014-09-11,72.029999,72.57,71.779999,72.419998,1708800,72.419998
2014-09-12,72.400002,72.489998,70.800003,70.980003,3145600,70.980003
2014-09-15,70.629997,70.959999,69.370003,70.269997,3867700,70.269997
2014-09-16,70.010002,70.959999,69.190002,70.730003,5965200,70.730003
2014-09-17,68.029999,69.089996,67.160004,67.300003,9463300,67.300003
2014-09-18,67.279999,68.150002,67.099998,67.910004,5173900,67.910004
2014-09-19,68.120003,68.199997,66.349998,66.940002,6790000,66.940002
2014-09-22,66.699997,67.220001,65.790001,67.199997,4122200,67.199997
2014-09-23,67.110001,68.07,66.849998,67.790001,4414100,67.790001
2014-09-24,67.769997,69.25,67.599998,69.029999,3879800,69.029999
2014-09-25,68.849998,69.019997,67.529999,67.709999,3622900,67.709999
2014-09-26,67.489998,68.419998,67.419998,68.360001,2286600,68.360001
2014-09-29,67.690002,69.489998,67.550003,69.220001,3379600,69.220001
2014-09-30,69.489998,69.5,68.529999,69.190002,2887200,69.190002
2014-10-01,69.129997,69.129997,67.510002,67.540001,4650600,67.540001
2014-10-02,67.830002,67.949997,66.150002,67.059998,3936900,67.059998
2014-10-03,67.589996,68.669998,67.589996,68.400002,2873600,68.400002
2014-10-06,68.559998,68.800003,67.449997,67.669998,1586000,67.669998
2014-10-07,67.400002,67.629997,65.93,65.959999,3308200,65.959999
2014-10-08,66.0,68.089996,65.410004,67.989998,3562500,67.989998
2014-10-09,67.830002,67.959999,65.480003,65.660004,3376800,65.660004
2014-10-10,65.370003,65.580002,63.290001,63.290001,4640900,63.290001
2014-10-13,63.009998,63.349998,61.529999,61.68,4822100,61.68
2014-10-14,62.169998,62.299999,60.689999,60.880001,4189500,60.880001
2014-10-15,59.610001,62.650002,58.509998,62.189999,8333600,62.189999
2014-10-16,60.720001,63.720001,60.720001,62.860001,6640000,62.860001
2014-10-17,63.459999,65.129997,63.459999,64.519997,6540800,64.519997
2014-10-20,64.25,64.730003,63.700001,64.68,4266200,64.68
2014-10-21,64.839996,66.559998,64.510002,66.43,3222800,66.43
2014-10-22,66.309998,66.489998,64.989998,65.040001,2363300,65.040001
2014-10-23,65.620003,66.400002,65.169998,65.919998,1783800,65.919998
2014-10-24,66.260002,67.080002,65.5,67.010002,1391600,67.010002
2014-10-27,66.839996,67.339996,66.309998,67.029999,1490800,67.029999
2014-10-28,67.449997,68.510002,67.199997,68.370003,1951100,68.370003
2014-10-29,68.209999,68.809998,67.519997,67.93,2054400,67.93
2014-10-30,67.230003,68.610001,67.230003,68.57,1891200,68.57
2014-10-31,69.889999,70.25,69.269997,70.120003,2949200,70.120003
2014-11-03,69.93,70.269997,69.660004,69.910004,1889000,69.910004
2014-11-04,69.949997,71.099998,69.75,71.07,2996000,71.07
2014-11-05,71.529999,72.040001,70.889999,71.370003,6146600,71.370003
2014-11-06,71.589996,72.370003,71.370003,72.099998,2345300,72.099998
2014-11-07,72.349998,72.400002,71.440002,71.599998,4303100,71.599998
2014-11-10,71.629997,72.0,71.18,71.699997,2388800,71.699997
2014-11-11,71.809998,72.0,71.400002,71.699997,1876000,71.699997
2014-11-12,71.349998,71.730003,71.260002,71.410004,1581700,71.410004
2014-11-13,71.650002,72.080002,71.300003,71.720001,2560800,71.720001
2014-11-14,71.699997,72.0,71.349998,71.419998,2470500,71.419998
2014-11-17,70.980003,71.25,69.870003,69.970001,3443100,69.970001
2014-11-18,69.860001,71.080002,69.860001,70.830002,2833200,70.830002
2014-11-19,71.010002,71.059998,70.419998,70.82,2193800,70.82
2014-11-20,70.330002,70.550003,70.019997,70.440002,2250500,70.440002
2014-11-21,72.0,72.550003,71.18,71.32,4554400,71.32
2014-11-24,71.519997,71.550003,70.730003,71.220001,1821200,71.220001
2014-11-25,71.199997,72.519997,71.199997,72.0,2842600,72.0
2014-11-26,72.080002,73.0,71.739998,72.980003,1467600,72.980003
2014-11-28,73.129997,74.099998,73.050003,73.68,978400,73.68
2014-12-01,73.639999,73.970001,73.199997,73.75,2023300,73.75
2014-12-02,74.0,74.0,73.080002,73.470001,1836900,73.470001
2014-12-03,73.639999,73.639999,72.889999,73.18,1569100,73.18
2014-12-04,73.089996,73.230003,72.400002,73.029999,1415200,73.029999
2014-12-05,73.160004,73.25,72.360001,72.400002,3061700,72.400002
2014-12-08,72.400002,72.779999,71.599998,72.050003,1630100,72.050003
2014-12-09,71.339996,71.660004,70.68,71.57,2866100,71.57
2014-12-10,71.559998,71.970001,69.739998,69.849998,2567900,69.849998
2014-12-11,70.099998,71.139999,69.660004,69.739998,5075100,69.739998
2014-12-12,74.169998,77.559998,73.709999,76.019997,12613700,76.019997
2014-12-15,75.660004,76.129997,72.839996,73.040001,9696700,73.040001
2014-12-16,72.870003,73.800003,72.309998,72.32,4051200,72.32
2014-12-17,72.5,74.57,72.160004,74.0,4180900,74.0
2014-12-18,75.410004,75.540001,74.599998,74.889999,6913500,74.889999
2014-12-19,75.0,75.239998,73.989998,74.449997,6969500,74.449997
2014-12-22,74.379997,75.139999,74.379997,74.5,3815400,74.5
2014-12-23,74.650002,75.0,74.290001,74.379997,1938400,74.379997
2014-12-24,74.489998,74.93,74.370003,74.739998,1204600,74.739998
2014-12-26,74.739998,75.169998,74.419998,74.669998,1083700,74.669998
2014-12-29,74.559998,74.580002,74.0,74.129997,925100,74.129997
2014-12-30,73.629997,73.860001,72.75,73.080002,1581700,73.080002
2014-12-31,73.400002,74.209999,72.650002,72.699997,1359300,72.699997
2015-01-02,72.699997,73.199997,71.889999,72.339996,2349200,72.339996
2015-01-05,72.209999,72.43,71.57,71.980003,2403300,71.980003
2015-01-06,71.949997,72.099998,69.879997,70.529999,2895400,70.529999
2015-01-07,70.769997,71.290001,70.419998,71.110001,2378300,71.110001
2015-01-08,71.400002,73.059998,71.309998,72.919998,2624200,72.919998
2015-01-09,72.889999,73.129997,71.629997,71.839996,1730300,71.839996
