Date,Open_AMP,High_AMP,Low_AMP,Close_AMP,Volume_AMP,AdjClose_AMP
2015-10-19,110.860001,111.459999,110.559998,111.25,1245400,108.80344
2015-10-20,111.279999,112.709999,111.040001,112.300003,839600,109.830352
2015-10-21,112.779999,113.620003,111.349998,111.559998,1203300,109.10662
2015-10-22,110.199997,115.599998,108.010002,114.089996,1359600,111.58098
2015-10-23,115.389999,116.260002,114.57,116.080002,995900,113.527223
2015-10-26,115.870003,116.68,114.980003,115.5,778600,112.959976
2015-10-27,114.68,114.910004,112.970001,113.0,1510300,110.514955
2015-10-28,113.489998,116.349998,113.029999,115.980003,1738100,113.429423
2015-10-29,115.309998,116.029999,114.589996,115.410004,856200,113.527793
2015-10-30,115.339996,116.0,114.660004,115.360001,1056700,113.478605
2015-11-02,115.769997,117.650002,115.309998,117.209999,647600,115.298432
2015-11-03,116.510002,118.339996,116.419998,117.800003,1078100,115.878814
2015-11-04,117.940002,118.260002,115.760002,115.889999,1002400,113.999961
2015-11-05,115.93,117.230003,115.839996,117.050003,749000,115.141046
2015-11-06,118.879997,120.290001,117.230003,119.279999,1376400,117.334673
2015-11-09,119.370003,119.809998,116.800003,117.389999,704100,115.475497
2015-11-10,116.860001,117.580002,115.720001,116.550003,708200,114.6492
2015-11-11,117.379997,117.379997,115.790001,116.050003,654000,114.157355
2015-11-12,115.099998,115.25,113.75,113.75,736000,111.894862
2015-11-13,113.559998,114.32,112.139999,112.489998,1057700,110.655409
2015-11-16,112.129997,113.519997,111.589996,113.470001,935300,111.61943
2015-11-17,113.559998,114.139999,112.68,112.970001,892300,111.127584
2015-11-18,113.699997,115.620003,113.129997,115.470001,1090400,113.586812
2015-11-19,115.559998,115.809998,114.610001,114.970001,727100,113.094967
2015-11-20,114.949997,115.620003,114.269997,114.489998,817200,112.622792
2015-11-23,114.650002,115.139999,113.550003,113.620003,863100,111.766985
2015-11-24,112.980003,113.190002,111.339996,112.599998,1176200,110.763616
2015-11-25,112.980003,113.349998,112.650002,113.019997,594700,111.176764
2015-11-27,112.900002,113.800003,112.589996,113.510002,339000,111.658778
2015-11-30,113.610001,114.209999,112.800003,112.949997,1196400,111.107906
2015-12-01,113.639999,114.779999,113.25,114.610001,892300,112.740837
2015-12-02,114.519997,115.290001,112.769997,113.0,945600,111.157094
2015-12-03,113.400002,113.730003,110.849998,111.300003,1010900,109.484822
2015-12-04,111.559998,115.18,111.309998,114.940002,1061500,113.065457
2015-12-07,114.489998,115.290001,112.690002,113.309998,785900,111.462036
2015-12-08,112.519997,113.349998,111.010002,111.57,1215700,109.750415
2015-12-09,110.580002,111.849998,108.269997,108.830002,785100,107.055104
2015-12-10,108.790001,110.199997,108.410004,108.790001,1248900,107.015755
2015-12-11,107.0,107.349998,104.440002,105.150002,2033200,103.43512
2015-12-14,105.239998,106.639999,103.080002,104.959999,1911700,103.248217
2015-12-15,106.169998,107.199997,105.75,105.879997,1326600,104.153211
2015-12-16,106.980003,107.970001,104.620003,107.559998,1360000,105.805812
2015-12-17,107.889999,107.989998,104.809998,105.099998,955200,103.385933
2015-12-18,104.230003,104.379997,102.650002,103.080002,2497000,101.39888
2015-12-21,103.959999,105.470001,103.540001,105.43,1033200,103.710553
2015-12-22,106.110001,107.739998,100.080002,107.169998,1155800,105.422173
2015-12-23,107.459999,108.760002,106.800003,108.68,830600,106.907549
2015-12-24,108.290001,108.830002,107.610001,107.940002,367200,106.179619
2015-12-28,107.800003,107.919998,107.010002,107.800003,558700,106.041903
2015-12-29,108.559998,109.769997,108.239998,108.580002,672500,106.809181
2015-12-30,108.129997,108.830002,107.0,107.290001,569200,105.540219
2015-12-31,106.5,107.720001,106.129997,106.419998,730200,104.684405
2016-01-04,103.93,104.330002,102.639999,104.25,896200,102.549797
2016-01-05,104.5,105.470001,103.139999,103.839996,805200,102.14648
2016-01-06,102.220001,102.220001,99.919998,100.309998,1738700,98.674051
2016-01-07,98.0,99.419998,96.790001,97.129997,1624200,95.545913
2016-01-08,97.900002,99.360001,94.75,94.940002,1531200,93.391635
2016-01-11,96.040001,96.18,94.099998,95.660004,1878500,94.099894
2016-01-12,96.809998,96.980003,94.709999,96.150002,1031800,94.5819
2016-01-13,96.339996,96.459999,92.25,92.410004,2012400,90.902898
2016-01-14,92.949997,96.199997,91.370003,95.089996,1535100,93.539183
2016-01-15,93.760002,93.93,91.010002,92.830002,1477800,91.316046
2016-01-19,94.610001,94.610001,91.690002,92.540001,1090900,91.030775
2016-01-20,90.809998,92.610001,89.0,91.610001,1395000,90.115942
2016-01-21,92.089996,93.199997,90.43,90.57,1456600,89.092902
2016-01-22,92.150002,93.610001,92.080002,93.25,1385700,91.729195
2016-01-25,92.379997,93.150002,90.019997,90.32,1507100,88.84698
2016-01-26,91.0,92.949997,90.459999,92.360001,1952500,90.85371
2016-01-27,91.839996,94.720001,90.730003,91.110001,2295000,89.624096
2016-01-28,90.800003,92.93,81.400002,86.919998,4964300,85.502428
2016-01-29,87.43,90.68,87.190002,90.650002,2187700,89.171599
2016-02-01,89.239998,90.290001,87.5,87.790001,1765400,86.358242
2016-02-02,86.199997,86.370003,82.919998,83.940002,2346700,82.571033
2016-02-03,84.889999,85.510002,81.190002,84.82,2728700,83.436678
2016-02-04,84.809998,86.209999,84.239998,85.470001,1954200,84.076079
2016-02-05,85.290001,85.980003,82.489998,82.790001,1845400,81.439787
2016-02-08,81.330002,82.110001,79.32,80.769997,2298800,79.452727
2016-02-09,79.260002,80.489998,78.800003,79.169998,1908900,77.878822
2016-02-10,79.980003,81.470001,79.209999,80.309998,2082900,79.6745
2016-02-11,77.059998,78.129997,76.0,76.269997,2463000,75.666468
2016-02-12,78.889999,80.389999,76.160004,80.150002,2218400,79.51577
2016-02-16,81.620003,83.269997,80.620003,82.919998,1934500,82.263848
2016-02-17,84.029999,85.419998,83.440002,84.970001,1855200,84.297629
2016-02-18,85.0,85.480003,83.620003,84.279999,2321000,83.613087
2016-02-19,83.540001,83.690002,82.120003,82.690002,1831000,82.035672
2016-02-22,84.300003,85.190002,83.970001,84.540001,2010500,83.871031
2016-02-23,84.220001,84.309998,83.029999,83.43,1698400,82.769814
2016-02-24,82.150002,83.790001,80.389999,83.43,1583600,82.769814
2016-02-25,83.739998,84.800003,82.970001,84.370003,1344000,83.702378
2016-02-26,85.419998,87.339996,85.0,86.489998,1533300,85.805598
2016-02-29,86.080002,86.419998,83.93,83.949997,1726800,83.285696
2016-03-01,85.080002,88.160004,85.010002,88.010002,1728700,87.313574
2016-03-02,88.040001,88.160004,86.870003,87.889999,1229700,87.194521
2016-03-03,88.120003,89.919998,87.5,89.540001,1898100,88.831466
2016-03-04,89.699997,90.699997,89.050003,90.459999,1571500,89.744184
2016-03-07,89.239998,89.910004,88.75,89.760002,1278900,89.049726
2016-03-08,88.459999,89.68,87.75,88.82,1906500,88.117162
2016-03-09,89.599998,89.599998,87.769997,88.660004,1354300,87.958432
2016-03-10,89.620003,89.879997,86.809998,88.459999,1316700,87.76001
2016-03-11,90.040001,92.68,89.959999,92.599998,1299800,91.86725
2016-03-14,91.940002,92.440002,90.220001,91.830002,1344300,91.103346
2016-03-15,90.68,90.75,88.82,90.099998,1571400,89.387032
2016-03-16,89.160004,91.709999,89.160004,91.440002,1223400,90.716433
2016-03-17,91.040001,94.120003,91.040001,93.379997,1255900,92.641076
2016-03-18,93.910004,95.239998,93.239998,94.360001,3533100,93.613325
2016-03-21,93.860001,94.529999,92.989998,94.139999,970700,93.395065
2016-03-22,92.989998,93.879997,92.519997,93.349998,1166900,92.611315
2016-03-23,93.480003,94.040001,92.389999,92.760002,1541300,92.025987
2016-03-24,91.400002,92.010002,90.650002,91.980003,1951700,91.252161
2016-03-28,92.0,93.559998,91.449997,93.389999,1350600,92.650999
2016-03-29,92.639999,94.25,91.150002,94.169998,1344500,93.424826
2016-03-30,95.0,96.540001,94.879997,95.57,1992700,94.813749
2016-03-31,95.110001,95.470001,93.510002,94.010002,1959000,93.266096
2016-04-01,93.699997,94.949997,92.489998,94.669998,1491400,93.920869
2016-04-04,94.370003,94.370003,92.889999,93.18,1482100,92.442662
2016-04-05,91.629997,92.480003,90.879997,91.910004,1652400,91.182715
2016-04-06,92.470001,95.190002,92.440002,93.239998,2739800,92.502185
2016-04-07,92.07,92.779999,90.110001,91.040001,1694700,90.319597
2016-04-08,91.849998,92.870003,91.050003,91.300003,872800,90.577541
2016-04-11,92.290001,93.57,92.010002,92.550003,1099000,91.81765
2016-04-12,92.629997,94.269997,92.190002,94.169998,1190800,93.424826
2016-04-13,95.43,97.639999,95.32,97.629997,1287700,96.857446
2016-04-14,97.290001,98.129997,96.370003,97.139999,1238700,96.371325
2016-04-15,97.050003,97.449997,95.889999,96.419998,965900,95.657022
2016-04-18,96.0,96.980003,95.540001,96.580002,948900,95.815759
2016-04-19,96.959999,97.07,95.989998,96.839996,960500,96.073696
2016-04-20,97.209999,99.089996,96.709999,98.760002,1204000,97.978509
2016-04-21,99.099998,99.889999,98.279999,98.830002,873100,98.047955
2016-04-22,99.209999,100.389999,98.989998,99.919998,957800,99.129326
2016-04-25,99.309998,99.790001,98.019997,98.860001,721100,98.077716
2016-04-26,99.419998,100.300003,99.059998,100.239998,831000,99.446793
2016-04-27,99.790001,101.43,98.529999,101.07,1104100,100.270227
2016-04-28,100.309998,101.0,97.760002,98.129997,1161700,97.353489
2016-04-29,97.480003,97.839996,95.440002,95.900002,1585900,95.14114
2016-05-02,96.089996,97.940002,95.110001,97.82,1436300,97.045945
2016-05-03,95.839996,96.129997,94.010002,95.57,1404600,94.813749
2016-05-04,94.599998,95.769997,93.709999,94.779999,980800,94.03
2016-05-05,94.370003,95.050003,93.040001,93.169998,1524600,93.169998
2016-05-06,92.330002,93.379997,91.900002,93.25,1713300,93.25
2016-05-09,93.040001,93.400002,92.550003,92.93,1096700,92.93
2016-05-10,93.68,95.489998,93.550003,95.220001,1291800,95.220001
2016-05-11,94.870003,96.080002,94.779999,95.169998,1213700,95.169998
2016-05-12,95.870003,96.709999,94.309998,95.339996,1060300,95.339996
2016-05-13,95.230003,96.449997,93.480003,93.830002,1345300,93.830002
2016-05-16,93.790001,95.169998,93.470001,94.559998,1006300,94.559998
2016-05-17,94.209999,96.230003,94.019997,95.089996,1030800,95.089996
2016-05-18,94.660004,97.620003,94.25,97.529999,1518100,97.529999
2016-05-19,96.739998,97.980003,95.519997,96.610001,1280100,96.610001
2016-05-20,97.260002,98.239998,97.110001,97.669998,881200,97.669998
2016-05-23,97.379997,97.93,96.919998,97.550003,724100,97.550003
2016-05-24,98.449997,99.93,98.07,99.769997,953900,99.769997
2016-05-25,100.169998,102.050003,100.010002,101.360001,992600,101.360001
2016-05-26,101.25,101.269997,100.120003,100.169998,837000,100.169998
2016-05-27,100.440002,101.540001,99.790001,101.519997,596700,101.519997
2016-05-31,101.809998,102.309998,101.0,101.669998,1054500,101.669998
2016-06-01,101.669998,102.739998,99.980003,102.349998,1103900,102.349998
2016-06-02,101.43,102.129997,100.730003,102.019997,698300,102.019997
2016-06-03,100.099998,100.68,99.019997,100.5,1029300,100.5
