Date,Open_TRV,High_TRV,Low_TRV,Close_TRV,Volume_TRV,AdjClose_TRV
2015-11-25,115.449997,115.529999,114.57,114.800003,1164800,113.552656
2015-11-27,114.709999,115.099998,114.349998,114.849998,548100,113.602108
2015-11-30,115.169998,115.5,114.400002,114.57,1874100,113.325152
2015-12-01,115.269997,116.360001,115.139999,115.68,1829500,114.423092
2015-12-02,115.410004,116.07,114.620003,114.709999,1667800,113.46363
2015-12-03,114.07,114.279999,111.040001,111.290001,4310100,110.080792
2015-12-04,111.720001,114.110001,111.720001,114.059998,2226300,112.820691
2015-12-07,113.190002,114.0,112.879997,113.589996,1908000,112.355797
2015-12-08,112.419998,113.0,111.720001,112.370003,1991700,111.749173
2015-12-09,111.660004,112.889999,110.830002,111.040001,1835500,110.426519
2015-12-10,110.889999,111.75,110.25,110.989998,1580400,110.376792
2015-12-11,109.68,110.959999,109.339996,109.760002,1832500,109.153592
2015-12-14,109.93,112.029999,109.669998,111.029999,2285000,110.416572
2015-12-15,111.769997,113.720001,111.75,113.18,2262400,112.554695
2015-12-16,114.089996,114.839996,113.080002,114.540001,1774400,113.907182
2015-12-17,114.690002,114.790001,113.239998,113.269997,2215700,112.644194
2015-12-18,113.269997,113.269997,110.07,110.129997,5070000,109.521543
2015-12-21,110.860001,111.43,110.019997,110.940002,1423200,110.327073
2015-12-22,111.720001,112.629997,110.849998,112.480003,1771400,111.858566
2015-12-23,112.839996,113.25,112.269997,113.209999,1465200,112.584528
2015-12-24,112.870003,113.739998,112.739998,113.269997,507300,112.644194
2015-12-28,113.0,113.510002,112.660004,113.480003,711400,112.853041
2015-12-29,114.080002,115.190002,113.989998,115.019997,1048900,114.384526
2015-12-30,115.029999,115.269997,114.150002,114.290001,646700,113.658563
2015-12-31,114.120003,114.32,112.830002,112.860001,956100,112.236463
2016-01-04,110.709999,110.959999,108.730003,109.970001,2846000,109.362431
2016-01-05,109.919998,110.730003,109.540001,110.470001,1870400,109.859668
2016-01-06,109.339996,109.790001,108.57,109.040001,1730900,108.437569
2016-01-07,107.5,108.440002,106.029999,106.440002,2284400,105.851935
2016-01-08,107.010002,107.440002,105.830002,105.989998,1984500,105.404417
2016-01-11,106.470001,107.279999,105.620003,106.790001,1549700,106.2
2016-01-12,107.690002,108.199997,106.589996,107.980003,2116000,107.383427
2016-01-13,108.269997,108.830002,105.830002,106.059998,2881400,105.474029
2016-01-14,105.940002,108.010002,105.830002,106.980003,1919000,106.388952
2016-01-15,103.279999,105.730003,103.279999,105.099998,2532400,104.519334
2016-01-19,106.610001,106.669998,105.279999,105.760002,2459600,105.175691
2016-01-20,104.889999,104.949997,102.68,103.650002,3320400,103.077348
2016-01-21,103.860001,105.099998,101.230003,102.699997,3184000,102.132592
2016-01-22,103.629997,103.900002,102.080002,103.139999,2483700,102.570164
2016-01-25,102.529999,103.400002,101.550003,102.080002,2930000,101.516023
2016-01-26,102.260002,104.0,102.18,103.25,2018200,102.679557
2016-01-27,103.07,104.75,102.730003,103.309998,1694500,102.739223
2016-01-28,103.790001,104.82,103.040001,104.470001,1391400,103.892818
2016-01-29,105.279999,107.07,104.970001,107.040001,2195900,106.448618
2016-02-01,106.790001,107.349998,106.169998,107.010002,1843800,106.418785
2016-02-02,105.5,106.440002,105.5,106.029999,1730200,105.444196
2016-02-03,106.349998,107.510002,104.739998,106.889999,2085000,106.299446
2016-02-04,106.760002,107.57,106.589996,107.489998,1607000,106.896129
2016-02-05,107.489998,108.0,106.010002,106.290001,2756600,105.702762
2016-02-08,105.18,106.0,103.93,105.599998,3409300,105.016572
2016-02-09,103.949997,106.139999,103.769997,105.919998,1983600,105.334804
2016-02-10,106.349998,107.650002,105.599998,105.720001,1584500,105.135912
2016-02-11,103.730003,104.559998,103.07,103.769997,2544600,103.196681
2016-02-12,104.82,107.580002,104.18,107.489998,2095900,106.896129
2016-02-16,108.269997,108.5,106.610001,107.370003,2322300,106.776797
2016-02-17,108.0,109.260002,107.629997,109.18,1913800,108.576795
2016-02-18,109.010002,109.25,108.580002,108.849998,1678100,108.248616
2016-02-19,108.559998,108.720001,107.830002,108.089996,1682500,107.492813
2016-02-22,109.419998,109.529999,108.489998,109.349998,2280700,108.745854
2016-02-23,108.639999,108.809998,107.629997,107.910004,1523100,107.313815
2016-02-24,107.300003,108.800003,106.669998,108.480003,1521900,107.880665
2016-02-25,108.790001,109.269997,108.220001,109.269997,1392900,108.666294
2016-02-26,109.599998,109.800003,108.25,108.459999,1807700,107.860771
2016-02-29,108.459999,108.720001,107.389999,107.519997,2923000,106.925962
2016-03-01,108.129997,110.129997,108.040001,110.129997,1651900,109.521543
2016-03-02,110.059998,110.440002,109.68,110.199997,1521000,109.591156
2016-03-03,109.919998,110.279999,108.629997,109.800003,1819400,109.193372
2016-03-04,110.379997,110.589996,109.059998,110.400002,1372900,109.790055
2016-03-07,110.019997,110.489998,109.559998,110.410004,1227000,109.800002
2016-03-08,109.459999,111.580002,109.459999,110.849998,1891900,110.849998
2016-03-09,111.5,111.699997,110.830002,111.330002,1452000,111.330002
2016-03-10,111.260002,112.360001,110.580002,111.529999,1683000,111.529999
2016-03-11,112.190002,113.669998,112.129997,113.639999,1976300,113.639999
2016-03-14,113.650002,113.800003,112.279999,112.82,1730900,112.82
2016-03-15,112.230003,114.379997,112.080002,113.919998,1528400,113.919998
2016-03-16,113.5,115.010002,113.5,114.68,1396100,114.68
2016-03-17,114.730003,116.169998,114.440002,115.830002,1515500,115.830002
2016-03-18,115.989998,116.0,114.809998,115.760002,5216100,115.760002
2016-03-21,115.32,116.32,115.32,116.029999,1188400,116.029999
2016-03-22,115.949997,116.779999,115.540001,116.059998,1524900,116.059998
2016-03-23,116.160004,116.459999,115.050003,115.889999,1455000,115.889999
2016-03-24,115.639999,115.919998,114.669998,115.389999,1476900,115.389999
2016-03-28,116.110001,116.410004,115.57,116.25,884800,116.25
2016-03-29,116.209999,116.870003,115.769997,116.410004,1226900,116.410004
2016-03-30,116.949997,117.699997,116.720001,117.43,1147600,117.43
2016-03-31,117.389999,117.610001,116.489998,116.709999,1096500,116.709999
2016-04-01,116.419998,117.550003,115.910004,117.400002,1466900,117.400002
2016-04-04,117.650002,118.279999,117.169998,117.559998,1096100,117.559998
2016-04-05,117.07,117.839996,116.019997,116.129997,1212000,116.129997
2016-04-06,116.050003,116.379997,114.959999,115.93,1632300,115.93
2016-04-07,115.580002,115.580002,114.360001,114.5,1279800,114.5
2016-04-08,114.790001,116.010002,114.790001,115.230003,906000,115.230003
2016-04-11,115.349998,116.279999,114.730003,114.779999,1175300,114.779999
2016-04-12,114.809998,115.290001,114.129997,115.190002,1743900,115.190002
2016-04-13,115.870003,116.18,114.860001,115.959999,1482800,115.959999
2016-04-14,115.870003,115.989998,115.099998,115.360001,1585400,115.360001
2016-04-15,115.739998,116.620003,115.349998,116.230003,1548600,116.230003
2016-04-18,116.230003,116.330002,115.43,116.010002,2349800,116.010002
2016-04-19,116.809998,117.239998,116.089996,116.269997,1216400,116.269997
2016-04-20,116.629997,116.68,115.139999,115.800003,1961000,115.800003
2016-04-21,111.529999,112.370003,108.25,108.790001,5061000,108.790001
2016-04-22,109.160004,111.169998,109.099998,110.839996,2020900,110.839996
2016-04-25,110.550003,110.650002,109.510002,110.339996,1477200,110.339996
2016-04-26,110.629997,110.93,109.559998,109.970001,1614900,109.970001
2016-04-27,110.129997,110.129997,108.879997,109.529999,2259800,109.529999
2016-04-28,108.720001,109.870003,108.370003,109.129997,1438200,109.129997
2016-04-29,108.959999,110.120003,108.5,109.900002,1692000,109.900002
2016-05-02,110.010002,111.269997,110.010002,110.910004,1384400,110.910004
2016-05-03,109.68,110.690002,109.620003,110.330002,1245800,110.330002
2016-05-04,109.519997,110.190002,108.68,109.730003,1342900,109.730003
2016-05-05,110.389999,111.160004,110.269997,110.75,1590000,110.75
2016-05-06,110.5,110.589996,109.730003,110.449997,1272700,110.449997
2016-05-09,110.110001,111.050003,110.010002,110.809998,933400,110.809998
2016-05-10,111.0,112.279999,110.739998,112.269997,1267100,112.269997
2016-05-11,112.309998,113.120003,111.900002,111.970001,1507500,111.970001
2016-05-12,112.190002,113.040001,111.629997,112.639999,1274800,112.639999
2016-05-13,112.830002,113.010002,111.93,112.669998,1593600,112.669998
2016-05-16,112.260002,112.860001,111.940002,112.239998,1151300,112.239998
2016-05-17,112.080002,112.260002,110.099998,110.419998,1487200,110.419998
2016-05-18,110.269997,111.889999,109.980003,111.300003,1346700,111.300003
2016-05-19,110.529999,110.970001,109.860001,110.099998,1628400,110.099998
2016-05-20,110.75,112.459999,110.480003,111.889999,1805800,111.889999
2016-05-23,111.699997,112.190002,111.209999,111.389999,1107300,111.389999
2016-05-24,111.610001,113.5,111.5,113.440002,1386400,113.440002
2016-05-25,113.760002,114.379997,113.330002,113.540001,1180200,113.540001
2016-05-26,113.480003,113.760002,113.010002,113.599998,1185700,113.599998
2016-05-27,113.610001,114.339996,113.550003,114.18,1031200,114.18
2016-05-31,114.230003,115.0,113.489998,114.139999,1787200,114.139999
2016-06-01,113.75,114.870003,113.370003,114.839996,1398800,114.839996
2016-06-02,114.760002,114.889999,114.209999,114.870003,1130800,114.870003
2016-06-03,114.120003,114.959999,113.279999,114.620003,1085500,114.620003
