Date,Open_DFS,High_DFS,Low_DFS,Close_DFS,Volume_DFS,AdjClose_DFS
2015-09-24,51.240002,51.689999,50.860001,51.450001,2547900,50.630145
2015-09-25,52.029999,52.549999,51.799999,52.099998,2309000,51.269785
2015-09-28,51.580002,51.740002,50.360001,50.599998,4408400,49.793687
2015-09-29,50.849998,51.299999,50.52,51.099998,4060000,50.28572
2015-09-30,51.57,52.0,51.389999,51.990002,3424400,51.161541
2015-10-01,51.73,52.09,51.43,51.75,3533500,50.925364
2015-10-02,50.470001,52.169998,50.200001,52.169998,3937700,51.338669
2015-10-05,53.0,54.849998,52.959999,54.549999,4898000,53.680745
2015-10-06,54.389999,54.810001,54.150002,54.560001,2183400,53.690588
2015-10-07,54.84,55.470001,54.57,55.25,4048200,54.369591
2015-10-08,55.16,55.900002,54.970001,55.720001,2828900,54.832103
2015-10-09,55.77,56.349998,55.48,55.759998,2631200,54.871463
2015-10-12,55.849998,56.09,55.470001,55.540001,2178200,54.654971
2015-10-13,55.52,55.73,55.110001,55.130001,2541600,54.251504
2015-10-14,55.0,55.330002,54.52,54.619999,2242900,53.749629
2015-10-15,54.93,55.43,54.549999,55.360001,3222700,54.477839
2015-10-16,55.509998,55.919998,55.139999,55.700001,2951300,54.812421
2015-10-19,55.310001,55.639999,54.59,54.990002,3267400,54.113736
2015-10-20,54.970001,55.029999,54.360001,54.720001,5294600,53.848038
2015-10-21,56.18,56.48,53.450001,54.990002,7906600,54.113736
2015-10-22,55.189999,56.139999,54.970001,55.880001,4453200,54.989553
2015-10-23,56.240002,57.150002,56.130001,57.099998,4582700,56.19011
2015-10-26,57.130001,57.259998,56.43,56.740002,2562400,55.83585
2015-10-27,56.490002,56.619999,55.970001,56.209999,2246200,55.314293
2015-10-28,56.279999,57.470001,56.209999,57.450001,2766500,56.534535
2015-10-29,57.290001,57.490002,56.439999,56.939999,2748000,56.03266
2015-10-30,57.009998,57.009998,56.220001,56.220001,2439500,55.324135
2015-11-02,56.200001,56.630001,56.09,56.279999,3025400,55.383177
2015-11-03,55.950001,56.610001,55.740002,56.349998,2786000,55.72932
2015-11-04,56.48,56.68,56.27,56.369999,2164400,55.7491
2015-11-05,56.419998,56.93,56.34,56.91,2826400,56.283153
2015-11-06,57.610001,57.799999,57.18,57.610001,3706600,56.975444
2015-11-09,57.52,57.610001,56.889999,57.119999,3240600,56.490839
2015-11-10,56.959999,57.16,56.619999,57.049999,2545100,56.421611
2015-11-11,57.220001,57.450001,56.759998,56.919998,2503300,56.293041
2015-11-12,56.720001,56.759998,55.93,56.009998,3553800,55.393065
2015-11-13,55.84,56.16,55.560001,55.709999,2948200,55.09637
2015-11-16,55.599998,56.540001,55.380001,56.529999,2723100,55.907338
2015-11-17,56.509998,56.810001,55.900002,55.950001,2747200,55.333728
2015-11-18,56.18,57.09,55.950001,57.029999,3185900,56.40183
2015-11-19,57.119999,57.810001,56.91,57.650002,3383500,57.015004
2015-11-20,57.91,58.080002,56.77,57.02,3447400,56.391942
2015-11-23,57.049999,57.41,56.82,56.91,1941600,56.283153
2015-11-24,56.439999,56.98,56.189999,56.810001,1762000,56.184256
2015-11-25,56.790001,57.029999,56.580002,56.869999,1314600,56.243593
2015-11-27,56.790001,57.049999,56.610001,56.849998,795700,56.223813
2015-11-30,56.849998,57.040001,56.630001,56.759998,2632600,56.134804
2015-12-01,57.060001,57.400002,56.549999,57.150002,2745900,56.520511
2015-12-02,57.119999,57.189999,55.919998,56.009998,3071500,55.393065
2015-12-03,56.18,56.259998,55.099998,55.310001,3105000,54.700778
2015-12-04,55.459999,56.560001,55.330002,56.400002,3095200,55.778772
2015-12-07,56.380001,56.490002,55.889999,56.279999,2223800,55.660091
2015-12-08,55.900002,55.939999,54.970001,54.990002,3231500,54.384303
2015-12-09,54.790001,55.259998,53.919998,54.080002,4325600,53.484327
2015-12-10,54.09,54.950001,54.09,54.27,3487300,53.672233
2015-12-11,53.5,53.77,52.66,52.75,5042900,52.168975
2015-12-14,52.869999,53.23,51.939999,52.549999,4446000,51.971177
2015-12-15,53.209999,54.080002,53.200001,53.869999,4370100,53.276637
2015-12-16,54.490002,55.009998,53.919998,54.91,4057600,54.305183
2015-12-17,55.110001,55.189999,53.75,53.880001,4124000,53.286529
2015-12-18,53.549999,53.549999,52.279999,52.439999,5430700,51.862388
2015-12-21,52.689999,53.389999,52.669998,53.34,2702600,52.752476
2015-12-22,53.68,54.18,53.009998,53.990002,3158100,53.395318
2015-12-23,54.369999,54.939999,54.279999,54.799999,2715200,54.196394
2015-12-24,54.709999,55.009998,54.330002,54.77,1908700,54.166725
2015-12-28,54.5,54.75,53.869999,54.349998,1535700,53.75135
2015-12-29,54.77,54.91,54.470001,54.779999,1734300,54.176614
2015-12-30,54.709999,54.939999,54.169998,54.25,3600300,53.652453
2015-12-31,54.099998,54.490002,53.619999,53.619999,1989800,53.029391
2016-01-04,52.529999,52.77,52.09,52.709999,4186900,52.129414
2016-01-05,52.639999,53.09,52.220001,52.59,3061600,52.010737
2016-01-06,51.82,52.360001,51.330002,51.560001,3210600,50.992083
2016-01-07,50.790001,51.799999,50.459999,50.599998,4824100,50.042655
2016-01-08,50.990002,51.169998,49.880001,49.970001,3604200,49.419597
2016-01-11,50.459999,50.799999,50.02,50.490002,3911700,49.933869
2016-01-12,50.970001,51.360001,50.360001,51.0,3418700,50.43825
2016-01-13,51.439999,51.68,49.16,49.400002,4369800,48.855875
2016-01-14,49.060001,50.43,48.189999,50.16,5631500,49.607503
2016-01-15,48.650002,49.41,48.439999,49.16,4043300,48.618517
2016-01-19,49.779999,49.880001,48.509998,48.91,2957100,48.371271
2016-01-20,47.860001,49.290001,47.290001,48.75,3926200,48.213033
2016-01-21,48.779999,49.529999,48.290001,48.419998,4576500,47.886666
2016-01-22,48.860001,49.450001,48.23,48.59,4094100,48.054796
2016-01-25,48.310001,48.59,47.490002,47.59,4947700,47.065811
2016-01-26,48.049999,48.580002,47.799999,48.389999,4378200,47.856998
2016-01-27,48.5,49.619999,48.18,48.720001,6154100,48.183365
2016-01-28,46.080002,46.990002,44.82,44.830002,12584500,44.336213
2016-01-29,44.990002,45.959999,44.669998,45.790001,10805000,45.285638
2016-02-01,45.790001,46.32,44.650002,46.049999,5964900,45.542772
2016-02-02,45.110001,45.139999,44.700001,45.029999,5160800,44.806446
2016-02-03,45.200001,45.490002,43.73,45.400002,6169400,45.174612
2016-02-04,45.290001,46.41,45.139999,46.310001,6562900,46.080094
2016-02-05,46.25,46.779999,45.810001,46.25,5395300,46.02039
2016-02-08,45.650002,45.68,44.419998,45.110001,4858000,44.886051
2016-02-09,44.509998,46.200001,44.360001,45.869999,4483700,45.642276
2016-02-10,46.02,46.57,45.48,45.77,4951500,45.542774
2016-02-11,44.139999,44.139999,42.860001,43.25,6550700,43.035284
2016-02-12,43.900002,44.529999,43.48,44.52,4059500,44.29898
2016-02-16,45.18,45.759998,45.0,45.669998,2682400,45.443268
2016-02-17,46.110001,46.849998,46.110001,46.439999,3242600,46.209446
2016-02-18,46.439999,46.860001,45.98,46.389999,2488200,46.159695
2016-02-19,46.279999,46.330002,45.759998,46.150002,1978400,45.920888
2016-02-22,46.490002,47.369999,46.240002,47.34,2804200,47.104979
2016-02-23,47.0,47.290001,46.09,46.459999,2910300,46.229347
2016-02-24,46.09,46.82,45.27,46.709999,2664600,46.478106
2016-02-25,46.75,47.16,46.25,47.16,2133900,46.925873
2016-02-26,47.560001,47.77,47.029999,47.150002,2365200,46.915924
2016-02-29,47.169998,47.380001,46.41,46.419998,2897500,46.189545
2016-03-01,46.689999,47.669998,46.369999,47.57,4074300,47.333837
2016-03-02,47.650002,48.130001,47.369999,48.09,3673500,47.851256
2016-03-03,47.959999,48.849998,47.84,48.759998,3430100,48.517928
2016-03-04,48.790001,49.060001,48.209999,48.529999,2768800,48.28907
2016-03-07,48.299999,48.700001,47.75,48.68,2504100,48.438327
2016-03-08,48.18,48.77,48.060001,48.240002,3333600,48.000513
2016-03-09,48.549999,48.709999,47.779999,48.0,2163800,47.761703
2016-03-10,48.279999,48.529999,47.5,48.310001,2739100,48.070165
2016-03-11,48.799999,49.240002,48.77,49.18,2866700,48.935845
2016-03-14,49.16,49.169998,48.240002,48.650002,2156800,48.408477
2016-03-15,48.16,48.75,47.82,48.709999,3220200,48.468177
2016-03-16,48.459999,49.48,48.290001,48.84,3345200,48.597532
2016-03-17,48.689999,49.869999,48.450001,49.52,2993900,49.274157
2016-03-18,49.720001,50.630001,49.610001,50.59,5316400,50.338845
2016-03-21,50.439999,50.669998,50.049999,50.41,1896200,50.159738
2016-03-22,50.0,50.349998,49.759998,50.169998,2949400,49.920928
2016-03-23,50.16,50.189999,49.709999,49.860001,1838400,49.612469
2016-03-24,49.470001,49.700001,49.080002,49.68,1888700,49.433362
2016-03-28,49.740002,49.84,49.240002,49.279999,2236100,49.035347
2016-03-29,49.18,50.32,48.68,50.279999,3217300,50.030382
2016-03-30,50.490002,50.880001,50.110001,50.259998,2776100,50.010481
2016-03-31,50.23,51.130001,50.119999,50.919998,4003800,50.667204
2016-04-01,50.580002,51.459999,50.369999,51.389999,3246500,51.134872
2016-04-04,51.34,51.380001,50.68,50.759998,2108900,50.507999
2016-04-05,50.369999,51.259998,50.09,51.220001,5133000,50.965718
2016-04-06,50.98,51.279999,50.700001,51.200001,4012300,50.945817
2016-04-07,50.709999,50.860001,49.98,50.259998,3181900,50.010481
2016-04-08,50.48,51.080002,50.349998,50.549999,1879300,50.299042
2016-04-11,50.720001,51.110001,50.419998,50.57,2530400,50.318943
2016-04-12,50.599998,51.580002,50.599998,51.490002,2421100,51.234378
2016-04-13,51.889999,52.66,51.779999,52.610001,2409600,52.348817
2016-04-14,52.459999,52.68,52.09,52.32,2513500,52.060255
2016-04-15,52.560001,52.689999,51.73,51.869999,3408200,51.612489
2016-04-18,51.740002,52.200001,51.66,51.950001,7028900,51.692093
2016-04-19,52.48,52.740002,52.209999,52.549999,6477800,52.289113
2016-04-20,55.77,57.099998,55.049999,56.84,9642900,56.557816
2016-04-21,57.130001,58.099998,56.259998,56.360001,4341200,56.0802
2016-04-22,56.349998,57.080002,55.889999,56.509998,3750500,56.229453
2016-04-25,56.25,56.880001,56.150002,56.880001,3195900,56.597619
2016-04-26,57.0,57.09,56.630001,57.07,2237600,56.786674
2016-04-27,56.98,57.529999,56.77,57.169998,2964000,56.886176
2016-04-28,56.509998,57.25,56.459999,56.68,2258200,56.398611
2016-04-29,56.27,56.610001,55.900002,56.27,2466000,55.990646
2016-05-02,56.509998,56.720001,56.080002,56.400002,4733900,56.120002
2016-05-03,55.830002,55.959999,54.82,55.549999,4807300,55.549999
2016-05-04,55.07,55.450001,54.799999,55.150002,3078500,55.150002
2016-05-05,55.220001,55.619999,54.619999,54.830002,2354500,54.830002
2016-05-06,54.68,55.32,54.509998,55.23,2558100,55.23
2016-05-09,55.16,55.470001,54.880001,55.16,2282000,55.16
2016-05-10,55.549999,56.25,55.459999,55.959999,1985100,55.959999
2016-05-11,55.66,55.98,55.32,55.369999,2127300,55.369999
2016-05-12,55.52,55.84,54.959999,55.299999,2038600,55.299999
2016-05-13,55.259998,55.77,54.380001,54.419998,2476000,54.419998
2016-05-16,54.400002,54.790001,54.139999,54.439999,3509500,54.439999
2016-05-17,54.150002,54.389999,53.549999,53.740002,3756700,53.740002
2016-05-18,53.779999,54.639999,53.66,54.57,3346100,54.57
2016-05-19,54.25,54.880001,53.91,54.439999,2778300,54.439999
2016-05-20,54.68,55.150002,54.529999,54.93,2440100,54.93
2016-05-23,54.919998,55.130001,54.619999,54.700001,1823100,54.700001
2016-05-24,55.060001,55.889999,54.84,55.73,1816600,55.73
2016-05-25,55.959999,56.779999,55.790001,56.580002,2499500,56.580002
2016-05-26,56.52,56.619999,56.169998,56.189999,1489200,56.189999
2016-05-27,56.200001,56.779999,56.200001,56.779999,2167800,56.779999
2016-05-31,57.0,57.099998,56.459999,56.810001,2670200,56.810001
2016-06-01,56.810001,56.959999,55.650002,56.959999,2928900,56.959999
2016-06-02,56.91,57.150002,56.529999,57.150002,1757500,57.150002
2016-06-03,56.630001,56.66,55.400002,56.459999,2983300,56.459999
