Date,Open_DLTR,High_DLTR,Low_DLTR,Close_DLTR,Volume_DLTR,AdjClose_DLTR
2015-08-18,78.620003,79.519997,78.330002,79.370003,1206800,79.370003
2015-08-19,79.230003,81.010002,78.959999,80.919998,3015400,80.919998
2015-08-20,80.040001,81.169998,79.870003,80.379997,2500400,80.379997
2015-08-21,79.790001,80.169998,76.32,76.349998,3970500,76.349998
2015-08-24,71.889999,76.330002,69.629997,73.709999,4262200,73.709999
2015-08-25,75.169998,75.830002,73.120003,73.160004,2551100,73.160004
2015-08-26,74.800003,77.440002,73.800003,77.339996,2937400,77.339996
2015-08-27,75.489998,77.260002,74.769997,76.790001,5421500,76.790001
2015-08-28,76.589996,77.389999,76.209999,76.730003,2466200,76.730003
2015-08-31,76.410004,76.75,75.610001,76.260002,4764200,76.260002
2015-09-01,72.389999,72.75,69.0,69.650002,12305800,69.650002
2015-09-02,70.239998,70.379997,66.029999,67.589996,10340900,67.589996
2015-09-03,67.529999,67.870003,66.290001,67.0,6725300,67.0
2015-09-04,67.699997,69.040001,67.080002,68.089996,6332200,68.089996
2015-09-08,69.32,69.470001,67.730003,68.790001,3779900,68.790001
2015-09-09,68.989998,69.800003,67.699997,67.940002,5054500,67.940002
2015-09-10,66.660004,66.919998,65.709999,66.059998,5870600,66.059998
2015-09-11,65.900002,66.489998,65.589996,66.459999,3683200,66.459999
2015-09-14,66.120003,66.529999,65.220001,65.339996,2800000,65.339996
2015-09-15,65.360001,66.919998,64.949997,66.239998,3262400,66.239998
2015-09-16,66.25,67.919998,66.019997,67.709999,2740800,67.709999
2015-09-17,67.82,68.730003,67.440002,67.830002,2686900,67.830002
2015-09-18,67.139999,67.730003,66.57,66.650002,6395700,66.650002
2015-09-21,65.790001,68.360001,65.790001,67.849998,3892800,67.849998
2015-09-22,67.400002,69.360001,67.010002,69.18,5131100,69.18
2015-09-23,69.110001,70.010002,68.849998,69.889999,4459300,69.889999
2015-09-24,69.489998,69.68,68.389999,69.25,2868500,69.25
2015-09-25,69.75,70.459999,69.599998,70.110001,3275200,70.110001
2015-09-28,69.580002,69.959999,68.389999,68.699997,3646600,68.699997
2015-09-29,68.510002,68.699997,66.050003,66.239998,3661100,66.239998
2015-09-30,67.129997,67.239998,66.050003,66.660004,4204300,66.660004
2015-10-01,66.760002,67.480003,66.150002,67.440002,2400000,67.440002
2015-10-02,66.599998,66.970001,64.730003,66.949997,4716400,66.949997
2015-10-05,67.400002,68.339996,67.300003,68.120003,2667600,68.120003
2015-10-06,67.690002,68.040001,64.540001,65.190002,5092200,65.190002
2015-10-07,65.309998,65.540001,61.82,62.900002,9087100,62.900002
2015-10-08,62.619999,62.84,61.23,62.080002,6900700,62.080002
2015-10-09,61.990002,63.43,61.91,63.360001,3810100,63.360001
2015-10-12,63.279999,63.279999,62.48,63.049999,1993100,63.049999
2015-10-13,63.009998,64.07,62.790001,63.459999,2971900,63.459999
2015-10-14,63.759998,64.190002,60.310001,61.380001,6537900,61.380001
2015-10-15,61.790001,62.900002,61.029999,62.799999,3383100,62.799999
2015-10-16,62.91,63.779999,62.709999,63.459999,2316300,63.459999
2015-10-19,62.700001,64.68,62.549999,63.830002,3106700,63.830002
2015-10-20,63.830002,64.279999,63.400002,64.120003,2017900,64.120003
2015-10-21,64.309998,64.949997,64.099998,64.279999,1858400,64.279999
2015-10-22,64.43,65.07,64.120003,64.800003,2983500,64.800003
2015-10-23,65.440002,65.5,61.75,62.529999,3769000,62.529999
2015-10-26,62.580002,63.84,62.580002,63.68,2575000,63.68
2015-10-27,63.119999,63.509998,62.59,63.02,2718100,63.02
2015-10-28,63.41,64.110001,62.639999,63.959999,1829300,63.959999
2015-10-29,63.720001,64.93,63.5,64.860001,2022200,64.860001
2015-10-30,65.0,65.769997,64.610001,65.489998,2205700,65.489998
2015-11-02,65.650002,66.349998,64.449997,66.220001,2539900,66.220001
2015-11-03,66.589996,69.050003,66.5,67.550003,3736800,67.550003
2015-11-04,67.550003,67.809998,66.949997,67.160004,2031700,67.160004
2015-11-05,67.389999,67.800003,66.68,67.709999,1168300,67.709999
2015-11-06,68.040001,69.230003,67.650002,67.970001,2773200,67.970001
2015-11-09,67.709999,67.730003,66.330002,67.610001,1773700,67.610001
2015-11-10,67.82,68.139999,67.190002,67.849998,3000100,67.849998
2015-11-11,68.089996,68.290001,65.730003,66.5,3357000,66.5
2015-11-12,66.300003,67.07,65.970001,66.57,3050200,66.57
2015-11-13,66.040001,66.379997,61.970001,62.209999,6259200,62.209999
2015-11-16,62.529999,62.900002,61.330002,62.790001,2831000,62.790001
2015-11-17,63.759998,65.5,63.099998,64.230003,3758100,64.230003
2015-11-18,64.25,66.800003,63.91,66.629997,2915800,66.629997
2015-11-19,66.910004,67.599998,66.559998,67.160004,2810700,67.160004
2015-11-20,67.589996,69.220001,67.360001,68.419998,3313700,68.419998
2015-11-23,68.919998,69.82,68.110001,69.550003,6280900,69.550003
2015-11-24,68.889999,75.190002,68.510002,74.160004,9935400,74.160004
2015-11-25,74.5,76.0,74.209999,74.93,3657400,74.93
2015-11-27,75.099998,75.199997,74.290001,75.080002,1466100,75.080002
2015-11-30,75.199997,75.720001,73.860001,75.459999,3986800,75.459999
2015-12-01,76.040001,76.940002,75.43,75.970001,2766400,75.970001
2015-12-02,76.32,76.580002,75.82,76.040001,1903200,76.040001
2015-12-03,76.239998,76.949997,73.709999,74.089996,4583800,74.089996
2015-12-04,75.349998,77.900002,74.370003,77.239998,4468100,77.239998
2015-12-07,77.339996,78.589996,75.830002,78.449997,3951200,78.449997
2015-12-08,77.959999,80.040001,77.730003,79.480003,3583000,79.480003
2015-12-09,79.050003,79.980003,78.199997,78.449997,2442000,78.449997
2015-12-10,77.959999,78.879997,77.32,77.809998,2991000,77.809998
2015-12-11,76.639999,77.459999,75.910004,76.449997,3700600,76.449997
2015-12-14,76.669998,78.089996,76.290001,77.709999,2793900,77.709999
2015-12-15,78.349998,78.349998,76.779999,77.339996,2848400,77.339996
2015-12-16,77.82,79.169998,76.919998,78.860001,2082200,78.860001
2015-12-17,78.980003,79.169998,76.510002,76.580002,2590900,76.580002
2015-12-18,75.919998,76.419998,74.660004,76.089996,3869000,76.089996
2015-12-21,76.099998,77.139999,75.099998,76.900002,2368800,76.900002
2015-12-22,77.330002,78.169998,76.410004,77.860001,2037500,77.860001
2015-12-23,78.459999,78.629997,76.940002,77.040001,2039100,77.040001
2015-12-24,77.080002,77.470001,76.610001,76.68,809000,76.68
2015-12-28,76.580002,77.440002,76.160004,77.239998,1467800,77.239998
2015-12-29,77.529999,78.599998,77.43,78.019997,1322100,78.019997
2015-12-30,78.160004,78.360001,77.440002,77.620003,933200,77.620003
2015-12-31,77.43,78.220001,77.139999,77.220001,1140200,77.220001
2016-01-04,76.839996,78.82,76.089996,78.809998,4551500,78.809998
2016-01-05,79.269997,80.779999,79.239998,79.980003,4335400,79.980003
2016-01-06,78.940002,80.580002,78.220001,80.519997,3570300,80.519997
2016-01-07,79.25,81.440002,78.32,78.449997,4479700,78.449997
2016-01-08,78.739998,79.43,77.599998,77.790001,3359900,77.790001
2016-01-11,78.220001,78.379997,76.290001,77.360001,3242700,77.360001
2016-01-12,77.57,78.790001,77.150002,78.699997,1820300,78.699997
2016-01-13,78.830002,78.830002,75.339996,75.480003,3056800,75.480003
2016-01-14,75.769997,76.5,74.150002,75.699997,3525100,75.699997
2016-01-15,73.559998,75.669998,73.559998,75.300003,3361400,75.300003
2016-01-19,76.459999,77.980003,75.5,76.889999,2514400,76.889999
2016-01-20,76.0,76.730003,73.739998,76.029999,2138800,76.029999
2016-01-21,76.410004,78.75,75.720001,77.029999,2664600,77.029999
2016-01-22,78.5,78.5,76.559998,77.260002,2045000,77.260002
2016-01-25,77.300003,77.68,76.25,76.599998,1671500,76.599998
2016-01-26,76.639999,78.089996,76.129997,77.690002,2193300,77.690002
2016-01-27,78.080002,79.5,77.419998,77.970001,2746900,77.970001
2016-01-28,79.120003,79.349998,77.419998,78.910004,1843600,78.910004
2016-01-29,79.580002,81.970001,79.25,81.32,3354600,81.32
2016-02-01,81.209999,82.220001,79.959999,81.980003,3160900,81.980003
2016-02-02,82.080002,82.5,80.75,81.690002,2301900,81.690002
2016-02-03,82.010002,82.760002,78.860001,79.589996,2618500,79.589996
2016-02-04,79.339996,79.410004,75.870003,76.669998,3741900,76.669998
2016-02-05,76.650002,78.110001,75.139999,76.559998,4409200,76.559998
2016-02-08,78.620003,78.989998,74.279999,75.330002,3191900,75.330002
2016-02-09,75.209999,76.900002,74.699997,75.239998,2592400,75.239998
2016-02-10,75.809998,76.5,74.849998,75.150002,1854200,75.150002
2016-02-11,73.120003,74.919998,72.519997,73.43,3375400,73.43
2016-02-12,73.970001,75.559998,72.800003,75.230003,2232200,75.230003
2016-02-16,79.809998,79.989998,76.25,78.550003,3077900,78.550003
2016-02-17,79.379997,81.459999,78.610001,80.879997,2957900,80.879997
2016-02-18,79.730003,80.519997,77.230003,79.290001,4254700,79.290001
2016-02-19,78.660004,79.489998,77.580002,79.440002,2738800,79.440002
2016-02-22,80.489998,81.720001,80.199997,81.669998,3101700,81.669998
2016-02-23,81.620003,82.68,80.769997,81.690002,3505200,81.690002
2016-02-24,81.440002,81.830002,79.849998,81.650002,3643300,81.650002
2016-02-25,82.0,82.5,80.910004,82.300003,1909400,82.300003
2016-02-26,82.25,82.360001,81.370003,81.629997,1549300,81.629997
2016-02-29,81.419998,81.900002,80.230003,80.25,3847000,80.25
2016-03-01,79.5,82.809998,77.75,82.029999,8248800,82.029999
2016-03-02,81.089996,81.370003,77.900002,78.769997,5890800,78.769997
2016-03-03,78.400002,78.75,76.470001,77.449997,4374800,77.449997
2016-03-04,77.699997,79.160004,76.690002,78.389999,3246000,78.389999
2016-03-07,77.730003,78.269997,76.470001,76.82,2911400,76.82
2016-03-08,76.410004,76.940002,75.239998,75.959999,2619300,75.959999
2016-03-09,76.209999,77.370003,75.970001,76.730003,2033000,76.730003
2016-03-10,78.190002,80.410004,77.5,79.82,3974200,79.82
2016-03-11,80.260002,80.730003,79.309998,80.019997,2622400,80.019997
2016-03-14,79.620003,81.230003,79.160004,80.959999,1940000,80.959999
2016-03-15,80.339996,82.080002,80.230003,81.18,1975200,81.18
2016-03-16,81.050003,81.610001,80.220001,81.43,1939900,81.43
2016-03-17,81.050003,81.410004,80.160004,80.419998,1901300,80.419998
2016-03-18,80.769997,81.160004,79.75,80.019997,2505800,80.019997
2016-03-21,79.949997,80.830002,79.529999,80.459999,1583900,80.459999
2016-03-22,80.239998,80.489998,78.849998,79.010002,1574700,79.010002
2016-03-23,79.099998,79.910004,78.709999,78.959999,1241000,78.959999
2016-03-24,78.849998,79.260002,78.220001,78.519997,1300700,78.519997
2016-03-28,78.519997,81.290001,78.519997,80.839996,2095800,80.839996
2016-03-29,81.120003,81.940002,80.129997,81.349998,1513800,81.349998
2016-03-30,81.419998,83.589996,81.110001,83.199997,2682100,83.199997
2016-03-31,83.25,83.550003,81.839996,82.459999,2179600,82.459999
2016-04-01,82.260002,83.720001,82.0,83.309998,2031600,83.309998
2016-04-04,83.470001,83.68,81.339996,82.540001,2050700,82.540001
2016-04-05,81.730003,81.790001,80.169998,80.400002,2359300,80.400002
2016-04-06,80.370003,81.190002,79.82,80.959999,1800100,80.959999
2016-04-07,80.300003,80.949997,79.580002,80.639999,2705400,80.639999
2016-04-08,80.940002,80.980003,79.419998,79.660004,1483400,79.660004
2016-04-11,79.529999,80.440002,78.870003,78.910004,1142600,78.910004
2016-04-12,78.839996,80.360001,77.639999,80.160004,1563900,80.160004
2016-04-13,80.410004,80.589996,79.57,80.43,1568600,80.43
2016-04-14,80.370003,80.75,79.690002,80.25,1012200,80.25
2016-04-15,80.290001,81.879997,79.900002,81.75,1826800,81.75
2016-04-18,81.669998,82.639999,81.330002,82.559998,1631200,82.559998
2016-04-19,82.550003,83.690002,81.959999,82.720001,1866800,82.720001
2016-04-20,82.690002,82.900002,81.150002,81.82,1591400,81.82
2016-04-21,81.830002,82.559998,81.629997,81.900002,1003800,81.900002
2016-04-22,81.839996,81.949997,79.459999,80.949997,1616300,80.949997
2016-04-25,80.93,81.18,80.379997,80.919998,1343900,80.919998
2016-04-26,81.089996,82.099998,80.809998,82.050003,1606000,82.050003
2016-04-27,81.959999,82.309998,81.239998,82.07,1173700,82.07
2016-04-28,81.629997,81.980003,79.870003,80.07,1439600,80.07
2016-04-29,79.440002,79.93,78.260002,79.709999,2140000,79.709999
2016-05-02,80.059998,81.129997,79.900002,80.879997,1395700,80.879997
2016-05-03,80.459999,81.080002,79.75,80.610001,1117500,80.610001
2016-05-04,80.029999,81.050003,79.639999,80.610001,1055900,80.610001
2016-05-05,80.610001,81.5,80.330002,80.620003,1882800,80.620003
2016-05-06,80.309998,81.230003,79.110001,81.190002,1208200,81.190002
2016-05-09,81.489998,82.440002,81.059998,82.110001,1892300,82.110001
2016-05-10,82.050003,82.239998,81.290001,81.690002,1262600,81.690002
2016-05-11,80.849998,80.949997,78.860001,79.029999,2171900,79.029999
2016-05-12,79.550003,80.870003,79.080002,80.290001,1800300,80.290001
2016-05-13,79.43,80.260002,77.419998,77.629997,3042900,77.629997
2016-05-16,77.779999,80.389999,77.129997,80.029999,2534500,80.029999
2016-05-17,79.080002,79.57,77.080002,77.510002,2613900,77.510002
2016-05-18,76.129997,76.459999,73.019997,75.330002,4548200,75.330002
2016-05-19,76.300003,77.099998,75.650002,76.910004,3336600,76.910004
2016-05-20,76.860001,77.190002,75.559998,76.889999,2992800,76.889999
2016-05-23,77.110001,77.400002,75.489998,75.559998,2352700,75.559998
2016-05-24,75.970001,78.0,75.690002,77.529999,2973400,77.529999
2016-05-25,77.699997,78.980003,77.550003,78.360001,3349900,78.360001
2016-05-26,85.489998,89.160004,84.800003,88.370003,11663500,88.370003
2016-05-27,88.970001,89.589996,87.379997,88.940002,5879900,88.940002
2016-05-31,89.389999,90.860001,88.709999,90.540001,5582000,90.540001
2016-06-01,90.540001,91.0,89.790001,90.809998,2821500,90.809998
2016-06-02,90.959999,91.769997,90.120003,91.050003,2313600,91.050003
2016-06-03,90.910004,91.910004,90.760002,91.080002,1870800,91.080002
