Date,Open_MUR,High_MUR,Low_MUR,Close_MUR,Volume_MUR,AdjClose_MUR
2014-12-02,48.549999,50.130001,48.220001,49.080002,2461600,45.770431
2014-12-03,49.400002,50.25,49.07,49.720001,1755200,46.367274
2014-12-04,48.779999,49.639999,48.439999,49.189999,1734000,45.873011
2014-12-05,49.0,49.709999,48.490002,48.919998,1930200,45.621217
2014-12-08,48.150002,48.330002,45.919998,46.150002,2632500,43.038007
2014-12-09,46.029999,47.52,45.939999,46.849998,2117800,43.690802
2014-12-10,45.970001,45.970001,44.959999,45.43,2079000,42.366557
2014-12-11,45.540001,46.610001,45.41,45.66,2070000,42.581047
2014-12-12,44.689999,45.75,44.189999,44.919998,3030600,41.890945
2014-12-15,45.380001,45.779999,44.310001,44.389999,1806900,41.396686
2014-12-16,43.779999,46.630001,43.57,44.84,3415800,41.816342
2014-12-17,45.18,48.060001,45.169998,47.52,2890200,44.315624
2014-12-18,48.860001,49.349998,46.939999,48.619999,2327900,45.341447
2014-12-19,48.93,50.700001,48.68,50.66,3812900,47.243886
2014-12-22,49.93,50.040001,48.939999,49.93,1627800,46.563112
2014-12-23,50.349998,51.41,50.009998,51.099998,1437900,47.654215
2014-12-24,50.68,50.75,49.549999,50.310001,651300,46.917489
2014-12-26,50.740002,50.970001,50.18,50.330002,675500,46.936141
