Date,Open_APD,High_APD,Low_APD,Close_APD,Volume_APD,AdjClose_APD
2014-11-05,135.0,135.089996,133.570007,133.970001,1479800,129.391436
2014-11-06,134.330002,135.160004,133.440002,135.009995,1181500,130.395886
2014-11-07,135.369995,135.740005,134.399994,134.940002,971600,130.328286
2014-11-10,135.0,135.139999,134.259995,134.899994,678900,130.289645
2014-11-11,134.929993,135.350006,134.490005,134.919998,802500,130.308965
2014-11-12,135.0,135.350006,134.5,134.789993,1410500,130.183404
2014-11-13,134.979996,135.869995,134.630005,135.529999,821000,130.898119
2014-11-14,135.229996,136.199997,134.449997,134.710007,728600,130.106151
2014-11-17,134.850006,135.889999,134.5,135.809998,1411000,131.168548
2014-11-18,136.0,139.240005,135.789993,138.899994,1238700,134.152941
2014-11-19,139.899994,142.490005,139.830002,142.139999,1847900,137.282215
2014-11-20,141.25,142.789993,140.979996,142.679993,1123500,137.803754
2014-11-21,143.910004,145.389999,143.630005,145.149994,1694500,140.18934
2014-11-24,145.149994,145.619995,144.259995,144.75,1054400,139.803017
2014-11-25,144.860001,146.460007,144.860001,145.350006,1748300,140.382517
2014-11-26,144.880005,145.289993,143.869995,145.210007,925100,140.247302
2014-11-28,144.830002,145.0,143.410004,143.830002,551100,138.91446
2014-12-01,143.630005,144.559998,142.970001,144.089996,955700,139.165569
2014-12-02,143.860001,144.449997,143.339996,143.809998,992200,138.89514
2014-12-03,143.649994,145.699997,143.419998,145.380005,942700,140.41149
2014-12-04,144.990005,146.309998,144.229996,145.800003,826000,140.817135
2014-12-05,145.929993,147.529999,145.820007,146.729996,787800,141.715344
2014-12-08,146.600006,146.690002,145.110001,145.589996,944200,140.614305
2014-12-09,144.649994,145.039993,143.380005,144.770004,919400,139.822337
2014-12-10,144.350006,144.820007,141.490005,142.009995,1180700,137.156654
2014-12-11,142.929993,144.529999,142.130005,143.270004,1160400,138.373601
2014-12-12,141.880005,142.630005,137.970001,138.059998,1797100,133.341652
2014-12-15,138.919998,139.119995,135.410004,137.320007,1995300,132.626952
2014-12-16,136.520004,139.869995,136.380005,136.820007,1236800,132.14404
2014-12-17,137.539993,141.350006,137.139999,140.960007,1568800,136.14255
2014-12-18,142.630005,144.690002,142.399994,144.449997,2255800,139.513266
2014-12-19,144.990005,148.740005,144.449997,147.039993,2286100,142.014747
2014-12-22,147.0,147.860001,146.520004,147.830002,992100,142.777756
2014-12-23,148.339996,149.279999,148.139999,148.580002,666300,143.502124
2014-12-24,148.580002,149.080002,148.050003,148.580002,272300,143.502124
2014-12-26,148.720001,149.610001,148.039993,149.119995,323200,144.023662
2014-12-29,148.720001,149.300003,147.759995,148.339996,532600,143.270321
2014-12-30,146.929993,147.929993,146.179993,146.440002,649600,142.173256
2014-12-31,145.679993,146.850006,144.119995,144.229996,1037300,140.027642
2015-01-02,143.389999,145.839996,142.880005,145.429993,1344600,141.192675
2015-01-05,144.360001,144.360001,139.720001,140.779999,1762600,136.678165
