Date,Open_WMT,High_WMT,Low_WMT,Close_WMT,Volume_WMT,AdjClose_WMT
2016-05-10,68.919998,69.129997,68.449997,68.790001,6402900,68.290002
2016-05-11,67.470001,67.5,65.610001,66.410004,14597500,66.410004
2016-05-12,66.550003,67.050003,66.379997,66.849998,9533500,66.849998
2016-05-13,66.480003,66.550003,64.650002,64.940002,13744700,64.940002
2016-05-16,64.860001,66.349998,64.68,66.019997,10181800,66.019997
2016-05-17,66.059998,66.269997,64.879997,65.099998,9252700,65.099998
2016-05-18,63.02,63.779999,62.720001,63.150002,22255900,63.150002
2016-05-19,68.099998,69.330002,67.5,69.199997,35076700,69.199997
2016-05-20,69.330002,70.139999,68.849998,69.860001,16663000,69.860001
2016-05-23,69.599998,70.059998,69.440002,69.5,10072900,69.5
2016-05-24,69.650002,70.419998,69.550003,70.239998,8770900,70.239998
2016-05-25,70.25,71.0,70.239998,70.480003,7263900,70.480003
2016-05-26,70.690002,71.379997,70.599998,70.849998,8651000,70.849998
2016-05-27,70.860001,70.889999,70.489998,70.75,5762800,70.75
2016-05-31,70.580002,71.0,70.480003,70.779999,7957700,70.779999
2016-06-01,70.5,70.910004,70.410004,70.5,7220900,70.5
2016-06-02,70.5,71.0,70.150002,70.949997,6486100,70.949997
2016-06-03,70.57,71.050003,70.519997,70.870003,6363600,70.870003
