Date,Open_R,High_R,Low_R,Close_R,Volume_R,AdjClose_R
2015-10-13,71.309998,71.650002,68.239998,68.629997,5169800,67.301848
2015-10-14,68.82,71.309998,68.620003,71.120003,2523200,69.743666
2015-10-15,71.43,73.360001,70.629997,73.290001,1314600,71.87167
2015-10-16,73.389999,74.190002,71.110001,71.949997,1436000,70.557598
2015-10-19,71.580002,72.25,71.470001,72.120003,830900,70.724314
2015-10-20,71.68,72.849998,71.529999,72.269997,983500,70.871405
2015-10-21,72.769997,72.989998,71.82,72.0,917700,70.606633
2015-10-22,71.550003,73.339996,70.68,71.370003,1241600,69.988828
2015-10-23,71.769997,72.43,68.82,70.330002,1593300,68.968953
2015-10-26,70.239998,71.150002,70.160004,70.650002,753200,69.28276
2015-10-27,69.889999,69.980003,67.75,68.239998,951800,66.919396
2015-10-28,68.629997,69.470001,68.07,69.419998,1023900,68.07656
2015-10-29,69.419998,71.720001,69.400002,71.629997,1049000,70.243791
2015-10-30,71.510002,72.32,71.0,71.779999,511600,70.390889
2015-11-02,71.769997,73.419998,71.709999,72.980003,670600,71.567671
2015-11-03,72.660004,73.169998,71.410004,72.389999,682800,70.989085
2015-11-04,72.389999,72.389999,71.239998,71.529999,688300,70.145728
2015-11-05,71.790001,72.160004,71.209999,71.889999,346200,70.498761
2015-11-06,71.800003,72.07,71.209999,71.879997,450300,70.488953
2015-11-09,71.68,71.940002,69.629997,70.75,732000,69.380824
2015-11-10,70.629997,70.989998,68.260002,68.959999,1057900,67.625463
2015-11-11,69.07,69.620003,68.779999,69.110001,547000,67.772562
2015-11-12,68.57,68.959999,66.589996,66.68,961600,65.389588
2015-11-13,66.559998,67.330002,65.550003,65.690002,743100,64.418749
2015-11-16,65.260002,66.080002,64.849998,66.029999,655000,64.752165
2015-11-17,66.360001,66.970001,65.370003,66.010002,795200,64.732556
2015-11-18,66.5,67.010002,65.300003,66.550003,710200,65.262106
2015-11-19,66.160004,67.93,65.980003,67.620003,705400,66.722462
2015-11-20,67.889999,67.989998,66.839996,66.949997,525700,66.06135
2015-11-23,66.980003,67.339996,65.459999,65.620003,725100,64.749009
2015-11-24,65.110001,66.309998,64.709999,66.160004,556000,65.281842
2015-11-25,66.230003,66.529999,65.720001,66.190002,508900,65.311443
2015-11-27,66.389999,66.93,66.139999,66.559998,172000,65.676527
2015-11-30,66.599998,67.080002,65.889999,65.959999,676800,65.084492
2015-12-01,66.120003,67.0,65.540001,66.900002,564500,66.012018
2015-12-02,66.580002,66.580002,63.869999,64.5,952200,63.643872
2015-12-03,64.459999,64.610001,61.720001,62.279999,1137300,61.453338
2015-12-04,61.810001,62.470001,60.060001,60.650002,1737200,59.844976
2015-12-07,60.490002,60.619999,58.799999,59.279999,1119900,58.493158
2015-12-08,58.810001,58.990002,57.709999,58.02,1287000,57.249884
2015-12-09,57.560001,58.82,57.259998,57.73,1186700,56.963732
2015-12-10,58.07,58.75,57.849998,57.98,929200,57.210414
2015-12-11,57.220001,57.630001,56.02,56.220001,1741300,55.473776
2015-12-14,56.349998,56.610001,54.650002,55.119999,1113000,54.388375
2015-12-15,55.529999,57.060001,55.419998,56.490002,999000,55.740193
2015-12-16,56.75,59.400002,56.75,59.259998,1455400,58.473423
2015-12-17,59.700001,59.91,56.639999,56.669998,1009100,55.9178
2015-12-18,55.98,56.029999,53.540001,54.080002,2016200,53.362182
2015-12-21,54.5,55.279999,53.810001,54.029999,865100,53.312842
2015-12-22,54.360001,56.099998,54.360001,55.889999,830600,55.148155
2015-12-23,55.970001,58.220001,55.759998,57.810001,755100,57.042672
2015-12-24,57.66,58.130001,57.619999,57.669998,275500,56.904527
2015-12-28,57.25,57.540001,55.990002,56.43,496600,55.680988
2015-12-29,56.93,57.32,56.5,57.220001,483700,56.460503
2015-12-30,57.049999,57.389999,56.349998,56.560001,360000,55.809264
2015-12-31,56.150002,57.5,56.119999,56.830002,511000,56.07568
2016-01-04,55.950001,57.200001,55.25,56.900002,1119900,56.144751
2016-01-05,57.040001,57.380001,55.880001,56.610001,650000,55.858599
2016-01-06,55.700001,55.759998,53.619999,54.080002,648000,53.362182
2016-01-07,51.330002,52.549999,51.139999,52.040001,1673000,51.349258
2016-01-08,52.23,52.34,50.470001,50.560001,1203900,49.888903
2016-01-11,50.919998,51.080002,49.529999,50.459999,1278800,49.790228
2016-01-12,51.009998,51.549999,49.740002,51.080002,994600,50.402002
2016-01-13,51.330002,51.889999,49.639999,49.970001,1248400,49.306734
2016-01-14,50.169998,51.110001,48.889999,50.369999,842700,49.701423
2016-01-15,48.630001,49.450001,47.700001,49.25,748700,48.59629
2016-01-19,49.91,50.16,47.259998,47.790001,1040500,47.15567
2016-01-20,46.959999,49.139999,45.119999,48.32,1685200,47.678634
2016-01-21,48.310001,50.799999,47.75,49.52,969300,48.862707
2016-01-22,50.43,51.959999,49.900002,50.639999,996100,49.96784
2016-01-25,50.369999,50.630001,48.779999,48.919998,561900,48.270668
2016-01-26,49.360001,52.639999,49.080002,52.549999,897200,51.852487
2016-01-27,52.34,53.740002,51.459999,51.740002,1092900,51.053241
2016-01-28,52.139999,52.32,50.099998,50.900002,1157800,50.224391
2016-01-29,51.16,53.25,51.040001,53.169998,829700,52.464257
2016-02-01,52.5,55.470001,52.5,54.700001,2520400,53.973951
2016-02-02,53.889999,55.189999,51.099998,51.52,3189300,50.83616
2016-02-03,51.650002,52.220001,49.419998,51.950001,1585500,51.260453
2016-02-04,52.049999,56.880001,52.049999,56.709999,1766200,55.95727
2016-02-05,56.700001,57.299999,55.669998,57.119999,1242600,56.361828
2016-02-08,56.459999,56.459999,54.959999,55.970001,892200,55.227095
2016-02-09,55.0,56.360001,54.599998,55.650002,1108300,54.911342
2016-02-10,56.0,56.73,54.880001,55.32,770400,54.585721
2016-02-11,54.16,54.5,51.110001,52.470001,1551100,51.773551
2016-02-12,52.98,54.610001,51.639999,54.139999,956200,53.421383
2016-02-16,54.619999,56.869999,53.349998,56.290001,1067800,55.542847
2016-02-17,57.09,58.790001,56.52,58.130001,1091900,57.358424
2016-02-18,57.900002,58.049999,56.75,57.959999,809400,57.596919
2016-02-19,57.529999,57.599998,55.639999,56.150002,767600,55.798259
2016-02-22,56.880001,58.57,56.880001,58.52,714200,58.153412
2016-02-23,57.869999,58.049999,56.16,56.630001,722600,56.275252
2016-02-24,55.599998,56.509998,54.27,56.389999,752800,56.036754
2016-02-25,56.59,57.290001,54.82,56.23,794100,55.877756
2016-02-26,56.639999,58.349998,56.32,57.68,667500,57.318674
2016-02-29,57.75,57.93,56.709999,56.720001,563500,56.364688
2016-03-01,57.240002,58.849998,56.799999,58.490002,680500,58.123601
2016-03-02,58.310001,59.540001,58.040001,58.52,1026600,58.153412
2016-03-03,58.16,60.279999,58.16,60.150002,884600,59.773202
2016-03-04,60.400002,62.139999,59.52,61.540001,1148000,61.154494
2016-03-07,61.310001,63.07,61.139999,62.82,1203700,62.426475
2016-03-08,62.200001,62.869999,59.68,59.77,850200,59.395582
2016-03-09,60.150002,60.990002,59.48,60.849998,684900,60.468814
2016-03-10,61.32,61.529999,58.84,59.77,772800,59.395582
2016-03-11,60.619999,62.049999,60.439999,61.400002,698200,61.015372
2016-03-14,60.799999,61.709999,60.240002,61.299999,434800,60.915996
2016-03-15,60.73,61.450001,59.560001,60.040001,713000,59.663891
2016-03-16,59.84,61.860001,59.59,61.689999,712200,61.303552
2016-03-17,61.599998,64.5,61.279999,64.150002,926200,63.748145
2016-03-18,64.510002,66.269997,64.150002,65.059998,1661700,64.65244
2016-03-21,65.050003,66.360001,64.730003,66.339996,897900,65.924421
2016-03-22,65.57,66.18,64.589996,65.5,550500,65.089686
2016-03-23,65.110001,65.459999,64.040001,64.68,508100,64.274824
2016-03-24,63.810001,64.790001,62.970001,64.739998,468300,64.334445
2016-03-28,64.779999,65.010002,62.849998,64.0,521000,63.599083
2016-03-29,63.5,64.849998,62.619999,64.809998,974800,64.404006
2016-03-30,65.379997,66.150002,63.900002,64.449997,786200,64.046261
2016-03-31,64.57,65.220001,64.07,64.779999,606600,64.374196
2016-04-01,64.040001,64.300003,62.52,64.199997,565900,63.797827
2016-04-04,64.099998,65.209999,63.529999,63.619999,703800,63.221462
2016-04-05,62.720001,62.889999,62.25,62.490002,1065800,62.098544
2016-04-06,62.360001,62.669998,60.110001,61.77,1026700,61.383053
2016-04-07,61.360001,61.66,60.240002,60.48,1111200,60.101133
2016-04-08,61.200001,63.32,61.200001,61.950001,663800,61.561926
2016-04-11,61.830002,63.540001,61.740002,62.189999,618500,61.80042
2016-04-12,62.330002,62.970001,61.650002,62.59,522600,62.197916
2016-04-13,63.169998,65.779999,63.080002,65.510002,694000,65.099626
2016-04-14,65.68,66.459999,65.199997,65.959999,633900,65.546804
2016-04-15,65.900002,66.690002,65.720001,66.220001,471700,65.805177
2016-04-18,65.879997,67.059998,65.349998,66.639999,457300,66.222545
2016-04-19,67.199997,68.519997,67.019997,67.580002,530300,67.156658
2016-04-20,67.459999,68.370003,67.410004,68.07,689800,67.643587
2016-04-21,67.309998,68.010002,65.68,65.93,852600,65.516993
2016-04-22,66.279999,67.43,66.129997,67.18,630000,66.759163
2016-04-25,66.919998,67.059998,64.860001,65.25,802200,64.841253
2016-04-26,67.489998,69.900002,65.5,69.449997,1473800,69.014939
2016-04-27,69.919998,71.900002,69.650002,71.419998,1655200,70.9726
2016-04-28,70.629997,71.690002,70.25,70.669998,1103400,70.227298
2016-04-29,70.07,71.010002,67.82,68.919998,937900,68.488261
2016-05-02,69.400002,69.559998,68.160004,68.730003,781600,68.299456
2016-05-03,67.699997,67.940002,66.330002,67.849998,718500,67.424964
2016-05-04,67.550003,68.389999,66.989998,67.599998,1278400,67.17653
2016-05-05,67.959999,68.529999,67.300003,67.599998,954700,67.17653
2016-05-06,67.25,68.949997,67.25,68.800003,543900,68.369017
2016-05-09,68.419998,69.160004,67.940002,68.650002,553000,68.219955
2016-05-10,68.980003,70.82,68.769997,70.550003,490200,70.108055
2016-05-11,70.400002,70.889999,69.690002,70.110001,725600,69.670809
2016-05-12,70.419998,71.169998,68.290001,68.440002,880000,68.011272
2016-05-13,67.949997,68.660004,65.150002,65.540001,1295000,65.129437
2016-05-16,65.480003,66.559998,64.089996,65.230003,836400,64.821381
2016-05-17,65.18,67.629997,65.010002,65.889999,703300,65.477243
2016-05-18,65.720001,66.410004,64.82,65.449997,1008700,65.039997
2016-05-19,64.470001,66.900002,64.25,66.690002,1055100,66.690002
2016-05-20,67.029999,68.720001,67.029999,68.019997,759100,68.019997
2016-05-23,67.870003,68.029999,66.900002,67.279999,570600,67.279999
2016-05-24,67.720001,68.639999,67.07,67.93,536800,67.93
2016-05-25,68.129997,69.379997,68.089996,69.230003,628500,69.230003
2016-05-26,69.489998,70.18,69.139999,69.199997,642100,69.199997
2016-05-27,69.279999,69.730003,68.949997,69.519997,355100,69.519997
2016-05-31,69.489998,70.360001,69.089996,69.620003,408400,69.620003
2016-06-01,69.110001,69.419998,67.660004,69.260002,443700,69.260002
2016-06-02,68.849998,69.360001,68.129997,68.989998,483900,68.989998
2016-06-03,68.980003,68.980003,67.349998,68.0,1213300,68.0
