Date,Open_ETR,High_ETR,Low_ETR,Close_ETR,Volume_ETR,AdjClose_ETR
2015-12-10,67.970001,68.040001,65.660004,65.709999,1787300,64.207235
2015-12-11,65.300003,66.360001,65.080002,65.660004,1891800,64.158383
2015-12-14,65.639999,65.82,64.199997,65.440002,1943300,63.943413
2015-12-15,65.480003,65.800003,65.059998,65.220001,1814400,63.728443
2015-12-16,65.599998,67.239998,65.370003,67.129997,2028200,65.594758
2015-12-17,67.099998,67.669998,66.379997,67.230003,1315700,65.692477
2015-12-18,66.910004,67.339996,66.07,66.260002,4695500,64.744659
2015-12-21,66.639999,66.650002,65.769997,66.18,1521500,64.666487
2015-12-22,66.379997,67.82,65.739998,67.68,971100,66.132183
2015-12-23,67.919998,68.970001,67.900002,68.790001,792400,67.216798
2015-12-24,68.580002,68.940002,68.309998,68.690002,396300,67.119086
2015-12-28,68.389999,69.089996,68.199997,68.860001,674000,67.285197
2015-12-29,69.129997,69.410004,68.889999,69.199997,751900,67.617417
2015-12-30,69.279999,69.489998,68.980003,69.25,702100,67.666277
2015-12-31,69.110001,69.110001,67.650002,68.360001,878100,66.796632
2016-01-04,67.910004,68.599998,66.769997,68.580002,1351100,67.011601
2016-01-05,68.470001,69.160004,67.029999,68.949997,1440600,67.373135
2016-01-06,68.550003,68.720001,67.82,68.510002,1265700,66.943203
2016-01-07,67.910004,68.610001,67.279999,67.540001,1443600,65.995385
2016-01-08,67.580002,68.290001,67.370003,67.519997,1351100,65.975838
2016-01-11,67.739998,68.190002,67.07,67.550003,1039400,66.005158
2016-01-12,68.269997,68.519997,67.050003,68.400002,1890800,66.835718
2016-01-13,68.620003,69.080002,67.699997,68.199997,1666300,66.640287
2016-01-14,68.279999,69.589996,67.760002,69.099998,1157800,67.519706
2016-01-15,68.589996,68.589996,67.419998,68.089996,1576900,66.532802
2016-01-19,68.830002,69.239998,68.160004,68.870003,1556600,67.29497
2016-01-20,68.419998,68.910004,65.379997,66.559998,1515100,65.037794
2016-01-21,66.580002,67.080002,65.639999,66.68,1114600,65.155052
2016-01-22,67.260002,68.849998,66.839996,68.730003,1322400,67.158172
2016-01-25,68.650002,68.730003,67.230003,67.580002,985200,66.034471
2016-01-26,67.93,69.540001,67.889999,68.699997,834500,67.128852
2016-01-27,68.589996,70.019997,68.389999,69.550003,1179900,67.959419
2016-01-28,69.489998,70.910004,69.120003,70.559998,907900,68.946315
2016-01-29,71.279999,71.57,70.389999,70.580002,1958100,68.965862
2016-02-01,70.620003,71.82,70.339996,71.599998,1208400,69.962532
2016-02-02,71.099998,71.940002,70.720001,71.739998,1256600,70.099329
2016-02-03,71.93,73.959999,71.82,73.349998,1575900,71.67251
2016-02-04,73.120003,74.480003,72.190002,72.300003,1363100,70.646528
2016-02-05,72.050003,72.660004,71.150002,72.220001,1656100,70.568355
2016-02-08,72.370003,73.019997,70.410004,71.449997,1748300,69.815961
2016-02-09,69.970001,71.300003,69.650002,70.739998,1755700,69.954409
2016-02-10,70.57,71.849998,69.339996,71.440002,1456200,70.64664
2016-02-11,71.0,71.510002,70.209999,70.540001,1509400,69.756633
2016-02-12,70.32,70.580002,69.339996,70.440002,1279000,69.657745
2016-02-16,70.699997,71.099998,69.830002,70.769997,1762600,69.984075
2016-02-17,70.779999,71.190002,69.940002,71.010002,1583100,70.221415
2016-02-18,71.550003,73.93,70.800003,73.440002,2388100,72.624429
2016-02-19,73.790001,73.919998,72.0,72.980003,2232600,72.169539
2016-02-22,73.449997,74.239998,73.019997,74.010002,1009200,73.188099
2016-02-23,73.879997,74.230003,72.980003,73.489998,1321500,72.673869
2016-02-24,73.419998,74.0,72.769997,73.449997,1012100,72.634313
2016-02-25,73.639999,74.330002,73.129997,74.25,933300,73.425432
2016-02-26,73.830002,74.580002,71.650002,71.739998,1271500,70.943304
2016-02-29,71.830002,73.110001,71.529999,72.209999,1273500,71.408085
2016-03-01,72.699997,72.989998,71.949997,72.199997,1125900,71.398194
2016-03-02,71.860001,73.25,70.610001,73.220001,1169800,72.406871
2016-03-03,73.199997,73.309998,71.779999,73.139999,1153300,72.327758
2016-03-04,72.790001,74.269997,72.220001,74.190002,1015300,73.3661
2016-03-07,74.0,74.589996,73.580002,73.940002,1185800,73.118877
2016-03-08,74.040001,74.669998,73.339996,74.57,1250100,73.741878
2016-03-09,74.610001,75.910004,74.580002,75.25,1501300,74.414326
2016-03-10,75.309998,76.139999,75.160004,75.980003,1575000,75.136223
2016-03-11,76.220001,76.720001,75.739998,75.919998,1284800,75.076884
2016-03-14,76.019997,76.910004,75.5,76.540001,1139600,75.690001
2016-03-15,76.190002,77.32,76.160004,76.620003,865700,75.769115
2016-03-16,76.510002,78.230003,75.809998,78.019997,1263900,77.153561
2016-03-17,78.150002,79.160004,77.739998,78.940002,1109500,78.06335
2016-03-18,78.919998,79.25,77.900002,77.93,2410100,77.064564
2016-03-21,77.540001,78.690002,77.470001,78.400002,1288700,77.529346
2016-03-22,78.360001,78.839996,77.610001,77.699997,1168700,76.837115
2016-03-23,77.779999,78.639999,77.43,78.139999,884800,77.272231
2016-03-24,77.839996,78.989998,77.589996,78.839996,846400,77.964455
2016-03-28,78.959999,79.330002,78.040001,78.169998,837400,77.301897
2016-03-29,78.349998,79.639999,77.940002,79.610001,899100,78.725908
2016-03-30,79.470001,79.690002,78.800003,79.230003,788900,78.35013
2016-03-31,79.230003,79.720001,78.889999,79.279999,1648300,78.399571
2016-04-01,79.339996,80.059998,78.940002,79.970001,2389300,79.08191
2016-04-04,79.949997,80.0,78.709999,78.940002,1417100,78.06335
2016-04-05,78.739998,78.889999,76.970001,77.089996,2338800,76.233889
2016-04-06,77.089996,77.400002,76.57,77.209999,1477700,76.352559
2016-04-07,76.949997,77.739998,76.839996,77.190002,1373400,76.332784
2016-04-08,77.5,78.110001,76.809998,76.959999,2005100,76.105335
2016-04-11,77.169998,77.800003,76.669998,76.82,1239000,75.966891
2016-04-12,76.25,76.900002,76.110001,76.559998,3132700,75.709776
2016-04-13,76.910004,76.910004,76.010002,76.550003,1286800,75.699892
2016-04-14,76.339996,76.800003,75.650002,75.839996,1419500,74.997771
2016-04-15,75.800003,76.480003,75.580002,76.120003,1439300,75.274667
2016-04-18,75.800003,76.370003,75.699997,76.25,1602500,75.403221
2016-04-19,76.449997,76.720001,76.160004,76.43,1847200,75.581222
2016-04-20,76.400002,76.57,74.440002,74.629997,1640200,73.801209
2016-04-21,74.440002,74.440002,73.25,73.510002,2245700,72.693652
2016-04-22,73.830002,74.610001,73.730003,74.349998,1463600,73.52432
2016-04-25,74.330002,74.599998,73.68,74.290001,1403900,73.464988
2016-04-26,74.75,75.5,73.839996,74.610001,2382800,73.781434
2016-04-27,74.480003,74.970001,73.559998,74.709999,2131700,73.880322
2016-04-28,73.949997,74.620003,73.519997,74.43,1524500,73.603433
2016-04-29,74.019997,75.18,73.620003,75.18,1660100,74.345104
2016-05-02,75.32,76.0,75.269997,75.559998,1455800,74.720881
2016-05-03,75.410004,76.610001,75.290001,76.519997,2208400,75.670219
2016-05-04,76.470001,77.900002,76.269997,76.989998,1828600,76.135001
2016-05-05,76.93,77.760002,76.559998,76.849998,1600000,75.996556
2016-05-06,76.699997,76.699997,75.650002,76.160004,1054500,75.314224
2016-05-09,76.230003,76.639999,75.889999,76.540001,1438900,75.690001
2016-05-10,75.669998,76.32,75.360001,76.0,1537500,76.0
2016-05-11,76.110001,76.720001,75.43,76.589996,1735400,76.589996
2016-05-12,76.690002,77.260002,76.330002,77.07,1284900,77.07
2016-05-13,76.870003,77.089996,76.269997,76.599998,1301300,76.599998
2016-05-16,76.459999,76.68,75.699997,76.419998,1176800,76.419998
2016-05-17,76.089996,76.580002,75.459999,75.82,1637500,75.82
2016-05-18,75.309998,75.349998,73.110001,73.370003,2154400,73.370003
2016-05-19,73.07,74.389999,72.669998,74.32,1278800,74.32
2016-05-20,74.57,74.639999,73.860001,74.300003,2913800,74.300003
2016-05-23,74.419998,74.629997,73.639999,73.690002,835700,73.690002
2016-05-24,73.839996,74.150002,73.550003,74.080002,1275200,74.080002
2016-05-25,74.050003,74.68,73.529999,74.440002,926500,74.440002
2016-05-26,74.379997,75.650002,74.379997,75.580002,813200,75.580002
2016-05-27,75.470001,75.730003,75.199997,75.650002,696800,75.650002
2016-05-31,75.449997,75.989998,75.230003,75.919998,1183500,75.919998
2016-06-01,75.870003,76.629997,75.559998,76.629997,1512600,76.629997
2016-06-02,76.269997,76.910004,75.839996,76.889999,1315600,76.889999
2016-06-03,77.629997,78.75,77.559998,78.239998,1549000,78.239998
