Date,Open_MRK,High_MRK,Low_MRK,Close_MRK,Volume_MRK,AdjClose_MRK
2016-04-27,56.060001,56.619999,56.060001,56.310001,6840400,56.310001
2016-04-28,55.889999,56.23,55.549999,55.740002,9005400,55.740002
2016-04-29,55.639999,55.639999,54.560001,54.84,13155300,54.84
2016-05-02,54.849998,55.360001,54.700001,55.299999,9529200,55.299999
2016-05-03,55.139999,55.450001,54.849998,55.080002,7571700,55.080002
2016-05-04,54.709999,55.040001,54.470001,54.810001,7650000,54.810001
2016-05-05,54.279999,54.400002,53.34,54.09,11144700,54.09
2016-05-06,53.82,53.970001,53.060001,53.599998,10510100,53.599998
2016-05-09,53.57,54.330002,53.509998,54.099998,7895700,54.099998
2016-05-10,54.470001,54.73,54.389999,54.68,6482400,54.68
2016-05-11,54.700001,54.790001,54.259998,54.310001,6443400,54.310001
2016-05-12,54.59,54.619999,53.93,54.119999,8203200,54.119999
2016-05-13,54.099998,54.509998,53.830002,53.880001,6984900,53.880001
2016-05-16,53.77,54.77,53.59,54.650002,6599200,54.650002
2016-05-17,54.41,54.57,53.98,54.32,11745800,54.32
2016-05-18,54.389999,54.950001,54.169998,54.669998,7368500,54.669998
2016-05-19,54.16,54.98,54.080002,54.580002,8722300,54.580002
2016-05-20,54.830002,55.540001,54.630001,55.110001,8631700,55.110001
2016-05-23,55.0,55.23,54.779999,54.919998,5552400,54.919998
2016-05-24,55.23,55.889999,55.18,55.599998,6311200,55.599998
2016-05-25,55.810001,56.669998,55.77,56.57,9592200,56.57
2016-05-26,56.470001,56.720001,56.34,56.389999,5606100,56.389999
2016-05-27,56.5,56.84,56.23,56.48,7369500,56.48
2016-05-31,56.490002,56.720001,56.080002,56.259998,8811100,56.259998
2016-06-01,56.200001,56.52,55.950001,56.330002,6646900,56.330002
2016-06-02,56.439999,56.860001,56.360001,56.82,7188400,56.82
2016-06-03,56.84,56.959999,56.279999,56.639999,5428100,56.639999
