Date,Open_ACN,High_ACN,Low_ACN,Close_ACN,Volume_ACN,AdjClose_ACN
2014-02-19,82.419998,83.739998,82.239998,83.260002,3801400,78.692552
2014-02-20,83.160004,83.589996,82.940002,83.379997,2465300,78.805965
2014-02-21,83.599998,84.190002,83.529999,83.800003,2366600,79.20293
2014-02-24,83.709999,84.75,83.610001,83.949997,1843100,79.344696
2014-02-25,84.0,84.0,82.970001,83.410004,2189700,78.834325
2014-02-26,83.760002,83.800003,83.110001,83.400002,1987600,78.824872
2014-02-27,82.400002,83.690002,81.940002,83.360001,2108000,78.787065
2014-02-28,83.309998,83.809998,82.730003,83.349998,2420000,78.777612
2014-03-03,82.559998,82.75,81.779999,82.5,1970600,77.974242
2014-03-04,83.419998,84.629997,83.360001,83.980003,2217800,79.373056
2014-03-05,83.940002,84.209999,83.480003,84.110001,1793900,79.495922
2014-03-06,84.239998,84.360001,83.589996,83.800003,1976200,79.20293
2014-03-07,84.32,84.690002,83.599998,83.93,1951800,79.325796
2014-03-10,83.82,84.269997,83.440002,84.040001,1520800,79.429762
2014-03-11,84.32,84.599998,83.379997,83.550003,1687300,78.966644
2014-03-12,83.160004,83.309998,82.589996,82.75,2643300,78.210528
2014-03-13,83.010002,83.019997,81.870003,82.089996,2702000,77.58673
2014-03-14,81.980003,82.470001,81.32,81.379997,2048800,76.91568
2014-03-17,81.970001,83.43,81.730003,83.389999,2286600,78.815418
2014-03-18,83.690002,84.120003,83.330002,83.790001,2181100,79.193477
2014-03-19,83.57,83.82,81.900002,82.629997,1984500,78.097108
2014-03-20,82.5,83.099998,81.809998,83.059998,1657300,78.50352
2014-03-21,83.440002,83.690002,82.629997,82.830002,4799100,78.286141
2014-03-24,83.32,83.82,81.610001,82.0,2998500,77.501671
2014-03-25,82.610001,83.75,82.589996,83.519997,2875900,78.938284
2014-03-26,84.0,84.120003,82.970001,82.970001,3972700,78.41846
2014-03-27,80.110001,80.290001,76.25,78.800003,14814900,74.477218
2014-03-28,79.550003,79.959999,78.470001,78.809998,7108500,74.486665
2014-03-31,79.18,79.860001,78.25,79.720001,4318100,75.346748
2014-04-01,79.599998,79.669998,78.970001,79.540001,3877400,75.176622
2014-04-02,79.290001,80.150002,79.059998,79.989998,3091800,75.601933
2014-04-03,79.790001,80.0,78.050003,79.349998,3588500,74.997042
2014-04-04,79.589996,79.690002,78.059998,78.139999,4121300,73.853421
2014-04-07,77.599998,78.989998,77.489998,78.879997,4568100,74.552824
2014-04-08,78.470001,79.050003,78.18,78.290001,3772600,73.995194
2014-04-09,77.660004,78.550003,77.279999,78.480003,3470700,75.066483
2014-04-10,78.57,78.730003,76.769997,76.830002,3518400,73.488249
2014-04-11,76.459999,77.629997,76.360001,77.089996,4761900,73.736935
2014-04-14,77.470001,78.639999,76.879997,77.82,3672900,74.435186
2014-04-15,78.07,78.949997,77.419998,78.919998,3333400,75.48734
2014-04-16,79.540001,79.989998,78.970001,79.110001,3771500,75.669078
2014-04-17,78.730003,79.5,78.0,78.900002,4428100,75.468213
2014-04-21,78.879997,79.720001,78.730003,79.709999,2423900,76.242979
2014-04-22,79.580002,80.0,78.910004,79.639999,2187800,76.176024
2014-04-23,79.330002,79.730003,79.099998,79.110001,2014000,75.669078
2014-04-24,79.449997,79.459999,77.959999,78.360001,3378900,74.9517
2014-04-25,79.089996,79.220001,78.269997,78.43,2666600,75.018655
2014-04-28,78.550003,79.330002,77.93,79.07,3553000,75.630817
2014-04-29,79.029999,79.769997,78.839996,79.68,2315900,76.214285
2014-04-30,77.650002,80.389999,77.349998,80.220001,3446600,76.730799
2014-05-01,80.18,80.699997,79.650002,79.839996,2387100,76.367322
2014-05-02,79.860001,80.199997,79.330002,79.360001,1797700,75.908204
2014-05-05,78.739998,79.18,78.379997,79.0,1913100,75.563862
2014-05-06,79.0,79.0,78.580002,78.730003,2188900,75.305609
2014-05-07,78.739998,78.870003,77.709999,78.209999,3421800,74.808223
2014-05-08,78.169998,79.050003,78.010002,78.830002,2607600,75.401258
2014-05-09,78.809998,78.830002,78.080002,78.739998,1801200,75.315169
2014-05-12,78.709999,79.5,78.709999,79.190002,2835500,75.7456
2014-05-13,79.239998,79.970001,79.199997,79.68,1380800,76.214285
2014-05-14,78.900002,79.610001,78.589996,78.849998,1705800,75.420385
2014-05-15,78.830002,79.900002,78.279999,78.419998,2790200,75.009088
2014-05-16,78.699997,79.75,78.550003,79.529999,2575100,76.070808
2014-05-19,79.18,79.580002,78.93,79.559998,1727600,76.099502
2014-05-20,79.349998,79.559998,78.190002,78.400002,1797200,74.989961
2014-05-21,78.169998,79.480003,78.169998,79.370003,1578200,75.917771
2014-05-22,79.410004,79.540001,78.879997,79.449997,1309200,75.994286
2014-05-23,79.68,79.959999,79.480003,79.790001,1199800,76.319502
2014-05-27,79.809998,80.220001,79.690002,80.099998,1830600,76.616016
2014-05-28,80.059998,80.150002,79.459999,79.580002,1943100,76.118636
2014-05-29,79.93,80.459999,79.449997,80.419998,1320800,76.922097
2014-05-30,80.459999,81.489998,80.269997,81.449997,2477600,77.907295
2014-06-02,81.099998,81.739998,81.089996,81.269997,1578100,77.735124
2014-06-03,81.209999,82.0,81.099998,81.870003,2280400,78.309033
2014-06-04,81.870003,83.730003,81.489998,83.449997,4563600,79.820305
2014-06-05,83.529999,83.650002,82.919998,83.580002,2313400,79.944655
2014-06-06,83.599998,83.879997,83.360001,83.529999,2429000,79.896827
2014-06-09,83.489998,84.559998,83.400002,84.260002,2093000,80.595078
2014-06-10,84.07,84.489998,83.559998,83.639999,1889300,80.002043
2014-06-11,83.349998,83.620003,82.629997,82.940002,2402300,79.332492
2014-06-12,83.040001,83.120003,82.089996,82.419998,1928700,78.835106
2014-06-13,82.959999,83.400002,82.510002,82.730003,1625000,79.131627
2014-06-16,82.440002,83.050003,82.290001,82.82,1807000,79.217709
2014-06-17,82.629997,82.989998,82.260002,82.510002,1735500,78.921195
2014-06-18,82.529999,82.790001,82.230003,82.690002,2702500,79.093366
2014-06-19,82.830002,83.370003,82.709999,83.059998,2352300,79.447268
2014-06-20,82.93,83.389999,82.410004,83.129997,4154500,79.514223
2014-06-23,82.889999,82.980003,82.160004,82.669998,2964000,79.074232
2014-06-24,82.699997,82.980003,82.260002,82.440002,2795800,78.85424
2014-06-25,82.309998,83.529999,82.169998,83.059998,3735900,79.447268
2014-06-26,82.949997,83.150002,79.769997,81.529999,7405900,77.983818
2014-06-27,81.089996,81.800003,80.970001,81.349998,4008700,77.811646
2014-06-30,81.099998,81.599998,80.75,80.839996,3472900,77.323827
2014-07-01,81.089996,81.620003,80.910004,81.25,2141600,77.715997
2014-07-02,81.0,81.489998,80.650002,81.059998,2400500,77.534259
2014-07-03,81.260002,81.690002,81.220001,81.550003,1042900,78.002952
2014-07-07,81.120003,81.32,80.769997,81.050003,2083500,77.524699
2014-07-08,80.989998,81.260002,80.809998,81.110001,1815600,77.582087
2014-07-09,81.150002,81.480003,80.529999,80.639999,2884000,77.132529
2014-07-10,80.080002,80.419998,79.699997,79.769997,2965000,76.300367
2014-07-11,79.879997,80.110001,79.550003,79.769997,2586700,76.300367
2014-07-14,80.160004,80.32,79.260002,79.459999,2595800,76.003853
2014-07-15,79.360001,79.860001,79.099998,79.360001,3195000,75.908204
2014-07-16,79.870003,80.110001,79.449997,79.739998,3423500,76.271673
2014-07-17,79.650002,80.099998,79.18,79.239998,2107700,75.793421
2014-07-18,79.489998,79.790001,78.849998,79.739998,2818900,76.271673
2014-07-21,79.849998,80.199997,79.389999,79.800003,1985800,76.329069
2014-07-22,80.0,80.669998,79.989998,80.290001,2105700,76.797754
2014-07-23,80.400002,80.779999,80.190002,80.589996,2483700,77.084701
2014-07-24,80.330002,80.900002,80.230003,80.690002,2065600,77.180357
2014-07-25,80.32,80.830002,80.120003,80.379997,1487600,76.883836
2014-07-28,80.18,80.919998,79.970001,80.650002,1799200,77.142096
2014-07-29,80.589996,80.959999,80.459999,80.57,2416900,77.065574
2014-07-30,80.599998,80.870003,80.150002,80.489998,1722500,76.989052
2014-07-31,79.910004,80.660004,79.220001,79.279999,2745800,75.831682
2014-08-01,78.849998,79.480003,78.349998,78.699997,2402700,75.276908
2014-08-04,78.970001,79.489998,78.5,79.349998,2160900,75.898637
2014-08-05,78.959999,79.269997,78.040001,78.449997,2163300,75.037782
2014-08-06,77.260002,78.139999,76.870003,77.839996,3093600,74.454313
2014-08-07,78.309998,78.589996,77.339996,77.5,2138100,74.129105
2014-08-08,77.720001,78.919998,77.379997,78.870003,2523000,75.439519
2014-08-11,78.959999,79.519997,78.610001,78.959999,2931600,75.525601
2014-08-12,78.889999,79.25,78.330002,78.57,2062500,75.152565
2014-08-13,78.989998,79.25,78.519997,78.989998,2103700,75.554295
2014-08-14,79.190002,79.269997,78.879997,79.269997,1682400,75.822115
2014-08-15,79.480003,79.93,78.599998,79.010002,2533800,75.573429
2014-08-18,79.410004,79.980003,79.330002,79.809998,1920700,76.338628
2014-08-19,79.940002,80.5,79.650002,80.32,1663000,76.826448
2014-08-20,80.32,80.489998,79.879997,80.400002,1214500,76.90297
2014-08-21,80.660004,81.029999,80.419998,80.82,1360100,77.3047
2014-08-22,80.599998,80.82,80.400002,80.510002,1810200,77.008186
2014-08-25,81.040001,81.599998,80.879997,80.980003,1733300,77.457744
2014-08-26,81.300003,81.989998,81.199997,81.620003,2432900,78.069907
2014-08-27,81.459999,81.580002,80.760002,80.980003,1728000,77.457744
2014-08-28,80.589996,81.800003,80.330002,81.019997,1846100,77.495998
2014-08-29,81.32,81.32,80.519997,81.059998,1416600,77.534259
2014-09-02,80.949997,81.489998,80.910004,81.120003,1754000,77.591654
2014-09-03,81.550003,81.959999,81.300003,81.860001,2041300,78.299466
2014-09-04,82.139999,82.160004,81.519997,81.760002,2781100,78.203817
2014-09-05,81.699997,82.07,81.470001,81.830002,2276700,78.270772
2014-09-08,81.75,82.050003,81.540001,81.730003,1880100,78.175123
2014-09-09,81.699997,81.739998,80.699997,80.949997,2173800,77.429043
2014-09-10,80.949997,81.349998,80.699997,81.209999,1922600,77.677736
2014-09-11,81.059998,81.529999,80.82,81.510002,1856200,77.964691
2014-09-12,81.300003,81.559998,80.580002,80.970001,2801800,77.448177
2014-09-15,80.989998,81.150002,80.449997,80.599998,1949200,77.094268
2014-09-16,79.839996,80.470001,79.18,80.089996,4188400,76.606449
2014-09-17,80.07,80.209999,79.349998,79.68,3119200,76.214285
2014-09-18,80.080002,80.709999,79.790001,80.459999,3034400,76.960358
2014-09-19,80.639999,80.839996,79.650002,79.93,4365500,76.453412
2014-09-22,79.919998,79.919998,79.07,79.220001,3698500,75.774294
2014-09-23,79.220001,79.610001,78.900002,79.599998,4313400,76.137763
2014-09-24,77.949997,80.43,77.559998,80.199997,6875200,76.711665
2014-09-25,79.970001,80.110001,78.540001,78.980003,5547600,75.544735
2014-09-26,79.230003,79.370003,78.75,79.290001,2912100,75.841249
2014-09-29,78.260002,79.980003,78.080002,79.919998,2967300,76.443845
2014-09-30,79.800003,81.769997,78.839996,81.32,5449100,77.782952
2014-10-01,81.18,81.25,79.540001,79.720001,3785700,76.252547
2014-10-02,79.489998,79.809998,78.75,79.43,3046100,75.975159
2014-10-03,80.0,80.629997,80.0,80.32,2588200,76.826448
2014-10-06,80.400002,80.940002,80.230003,80.730003,2475100,77.218618
2014-10-07,80.510002,80.559998,78.800003,78.809998,2991100,75.382124
2014-10-08,78.410004,80.080002,78.389999,79.839996,4899600,76.367322
2014-10-09,79.940002,80.010002,78.120003,78.190002,3949100,74.789096
2014-10-10,78.410004,78.82,76.800003,76.839996,3389400,73.497809
2014-10-13,76.839996,77.32,76.25,76.290001,3332200,72.971736
2014-10-14,76.639999,77.150002,75.980003,76.169998,6816800,72.856952
2014-10-15,74.199997,76.190002,73.980003,75.849998,4809700,73.535593
2014-10-16,74.93,76.599998,74.599998,76.150002,4648200,73.826442
2014-10-17,76.830002,76.980003,76.32,76.620003,2738000,74.282102
2014-10-20,75.68,76.739998,75.330002,76.440002,2457700,74.107594
2014-10-21,76.830002,78.220001,76.580002,77.93,2382800,75.552128
2014-10-22,78.099998,78.889999,77.419998,77.459999,2421600,75.096468
2014-10-23,78.220001,78.480003,77.690002,78.080002,1976700,75.697552
2014-10-24,78.099998,79.07,78.07,78.349998,2314000,75.959311
2014-10-27,78.029999,79.419998,77.940002,79.019997,3383300,76.608865
2014-10-28,79.279999,79.480003,79.0,79.470001,2465400,77.045139
2014-10-29,79.470001,79.949997,79.0,79.550003,2432800,77.122699
2014-10-30,79.349998,80.650002,79.349998,80.620003,2775400,78.16005
2014-10-31,81.080002,81.419998,80.940002,81.120003,3089700,78.644794
2014-11-03,81.029999,81.370003,80.669998,80.970001,2306800,78.499369
2014-11-04,80.889999,81.290001,80.779999,81.150002,2371300,78.673877
2014-11-05,81.5,82.5,81.349998,82.480003,3201700,79.963297
2014-11-06,82.190002,83.309998,82.110001,83.239998,2606900,80.700102
2014-11-07,83.239998,83.75,82.720001,83.480003,2504900,80.932784
2014-11-10,83.160004,84.349998,83.160004,84.160004,2444500,81.592035
2014-11-11,84.129997,84.5,83.779999,83.940002,1650300,81.378747
2014-11-12,83.830002,84.220001,83.57,84.120003,1929600,81.553255
2014-11-13,84.029999,84.779999,83.800003,84.440002,2337200,81.863491
2014-11-14,84.269997,84.739998,84.050003,84.639999,2777200,82.057385
2014-11-17,84.43,84.790001,84.129997,84.650002,1890200,82.067082
2014-11-18,84.650002,84.769997,84.080002,84.300003,2715500,81.727763
2014-11-19,84.059998,84.199997,83.459999,83.639999,2117400,81.087898
2014-11-20,83.480003,83.910004,83.160004,83.440002,1571300,80.894004
2014-11-21,84.32,84.370003,83.709999,84.080002,2204300,81.514475
2014-11-24,83.989998,85.0,83.989998,84.93,2003200,82.338537
2014-11-25,84.800003,85.379997,84.779999,85.32,3475200,82.716637
2014-11-26,85.279999,85.290001,84.809998,85.150002,1930100,82.551826
2014-11-28,85.290001,86.489998,85.190002,86.330002,1725100,83.695821
2014-12-01,85.879997,87.080002,85.610001,86.0,2743600,83.375888
2014-12-02,85.849998,86.220001,85.25,85.980003,2504200,83.356502
2014-12-03,86.400002,86.599998,85.779999,86.519997,1728400,83.880018
2014-12-04,86.410004,86.559998,85.93,86.339996,1724400,83.70551
2014-12-05,86.309998,86.489998,86.080002,86.190002,2229900,83.560093
2014-12-08,86.160004,86.160004,84.769997,84.970001,2179100,82.377318
2014-12-09,84.169998,85.220001,83.989998,85.18,1652900,82.580909
2014-12-10,85.199997,85.309998,83.620003,83.730003,1967700,81.175156
2014-12-11,84.379997,85.43,83.68,83.879997,2369300,81.320573
2014-12-12,83.410004,83.470001,81.860001,81.900002,2784800,79.400993
2014-12-15,82.129997,82.849998,81.690002,81.879997,3154600,79.381599
2014-12-16,82.0,84.220001,81.660004,82.870003,4386500,80.341396
2014-12-17,83.0,85.309998,82.849998,85.300003,5081000,82.69725
2014-12-18,88.120003,90.989998,87.790001,89.739998,8918400,87.001768
2014-12-19,90.150002,91.360001,89.639999,90.510002,6480600,87.748277
2014-12-22,90.080002,91.25,89.769997,91.18,2986500,88.397831
2014-12-23,91.349998,91.75,90.699997,91.419998,2148500,88.630506
2014-12-24,91.480003,91.940002,91.309998,91.32,914900,88.533559
2014-12-26,91.400002,91.720001,91.18,91.260002,1194000,88.475392
2014-12-29,90.900002,91.050003,90.239998,90.519997,1994000,87.757966
2014-12-30,90.5,90.839996,89.989998,90.190002,1721900,87.438041
2014-12-31,90.18,90.480003,89.290001,89.309998,1754500,86.584888
2015-01-02,89.669998,90.089996,88.43,88.839996,2021300,86.129228
