Date,Open_TMO,High_TMO,Low_TMO,Close_TMO,Volume_TMO,AdjClose_TMO
2013-08-02,91.650002,92.0,91.529999,91.809998,1191800,90.469546
2013-08-05,91.580002,92.300003,91.540001,92.050003,1475500,90.706048
2013-08-06,92.0,92.269997,91.620003,92.080002,1318900,90.735608
2013-08-07,92.010002,92.080002,91.43,91.68,1429700,90.341447
2013-08-08,92.230003,92.400002,91.709999,91.959999,1250000,90.617358
2013-08-09,91.760002,92.550003,91.760002,92.470001,1069500,91.119914
2013-08-12,92.059998,92.379997,91.599998,92.18,884200,90.834147
2013-08-13,92.18,92.669998,91.610001,92.650002,871500,91.297286
2013-08-14,92.559998,92.669998,91.900002,92.059998,1097800,90.715896
2013-08-15,91.300003,91.75,90.959999,91.300003,1335600,89.966998
2013-08-16,91.019997,91.169998,90.360001,90.690002,1246800,89.365903
2013-08-19,90.57,91.169998,90.309998,90.419998,977000,89.099841
2013-08-20,90.440002,90.68,90.050003,90.32,1029900,89.001303
2013-08-21,90.25,90.730003,89.540001,90.07,1732700,88.754953
2013-08-22,90.089996,90.650002,90.0,90.349998,1287400,89.030863
2013-08-23,90.559998,91.050003,89.949997,90.849998,1218900,89.523563
2013-08-26,91.0,91.589996,90.360001,90.360001,1128100,89.04072
2013-08-27,89.389999,89.389999,88.529999,88.830002,1886600,87.533059
2013-08-28,88.82,89.18,88.129997,88.900002,1017200,87.602037
2013-08-29,88.629997,89.809998,88.440002,89.169998,856100,87.868092
2013-08-30,89.230003,89.279999,88.540001,88.830002,964500,87.533059
2013-09-03,89.970001,90.5,89.410004,90.120003,1556900,88.804226
2013-09-04,90.040001,90.93,89.760002,90.849998,1265700,89.523563
2013-09-05,90.860001,90.949997,90.269997,90.68,858900,89.356047
2013-09-06,90.879997,91.190002,89.709999,90.510002,1079200,89.188531
2013-09-09,90.769997,91.5,90.720001,91.110001,1128100,89.779769
2013-09-10,91.470001,91.800003,90.589996,90.769997,2844000,89.44473
2013-09-11,90.779999,91.0,90.089996,90.800003,2226800,89.474298
2013-09-12,90.480003,91.330002,90.370003,91.07,2152200,89.888846
2013-09-13,91.050003,91.339996,90.519997,91.110001,1435000,89.928328
2013-09-16,92.010002,92.330002,91.370003,91.769997,1341600,90.579764
2013-09-17,91.739998,93.309998,91.699997,93.290001,2286500,92.080055
2013-09-18,93.279999,94.32,92.25,94.25,1600400,93.027603
2013-09-19,94.5,94.650002,93.900002,94.239998,2183900,93.01773
2013-09-20,94.43,94.739998,93.459999,93.489998,2096400,92.277458
2013-09-23,93.199997,93.760002,92.900002,93.32,1013500,92.109664
2013-09-24,93.370003,93.459999,92.459999,92.82,1282500,91.616149
2013-09-25,92.919998,92.919998,91.940002,92.370003,1183500,91.171989
2013-09-26,92.459999,93.25,92.339996,93.010002,1051200,91.803687
2013-09-27,92.629997,93.309998,92.290001,93.010002,1124200,91.803687
2013-09-30,92.220001,92.669998,92.0,92.150002,1270000,90.954841
2013-10-01,92.209999,93.290001,92.029999,92.849998,1059800,91.645759
2013-10-02,92.089996,92.510002,91.510002,92.5,1425700,91.3003
2013-10-03,92.230003,92.260002,90.610001,91.339996,1353400,90.155341
2013-10-04,91.519997,92.879997,91.330002,92.360001,1279000,91.162116
2013-10-07,91.959999,92.330002,91.510002,91.720001,1138700,90.530417
2013-10-08,91.75,91.75,90.620003,90.68,1484800,89.503905
2013-10-09,90.779999,90.870003,89.709999,89.93,2025900,88.763632
2013-10-10,90.519997,92.379997,90.370003,92.269997,1594000,91.073279
2013-10-11,92.099998,93.080002,91.730003,92.959999,1394800,91.754333
2013-10-14,92.290001,92.75,91.260002,92.660004,1784400,91.458228
2013-10-15,92.419998,92.779999,91.639999,91.839996,1506300,90.648856
2013-10-16,92.160004,93.809998,92.019997,93.510002,2243000,92.297202
2013-10-17,93.150002,96.07,92.889999,95.620003,2110400,94.379837
2013-10-18,96.160004,96.790001,95.599998,96.120003,1582400,94.873352
2013-10-21,96.099998,96.669998,95.169998,95.25,1789800,94.014633
2013-10-22,95.32,96.650002,95.080002,95.82,2756800,94.57724
2013-10-23,97.519997,97.93,95.230003,97.480003,2098700,96.215714
2013-10-24,97.779999,98.360001,96.900002,97.029999,1732700,95.771546
2013-10-25,97.029999,97.82,96.800003,97.809998,1216800,96.541428
2013-10-28,97.769997,98.029999,97.480003,97.870003,907500,96.600655
2013-10-29,97.830002,98.449997,97.480003,98.419998,1139000,97.143517
2013-10-30,98.5,98.519997,96.910004,97.489998,1050700,96.225579
2013-10-31,97.620003,98.32,96.309998,97.779999,2225000,96.511818
2013-11-01,98.18,98.489998,97.639999,97.93,1731200,96.659874
2013-11-04,98.290001,98.290001,97.5,98.050003,1219500,96.778321
2013-11-05,97.550003,97.75,96.830002,97.089996,1406400,95.830765
2013-11-06,97.25,98.410004,97.169998,97.57,1164100,96.304543
2013-11-07,97.760002,98.010002,96.089996,96.160004,1142000,94.912834
2013-11-08,95.980003,98.230003,95.519997,98.169998,1357200,96.89676
2013-11-11,98.269997,98.449997,97.790001,98.410004,1024700,97.133652
2013-11-12,98.089996,98.449997,97.279999,97.690002,1096500,96.422989
2013-11-13,97.290001,98.849998,96.879997,98.809998,2310800,97.528458
2013-11-14,98.809998,100.209999,98.419998,100.209999,1719800,98.910302
2013-11-15,100.010002,101.519997,100.010002,101.370003,1720500,100.055261
2013-11-18,101.389999,101.5,100.449997,100.769997,861100,99.463037
2013-11-19,100.410004,101.040001,99.940002,100.510002,1059600,99.206414
2013-11-20,100.5,101.589996,100.470001,101.07,1060000,99.759149
2013-11-21,103.120003,103.120003,101.330002,101.82,1317100,100.499422
2013-11-22,101.879997,102.199997,101.449997,101.510002,1421300,100.193445
2013-11-25,101.809998,102.580002,101.5,101.989998,1209000,100.667215
2013-11-26,102.220001,102.529999,101.43,101.449997,1467000,100.134218
2013-11-27,101.519997,101.669998,100.620003,101.0,1579600,99.690057
2013-11-29,101.260002,101.629997,100.68,100.849998,854900,99.542001
2013-12-02,101.089996,101.489998,100.610001,100.830002,1346400,99.522264
2013-12-03,100.5,101.07,100.150002,100.919998,1390300,99.611093
2013-12-04,100.5,101.230003,99.120003,100.220001,1101000,98.920175
2013-12-05,99.970001,101.029999,99.75,99.93,1245600,98.633935
2013-12-06,100.589996,102.809998,100.540001,102.709999,1840100,101.377878
2013-12-09,102.980003,103.18,101.879997,102.019997,1564200,100.696825
2013-12-10,101.940002,102.470001,101.449997,101.93,1182500,100.607995
2013-12-11,101.660004,102.230003,100.739998,101.199997,1888700,99.88746
2013-12-12,100.690002,100.959999,100.040001,100.230003,1308900,99.076898
2013-12-13,100.529999,101.639999,100.419998,101.339996,1030600,100.174121
2013-12-16,101.669998,102.510002,101.160004,102.239998,1658700,101.063769
2013-12-17,102.400002,102.860001,101.5,102.32,1867400,101.14285
2013-12-18,102.739998,106.5,102.459999,106.419998,3093700,105.19568
2013-12-19,106.410004,108.279999,105.93,108.160004,2573600,106.915667
2013-12-20,108.699997,108.860001,108.190002,108.57,2416900,107.320946
2013-12-23,109.5,109.5,108.440002,108.839996,1841300,107.587837
2013-12-24,108.790001,109.660004,108.660004,109.410004,458400,108.151286
2013-12-26,109.779999,110.57,109.660004,110.269997,995800,109.001385
2013-12-27,110.400002,111.029999,110.349998,110.669998,899800,109.396785
2013-12-30,110.739998,111.089996,110.059998,110.589996,875400,109.317704
2013-12-31,110.910004,111.440002,110.639999,111.349998,1147900,110.068962
2014-01-02,110.690002,111.160004,109.290001,109.629997,2559000,108.368749
2014-01-03,109.959999,110.480003,109.669998,110.050003,1486400,108.783923
2014-01-06,110.57,111.199997,109.629997,110.059998,1891400,108.793802
2014-01-07,111.089996,112.480003,110.75,112.309998,2247000,111.017917
2014-01-08,112.330002,114.139999,112.279999,114.040001,2841900,112.728017
2014-01-09,114.169998,114.809998,113.489998,114.0,2196300,112.688477
2014-01-10,113.580002,114.610001,113.57,114.459999,1492100,113.143184
2014-01-13,114.019997,114.589996,112.68,112.989998,2048800,111.690094
2014-01-14,113.900002,114.889999,112.720001,114.760002,1693700,113.439735
2014-01-15,115.120003,115.709999,114.589996,115.519997,1537200,114.190986
2014-01-16,114.849998,116.160004,114.849998,116.110001,1847800,114.774203
2014-01-17,115.760002,116.5,115.589996,115.889999,2549600,114.556732
2014-01-21,116.290001,116.5,114.599998,114.949997,2201600,113.627544
2014-01-22,115.07,115.360001,114.379997,114.699997,2010400,113.38042
2014-01-23,114.410004,114.540001,111.989998,112.809998,3400200,111.512165
2014-01-24,113.139999,113.139999,109.93,109.949997,3893400,108.685067
2014-01-27,109.900002,111.300003,109.080002,109.870003,2483800,108.605993
2014-01-28,110.589996,112.43,110.589996,112.32,2526400,111.027804
2014-01-29,111.18,112.139999,110.339996,111.75,2904000,110.464362
2014-01-30,115.919998,117.68,113.809998,114.989998,5155900,113.667085
2014-01-31,114.610001,115.540001,113.529999,115.139999,3000300,113.815361
2014-02-03,115.169998,115.870003,112.900002,113.129997,3776000,111.828483
2014-02-04,113.730003,114.419998,112.480003,112.959999,3164000,111.660441
2014-02-05,112.989998,113.269997,111.209999,113.199997,2826400,111.897677
2014-02-06,113.57,114.779999,113.269997,114.43,2483900,113.11353
2014-02-07,115.230003,117.910004,115.040001,117.769997,3161500,116.415101
2014-02-10,117.32,119.0,117.25,118.610001,4233000,117.245441
2014-02-11,119.760002,121.209999,118.75,121.0,3766800,119.607945
2014-02-12,121.07,121.93,120.739998,121.519997,3605700,120.121959
2014-02-13,120.870003,123.43,120.610001,122.900002,2540600,121.486087
2014-02-14,122.790001,123.989998,122.629997,123.739998,7586200,122.31642
2014-02-18,123.760002,124.169998,122.669998,123.550003,2845500,122.128611
2014-02-19,123.550003,124.370003,121.599998,121.809998,2884500,120.408623
2014-02-20,124.330002,125.010002,122.489998,124.709999,3456900,123.275262
2014-02-21,124.709999,124.849998,123.080002,123.18,2646200,121.762865
2014-02-24,123.050003,124.900002,123.050003,123.370003,2878200,121.950681
2014-02-25,123.480003,124.300003,123.089996,123.809998,2625900,122.385614
2014-02-26,123.870003,125.18,123.43,124.279999,2620000,122.850208
2014-02-27,124.230003,125.209999,123.809998,124.910004,2213900,123.472965
2014-02-28,125.290001,125.82,123.610001,124.540001,3147600,123.107219
2014-03-03,123.07,123.980003,122.139999,123.349998,2106700,121.930907
2014-03-04,124.589996,125.580002,124.589996,125.349998,2354800,123.907898
2014-03-05,124.870003,126.239998,124.190002,125.910004,2184000,124.461461
2014-03-06,127.150002,127.629997,125.849998,126.400002,1649500,124.945821
2014-03-07,127.029999,127.029999,125.650002,126.669998,1690600,125.212712
2014-03-10,126.480003,126.699997,125.25,126.279999,1766700,124.827199
2014-03-11,126.370003,127.050003,125.75,126.230003,1341700,124.777779
2014-03-12,125.650002,126.580002,125.029999,126.489998,3107300,125.034782
2014-03-13,126.550003,126.839996,122.589996,123.25,2413600,121.976707
2014-03-14,122.959999,123.589996,121.82,122.25,2078600,120.987038
2014-03-17,123.080002,124.32,122.620003,123.019997,1254800,121.74908
2014-03-18,123.0,123.980003,122.900002,123.730003,1209200,122.451752
2014-03-19,123.830002,124.32,121.800003,122.720001,1532900,121.452184
2014-03-20,122.599998,123.830002,122.139999,123.580002,1352200,122.3033
2014-03-21,124.830002,125.870003,122.839996,122.900002,4441500,121.630325
2014-03-24,123.309998,123.559998,119.349998,120.650002,2763400,119.403569
2014-03-25,121.220001,122.419998,117.080002,119.349998,3971600,118.116997
2014-03-26,119.720001,120.580002,118.029999,118.040001,2119100,116.820533
2014-03-27,118.080002,118.580002,116.620003,117.669998,2187400,116.454352
2014-03-28,118.029999,120.0,117.629997,118.5,1668900,117.275779
2014-03-31,119.459999,120.559998,119.459999,120.239998,1530700,118.997801
2014-04-01,120.540001,121.980003,120.540001,121.879997,1802600,120.620858
2014-04-02,121.919998,122.559998,121.650002,122.199997,1480000,120.937552
2014-04-03,122.32,122.730003,120.709999,121.800003,2544700,120.54169
2014-04-04,122.629997,123.370003,119.699997,119.879997,1861000,118.64152
2014-04-07,119.730003,120.220001,116.760002,117.800003,2817000,116.583014
2014-04-08,117.5,118.419998,115.309998,117.209999,2286300,115.999106
2014-04-09,117.629997,120.43,117.0,120.400002,1574300,119.156152
2014-04-10,120.410004,120.589996,116.559998,116.980003,2747100,115.771486
2014-04-11,116.150002,117.400002,115.25,115.769997,2313800,114.57398
2014-04-14,116.43,116.849998,115.080002,116.400002,1519700,115.197476
2014-04-15,116.779999,117.989998,114.910004,117.650002,2546300,116.434562
2014-04-16,118.550003,119.839996,117.660004,119.709999,2735700,118.473278
2014-04-17,119.440002,120.110001,118.519997,119.300003,1733300,118.067518
2014-04-21,119.18,119.900002,118.389999,119.360001,1600000,118.126895
2014-04-22,119.470001,121.269997,119.129997,120.349998,2491400,119.106666
2014-04-23,121.709999,121.769997,114.529999,119.389999,4405400,118.156584
2014-04-24,119.589996,119.589996,114.239998,115.379997,4507400,114.188009
2014-04-25,114.82,115.919998,113.730003,114.290001,3151600,113.109274
2014-04-28,115.099998,115.419998,112.019997,113.589996,2474600,112.416501
2014-04-29,113.870003,115.25,113.309998,114.639999,2199400,113.455656
2014-04-30,114.519997,114.610001,113.169998,114.0,2018400,112.822269
2014-05-01,113.720001,114.959999,113.150002,114.919998,1550400,113.732763
2014-05-02,114.790001,115.660004,114.059998,114.220001,1736700,113.039997
2014-05-05,113.779999,115.110001,112.75,114.82,1153400,113.633797
2014-05-06,114.690002,115.339996,113.82,114.419998,1911600,113.237928
2014-05-07,114.599998,116.610001,113.650002,116.440002,1820600,115.237064
2014-05-08,116.25,117.370003,115.400002,115.629997,1232100,114.435427
2014-05-09,115.360001,117.150002,114.360001,116.599998,1088600,115.395407
2014-05-12,117.260002,118.760002,115.559998,118.360001,1386700,117.137226
2014-05-13,118.440002,118.489998,117.470001,117.580002,1525700,116.365286
2014-05-14,117.660004,118.059998,116.169998,116.489998,1708800,115.286543
2014-05-15,116.519997,116.910004,114.5,115.550003,1900900,114.356259
2014-05-16,115.459999,117.940002,115.209999,117.849998,1977500,116.632493
2014-05-19,117.459999,119.370003,117.339996,119.290001,2135700,118.057619
2014-05-20,119.040001,119.110001,114.059998,114.470001,4343700,113.287414
2014-05-21,115.349998,116.169998,114.57,115.32,1705500,114.128632
2014-05-22,115.5,116.150002,114.959999,115.93,1835900,114.73233
2014-05-23,116.18,116.419998,115.370003,115.739998,1363900,114.544291
2014-05-27,116.209999,116.25,114.760002,115.389999,1614300,114.197908
2014-05-28,115.709999,116.860001,115.449997,116.07,1768700,114.870883
2014-05-29,116.150002,117.120003,115.800003,117.110001,1051500,115.90014
2014-05-30,117.110001,117.43,116.800003,116.910004,2436300,115.702209
2014-06-02,116.989998,117.029999,115.849998,116.580002,958700,115.375617
2014-06-03,116.0,117.970001,115.970001,117.879997,1903200,116.662182
2014-06-04,117.57,118.389999,117.300003,117.779999,1128900,116.563217
2014-06-05,117.910004,119.099998,117.720001,119.0,1607600,117.770614
2014-06-06,119.260002,120.050003,119.169998,119.809998,1405500,118.572243
2014-06-09,119.860001,120.040001,119.279999,119.580002,1238900,118.344624
2014-06-10,119.080002,119.690002,118.349998,119.290001,1100400,118.057619
2014-06-11,119.099998,120.419998,119.07,120.209999,1980800,118.968113
2014-06-12,119.639999,120.459999,119.330002,119.849998,2049200,118.760025
2014-06-13,120.0,120.43,118.879997,119.160004,1248100,118.076306
2014-06-16,118.949997,119.75,117.949997,118.690002,1844600,117.610579
2014-06-17,118.190002,119.080002,117.830002,118.639999,1742600,117.561031
2014-06-18,118.779999,119.980003,118.25,119.900002,1363500,118.809574
2014-06-19,120.0,120.400002,118.849998,119.709999,2151800,118.621299
2014-06-20,120.0,120.339996,118.849998,118.940002,4956500,117.858305
2014-06-23,119.129997,119.709999,118.510002,119.099998,1408200,118.016846
2014-06-24,119.129997,119.860001,118.279999,118.559998,1460100,117.481756
2014-06-25,118.110001,119.989998,118.099998,119.139999,1514000,118.056483
2014-06-26,119.32,119.519997,118.629997,119.300003,1426600,118.215032
2014-06-27,119.099998,119.300003,118.220001,118.300003,2758900,117.224126
2014-06-30,118.199997,118.559998,117.68,118.0,1603200,116.926852
2014-07-01,118.449997,119.290001,117.650002,118.959999,2316600,117.87812
2014-07-02,119.050003,119.610001,117.910004,118.050003,2137700,116.9764
2014-07-03,118.440002,120.18,117.910004,120.110001,1423200,119.017663
2014-07-07,119.75,120.32,119.230003,119.720001,1550700,118.63121
2014-07-08,119.459999,119.459999,117.730003,117.989998,1531400,116.916941
2014-07-09,118.019997,118.360001,117.449997,117.839996,1232600,116.768303
2014-07-10,116.610001,117.790001,116.360001,117.150002,2760400,116.084584
2014-07-11,116.970001,118.400002,116.75,118.269997,1013000,117.194393
2014-07-14,118.900002,119.57,117.57,117.800003,1482500,116.728674
2014-07-15,118.0,118.480003,116.730003,118.0,2688600,116.926852
2014-07-16,118.309998,120.290001,118.309998,119.220001,3131200,118.135758
2014-07-17,119.480003,120.830002,118.610001,119.019997,2713900,117.937572
2014-07-18,119.239998,121.25,119.220001,121.0,1863600,119.899568
2014-07-21,120.459999,122.269997,120.349998,122.139999,2499100,121.0292
2014-07-22,122.440002,124.980003,122.440002,123.059998,3822800,121.940831
2014-07-23,125.610001,127.209999,122.57,124.0,3889000,122.872285
2014-07-24,124.93,125.93,123.290001,125.510002,2570600,124.368554
2014-07-25,124.300003,125.339996,124.300003,125.07,1069500,123.932553
2014-07-28,125.089996,125.459999,123.529999,124.379997,1650400,123.248826
2014-07-29,124.489998,124.830002,123.540001,123.540001,1424600,122.416469
2014-07-30,124.410004,125.050003,123.440002,124.709999,1602900,123.575827
2014-07-31,123.620003,124.260002,121.150002,121.5,1986300,120.395021
2014-08-01,121.089996,122.400002,120.5,121.379997,1391300,120.27611
2014-08-04,121.419998,121.720001,119.849998,121.379997,1132700,120.27611
2014-08-05,120.830002,121.57,119.75,120.120003,1280800,119.027574
2014-08-06,119.470001,120.989998,119.120003,120.160004,1054400,119.067211
2014-08-07,120.599998,120.830002,118.959999,119.529999,1098300,118.442936
2014-08-08,119.480003,121.230003,118.910004,121.160004,1229000,120.058117
2014-08-11,121.709999,122.269997,120.779999,120.919998,886600,119.820294
2014-08-12,120.919998,121.629997,119.870003,120.029999,1689900,118.938389
2014-08-13,120.620003,121.449997,120.589996,121.349998,1182100,120.246384
2014-08-14,121.779999,122.150002,121.32,121.779999,1047300,120.672473
2014-08-15,121.949997,122.889999,120.160004,121.550003,1562100,120.444569
2014-08-18,121.900002,122.510002,121.489998,122.050003,2285600,120.940022
2014-08-19,122.150002,122.830002,121.779999,122.389999,1045100,121.276926
2014-08-20,121.940002,122.449997,121.5,122.260002,889200,121.148111
2014-08-21,122.550003,122.699997,121.730003,121.809998,854600,120.702199
2014-08-22,121.489998,122.019997,121.190002,121.220001,1113100,120.117569
2014-08-25,121.870003,122.480003,121.57,121.800003,1068600,120.692296
2014-08-26,121.959999,122.019997,120.639999,120.709999,1064500,119.612205
2014-08-27,120.900002,120.980003,119.68,120.080002,1172600,118.987937
2014-08-28,119.580002,120.260002,118.709999,120.07,1248300,118.978026
2014-08-29,120.129997,120.800003,119.519997,120.209999,1109800,119.116752
2014-09-02,120.889999,122.809998,120.57,122.720001,2156000,121.603927
2014-09-03,122.830002,124.370003,122.82,123.75,1614700,122.624559
2014-09-04,123.980003,125.239998,123.639999,123.879997,1496600,122.753374
2014-09-05,123.809998,124.660004,123.410004,124.629997,1390300,123.496553
2014-09-08,125.010002,125.25,124.07,124.980003,1649900,123.843376
2014-09-09,124.779999,124.949997,123.779999,124.0,1398700,122.872285
2014-09-10,124.5,124.669998,123.459999,123.610001,1336700,122.485832
2014-09-11,123.239998,123.660004,122.449997,123.300003,1420200,122.327094
2014-09-12,123.360001,123.459999,122.559998,123.279999,1700900,122.307248
2014-09-15,123.050003,123.260002,121.68,122.339996,1296000,121.374663
2014-09-16,122.080002,122.839996,121.470001,122.610001,1334200,121.642536
2014-09-17,122.650002,124.089996,122.470001,123.599998,1463400,122.624723
2014-09-18,123.809998,124.580002,123.629997,124.129997,783600,123.150539
2014-09-19,124.800003,125.059998,123.040001,123.239998,1215500,122.267563
2014-09-22,123.230003,123.230003,121.410004,121.809998,975000,120.848846
2014-09-23,121.360001,121.879997,120.800003,121.160004,1203600,120.203981
2014-09-24,121.0,123.699997,120.800003,123.510002,2027500,122.535436
2014-09-25,123.019997,123.709999,120.970001,120.989998,1837500,120.035316
2014-09-26,120.93,121.360001,120.25,121.360001,1004600,120.4024
2014-09-29,120.489998,122.239998,120.379997,122.0,1153500,121.037349
2014-09-30,122.349998,122.919998,121.489998,121.699997,1670100,120.739713
2014-10-01,122.300003,122.300003,119.269997,119.57,2476700,118.626523
2014-10-02,119.57,120.360001,118.160004,119.160004,1875100,118.219762
2014-10-03,119.459999,121.529999,119.459999,121.389999,1664500,120.432162
2014-10-06,122.029999,122.309998,119.5,120.629997,982400,119.678156
2014-10-07,120.330002,120.489998,118.190002,118.220001,1532000,117.287177
2014-10-08,118.400002,121.699997,117.980003,121.629997,1643700,120.670266
2014-10-09,121.639999,121.639999,117.699997,117.82,1751900,116.890331
2014-10-10,117.980003,119.059998,116.419998,116.470001,2059800,115.550985
2014-10-13,116.349998,116.470001,112.239998,112.489998,3051500,111.602386
2014-10-14,112.559998,113.440002,111.139999,111.779999,3109300,110.89799
2014-10-15,110.300003,111.730003,107.330002,111.139999,3177700,110.26304
2014-10-16,108.589996,111.639999,108.230003,109.690002,4332400,108.824484
2014-10-17,110.620003,113.169998,110.260002,112.360001,2354200,111.473415
2014-10-20,111.919998,114.389999,111.669998,114.330002,1869300,113.427872
2014-10-21,115.029999,118.25,115.029999,118.220001,2439200,117.287177
2014-10-22,114.410004,115.190002,112.610001,113.830002,6596500,112.931817
2014-10-23,115.589996,117.360001,115.019997,116.230003,2598000,115.312881
2014-10-24,116.190002,118.489998,116.050003,117.900002,1865100,116.969702
2014-10-27,117.830002,118.129997,117.120003,118.0,1600500,117.068911
2014-10-28,118.419998,118.75,117.839996,118.339996,1861100,117.406225
2014-10-29,118.449997,118.620003,115.139999,116.089996,3192400,115.173979
2014-10-30,115.900002,116.879997,115.620003,116.589996,1835400,115.670033
2014-10-31,118.410004,118.580002,117.059998,117.57,2206500,116.642304
2014-11-03,116.82,119.059998,116.82,118.400002,1883900,117.465757
2014-11-04,118.480003,118.760002,117.610001,118.32,1469000,117.386386
2014-11-05,119.0,119.18,117.919998,118.550003,2543300,117.614575
2014-11-06,118.809998,119.150002,118.360001,118.910004,1260900,117.971735
2014-11-07,118.860001,118.860001,116.129997,116.599998,2131600,115.679957
2014-11-10,116.419998,117.209999,115.610001,116.849998,1306700,115.927984
2014-11-11,116.690002,118.639999,116.330002,118.300003,1948000,117.366547
2014-11-12,117.919998,118.699997,117.629997,118.510002,1483400,117.574889
2014-11-13,118.669998,118.849998,117.860001,118.239998,1207600,117.307015
2014-11-14,117.93,118.860001,117.839996,118.75,1522300,117.812993
2014-11-17,118.260002,118.75,117.889999,118.43,1308800,117.495519
2014-11-18,118.43,120.879997,118.309998,120.5,2126300,119.549185
2014-11-19,120.839996,125.32,119.900002,124.669998,4289700,123.686279
2014-11-20,123.709999,126.330002,123.029999,124.580002,2538600,123.596993
2014-11-21,125.360001,127.040001,125.360001,126.540001,2497500,125.541527
2014-11-24,125.879997,127.870003,125.879997,127.410004,2150900,126.404665
2014-11-25,127.760002,129.690002,127.220001,127.879997,1855700,126.87095
2014-11-26,127.900002,128.740005,127.470001,128.660004,1275500,127.644801
2014-11-28,128.710007,129.770004,128.710007,129.289993,825600,128.26982
2014-12-01,129.339996,129.339996,127.93,127.959999,1444600,126.95032
2014-12-02,128.190002,129.009995,126.75,128.800003,1320100,127.783696
2014-12-03,128.699997,129.369995,128.470001,128.919998,1178300,127.902744
2014-12-04,128.75,129.220001,127.760002,128.389999,1098800,127.376928
2014-12-05,128.330002,129.020004,128.029999,128.539993,1113100,127.525738
2014-12-08,128.089996,129.039993,127.709999,128.490005,1380600,127.476145
2014-12-09,127.110001,128.360001,126.040001,128.289993,1106400,127.277711
2014-12-10,128.220001,129.050003,127.190002,127.330002,1783400,126.325294
2014-12-11,127.339996,128.940002,126.43,126.720001,1388700,125.868382
2014-12-12,125.849998,126.760002,124.970001,124.989998,1108800,124.150005
2014-12-15,125.419998,126.139999,122.889999,123.730003,1635700,122.898478
2014-12-16,123.419998,125.379997,121.5,121.550003,1530900,120.733128
2014-12-17,122.300003,124.870003,121.150002,124.769997,1886600,123.931482
2014-12-18,125.860001,127.540001,125.199997,127.519997,1736500,126.663001
2014-12-19,127.160004,129.289993,127.07,128.449997,3121000,127.586751
2014-12-22,128.639999,129.399994,127.769997,128.929993,1153900,128.063521
2014-12-23,129.360001,129.479996,126.629997,126.660004,1336100,125.808787
2014-12-24,126.989998,127.949997,126.68,126.790001,665500,125.937911
2014-12-26,127.010002,128.259995,126.82,127.669998,634300,126.811994
2014-12-29,127.169998,127.5,126.019997,126.860001,825500,126.00744
2014-12-30,126.720001,127.260002,126.510002,126.610001,631800,125.75912
2014-12-31,127.230003,127.839996,125.260002,125.290001,1045900,124.447992
2015-01-02,126.300003,128.490005,126.160004,128.119995,2034700,127.258967
2015-01-05,127.309998,129.139999,126.150002,126.360001,2430300,125.5108
