Date,Open_EQIX,High_EQIX,Low_EQIX,Close_EQIX,Volume_EQIX,AdjClose_EQIX
2013-10-22,167.809998,168.600006,166.649994,167.0,1294500,149.000783
2013-10-23,166.199997,169.289993,162.509995,168.649994,2453700,150.472941
2013-10-24,179.529999,179.529999,168.75,174.070007,2859600,155.308787
2013-10-25,175.059998,176.070007,170.580002,171.539993,861200,153.051457
2013-10-28,171.289993,172.270004,168.210007,168.940002,594700,150.731693
2013-10-29,168.860001,170.490005,166.350006,168.389999,760000,150.240969
2013-10-30,167.970001,168.0,161.300003,162.179993,2046200,144.700275
2013-10-31,162.460007,164.860001,161.229996,161.25,1395300,143.870517
2013-11-01,161.0,166.440002,160.880005,166.169998,883100,148.260239
2013-11-04,166.699997,166.850006,163.419998,164.009995,962600,146.33304
2013-11-05,163.029999,163.690002,161.270004,161.270004,1314800,143.888365
2013-11-06,162.639999,163.600006,160.470001,163.259995,1522700,145.663875
2013-11-07,163.669998,164.240005,159.339996,159.75,750100,142.532186
2013-11-08,160.729996,161.100006,154.5,155.940002,1943200,139.132829
2013-11-11,155.850006,158.690002,155.080002,157.220001,941800,140.27487
2013-11-12,156.270004,157.210007,154.5,155.179993,1468100,138.454733
2013-11-13,154.169998,157.949997,152.820007,157.830002,1327800,140.819125
2013-11-14,158.0,164.899994,156.490005,162.240005,1489700,144.75382
2013-11-15,164.869995,172.580002,163.699997,167.610001,2948800,149.545038
2013-11-18,168.130005,169.309998,163.880005,164.139999,1144200,146.449033
2013-11-19,164.460007,165.270004,161.149994,161.580002,667500,144.164951
2013-11-20,161.589996,163.210007,159.429993,160.619995,1120800,143.308414
2013-11-21,161.009995,162.570007,159.119995,160.630005,918600,143.317345
2013-11-22,160.389999,160.669998,157.759995,160.309998,792400,143.031827
2013-11-25,160.229996,163.850006,159.029999,162.25,904000,144.762737
2013-11-26,161.979996,163.5,161.119995,162.529999,502600,145.012558
2013-11-27,163.080002,163.080002,160.5,160.619995,611600,143.308414
2013-11-29,161.339996,162.149994,160.429993,160.699997,261700,143.379793
2013-12-02,161.100006,162.100006,159.389999,159.550003,596700,142.353745
2013-12-03,157.210007,159.679993,155.830002,159.389999,1100700,142.210986
2013-12-04,158.339996,162.470001,157.940002,161.789993,988200,144.35231
2013-12-05,165.970001,168.770004,164.160004,167.429993,1756400,149.384431
2013-12-06,169.190002,169.190002,164.809998,165.479996,1023600,147.644605
2013-12-09,165.380005,168.880005,165.179993,168.360001,791800,150.214203
2013-12-10,166.820007,169.399994,166.089996,168.580002,935400,150.410493
2013-12-11,169.360001,170.619995,167.449997,167.729996,731200,149.6521
2013-12-12,167.320007,169.759995,165.979996,168.0,642600,149.893003
2013-12-13,168.059998,169.520004,167.470001,168.789993,533800,150.597851
2013-12-16,169.270004,170.119995,167.550003,169.740005,626000,151.445472
2013-12-17,168.669998,169.809998,166.589996,169.020004,809600,150.803072
2013-12-18,169.410004,170.729996,167.440002,170.419998,875000,152.052175
2013-12-19,170.880005,171.110001,168.5,169.029999,648500,150.811989
2013-12-20,169.289993,171.050003,168.600006,170.690002,1338100,152.293078
2013-12-23,171.839996,175.119995,170.690002,174.820007,1046700,155.977952
2013-12-24,175.0,176.589996,174.479996,175.619995,388400,156.691717
2013-12-26,176.130005,178.679993,175.559998,175.919998,481000,156.959386
2013-12-27,176.860001,177.210007,174.470001,174.580002,405200,155.763814
2013-12-30,174.860001,174.990005,172.970001,173.070007,572600,154.416567
2013-12-31,173.080002,177.509995,173.009995,177.449997,644500,158.324482
2014-01-02,177.630005,177.630005,171.910004,174.759995,823200,155.924408
2014-01-03,174.910004,175.410004,172.649994,173.419998,419600,154.728836
2014-01-06,174.0,174.789993,172.559998,174.179993,573000,155.406918
2014-01-07,174.800003,182.020004,173.570007,179.589996,1347800,160.233833
2014-01-08,179.679993,180.970001,178.369995,180.289993,1091400,160.858384
2014-01-09,180.080002,180.679993,176.009995,177.490005,532300,158.360179
2014-01-10,177.940002,179.130005,176.520004,179.009995,599600,159.716344
2014-01-13,179.820007,179.940002,174.729996,174.919998,931900,156.067166
2014-01-14,175.410004,179.279999,175.110001,178.740005,710200,159.475454
2014-01-15,178.570007,181.009995,178.330002,179.529999,763000,160.180302
2014-01-16,179.300003,180.970001,178.429993,179.479996,735100,160.135688
2014-01-17,178.919998,180.429993,175.009995,175.869995,777500,156.914773
2014-01-21,177.529999,179.940002,176.050003,179.289993,1021200,159.966164
2014-01-22,179.600006,179.979996,177.330002,178.970001,1430800,159.680661
2014-01-23,178.279999,183.0,177.279999,182.639999,2325500,162.955108
2014-01-24,181.139999,187.669998,180.149994,183.880005,2153300,164.061466
2014-01-27,184.139999,184.429993,179.360001,181.070007,1215400,161.554329
2014-01-28,181.070007,182.820007,179.100006,182.600006,736000,162.919425
2014-01-29,182.460007,183.779999,180.020004,182.639999,704400,162.955108
2014-01-30,183.320007,185.669998,182.759995,184.339996,762800,164.471879
2014-01-31,182.199997,186.5,181.570007,185.199997,766500,165.239189
2014-02-03,185.779999,185.919998,179.050003,179.139999,1977500,159.832337
2014-02-04,180.679993,184.539993,178.580002,183.990005,1103300,164.15961
2014-02-05,182.919998,183.990005,180.179993,181.009995,730600,161.500784
2014-02-06,181.270004,183.600006,180.949997,183.059998,712800,163.329838
2014-02-07,184.089996,186.830002,182.360001,186.309998,970200,166.229554
2014-02-10,186.240005,190.130005,184.690002,189.929993,989900,169.459387
2014-02-11,188.979996,191.699997,188.729996,190.740005,770800,170.182097
2014-02-12,190.020004,191.070007,188.699997,190.75,1158800,170.191014
2014-02-13,189.990005,192.690002,188.800003,191.850006,569800,171.172462
2014-02-14,191.139999,193.410004,188.889999,193.240005,804700,172.412648
2014-02-18,192.119995,194.380005,192.059998,194.020004,959400,173.108578
2014-02-19,194.75,194.800003,190.639999,192.619995,1125700,171.859462
2014-02-20,191.690002,196.199997,186.0,187.949997,2197200,167.692795
2014-02-21,189.210007,190.020004,187.789993,189.429993,1009800,169.013277
2014-02-24,189.360001,190.169998,188.889999,189.789993,636600,169.334477
2014-02-25,190.449997,192.699997,188.009995,188.5,1108500,168.183519
2014-02-26,189.690002,191.559998,189.320007,190.0,736400,169.521849
2014-02-27,190.110001,193.0,188.009995,191.850006,700500,171.172462
2014-02-28,192.080002,192.210007,188.529999,189.960007,811000,169.486166
2014-03-03,188.970001,190.949997,187.380005,189.470001,629700,169.048974
2014-03-04,190.630005,191.990005,189.580002,191.050003,709200,170.458683
2014-03-05,191.149994,192.800003,189.649994,192.029999,408800,171.333055
2014-03-06,192.699997,194.0,191.179993,193.770004,378000,172.885523
2014-03-07,193.919998,194.0,191.240005,193.440002,497300,172.591089
2014-03-10,193.580002,193.940002,190.779999,192.270004,646800,171.547193
2014-03-11,191.990005,194.990005,189.419998,189.860001,796700,169.396939
2014-03-12,188.940002,191.050003,187.440002,190.25,538700,169.744904
2014-03-13,190.5,191.919998,181.630005,181.710007,1558300,162.125349
2014-03-14,181.100006,183.419998,180.309998,183.089996,669700,163.356604
2014-03-17,183.720001,184.809998,181.830002,183.389999,375500,163.624273
2014-03-18,183.119995,184.580002,182.240005,183.190002,448000,163.445831
2014-03-19,183.399994,183.75,178.759995,180.949997,1323100,161.447253
2014-03-20,182.990005,182.990005,179.800003,181.440002,439800,161.884446
2014-03-21,182.649994,182.789993,180.020004,180.339996,888000,160.902998
2014-03-24,181.630005,181.899994,178.690002,181.300003,707700,161.759536
2014-03-25,183.240005,184.699997,180.440002,182.5,649600,162.830197
2014-03-26,183.570007,184.919998,180.649994,180.690002,881300,161.215281
2014-03-27,180.119995,183.070007,179.429993,181.350006,769900,161.804149
2014-03-28,181.25,184.300003,180.110001,184.020004,695800,164.186376
2014-03-31,185.0,185.520004,183.149994,184.839996,699500,164.917989
2014-04-01,185.479996,185.990005,184.240005,185.440002,934500,165.453327
2014-04-02,185.679993,186.419998,184.25,184.440002,1097100,164.561107
2014-04-03,186.119995,186.119995,182.259995,182.979996,1187600,163.258459
2014-04-04,183.889999,184.899994,177.960007,179.0,1713300,159.707426
2014-04-07,178.410004,180.25,175.0,177.059998,1747300,157.976517
2014-04-08,177.320007,178.350006,176.029999,177.479996,893000,158.351248
2014-04-09,178.190002,178.75,175.0,176.820007,946400,157.762393
2014-04-10,176.729996,178.029999,171.880005,173.350006,1012700,154.666387
2014-04-11,172.270004,173.559998,169.949997,170.479996,807200,152.105706
2014-04-14,171.990005,173.410004,170.0,171.570007,903200,153.078236
2014-04-15,173.589996,174.479996,170.869995,174.139999,1054900,155.371235
2014-04-16,175.190002,182.720001,174.509995,179.75,1904000,160.376592
2014-04-17,180.160004,183.729996,178.789993,178.970001,967200,159.680661
2014-04-21,178.770004,180.410004,177.639999,180.309998,651500,160.876233
2014-04-22,180.460007,181.619995,180.0,180.490005,471700,161.036839
2014-04-23,180.050003,182.899994,179.029999,180.119995,891300,160.706709
2014-04-24,182.270004,182.470001,179.0,180.539993,452400,161.08144
2014-04-25,178.789993,180.649994,178.210007,180.199997,786600,160.778088
2014-04-28,181.199997,182.289993,176.490005,179.850006,1233100,160.465819
2014-04-29,181.0,185.490005,180.929993,185.380005,1309500,165.399796
2014-04-30,186.899994,188.619995,182.460007,187.809998,1079700,167.567885
2014-05-01,188.009995,189.960007,182.289993,189.020004,1393300,168.647477
2014-05-02,189.869995,189.949997,186.210007,186.830002,767300,166.693513
2014-05-05,185.729996,191.350006,183.529999,190.970001,511900,170.387304
2014-05-06,189.910004,191.479996,188.050003,188.25,991100,167.960464
2014-05-07,188.289993,188.869995,184.039993,187.360001,584300,167.166388
2014-05-08,186.539993,190.509995,185.220001,188.270004,611900,167.978312
2014-05-09,187.970001,190.820007,186.679993,190.600006,560000,170.057187
2014-05-12,191.0,192.919998,190.589996,192.289993,922800,171.565028
2014-05-13,192.509995,195.5,192.399994,193.960007,846000,173.055047
2014-05-14,193.100006,196.830002,192.300003,195.449997,714900,174.384447
2014-05-15,195.309998,195.919998,193.0,195.919998,579000,174.803791
2014-05-16,196.139999,196.320007,194.520004,195.270004,718700,174.223854
2014-05-19,195.0,197.330002,193.75,196.550003,653300,175.365895
2014-05-20,196.520004,197.449997,193.270004,193.520004,593900,172.662468
2014-05-21,193.899994,195.520004,193.300003,194.699997,506000,173.715282
2014-05-22,194.570007,195.800003,193.070007,195.440002,509100,174.37553
2014-05-23,195.410004,196.529999,193.520004,196.410004,389100,175.240984
2014-05-27,197.449997,198.380005,196.539993,198.169998,945300,176.811287
2014-05-28,197.75,199.669998,197.169998,198.520004,769000,177.12357
2014-05-29,198.960007,200.460007,198.070007,199.559998,589600,178.051473
2014-05-30,199.639999,199.639999,196.919998,198.75,506800,177.328776
2014-06-02,199.110001,200.580002,197.339996,200.070007,517100,178.506514
2014-06-03,199.130005,199.610001,196.679993,196.720001,450500,175.51757
2014-06-04,196.0,200.0,196.0,199.820007,657300,178.283459
2014-06-05,199.779999,200.589996,198.919998,200.059998,614000,178.497583
2014-06-06,200.520004,202.669998,200.009995,201.979996,786600,180.210644
2014-06-09,201.580002,203.220001,201.149994,201.699997,737100,179.960823
2014-06-10,200.880005,203.850006,200.880005,201.979996,1409300,180.210644
2014-06-11,201.789993,203.5,201.339996,201.509995,750400,179.791299
2014-06-12,201.300003,203.619995,200.309998,202.75,1476300,180.897657
2014-06-13,202.75,206.190002,201.889999,206.039993,1157100,183.833056
2014-06-16,205.740005,207.429993,205.460007,206.809998,544200,184.52007
2014-06-17,206.190002,208.460007,206.190002,206.869995,807500,184.573601
2014-06-18,207.460007,208.800003,206.389999,208.589996,643500,186.10822
2014-06-19,208.660004,208.889999,206.830002,207.300003,685200,184.957262
2014-06-20,208.020004,209.660004,205.470001,209.199997,1528400,186.652475
2014-06-23,208.910004,209.259995,206.350006,209.050003,612300,186.518648
2014-06-24,209.0,210.179993,207.970001,209.460007,1209300,186.884461
2014-06-25,209.970001,211.860001,207.639999,208.399994,730600,185.938696
2014-06-26,208.5,210.229996,204.610001,208.669998,1351600,186.1796
2014-06-27,208.470001,210.789993,204.039993,210.110001,910400,187.464399
2014-06-30,210.080002,211.279999,208.880005,210.089996,662600,187.446551
2014-07-01,211.009995,214.020004,210.990005,212.509995,645400,189.605722
2014-07-02,213.020004,214.320007,211.220001,211.820007,502700,188.990102
2014-07-03,212.419998,214.5,211.529999,212.990005,425000,190.033998
2014-07-07,212.350006,214.100006,211.470001,212.220001,405400,189.346984
2014-07-08,212.080002,212.990005,207.380005,209.75,921200,187.143199
2014-07-09,210.059998,212.690002,208.919998,212.589996,793700,189.677102
2014-07-10,208.529999,212.259995,207.029999,211.509995,688100,188.713502
2014-07-11,211.860001,212.490005,210.740005,211.410004,272100,188.624288
2014-07-14,212.520004,212.860001,210.929993,211.160004,627300,188.401233
2014-07-15,211.199997,212.429993,210.110001,211.460007,368100,188.668902
2014-07-16,212.080002,212.080002,208.990005,210.009995,407700,187.375172
2014-07-17,209.619995,210.529999,207.759995,208.529999,315000,186.054689
2014-07-18,218.839996,218.839996,209.479996,210.669998,332000,187.96404
2014-07-21,209.649994,211.100006,208.580002,210.380005,250500,187.705302
2014-07-22,211.0,214.070007,210.880005,213.190002,497400,190.212439
2014-07-23,213.639999,216.029999,212.479996,215.509995,579200,192.282383
2014-07-24,214.449997,217.559998,213.169998,217.110001,635800,193.709941
2014-07-25,215.899994,218.529999,215.610001,218.009995,885400,194.512934
2014-07-28,217.559998,219.610001,216.699997,217.330002,1152800,193.90623
2014-07-29,217.779999,217.779999,214.779999,215.089996,509400,191.907652
2014-07-30,214.550003,217.809998,214.550003,215.75,450800,192.496521
2014-07-31,216.0,220.850006,210.0,214.520004,1502500,191.399094
2014-08-01,213.559998,214.990005,209.300003,211.380005,617800,188.597523
2014-08-04,211.699997,212.520004,209.259995,211.729996,493700,188.909792
2014-08-05,210.740005,212.419998,208.919998,210.619995,459500,187.919427
2014-08-06,208.800003,210.339996,208.279999,208.919998,306000,186.402655
2014-08-07,210.300003,211.610001,207.550003,209.600006,259800,187.009372
2014-08-08,210.399994,210.729996,208.389999,210.399994,491800,187.723137
2014-08-11,210.539993,213.199997,209.309998,211.369995,720900,188.588592
2014-08-12,211.190002,213.0,210.009995,212.630005,436700,189.712798
2014-08-13,212.710007,215.389999,211.619995,214.869995,355200,191.711363
2014-08-14,215.399994,217.710007,214.490005,217.630005,362000,194.173899
2014-08-15,218.630005,218.630005,215.119995,216.949997,389200,193.567182
2014-08-18,218.009995,220.470001,216.580002,219.880005,551500,196.181395
2014-08-19,219.800003,221.789993,216.529999,220.699997,341000,196.913008
2014-08-20,220.440002,220.710007,219.0,220.380005,420800,196.627505
2014-08-21,220.940002,224.479996,219.690002,223.580002,445800,199.482607
2014-08-22,223.559998,224.440002,221.350006,222.800003,964200,198.786676
2014-08-25,224.130005,224.130005,220.139999,221.690002,252800,197.796311
2014-08-26,221.369995,222.320007,216.630005,217.25,600100,193.834851
2014-08-27,218.800003,218.800003,216.570007,217.380005,385000,193.950844
2014-08-28,217.039993,217.279999,215.289993,216.190002,434200,192.8891
2014-08-29,217.600006,218.850006,216.199997,218.259995,445100,194.735989
2014-09-02,217.649994,219.970001,217.619995,219.449997,634200,195.797733
2014-09-03,219.059998,219.949997,217.369995,219.259995,546400,195.628209
2014-09-04,218.580002,220.0,218.110001,218.660004,431900,195.092885
2014-09-05,218.289993,220.149994,218.110001,219.320007,825800,195.681754
2014-09-08,218.809998,219.919998,217.830002,218.919998,638800,195.324857
2014-09-09,218.110001,218.649994,216.070007,216.710007,346100,193.353058
2014-09-10,217.580002,218.449997,216.089996,217.770004,449700,194.29881
2014-09-11,216.699997,217.830002,215.270004,217.149994,345600,193.745624
2014-09-12,217.429993,218.059998,213.910004,216.729996,525200,193.370893
2014-09-15,216.479996,216.929993,214.649994,215.649994,338400,192.407293
2014-09-16,215.449997,218.199997,215.259995,216.610001,666900,193.263831
2014-09-17,216.960007,218.130005,215.639999,216.740005,1302100,193.379824
2014-09-18,216.679993,219.190002,216.240005,219.110001,522500,195.494381
2014-09-19,220.270004,221.389999,217.289993,217.479996,1178900,194.040058
2014-09-22,216.380005,216.539993,212.5,214.240005,414700,191.149273
2014-09-23,210.070007,212.460007,209.199997,209.259995,594600,186.706006
2014-09-24,208.690002,210.5,208.050003,210.089996,859600,187.446551
2014-09-25,210.039993,210.289993,205.770004,206.259995,531100,184.029346
2014-09-26,206.169998,210.25,205.509995,209.710007,588000,187.107516
2014-09-29,208.270004,212.119995,207.089996,212.070007,483900,189.213157
2014-09-30,211.839996,213.539993,210.360001,212.479996,593700,189.578957
2014-10-01,212.410004,212.410004,205.339996,206.399994,1170300,184.154256
2014-10-02,206.789993,207.479996,202.910004,204.660004,655600,182.601801
2014-10-03,205.440002,209.880005,205.050003,208.770004,407800,186.268827
2014-10-06,209.619995,210.369995,205.929993,206.520004,545700,184.261332
2014-10-07,204.940002,205.839996,201.929993,202.330002,441700,180.522927
2014-10-08,202.199997,206.970001,201.320007,206.690002,664800,184.413007
2014-10-09,206.649994,207.410004,199.880005,200.699997,663500,179.068603
2014-10-10,200.0,201.130005,193.660004,194.119995,1100600,173.197792
2014-10-13,194.619995,196.580002,192.580002,192.899994,693700,172.109282
2014-10-14,193.860001,196.300003,192.990005,196.259995,860600,175.107143
2014-10-15,193.240005,196.479996,190.419998,193.399994,843200,172.555393
2014-10-16,190.0,194.559998,190.0,192.240005,496800,171.520427
2014-10-17,195.169998,208.589996,195.169998,206.380005,1275200,184.136421
2014-10-20,205.190002,207.350006,201.070007,203.679993,846600,181.727416
2014-10-21,204.380005,208.630005,204.229996,207.050003,633900,184.734207
2014-10-22,206.809998,207.520004,200.130005,200.460007,1513800,178.854479
2014-10-23,196.539993,199.059998,195.330002,197.729996,872500,183.34228
2014-10-24,195.169998,195.490005,192.059998,194.869995,923800,180.690386
2014-10-27,194.699997,195.860001,190.5,191.960007,929700,177.992141
2014-10-28,192.779999,193.889999,191.929993,193.009995,1244100,178.965727
2014-10-29,193.660004,194.960007,189.550003,192.429993,1262200,178.427929
2014-10-30,194.440002,207.860001,192.020004,207.369995,1641100,192.28083
2014-10-31,210.649994,210.899994,206.929993,208.899994,884800,193.699499
2014-11-03,208.839996,210.919998,208.039993,210.820007,1358900,195.479804
2014-11-04,210.020004,211.389999,209.050003,210.740005,678300,195.405624
2014-11-05,212.929993,213.559998,208.839996,212.850006,460800,197.362091
2014-11-06,213.520004,215.75,212.860001,214.869995,475500,199.235097
2014-11-07,215.729996,215.729996,212.820007,214.029999,403000,198.456222
2014-11-10,213.490005,218.75,213.240005,218.029999,759200,202.165164
2014-11-11,218.410004,222.880005,216.869995,222.0,826700,205.846291
2014-11-12,220.330002,222.460007,219.399994,222.190002,741500,206.022468
2014-11-13,222.179993,224.149994,221.720001,221.970001,665400,205.818475
2014-11-14,221.270004,222.25,220.809998,222.089996,477000,205.929739
2014-11-17,222.830002,224.300003,220.839996,224.270004,419900,207.951119
2014-11-18,223.770004,226.740005,223.039993,225.110001,440900,208.729994
2014-11-19,223.880005,226.289993,222.179993,225.679993,323900,209.258511
2014-11-20,223.820007,224.809998,221.229996,222.570007,529400,206.374822
2014-11-21,225.350006,225.910004,221.470001,223.679993,469700,207.40404
2014-11-24,223.740005,224.570007,221.190002,224.5,538100,208.16438
2014-11-25,224.949997,226.619995,224.0,226.529999,527900,210.046667
2014-11-26,226.0,226.850006,224.649994,226.460007,403400,209.981767
2014-11-28,227.0,229.160004,223.820007,227.169998,284300,210.640097
2014-12-01,227.149994,227.220001,224.0,224.179993,438400,207.867657
2014-12-02,224.089996,225.619995,222.679993,225.410004,406600,209.008167
2014-12-03,225.690002,228.350006,224.610001,227.869995,327000,211.289159
2014-12-04,228.470001,230.559998,226.220001,230.440002,420400,213.672161
2014-12-05,231.0,232.229996,229.940002,231.679993,564400,214.821924
2014-12-08,230.600006,231.460007,227.089996,229.009995,375700,212.346207
2014-12-09,225.929993,231.139999,225.039993,229.860001,664000,213.134363
2014-12-10,229.850006,231.389999,228.229996,229.729996,919300,213.013817
2014-12-11,231.130005,233.820007,230.210007,232.25,652600,215.350455
2014-12-12,229.660004,232.360001,225.759995,226.330002,1008400,209.861222
2014-12-15,227.25,229.910004,220.240005,221.860001,1163100,205.716478
2014-12-16,220.339996,223.220001,217.679993,220.020004,682200,204.010368
2014-12-17,220.0,224.940002,218.470001,224.669998,454300,208.322008
2014-12-18,229.009995,231.220001,227.179993,228.199997,1052700,211.595148
2014-12-19,227.820007,234.979996,226.570007,234.100006,1006100,217.065846
2014-12-22,234.809998,235.839996,232.660004,233.600006,460200,216.602229
2014-12-23,235.470001,235.470001,231.830002,231.979996,304700,215.100097
2014-12-24,233.229996,234.279999,232.0,233.160004,153300,216.194243
2014-12-26,234.369995,235.380005,232.220001,232.759995,324900,215.82334
2014-12-29,232.710007,233.539993,229.699997,229.979996,291100,213.245626
2014-12-30,229.490005,231.25,227.970001,229.679993,279300,212.967453
2014-12-31,229.600006,230.0,225.759995,226.729996,351000,210.232111
2015-01-02,228.509995,229.559998,224.279999,226.649994,383500,210.15793
2015-01-05,226.139999,227.369995,224.259995,224.320007,553600,207.997484
2015-01-06,224.190002,226.419998,219.25,219.429993,826200,203.463289
2015-01-07,220.720001,221.550003,219.110001,220.149994,482300,204.130899
2015-01-08,221.949997,224.990005,219.899994,222.779999,550700,206.569533
2015-01-09,222.229996,223.199997,216.729996,216.889999,716300,201.108117
