Date,Open_MCK,High_MCK,Low_MCK,Close_MCK,Volume_MCK,AdjClose_MCK
2014-10-23,198.149994,199.929993,197.300003,198.75,984900,196.887494
2014-10-24,198.600006,201.350006,198.029999,200.830002,775400,198.948003
2014-10-27,201.410004,203.360001,200.830002,202.699997,1576000,200.800475
2014-10-28,202.509995,204.830002,198.759995,201.199997,2016600,199.314531
2014-10-29,196.029999,201.830002,195.0,198.449997,2307400,196.590302
2014-10-30,198.690002,204.289993,197.820007,203.479996,1262900,201.573164
2014-10-31,206.589996,206.910004,203.190002,203.410004,1446000,201.503828
2014-11-03,204.0,204.949997,202.679993,203.389999,848300,201.484011
2014-11-04,203.449997,204.529999,201.649994,203.350006,697700,201.444392
2014-11-05,204.979996,205.949997,200.490005,201.600006,1182400,199.710792
2014-11-06,202.089996,203.169998,200.449997,202.660004,669000,200.760856
2014-11-07,202.050003,202.169998,198.190002,199.320007,931700,197.452159
2014-11-10,199.960007,201.699997,198.160004,201.279999,712100,199.393783
2014-11-11,201.330002,203.149994,200.160004,203.119995,895400,201.216537
2014-11-12,202.350006,203.759995,201.460007,203.130005,894900,201.226453
2014-11-13,202.669998,205.0,202.669998,204.820007,867400,202.900618
2014-11-14,204.139999,205.320007,203.160004,205.25,995200,203.326581
2014-11-17,204.050003,205.839996,203.300003,204.380005,901200,202.464739
2014-11-18,204.380005,208.0,203.529999,207.990005,1297300,206.04091
2014-11-19,207.029999,208.0,204.929993,206.270004,899400,204.337027
2014-11-20,204.720001,207.149994,203.639999,205.0,854300,203.078924
2014-11-21,206.429993,207.820007,204.089996,205.169998,768500,203.247329
2014-11-24,205.570007,209.839996,205.559998,209.720001,1198400,207.754694
2014-11-25,209.380005,209.449997,207.690002,208.940002,779500,206.982004
2014-11-26,208.940002,209.300003,207.050003,208.240005,714200,206.525787
2014-11-28,208.380005,211.25,208.279999,210.759995,490000,209.025031
2014-12-01,210.360001,210.360001,207.740005,208.800003,855500,207.081174
2014-12-02,208.539993,211.330002,208.5,210.710007,953200,208.975455
2014-12-03,210.610001,211.919998,209.789993,211.5,711400,209.758945
2014-12-04,211.729996,212.75,209.899994,211.820007,597600,210.076318
2014-12-05,212.0,212.899994,210.899994,212.630005,557000,210.879648
2014-12-08,212.720001,214.369995,211.470001,212.779999,1007400,211.028407
2014-12-09,210.070007,212.779999,208.360001,210.289993,1645900,208.558899
2014-12-10,210.759995,211.389999,207.929993,208.119995,908400,206.406764
2014-12-11,209.440002,212.110001,209.009995,209.589996,730200,207.864665
2014-12-12,208.850006,209.580002,205.300003,205.330002,840600,203.639738
2014-12-15,205.800003,208.110001,204.800003,206.399994,957100,204.700922
2014-12-16,205.410004,208.100006,201.309998,201.419998,1248200,199.761921
2014-12-17,202.240005,206.429993,202.009995,205.279999,1058900,203.590147
2014-12-18,207.75,211.970001,207.080002,211.970001,1062600,210.225077
2014-12-19,213.130005,214.25,209.669998,211.119995,1533700,209.382068
2014-12-22,211.470001,213.190002,210.320007,211.600006,714700,209.858128
2014-12-23,211.779999,212.800003,208.75,209.210007,997300,207.487803
2014-12-24,209.440002,210.820007,208.839996,209.789993,325900,208.063015
2014-12-26,210.0,211.479996,209.910004,210.149994,336600,208.420052
