Date,Open_LLL,High_LLL,Low_LLL,Close_LLL,Volume_LLL,AdjClose_LLL
2016-02-19,117.360001,117.690002,116.239998,117.559998,507900,116.267064
2016-02-22,117.830002,119.93,117.830002,118.610001,533100,117.305519
2016-02-23,118.220001,119.389999,116.400002,117.800003,373400,116.50443
2016-02-24,117.190002,118.220001,116.379997,117.919998,309800,116.623106
2016-02-25,117.68,119.239998,117.599998,119.190002,318500,117.879142
2016-02-26,118.959999,119.860001,118.660004,118.919998,395900,118.30692
2016-02-29,118.839996,119.519997,117.290001,117.309998,587600,116.705219
2016-03-01,117.769997,119.330002,117.379997,118.910004,622800,118.296977
2016-03-02,118.800003,119.82,118.370003,119.470001,560900,118.854087
2016-03-03,119.739998,120.599998,118.449997,120.550003,536000,119.928521
2016-03-04,120.230003,120.760002,119.019997,119.5,535500,118.883932
2016-03-07,119.07,119.919998,116.889999,118.010002,567100,117.401615
2016-03-08,117.660004,119.0,116.550003,117.910004,459500,117.302132
2016-03-09,118.739998,119.419998,117.360001,117.589996,465400,116.983775
2016-03-10,118.07,118.989998,115.75,117.0,644300,116.39682
2016-03-11,118.339996,119.739998,117.629997,119.089996,567400,118.476042
2016-03-14,118.550003,119.059998,116.370003,117.849998,271300,117.242436
2016-03-15,116.949997,118.279999,116.809998,117.82,432700,117.212592
2016-03-16,117.660004,118.370003,116.699997,117.93,407100,117.322026
2016-03-17,118.300003,118.589996,117.510002,117.989998,507400,117.381714
2016-03-18,118.129997,119.519997,117.739998,118.739998,850700,118.127848
2016-03-21,118.290001,119.57,117.940002,118.790001,479100,118.177593
2016-03-22,118.5,119.900002,117.809998,119.379997,1248200,118.764547
2016-03-23,119.32,120.849998,119.32,119.580002,532500,118.963521
2016-03-24,118.709999,119.110001,117.559998,118.419998,488500,117.809498
2016-03-28,118.660004,119.269997,117.230003,118.690002,380700,118.07811
2016-03-29,118.25,119.099998,117.5,118.970001,707400,118.356665
2016-03-30,119.529999,120.900002,119.260002,120.010002,401800,119.391304
2016-03-31,120.339996,120.610001,118.290001,118.5,929100,117.889087
2016-04-01,117.900002,119.019997,116.970001,118.540001,756100,117.928882
2016-04-04,118.269997,119.860001,118.029999,119.400002,539900,118.784449
2016-04-05,118.830002,119.940002,118.360001,119.120003,536100,118.505893
2016-04-06,118.93,120.57,118.669998,120.239998,421600,119.620114
2016-04-07,119.660004,120.32,118.150002,119.029999,581600,118.416353
2016-04-08,119.669998,120.699997,119.230003,119.410004,352900,118.794399
2016-04-11,119.769997,120.510002,119.330002,119.339996,334300,118.724753
2016-04-12,119.360001,120.370003,119.360001,119.830002,454700,119.212232
2016-04-13,120.419998,120.660004,119.440002,120.089996,429900,119.470886
2016-04-14,119.900002,120.349998,118.610001,119.900002,1913000,119.281871
2016-04-15,119.440002,121.080002,119.169998,120.5,1171000,119.878776
2016-04-18,120.300003,123.269997,120.010002,122.5,1243100,121.868465
2016-04-19,122.599998,123.300003,121.940002,123.209999,641700,122.574804
2016-04-20,123.370003,124.440002,122.480003,123.559998,1020500,122.922998
2016-04-21,123.400002,124.120003,122.580002,122.830002,329800,122.196766
2016-04-22,122.989998,124.660004,122.239998,124.029999,615400,123.390576
2016-04-25,123.5,124.449997,123.129997,123.849998,391100,123.211504
2016-04-26,124.019997,125.0,123.459999,124.82,1126100,124.176505
2016-04-27,126.440002,131.539993,126.440002,130.880005,1458000,130.205268
2016-04-28,129.899994,132.630005,128.660004,130.839996,1104500,130.165466
2016-04-29,130.580002,131.869995,129.899994,131.529999,695600,130.851911
2016-05-02,132.610001,134.570007,132.610001,133.539993,884900,132.851543
2016-05-03,132.5,134.369995,132.0,134.0,684100,133.309178
2016-05-04,133.419998,134.639999,133.080002,134.360001,1124600,133.667323
2016-05-05,134.339996,135.789993,134.070007,135.75,1118600,135.050157
2016-05-06,135.339996,136.660004,134.820007,136.589996,788700,135.885822
2016-05-09,136.589996,137.0,135.869995,135.929993,711100,135.229221
2016-05-10,136.589996,137.600006,136.149994,137.25,569500,136.542423
2016-05-11,137.059998,137.839996,135.809998,135.880005,482000,135.179491
2016-05-12,136.110001,136.580002,135.330002,135.779999,681800,135.080001
2016-05-13,135.050003,135.479996,133.899994,134.509995,446400,134.509995
2016-05-16,134.399994,136.600006,133.899994,136.25,355400,136.25
2016-05-17,136.009995,136.979996,135.610001,136.479996,647100,136.479996
2016-05-18,136.029999,137.380005,135.619995,136.610001,472900,136.610001
2016-05-19,137.240005,138.0,136.380005,136.850006,570200,136.850006
2016-05-20,137.860001,138.639999,137.149994,138.199997,644900,138.199997
2016-05-23,138.179993,138.309998,137.580002,137.940002,567900,137.940002
2016-05-24,138.529999,138.899994,138.029999,138.339996,592000,138.339996
2016-05-25,138.669998,139.130005,137.789993,137.809998,587600,137.809998
2016-05-26,137.740005,138.539993,137.710007,137.789993,308200,137.789993
2016-05-27,137.800003,138.289993,137.229996,137.889999,322900,137.889999
2016-05-31,137.949997,138.0,136.610001,137.210007,400400,137.210007
2016-06-01,136.690002,138.559998,136.169998,138.279999,413200,138.279999
2016-06-02,138.850006,140.559998,138.529999,139.860001,696200,139.860001
2016-06-03,139.289993,142.199997,138.539993,141.970001,670600,141.970001
