Date,Open_JBHT,High_JBHT,Low_JBHT,Close_JBHT,Volume_JBHT,AdjClose_JBHT
2013-08-15,74.0,74.459999,72.849998,73.089996,731500,71.049384
2013-08-16,72.980003,73.68,72.849998,73.129997,253900,71.088268
2013-08-19,73.029999,73.629997,72.809998,72.849998,292200,70.816087
2013-08-20,72.809998,73.940002,72.559998,73.720001,432700,71.6618
2013-08-21,73.339996,73.809998,72.75,73.160004,436500,71.117437
2013-08-22,73.43,75.0,73.059998,74.330002,192500,72.25477
2013-08-23,74.339996,74.949997,73.790001,74.559998,380800,72.478344
2013-08-26,74.68,75.169998,74.279999,74.699997,390200,72.614435
2013-08-27,73.699997,74.010002,72.959999,73.330002,372200,71.282689
2013-08-28,73.0,73.389999,72.120003,72.889999,588100,70.854971
2013-08-29,72.989998,74.080002,72.559998,73.139999,538300,71.097991
2013-08-30,73.339996,73.699997,71.870003,72.0,409000,69.98982
2013-09-03,72.830002,73.620003,71.260002,71.709999,992600,69.707915
2013-09-04,71.669998,72.540001,71.550003,72.449997,578200,70.427253
2013-09-05,72.599998,73.010002,72.339996,72.809998,460400,70.777203
2013-09-06,72.870003,73.989998,72.419998,73.18,437900,71.136875
2013-09-09,73.480003,74.239998,73.18,73.660004,405800,71.603477
2013-09-10,74.040001,75.0,74.019997,74.989998,489400,72.896339
2013-09-11,74.5,75.089996,74.419998,74.5,632300,72.420022
2013-09-12,74.32,74.599998,74.18,74.32,725600,72.245047
2013-09-13,74.540001,74.739998,73.709999,74.040001,642200,71.972865
2013-09-16,76.0,76.0,74.160004,74.449997,1121800,72.371415
2013-09-17,74.099998,74.239998,73.419998,73.980003,606400,71.914543
2013-09-18,74.160004,74.370003,73.559998,74.150002,714500,72.079795
2013-09-19,74.459999,74.459999,73.919998,74.330002,1002400,72.25477
2013-09-20,74.0,75.279999,74.0,74.919998,1344000,72.828294
2013-09-23,74.900002,74.910004,74.099998,74.209999,1076600,72.138117
2013-09-24,74.209999,74.550003,73.139999,73.290001,723800,71.243805
2013-09-25,73.18,73.410004,71.660004,71.809998,1016000,69.805122
2013-09-26,73.169998,73.169998,71.589996,71.900002,791300,69.892613
2013-09-27,71.830002,72.550003,71.260002,72.339996,465500,70.320323
2013-09-30,71.620003,73.230003,71.620003,72.93,685000,70.893855
2013-10-01,73.629997,74.25,73.160004,73.489998,915400,71.438218
2013-10-02,73.07,73.589996,72.650002,73.550003,499500,71.496548
2013-10-03,73.459999,73.639999,72.25,72.440002,583300,70.417537
2013-10-04,72.339996,72.940002,71.769997,72.919998,570600,70.884132
2013-10-07,72.220001,72.620003,71.779999,72.160004,431000,70.145356
2013-10-08,72.050003,72.400002,71.32,71.370003,681800,69.377411
2013-10-09,71.419998,71.629997,70.629997,70.830002,824400,68.852487
2013-10-10,71.480003,72.230003,70.599998,72.139999,1453800,70.12591
2013-10-11,73.43,74.669998,72.980003,74.0,960200,71.933981
2013-10-14,74.059998,74.5,73.019997,73.18,1033200,71.136875
2013-10-15,72.940002,74.599998,72.010002,72.75,2169600,70.71888
2013-10-16,72.989998,73.839996,72.730003,73.790001,1193300,71.729845
2013-10-17,73.110001,74.739998,72.93,74.660004,728600,72.575558
2013-10-18,74.720001,75.860001,74.470001,75.790001,1099700,73.674007
2013-10-21,75.860001,76.110001,74.989998,75.339996,675500,73.236566
2013-10-22,75.669998,76.07,74.849998,74.900002,688400,72.808855
2013-10-23,74.699997,75.07,73.889999,74.830002,806700,72.74081
2013-10-24,74.769997,75.260002,74.32,75.190002,914000,73.09076
2013-10-25,75.290001,75.510002,74.489998,74.769997,620800,72.68248
2013-10-28,74.599998,75.300003,74.230003,74.349998,613800,72.274208
2013-10-29,74.650002,74.989998,74.260002,74.699997,420000,72.614435
2013-10-30,74.949997,75.550003,74.870003,75.330002,784700,73.22685
2013-10-31,75.449997,75.57,74.5,75.029999,716900,72.935223
2013-11-01,75.160004,75.790001,74.660004,75.0,718500,72.906062
2013-11-04,78.650002,78.650002,75.150002,75.910004,500100,73.790659
2013-11-05,75.620003,75.900002,75.019997,75.050003,1834900,72.954669
2013-11-06,74.480003,74.82,73.160004,73.199997,1465900,71.156314
2013-11-07,73.690002,73.849998,72.699997,72.949997,1060100,70.913293
2013-11-08,72.839996,73.5,72.800003,73.199997,550000,71.156314
2013-11-11,73.330002,73.440002,72.870003,73.209999,412600,71.166036
2013-11-12,73.190002,73.800003,72.809998,73.739998,573400,71.681238
2013-11-13,73.010002,73.790001,72.660004,72.709999,1159000,70.824066
2013-11-14,72.93,73.089996,72.230003,72.300003,669000,70.424705
2013-11-15,72.349998,74.0,72.110001,73.959999,841700,72.041644
2013-11-18,74.279999,74.410004,73.550003,73.699997,714900,71.788386
2013-11-19,73.489998,73.720001,72.519997,72.68,670600,70.794846
2013-11-20,72.669998,72.779999,72.199997,72.370003,381500,70.492889
2013-11-21,72.129997,73.0,72.129997,72.959999,425900,71.067582
2013-11-22,72.989998,73.349998,72.660004,73.300003,417700,71.398767
2013-11-25,73.709999,74.580002,73.449997,74.43,663100,72.499455
2013-11-26,74.800003,75.0,74.339996,74.970001,1230800,73.025449
2013-11-27,75.099998,75.169998,74.580002,74.989998,452800,73.044927
2013-11-29,75.129997,75.419998,74.910004,75.190002,244600,73.239744
2013-12-02,75.68,76.169998,74.910004,76.010002,841600,74.038475
2013-12-03,75.720001,76.160004,75.57,75.830002,840200,73.863143
2013-12-04,75.290001,76.139999,74.970001,75.830002,647300,73.863143
2013-12-05,75.860001,76.510002,75.660004,76.010002,807000,74.038475
2013-12-06,76.629997,76.989998,76.169998,76.730003,727500,74.739801
2013-12-09,77.0,77.309998,76.769997,76.860001,662800,74.866426
2013-12-10,76.639999,76.860001,76.190002,76.260002,572100,74.28199
2013-12-11,76.150002,76.400002,75.099998,75.239998,520200,73.288443
2013-12-12,75.199997,75.489998,73.699997,74.610001,887100,72.674786
2013-12-13,74.919998,75.150002,74.019997,74.220001,622100,72.294902
2013-12-16,74.440002,75.489998,74.440002,75.459999,582900,73.502738
2013-12-17,75.599998,75.839996,75.029999,75.279999,443800,73.327406
2013-12-18,75.379997,76.739998,75.139999,76.709999,845500,74.720315
2013-12-19,76.330002,76.860001,75.779999,76.019997,457400,74.04821
2013-12-20,76.389999,76.459999,75.93,76.440002,1235300,74.457322
2013-12-23,76.970001,77.389999,76.389999,77.160004,482700,75.158648
2013-12-24,77.029999,77.389999,76.959999,77.269997,266800,75.265788
2013-12-26,77.410004,78.160004,77.220001,77.43,322500,75.421641
2013-12-27,77.629997,77.93,77.190002,77.449997,246800,75.441119
2013-12-30,77.519997,77.519997,76.93,77.309998,326900,75.304751
2013-12-31,77.050003,77.5,76.919998,77.300003,383700,75.295016
2014-01-02,77.169998,77.290001,76.260002,76.599998,538600,74.613168
2014-01-03,76.870003,77.43,76.599998,77.290001,526800,75.285273
2014-01-06,77.669998,77.93,76.459999,76.620003,634100,74.632653
2014-01-07,77.190002,77.720001,76.809998,77.300003,448200,75.295016
2014-01-08,77.279999,77.5,76.57,77.150002,481800,75.148905
2014-01-09,77.129997,77.5,76.730003,77.480003,1069600,75.470347
2014-01-10,77.830002,79.260002,77.57,79.230003,875700,77.174956
2014-01-13,79.169998,79.269997,77.699997,77.800003,753100,75.782047
2014-01-14,78.150002,78.75,78.010002,78.400002,626000,76.366483
2014-01-15,78.419998,79.510002,78.199997,79.18,532500,77.12625
2014-01-16,78.980003,79.0,78.209999,78.510002,459100,76.47363
2014-01-17,77.449997,77.790001,76.949997,77.589996,875600,75.577487
2014-01-21,79.089996,79.57,78.459999,79.059998,1318600,77.00936
2014-01-22,79.889999,79.889999,78.68,79.290001,896200,77.233398
2014-01-23,78.110001,79.169998,77.599998,78.489998,1099500,76.454145
2014-01-24,78.25,78.400002,76.300003,76.300003,891700,74.320954
2014-01-27,76.419998,76.440002,74.559998,74.75,1090800,72.811154
2014-01-28,74.470001,75.879997,74.099998,74.730003,693200,72.791676
2014-01-29,74.25,74.919998,73.669998,74.279999,1024300,72.353344
2014-01-30,74.949997,75.989998,74.510002,75.510002,552500,73.551444
2014-01-31,74.660004,75.580002,74.25,75.050003,537800,73.103376
2014-02-03,75.260002,75.599998,72.279999,72.400002,1102800,70.522109
2014-02-04,72.739998,73.269997,72.120003,73.089996,755600,71.194207
2014-02-05,72.75,73.690002,72.389999,73.480003,965200,71.574098
2014-02-06,73.610001,74.589996,73.190002,74.129997,555700,72.207233
2014-02-07,74.129997,74.57,73.629997,73.919998,582200,72.002681
2014-02-10,72.919998,73.650002,72.879997,73.220001,698700,71.32084
2014-02-11,72.93,73.730003,72.559998,73.239998,745000,71.535715
2014-02-12,73.290001,73.580002,72.269997,73.25,1049800,71.545485
2014-02-13,72.82,73.639999,72.68,73.43,551400,71.721297
2014-02-14,73.209999,73.610001,72.709999,72.779999,853900,71.08642
2014-02-18,72.660004,73.110001,71.980003,72.309998,958400,70.627356
2014-02-19,73.57,73.57,71.360001,71.419998,717900,69.758067
2014-02-20,71.5,71.849998,70.730003,71.650002,624600,69.982718
2014-02-21,71.629997,72.449997,71.540001,72.0,737400,70.324572
2014-02-24,72.0,72.68,71.650002,71.650002,591800,69.982718
2014-02-25,71.779999,72.080002,70.970001,71.830002,633100,70.15853
2014-02-26,72.150002,72.389999,71.050003,71.110001,1202200,69.455283
2014-02-27,71.129997,71.449997,70.790001,71.129997,948300,69.474814
2014-02-28,71.019997,72.510002,71.010002,71.870003,1218700,70.1976
2014-03-03,71.32,71.559998,70.879997,71.160004,822600,69.504122
2014-03-04,72.010002,72.790001,71.889999,72.300003,794700,70.617594
2014-03-05,72.489998,72.849998,72.169998,72.709999,869500,71.01805
2014-03-06,72.57,73.870003,72.370003,73.839996,691300,72.121752
2014-03-07,74.190002,74.809998,73.889999,74.389999,919600,72.658957
2014-03-10,74.040001,74.790001,73.879997,74.18,1066700,72.453844
2014-03-11,74.160004,74.379997,73.010002,73.080002,735400,71.379442
2014-03-12,72.779999,73.209999,72.519997,72.75,611900,71.05712
2014-03-13,72.839996,73.269997,71.550003,71.900002,703900,70.226901
2014-03-14,71.809998,72.360001,71.349998,71.449997,886900,69.787368
2014-03-17,71.959999,72.410004,71.290001,71.5,631500,69.836207
2014-03-18,71.519997,71.860001,70.940002,70.980003,1090200,69.328311
2014-03-19,70.739998,71.400002,70.639999,70.989998,874500,69.338073
2014-03-20,70.690002,70.82,69.940002,70.199997,1347700,68.566455
2014-03-21,70.330002,71.169998,70.029999,70.110001,1393500,68.478553
2014-03-24,70.220001,70.519997,69.5,69.970001,1318200,68.341811
2014-03-25,70.43,70.870003,69.330002,69.800003,1574100,68.175769
2014-03-26,69.870003,70.779999,69.559998,69.75,1429700,68.126929
2014-03-27,69.529999,70.080002,69.510002,69.970001,779000,68.341811
2014-03-28,69.889999,70.519997,69.849998,69.970001,789200,68.341811
2014-03-31,70.290001,72.010002,70.260002,71.919998,1863300,70.246432
2014-04-01,72.099998,73.050003,72.0,73.029999,1357500,71.330603
2014-04-02,72.790001,74.199997,72.720001,74.18,1402900,72.453844
2014-04-03,73.699997,74.129997,73.550003,73.800003,907600,72.082689
2014-04-04,74.050003,74.25,73.269997,73.349998,1068300,71.643156
2014-04-07,72.940002,73.330002,71.940002,72.040001,1521500,70.363642
2014-04-08,71.82,72.339996,71.760002,72.300003,983600,70.617594
2014-04-09,72.529999,72.870003,72.059998,72.82,895400,71.125491
2014-04-10,72.839996,73.07,71.760002,71.959999,1179300,70.285502
2014-04-11,71.75,72.379997,71.449997,71.510002,1435900,69.845976
2014-04-14,73.610001,76.120003,72.160004,74.290001,2433600,72.561285
2014-04-15,74.830002,74.910004,73.290001,74.410004,1625900,72.678495
2014-04-16,74.919998,75.82,74.480003,75.800003,1332800,74.03615
2014-04-17,75.620003,76.269997,75.410004,75.809998,804700,74.045912
2014-04-21,75.839996,76.440002,75.459999,76.389999,681900,74.612417
2014-04-22,76.459999,77.010002,75.870003,76.790001,786400,75.00311
2014-04-23,76.720001,76.989998,75.870003,76.150002,809500,74.378004
2014-04-24,76.339996,76.410004,75.379997,76.040001,571400,74.270563
2014-04-25,75.980003,76.07,75.120003,75.480003,664600,73.723596
2014-04-28,75.639999,76.43,75.290001,75.459999,918100,73.704058
2014-04-29,75.709999,76.110001,75.07,75.489998,1157400,73.733358
2014-04-30,75.690002,76.489998,75.419998,76.099998,701800,74.329164
2014-05-01,76.239998,77.18,75.620003,77.099998,837000,75.305894
2014-05-02,77.0,77.860001,76.889999,76.940002,507100,75.149622
2014-05-05,76.440002,76.910004,75.93,76.57,362000,74.788229
2014-05-06,76.239998,77.019997,76.169998,76.529999,472300,74.749159
2014-05-07,76.440002,77.010002,75.650002,76.550003,589500,74.964608
2014-05-08,76.57,77.190002,75.760002,75.800003,1012200,74.23014
2014-05-09,75.650002,75.900002,75.199997,75.760002,585700,74.190968
2014-05-12,75.959999,76.959999,75.959999,76.910004,689700,75.317152
2014-05-13,77.0,77.5,76.760002,77.459999,740400,75.855757
2014-05-14,77.230003,77.449997,76.949997,77.07,447800,75.473835
2014-05-15,76.889999,77.160004,76.290001,76.970001,535500,75.375907
2014-05-16,77.050003,77.110001,76.400002,76.889999,438300,75.297562
2014-05-19,76.809998,77.900002,76.610001,77.660004,439300,76.051619
2014-05-20,77.739998,77.839996,76.419998,76.980003,676300,75.385702
2014-05-21,77.169998,77.489998,76.190002,76.589996,602000,75.003773
2014-05-22,76.650002,77.639999,76.330002,77.480003,728300,75.875347
2014-05-23,77.75,77.809998,76.82,77.220001,898900,75.62073
2014-05-27,77.660004,77.660004,76.629997,77.0,804800,75.405285
2014-05-28,77.0,77.900002,76.599998,77.589996,889600,75.983062
2014-05-29,77.879997,77.940002,77.440002,77.839996,454300,76.227884
2014-05-30,77.709999,77.900002,77.199997,77.660004,660600,76.051619
2014-06-02,77.290001,77.760002,76.720001,77.599998,826500,75.992857
2014-06-03,77.120003,77.699997,76.699997,76.809998,441600,75.219217
2014-06-04,76.730003,77.059998,76.57,76.879997,404000,75.287767
2014-06-05,77.32,77.379997,76.459999,76.879997,881800,75.287767
2014-06-06,76.970001,77.32,76.269997,76.900002,1351200,75.307357
2014-06-09,77.080002,78.040001,76.760002,77.410004,1117800,75.806797
2014-06-10,77.470001,78.07,76.769997,77.0,713800,75.405285
2014-06-11,76.730003,76.949997,76.25,76.339996,575000,74.75895
2014-06-12,76.32,76.32,74.940002,75.349998,981300,73.789456
2014-06-13,75.43,75.779999,75.099998,75.599998,470600,74.034278
2014-06-16,75.650002,76.040001,75.330002,75.580002,493500,74.014696
2014-06-17,75.25,76.379997,75.010002,75.839996,829700,74.269305
2014-06-18,76.040001,76.599998,75.879997,76.339996,702900,74.75895
2014-06-19,76.400002,76.650002,75.889999,76.459999,747300,74.876468
2014-06-20,76.510002,77.199997,76.43,77.0,690200,75.405285
2014-06-23,77.220001,77.220001,75.82,76.110001,1007000,74.533718
2014-06-24,76.059998,76.57,74.959999,75.139999,800800,73.583806
2014-06-25,75.050003,75.93,74.93,75.449997,735900,73.887383
2014-06-26,75.349998,75.470001,73.360001,73.519997,1493900,71.997354
2014-06-27,73.120003,73.870003,72.970001,73.480003,772200,71.958189
2014-06-30,73.57,74.059998,73.279999,73.779999,819600,72.251972
2014-07-01,74.260002,74.290001,73.269997,73.370003,1077000,71.850467
2014-07-02,73.089996,73.779999,73.089996,73.760002,666200,72.232389
2014-07-03,73.940002,74.339996,73.660004,74.209999,278900,72.673066
2014-07-07,74.32,74.57,73.5,74.239998,1027300,72.702444
2014-07-08,74.010002,74.489998,73.650002,73.879997,1016700,72.349899
2014-07-09,73.980003,74.410004,73.260002,74.139999,774800,72.604516
2014-07-10,73.300003,73.839996,73.010002,73.470001,563000,71.948394
2014-07-11,73.290001,74.029999,73.050003,73.889999,745000,72.359694
2014-07-14,74.080002,74.580002,73.959999,74.290001,1160500,72.751411
2014-07-15,73.43,77.0,72.940002,76.940002,2106400,75.34653
2014-07-16,78.540001,79.790001,77.57,78.410004,2723700,76.786086
2014-07-17,77.959999,78.25,77.470001,77.580002,1536600,75.973274
2014-07-18,77.510002,78.699997,77.349998,78.139999,1520700,76.521674
2014-07-21,77.739998,78.279999,77.620003,78.080002,768300,76.462919
2014-07-22,78.25,79.620003,78.110001,78.980003,871000,77.344281
2014-07-23,79.489998,79.489998,78.389999,78.949997,928400,77.314896
2014-07-24,78.879997,79.730003,78.629997,79.720001,770500,78.068953
2014-07-25,79.300003,79.540001,79.160004,79.230003,985200,77.589103
2014-07-28,79.269997,79.360001,78.720001,79.080002,658000,77.442209
2014-07-29,79.010002,79.089996,78.209999,78.260002,1130900,76.639192
2014-07-30,78.129997,78.800003,78.080002,78.5,621100,77.07118
2014-07-31,77.809998,78.459999,77.209999,77.260002,986600,75.853752
2014-08-01,76.779999,77.209999,76.18,76.239998,1478400,74.852313
2014-08-04,76.410004,76.410004,75.459999,76.150002,794400,74.763955
2014-08-05,76.010002,76.540001,75.620003,76.040001,469300,74.655957
2014-08-06,75.769997,75.82,75.260002,75.459999,919900,74.086512
2014-08-07,75.480003,75.940002,74.959999,75.010002,493000,73.644705
2014-08-08,75.059998,76.120003,74.989998,76.099998,650700,74.714862
2014-08-11,76.5,76.949997,76.199997,76.309998,407700,74.921039
2014-08-12,76.160004,76.610001,76.0,76.300003,373500,74.911226
2014-08-13,76.5,76.870003,76.209999,76.290001,378300,74.901406
2014-08-14,76.169998,76.349998,75.360001,75.599998,804600,74.223963
2014-08-15,75.830002,76.029999,74.910004,75.57,497900,74.19451
2014-08-18,76.010002,77.129997,75.510002,77.040001,772600,75.637755
2014-08-19,77.410004,77.410004,76.599998,76.919998,509800,75.519937
2014-08-20,76.690002,76.889999,75.959999,76.160004,526000,74.773775
2014-08-21,76.489998,76.529999,75.949997,76.129997,394800,74.744315
2014-08-22,76.239998,76.330002,75.269997,75.830002,440100,74.44978
2014-08-25,76.330002,76.489998,76.080002,76.440002,336500,75.048677
2014-08-26,76.629997,76.690002,75.480003,75.610001,573300,74.233783
2014-08-27,75.690002,76.059998,74.150002,75.040001,1078200,73.674158
2014-08-28,75.019997,75.730003,74.639999,75.669998,606300,74.292688
2014-08-29,75.940002,75.949997,75.400002,75.550003,588200,74.174877
2014-09-02,73.940002,76.370003,73.940002,76.019997,1001900,74.636316
2014-09-03,76.459999,76.470001,75.75,76.019997,850500,74.636316
2014-09-04,76.279999,76.980003,75.830002,76.940002,923700,75.539577
2014-09-05,76.709999,77.0,76.550003,76.93,846800,75.529757
2014-09-08,77.050003,77.199997,76.589996,76.739998,873800,75.343212
2014-09-09,76.620003,76.870003,75.93,76.050003,479300,74.665777
2014-09-10,75.93,76.199997,74.629997,75.019997,2247600,73.654518
2014-09-11,74.639999,75.339996,74.389999,75.260002,773100,73.890155
2014-09-12,75.379997,75.82,75.029999,75.360001,873200,73.988333
2014-09-15,74.0,75.040001,74.0,74.720001,1113300,73.359983
2014-09-16,74.629997,75.0,74.419998,74.629997,1193500,73.271617
2014-09-17,74.830002,75.370003,74.089996,74.110001,1063000,72.761085
2014-09-18,74.169998,74.410004,73.790001,73.949997,1098200,72.603994
2014-09-19,74.209999,74.919998,74.160004,74.419998,961000,73.06544
2014-09-22,74.199997,74.379997,73.589996,73.629997,431800,72.289819
2014-09-23,73.379997,73.68,72.879997,72.93,564100,71.602563
2014-09-24,73.129997,73.129997,72.370003,72.75,707100,71.425839
2014-09-25,72.489998,73.150002,71.730003,72.849998,1180200,71.524017
2014-09-26,73.07,74.43,72.900002,74.209999,1050000,72.859264
2014-09-29,73.57,74.099998,73.029999,74.0,622300,72.653087
2014-09-30,73.900002,74.279999,73.279999,74.050003,857400,72.70218
2014-10-01,74.330002,74.339996,73.199997,73.32,1455100,71.985464
2014-10-02,73.459999,74.720001,73.269997,74.580002,850200,73.222532
2014-10-03,75.199997,75.830002,74.860001,75.699997,890800,74.322141
2014-10-06,75.699997,76.089996,74.370003,74.690002,728400,73.33053
2014-10-07,74.32,74.32,73.059998,73.080002,1051800,71.749834
2014-10-08,73.089996,74.5,72.68,74.309998,781500,72.957442
2014-10-09,74.099998,74.160004,73.019997,73.050003,568900,71.720381
2014-10-10,72.830002,73.059998,71.989998,72.080002,848900,70.768036
2014-10-13,72.230003,72.519997,71.0,71.300003,1657900,70.002234
2014-10-14,74.370003,76.360001,72.790001,73.470001,3171100,72.132735
2014-10-15,72.790001,73.800003,71.68,73.650002,1572900,72.309459
2014-10-16,72.889999,75.5,72.400002,74.720001,2531600,73.359983
2014-10-17,75.239998,75.550003,74.290001,74.910004,919700,73.546527
2014-10-20,74.629997,75.610001,74.629997,74.860001,818500,73.497434
2014-10-21,75.260002,76.980003,74.870003,76.940002,1057900,75.539577
2014-10-22,76.919998,77.349998,76.519997,76.779999,1509700,75.382485
2014-10-23,77.410004,77.949997,77.0,77.540001,668700,76.128654
2014-10-24,77.68,77.879997,77.050003,77.339996,809300,75.93229
2014-10-27,77.25,78.300003,76.989998,78.279999,553100,76.855183
2014-10-28,78.849998,79.279999,78.43,78.860001,798000,77.424628
2014-10-29,78.769997,79.410004,78.160004,79.169998,585000,77.728983
2014-10-30,78.959999,79.529999,77.769997,78.480003,945000,77.051547
2014-10-31,79.290001,79.82,78.660004,79.769997,899100,78.318061
2014-11-03,79.410004,80.330002,79.07,80.050003,1051500,78.592971
2014-11-04,80.309998,82.279999,80.050003,82.010002,1317200,80.517295
2014-11-05,82.559998,82.75,80.330002,80.839996,1675000,79.368585
2014-11-06,80.839996,81.18,80.690002,81.110001,1006800,79.633675
2014-11-07,79.029999,80.68,79.019997,79.959999,1088800,78.504605
2014-11-10,80.18,81.139999,79.82,81.120003,675500,79.643495
2014-11-11,80.0,81.190002,79.610001,80.25,1527700,78.789327
2014-11-12,80.18,81.540001,79.709999,81.300003,1041600,80.019645
2014-11-13,81.330002,81.760002,80.230003,80.529999,1004500,79.261767
2014-11-14,80.5,81.279999,80.050003,80.360001,925400,79.094446
2014-11-17,80.5,80.919998,79.650002,79.760002,561800,78.503897
2014-11-18,79.860001,80.18,79.709999,79.93,753100,78.671218
2014-11-19,79.739998,80.389999,79.360001,80.120003,656100,78.858228
2014-11-20,79.57,81.029999,79.57,81.010002,473000,79.734211
2014-11-21,81.510002,81.699997,80.919998,81.480003,547900,80.196811
2014-11-24,81.769997,82.0,81.25,81.839996,428200,80.551134
2014-11-25,81.910004,82.400002,81.349998,81.459999,586000,80.177121
2014-11-26,81.739998,82.480003,81.720001,81.82,549300,80.531452
2014-11-28,82.260002,84.040001,82.260002,82.529999,549800,81.23027
2014-12-01,82.160004,82.389999,80.300003,80.699997,848800,79.429088
2014-12-02,80.870003,82.019997,80.870003,81.279999,533200,79.999956
2014-12-03,81.190002,81.589996,80.949997,81.150002,494000,79.872006
2014-12-04,81.019997,81.529999,80.580002,81.269997,758700,79.990111
2014-12-05,81.660004,82.260002,81.129997,81.410004,529400,80.127913
2014-12-08,81.410004,81.82,80.019997,80.610001,598800,79.340509
2014-12-09,79.580002,80.629997,79.470001,80.43,587500,79.163344
2014-12-10,81.019997,81.019997,79.75,79.949997,847900,78.6909
2014-12-11,80.410004,81.5,80.120003,80.519997,570400,79.251923
2014-12-12,80.25,82.769997,80.239998,82.160004,1261000,80.866102
2014-12-15,83.029999,83.959999,82.230003,83.010002,1163000,81.702714
2014-12-16,82.449997,83.629997,82.050003,82.309998,1080000,81.013734
2014-12-17,82.230003,83.239998,80.529999,83.099998,1040900,81.791293
2014-12-18,84.0,84.5,82.800003,84.379997,790000,83.051134
2014-12-19,84.379997,84.800003,83.639999,83.830002,999600,82.5098
2014-12-22,83.970001,84.669998,83.580002,84.480003,419600,83.149565
2014-12-23,84.849998,85.0,84.019997,84.93,509700,83.592475
2014-12-24,84.870003,85.540001,84.650002,84.910004,151900,83.572793
2014-12-26,84.959999,85.470001,84.809998,84.919998,558900,83.58263
2014-12-29,84.760002,85.190002,84.559998,85.0,317200,83.661372
2014-12-30,85.0,85.290001,84.57,84.68,412000,83.346412
2014-12-31,84.980003,85.470001,84.129997,84.25,539200,82.923184
2015-01-02,84.610001,85.459999,82.339996,83.220001,576900,81.909406
2015-01-05,82.589996,82.690002,81.260002,81.849998,718900,80.560979
2015-01-06,82.239998,82.309998,79.709999,80.440002,1233900,79.173188
2015-01-07,81.0,81.07,79.830002,80.309998,760200,79.045231
2015-01-08,80.650002,81.440002,80.290001,81.260002,731400,79.980274
2015-01-09,81.639999,81.699997,80.610001,80.809998,461400,79.537356
2015-01-12,80.669998,81.010002,79.800003,79.870003,764500,78.612165
2015-01-13,80.239998,80.699997,79.529999,80.080002,738300,78.818857
2015-01-14,78.269997,78.669998,77.5,78.410004,1472300,77.175159
