Date,Open_SPG,High_SPG,Low_SPG,Close_SPG,Volume_SPG,AdjClose_SPG
2014-12-01,180.380005,182.589996,180.130005,180.380005,1659700,171.81607
2014-12-02,180.649994,182.050003,179.399994,181.850006,1506400,173.21628
2014-12-03,181.889999,182.25,180.899994,181.600006,1026100,172.978149
2014-12-04,181.789993,182.399994,180.289993,182.050003,927400,173.406781
2014-12-05,181.289993,181.289993,179.300003,180.830002,1342800,172.244702
2014-12-08,181.210007,183.179993,181.210007,182.860001,1284300,174.178322
2014-12-09,180.970001,182.660004,180.660004,182.229996,1069100,173.578228
2014-12-10,182.160004,183.190002,181.449997,182.710007,1203100,174.03545
2014-12-11,183.270004,183.779999,182.020004,182.860001,1553600,174.178322
2014-12-12,181.669998,183.600006,180.440002,180.440002,1595000,171.873219
2014-12-15,181.0,181.770004,179.240005,180.320007,1468700,171.758921
2014-12-16,180.130005,181.419998,178.289993,179.149994,1359200,170.644456
2014-12-17,180.0,183.300003,179.460007,182.979996,1356500,174.29262
2014-12-18,184.289993,185.509995,183.0,185.470001,1292600,176.664408
