Date,Open_RRC,High_RRC,Low_RRC,Close_RRC,Volume_RRC,AdjClose_RRC
2014-01-27,86.0,86.150002,83.0,84.260002,1596800,83.619294
2014-01-28,84.730003,86.589996,84.43,86.519997,1356700,85.862103
2014-01-29,85.010002,87.849998,84.349998,85.260002,2863300,84.61169
2014-01-30,84.629997,86.5,84.620003,85.459999,2145200,84.810166
2014-01-31,84.120003,86.809998,84.010002,86.190002,1648400,85.534619
2014-02-03,86.5,87.290001,84.830002,84.989998,1471700,84.343739
2014-02-04,86.209999,88.82,86.209999,87.650002,2376500,86.983516
2014-02-05,88.129997,88.879997,85.769997,86.129997,2606000,85.47507
2014-02-06,86.410004,87.290001,83.010002,83.989998,3591800,83.351343
2014-02-07,84.050003,84.800003,82.370003,84.029999,2448600,83.391039
2014-02-10,83.580002,84.419998,82.910004,84.389999,1544300,83.748303
2014-02-11,84.370003,85.139999,83.959999,84.889999,1462200,84.244501
2014-02-12,85.309998,85.769997,83.919998,84.529999,921200,83.887237
2014-02-13,83.730003,85.050003,82.970001,84.209999,1347300,83.569671
2014-02-14,84.550003,85.879997,83.93,85.489998,1355300,84.839937
2014-02-18,85.419998,87.080002,85.309998,86.800003,1395300,86.139981
2014-02-19,86.809998,88.489998,86.489998,87.580002,1745700,86.914048
2014-02-20,86.720001,87.75,85.540001,87.519997,2089000,86.8545
2014-02-21,87.139999,87.510002,85.480003,85.669998,2461800,85.018568
2014-02-24,86.190002,89.190002,85.879997,87.529999,2098600,86.864426
2014-02-25,86.910004,87.059998,85.360001,86.900002,1511700,86.239219
2014-02-26,87.610001,90.760002,82.690002,84.940002,3875400,84.294123
2014-02-27,84.959999,87.300003,84.949997,86.760002,1833100,86.100284
2014-02-28,86.830002,87.739998,85.389999,86.050003,1759000,85.395684
2014-03-03,85.790001,86.93,84.540001,84.910004,1729500,84.264353
2014-03-04,85.559998,86.059998,84.410004,85.459999,1369900,84.810166
2014-03-05,85.339996,85.489998,83.010002,83.410004,1956600,82.775759
2014-03-06,83.419998,84.57,82.389999,84.230003,1415400,83.589523
2014-03-07,84.650002,85.449997,84.370003,85.080002,1314800,84.433058
2014-03-10,87.879997,87.879997,84.360001,86.760002,1736800,86.100284
2014-03-11,86.690002,88.0,85.940002,86.940002,2094800,86.278916
2014-03-12,85.980003,87.199997,85.68,86.129997,1552000,85.514415
2014-03-13,85.639999,87.730003,85.540001,86.589996,1671100,85.971126
2014-03-14,86.400002,87.970001,86.169998,87.720001,1713400,87.093055
2014-03-17,88.199997,89.620003,86.900002,88.220001,2060700,87.589481
2014-03-18,88.349998,89.68,88.010002,88.660004,1457400,88.026339
2014-03-19,88.75,88.75,86.82,87.239998,1218200,86.616482
2014-03-20,86.769997,87.919998,86.0,87.550003,1259300,86.924272
2014-03-21,88.690002,88.690002,86.519997,87.160004,2078100,86.537059
2014-03-24,87.589996,87.839996,86.150002,86.330002,1089100,85.71299
2014-03-25,86.900002,87.919998,86.080002,86.139999,1253900,85.524345
2014-03-26,86.459999,86.809998,84.519997,84.629997,2436300,84.025135
2014-03-27,84.730003,85.449997,83.580002,85.25,1642300,84.640707
2014-03-28,86.040001,86.260002,84.959999,85.230003,1309100,84.620853
2014-03-31,85.269997,85.639999,82.830002,82.970001,2108900,82.377004
2014-04-01,83.209999,84.419998,82.629997,84.040001,1636900,83.439356
2014-04-02,84.169998,86.269997,83.660004,85.860001,1664200,85.246348
2014-04-03,86.419998,88.410004,86.309998,87.82,2133000,87.192338
2014-04-04,88.18,88.360001,86.32,86.529999,1787400,85.911557
2014-04-07,86.650002,87.730003,85.150002,85.419998,1156300,84.80949
2014-04-08,85.470001,88.839996,85.470001,88.639999,2167300,88.006477
2014-04-09,88.5,88.900002,87.099998,88.309998,1175600,87.678834
2014-04-10,88.050003,89.199997,87.0,88.129997,1909600,87.50012
2014-04-11,87.879997,89.07,87.510002,87.919998,1302100,87.291622
2014-04-14,87.980003,88.75,86.739998,87.919998,1063800,87.291622
2014-04-15,88.0,89.559998,87.239998,89.339996,1278400,88.701471
2014-04-16,90.239998,90.989998,89.279999,90.730003,1567200,90.081544
2014-04-17,90.550003,92.980003,89.709999,92.910004,1313000,92.245963
2014-04-21,92.800003,93.629997,91.959999,93.480003,1244600,92.811889
2014-04-22,92.550003,93.459999,92.150002,92.660004,1086200,91.99775
2014-04-23,92.970001,94.050003,92.779999,93.029999,1334400,92.365101
2014-04-24,93.830002,95.410004,93.360001,93.559998,1763600,92.891312
2014-04-25,93.089996,93.139999,91.339996,91.730003,1306200,91.074397
2014-04-28,93.129997,94.050003,90.370003,91.480003,2768400,90.826184
2014-04-29,88.879997,91.0,86.290001,90.43,4363500,89.783685
2014-04-30,90.239998,91.489998,88.620003,90.449997,2136800,89.803539
2014-05-01,90.129997,90.940002,88.239998,89.230003,1711500,88.592265
2014-05-02,89.389999,90.93,88.739998,89.970001,1011300,89.326974
2014-05-05,89.540001,90.769997,89.019997,90.610001,1053300,89.962399
2014-05-06,90.919998,91.970001,90.080002,90.300003,1001300,89.654617
2014-05-07,90.93,91.489998,89.610001,90.279999,1165900,89.634756
2014-05-08,89.809998,90.639999,87.970001,88.050003,1130600,87.420698
2014-05-09,87.849998,88.519997,87.279999,88.379997,853400,87.748334
2014-05-12,88.620003,89.300003,88.220001,88.910004,673400,88.274552
2014-05-13,89.059998,89.510002,88.900002,89.230003,673500,88.592265
2014-05-14,89.110001,89.519997,88.669998,89.080002,801300,88.443335
2014-05-15,90.190002,90.379997,88.080002,89.489998,2040000,88.850401
2014-05-16,89.379997,89.379997,87.870003,88.5,1070000,87.867479
2014-05-19,88.610001,89.449997,87.980003,89.260002,555800,88.622049
2014-05-20,88.980003,89.25,88.360001,88.580002,780300,87.946909
2014-05-21,88.589996,91.089996,88.230003,90.68,1037300,90.031898
2014-05-22,91.029999,91.040001,88.849998,88.910004,939800,88.274552
2014-05-23,89.099998,89.529999,88.370003,88.68,812400,88.046193
2014-05-27,88.949997,91.07,88.25,90.919998,1101600,90.270181
2014-05-28,91.139999,91.139999,89.300003,90.32,920500,89.674471
2014-05-29,90.550003,92.139999,89.129997,91.93,1282800,91.272964
2014-05-30,91.459999,93.169998,90.599998,92.949997,1768400,92.285671
2014-06-02,92.949997,93.349998,92.150002,92.699997,861400,92.037458
2014-06-03,92.620003,93.889999,92.260002,93.290001,973800,92.623245
2014-06-04,93.190002,93.540001,92.440002,93.029999,873300,92.365101
2014-06-05,93.440002,94.019997,92.400002,93.699997,772200,93.030311
2014-06-06,94.0,94.0,92.550003,93.360001,684700,92.692744
2014-06-09,93.379997,94.260002,92.239998,92.239998,1232200,91.580746
2014-06-10,92.099998,92.099998,89.080002,89.5,2042500,88.860332
2014-06-11,89.209999,90.150002,88.730003,89.400002,1049300,88.761048
2014-06-12,86.540001,87.860001,86.300003,87.730003,5319700,87.141974
2014-06-13,88.0,88.599998,87.150002,88.190002,2205600,87.598889
2014-06-16,88.400002,89.029999,87.809998,88.32,1933200,87.728015
2014-06-17,88.330002,88.489998,86.849998,87.800003,1314900,87.211504
2014-06-18,87.800003,88.25,87.139999,87.849998,1057900,87.261164
2014-06-19,87.93,88.790001,87.470001,88.300003,973100,87.708153
2014-06-20,88.449997,88.830002,87.360001,87.959999,2259200,87.370428
2014-06-23,87.650002,88.580002,87.360001,88.019997,934400,87.430023
2014-06-24,88.029999,88.029999,85.410004,85.669998,2116600,85.095776
2014-06-25,85.669998,86.839996,85.339996,86.019997,1345600,85.443429
2014-06-26,87.540001,87.540001,85.760002,86.629997,1328000,86.049341
2014-06-27,86.07,86.410004,85.32,85.949997,1176300,85.373898
2014-06-30,86.059998,86.980003,85.339996,86.949997,1103400,86.367195
2014-07-01,87.07,87.370003,85.169998,85.370003,1572800,84.797791
2014-07-02,85.110001,86.309998,84.669998,85.620003,1451100,85.046116
2014-07-03,85.639999,85.989998,84.650002,85.790001,667800,85.214974
2014-07-07,85.199997,85.559998,83.860001,84.029999,1875200,83.466769
2014-07-08,84.300003,85.080002,83.599998,84.07,1769700,83.506502
2014-07-09,83.989998,84.959999,83.580002,84.669998,1322100,84.102479
2014-07-10,83.580002,83.75,81.809998,82.099998,2915500,81.549705
2014-07-11,81.779999,82.279999,80.550003,81.25,2468000,80.705404
2014-07-14,81.559998,82.160004,80.629997,81.980003,1993600,81.430514
2014-07-15,81.809998,82.199997,80.360001,80.529999,3133200,79.990229
2014-07-16,81.099998,81.699997,80.18,80.860001,2605700,80.318019
2014-07-17,80.970001,81.190002,77.360001,77.389999,3609900,76.871276
2014-07-18,77.599998,78.25,77.559998,77.949997,2154700,77.42752
2014-07-21,77.650002,78.190002,76.660004,76.699997,4944000,76.185898
2014-07-22,77.019997,77.25,75.849998,76.57,3611400,76.056772
2014-07-23,77.0,77.370003,76.18,77.279999,3167000,76.762012
2014-07-24,77.25,78.589996,76.940002,77.400002,2792300,76.881211
2014-07-25,76.919998,77.160004,76.349998,76.709999,1389600,76.195833
2014-07-28,76.629997,76.940002,75.800003,76.269997,2692300,75.75878
2014-07-29,77.709999,79.190002,76.93,78.150002,3987000,77.626184
2014-07-30,78.160004,78.220001,75.68,76.059998,2256000,75.550189
2014-07-31,75.650002,76.529999,74.959999,75.589996,2359400,75.083338
2014-08-01,74.980003,77.260002,74.389999,75.300003,3144100,74.795288
2014-08-04,75.440002,77.239998,75.029999,76.730003,1905000,76.215704
2014-08-05,77.019997,77.720001,75.089996,75.57,1759700,75.063475
2014-08-06,75.470001,76.290001,74.830002,75.07,1561300,74.566826
2014-08-07,75.43,75.599998,73.839996,74.279999,1780200,73.782121
2014-08-08,74.68,75.980003,73.830002,75.830002,1387800,75.321734
2014-08-11,76.330002,76.400002,75.110001,75.199997,1014100,74.695952
2014-08-12,75.199997,75.360001,74.440002,74.580002,1231000,74.080113
2014-08-13,74.580002,75.099998,74.25,74.769997,1003500,74.268834
2014-08-14,75.059998,75.879997,74.379997,75.690002,2283100,75.182673
2014-08-15,75.699997,76.489998,75.269997,75.93,1496000,75.421063
2014-08-18,75.870003,76.459999,74.889999,75.230003,1086600,74.725758
2014-08-19,76.019997,77.489998,75.589996,77.059998,1771000,76.543486
2014-08-20,76.669998,77.239998,76.199997,76.949997,1439600,76.434223
2014-08-21,77.160004,77.309998,76.18,77.190002,909100,76.672619
2014-08-22,76.919998,77.150002,76.300003,76.760002,831600,76.245501
2014-08-25,77.400002,79.07,77.290001,78.849998,1374300,78.321489
2014-08-26,78.910004,79.379997,78.510002,78.769997,2043700,78.242023
2014-08-27,78.620003,79.019997,77.580002,78.019997,1211100,77.49705
2014-08-28,78.0,78.540001,77.709999,78.25,662600,77.725512
2014-08-29,78.5,78.629997,77.629997,78.589996,1066200,78.06323
2014-09-02,78.410004,78.720001,76.0,76.269997,1741300,75.75878
2014-09-03,76.68,76.959999,76.029999,76.150002,1026600,75.639589
2014-09-04,76.199997,76.470001,73.75,74.199997,2096800,73.702655
2014-09-05,74.18,75.290001,74.18,75.199997,1472200,74.695952
2014-09-08,74.730003,74.779999,74.0,74.610001,1071500,74.109911
2014-09-09,74.970001,76.550003,74.440002,75.029999,1934000,74.527094
2014-09-10,74.739998,75.110001,73.769997,74.650002,1218400,74.149643
2014-09-11,73.709999,74.110001,73.18,73.639999,1726000,73.185625
2014-09-12,73.400002,73.75,72.209999,72.480003,1548800,72.032786
2014-09-15,72.57,73.199997,71.669998,72.800003,1642100,72.350812
2014-09-16,72.610001,73.720001,72.199997,73.330002,2132900,72.87754
2014-09-17,73.709999,73.970001,72.25,73.209999,2696300,72.758278
2014-09-18,73.309998,73.32,71.639999,71.870003,2285800,71.42655
2014-09-19,72.059998,72.199997,71.199997,71.550003,2308700,71.108524
2014-09-22,71.470001,71.75,69.849998,70.25,1704000,69.816543
2014-09-23,70.25,70.470001,69.720001,69.980003,3146900,69.548212
2014-09-24,69.779999,69.779999,67.510002,68.940002,3969800,68.514628
2014-09-25,68.690002,68.779999,67.160004,67.309998,2577100,66.894681
2014-09-26,67.550003,68.370003,67.0,67.699997,1648000,67.282274
2014-09-29,67.370003,68.940002,67.129997,68.669998,1867100,68.24629
2014-09-30,68.610001,68.910004,66.980003,67.809998,2589600,67.391595
2014-10-01,68.0,69.5,67.190002,67.449997,3498700,67.033816
2014-10-02,66.970001,68.389999,65.889999,67.959999,2531400,67.540671
2014-10-03,68.080002,68.080002,66.389999,66.769997,1593000,66.358012
2014-10-06,66.519997,66.800003,65.07,65.879997,2325000,65.473504
2014-10-07,65.489998,66.040001,64.419998,64.43,1517700,64.032453
2014-10-08,64.080002,65.730003,63.669998,65.57,2170300,65.165419
2014-10-09,64.830002,64.879997,63.43,63.43,2167700,63.038624
2014-10-10,63.259998,65.199997,62.599998,63.41,2063000,63.018747
2014-10-13,63.150002,63.970001,61.75,61.869999,2571800,61.488248
2014-10-14,63.0,64.43,62.029999,62.959999,2977100,62.571522
2014-10-15,62.18,65.849998,61.330002,65.709999,3775900,65.304554
2014-10-16,64.099998,70.150002,64.099998,69.139999,4548100,68.713391
2014-10-17,70.150002,70.699997,66.660004,67.32,3461700,66.904621
2014-10-20,66.980003,68.040001,65.559998,66.290001,2157700,65.880977
2014-10-21,66.870003,68.68,66.489998,68.580002,1980000,68.156849
2014-10-22,68.620003,69.339996,66.660004,66.690002,1436200,66.278511
2014-10-23,67.519997,69.970001,67.410004,68.610001,2073600,68.186662
2014-10-24,68.019997,68.32,66.330002,66.620003,1904500,66.208943
2014-10-27,64.980003,66.129997,64.139999,65.150002,1798300,64.748012
2014-10-28,65.559998,67.449997,64.650002,67.389999,1649800,66.974189
2014-10-29,68.129997,69.0,66.279999,66.900002,2192000,66.487214
2014-10-30,67.809998,68.82,65.650002,66.059998,2681700,65.652393
2014-10-31,67.110001,68.480003,65.779999,68.400002,2391200,67.977959
2014-11-03,69.190002,69.989998,66.220001,66.769997,2927500,66.358012
2014-11-04,65.970001,67.589996,65.449997,67.279999,2329200,66.864867
2014-11-05,67.699997,70.440002,67.139999,70.080002,2609400,69.647593
2014-11-06,69.830002,72.940002,69.099998,72.800003,3183000,72.350812
2014-11-07,72.589996,74.379997,72.290001,73.089996,2684500,72.639015
2014-11-10,73.860001,74.639999,71.720001,72.379997,2215800,71.933397
2014-11-11,71.919998,74.279999,71.150002,73.989998,2165500,73.533464
2014-11-12,73.349998,73.489998,72.139999,72.300003,1765300,71.853897
2014-11-13,71.510002,71.919998,70.110001,70.709999,2288000,70.273703
2014-11-14,70.889999,72.339996,70.739998,71.919998,2161000,71.476236
2014-11-17,71.620003,73.129997,71.059998,72.379997,2440300,71.933397
2014-11-18,71.959999,72.739998,70.720001,71.459999,1868000,71.019076
2014-11-19,71.980003,74.199997,71.349998,73.0,2109600,72.549574
2014-11-20,72.730003,74.470001,72.349998,73.099998,1974800,72.648956
2014-11-21,74.089996,74.459999,71.690002,72.199997,2053200,71.754508
2014-11-24,71.760002,71.760002,69.519997,70.580002,2225000,70.144508
2014-11-25,70.559998,71.0,68.349998,68.910004,1875500,68.484814
2014-11-26,68.540001,69.110001,67.669998,68.760002,1678000,68.335738
2014-11-28,66.540001,68.610001,65.5,65.650002,2438200,65.244927
2014-12-01,65.339996,65.559998,63.82,65.349998,2538700,64.946775
2014-12-02,64.599998,66.080002,63.959999,64.080002,2098900,63.684615
2014-12-03,64.540001,65.559998,63.900002,64.480003,1672800,64.082148
2014-12-04,63.580002,64.059998,60.119999,60.549999,3828700,60.176393
2014-12-05,60.490002,60.880001,58.080002,58.93,4604100,58.56639
2014-12-08,57.959999,58.43,55.299999,55.299999,5088400,54.958786
2014-12-09,54.860001,56.200001,54.810001,55.540001,3947900,55.197307
2014-12-10,54.540001,55.07,52.209999,52.279999,4658500,51.95742
2014-12-11,52.0,54.779999,51.830002,52.98,3636000,52.693418
2014-12-12,52.389999,54.959999,51.990002,54.18,3640800,53.886928
2014-12-15,56.759998,58.349998,55.259998,55.400002,5014400,55.10033
2014-12-16,55.400002,61.25,55.18,58.220001,5781200,57.905075
2014-12-17,58.490002,62.73,58.369999,61.91,4479000,61.575114
2014-12-18,63.810001,64.279999,57.939999,60.09,5369200,59.764959
2014-12-19,60.950001,61.0,57.610001,59.869999,5063700,59.546148
2014-12-22,58.139999,58.75,55.509998,57.07,3678000,56.761294
2014-12-23,55.75,57.810001,55.75,57.0,2573700,56.691673
2014-12-24,56.619999,57.48,55.59,55.73,1302700,55.428543
2014-12-26,56.02,56.549999,54.02,54.57,2336800,54.274817
2014-12-29,55.32,56.150002,54.799999,56.0,3729900,55.697083
2014-12-30,56.0,56.09,53.360001,53.650002,3370600,53.359796
2014-12-31,53.150002,54.549999,53.110001,53.450001,3089400,53.160877
2015-01-02,53.0,55.740002,52.84,55.400002,2643100,55.10033
2015-01-05,54.580002,54.919998,51.950001,51.959999,3649600,51.678935
2015-01-06,51.77,52.900002,49.599998,50.59,4034700,50.316347
