Date,Open_EQR,High_EQR,Low_EQR,Close_EQR,Volume_EQR,AdjClose_EQR
2015-12-29,81.720001,82.0,81.150002,81.970001,1000000,72.661657
2015-12-30,81.970001,82.25,81.5,81.889999,1068400,72.59074
2015-12-31,81.760002,82.389999,81.550003,81.589996,1577200,72.324805
2016-01-04,80.790001,80.870003,79.209999,79.900002,1727900,70.826722
2016-01-05,80.150002,81.760002,80.0,81.5,1379100,72.245028
2016-01-06,80.760002,81.5,80.309998,80.730003,1407100,71.562471
2016-01-07,79.559998,80.949997,79.559998,80.480003,1675600,71.34086
2016-01-08,81.059998,81.129997,78.690002,78.82,1481200,69.869363
2016-01-11,79.150002,80.150002,78.82,79.779999,1786200,70.720347
2016-01-12,80.860001,80.959999,79.5,79.940002,2004100,70.862181
2016-01-13,80.089996,81.07,79.080002,79.169998,1561000,70.179617
2016-01-14,79.330002,79.93,78.489998,78.57,2233600,69.647753
2016-01-15,77.139999,78.809998,76.639999,78.580002,2136000,69.656619
2016-01-19,78.669998,79.720001,78.32,79.18,1647400,70.188483
2016-01-20,78.43,78.669998,75.410004,76.400002,2210600,67.724175
2016-01-21,76.779999,77.419998,76.040001,76.440002,1654200,67.759634
2016-01-22,77.370003,78.050003,76.769997,77.720001,1927000,68.894278
2016-01-25,77.610001,79.199997,77.150002,78.199997,1843100,69.319767
2016-01-26,78.349998,79.900002,78.099998,79.739998,1744300,70.684888
2016-01-27,79.650002,79.650002,77.610001,78.269997,1638300,69.381817
2016-01-28,78.120003,78.379997,75.669998,75.790001,2731900,67.183445
2016-01-29,76.629997,77.230003,74.93,77.089996,3139600,68.335816
2016-02-01,76.190002,77.800003,75.790001,76.730003,2142600,68.016703
2016-02-02,77.0,77.220001,74.790001,75.599998,2787600,67.015019
2016-02-03,75.800003,75.919998,73.400002,75.68,3099900,67.085936
2016-02-04,75.269997,76.93,74.480003,76.269997,2278200,67.608933
2016-02-05,75.940002,76.150002,73.309998,73.589996,2222800,65.233268
2016-02-08,73.279999,73.589996,70.910004,72.230003,2786900,64.027713
2016-02-09,71.949997,72.440002,71.199997,71.339996,2110500,63.238774
2016-02-10,71.860001,72.949997,71.410004,71.769997,1222400,63.619944
2016-02-11,70.709999,71.129997,69.870003,70.720001,2265600,62.689184
2016-02-12,71.669998,71.669998,70.639999,71.290001,1907700,63.194456
2016-02-16,72.029999,72.309998,71.150002,72.18,1524600,63.983389
2016-02-17,72.330002,72.879997,72.099998,72.440002,2213000,64.213865
2016-02-18,72.32,73.190002,71.889999,72.970001,1838800,64.683679
2016-02-19,72.949997,73.739998,72.489998,73.120003,1482500,64.816646
2016-02-22,73.68,74.620003,73.629997,74.199997,1718700,65.773999
2016-02-23,74.860001,75.230003,73.510002,73.809998,1660500,65.428287
2016-02-24,73.5,74.059998,72.160004,73.230003,1875900,64.914155
2016-02-25,73.870003,74.550003,73.57,74.5,2096400,66.039934
2016-02-26,74.489998,74.900002,73.540001,74.550003,3067300,66.084259
2016-02-29,74.660004,75.410004,74.290001,74.489998,3181500,66.031068
2016-03-01,67.160004,68.669998,66.620003,68.620003,3162900,68.146373
2016-03-02,68.57,70.349998,68.57,70.019997,2643300,69.536703
2016-03-03,70.029999,71.0,69.790001,70.970001,2169400,70.480151
2016-03-04,70.970001,71.519997,70.459999,71.470001,2064500,70.9767
2016-03-07,70.989998,71.830002,70.660004,71.660004,1208800,71.165391
2016-03-08,71.709999,71.93,70.839996,70.970001,2019900,70.480151
2016-03-09,71.0,72.110001,70.830002,71.68,1654100,71.185249
2016-03-10,72.389999,72.720001,70.699997,71.059998,2880200,70.569526
2016-03-11,71.970001,72.980003,70.790001,72.900002,2515200,72.39683
2016-03-14,72.709999,73.199997,72.190002,72.589996,1331800,72.088964
2016-03-15,72.510002,72.900002,72.07,72.690002,1272700,72.18828
2016-03-16,72.510002,73.599998,72.139999,73.360001,1433100,72.853654
2016-03-17,73.489998,74.559998,73.160004,74.449997,1699900,73.936127
2016-03-18,74.699997,75.389999,74.209999,74.260002,3298400,73.747443
2016-03-21,74.160004,74.330002,72.82,73.019997,2051200,72.515997
2016-03-22,72.470001,73.410004,72.300003,72.739998,1785100,72.739998
2016-03-23,72.82,72.93,72.330002,72.540001,1698200,72.540001
2016-03-24,72.190002,72.550003,71.769997,72.489998,1764900,72.489998
2016-03-28,72.559998,73.870003,72.559998,73.699997,1414400,73.699997
2016-03-29,73.639999,75.220001,73.639999,75.209999,1696000,75.209999
2016-03-30,74.82,75.300003,74.489998,74.849998,1554000,74.849998
2016-03-31,74.959999,75.269997,74.489998,75.029999,2229400,75.029999
2016-04-01,74.709999,75.43,74.449997,75.169998,1428800,75.169998
2016-04-04,75.260002,75.489998,74.209999,74.669998,1730000,74.669998
2016-04-05,74.290001,74.82,73.910004,74.019997,1665300,74.019997
2016-04-06,73.889999,74.639999,73.75,74.589996,1095700,74.589996
2016-04-07,74.330002,74.559998,73.629997,73.900002,1113200,73.900002
2016-04-08,74.220001,74.709999,73.779999,73.910004,1282300,73.910004
2016-04-11,73.330002,73.330002,72.199997,72.279999,2485200,72.279999
2016-04-12,72.360001,72.510002,71.879997,72.360001,2314300,72.360001
2016-04-13,72.739998,72.75,70.400002,70.559998,3062800,70.559998
2016-04-14,70.300003,70.43,68.989998,69.370003,2704200,69.370003
2016-04-15,69.349998,71.279999,69.050003,70.889999,2112000,70.889999
2016-04-18,70.889999,71.269997,70.370003,71.25,2088900,71.25
2016-04-19,71.510002,71.949997,71.18,71.75,1789900,71.75
2016-04-20,71.82,72.0,69.919998,70.139999,1198200,70.139999
2016-04-21,70.139999,71.07,69.580002,69.82,1636000,69.82
2016-04-22,70.0,70.879997,69.940002,70.660004,1821800,70.660004
2016-04-25,70.470001,71.360001,70.160004,71.260002,1566100,71.260002
2016-04-26,71.370003,71.940002,70.059998,70.529999,2783600,70.529999
2016-04-27,67.68,69.099998,66.82,68.75,3594600,68.75
2016-04-28,68.290001,69.519997,67.860001,68.940002,2251100,68.940002
2016-04-29,68.510002,68.889999,67.449997,68.07,2023100,68.07
2016-05-02,68.720001,69.349998,68.110001,69.150002,1484500,69.150002
2016-05-03,68.889999,69.300003,68.720001,69.230003,1283100,69.230003
2016-05-04,68.610001,70.660004,68.5,70.440002,2218600,70.440002
2016-05-05,70.290001,71.230003,70.089996,70.730003,1519000,70.730003
2016-05-06,70.68,71.43,69.910004,71.18,1425900,71.18
2016-05-09,71.260002,72.07,71.129997,71.879997,1549000,71.879997
2016-05-10,72.099998,73.050003,71.440002,72.349998,2372100,72.349998
2016-05-11,72.269997,72.339996,69.779999,69.860001,2984100,69.860001
2016-05-12,69.959999,70.230003,69.050003,69.879997,1953600,69.879997
2016-05-13,69.68,69.910004,69.0,69.199997,1355200,69.199997
2016-05-16,69.059998,70.18,69.059998,69.75,1692300,69.75
2016-05-17,69.709999,69.709999,67.93,68.160004,1892800,68.160004
2016-05-18,68.379997,68.389999,66.900002,67.699997,3080900,67.699997
2016-05-19,67.029999,67.309998,66.589996,66.82,1952500,66.82
2016-05-20,67.220001,67.610001,66.809998,67.470001,1546900,67.470001
2016-05-23,67.629997,67.949997,67.18,67.540001,1489900,67.540001
2016-05-24,68.080002,68.349998,67.639999,67.980003,2706200,67.980003
2016-05-25,68.190002,68.93,67.559998,68.839996,2357000,68.839996
2016-05-26,68.779999,69.089996,68.339996,68.739998,1652000,68.739998
2016-05-27,68.809998,69.269997,68.300003,68.720001,1161600,68.720001
2016-05-31,68.889999,69.419998,68.32,69.209999,1902200,69.209999
2016-06-01,67.889999,68.43,65.849998,66.370003,4513500,66.370003
2016-06-02,66.809998,66.870003,65.650002,66.5,4537900,66.5
2016-06-03,67.010002,67.010002,64.790001,64.970001,2604800,64.970001
