Date,Open_VRSN,High_VRSN,Low_VRSN,Close_VRSN,Volume_VRSN,AdjClose_VRSN
2015-08-19,70.779999,71.160004,70.400002,70.580002,710500,70.580002
2015-08-20,70.0,70.019997,68.940002,69.150002,1133700,69.150002
2015-08-21,68.709999,69.209999,67.769997,67.809998,1143700,67.809998
2015-08-24,64.599998,66.970001,64.0,65.940002,1910700,65.940002
2015-08-25,67.550003,67.919998,65.769997,65.919998,1670100,65.919998
2015-08-26,67.290001,68.129997,65.919998,68.080002,1841300,68.080002
2015-08-27,68.709999,69.860001,68.199997,69.849998,1652400,69.849998
2015-08-28,69.209999,69.860001,68.440002,69.550003,920600,69.550003
2015-08-31,69.400002,69.610001,68.650002,68.940002,954400,68.940002
2015-09-01,67.839996,67.949997,66.25,66.559998,754800,66.559998
2015-09-02,67.599998,68.089996,66.610001,68.040001,1121600,68.040001
2015-09-03,68.230003,68.779999,67.849998,68.230003,605100,68.230003
2015-09-04,66.980003,67.529999,66.790001,67.129997,640500,67.129997
2015-09-08,68.300003,68.410004,67.099998,68.230003,822600,68.230003
2015-09-09,68.760002,69.169998,67.959999,68.099998,825100,68.099998
2015-09-10,67.760002,69.169998,67.760002,68.790001,584000,68.790001
2015-09-11,68.5,69.160004,68.300003,69.160004,476600,69.160004
2015-09-14,69.330002,69.440002,68.660004,69.220001,939900,69.220001
2015-09-15,69.32,70.309998,69.080002,70.160004,771100,70.160004
2015-09-16,70.239998,70.739998,69.989998,70.610001,578400,70.610001
2015-09-17,70.589996,71.290001,70.260002,70.489998,546800,70.489998
2015-09-18,69.639999,70.339996,69.480003,69.949997,2215900,69.949997
2015-09-21,70.110001,71.190002,69.440002,71.099998,662400,71.099998
2015-09-22,70.230003,70.730003,69.610001,69.889999,508300,69.889999
2015-09-23,70.050003,70.720001,69.720001,70.25,563500,70.25
2015-09-24,69.839996,69.860001,68.720001,69.599998,567000,69.599998
2015-09-25,70.150002,70.199997,68.93,69.309998,403900,69.309998
2015-09-28,69.160004,69.989998,67.339996,67.639999,818600,67.639999
2015-09-29,67.559998,68.260002,67.040001,68.190002,723600,68.190002
2015-09-30,69.120003,70.68,68.919998,70.559998,1023600,70.559998
2015-10-01,70.760002,71.75,70.209999,71.419998,1984600,71.419998
2015-10-02,71.150002,73.32,70.519997,73.309998,1117300,73.309998
2015-10-05,73.699997,75.0,73.370003,74.879997,1354000,74.879997
2015-10-06,75.110001,75.169998,72.989998,73.269997,1898000,73.269997
2015-10-07,73.440002,74.709999,73.220001,74.540001,1112700,74.540001
2015-10-08,74.400002,74.75,73.190002,74.709999,665900,74.709999
2015-10-09,74.760002,75.169998,74.440002,75.07,1105600,75.07
2015-10-12,75.199997,75.68,75.0,75.300003,749600,75.300003
2015-10-13,75.220001,75.290001,74.5,74.57,588700,74.57
2015-10-14,74.68,75.110001,74.089996,74.330002,1962000,74.330002
2015-10-15,74.830002,74.900002,74.050003,74.660004,496300,74.660004
2015-10-16,74.959999,75.040001,74.309998,74.669998,864100,74.669998
2015-10-19,74.610001,75.550003,74.129997,75.5,570600,75.5
2015-10-20,75.629997,76.110001,75.260002,75.790001,744200,75.790001
2015-10-21,75.93,76.139999,74.419998,74.459999,564700,74.459999
2015-10-22,74.769997,75.739998,74.769997,75.410004,899400,75.410004
2015-10-23,75.82,81.400002,75.410004,80.18,3592300,80.18
2015-10-26,80.139999,81.209999,79.309998,80.470001,1239100,80.470001
2015-10-27,80.209999,80.459999,79.419998,79.830002,944300,79.830002
2015-10-28,79.470001,80.959999,79.470001,80.900002,1034400,80.900002
2015-10-29,80.839996,81.190002,80.190002,80.739998,891700,80.739998
2015-10-30,80.739998,81.489998,80.379997,80.599998,739800,80.599998
2015-11-02,80.860001,81.830002,80.040001,81.720001,610000,81.720001
2015-11-03,81.800003,82.040001,80.669998,80.93,833300,80.93
2015-11-04,81.019997,81.489998,80.760002,81.279999,624000,81.279999
2015-11-05,81.620003,82.150002,80.940002,81.300003,584300,81.300003
2015-11-06,80.919998,82.580002,80.919998,82.510002,1680000,82.510002
2015-11-09,82.110001,82.370003,80.769997,81.239998,980600,81.239998
2015-11-10,80.830002,81.779999,80.540001,81.720001,2811200,81.720001
2015-11-11,82.290001,82.93,81.690002,82.529999,646400,82.529999
2015-11-12,82.379997,83.209999,81.699997,82.25,678400,82.25
2015-11-13,82.120003,82.400002,81.449997,81.559998,517000,81.559998
2015-11-16,81.760002,83.43,81.470001,83.370003,692300,83.370003
2015-11-17,83.419998,84.43,83.080002,83.919998,661700,83.919998
2015-11-18,84.639999,86.550003,84.209999,86.269997,993700,86.269997
2015-11-19,85.830002,86.660004,85.599998,86.599998,783800,86.599998
2015-11-20,86.860001,90.800003,86.760002,90.300003,3801100,90.300003
2015-11-23,90.330002,91.220001,89.43,90.18,1784100,90.18
2015-11-24,89.870003,89.870003,87.57,88.540001,3040900,88.540001
2015-11-25,88.629997,89.599998,88.459999,89.389999,678800,89.389999
2015-11-27,89.279999,89.68,88.790001,89.300003,302600,89.300003
2015-11-30,89.620003,90.129997,88.93,89.440002,1340700,89.440002
2015-12-01,89.440002,91.099998,89.440002,90.900002,1148000,90.900002
2015-12-02,90.25,91.040001,89.120003,89.510002,1329400,89.510002
2015-12-03,90.209999,93.25,90.209999,92.040001,1630300,92.040001
2015-12-04,92.089996,93.940002,91.5,93.120003,1113100,93.120003
2015-12-07,93.110001,93.709999,91.919998,92.489998,628000,92.489998
2015-12-08,92.029999,93.760002,91.510002,92.57,1400900,92.57
2015-12-09,91.919998,93.110001,91.120003,91.279999,1256900,91.279999
2015-12-10,91.279999,91.730003,90.57,90.870003,980400,90.870003
2015-12-11,90.0,90.620003,88.690002,89.040001,1557000,89.040001
2015-12-14,88.949997,89.489998,88.0,88.860001,1451000,88.860001
2015-12-15,89.720001,90.290001,89.199997,89.970001,1879900,89.970001
2015-12-16,90.239998,91.269997,88.300003,90.010002,1147300,90.010002
2015-12-17,90.589996,90.589996,87.639999,87.849998,1171100,87.849998
2015-12-18,87.32,88.290001,86.389999,86.440002,2117700,86.440002
2015-12-21,86.800003,87.669998,85.980003,86.809998,853500,86.809998
2015-12-22,87.379997,87.57,86.110001,87.57,612300,87.57
2015-12-23,87.790001,88.160004,87.010002,87.800003,645200,87.800003
2015-12-24,87.550003,88.269997,87.449997,87.779999,287500,87.779999
2015-12-28,87.5,87.910004,86.910004,87.889999,511200,87.889999
2015-12-29,88.220001,89.080002,87.739998,88.739998,451000,88.739998
2015-12-30,88.699997,88.949997,88.099998,88.139999,468400,88.139999
2015-12-31,88.110001,88.660004,87.349998,87.360001,493500,87.360001
2016-01-04,85.690002,86.150002,82.440002,83.949997,1529600,83.949997
2016-01-05,81.720001,83.910004,80.580002,81.410004,2165400,81.410004
2016-01-06,80.410004,81.760002,79.82,81.019997,1507200,81.019997
2016-01-07,79.620003,80.870003,79.400002,80.550003,1687600,80.550003
2016-01-08,80.900002,81.370003,77.970001,78.150002,1049600,78.150002
2016-01-11,78.18,78.760002,76.989998,78.07,1117200,78.07
2016-01-12,78.720001,79.599998,78.150002,79.290001,937200,79.290001
2016-01-13,79.32,80.129997,75.949997,76.089996,1249700,76.089996
2016-01-14,76.349998,76.440002,74.190002,75.650002,1149500,75.650002
2016-01-15,73.82,74.879997,72.809998,74.25,1073900,74.25
2016-01-19,74.849998,75.400002,73.779999,74.599998,1175400,74.599998
2016-01-20,73.559998,75.190002,72.540001,74.139999,1300600,74.139999
2016-01-21,74.290001,74.669998,73.519997,73.849998,967500,73.849998
2016-01-22,75.0,75.269997,74.279999,75.209999,666700,75.209999
2016-01-25,74.730003,75.660004,74.150002,74.620003,646600,74.620003
2016-01-26,75.010002,75.639999,74.269997,75.150002,587200,75.150002
2016-01-27,75.029999,76.150002,74.410004,74.739998,1246700,74.739998
2016-01-28,75.589996,77.230003,74.800003,77.080002,1308700,77.080002
2016-01-29,76.949997,77.360001,75.300003,75.599998,1614500,75.599998
2016-02-01,75.029999,75.989998,74.690002,75.650002,1117800,75.650002
2016-02-02,75.040001,75.529999,73.849998,74.239998,849800,74.239998
2016-02-03,74.540001,76.389999,73.669998,76.199997,1494600,76.199997
2016-02-04,76.029999,77.099998,74.5,77.010002,1104600,77.010002
2016-02-05,76.940002,77.0,74.830002,75.669998,1525300,75.669998
2016-02-08,74.510002,74.709999,70.839996,71.769997,1481000,71.769997
2016-02-09,71.029999,73.629997,70.260002,72.620003,1269500,72.620003
2016-02-10,73.5,74.970001,73.190002,73.790001,721100,73.790001
2016-02-11,72.410004,74.620003,71.779999,74.160004,1355900,74.160004
2016-02-12,75.900002,77.510002,73.800003,76.970001,1410900,76.970001
2016-02-16,77.940002,79.809998,77.690002,79.68,1657200,79.68
2016-02-17,80.0,81.870003,80.0,81.449997,2006000,81.449997
2016-02-18,81.559998,81.860001,80.489998,80.620003,898500,80.620003
2016-02-19,80.540001,80.989998,79.93,80.669998,1351900,80.669998
2016-02-22,81.849998,84.57,81.849998,83.989998,1847400,83.989998
2016-02-23,83.199997,84.07,82.239998,82.489998,1032200,82.489998
2016-02-24,81.660004,83.440002,80.639999,83.199997,762100,83.199997
2016-02-25,83.480003,84.809998,83.199997,84.330002,832800,84.330002
2016-02-26,84.790001,86.089996,84.419998,85.879997,1240200,85.879997
2016-02-29,85.400002,86.300003,84.449997,84.489998,1118600,84.489998
2016-03-01,85.080002,87.699997,84.650002,87.379997,1170300,87.379997
2016-03-02,87.540001,88.610001,86.639999,87.540001,987000,87.540001
2016-03-03,87.199997,88.739998,86.540001,88.639999,831300,88.639999
2016-03-04,88.589996,89.389999,87.709999,89.139999,854800,89.139999
2016-03-07,89.309998,89.589996,87.129997,87.989998,1121600,87.989998
2016-03-08,87.25,87.989998,86.5,87.110001,940000,87.110001
2016-03-09,87.209999,88.339996,86.559998,86.959999,1439700,86.959999
2016-03-10,87.480003,88.889999,86.139999,87.18,815700,87.18
2016-03-11,88.18,88.370003,87.370003,88.260002,792000,88.260002
2016-03-14,87.800003,88.540001,87.459999,87.730003,725600,87.730003
2016-03-15,87.230003,88.709999,86.75,88.489998,772300,88.489998
2016-03-16,88.050003,89.940002,87.900002,89.519997,896200,89.519997
2016-03-17,89.529999,90.610001,89.300003,89.919998,811400,89.919998
2016-03-18,90.120003,90.120003,88.160004,88.559998,1344500,88.559998
2016-03-21,88.5,89.029999,88.209999,88.580002,766600,88.580002
2016-03-22,88.360001,89.690002,88.300003,89.349998,778500,89.349998
2016-03-23,89.370003,89.480003,88.370003,88.889999,501000,88.889999
2016-03-24,88.540001,89.57,88.540001,89.25,463700,89.25
2016-03-28,89.32,89.910004,88.150002,88.459999,700400,88.459999
2016-03-29,88.410004,89.480003,88.040001,89.110001,664500,89.110001
2016-03-30,89.449997,89.699997,88.849998,89.589996,854200,89.589996
2016-03-31,89.209999,89.870003,88.470001,88.540001,959700,88.540001
2016-04-01,88.190002,89.669998,87.349998,89.639999,881200,89.639999
2016-04-04,90.129997,91.150002,89.489998,89.550003,524100,89.550003
2016-04-05,89.18,89.690002,88.519997,88.709999,696700,88.709999
2016-04-06,88.790001,89.860001,88.790001,89.839996,696300,89.839996
2016-04-07,89.339996,90.220001,88.760002,89.589996,767100,89.589996
2016-04-08,90.029999,90.260002,89.300003,89.760002,496800,89.760002
2016-04-11,90.279999,91.279999,89.019997,89.080002,571900,89.080002
2016-04-12,89.529999,89.550003,88.129997,88.610001,2376200,88.610001
2016-04-13,89.349998,89.809998,88.790001,89.519997,734000,89.519997
2016-04-14,89.519997,89.980003,89.050003,89.110001,637800,89.110001
2016-04-15,89.0,89.239998,88.279999,88.699997,625000,88.699997
2016-04-18,88.629997,89.900002,88.349998,89.660004,600400,89.660004
2016-04-19,89.879997,89.910004,88.120003,88.790001,896100,88.790001
2016-04-20,88.82,89.949997,87.720001,89.290001,649000,89.290001
2016-04-21,89.489998,89.800003,88.239998,88.529999,575000,88.529999
2016-04-22,88.370003,89.0,87.839996,88.639999,611100,88.639999
2016-04-25,88.360001,89.410004,88.220001,89.279999,1649100,89.279999
2016-04-26,89.489998,90.389999,88.68,89.160004,885000,89.160004
2016-04-27,88.709999,89.769997,88.220001,89.410004,732400,89.410004
2016-04-28,89.230003,91.230003,89.089996,89.419998,962000,89.419998
2016-04-29,91.529999,91.989998,86.169998,86.400002,1592000,86.400002
2016-05-02,86.489998,88.370003,85.300003,88.129997,1401600,88.129997
2016-05-03,87.510002,87.589996,86.5,87.160004,723300,87.160004
2016-05-04,86.629997,86.730003,84.830002,84.93,1032000,84.93
2016-05-05,85.139999,85.699997,84.279999,84.410004,1085200,84.410004
2016-05-06,84.300003,85.32,84.040001,85.190002,690500,85.190002
2016-05-09,84.879997,85.349998,84.230003,84.5,804600,84.5
2016-05-10,84.970001,85.699997,83.580002,85.610001,769800,85.610001
2016-05-11,85.669998,86.410004,84.739998,84.779999,733800,84.779999
2016-05-12,84.949997,85.489998,84.400002,84.959999,656700,84.959999
2016-05-13,84.860001,85.839996,84.720001,84.720001,499400,84.720001
2016-05-16,84.730003,85.970001,84.110001,85.150002,779700,85.150002
2016-05-17,85.290001,86.0,83.330002,83.519997,1295000,83.519997
2016-05-18,83.370003,84.290001,82.699997,83.699997,709600,83.699997
2016-05-19,83.540001,83.57,82.059998,82.900002,609300,82.900002
2016-05-20,83.360001,83.980003,82.949997,83.160004,476800,83.160004
2016-05-23,83.110001,84.190002,82.870003,83.25,534500,83.25
2016-05-24,83.589996,84.730003,83.040001,84.559998,427300,84.559998
2016-05-25,84.720001,85.160004,84.220001,84.309998,531000,84.309998
2016-05-26,84.690002,85.230003,84.099998,84.760002,502100,84.760002
2016-05-27,84.849998,85.099998,84.239998,84.949997,470500,84.949997
2016-05-31,85.059998,86.139999,84.25,85.459999,682500,85.459999
2016-06-01,85.0,85.559998,84.709999,85.379997,566000,85.379997
2016-06-02,85.010002,85.559998,84.739998,85.32,460700,85.32
2016-06-03,84.75,85.360001,83.940002,84.610001,398000,84.610001
