Date,Open_CTXS,High_CTXS,Low_CTXS,Close_CTXS,Volume_CTXS,AdjClose_CTXS
2015-08-04,75.589996,76.110001,75.010002,76.059998,3095500,76.059998
2015-08-05,76.709999,77.709999,76.230003,76.959999,2370500,76.959999
2015-08-06,77.25,77.339996,75.669998,75.720001,2180100,75.720001
2015-08-07,75.410004,75.889999,74.730003,75.260002,1251800,75.260002
2015-08-10,75.910004,76.220001,75.290001,76.129997,1265500,76.129997
2015-08-11,75.709999,75.849998,74.510002,75.199997,1601500,75.199997
2015-08-12,74.889999,76.760002,74.160004,76.419998,3387200,76.419998
2015-08-13,76.699997,77.099998,75.760002,76.800003,2309800,76.800003
2015-08-14,76.919998,78.040001,76.580002,77.550003,1505700,77.550003
2015-08-17,77.290001,77.769997,76.830002,77.739998,914600,77.739998
2015-08-18,77.790001,78.239998,77.580002,78.089996,1162000,78.089996
2015-08-19,77.699997,78.419998,77.040001,77.620003,802000,77.620003
2015-08-20,76.760002,77.220001,75.849998,75.860001,1130000,75.860001
2015-08-21,75.339996,75.940002,73.900002,73.910004,1851300,73.910004
2015-08-24,70.129997,70.989998,66.400002,67.019997,4541300,67.019997
2015-08-25,69.260002,69.330002,66.150002,66.199997,2728700,66.199997
2015-08-26,68.050003,68.470001,66.199997,68.410004,2507600,68.410004
2015-08-27,69.129997,70.309998,68.139999,69.589996,2227500,69.589996
2015-08-28,69.010002,69.309998,68.290001,68.690002,2045000,68.690002
2015-08-31,68.610001,68.809998,67.730003,68.110001,2176000,68.110001
2015-09-01,66.379997,66.949997,65.110001,65.400002,2330400,65.400002
2015-09-02,66.580002,67.400002,65.410004,67.389999,2782700,67.389999
2015-09-03,67.730003,69.099998,67.480003,67.870003,2254700,67.870003
2015-09-04,66.910004,68.239998,66.75,67.889999,1708000,67.889999
2015-09-08,69.230003,69.879997,68.120003,69.839996,2209500,69.839996
2015-09-09,70.510002,70.760002,68.779999,68.93,3215700,68.93
2015-09-10,68.699997,70.669998,68.699997,69.900002,1304100,69.900002
2015-09-11,69.720001,70.669998,69.32,70.459999,1915300,70.459999
2015-09-14,70.93,71.400002,70.169998,70.699997,2016600,70.699997
2015-09-15,70.900002,72.410004,70.480003,72.25,2739400,72.25
2015-09-16,72.129997,73.059998,71.980003,72.970001,1677600,72.970001
2015-09-17,72.919998,74.139999,72.730003,73.089996,2445100,73.089996
2015-09-18,72.129997,74.010002,72.080002,72.300003,5262900,72.300003
2015-09-21,72.57,73.239998,72.059998,72.910004,1107000,72.910004
2015-09-22,72.190002,73.040001,71.190002,72.150002,1268700,72.150002
2015-09-23,73.5,74.669998,71.57,72.400002,2537700,72.400002
2015-09-24,71.760002,73.220001,71.660004,72.970001,1642700,72.970001
2015-09-25,73.470001,74.150002,71.459999,71.919998,2697200,71.919998
2015-09-28,71.760002,72.169998,69.25,69.260002,1911100,69.260002
2015-09-29,68.800003,69.040001,67.470001,67.620003,2183700,67.620003
2015-09-30,68.199997,69.400002,67.639999,69.279999,1886300,69.279999
2015-10-01,69.389999,70.220001,68.849998,70.099998,1723100,70.099998
2015-10-02,69.169998,71.580002,68.5,71.57,1463100,71.57
2015-10-05,72.129997,73.169998,72.0,72.699997,1372500,72.699997
2015-10-06,72.339996,72.5,71.18,71.639999,2192700,71.639999
2015-10-07,71.760002,72.440002,70.980003,72.43,1501400,72.43
2015-10-08,72.25,74.849998,71.769997,74.540001,1379000,74.540001
2015-10-09,72.839996,76.110001,72.839996,76.019997,1718600,76.019997
2015-10-12,76.0,76.279999,75.389999,75.720001,1720300,75.720001
2015-10-13,75.519997,75.970001,74.400002,74.580002,2545000,74.580002
2015-10-14,74.32,74.900002,73.260002,73.559998,1387600,73.559998
2015-10-15,73.940002,75.050003,73.599998,74.849998,2239100,74.849998
2015-10-16,74.949997,75.610001,74.589996,75.470001,1405100,75.470001
2015-10-19,75.190002,76.080002,74.639999,75.870003,1373000,75.870003
2015-10-20,75.519997,76.260002,74.309998,75.919998,1129000,75.919998
2015-10-21,75.599998,75.889999,71.809998,71.919998,2487900,71.919998
2015-10-22,78.269997,80.839996,76.459999,80.580002,6066600,80.580002
2015-10-23,80.620003,81.169998,79.290001,81.139999,2040900,81.139999
2015-10-26,81.300003,83.360001,80.669998,82.18,2052700,82.18
2015-10-27,81.839996,82.68,81.029999,82.230003,1710000,82.230003
2015-10-28,81.629997,84.169998,81.629997,84.169998,1112000,84.169998
2015-10-29,83.470001,83.529999,81.580002,81.709999,1449200,81.709999
2015-10-30,81.629997,82.730003,81.629997,82.099998,1448700,82.099998
2015-11-02,82.360001,83.129997,81.309998,82.75,1258600,82.75
2015-11-03,82.5,83.0,81.589996,81.75,1518600,81.75
2015-11-04,81.610001,82.940002,79.949997,82.720001,1725000,82.720001
2015-11-05,83.089996,83.110001,81.550003,82.120003,1391300,82.120003
2015-11-06,82.010002,83.150002,81.620003,82.019997,1945500,82.019997
2015-11-09,81.790001,81.910004,79.699997,80.410004,2208400,80.410004
2015-11-10,80.489998,81.129997,80.010002,81.089996,1662800,81.089996
2015-11-11,81.089996,81.809998,80.800003,80.889999,943400,80.889999
2015-11-12,81.150002,82.139999,80.160004,80.25,1989200,80.25
2015-11-13,79.989998,80.080002,77.230003,77.910004,2657300,77.910004
2015-11-16,77.959999,79.440002,77.959999,79.419998,2155700,79.419998
2015-11-17,79.709999,80.470001,77.919998,78.419998,1852100,78.419998
2015-11-18,75.980003,75.980003,70.339996,70.540001,8160800,70.540001
2015-11-19,70.529999,73.75,70.529999,72.620003,4004800,72.620003
2015-11-20,73.18,75.379997,72.660004,75.050003,2805000,75.050003
2015-11-23,74.959999,76.089996,74.769997,75.830002,1785400,75.830002
2015-11-24,75.459999,77.010002,74.559998,76.879997,2602500,76.879997
2015-11-25,77.360001,78.18,75.940002,76.360001,1083200,76.360001
2015-11-27,76.260002,77.139999,76.050003,76.849998,446100,76.849998
2015-11-30,76.519997,77.199997,76.230003,76.669998,1635500,76.669998
2015-12-01,77.639999,78.0,76.440002,77.830002,1421000,77.830002
2015-12-02,78.029999,78.650002,76.610001,77.190002,1525100,77.190002
2015-12-03,77.209999,77.610001,74.919998,75.400002,1517400,75.400002
2015-12-04,75.389999,76.389999,74.889999,76.209999,1954500,76.209999
2015-12-07,76.349998,76.839996,75.559998,76.599998,1489100,76.599998
2015-12-08,76.25,79.809998,75.760002,78.519997,2873500,78.519997
2015-12-09,78.099998,78.5,75.959999,76.550003,2042200,76.550003
2015-12-10,76.370003,77.43,76.25,76.839996,1241300,76.839996
2015-12-11,75.949997,76.839996,74.860001,75.080002,1621800,75.080002
2015-12-14,75.379997,76.190002,74.029999,75.459999,1522700,75.459999
2015-12-15,76.389999,78.709999,76.010002,78.349998,2414800,78.349998
2015-12-16,78.790001,79.550003,77.720001,79.169998,2399100,79.169998
2015-12-17,79.25,79.580002,77.57,77.660004,2114900,77.660004
2015-12-18,77.379997,77.669998,74.330002,74.709999,4040900,74.709999
2015-12-21,75.129997,75.419998,73.93,74.5,1327000,74.5
2015-12-22,75.0,75.940002,74.610001,75.309998,951100,75.309998
2015-12-23,75.779999,76.540001,73.169998,76.050003,569600,76.050003
2015-12-24,76.099998,76.839996,75.989998,76.209999,468800,76.209999
2015-12-28,76.209999,76.589996,75.290001,75.980003,827100,75.980003
2015-12-29,76.400002,78.18,76.360001,77.459999,767600,77.459999
2015-12-30,77.199997,77.720001,75.690002,76.959999,451700,76.959999
2015-12-31,76.720001,76.989998,75.32,75.650002,716700,75.650002
2016-01-04,74.400002,74.400002,72.209999,74.169998,1496300,74.169998
2016-01-05,74.57,75.989998,73.269997,73.550003,1281000,73.550003
2016-01-06,72.540001,74.050003,72.5,73.989998,1446700,73.989998
2016-01-07,72.290001,73.239998,70.480003,70.93,1656100,70.93
2016-01-08,71.370003,71.730003,69.510002,69.68,1599300,69.68
2016-01-11,69.760002,70.269997,67.57,68.870003,1696700,68.870003
2016-01-12,69.559998,70.970001,69.379997,70.790001,1651500,70.790001
2016-01-13,70.800003,71.099998,66.379997,67.269997,1911100,67.269997
2016-01-14,67.879997,68.040001,65.93,67.379997,1958900,67.379997
2016-01-15,65.25,66.839996,65.25,66.300003,1881400,66.300003
2016-01-19,65.459999,67.0,65.160004,66.07,2552100,66.07
2016-01-20,65.07,67.610001,63.509998,66.5,2861400,66.5
2016-01-21,66.940002,67.93,65.190002,65.419998,2658600,65.419998
2016-01-22,66.410004,67.540001,66.139999,67.440002,1865700,67.440002
2016-01-25,66.980003,67.839996,65.639999,66.050003,1959000,66.050003
2016-01-26,66.410004,68.400002,65.699997,68.190002,1536800,68.190002
2016-01-27,67.019997,68.080002,65.470001,65.900002,2604000,65.900002
2016-01-28,70.849998,72.489998,67.199997,68.510002,6351300,68.510002
2016-01-29,69.290001,70.580002,68.68,70.459999,2780100,70.459999
2016-02-01,70.43,71.330002,69.080002,70.900002,1932200,70.900002
2016-02-02,69.480003,69.809998,65.309998,66.269997,2942300,66.269997
2016-02-03,66.860001,68.400002,65.0,68.089996,2344400,68.089996
2016-02-04,68.18,69.360001,67.040001,67.139999,2182000,67.139999
2016-02-05,66.449997,66.779999,63.16,63.950001,2783400,63.950001
2016-02-08,63.349998,63.549999,61.509998,63.169998,2360100,63.169998
2016-02-09,62.490002,64.669998,61.709999,62.330002,2106000,62.330002
2016-02-10,63.009998,64.269997,62.240002,62.279999,1857100,62.279999
2016-02-11,61.349998,62.990002,60.91,62.380001,2412700,62.380001
2016-02-12,62.98,64.360001,62.450001,64.309998,1502200,64.309998
2016-02-16,65.029999,65.910004,64.129997,65.669998,1385800,65.669998
2016-02-17,66.080002,69.760002,65.870003,69.220001,3200900,69.220001
2016-02-18,69.18,69.690002,67.910004,68.550003,2469400,68.550003
2016-02-19,68.220001,69.449997,67.959999,69.279999,1547100,69.279999
2016-02-22,70.480003,70.559998,69.300003,69.889999,1060800,69.889999
2016-02-23,69.300003,69.919998,68.019997,68.760002,1259900,68.760002
2016-02-24,67.779999,69.839996,67.110001,69.580002,1551600,69.580002
2016-02-25,69.419998,71.660004,69.080002,71.610001,1568400,71.610001
2016-02-26,71.980003,71.980003,70.849998,71.540001,1163400,71.540001
2016-02-29,71.309998,71.690002,70.540001,70.650002,2032800,70.650002
2016-03-01,71.790001,75.120003,70.980003,75.080002,2632600,75.080002
2016-03-02,74.510002,75.410004,73.129997,74.029999,2363400,74.029999
2016-03-03,73.639999,74.089996,72.970001,73.949997,1398400,73.949997
2016-03-04,73.360001,75.309998,72.980003,74.400002,1193000,74.400002
2016-03-07,73.889999,75.370003,73.889999,75.279999,1761700,75.279999
2016-03-08,74.410004,75.150002,73.93,73.959999,1667000,73.959999
2016-03-09,74.43,75.5,74.150002,75.059998,1057000,75.059998
2016-03-10,75.599998,76.82,74.199997,75.690002,1828500,75.690002
2016-03-11,76.279999,77.080002,75.589996,76.470001,1465800,76.470001
2016-03-14,76.389999,77.0,75.0,76.830002,907400,76.830002
2016-03-15,76.230003,77.169998,75.660004,76.959999,1133400,76.959999
2016-03-16,76.379997,77.5,76.199997,77.07,1036400,77.07
2016-03-17,77.089996,77.550003,75.860001,77.18,1275500,77.18
2016-03-18,77.220001,77.300003,75.839996,77.07,1382200,77.07
2016-03-21,77.300003,78.050003,77.010002,78.019997,1440700,78.019997
2016-03-22,77.940002,78.239998,77.290001,77.949997,1699200,77.949997
2016-03-23,77.599998,77.93,76.230003,76.650002,937200,76.650002
2016-03-24,76.510002,76.82,75.540001,76.68,1836700,76.68
2016-03-28,76.959999,77.0,76.300003,76.599998,1394100,76.599998
2016-03-29,76.209999,78.260002,75.870003,78.0,786200,78.0
2016-03-30,78.620003,79.160004,77.720001,77.790001,840000,77.790001
2016-03-31,77.580002,79.07,77.260002,78.580002,1065500,78.580002
2016-04-01,77.93,79.620003,77.339996,79.540001,1088900,79.540001
2016-04-04,79.889999,79.900002,78.559998,79.269997,811200,79.269997
2016-04-05,79.129997,79.129997,77.660004,78.510002,1379400,78.510002
2016-04-06,78.639999,79.449997,77.800003,79.400002,666700,79.400002
2016-04-07,78.629997,78.629997,76.769997,77.260002,1121500,77.260002
2016-04-08,78.150002,79.489998,77.949997,78.5,1082500,78.5
2016-04-11,78.900002,80.199997,78.360001,78.550003,1844700,78.550003
2016-04-12,78.5,78.720001,77.349998,78.150002,1674100,78.150002
2016-04-13,78.860001,80.0,78.330002,79.699997,1321800,79.699997
2016-04-14,80.110001,80.900002,79.470001,80.809998,1335200,80.809998
2016-04-15,80.480003,80.849998,79.300003,80.550003,2340000,80.550003
2016-04-18,80.18,81.459999,79.5,81.370003,1574800,81.370003
2016-04-19,81.529999,81.550003,79.629997,80.139999,1376600,80.139999
2016-04-20,80.419998,80.989998,79.07,80.519997,2392100,80.519997
2016-04-21,86.5,90.0,83.690002,84.029999,5673000,84.029999
2016-04-22,83.709999,83.949997,82.029999,82.900002,4039900,82.900002
2016-04-25,82.440002,83.160004,82.209999,82.790001,1916500,82.790001
2016-04-26,83.059998,83.32,82.199997,83.190002,1086000,83.190002
2016-04-27,83.349998,84.150002,82.239998,83.900002,1487800,83.900002
2016-04-28,83.290001,83.900002,81.709999,82.050003,1531500,82.050003
2016-04-29,81.230003,82.0,80.379997,81.839996,1730200,81.839996
2016-05-02,81.860001,82.760002,81.309998,82.669998,1102600,82.669998
2016-05-03,81.790001,81.970001,80.279999,80.690002,1041900,80.690002
2016-05-04,80.209999,80.93,79.589996,80.199997,922100,80.199997
2016-05-05,80.480003,80.910004,79.800003,80.260002,1849300,80.260002
2016-05-06,79.980003,81.260002,79.809998,81.239998,1036600,81.239998
2016-05-09,80.860001,82.0,80.220001,81.410004,831600,81.410004
2016-05-10,81.720001,83.540001,81.349998,83.459999,1450800,83.459999
2016-05-11,83.050003,83.910004,82.620003,82.639999,707900,82.639999
2016-05-12,83.239998,83.709999,81.919998,82.93,866100,82.93
2016-05-13,82.720001,83.440002,82.110001,82.239998,684500,82.239998
2016-05-16,82.449997,83.610001,82.129997,82.989998,1348500,82.989998
2016-05-17,82.959999,83.099998,81.879997,82.300003,981500,82.300003
2016-05-18,82.269997,83.050003,81.739998,82.739998,935100,82.739998
2016-05-19,82.459999,82.720001,81.139999,82.239998,1015100,82.239998
2016-05-20,82.690002,83.379997,82.32,83.209999,1081200,83.209999
2016-05-23,83.300003,85.0,83.199997,83.68,1674000,83.68
2016-05-24,84.360001,86.0,84.040001,85.889999,1326500,85.889999
2016-05-25,85.910004,86.0,82.989998,83.139999,3029000,83.139999
2016-05-26,83.769997,85.470001,83.620003,84.860001,1676200,84.860001
2016-05-27,84.709999,85.529999,84.480003,85.5,786000,85.5
2016-05-31,85.720001,85.800003,84.459999,84.919998,1338700,84.919998
2016-06-01,84.709999,86.040001,84.540001,85.809998,1050500,85.809998
2016-06-02,85.330002,86.550003,84.279999,86.489998,1835400,86.489998
2016-06-03,86.199997,86.279999,84.800003,85.290001,866200,85.290001
