Date,Open_ALXN,High_ALXN,Low_ALXN,Close_ALXN,Volume_ALXN,AdjClose_ALXN
2015-08-18,191.199997,191.199997,186.839996,187.419998,1106600,187.419998
2015-08-19,185.619995,186.429993,183.25,184.960007,1306000,184.960007
2015-08-20,184.25,186.039993,178.240005,178.619995,1333400,178.619995
2015-08-21,176.0,180.690002,173.740005,173.809998,2234400,173.809998
2015-08-24,164.279999,173.089996,156.710007,166.850006,3571000,166.850006
2015-08-25,171.820007,173.660004,165.190002,165.440002,2587100,165.440002
2015-08-26,170.720001,173.759995,164.830002,173.539993,1813900,173.539993
2015-08-27,175.320007,179.979996,174.229996,179.820007,2027100,179.820007
2015-08-28,178.399994,180.0,176.320007,178.860001,1476900,178.860001
2015-08-31,178.020004,180.259995,171.679993,172.190002,1636500,172.190002
2015-09-01,168.619995,174.779999,168.080002,170.850006,2551100,170.850006
2015-09-02,175.320007,176.289993,170.029999,176.240005,1839500,176.240005
2015-09-03,177.949997,179.0,173.509995,175.279999,1537800,175.279999
2015-09-04,170.009995,175.759995,168.369995,171.979996,2184200,171.979996
2015-09-08,175.309998,177.350006,170.580002,176.929993,1557800,176.929993
2015-09-09,179.550003,180.199997,171.050003,171.759995,1137100,171.759995
2015-09-10,169.149994,173.75,169.149994,171.649994,2180300,171.649994
2015-09-11,171.220001,172.419998,169.320007,171.929993,1106200,171.929993
2015-09-14,170.559998,172.570007,165.029999,168.800003,1956900,168.800003
2015-09-15,169.839996,170.119995,166.380005,169.029999,1138300,169.029999
2015-09-16,169.070007,170.369995,165.119995,167.789993,1206700,167.789993
2015-09-17,168.600006,170.0,165.169998,167.990005,2178300,167.990005
2015-09-18,166.110001,169.119995,165.5,166.580002,3989900,166.580002
2015-09-21,167.589996,168.25,158.539993,160.509995,2214600,160.509995
2015-09-22,158.039993,159.789993,156.0,159.240005,2251100,159.240005
2015-09-23,159.649994,160.259995,155.169998,159.630005,1793900,159.630005
2015-09-24,157.869995,159.470001,152.720001,157.050003,2090200,157.050003
2015-09-25,159.919998,160.679993,147.339996,149.25,2526100,149.25
2015-09-28,148.820007,149.979996,142.020004,145.600006,2786500,145.600006
2015-09-29,145.630005,152.259995,142.160004,147.75,2980900,147.75
2015-09-30,150.720001,156.589996,150.020004,156.389999,3029600,156.389999
2015-10-01,155.919998,158.800003,154.029999,157.820007,1847800,157.820007
2015-10-02,158.539993,166.220001,156.509995,166.070007,2750200,166.070007
2015-10-05,167.279999,168.190002,161.600006,163.419998,1437400,163.419998
2015-10-06,162.429993,163.330002,155.059998,160.0,2052800,160.0
2015-10-07,161.399994,166.25,158.940002,164.779999,2113300,164.779999
2015-10-08,163.910004,165.679993,156.75,164.309998,2190700,164.309998
2015-10-09,164.119995,165.460007,159.600006,161.080002,1935900,161.080002
2015-10-12,162.110001,162.110001,158.369995,159.860001,1175700,159.860001
2015-10-13,159.690002,161.949997,152.25,153.25,1711700,153.25
2015-10-14,153.839996,157.160004,151.929993,152.660004,1653500,152.660004
2015-10-15,152.119995,161.160004,150.690002,161.070007,2019500,161.070007
2015-10-16,161.960007,163.279999,158.070007,160.720001,1405900,160.720001
2015-10-19,160.050003,164.820007,158.179993,162.110001,1217000,162.110001
2015-10-20,161.470001,162.029999,157.5,159.020004,1185200,159.020004
2015-10-21,161.089996,164.110001,155.619995,160.309998,1668400,160.309998
2015-10-22,160.089996,168.389999,159.110001,166.759995,2358000,166.759995
2015-10-23,168.240005,172.0,165.539993,171.160004,1689600,171.160004
2015-10-26,172.009995,172.899994,166.630005,170.009995,1593700,170.009995
2015-10-27,169.190002,177.149994,168.25,176.589996,1677300,176.589996
2015-10-28,176.0,179.0,173.0,177.410004,1703100,177.410004
2015-10-29,174.550003,179.509995,170.119995,175.949997,2177000,175.949997
2015-10-30,176.360001,178.850006,173.300003,176.0,1971100,176.0
2015-11-02,177.240005,180.979996,176.070007,180.759995,1518100,180.759995
2015-11-03,179.850006,180.759995,176.050003,177.669998,1345700,177.669998
2015-11-04,177.479996,179.75,171.130005,175.460007,1916900,175.460007
2015-11-05,175.539993,175.860001,170.309998,173.440002,1079800,173.440002
2015-11-06,172.470001,173.610001,169.229996,172.149994,1181700,172.149994
2015-11-09,171.630005,173.949997,170.0,172.639999,1286900,172.639999
2015-11-10,173.360001,174.820007,171.600006,172.380005,1151800,172.380005
2015-11-11,172.899994,173.710007,169.509995,169.539993,968800,169.539993
2015-11-12,169.529999,170.600006,165.979996,166.130005,1083200,166.130005
2015-11-13,166.169998,168.979996,164.580002,166.440002,983300,166.440002
2015-11-16,166.869995,170.029999,164.619995,168.910004,1046100,168.910004
2015-11-17,168.759995,171.869995,167.619995,171.210007,772600,171.210007
2015-11-18,171.839996,176.759995,170.520004,176.649994,966300,176.649994
2015-11-19,176.5,177.630005,174.029999,174.479996,881700,174.479996
2015-11-20,176.529999,176.630005,172.610001,173.589996,907500,173.589996
2015-11-23,173.210007,177.5,173.009995,175.970001,960700,175.970001
2015-11-24,174.5,177.990005,172.679993,177.800003,822000,177.800003
2015-11-25,177.880005,182.979996,177.050003,182.240005,1156800,182.240005
2015-11-27,182.320007,183.100006,179.839996,182.460007,478100,182.460007
2015-11-30,181.990005,182.470001,178.220001,178.440002,1267500,178.440002
2015-12-01,179.960007,181.470001,177.570007,180.279999,969200,180.279999
2015-12-02,179.740005,179.839996,175.830002,176.580002,1116000,176.580002
2015-12-03,176.460007,177.360001,167.020004,168.789993,1717800,168.789993
2015-12-04,169.160004,175.940002,169.100006,175.759995,1216300,175.759995
2015-12-07,177.0,183.25,176.639999,179.149994,1942800,179.149994
2015-12-08,183.820007,190.710007,180.169998,188.720001,2651400,188.720001
2015-12-09,186.75,188.610001,180.820007,183.160004,2063200,183.160004
2015-12-10,183.600006,189.740005,182.190002,187.630005,1255400,187.630005
2015-12-11,182.649994,189.059998,182.649994,188.059998,2507000,188.059998
2015-12-14,187.809998,190.990005,186.0,187.789993,2035100,187.789993
2015-12-15,188.460007,190.770004,185.199997,186.210007,1624800,186.210007
2015-12-16,188.279999,189.160004,185.020004,188.910004,1172600,188.910004
2015-12-17,189.720001,190.740005,185.429993,185.789993,1359100,185.789993
2015-12-18,184.610001,186.669998,182.130005,182.130005,1951600,182.130005
2015-12-21,183.789993,185.119995,182.089996,185.070007,755700,185.070007
2015-12-22,186.190002,187.389999,183.830002,187.070007,832000,187.070007
2015-12-23,188.820007,189.520004,186.740005,187.389999,745600,187.389999
2015-12-24,187.960007,190.220001,186.990005,189.410004,334900,189.410004
2015-12-28,188.160004,190.339996,187.860001,189.100006,559500,189.100006
2015-12-29,190.089996,193.389999,189.399994,191.880005,682200,191.880005
2015-12-30,191.759995,192.770004,190.050003,191.309998,700700,191.309998
2015-12-31,190.179993,193.449997,189.940002,190.75,878100,190.75
2016-01-04,187.009995,187.070007,182.5,184.679993,1627000,184.679993
2016-01-05,185.360001,187.589996,184.0,184.899994,1042400,184.899994
2016-01-06,183.720001,186.919998,182.570007,184.070007,1478600,184.070007
2016-01-07,180.509995,181.130005,174.369995,174.369995,1956100,174.369995
2016-01-08,175.009995,175.009995,167.759995,168.130005,1748900,168.130005
2016-01-11,169.600006,169.600006,158.970001,161.649994,1904000,161.649994
2016-01-12,162.990005,167.300003,160.570007,166.119995,1449100,166.119995
2016-01-13,166.610001,167.0,156.740005,157.919998,1660300,157.919998
2016-01-14,158.389999,169.839996,155.279999,167.289993,2666400,167.289993
2016-01-15,156.270004,163.770004,156.270004,158.679993,2685600,158.679993
2016-01-19,162.589996,163.710007,152.229996,156.75,2389000,156.75
2016-01-20,153.899994,162.649994,149.649994,159.889999,2955800,159.889999
2016-01-21,159.679993,161.350006,155.279999,155.520004,1773900,155.520004
2016-01-22,158.690002,159.479996,155.380005,159.149994,1131600,159.149994
2016-01-25,158.649994,160.149994,154.210007,154.539993,1255200,154.539993
2016-01-26,155.119995,156.289993,150.059998,152.639999,1522300,152.639999
2016-01-27,152.960007,157.369995,149.229996,151.119995,2127500,151.119995
2016-01-28,151.960007,155.0,143.029999,145.610001,2983400,145.610001
2016-01-29,147.679993,147.679993,141.160004,145.929993,3147900,145.929993
2016-02-01,144.179993,146.800003,139.339996,143.5,2713500,143.5
2016-02-02,141.639999,143.649994,137.050003,137.360001,2465500,137.360001
2016-02-03,132.5,147.300003,130.509995,145.970001,5590200,145.970001
2016-02-04,143.809998,152.410004,143.809998,146.020004,2797700,146.020004
2016-02-05,146.199997,146.899994,139.130005,142.279999,2099800,142.279999
2016-02-08,138.020004,141.410004,136.440002,139.149994,2118700,139.149994
2016-02-09,136.970001,142.070007,134.0,136.460007,2433200,136.460007
2016-02-10,138.199997,144.429993,136.759995,138.820007,1756100,138.820007
2016-02-11,134.520004,137.630005,134.25,135.360001,1393400,135.360001
2016-02-12,136.910004,141.259995,134.309998,141.110001,1582000,141.110001
2016-02-16,143.100006,144.550003,140.419998,142.389999,1615100,142.389999
2016-02-17,143.929993,149.160004,141.789993,148.600006,2165700,148.600006
2016-02-18,148.520004,149.270004,142.779999,143.149994,1715700,143.149994
2016-02-19,142.279999,146.130005,140.5,145.889999,1326700,145.889999
2016-02-22,147.789993,148.669998,144.5,145.320007,1170800,145.320007
2016-02-23,144.220001,147.669998,141.860001,142.059998,1489700,142.059998
2016-02-24,140.660004,142.550003,135.759995,141.970001,1653800,141.970001
2016-02-25,142.089996,144.990005,139.029999,140.539993,1343300,140.539993
2016-02-26,141.399994,141.820007,137.949997,140.160004,1433000,140.160004
2016-02-29,138.910004,142.809998,138.910004,140.800003,1479500,140.800003
2016-03-01,142.470001,151.190002,140.110001,150.830002,2193900,150.830002
2016-03-02,149.550003,152.490005,149.0,151.589996,1871400,151.589996
2016-03-03,150.75,151.190002,145.669998,145.850006,1328800,145.850006
2016-03-04,146.490005,148.229996,144.119995,144.460007,1349800,144.460007
2016-03-07,143.160004,150.119995,142.199997,149.600006,1107500,149.600006
2016-03-08,147.149994,147.589996,140.800003,141.029999,1948100,141.029999
2016-03-09,141.619995,142.889999,137.270004,140.520004,2013700,140.520004
2016-03-10,141.729996,141.729996,135.009995,136.759995,1803000,136.759995
2016-03-11,138.220001,139.789993,136.710007,139.270004,1692800,139.270004
2016-03-14,139.149994,139.149994,134.490005,134.5,1638800,134.5
2016-03-15,133.75,134.589996,130.520004,134.440002,2163000,134.440002
2016-03-16,134.440002,136.740005,129.710007,130.839996,1489000,130.839996
2016-03-17,130.559998,131.589996,124.160004,127.910004,2832900,127.910004
2016-03-18,128.580002,129.520004,124.769997,128.449997,2593700,128.449997
2016-03-21,128.380005,131.800003,128.070007,131.059998,1498800,131.059998
2016-03-22,129.910004,135.919998,129.820007,135.710007,2197100,135.710007
2016-03-23,134.960007,136.75,131.25,133.630005,2325100,133.630005
2016-03-24,132.880005,136.369995,130.369995,133.190002,1218600,133.190002
2016-03-28,133.949997,135.199997,131.929993,132.5,1294500,132.5
2016-03-29,131.610001,134.740005,129.610001,134.539993,1165200,134.539993
2016-03-30,135.880005,138.070007,133.809998,134.820007,1262300,134.820007
2016-03-31,135.320007,140.410004,134.309998,139.220001,1823600,139.220001
2016-04-01,135.869995,143.199997,135.869995,142.940002,2015300,142.940002
2016-04-04,143.479996,148.740005,143.089996,147.100006,1995900,147.100006
2016-04-05,145.979996,149.710007,145.210007,148.029999,1718900,148.029999
2016-04-06,148.289993,157.190002,148.289993,157.020004,2098700,157.020004
2016-04-07,154.970001,156.479996,147.669998,148.029999,2062700,148.029999
2016-04-08,150.0,150.619995,145.789993,148.889999,1537300,148.889999
2016-04-11,150.0,150.979996,146.929993,147.880005,1294000,147.880005
2016-04-12,148.490005,153.910004,147.869995,153.550003,1454300,153.550003
2016-04-13,154.589996,155.830002,151.130005,152.880005,1622300,152.880005
2016-04-14,153.550003,155.990005,152.020004,154.75,983400,154.75
2016-04-15,155.130005,155.289993,151.649994,153.089996,1565300,153.089996
2016-04-18,153.759995,157.710007,152.429993,155.710007,988500,155.710007
2016-04-19,155.929993,156.839996,153.660004,155.440002,774900,155.440002
2016-04-20,156.240005,158.119995,154.919998,157.039993,821100,157.039993
2016-04-21,157.070007,161.639999,156.779999,161.380005,1191800,161.380005
2016-04-22,161.039993,162.0,157.360001,159.100006,1209000,159.100006
2016-04-25,158.860001,159.929993,156.729996,158.020004,849000,158.020004
2016-04-26,158.080002,158.080002,151.960007,154.009995,1450800,154.009995
2016-04-27,154.470001,155.479996,150.75,150.779999,1861000,150.779999
2016-04-28,142.990005,146.479996,139.119995,142.529999,3267300,142.529999
2016-04-29,141.880005,142.309998,137.399994,139.279999,2046500,139.279999
2016-05-02,140.070007,140.779999,138.5,140.529999,1360000,140.529999
2016-05-03,141.710007,147.789993,141.0,144.369995,2251200,144.369995
2016-05-04,143.699997,144.460007,140.869995,141.410004,1280400,141.410004
2016-05-05,142.160004,143.740005,140.360001,142.580002,1005000,142.580002
2016-05-06,141.320007,143.520004,139.669998,140.990005,933100,140.990005
2016-05-09,141.589996,145.320007,141.490005,143.520004,949400,143.520004
2016-05-10,144.75,145.699997,141.520004,145.479996,902400,145.479996
2016-05-11,145.720001,146.440002,138.690002,138.860001,1111700,138.860001
2016-05-12,139.580002,140.460007,136.679993,139.110001,1141400,139.110001
2016-05-13,138.649994,140.270004,138.0,139.740005,1134600,139.740005
2016-05-16,139.190002,144.880005,138.639999,144.570007,1293000,144.570007
2016-05-17,143.809998,144.389999,139.380005,139.960007,1544400,139.960007
2016-05-18,139.699997,142.449997,139.570007,142.330002,1242400,142.330002
2016-05-19,140.899994,142.300003,137.639999,139.029999,1290900,139.029999
2016-05-20,139.289993,143.0,139.220001,142.520004,975500,142.520004
2016-05-23,142.419998,144.5,141.729996,142.509995,978900,142.509995
2016-05-24,143.929993,146.929993,142.529999,146.669998,1165200,146.669998
2016-05-25,146.729996,150.0,146.710007,149.610001,1392100,149.610001
2016-05-26,148.970001,149.699997,147.020004,148.169998,905500,148.169998
2016-05-27,148.199997,150.649994,146.550003,150.419998,1094200,150.419998
2016-05-31,151.070007,153.440002,149.800003,150.899994,1115100,150.899994
2016-06-01,150.869995,153.610001,149.889999,152.699997,975000,152.699997
2016-06-02,152.690002,157.020004,152.690002,156.770004,1550500,156.770004
2016-06-03,156.0,156.25,150.600006,153.889999,1466200,153.889999
