Date,Open_CBS,High_CBS,Low_CBS,Close_CBS,Volume_CBS,AdjClose_CBS
2013-08-02,54.599998,55.0,53.869999,54.529999,4198100,52.889505
2013-08-05,54.209999,54.639999,53.720001,53.860001,3848800,52.239663
2013-08-06,53.91,54.130001,53.259998,54.0,3840600,52.37545
2013-08-07,53.91,54.099998,53.41,53.630001,2906100,52.016583
2013-08-08,54.099998,54.470001,53.799999,54.040001,3024600,52.414248
2013-08-09,53.91,54.259998,53.380001,53.549999,1723900,51.938988
2013-08-12,53.209999,53.900002,53.02,53.68,1561000,52.065078
2013-08-13,53.799999,53.84,53.16,53.650002,1335400,52.035981
2013-08-14,53.490002,53.66,52.439999,53.009998,4881800,51.415232
2013-08-15,52.470001,52.48,51.509998,51.970001,5643000,50.406523
2013-08-16,51.740002,52.189999,51.560001,51.68,3014300,50.125246
2013-08-19,51.599998,51.66,50.900002,51.09,5589800,49.552996
2013-08-20,50.98,51.970001,50.970001,51.549999,2798900,49.999156
2013-08-21,51.380001,51.419998,50.509998,50.849998,3281900,49.320214
2013-08-22,51.740002,53.060001,51.549999,52.740002,4423700,51.153358
2013-08-23,52.73,53.259998,52.119999,53.200001,3111900,51.599519
2013-08-26,53.189999,53.66,52.889999,52.91,2841300,51.318242
2013-08-27,52.310001,52.459999,51.029999,51.16,4109900,49.62089
2013-08-28,51.150002,51.810001,50.77,51.580002,2444300,50.028256
2013-08-29,51.27,52.360001,51.099998,51.57,3507800,50.018555
2013-08-30,51.68,51.700001,50.880001,51.099998,3028000,49.562693
2013-09-03,52.619999,53.869999,52.549999,53.5,5755700,51.890492
2013-09-04,54.099998,54.810001,53.810001,54.599998,4041900,52.957398
2013-09-05,54.48,54.799999,53.830002,53.939999,3390100,52.317254
2013-09-06,54.009998,54.380001,53.310001,53.619999,3277100,52.122839
2013-09-09,53.790001,54.290001,53.439999,53.580002,3743100,52.083958
2013-09-10,54.049999,54.279999,53.75,54.049999,2611900,52.540833
2013-09-11,54.310001,54.790001,54.110001,54.529999,2831600,53.00743
2013-09-12,54.509998,55.669998,54.369999,55.259998,4868500,53.717047
2013-09-13,55.18,55.459999,54.860001,55.459999,3220700,53.911463
2013-09-16,56.139999,56.259998,55.66,55.939999,3459300,54.37806
2013-09-17,55.950001,56.639999,55.73,56.389999,3501900,54.815496
2013-09-18,56.41,57.049999,55.720001,56.810001,3637100,55.223771
2013-09-19,57.080002,57.470001,56.41,56.57,3456500,54.99047
2013-09-20,56.599998,57.02,56.07,56.080002,4481600,54.514154
2013-09-23,56.009998,56.540001,55.849998,55.919998,3078100,54.358618
2013-09-24,56.119999,57.040001,56.02,56.07,4856200,54.504431
2013-09-25,56.189999,56.23,55.34,55.52,3831400,53.969789
2013-09-26,55.529999,56.049999,55.290001,55.560001,4600300,54.008673
2013-09-27,55.0,56.060001,54.599998,55.5,5756700,53.950347
2013-09-30,54.970001,55.59,54.84,55.16,5730300,53.61984
2013-10-01,55.290001,56.0,55.130001,55.759998,3563300,54.203086
2013-10-02,55.310001,55.82,55.259998,55.470001,3383900,53.921186
2013-10-03,55.23,55.599998,54.799999,54.98,2953000,53.444866
2013-10-04,55.099998,56.529999,55.040001,56.380001,3881000,54.805777
2013-10-07,55.57,56.27,55.299999,55.32,2459600,53.775373
2013-10-08,55.349998,55.689999,53.970001,53.990002,3975500,52.48251
2013-10-09,54.060001,54.169998,53.009998,53.619999,5391300,52.122839
2013-10-10,54.32,55.779999,54.080002,55.759998,4318400,54.203086
2013-10-11,55.610001,56.59,55.349998,56.25,4053600,54.679406
2013-10-14,55.889999,57.130001,55.709999,57.049999,3379800,55.457068
2013-10-15,56.790001,57.259998,56.48,56.68,3166200,55.0974
2013-10-16,57.16,57.73,57.009998,57.59,4297500,55.981991
2013-10-17,57.389999,58.57,57.310001,58.439999,4529900,56.808256
2013-10-18,58.66,59.439999,58.470001,59.200001,5318400,57.547037
2013-10-21,59.32,59.41,58.880001,59.169998,2685400,57.517873
2013-10-22,59.360001,59.98,59.330002,59.810001,4910900,58.140006
2013-10-23,59.48,59.630001,59.029999,59.25,3796600,57.595641
2013-10-24,59.450001,59.900002,59.23,59.599998,2843300,57.935867
2013-10-25,59.619999,60.0,59.150002,59.799999,4629000,58.130283
2013-10-28,59.889999,59.91,58.779999,59.25,4644900,57.595641
2013-10-29,59.799999,60.189999,59.09,59.419998,4005300,57.760892
2013-10-30,59.66,59.669998,57.860001,58.619999,5795400,56.98323
2013-10-31,58.639999,59.630001,58.41,59.139999,3870200,57.488711
2013-11-01,59.279999,60.27,59.279999,59.939999,4469000,58.266373
2013-11-04,60.07,60.25,59.259998,59.509998,2775300,57.848379
2013-11-05,59.310001,60.099998,58.93,59.900002,3258000,58.227493
2013-11-06,60.400002,60.91,59.0,59.619999,6764900,57.955309
2013-11-07,58.740002,59.32,56.860001,56.91,11669100,55.320977
2013-11-08,56.990002,58.790001,56.630001,58.740002,8526600,57.099882
2013-11-11,58.689999,59.330002,58.34,58.860001,2869400,57.216531
2013-11-12,58.669998,59.080002,58.34,58.73,3216100,57.090159
2013-11-13,58.349998,60.18,58.209999,60.169998,6750900,58.489951
2013-11-14,60.0,61.080002,59.919998,60.84,5630600,59.141245
2013-11-15,61.040001,61.049999,60.240002,60.549999,3614000,58.859342
2013-11-18,60.639999,60.75,59.450001,59.599998,2801000,57.935867
2013-11-19,59.43,59.59,58.5,58.880001,3773400,57.235973
2013-11-20,59.029999,59.110001,58.029999,58.200001,6151200,56.574959
2013-11-21,58.59,58.849998,58.16,58.41,4967400,56.779095
2013-11-22,58.599998,58.799999,58.32,58.630001,3594400,56.992953
2013-11-25,58.75,58.869999,58.310001,58.470001,3014900,56.837421
2013-11-26,58.389999,58.709999,58.130001,58.529999,6083500,56.895743
2013-11-27,58.599998,58.860001,58.189999,58.799999,2812900,57.158205
2013-11-29,58.91,59.02,58.549999,58.560001,1777900,56.924908
2013-12-02,58.599998,59.200001,58.220001,58.709999,3673000,57.070717
2013-12-03,58.369999,58.720001,58.150002,58.459999,3169200,56.827698
2013-12-04,58.09,59.279999,57.52,58.09,4582700,56.46803
2013-12-05,58.0,58.43,57.740002,58.259998,3520600,56.633281
2013-12-06,59.029999,59.259998,58.610001,58.900002,3391700,57.255415
2013-12-09,58.959999,59.57,58.529999,58.950001,3007100,57.421006
2013-12-10,58.77,59.369999,58.68,59.240002,3953200,57.703485
2013-12-11,59.610001,59.610001,58.25,58.439999,3519100,56.924232
2013-12-12,58.25,58.599998,57.84,58.169998,3485400,56.661235
2013-12-13,58.310001,58.73,58.060001,58.419998,2523800,56.90475
2013-12-16,58.84,59.400002,58.529999,59.130001,3385100,57.596338
2013-12-17,59.029999,59.09,58.209999,58.720001,3290100,57.196972
2013-12-18,58.720001,59.869999,58.099998,59.790001,6198600,58.239219
2013-12-19,59.610001,60.849998,59.560001,60.720001,4903600,59.145098
2013-12-20,60.66,61.23,60.380001,60.700001,5626000,59.125616
2013-12-23,61.07,61.849998,60.82,61.810001,4681700,60.206827
2013-12-24,61.689999,61.91,61.439999,61.66,2351100,60.060716
2013-12-26,62.060001,63.139999,61.740002,63.0,3886400,61.36596
2013-12-27,63.040001,63.330002,62.23,63.040001,3968400,61.404924
2013-12-30,62.990002,64.059998,62.990002,63.66,6983700,62.008842
2013-12-31,63.66,64.059998,63.360001,63.740002,3884000,62.086768
2014-01-02,63.25,63.73,62.41,63.25,6723000,61.609476
2014-01-03,63.189999,63.419998,62.790001,63.139999,2226100,61.502328
2014-01-06,63.709999,63.830002,62.889999,63.009998,3663000,61.375699
2014-01-07,63.290001,63.84,63.099998,63.380001,2258700,61.736105
2014-01-08,63.220001,63.330002,62.459999,62.740002,2653400,61.112705
2014-01-09,63.0,63.09,61.380001,62.490002,3565500,60.86919
2014-01-10,62.5,63.279999,62.07,62.990002,3754800,61.356221
2014-01-13,62.490002,62.689999,60.650002,60.939999,5463200,59.359389
2014-01-14,61.549999,61.549999,60.299999,60.650002,5845500,59.076914
2014-01-15,60.830002,61.369999,60.470001,61.0,7616600,59.417834
2014-01-16,61.02,61.310001,60.59,60.799999,3943800,59.223021
2014-01-17,60.790001,61.169998,60.029999,60.490002,5014200,58.921064
2014-01-21,61.23,61.23,59.290001,59.700001,5797000,58.151553
2014-01-22,60.009998,60.950001,59.709999,60.77,3580500,59.1938
2014-01-23,60.099998,60.5,59.16,59.700001,4422200,58.151553
2014-01-24,59.560001,59.689999,58.029999,58.389999,7373300,56.87553
2014-01-27,58.380001,58.849998,57.509998,58.18,5826900,56.670977
2014-01-28,58.389999,59.040001,58.240002,58.700001,4131400,57.177491
2014-01-29,58.25,58.43,57.369999,57.720001,5709200,56.222909
2014-01-30,59.0,60.169998,58.66,59.169998,7782600,57.635298
2014-01-31,58.189999,59.080002,57.900002,58.720001,6940300,57.196972
2014-02-03,58.59,58.720001,55.709999,56.310001,11594800,54.849481
2014-02-04,56.73,58.16,56.470001,57.869999,8234500,56.369017
2014-02-05,57.419998,59.040001,56.75,58.939999,8278900,57.411264
2014-02-06,59.18,61.040001,58.790001,60.290001,6706800,58.726251
2014-02-07,60.549999,60.849998,60.0,60.5,4719500,58.930803
2014-02-10,60.549999,60.700001,60.189999,60.59,4311500,59.018469
2014-02-11,60.580002,61.150002,60.369999,60.900002,6747800,59.32043
2014-02-12,61.599998,62.040001,61.130001,61.849998,6713300,60.245786
2014-02-13,63.91,64.900002,63.43,64.610001,12806300,62.934202
2014-02-14,64.139999,65.93,63.849998,64.959999,7916300,63.275122
2014-02-18,65.230003,66.449997,65.169998,66.290001,6013100,64.570628
2014-02-19,65.790001,66.580002,65.489998,65.82,7185400,64.112817
2014-02-20,65.949997,66.080002,64.660004,65.910004,6616900,64.200487
2014-02-21,66.07,66.599998,65.739998,66.059998,5038300,64.34659
2014-02-24,66.379997,67.290001,66.290001,66.459999,4822800,64.736217
2014-02-25,66.089996,66.330002,65.599998,65.760002,4438800,64.054376
2014-02-26,65.900002,66.449997,65.400002,65.540001,4726900,63.840081
2014-02-27,65.379997,66.540001,65.169998,66.400002,4732500,64.677775
2014-02-28,66.410004,67.470001,66.410004,67.080002,5577100,65.340138
2014-03-03,65.82,66.349998,64.639999,65.949997,4303300,64.239443
2014-03-04,66.910004,67.620003,66.910004,67.419998,6201700,65.671316
2014-03-05,67.529999,67.870003,67.120003,67.379997,4321000,65.632353
2014-03-06,67.580002,67.720001,67.209999,67.550003,3757500,65.797949
2014-03-07,67.800003,67.970001,67.129997,67.400002,3450400,65.768675
2014-03-10,67.129997,67.43,66.669998,66.760002,3200700,65.144166
2014-03-11,68.089996,68.099998,65.779999,66.089996,4480800,64.490377
2014-03-12,65.610001,66.080002,65.260002,65.900002,4096900,64.30498
2014-03-13,66.300003,66.589996,64.690002,64.959999,5671000,63.387729
2014-03-14,64.790001,66.019997,64.790001,65.370003,5456300,63.78781
2014-03-17,66.0,66.43,65.629997,65.839996,4099200,64.246428
2014-03-18,65.82,66.709999,65.699997,66.300003,3027200,64.6953
2014-03-19,66.339996,66.82,65.720001,65.940002,4308200,64.344013
2014-03-20,65.769997,66.5,65.5,66.169998,3249400,64.568442
2014-03-21,66.809998,67.220001,65.550003,65.690002,6118400,64.100064
2014-03-24,65.82,66.169998,63.990002,64.260002,5897400,62.704675
2014-03-25,65.18,65.18,63.02,63.139999,9995200,61.61178
2014-03-26,63.669998,63.700001,61.889999,61.959999,10427700,60.46034
2014-03-27,62.0,62.0,60.759998,61.470001,10079200,59.982202
2014-03-28,61.790001,62.93,61.610001,62.029999,5791200,60.528646
2014-03-31,62.380001,62.689999,61.669998,61.799999,6177300,60.304213
2014-04-01,62.25,63.630001,62.23,63.189999,6713400,61.66057
2014-04-02,63.41,63.959999,63.220001,63.349998,5537800,61.816697
2014-04-03,63.529999,63.709999,62.200001,62.619999,6164900,61.104366
2014-04-04,63.009998,63.299999,61.5,61.560001,7989900,60.070024
2014-04-07,61.400002,61.419998,58.950001,60.450001,12214200,58.98689
2014-04-08,60.41,60.790001,59.23,60.48,8042800,59.016162
2014-04-09,60.689999,62.52,60.689999,62.360001,8256700,60.85066
2014-04-10,62.279999,62.389999,59.880001,59.98,9618000,58.528264
2014-04-11,59.529999,60.23,58.59,58.68,10666000,57.25973
2014-04-14,59.25,59.560001,58.330002,58.790001,6780000,57.367068
2014-04-15,59.080002,59.580002,57.740002,59.169998,7319700,57.737868
2014-04-16,59.650002,60.720001,58.950001,60.299999,9143500,58.840519
2014-04-17,59.990002,60.740002,58.990002,60.639999,7946900,59.17229
2014-04-21,60.639999,60.650002,58.900002,59.709999,6262600,58.264799
2014-04-22,60.0,60.200001,59.16,59.77,7537800,58.323348
2014-04-23,59.889999,59.990002,58.16,58.389999,10211800,56.976748
2014-04-24,58.720001,59.02,58.110001,58.27,8029800,56.859653
2014-04-25,58.16,58.360001,57.689999,58.049999,8560400,56.644977
2014-04-28,58.619999,58.709999,56.5,57.02,8078300,55.639908
2014-04-29,56.650002,57.560001,56.650002,57.450001,5669600,56.059501
2014-04-30,57.200001,58.27,56.75,57.759998,9322100,56.361995
2014-05-01,57.849998,58.150002,57.330002,57.48,4688800,56.088773
2014-05-02,57.419998,57.830002,57.169998,57.23,5292100,55.844824
2014-05-05,57.080002,58.200001,56.720001,58.189999,4280900,56.781588
2014-05-06,57.849998,58.349998,56.709999,56.790001,5327600,55.415475
2014-05-07,57.0,57.349998,56.290001,56.650002,7416500,55.278864
2014-05-08,56.650002,58.41,56.400002,58.009998,9019800,56.605944
2014-05-09,56.549999,57.189999,55.009998,56.740002,15272100,55.366686
2014-05-12,56.98,57.939999,56.98,57.400002,8218700,56.010712
2014-05-13,57.41,57.779999,56.509998,57.0,7510800,55.620391
2014-05-14,56.790001,57.41,55.57,55.939999,10258300,54.586046
2014-05-15,56.150002,56.419998,55.509998,56.389999,10271100,55.025155
2014-05-16,56.470001,57.09,55.869999,57.029999,5846100,55.649664
2014-05-19,56.860001,57.689999,56.59,57.360001,9107400,55.971679
2014-05-20,57.220001,57.540001,56.73,57.09,12850800,55.708213
2014-05-21,57.299999,59.25,57.240002,59.02,8706800,57.591501
2014-05-22,58.970001,59.310001,58.389999,59.290001,7469500,57.854966
2014-05-23,59.41,60.98,59.169998,60.75,8458300,59.279628
2014-05-27,60.93,61.259998,60.419998,60.459999,5051400,58.996646
2014-05-28,60.470001,60.77,60.029999,60.48,4067800,59.016162
2014-05-29,60.810001,60.900002,59.73,60.150002,4875700,58.694151
2014-05-30,60.07,60.139999,59.380001,59.610001,5250100,58.167221
2014-06-02,59.619999,60.43,59.619999,60.32,4201500,58.860035
2014-06-03,60.169998,60.310001,59.580002,59.619999,5669600,58.176977
2014-06-04,59.52,60.07,59.25,59.84,2720800,58.391653
2014-06-05,60.029999,60.529999,59.490002,60.48,3085500,59.016162
2014-06-06,60.52,60.990002,60.130001,60.490002,3178400,59.14327
2014-06-09,60.540001,61.18,60.490002,60.740002,3419600,59.387704
2014-06-10,60.549999,61.150002,60.169998,61.130001,3959400,59.769021
2014-06-11,62.0,63.080002,61.689999,61.799999,21619600,60.424102
2014-06-12,61.59,61.650002,60.720001,60.880001,12542000,59.524587
2014-06-13,60.900002,60.98,60.040001,60.450001,8535900,59.10416
2014-06-16,60.150002,60.919998,59.93,60.700001,13120300,59.348594
2014-06-17,60.529999,60.720001,60.09,60.110001,6471000,58.771729
2014-06-18,60.18,61.360001,59.889999,61.23,8784600,59.866793
2014-06-19,61.119999,61.540001,59.91,60.369999,6956100,59.025939
2014-06-20,60.299999,60.299999,57.759998,59.040001,20042500,57.725552
2014-06-23,58.919998,59.290001,58.5,59.0,7433900,57.686441
2014-06-24,58.900002,59.799999,58.610001,58.84,7006800,57.530004
2014-06-25,58.48,63.75,58.310001,62.48,32708000,61.088963
2014-06-26,62.75,62.75,61.509998,61.990002,11581900,60.609875
2014-06-27,61.630001,62.0,61.150002,61.23,10856500,59.866793
2014-06-30,61.299999,62.400002,61.27,62.139999,11778700,60.756533
2014-07-01,62.34,63.330002,62.220001,62.919998,22980800,61.519166
2014-07-02,63.049999,64.529999,62.919998,64.300003,40694800,62.868447
2014-07-03,64.300003,64.540001,64.120003,64.300003,14828900,62.868447
2014-07-07,63.869999,65.239998,63.450001,63.610001,48454400,62.193806
2014-07-08,63.419998,63.720001,62.59,63.389999,51073800,61.978703
2014-07-09,63.41,64.139999,62.509998,63.93,78584800,62.506682
2014-07-10,61.889999,62.349998,61.310001,61.799999,90000600,60.424102
2014-07-11,61.970001,62.200001,61.220001,61.349998,8576700,59.98412
2014-07-14,61.790001,61.849998,60.599998,60.68,15332900,59.329039
2014-07-15,60.82,60.849998,59.330002,59.5,16898900,58.17531
2014-07-16,60.939999,61.09,59.939999,60.849998,16020600,59.495252
2014-07-17,60.389999,63.139999,60.360001,61.630001,31086800,60.257889
2014-07-18,61.599998,61.68,60.599998,61.5,23209500,60.130782
2014-07-21,61.380001,61.43,60.41,60.43,10389400,59.084605
2014-07-22,60.59,60.759998,59.25,59.400002,13347000,58.077537
2014-07-23,59.689999,59.689999,58.880001,58.970001,15471500,57.65711
2014-07-24,58.990002,59.150002,58.470001,58.509998,14116500,57.207349
2014-07-25,58.189999,58.470001,57.43,57.73,13274400,56.444716
2014-07-28,57.75,57.970001,57.369999,57.709999,6626500,56.425161
2014-07-29,57.709999,58.049999,57.439999,57.48,8277000,56.200282
2014-07-30,57.880001,58.23,57.509998,57.709999,7125500,56.425161
2014-07-31,57.299999,57.709999,56.810001,56.830002,6107700,55.564755
2014-08-01,56.470001,57.43,56.450001,57.029999,6156200,55.7603
2014-08-04,57.200001,58.009998,57.049999,57.68,6504700,56.39583
2014-08-05,57.299999,57.639999,56.73,56.990002,5131600,55.721193
2014-08-06,57.599998,58.0,56.959999,57.650002,7642100,56.366499
2014-08-07,58.060001,58.189999,56.740002,56.900002,6718800,55.633197
2014-08-08,58.0,59.5,57.880001,59.23,11749900,57.91132
2014-08-11,59.740002,60.400002,59.330002,60.18,7528600,58.84017
2014-08-12,59.880001,60.290001,58.82,58.91,6640300,57.598445
2014-08-13,59.169998,59.419998,58.759998,59.34,4970700,58.018872
2014-08-14,59.290001,59.630001,59.139999,59.459999,4332400,58.136199
2014-08-15,59.740002,60.25,59.330002,59.990002,5841700,58.654402
2014-08-18,60.549999,60.73,60.110001,60.23,5928100,58.889057
2014-08-19,60.48,60.939999,60.150002,60.740002,3628400,59.387704
2014-08-20,60.470001,60.720001,60.189999,60.43,3844500,59.084605
2014-08-21,60.549999,60.599998,60.16,60.360001,4268900,59.016163
2014-08-22,60.240002,60.830002,60.240002,60.5,3230300,59.153046
2014-08-25,60.77,61.369999,60.369999,60.630001,4519800,59.280153
2014-08-26,60.560001,60.700001,59.93,60.02,4702000,58.683733
2014-08-27,60.209999,60.580002,60.099998,60.419998,3252900,59.074825
2014-08-28,60.040001,60.369999,59.549999,59.549999,5040900,58.224196
2014-08-29,59.68,59.740002,59.130001,59.290001,4831400,57.969986
2014-09-02,59.299999,59.650002,58.66,58.830002,6484800,57.520228
2014-09-03,59.099998,59.189999,58.189999,58.529999,5907700,57.226904
2014-09-04,59.02,59.700001,58.900002,59.43,7603900,58.106868
2014-09-05,59.48,59.57,58.560001,59.400002,7013700,58.077537
2014-09-08,59.150002,59.240002,58.759998,59.060001,4046100,57.891296
2014-09-09,58.830002,58.939999,57.790001,57.860001,7181400,56.715041
2014-09-10,58.0,58.16,57.099998,57.639999,5972800,56.499393
2014-09-11,57.400002,58.669998,57.32,58.130001,4797700,56.979699
2014-09-12,57.41,57.419998,56.310001,57.259998,11472500,56.126912
2014-09-15,57.27,57.279999,56.700001,56.740002,6361100,55.617205
2014-09-16,56.709999,57.34,56.32,56.900002,8350300,55.774039
2014-09-17,57.049999,57.209999,56.560001,56.84,5540300,55.715225
2014-09-18,57.099998,57.130001,56.060001,56.5,9888100,55.381953
2014-09-19,56.880001,56.880001,55.619999,55.91,10796100,54.803628
2014-09-22,55.68,55.830002,54.43,54.619999,11979200,53.539154
2014-09-23,54.91,55.439999,54.32,55.029999,10495700,53.941041
2014-09-24,55.009998,55.099998,54.18,54.849998,9998700,53.764602
2014-09-25,54.779999,54.93,53.779999,53.84,7942600,52.77459
2014-09-26,53.830002,54.810001,53.779999,54.560001,6369800,53.480344
2014-09-29,53.919998,54.84,53.869999,54.32,8208400,53.245091
2014-09-30,54.419998,54.470001,53.490002,53.5,10307500,52.441318
2014-10-01,53.5,53.580002,52.779999,52.810001,12324500,51.764974
2014-10-02,52.419998,52.540001,50.52,52.34,17811700,51.304273
2014-10-03,52.689999,53.580002,52.279999,53.080002,10696600,52.029631
2014-10-06,53.220001,53.5,52.619999,52.77,3514600,51.725764
2014-10-07,52.310001,52.689999,52.07,52.16,5835400,51.127835
2014-10-08,52.150002,52.73,51.470001,52.59,6185400,51.549326
2014-10-09,52.299999,52.34,50.700001,50.720001,10588800,49.716331
2014-10-10,50.580002,51.16,49.810001,49.91,9468900,48.922359
2014-10-13,49.779999,50.119999,48.830002,48.91,10407700,47.942147
2014-10-14,49.59,50.75,49.330002,49.93,10301900,48.941963
2014-10-15,49.66,51.029999,48.919998,50.75,13183700,49.745736
2014-10-16,49.799999,52.349998,49.619999,51.18,8451200,50.167228
2014-10-17,51.790001,52.98,51.59,52.349998,9047600,51.314073
2014-10-20,52.970001,53.75,52.880001,53.470001,8752300,52.411913
2014-10-21,53.709999,54.610001,53.639999,54.240002,6745400,53.166676
2014-10-22,54.509998,54.540001,52.740002,52.91,7743700,51.862993
2014-10-23,53.490002,54.099998,53.099998,53.75,5384300,52.686371
2014-10-24,53.360001,53.810001,53.0,53.52,3821700,52.460923
2014-10-27,53.419998,53.900002,53.200001,53.52,3191900,52.460923
2014-10-28,53.740002,54.099998,53.59,54.07,4010700,53.000039
2014-10-29,53.93,54.130001,53.459999,54.060001,3599800,52.990238
2014-10-30,53.810001,54.139999,53.470001,53.889999,3618500,52.8236
2014-10-31,54.849998,54.860001,53.470001,54.220001,6397100,53.147072
2014-11-03,54.650002,54.650002,54.130001,54.43,5734100,53.352915
2014-11-04,53.400002,53.400002,51.32,51.990002,14822600,50.9612
2014-11-05,53.02,53.150002,51.700001,52.5,11518900,51.461107
2014-11-06,53.709999,53.709999,50.52,52.130001,15307600,51.098429
2014-11-07,51.77,51.790001,50.91,51.310001,13100500,50.294656
2014-11-10,51.66,52.41,51.360001,52.130001,8673400,51.098429
2014-11-11,52.049999,52.299999,51.57,51.84,5418800,50.814167
2014-11-12,51.59,51.700001,51.110001,51.57,7316900,50.54951
2014-11-13,51.759998,52.630001,51.630001,51.869999,5012700,50.843572
2014-11-14,52.060001,53.439999,51.959999,53.41,8434100,52.353099
2014-11-17,53.279999,53.490002,52.82,52.880001,6850900,51.833588
2014-11-18,52.400002,52.700001,52.0,52.540001,7083600,51.500316
2014-11-19,52.349998,53.360001,52.169998,53.34,6380200,52.284485
2014-11-20,53.049999,54.060001,52.93,53.669998,7456900,52.607952
2014-11-21,54.060001,54.110001,53.240002,53.549999,9347800,52.490328
2014-11-24,53.779999,53.93,53.330002,53.529999,6153500,52.470723
2014-11-25,53.669998,55.040001,53.48,54.650002,7780200,53.568563
2014-11-26,54.73,54.849998,54.07,54.200001,4249500,53.127467
2014-11-28,54.43,54.91,54.07,54.880001,2562600,53.794011
2014-12-01,54.560001,54.849998,54.040001,54.470001,4607800,53.392125
2014-12-02,54.639999,54.880001,54.27,54.310001,3630900,53.235291
2014-12-03,54.330002,55.490002,53.98,55.23,6460500,54.137084
2014-12-04,54.919998,55.02,54.450001,54.849998,4472300,53.764602
2014-12-05,54.830002,56.099998,54.630001,55.09,9210800,53.999855
2014-12-08,54.799999,55.0,53.560001,53.610001,6148600,52.549142
2014-12-09,52.529999,52.970001,51.400002,52.48,9618100,51.585837
2014-12-10,52.259998,52.529999,51.529999,51.59,6309900,50.711001
2014-12-11,51.75,52.759998,51.389999,52.490002,5918500,51.595668
2014-12-12,52.060001,54.119999,51.880001,53.48,8560600,52.568798
2014-12-15,53.790001,54.150002,52.900002,52.900002,5241300,51.998682
2014-12-16,52.509998,53.049999,52.029999,52.110001,7127000,51.222142
2014-12-17,52.259998,53.400002,52.169998,53.299999,5226500,52.391865
2014-12-18,54.060001,54.599998,53.790001,54.599998,6882400,53.669715
2014-12-19,54.950001,55.470001,54.59,55.18,11220200,54.239834
2014-12-22,55.380001,55.48,54.5,54.639999,5800500,53.709034
2014-12-23,54.900002,56.369999,54.900002,55.830002,5991700,54.878761
2014-12-24,55.82,56.07,55.32,55.700001,2607000,54.750975
2014-12-26,56.02,56.139999,55.540001,55.98,4503300,55.026203
2014-12-29,55.77,56.669998,55.740002,56.450001,4251500,55.488196
2014-12-30,56.389999,56.439999,55.75,55.830002,3067000,54.878761
2014-12-31,56.0,56.330002,55.25,55.34,3361700,54.397108
2015-01-02,55.75,55.77,54.459999,54.790001,4328900,53.85648
2015-01-05,54.509998,54.68,54.0,54.259998,4762800,53.335507
2015-01-06,54.25,54.32,52.939999,53.189999,5231000,52.283739
2015-01-07,53.599998,53.84,52.990002,53.110001,5394700,52.205104
2015-01-08,53.73,54.07,53.439999,53.740002,5910400,52.824371
2015-01-09,54.0,55.130001,53.82,54.560001,8410500,53.630399
2015-01-12,55.040001,55.299999,54.369999,54.849998,5486300,53.915455
