Date,Open_PRGO,High_PRGO,Low_PRGO,Close_PRGO,Volume_PRGO,AdjClose_PRGO
2013-10-16,131.320007,132.119995,130.779999,131.940002,1262500,130.743278
2013-10-17,131.539993,132.279999,131.160004,132.190002,528400,130.99101
2013-10-18,132.639999,132.690002,131.479996,132.649994,714100,131.44683
2013-10-21,133.020004,133.059998,130.820007,131.25,485400,130.059534
2013-10-22,131.320007,132.339996,130.559998,131.020004,781200,129.831624
2013-10-23,131.119995,131.190002,128.300003,129.350006,1592500,128.176773
2013-10-24,129.830002,130.220001,128.389999,129.199997,1360600,128.028125
2013-10-25,129.160004,130.630005,128.880005,130.610001,707600,129.425339
2013-10-28,130.639999,131.240005,130.070007,130.809998,488800,129.623522
2013-10-29,130.789993,131.190002,130.149994,130.600006,474700,129.415436
2013-10-30,131.020004,131.490005,128.050003,128.619995,1252100,127.453384
2013-10-31,133.5,139.320007,133.389999,137.889999,4064000,136.639307
2013-11-01,138.220001,142.580002,137.029999,142.380005,2537600,141.088587
2013-11-04,142.830002,143.740005,141.529999,143.729996,1327100,142.426333
2013-11-05,143.580002,144.029999,141.839996,142.5,1273800,141.207494
2013-11-06,143.130005,145.339996,142.690002,145.279999,943600,143.962278
2013-11-07,145.539993,145.850006,142.669998,145.190002,1227800,143.873098
2013-11-08,145.440002,148.850006,144.380005,148.75,1294500,147.400805
2013-11-11,148.979996,149.759995,147.919998,149.610001,863200,148.253005
2013-11-12,149.380005,150.479996,148.899994,150.029999,1020600,148.669194
2013-11-13,149.820007,150.759995,149.130005,150.710007,948300,149.343034
2013-11-14,151.059998,153.380005,150.759995,152.509995,966700,151.126696
2013-11-15,152.190002,153.190002,151.380005,153.130005,916500,151.741082
2013-11-18,153.639999,153.800003,151.839996,152.289993,804600,150.90869
2013-11-19,152.759995,152.850006,151.279999,152.210007,820900,150.829429
2013-11-20,151.589996,153.800003,151.589996,152.809998,721600,151.423978
2013-11-21,153.110001,155.089996,153.070007,155.0,596100,153.594116
2013-11-22,155.369995,156.100006,154.580002,155.279999,567100,153.871575
2013-11-25,156.470001,156.600006,155.059998,156.440002,943900,155.021058
2013-11-26,156.690002,157.020004,155.360001,156.449997,584800,155.120203
2013-11-27,156.600006,156.729996,155.380005,155.800003,451400,154.475734
2013-11-29,155.820007,156.369995,155.360001,155.889999,257300,154.564965
2013-12-02,156.880005,157.470001,156.139999,156.880005,821100,155.546556
2013-12-03,156.830002,157.070007,154.580002,155.229996,551600,153.910572
2013-12-04,155.029999,155.309998,153.039993,154.889999,704400,153.573465
2013-12-05,155.190002,156.429993,155.130005,155.619995,808300,154.297256
2013-12-06,156.149994,156.820007,155.25,155.630005,1246900,154.307181
2013-12-09,156.369995,156.75,154.179993,154.509995,1047200,153.19669
2013-12-10,153.570007,155.570007,153.419998,154.399994,969800,153.087625
2013-12-11,154.139999,154.520004,150.979996,151.110001,1192400,149.825596
2013-12-12,150.720001,154.389999,149.320007,153.679993,1761100,152.373743
2013-12-13,153.300003,153.429993,151.5,151.820007,1709600,150.529567
2013-12-16,152.229996,152.509995,149.490005,151.039993,2064000,149.756183
2013-12-17,149.699997,153.25,149.119995,153.25,6028700,151.947405
2013-12-18,153.449997,156.470001,153.020004,155.669998,9790200,154.346834
2013-12-19,155.550003,155.550003,148.860001,151.139999,2484700,149.864961
2013-12-20,151.610001,152.259995,148.149994,152.259995,3168800,150.975507
2013-12-23,153.059998,153.339996,151.0,151.800003,1024300,150.519396
2013-12-24,151.570007,152.119995,150.529999,151.600006,285500,150.321087
2013-12-26,151.580002,152.979996,151.509995,152.169998,503200,150.88627
2013-12-27,152.5,152.5,150.809998,152.119995,508800,150.836689
2013-12-30,152.710007,153.5,151.809998,153.110001,910800,151.818343
2013-12-31,153.589996,154.130005,152.520004,153.460007,758300,152.165396
2014-01-02,152.449997,154.520004,152.110001,153.100006,1209500,151.808432
2014-01-03,152.990005,154.380005,152.610001,154.229996,712300,152.928889
2014-01-06,154.889999,155.270004,152.429993,152.929993,1029700,151.639853
2014-01-07,154.729996,155.330002,153.710007,154.580002,1384600,153.275943
2014-01-08,154.610001,158.160004,154.600006,158.029999,1720200,156.696835
2014-01-09,158.199997,158.990005,157.050003,158.949997,949200,157.609072
2014-01-10,158.830002,161.759995,158.0,161.699997,1278900,160.335873
2014-01-13,161.679993,162.350006,159.199997,160.880005,2046800,159.522798
2014-01-14,160.070007,160.639999,155.770004,158.009995,2052100,156.677
2014-01-15,157.389999,158.830002,157.119995,157.699997,1035200,156.369617
2014-01-16,157.539993,158.089996,156.429993,157.160004,532300,155.834179
2014-01-17,157.339996,158.839996,155.830002,156.029999,1178000,154.713707
2014-01-21,155.679993,157.119995,153.589996,155.210007,1436400,153.900633
2014-01-22,155.820007,157.470001,155.759995,157.070007,807000,155.744942
2014-01-23,155.279999,156.020004,154.139999,155.160004,753400,153.851052
2014-01-24,154.800003,155.880005,152.759995,152.789993,750800,151.501035
2014-01-27,152.889999,154.559998,151.130005,153.320007,1043000,152.026578
2014-01-28,153.910004,157.160004,153.910004,157.050003,803800,155.725107
2014-01-29,154.940002,155.550003,152.960007,153.679993,1159500,152.383526
2014-01-30,153.770004,156.179993,153.199997,155.899994,914300,154.584799
2014-01-31,154.729996,156.690002,152.039993,155.660004,785000,154.346834
2014-02-03,155.020004,155.350006,151.529999,152.070007,1062500,150.787123
2014-02-04,152.649994,156.149994,152.479996,155.789993,1187700,154.475727
2014-02-05,155.639999,155.75,151.910004,153.279999,1549100,151.986907
2014-02-06,153.869995,155.220001,144.460007,146.490005,3765100,145.254195
2014-02-07,146.490005,146.490005,144.669998,145.740005,2212600,144.510522
2014-02-10,145.729996,147.660004,144.830002,147.320007,1914600,146.077195
2014-02-11,147.419998,147.869995,145.910004,147.830002,1060000,146.582887
2014-02-12,147.660004,149.139999,147.399994,148.869995,1012800,147.614106
2014-02-13,148.949997,150.899994,148.410004,150.759995,1450800,149.488162
2014-02-14,150.960007,151.949997,148.860001,149.279999,930200,148.020651
2014-02-18,150.580002,156.380005,150.529999,156.139999,1520400,154.82278
2014-02-19,155.949997,157.380005,154.490005,154.720001,892200,153.414761
2014-02-20,155.110001,161.509995,154.539993,161.029999,1546600,159.671527
2014-02-21,160.210007,161.029999,158.410004,159.059998,1554400,157.718145
2014-02-24,158.869995,161.0,158.429993,160.509995,881500,159.155909
2014-02-25,160.5,161.940002,159.410004,161.149994,818600,159.790509
2014-02-26,161.419998,166.75,161.0,162.960007,1409700,161.690612
2014-02-27,163.139999,166.360001,162.529999,166.320007,1278600,165.024439
2014-02-28,166.559998,168.389999,161.580002,164.440002,2114700,163.159079
2014-03-03,162.949997,165.009995,162.009995,164.949997,1375700,163.665101
2014-03-04,167.110001,168.009995,165.820007,167.600006,864800,166.294467
2014-03-05,167.830002,167.970001,166.009995,166.949997,523200,165.649521
2014-03-06,167.880005,168.240005,163.399994,163.889999,659600,162.61336
2014-03-07,164.580002,165.449997,162.300003,164.479996,694100,163.19876
2014-03-10,164.259995,165.399994,163.5,165.320007,775500,164.032229
2014-03-11,165.059998,165.839996,163.809998,163.910004,477000,162.633208
2014-03-12,163.690002,166.570007,163.630005,165.850006,823600,164.558099
2014-03-13,166.350006,167.25,162.479996,162.820007,849900,161.551703
2014-03-14,162.820007,165.580002,161.25,165.490005,1110200,164.200903
2014-03-17,165.729996,167.389999,164.639999,165.149994,658500,163.86354
2014-03-18,165.539993,168.229996,164.960007,167.479996,530500,166.175392
2014-03-19,167.0,168.100006,165.0,166.160004,783000,164.865682
2014-03-20,166.100006,166.429993,163.369995,164.0,615200,162.722504
2014-03-21,164.800003,165.990005,158.929993,159.009995,1801000,157.771368
2014-03-24,159.660004,160.009995,155.5,155.940002,1231800,154.72529
2014-03-25,157.410004,160.179993,155.509995,158.050003,858700,156.818855
2014-03-26,158.270004,159.029999,155.360001,155.550003,719800,154.338329
2014-03-27,156.559998,156.830002,152.970001,154.050003,993400,152.850013
2014-03-28,153.25,155.979996,151.869995,153.160004,741400,151.966947
2014-03-31,154.160004,154.800003,152.710007,154.660004,774100,153.455262
2014-04-01,154.860001,156.880005,154.369995,155.850006,646400,154.635995
2014-04-02,156.779999,158.990005,156.580002,157.199997,793700,155.97547
2014-04-03,157.220001,157.220001,151.869995,152.770004,1338400,151.579985
2014-04-04,153.100006,155.869995,150.910004,151.029999,726000,149.853534
2014-04-07,152.320007,152.850006,146.470001,146.990005,1314700,145.84501
2014-04-08,149.580002,149.789993,145.020004,148.270004,1442800,147.115038
2014-04-09,148.800003,149.830002,147.399994,149.660004,990800,148.49421
2014-04-10,149.779999,150.0,141.729996,144.25,1977500,143.126348
2014-04-11,143.279999,144.490005,139.220001,140.070007,1607100,138.978916
2014-04-14,140.470001,143.630005,138.100006,140.479996,1312500,139.385711
2014-04-15,141.070007,141.960007,137.529999,140.860001,1359500,139.762756
2014-04-16,141.479996,143.770004,141.119995,143.320007,934400,142.2036
2014-04-17,142.559998,143.690002,141.289993,141.990005,842700,140.883958
2014-04-21,141.820007,145.690002,141.160004,145.149994,610600,144.019332
2014-04-22,147.610001,156.0,147.410004,151.550003,2188200,150.369487
2014-04-23,151.550003,151.809998,148.729996,149.929993,1007900,148.762096
2014-04-24,150.919998,151.009995,147.279999,147.699997,777400,146.549471
2014-04-25,146.419998,148.570007,145.240005,146.699997,878300,145.557261
2014-04-28,147.440002,149.0,145.169998,147.039993,1104900,145.894609
2014-04-29,147.25,147.880005,144.820007,145.690002,850800,144.555134
2014-04-30,144.850006,145.520004,143.600006,144.860001,1079100,143.731597
2014-05-01,145.149994,146.490005,144.979996,146.020004,809000,144.882565
2014-05-02,145.229996,146.339996,144.669998,145.279999,496000,144.148324
2014-05-05,144.220001,146.320007,143.210007,145.800003,727700,144.664278
2014-05-06,144.970001,145.899994,142.990005,142.990005,921500,141.876169
2014-05-07,134.380005,135.490005,129.179993,130.550003,4590900,129.533069
2014-05-08,130.550003,131.759995,125.370003,126.870003,3195600,125.881735
2014-05-09,126.239998,129.660004,125.839996,129.509995,2092900,128.501162
2014-05-12,130.559998,132.520004,130.369995,130.820007,1479900,129.80097
2014-05-13,131.389999,131.919998,130.740005,131.309998,1173600,130.287144
2014-05-14,131.320007,132.149994,130.979996,131.259995,1203000,130.23753
2014-05-15,131.759995,132.509995,130.199997,132.369995,1491900,131.338884
2014-05-16,132.699997,132.929993,131.059998,132.800003,1810300,131.765543
2014-05-19,132.899994,134.130005,132.240005,133.169998,1194100,132.132656
2014-05-20,133.270004,133.410004,131.759995,132.899994,1082600,131.864755
2014-05-21,133.350006,133.779999,132.550003,133.139999,1252500,132.10289
2014-05-22,132.979996,137.020004,132.839996,136.830002,1104400,135.764149
2014-05-23,137.199997,139.240005,135.070007,138.630005,1723300,137.550131
2014-05-27,139.880005,140.009995,135.770004,135.839996,1205400,134.781855
2014-05-28,135.360001,137.160004,134.889999,136.720001,2031500,135.759942
2014-05-29,137.330002,139.690002,137.009995,138.800003,936300,137.825338
2014-05-30,138.169998,138.970001,137.470001,138.199997,1002400,137.229545
2014-06-02,138.75,139.830002,138.240005,138.660004,861100,137.686322
2014-06-03,138.039993,138.710007,136.660004,137.509995,935600,136.544388
2014-06-04,136.960007,137.679993,136.179993,136.539993,1371700,135.581198
2014-06-05,137.25,140.210007,136.25,139.339996,1575600,138.361539
2014-06-06,139.880005,139.880005,138.220001,138.949997,659900,137.974279
2014-06-09,140.440002,140.630005,139.220001,140.029999,1128700,139.046697
2014-06-10,140.130005,140.789993,139.0,139.410004,943400,138.431055
2014-06-11,139.050003,141.25,138.520004,141.169998,780900,140.178691
2014-06-12,141.720001,143.580002,141.020004,142.679993,1671600,141.678082
2014-06-13,142.679993,142.679993,140.0,140.389999,874100,139.404169
2014-06-16,140.210007,142.270004,140.119995,141.679993,871300,140.685104
2014-06-17,141.649994,142.009995,140.630005,141.5,502300,140.506375
2014-06-18,141.529999,143.669998,141.410004,143.619995,1093400,142.611484
2014-06-19,143.589996,143.600006,141.350006,141.860001,1244300,140.863848
2014-06-20,141.919998,144.059998,141.919998,143.910004,1344600,142.899456
2014-06-23,144.419998,144.690002,143.270004,144.300003,558300,143.286716
2014-06-24,144.770004,145.509995,144.179993,145.0,760500,143.981798
2014-06-25,144.740005,148.020004,144.740005,147.940002,984000,146.901155
2014-06-26,148.279999,149.009995,147.070007,148.899994,1296800,147.854406
2014-06-27,148.220001,148.850006,145.660004,145.970001,2490200,144.944988
2014-06-30,145.100006,146.679993,145.020004,145.759995,1184000,144.736456
2014-07-01,146.350006,150.740005,146.059998,150.419998,1370100,149.363736
2014-07-02,150.869995,153.720001,148.860001,153.309998,1610100,152.233442
2014-07-03,152.919998,153.740005,150.600006,153.309998,1111500,152.233442
2014-07-07,153.589996,155.669998,150.429993,151.149994,1541000,150.088606
2014-07-08,151.759995,152.039993,146.710007,148.839996,1297900,147.79483
2014-07-09,149.449997,149.789993,147.190002,148.059998,1494000,147.020308
2014-07-10,145.979996,147.600006,144.5,147.270004,945100,146.235862
2014-07-11,145.5,146.809998,143.479996,146.149994,1316500,145.123717
2014-07-14,147.130005,160.649994,144.149994,158.850006,8133200,157.734548
2014-07-15,156.25,157.529999,152.539993,153.440002,2710700,152.362534
2014-07-16,154.399994,155.419998,152.570007,155.350006,1230200,154.259125
2014-07-17,155.139999,155.550003,151.440002,151.860001,1198400,150.793627
2014-07-18,152.0,154.910004,150.5,154.809998,800300,153.722909
2014-07-21,154.440002,154.630005,150.75,151.089996,1009800,150.02903
2014-07-22,152.169998,155.779999,151.820007,155.330002,1295200,154.239262
2014-07-23,155.880005,157.520004,155.210007,157.279999,1176800,156.175566
2014-07-24,157.229996,157.419998,155.490005,157.070007,804800,155.967049
2014-07-25,156.949997,156.949997,154.800003,154.990005,402500,153.901653
2014-07-28,155.199997,155.580002,153.25,153.839996,683500,152.759719
2014-07-29,154.330002,155.050003,153.100006,154.639999,443200,153.554105
2014-07-30,155.279999,155.589996,153.520004,153.889999,586700,152.809371
2014-07-31,153.330002,153.440002,150.330002,150.449997,913600,149.393525
2014-08-01,150.009995,152.479996,150.009995,151.589996,792600,150.525519
2014-08-04,151.740005,152.330002,148.330002,150.009995,705800,148.956612
2014-08-05,148.759995,150.009995,147.050003,148.100006,728200,147.060036
2014-08-06,146.050003,146.380005,141.479996,142.820007,2091800,141.817113
2014-08-07,143.259995,143.589996,141.259995,141.559998,778600,140.565952
2014-08-08,141.460007,143.419998,140.059998,143.279999,1188700,142.273875
2014-08-11,144.679993,144.679993,142.190002,142.25,892900,141.251109
2014-08-12,141.839996,142.320007,137.779999,139.0,1652600,138.02393
2014-08-13,139.619995,140.110001,137.289993,139.149994,1897000,138.172871
2014-08-14,145.410004,149.770004,145.149994,149.289993,2593000,148.241667
2014-08-15,149.699997,149.699997,146.720001,148.529999,1274900,147.487009
2014-08-18,147.990005,148.399994,146.369995,147.880005,1063300,146.841579
2014-08-19,146.839996,151.470001,146.839996,150.839996,1099200,149.780785
2014-08-20,149.589996,150.759995,148.720001,149.429993,607500,148.380683
2014-08-21,149.229996,149.800003,147.550003,147.75,486400,146.712487
2014-08-22,147.779999,149.770004,147.440002,149.220001,528500,148.172166
2014-08-25,148.410004,149.369995,147.800003,147.990005,514500,146.950807
2014-08-26,149.210007,149.210007,147.979996,148.119995,556400,147.079884
2014-08-27,149.5,150.259995,148.380005,148.820007,980000,147.879811
2014-08-28,148.570007,150.169998,148.020004,150.029999,709600,149.082158
2014-08-29,152.630005,153.0,148.190002,148.740005,578400,147.800314
2014-09-02,149.440002,150.570007,148.820007,148.949997,930200,148.008979
2014-09-03,149.839996,150.559998,149.130005,149.940002,939200,148.99273
2014-09-04,150.160004,150.160004,145.740005,146.070007,885600,145.147184
2014-09-05,146.589996,146.940002,145.160004,146.270004,839300,145.345918
2014-09-08,146.449997,146.449997,143.919998,144.830002,1296100,143.915013
2014-09-09,144.470001,144.740005,142.520004,143.179993,951800,142.275428
2014-09-10,143.729996,146.380005,143.380005,145.889999,1159000,144.968314
2014-09-11,145.520004,146.139999,144.360001,145.149994,541200,144.232983
2014-09-12,145.550003,145.550003,144.080002,144.5,681800,143.587096
2014-09-15,145.460007,145.460007,142.479996,143.679993,564600,142.772269
2014-09-16,143.320007,145.600006,135.0,145.259995,885700,144.342289
2014-09-17,145.779999,146.75,145.279999,146.0,942100,145.077619
2014-09-18,146.800003,146.880005,146.279999,146.639999,803900,145.713576
2014-09-19,146.460007,147.860001,145.960007,147.270004,1425500,146.3396
2014-09-22,147.649994,149.880005,147.300003,149.759995,1017100,148.81386
2014-09-23,146.960007,149.940002,146.960007,149.419998,926200,148.476011
2014-09-24,149.710007,153.169998,149.130005,152.889999,771100,151.92409
2014-09-25,152.830002,153.100006,150.619995,150.770004,732700,149.817488
2014-09-26,151.520004,151.910004,149.830002,150.720001,564800,149.767801
2014-09-29,150.119995,150.589996,148.580002,149.729996,561800,148.78405
2014-09-30,150.210007,151.179993,149.309998,150.190002,917100,149.241151
2014-10-01,151.039993,151.039993,148.440002,149.179993,796600,148.237522
2014-10-02,149.539993,151.929993,149.539993,151.460007,772600,150.503132
2014-10-03,152.660004,157.360001,151.630005,155.160004,1033500,154.179753
2014-10-06,155.649994,155.839996,152.720001,153.020004,601600,152.053274
2014-10-07,152.539993,152.839996,149.520004,149.960007,1092100,149.012608
2014-10-08,150.350006,151.520004,147.520004,151.429993,884700,150.473307
2014-10-09,150.759995,153.869995,150.5,152.389999,1100000,151.427249
2014-10-10,152.660004,154.699997,149.190002,149.190002,853600,148.247468
2014-10-13,148.800003,149.429993,145.630005,145.720001,862300,144.79939
2014-10-14,146.089996,148.559998,144.979996,147.179993,680600,146.250157
2014-10-15,145.710007,147.059998,142.679993,145.850006,958800,144.928573
2014-10-16,144.570007,146.470001,142.380005,145.690002,814800,144.76958
2014-10-17,147.419998,148.679993,144.509995,145.779999,825700,144.859008
2014-10-20,146.690002,149.630005,146.389999,148.470001,964700,147.532016
2014-10-21,149.600006,150.160004,148.210007,150.160004,642300,149.211342
2014-10-22,149.949997,151.479996,148.940002,150.259995,587900,149.310701
2014-10-23,151.360001,155.419998,151.220001,153.910004,815200,152.93765
2014-10-24,154.970001,155.490005,153.399994,155.149994,464500,154.169807
2014-10-27,155.169998,155.610001,154.169998,154.809998,596800,153.831958
2014-10-28,155.360001,156.350006,154.869995,156.169998,409600,155.183367
2014-10-29,155.699997,156.199997,154.119995,155.0,511200,154.02076
2014-10-30,156.600006,161.350006,156.300003,161.330002,1206400,160.310771
2014-10-31,163.630005,163.630005,160.850006,161.449997,836500,160.430008
2014-11-03,160.589996,161.149994,159.229996,159.949997,884500,158.939485
2014-11-04,159.490005,160.289993,159.229996,159.850006,571100,158.840126
2014-11-05,160.050003,160.490005,158.300003,158.5,876500,157.498648
2014-11-06,160.779999,160.850006,145.410004,152.490005,4923900,151.526623
2014-11-07,153.139999,155.889999,152.619995,155.770004,1927100,154.7859
2014-11-10,155.100006,156.559998,153.889999,156.559998,1510600,155.570902
2014-11-11,156.179993,157.320007,155.259995,155.440002,1083800,154.457983
2014-11-12,154.770004,155.039993,153.850006,154.869995,1399900,153.891577
2014-11-13,154.720001,156.009995,154.270004,155.529999,688000,154.547411
2014-11-14,155.059998,155.470001,153.770004,154.460007,764800,153.484179
2014-11-17,153.050003,155.559998,152.970001,153.309998,1017800,152.341435
2014-11-18,152.899994,160.160004,152.880005,159.940002,1347700,158.929553
2014-11-19,160.179993,160.399994,158.339996,158.809998,620300,157.806688
2014-11-20,154.570007,157.960007,154.0,154.270004,1515700,153.295377
2014-11-21,153.300003,155.449997,152.610001,154.5,3125600,153.523919
2014-11-24,154.710007,158.240005,154.559998,156.889999,876700,155.898819
2014-11-25,157.289993,157.820007,155.839996,156.470001,1199400,155.585603
2014-11-26,156.949997,159.350006,156.720001,159.220001,782200,158.32006
2014-11-28,159.509995,160.889999,159.199997,160.190002,471900,159.284578
2014-12-01,160.429993,160.479996,158.089996,158.190002,678900,157.295883
2014-12-02,159.660004,159.889999,157.660004,158.009995,964400,157.116892
2014-12-03,157.710007,159.660004,157.009995,159.580002,580100,158.678025
2014-12-04,159.279999,159.539993,157.259995,159.029999,689400,158.131131
2014-12-05,160.220001,160.220001,156.660004,157.130005,674100,156.241876
2014-12-08,156.020004,158.619995,156.020004,158.229996,912900,157.33565
2014-12-09,157.589996,159.199997,155.940002,159.119995,657500,158.220619
2014-12-10,158.419998,159.389999,157.300003,157.389999,800800,156.500401
2014-12-11,156.929993,159.5,156.199997,156.539993,658200,155.6552
2014-12-12,155.509995,156.919998,153.410004,153.410004,684900,152.542901
2014-12-15,153.220001,155.25,151.710007,154.199997,959500,153.328429
2014-12-16,153.869995,156.460007,153.619995,153.770004,769200,152.900867
2014-12-17,154.75,159.440002,154.550003,159.149994,1426600,158.250448
2014-12-18,158.460007,164.919998,158.389999,164.850006,1615500,163.918243
2014-12-19,166.020004,171.570007,166.020004,168.139999,3290600,167.18964
2014-12-22,168.830002,169.399994,167.440002,168.759995,583100,167.806131
2014-12-23,168.419998,169.210007,162.089996,164.149994,919100,163.222187
2014-12-24,163.839996,167.25,163.839996,166.110001,303100,165.171115
2014-12-26,166.360001,166.649994,165.240005,165.960007,231400,165.021969
2014-12-29,165.190002,168.25,165.100006,167.699997,382100,166.752125
2014-12-30,166.649994,167.809998,166.229996,167.039993,483300,166.095852
2014-12-31,167.710007,168.940002,166.960007,167.160004,540900,166.215184
2015-01-02,165.990005,167.339996,165.169998,166.630005,710700,165.688181
2015-01-05,165.059998,166.710007,164.289993,164.910004,725500,163.977901
2015-01-06,164.380005,166.350006,161.970001,164.600006,878500,163.669656
2015-01-07,165.110001,168.800003,164.5,167.350006,851300,166.404112
