Date,Open_FMC,High_FMC,Low_FMC,Close_FMC,Volume_FMC,AdjClose_FMC
2015-08-28,41.669998,42.48,40.59,42.400002,1462600,41.85288
2015-08-31,42.32,42.73,41.529999,42.310001,1134200,41.764041
2015-09-01,41.259998,41.709999,40.380001,40.540001,1279200,40.01688
2015-09-02,41.16,41.709999,40.07,41.709999,1830100,41.171781
2015-09-03,41.98,42.599998,41.630001,42.310001,1339700,41.764041
2015-09-04,41.73,41.82,41.23,41.48,1320700,40.94475
2015-09-08,42.209999,42.549999,41.91,42.330002,1026100,41.783784
2015-09-09,42.669998,42.98,41.23,41.330002,794700,40.796687
2015-09-10,41.200001,41.549999,40.599998,41.330002,1143200,40.796687
2015-09-11,41.18,41.82,41.07,41.599998,1108200,41.0632
2015-09-14,41.5,41.599998,40.110001,40.299999,1061600,39.779976
2015-09-15,40.509998,40.73,40.029999,40.259998,1905100,39.740491
2015-09-16,40.330002,40.77,40.07,40.119999,2414100,39.602298
2015-09-17,40.189999,40.360001,38.700001,38.790001,2690300,38.289462
2015-09-18,38.759998,38.91,37.580002,37.759998,4183100,37.27275
2015-09-21,37.919998,38.169998,37.32,37.5,2172800,37.016107
2015-09-22,36.950001,37.200001,36.720001,37.049999,3650500,36.571913
2015-09-23,37.41,37.759998,36.209999,36.349998,2445000,35.880945
2015-09-24,35.75,35.82,34.41,34.970001,2895000,34.518755
2015-09-25,35.299999,35.52,34.27,34.459999,1573800,34.015334
2015-09-28,33.849998,34.880001,32.580002,32.990002,2641600,32.720978
2015-09-29,32.990002,33.82,32.669998,32.93,2195800,32.661466
2015-09-30,33.25,34.200001,33.240002,33.91,1980800,33.633474
2015-10-01,34.0,34.299999,33.57,33.869999,2160900,33.5938
2015-10-02,33.400002,35.060001,33.290001,35.049999,1540300,34.764177
2015-10-05,35.290001,36.32,35.220001,35.82,1851500,35.527899
2015-10-06,35.810001,36.77,35.669998,36.240002,2407600,35.944476
2015-10-07,36.130001,37.389999,36.049999,37.330002,2813000,37.025587
2015-10-08,37.209999,39.18,37.130001,38.700001,2850200,38.384414
2015-10-09,38.77,39.049999,38.009998,38.48,1624600,38.166207
2015-10-12,38.389999,38.43,37.110001,37.529999,1132700,37.223953
2015-10-13,34.810001,36.650002,34.810001,36.349998,5934200,36.053575
2015-10-14,36.189999,39.02,36.02,38.540001,3061300,38.225719
2015-10-15,38.5,38.84,36.799999,38.049999,2799900,37.739713
2015-10-16,38.220001,38.220001,37.560001,37.799999,1176600,37.491752
2015-10-19,37.330002,38.139999,37.130001,37.459999,1437700,37.154524
2015-10-20,37.41,38.209999,37.169998,37.529999,1854900,37.223953
2015-10-21,37.619999,37.619999,36.349998,36.41,2069200,36.113088
2015-10-22,36.860001,37.669998,36.75,37.360001,1623500,37.055341
2015-10-23,37.740002,37.880001,37.400002,37.5,1115900,37.194199
2015-10-26,37.389999,37.66,36.84,36.919998,895700,36.618927
2015-10-27,37.290001,37.290001,35.889999,36.290001,1373200,35.994067
2015-10-28,36.439999,37.580002,36.16,37.52,1730900,37.214036
2015-10-29,37.060001,40.02,36.41,39.77,4247800,39.445688
2015-10-30,39.919998,41.490002,39.779999,40.709999,3771500,40.378022
2015-11-02,40.790001,41.52,40.779999,41.18,2289700,40.84419
2015-11-03,41.07,42.09,40.84,41.369999,1551000,41.032639
2015-11-04,41.400002,42.439999,41.23,41.509998,1291100,41.171497
2015-11-05,41.349998,41.950001,41.25,41.470001,1367500,41.131826
2015-11-06,41.16,41.529999,40.419998,41.009998,1101600,40.675574
2015-11-09,40.869999,41.139999,40.099998,40.599998,969900,40.268918
2015-11-10,40.43,40.580002,39.759998,40.16,693200,39.832507
2015-11-11,40.209999,40.310001,39.470001,39.759998,766600,39.435768
2015-11-12,39.27,40.150002,39.060001,39.75,1061100,39.425851
2015-11-13,39.73,41.099998,39.639999,40.59,1006800,40.259001
2015-11-16,40.57,41.580002,40.490002,41.48,1222400,41.141743
2015-11-17,41.560001,42.380001,41.130001,41.919998,1591300,41.578154
2015-11-18,42.049999,43.360001,42.029999,43.029999,3215600,42.679102
2015-11-19,42.880001,43.290001,42.5,42.610001,697700,42.262529
2015-11-20,42.720001,42.849998,41.82,41.91,898100,41.568237
2015-11-23,41.830002,42.349998,41.5,41.900002,997000,41.55832
2015-11-24,41.790001,42.82,41.360001,42.650002,1184500,42.302204
2015-11-25,42.529999,43.080002,42.299999,42.73,728600,42.38155
2015-11-27,42.599998,43.029999,41.950001,42.189999,259000,41.845952
2015-11-30,42.360001,43.369999,42.220001,42.970001,1501900,42.619594
2015-12-01,43.169998,43.169998,41.619999,41.970001,1173500,41.627749
2015-12-02,41.849998,42.82,41.0,41.139999,1499000,40.804515
2015-12-03,41.32,42.470001,41.189999,41.919998,1631600,41.578154
2015-12-04,41.93,42.689999,41.48,42.439999,1146300,42.093914
2015-12-07,42.099998,42.200001,41.029999,41.41,1295100,41.072314
2015-12-08,40.990002,41.23,39.990002,40.009998,1524800,39.683729
2015-12-09,40.369999,41.700001,40.130001,40.490002,1863300,40.159818
2015-12-10,40.279999,40.599998,39.389999,39.48,1179300,39.158052
2015-12-11,38.549999,38.810001,37.869999,38.009998,1399200,37.700039
2015-12-14,37.98,37.98,36.43,37.060001,2257700,36.757789
2015-12-15,37.5,37.959999,37.200001,37.889999,1499300,37.581018
2015-12-16,38.040001,38.82,37.779999,38.68,1205600,38.364577
2015-12-17,38.619999,38.759998,37.41,37.540001,1414600,37.233874
2015-12-18,37.349998,38.349998,37.25,37.93,2243400,37.620693
2015-12-21,38.220001,39.029999,37.93,38.240002,1221800,37.928166
2015-12-22,38.450001,39.610001,38.310001,39.25,892500,38.929928
2015-12-23,39.689999,41.23,39.619999,40.779999,958600,40.447451
2015-12-24,40.849998,40.950001,40.279999,40.580002,363400,40.249084
2015-12-28,40.310001,40.43,39.799999,39.93,710200,39.604384
2015-12-29,40.110001,40.630001,39.669998,40.389999,724100,40.226857
2015-12-30,40.16,40.549999,39.669998,39.689999,627500,39.529684
2015-12-31,39.490002,39.91,39.130001,39.130001,698800,38.971948
2016-01-04,37.810001,38.110001,36.990002,37.98,1749400,37.826592
2016-01-05,38.040001,38.549999,37.34,37.580002,1414000,37.42821
2016-01-06,36.889999,36.990002,35.779999,36.02,1450100,35.87451
2016-01-07,35.5,36.23,34.900002,35.73,2157500,35.58568
2016-01-08,35.939999,36.529999,35.59,35.669998,1548600,35.525921
2016-01-11,35.810001,35.970001,34.869999,35.16,1502200,35.017983
2016-01-12,35.689999,35.84,34.669998,35.549999,1266400,35.406407
2016-01-13,35.599998,36.02,34.139999,34.330002,1259900,34.191337
2016-01-14,34.459999,35.529999,33.84,35.360001,1478800,35.217176
2016-01-15,34.259998,35.240002,34.189999,35.040001,1453200,34.898468
2016-01-19,35.470001,35.52,33.990002,34.810001,1689700,34.669398
2016-01-20,34.330002,35.029999,33.450001,34.810001,1700900,34.669398
2016-01-21,34.59,35.82,34.59,35.110001,1593500,34.968185
2016-01-22,35.639999,36.119999,34.59,35.25,1731300,35.107619
2016-01-25,34.91,35.099998,33.630001,33.650002,949500,33.514084
2016-01-26,33.970001,34.970001,33.84,34.830002,1250600,34.689318
2016-01-27,34.57,35.77,34.450001,34.709999,1125400,34.5698
2016-01-28,35.099998,35.259998,34.189999,34.619999,669700,34.480163
2016-01-29,34.849998,35.77,34.59,35.720001,975200,35.575722
2016-02-01,35.25,35.759998,34.34,35.669998,1101500,35.525921
2016-02-02,35.209999,35.330002,34.310001,34.529999,1199000,34.390526
2016-02-03,35.009998,36.09,33.950001,36.080002,896600,35.934269
2016-02-04,36.27,39.240002,36.240002,37.599998,1918000,37.448126
2016-02-05,37.470001,38.290001,36.779999,36.950001,1029100,36.800753
2016-02-08,36.529999,36.599998,34.25,34.950001,1753000,34.808832
2016-02-09,34.549999,35.119999,33.84,34.529999,3426600,34.390526
2016-02-10,34.830002,35.759998,34.16,34.209999,1297500,34.071819
2016-02-11,33.52,34.349998,32.240002,33.529999,2171000,33.394565
2016-02-12,33.52,35.110001,32.919998,35.040001,1225100,34.898468
2016-02-16,35.110001,36.849998,34.57,36.790001,1995100,36.6414
2016-02-17,37.25,38.59,37.110001,37.860001,1361600,37.707078
2016-02-18,38.09,38.16,36.560001,37.09,1224300,36.940187
2016-02-19,36.93,36.93,35.860001,35.950001,686200,35.804793
2016-02-22,36.310001,37.84,36.240002,37.830002,1290900,37.6772
2016-02-23,37.470001,38.119999,36.41,36.639999,936200,36.492004
2016-02-24,36.040001,37.139999,35.68,36.990002,684000,36.840593
2016-02-25,37.040001,37.400002,36.25,37.380001,644000,37.229017
2016-02-26,37.75,38.439999,37.540001,38.060001,940900,37.906271
2016-02-29,37.990002,38.509998,37.639999,37.639999,1344800,37.487965
2016-03-01,38.110001,38.509998,37.82,38.380001,943000,38.224978
2016-03-02,37.790001,38.41,37.580002,38.0,1333000,37.846512
2016-03-03,37.779999,38.720001,37.560001,38.610001,1376500,38.454048
2016-03-04,38.790001,41.849998,38.669998,40.48,2103200,40.316494
2016-03-07,40.509998,41.799999,40.310001,40.810001,1421000,40.645163
2016-03-08,40.369999,40.59,38.209999,38.709999,1531600,38.553643
2016-03-09,38.98,39.779999,38.919998,38.939999,1433900,38.782713
2016-03-10,39.099998,39.799999,38.619999,39.209999,954000,39.051623
2016-03-11,39.799999,40.639999,39.799999,40.150002,1204700,39.987829
2016-03-14,39.939999,40.439999,39.650002,40.07,923100,39.90815
2016-03-15,39.669998,39.84,38.919998,39.119999,710200,38.961987
2016-03-16,39.060001,40.259998,39.009998,40.18,660700,40.017707
2016-03-17,40.279999,41.59,40.259998,41.310001,877100,41.143143
2016-03-18,41.549999,41.93,40.779999,40.889999,1062100,40.724838
2016-03-21,40.91,41.650002,40.900002,41.32,753800,41.153101
2016-03-22,40.919998,41.950001,40.869999,41.73,1138600,41.561445
2016-03-23,41.439999,41.830002,41.23,41.389999,1043500,41.222818
2016-03-24,41.009998,41.259998,40.099998,40.549999,1288400,40.386211
2016-03-28,40.610001,41.810001,40.25,40.849998,1193500,40.684998
2016-03-29,40.439999,41.09,39.740002,41.060001,867400,41.060001
2016-03-30,41.560001,42.029999,41.200001,41.279999,1373200,41.279999
2016-03-31,41.279999,41.32,40.02,40.369999,1082800,40.369999
2016-04-01,39.91,40.349998,39.419998,40.290001,969300,40.290001
2016-04-04,40.099998,40.220001,38.900002,39.200001,1163900,39.200001
2016-04-05,38.82,39.220001,38.099998,38.16,1531700,38.16
2016-04-06,38.040001,38.299999,36.919998,37.869999,1545600,37.869999
2016-04-07,37.709999,37.709999,36.720001,36.900002,1407600,36.900002
2016-04-08,37.400002,37.919998,37.169998,37.48,1173700,37.48
2016-04-11,37.73,38.0,37.209999,37.389999,1035600,37.389999
2016-04-12,37.529999,38.18,37.400002,38.0,784700,38.0
2016-04-13,38.509998,39.650002,38.389999,39.619999,1092500,39.619999
2016-04-14,39.779999,39.849998,39.02,39.52,2376300,39.52
2016-04-15,39.66,40.18,39.43,39.900002,1621300,39.900002
2016-04-18,39.849998,40.25,39.529999,40.130001,1333400,40.130001
2016-04-19,40.299999,41.810001,40.189999,41.810001,1803900,41.810001
2016-04-20,41.799999,43.18,41.610001,42.799999,1630000,42.799999
2016-04-21,42.400002,43.91,42.380001,42.799999,2118000,42.799999
2016-04-22,43.0,43.610001,42.73,42.950001,939500,42.950001
2016-04-25,42.810001,43.380001,42.52,42.669998,993000,42.669998
2016-04-26,42.759998,43.349998,42.669998,43.27,962700,43.27
2016-04-27,43.200001,44.34,43.189999,44.099998,1251600,44.099998
2016-04-28,43.52,44.139999,43.279999,43.52,1115400,43.52
2016-04-29,43.290001,43.599998,42.779999,43.259998,1495400,43.259998
2016-05-02,43.25,43.639999,42.740002,43.619999,1613900,43.619999
2016-05-03,43.619999,47.419998,43.619999,47.32,4237600,47.32
2016-05-04,47.099998,47.830002,46.68,47.439999,2113900,47.439999
2016-05-05,47.919998,48.459999,47.419998,47.540001,1925900,47.540001
2016-05-06,47.490002,48.189999,47.360001,48.0,1406300,48.0
2016-05-09,47.709999,47.860001,46.560001,46.599998,1408800,46.599998
2016-05-10,46.790001,47.400002,46.490002,47.139999,2803900,47.139999
2016-05-11,47.150002,47.490002,46.919998,47.0,1877300,47.0
2016-05-12,48.060001,48.639999,46.860001,46.990002,1966000,46.990002
2016-05-13,46.990002,47.16,46.0,46.0,1268900,46.0
2016-05-16,46.27,47.220001,46.07,47.0,1957300,47.0
2016-05-17,46.939999,47.900002,46.860001,47.150002,2337300,47.150002
2016-05-18,46.82,47.209999,45.59,45.639999,1884900,45.639999
2016-05-19,45.400002,46.09,44.900002,45.709999,1977000,45.709999
2016-05-20,46.110001,47.029999,46.049999,46.5,1626500,46.5
2016-05-23,46.5,48.110001,46.400002,47.439999,2304400,47.439999
2016-05-24,47.849998,48.0,47.139999,47.330002,1867600,47.330002
2016-05-25,47.529999,48.810001,47.369999,48.380001,2346200,48.380001
2016-05-26,48.580002,48.810001,47.59,47.849998,1309800,47.849998
2016-05-27,47.790001,48.240002,47.580002,48.119999,841500,48.119999
2016-05-31,48.189999,48.290001,47.470001,47.490002,1003500,47.490002
2016-06-01,47.490002,47.709999,46.240002,47.689999,1398500,47.689999
2016-06-02,47.490002,48.029999,47.02,48.009998,903200,48.009998
2016-06-03,48.099998,49.0,47.98,48.849998,1700400,48.849998
