Date,Open_AON,High_AON,Low_AON,Close_AON,Volume_AON,AdjClose_AON
2014-11-26,92.139999,92.139999,91.269997,91.800003,734600,90.10848
2014-11-28,91.800003,92.699997,91.480003,92.489998,678900,90.785761
2014-12-01,92.279999,92.730003,91.839996,92.419998,1243100,90.717051
2014-12-02,92.25,92.720001,92.18,92.620003,910500,90.91337
2014-12-03,92.529999,93.849998,92.110001,93.760002,1422700,92.032363
2014-12-04,93.489998,95.419998,93.489998,94.639999,3012200,92.896146
2014-12-05,94.870003,95.809998,94.540001,95.099998,1601200,93.347669
2014-12-08,95.099998,97.730003,94.830002,97.599998,3190100,95.801603
2014-12-09,96.739998,98.099998,96.660004,97.190002,2591500,95.399162
2014-12-10,97.019997,97.779999,96.129997,96.32,2447700,94.54519
2014-12-11,96.529999,97.5,96.120003,96.290001,1989600,94.515744
2014-12-12,95.559998,96.360001,94.989998,95.010002,1436200,93.259331
2014-12-15,96.220001,96.559998,94.440002,94.860001,1867300,93.112093
2014-12-16,94.529999,95.970001,94.480003,94.510002,1815700,92.768544
2014-12-17,95.010002,96.07,94.309998,95.650002,1724900,93.887537
2014-12-18,96.620003,96.949997,95.830002,96.699997,2547900,94.918185
2014-12-19,97.230003,97.360001,96.589996,96.690002,2574800,94.908375
2014-12-22,97.0,97.25,96.580002,97.040001,1013700,95.251924
2014-12-23,97.160004,97.400002,96.620003,96.669998,1742800,94.888739
2014-12-24,96.779999,97.0,96.300003,96.519997,657300,94.741502
2014-12-26,96.849998,96.849998,96.0,96.260002,683800,94.486298
