Date,Open_VRSK,High_VRSK,Low_VRSK,Close_VRSK,Volume_VRSK,AdjClose_VRSK
2016-03-14,76.150002,76.790001,75.43,76.589996,625200,76.589996
2016-03-15,76.150002,76.830002,75.029999,76.459999,744100,76.459999
2016-03-16,75.980003,77.150002,75.239998,76.910004,506700,76.910004
2016-03-17,76.93,77.349998,76.269997,77.190002,624400,77.190002
2016-03-18,77.550003,78.029999,76.769997,77.480003,1013900,77.480003
2016-03-21,77.400002,78.059998,76.860001,78.0,578900,78.0
2016-03-22,77.470001,78.459999,77.160004,77.870003,825700,77.870003
2016-03-23,77.620003,77.93,77.110001,77.519997,506600,77.519997
2016-03-24,76.480003,78.220001,76.410004,77.610001,393100,77.610001
2016-03-28,78.010002,78.360001,77.300003,77.760002,639000,77.760002
2016-03-29,77.550003,78.790001,77.550003,78.629997,691200,78.629997
2016-03-30,79.129997,79.169998,78.220001,78.730003,336100,78.730003
2016-03-31,78.940002,80.440002,78.75,79.919998,972200,79.919998
2016-04-01,79.639999,80.260002,79.290001,80.190002,690400,80.190002
2016-04-04,80.010002,81.589996,79.190002,79.449997,692400,79.449997
2016-04-05,78.800003,79.400002,78.480003,78.709999,479300,78.709999
2016-04-06,78.550003,79.800003,78.419998,79.75,467900,79.75
2016-04-07,79.110001,79.739998,78.169998,78.269997,765300,78.269997
2016-04-08,78.050003,78.120003,77.290001,77.580002,644700,77.580002
2016-04-11,77.970001,77.989998,76.760002,76.839996,537800,76.839996
2016-04-12,76.980003,77.839996,76.93,77.739998,450000,77.739998
2016-04-13,78.0,78.699997,77.760002,78.57,555000,78.57
2016-04-14,78.550003,78.690002,77.440002,77.860001,655200,77.860001
2016-04-15,77.860001,78.290001,77.43,78.150002,476400,78.150002
2016-04-18,78.190002,78.900002,77.860001,78.610001,523300,78.610001
2016-04-19,78.720001,79.010002,78.309998,78.599998,435800,78.599998
2016-04-20,78.610001,78.959999,78.160004,78.589996,482000,78.589996
2016-04-21,78.440002,78.769997,78.010002,78.059998,516100,78.059998
2016-04-22,77.809998,78.610001,77.809998,78.190002,569800,78.190002
2016-04-25,78.18,78.540001,77.93,78.43,389300,78.43
2016-04-26,78.110001,78.940002,78.059998,78.790001,431700,78.790001
2016-04-27,78.879997,79.160004,78.059998,78.699997,664400,78.699997
2016-04-28,78.410004,79.43,78.339996,78.68,581600,78.68
2016-04-29,78.07,78.459999,77.07,77.580002,799600,77.580002
2016-05-02,77.68,78.169998,77.400002,77.779999,500700,77.779999
2016-05-03,77.300003,77.440002,76.410004,77.129997,949600,77.129997
2016-05-04,76.419998,78.0,76.290001,77.489998,1006700,77.489998
2016-05-05,77.419998,77.949997,77.059998,77.230003,734000,77.230003
2016-05-06,76.889999,78.010002,76.800003,77.849998,674000,77.849998
2016-05-09,78.010002,78.440002,77.470001,77.769997,512300,77.769997
2016-05-10,78.129997,78.839996,77.889999,78.760002,411600,78.760002
2016-05-11,78.629997,78.690002,77.349998,77.459999,488500,77.459999
2016-05-12,77.800003,78.099998,76.959999,77.809998,580100,77.809998
2016-05-13,77.599998,77.779999,77.059998,77.080002,563800,77.080002
2016-05-16,77.120003,78.230003,77.029999,77.900002,527500,77.900002
2016-05-17,77.790001,77.970001,76.75,76.860001,477400,76.860001
2016-05-18,76.629997,76.959999,75.889999,76.660004,853000,76.660004
2016-05-19,75.959999,76.529999,75.760002,76.339996,648200,76.339996
2016-05-20,76.489998,77.25,76.290001,77.040001,1123700,77.040001
2016-05-23,77.059998,77.290001,76.839996,76.989998,371700,76.989998
2016-05-24,77.260002,79.019997,77.059998,78.790001,473300,78.790001
2016-05-25,78.900002,79.489998,78.620003,79.18,490500,79.18
2016-05-26,79.0,79.279999,78.68,78.980003,324200,78.980003
2016-05-27,78.93,79.57,78.93,79.260002,473200,79.260002
2016-05-31,79.57,79.620003,78.910004,79.389999,948300,79.389999
2016-06-01,79.059998,79.440002,78.940002,79.440002,538900,79.440002
2016-06-02,79.099998,79.989998,79.0,79.980003,480900,79.980003
2016-06-03,79.43,80.029999,79.029999,79.779999,1349300,79.779999
