Date,Open_ADS,High_ADS,Low_ADS,Close_ADS,Volume_ADS,AdjClose_ADS
2015-08-12,267.070007,270.359985,264.75,269.529999,528400,269.529999
2015-08-13,270.119995,270.880005,268.089996,268.920013,298000,268.920013
2015-08-14,270.529999,275.209991,269.299988,273.779999,490000,273.779999
2015-08-17,272.23999,273.190002,269.459991,271.320007,455500,271.320007
2015-08-18,270.940002,275.130005,270.76001,273.48999,296400,273.48999
2015-08-19,271.609985,273.290009,268.160004,268.570007,294900,268.570007
2015-08-20,268.5,270.829987,266.540009,266.630005,377800,266.630005
2015-08-21,264.630005,266.079987,258.970001,259.220001,548700,259.220001
2015-08-24,245.570007,255.0,241.910004,247.050003,788400,247.050003
2015-08-25,253.300003,258.480011,247.059998,247.399994,671600,247.399994
2015-08-26,253.149994,258.130005,249.029999,257.809998,611700,257.809998
2015-08-27,260.200012,265.0,259.079987,263.829987,620400,263.829987
2015-08-28,262.730011,263.609985,259.359985,262.25,405500,262.25
2015-08-31,261.390015,262.0,257.01001,257.190002,479600,257.190002
2015-09-01,251.130005,257.130005,250.619995,252.399994,511400,252.399994
2015-09-02,256.299988,256.299988,252.169998,255.509995,430400,255.509995
2015-09-03,256.920013,259.940002,256.0,256.76001,351900,256.76001
2015-09-04,253.089996,254.889999,249.470001,250.5,436200,250.5
2015-09-08,255.600006,257.679993,253.690002,257.519989,528400,257.519989
2015-09-09,258.730011,259.5,251.229996,251.699997,345000,251.699997
2015-09-10,250.070007,253.979996,249.720001,251.740005,382800,251.740005
2015-09-11,251.160004,253.649994,249.020004,253.630005,365800,253.630005
2015-09-14,253.720001,255.479996,250.830002,251.910004,313900,251.910004
2015-09-15,253.059998,258.290009,251.139999,256.429993,352800,256.429993
2015-09-16,256.609985,257.549988,253.589996,254.399994,318200,254.399994
2015-09-17,254.350006,258.290009,251.449997,255.350006,377300,255.350006
2015-09-18,254.990005,254.990005,250.889999,251.660004,572900,251.660004
2015-09-21,253.470001,256.980011,252.089996,255.990005,283800,255.990005
2015-09-22,253.160004,254.619995,248.830002,252.380005,437600,252.380005
2015-09-23,252.770004,255.669998,250.419998,254.839996,296200,254.839996
2015-09-24,252.350006,254.550003,250.220001,254.020004,582600,254.020004
2015-09-25,256.940002,261.359985,255.289993,259.299988,605600,259.299988
2015-09-28,256.549988,256.970001,249.270004,249.470001,636800,249.470001
2015-09-29,249.309998,252.110001,247.520004,251.199997,552100,251.199997
2015-09-30,254.440002,259.839996,254.440002,258.980011,603800,258.980011
2015-10-01,260.450012,263.690002,258.399994,262.350006,635300,262.350006
2015-10-02,258.76001,269.75,256.23999,269.350006,613000,269.350006
2015-10-05,270.970001,276.179993,270.049988,275.769989,483400,275.769989
2015-10-06,274.899994,277.25,274.100006,275.609985,489000,275.609985
2015-10-07,277.470001,280.98999,275.779999,278.269989,457400,278.269989
2015-10-08,277.279999,280.480011,275.089996,279.410004,361000,279.410004
2015-10-09,279.369995,281.850006,278.0,280.119995,238300,280.119995
2015-10-12,279.850006,280.899994,277.410004,279.0,334200,279.0
2015-10-13,277.279999,280.269989,275.529999,275.809998,318800,275.809998
2015-10-14,275.899994,280.140015,274.690002,276.660004,420300,276.660004
2015-10-15,279.0,279.809998,274.910004,278.179993,324500,278.179993
2015-10-16,279.049988,279.390015,276.299988,278.160004,264600,278.160004
2015-10-19,276.829987,280.720001,276.070007,280.070007,316000,280.070007
2015-10-20,280.100006,281.619995,277.690002,280.98999,386100,280.98999
2015-10-21,282.359985,282.359985,273.75,275.929993,545300,275.929993
2015-10-22,285.149994,298.059998,283.350006,294.48999,950300,294.48999
2015-10-23,296.109985,297.369995,291.910004,295.869995,758700,295.869995
2015-10-26,295.029999,296.619995,293.859985,294.920013,470800,294.920013
2015-10-27,293.130005,295.98999,292.0,293.549988,297700,293.549988
2015-10-28,294.01001,298.369995,292.190002,298.269989,304200,298.269989
2015-10-29,297.890015,299.109985,295.600006,297.850006,415400,297.850006
2015-10-30,298.529999,300.559998,297.019989,297.309998,307800,297.309998
2015-11-02,296.190002,301.109985,296.190002,298.420013,332800,298.420013
2015-11-03,297.649994,302.23999,293.869995,300.589996,403700,300.589996
2015-11-04,301.140015,303.75,299.640015,301.869995,448600,301.869995
2015-11-05,300.829987,301.850006,298.459991,299.109985,439200,299.109985
2015-11-06,300.959991,301.779999,295.029999,297.950012,347100,297.950012
2015-11-09,297.049988,298.959991,292.519989,296.730011,421700,296.730011
2015-11-10,295.769989,298.730011,294.73999,297.570007,342400,297.570007
2015-11-11,298.920013,298.920013,293.75,294.730011,333900,294.730011
2015-11-12,293.130005,294.549988,290.820007,290.820007,423700,290.820007
2015-11-13,290.0,290.670013,285.309998,286.350006,448700,286.350006
2015-11-16,285.700012,288.440002,284.700012,287.140015,438200,287.140015
2015-11-17,287.75,288.570007,283.799988,284.48999,525000,284.48999
2015-11-18,284.839996,288.040009,284.130005,287.700012,303400,287.700012
2015-11-19,287.269989,288.769989,284.5,286.070007,276100,286.070007
2015-11-20,287.51001,287.950012,285.269989,286.609985,249700,286.609985
2015-11-23,286.73999,287.130005,285.0,285.660004,190800,285.660004
2015-11-24,283.019989,285.929993,281.01001,285.450012,240700,285.450012
2015-11-25,288.369995,288.589996,283.589996,286.399994,162900,286.399994
2015-11-27,286.329987,287.440002,284.0,285.529999,94900,285.529999
2015-11-30,286.720001,287.790009,284.190002,286.850006,276000,286.850006
2015-12-01,287.380005,290.299988,286.359985,289.160004,273500,289.160004
2015-12-02,288.109985,289.73999,284.809998,285.369995,344800,285.369995
2015-12-03,286.390015,288.079987,279.809998,281.25,302200,281.25
2015-12-04,281.25,284.459991,279.519989,284.220001,468500,284.220001
2015-12-07,282.589996,284.390015,281.079987,282.859985,282900,282.859985
2015-12-08,280.299988,283.609985,279.540009,282.149994,355700,282.149994
2015-12-09,280.380005,284.959991,278.089996,280.089996,322400,280.089996
2015-12-10,281.019989,283.0,278.910004,280.160004,258500,280.160004
2015-12-11,275.429993,278.160004,266.369995,268.100006,711400,268.100006
2015-12-14,267.880005,270.269989,265.079987,269.98999,465800,269.98999
2015-12-15,271.549988,272.670013,266.119995,267.98999,471100,267.98999
2015-12-16,270.399994,273.910004,268.450012,273.299988,328000,273.299988
2015-12-17,275.230011,277.589996,268.769989,269.059998,333000,269.059998
2015-12-18,267.920013,270.019989,265.26001,266.940002,584000,266.940002
2015-12-21,269.609985,270.649994,267.23999,270.529999,264200,270.529999
2015-12-22,270.619995,275.929993,269.579987,273.700012,253700,273.700012
2015-12-23,275.910004,279.059998,274.399994,278.350006,349700,278.350006
2015-12-24,278.220001,279.980011,276.5,278.200012,98500,278.200012
2015-12-28,276.980011,278.529999,275.410004,278.140015,134000,278.140015
2015-12-29,280.0,280.950012,277.399994,280.299988,163100,280.299988
2015-12-30,279.730011,279.730011,276.179993,276.769989,196000,276.769989
2015-12-31,275.420013,279.890015,275.0,276.570007,262100,276.570007
2016-01-04,271.160004,272.149994,268.98999,271.709991,475600,271.709991
2016-01-05,272.450012,275.940002,271.399994,274.049988,362000,274.049988
2016-01-06,271.320007,274.600006,269.179993,270.179993,514300,270.179993
2016-01-07,266.940002,269.980011,261.540009,262.029999,590500,262.029999
2016-01-08,263.019989,264.369995,256.75,257.01001,583700,257.01001
2016-01-11,257.269989,258.019989,250.979996,253.119995,824800,253.119995
2016-01-12,255.639999,258.190002,251.669998,257.290009,447500,257.290009
2016-01-13,258.690002,258.690002,247.710007,248.589996,494500,248.589996
2016-01-14,249.050003,258.029999,247.210007,256.23999,824600,256.23999
2016-01-15,247.210007,256.230011,247.210007,251.279999,746700,251.279999
2016-01-19,255.210007,257.049988,248.490005,251.970001,740300,251.970001
2016-01-20,247.220001,249.089996,237.100006,246.970001,680600,246.970001
2016-01-21,247.009995,252.960007,245.710007,248.809998,509900,248.809998
2016-01-22,252.600006,254.410004,247.699997,249.220001,646700,249.220001
2016-01-25,248.580002,249.669998,244.600006,245.389999,487500,245.389999
2016-01-26,246.050003,250.820007,243.619995,249.600006,930900,249.600006
2016-01-27,249.139999,253.070007,245.639999,246.800003,681900,246.800003
2016-01-28,226.100006,231.399994,197.830002,199.0,3378900,199.0
2016-01-29,199.550003,215.789993,199.089996,199.789993,2644200,199.789993
2016-02-01,200.0,209.339996,198.860001,206.559998,1502700,206.559998
2016-02-02,203.729996,203.830002,192.779999,194.289993,1656100,194.289993
2016-02-03,196.229996,196.839996,190.070007,194.699997,1429200,194.699997
2016-02-04,193.479996,198.960007,192.0,197.410004,1160200,197.410004
2016-02-05,196.899994,198.759995,184.669998,187.220001,1842800,187.220001
2016-02-08,181.440002,185.059998,180.410004,183.740005,1748900,183.740005
2016-02-09,181.210007,182.839996,176.630005,177.119995,1591100,177.119995
2016-02-10,178.940002,185.410004,178.350006,182.100006,966600,182.100006
2016-02-11,178.220001,182.910004,177.259995,180.449997,775500,180.449997
2016-02-12,183.130005,184.729996,181.330002,182.649994,674300,182.649994
2016-02-16,183.839996,189.880005,183.520004,187.490005,1142400,187.490005
2016-02-17,188.850006,194.389999,187.820007,192.410004,788700,192.410004
2016-02-18,195.050003,201.630005,195.0,197.429993,863900,197.429993
2016-02-19,197.339996,204.490005,195.0,204.360001,1018400,204.360001
2016-02-22,205.570007,214.5,205.570007,210.889999,968500,210.889999
2016-02-23,209.0,213.770004,206.369995,206.460007,770000,206.460007
2016-02-24,206.410004,211.460007,203.0,210.759995,561800,210.759995
2016-02-25,211.339996,212.699997,208.690002,212.600006,575500,212.600006
2016-02-26,213.050003,215.940002,211.990005,212.690002,616000,212.690002
2016-02-29,213.369995,214.509995,210.009995,210.130005,718700,210.130005
2016-03-01,212.229996,213.660004,209.009995,213.509995,986100,213.509995
2016-03-02,212.559998,215.289993,210.75,214.350006,831300,214.350006
2016-03-03,215.220001,218.690002,213.710007,216.880005,596400,216.880005
2016-03-04,218.139999,218.850006,214.649994,216.220001,641200,216.220001
2016-03-07,214.419998,220.309998,214.419998,219.960007,898700,219.960007
2016-03-08,218.270004,219.729996,212.289993,212.639999,788900,212.639999
2016-03-09,213.949997,213.949997,209.889999,213.190002,645600,213.190002
2016-03-10,213.259995,214.690002,206.729996,208.059998,760800,208.059998
2016-03-11,211.309998,211.869995,208.0,211.600006,940500,211.600006
2016-03-14,215.619995,216.639999,210.479996,214.869995,759200,214.869995
2016-03-15,212.720001,217.110001,208.740005,210.699997,820800,210.699997
2016-03-16,208.910004,209.860001,204.75,207.339996,1219300,207.339996
2016-03-17,207.990005,208.880005,204.860001,205.559998,1361700,205.559998
2016-03-18,206.0,209.330002,203.039993,208.699997,1748500,208.699997
2016-03-21,209.080002,212.009995,207.320007,210.300003,621500,210.300003
2016-03-22,208.699997,210.619995,207.429993,210.320007,657400,210.320007
2016-03-23,210.559998,213.100006,209.449997,209.800003,601400,209.800003
2016-03-24,209.419998,212.350006,207.110001,211.770004,550300,211.770004
2016-03-28,212.639999,213.100006,209.449997,211.039993,441400,211.039993
2016-03-29,210.100006,213.360001,209.279999,212.770004,623000,212.770004
2016-03-30,214.419998,218.0,214.25,215.960007,677500,215.960007
2016-03-31,215.320007,220.630005,213.880005,220.0,893300,220.0
2016-04-01,218.690002,221.820007,216.5,221.119995,506800,221.119995
2016-04-04,221.199997,221.580002,214.539993,214.710007,610700,214.710007
2016-04-05,212.080002,212.160004,207.639999,210.0,1002100,210.0
2016-04-06,210.979996,214.660004,209.279999,214.460007,639800,214.460007
2016-04-07,212.229996,216.0,210.580002,212.429993,811600,212.429993
2016-04-08,213.429993,215.779999,212.5,215.270004,634000,215.270004
2016-04-11,215.300003,216.419998,206.389999,206.699997,836200,206.699997
2016-04-12,207.050003,209.160004,199.779999,204.399994,1158800,204.399994
2016-04-13,206.160004,215.520004,204.839996,215.139999,950300,215.139999
2016-04-14,213.5,216.509995,212.300003,214.479996,887900,214.479996
2016-04-15,215.110001,215.940002,213.720001,214.770004,447000,214.770004
2016-04-18,213.5,215.580002,212.649994,215.0,593900,215.0
2016-04-19,215.009995,216.460007,208.229996,211.619995,863600,211.619995
2016-04-20,212.960007,218.839996,211.300003,217.919998,1204600,217.919998
2016-04-21,202.089996,205.869995,197.960007,202.600006,2952900,202.600006
2016-04-22,202.330002,207.070007,201.610001,205.990005,1212600,205.990005
2016-04-25,204.660004,205.300003,202.550003,203.899994,805300,203.899994
2016-04-26,202.490005,204.240005,201.020004,201.679993,668400,201.679993
2016-04-27,201.179993,203.779999,200.75,202.919998,1093300,202.919998
2016-04-28,202.919998,203.440002,200.080002,201.199997,1261000,201.199997
2016-04-29,200.949997,203.649994,200.139999,203.309998,774800,203.309998
2016-05-02,203.639999,204.490005,201.039993,202.820007,671000,202.820007
2016-05-03,201.809998,202.300003,200.419998,201.100006,783900,201.100006
2016-05-04,200.0,201.149994,199.059998,200.75,972300,200.75
2016-05-05,201.0,202.520004,199.960007,200.240005,634800,200.240005
2016-05-06,199.869995,204.039993,199.779999,203.860001,756100,203.860001
2016-05-09,203.919998,204.350006,202.410004,203.300003,711800,203.300003
2016-05-10,203.559998,206.710007,203.559998,204.389999,457200,204.389999
2016-05-11,204.259995,206.110001,203.0,204.600006,960200,204.600006
2016-05-12,205.100006,205.529999,200.369995,202.080002,1217300,202.080002
2016-05-13,202.5,204.210007,200.660004,201.570007,592500,201.570007
2016-05-16,201.080002,205.479996,200.830002,205.039993,481600,205.039993
2016-05-17,204.960007,213.0,203.970001,210.839996,1130600,210.839996
2016-05-18,210.839996,214.699997,208.649994,212.630005,890100,212.630005
2016-05-19,211.020004,211.520004,205.210007,205.440002,885300,205.440002
2016-05-20,206.699997,207.289993,205.240005,206.410004,538300,206.410004
2016-05-23,205.539993,207.070007,203.639999,205.279999,427500,205.279999
2016-05-24,206.179993,209.949997,206.039993,209.679993,311600,209.679993
2016-05-25,210.100006,213.789993,210.100006,212.839996,530000,212.839996
2016-05-26,212.660004,214.119995,210.229996,212.050003,419700,212.050003
2016-05-27,211.979996,216.860001,211.5,215.059998,418400,215.059998
2016-05-31,215.910004,223.029999,213.619995,222.190002,1051500,222.190002
2016-06-01,222.190002,223.710007,218.919998,222.619995,594700,222.619995
2016-06-02,222.460007,224.820007,221.020004,224.490005,704200,224.490005
2016-06-03,223.479996,224.389999,221.050003,223.600006,536000,223.600006
