Date,Open_HOG,High_HOG,Low_HOG,Close_HOG,Volume_HOG,AdjClose_HOG
2015-11-24,49.209999,49.77,48.68,49.540001,2523200,48.376589
2015-11-25,49.560001,49.900002,49.240002,49.73,2294900,48.562126
2015-11-27,49.650002,49.759998,48.540001,48.73,1314800,47.58561
2015-11-30,48.77,48.98,48.349998,48.919998,2594300,47.771147
2015-12-01,49.0,49.529999,48.599998,48.919998,1956000,47.771147
2015-12-02,48.900002,48.990002,47.5,47.650002,2327000,46.530975
2015-12-03,47.82,47.84,46.75,47.0,4252700,45.896238
2015-12-04,47.02,47.939999,46.779999,47.66,3639800,46.540739
2015-12-07,47.25,47.860001,47.009998,47.459999,2372400,46.345435
2015-12-08,46.889999,47.459999,46.889999,47.18,1657700,46.072012
2015-12-09,46.919998,47.860001,45.959999,46.139999,1950700,45.354439
2015-12-10,46.25,46.43,45.939999,46.32,1778000,45.531374
2015-12-11,45.759998,45.970001,45.290001,45.630001,2393900,44.853123
2015-12-14,45.73,46.09,45.139999,45.529999,1956900,44.754824
2015-12-15,45.970001,46.580002,45.93,45.950001,1643600,45.167675
2015-12-16,46.099998,46.950001,46.080002,46.830002,2269700,46.032693
2015-12-17,46.66,46.700001,45.099998,45.419998,3576000,44.646696
2015-12-18,45.240002,45.759998,45.040001,45.119999,5612100,44.351804
2015-12-21,45.549999,45.59,45.0,45.220001,1332100,44.450104
2015-12-22,45.459999,45.639999,45.0,45.48,1386700,44.705676
2015-12-23,45.75,47.009998,45.75,46.549999,1744400,45.757458
2015-12-24,46.549999,46.549999,46.110001,46.150002,592200,45.364271
2015-12-28,46.029999,46.200001,45.049999,45.77,1668200,44.990739
2015-12-29,46.099998,46.200001,45.610001,46.02,1359400,45.236483
2015-12-30,45.950001,46.119999,45.549999,45.560001,1323300,44.784315
2015-12-31,45.52,46.09,45.34,45.389999,1757800,44.617208
2016-01-04,44.689999,45.540001,44.200001,45.52,2706000,44.744996
2016-01-05,45.740002,46.380001,44.970001,45.290001,2392300,44.518912
2016-01-06,44.630001,44.900002,42.889999,43.400002,5167200,42.661091
2016-01-07,42.740002,43.889999,42.509998,43.130001,3936000,42.395687
2016-01-08,43.439999,44.080002,43.099998,43.75,4740200,43.00513
2016-01-11,43.43,43.849998,41.889999,42.900002,3911300,42.169604
2016-01-12,43.400002,43.639999,41.849998,42.349998,3639900,41.628965
2016-01-13,42.5,43.049999,41.709999,41.799999,4958000,41.08833
2016-01-14,41.75,42.209999,40.900002,41.970001,2480000,41.255437
2016-01-15,40.75,40.900002,39.380001,40.439999,5218200,39.751484
2016-01-19,40.939999,41.029999,40.02,40.66,2409900,39.967739
2016-01-20,39.990002,40.439999,38.880001,39.91,3526100,39.230509
2016-01-21,40.040001,41.369999,39.59,40.669998,3149100,39.977567
2016-01-22,41.330002,41.5,40.119999,40.73,3114900,40.036547
2016-01-25,40.880001,41.43,39.900002,40.09,3119700,39.407444
2016-01-26,39.57,39.619999,38.139999,38.549999,7167300,37.893663
2016-01-27,38.509998,39.119999,37.18,37.490002,8610400,36.851712
2016-01-28,37.490002,41.169998,36.360001,38.919998,10967100,38.257362
2016-01-29,39.290001,40.360001,38.130001,40.0,5470200,39.318976
2016-02-01,39.860001,40.349998,39.119999,40.130001,3583700,39.446764
2016-02-02,39.77,39.799999,38.669998,39.5,2809700,38.827489
2016-02-03,39.869999,40.169998,38.740002,39.849998,3530800,39.171529
2016-02-04,39.91,41.610001,39.880001,41.25,5008500,40.547694
2016-02-05,41.200001,41.41,40.580002,40.970001,2824600,40.272463
2016-02-08,40.25,40.720001,38.5,39.299999,3291800,38.630894
2016-02-09,38.709999,39.0,37.849998,38.709999,3149700,38.050939
2016-02-10,39.029999,39.619999,38.799999,38.990002,2235500,38.326174
2016-02-11,38.360001,38.599998,37.91,38.119999,3768300,37.470983
2016-02-12,38.110001,38.75,36.970001,38.720001,3337300,38.413465
2016-02-16,39.32,39.740002,39.09,39.700001,2517000,39.385706
2016-02-17,40.130001,41.639999,40.130001,41.369999,2622100,41.042483
2016-02-18,41.599998,41.849998,41.189999,41.610001,2017400,41.280585
2016-02-19,41.43,42.09,41.299999,42.0,2506300,41.667497
2016-02-22,42.560001,43.290001,42.240002,42.959999,2485400,42.619896
2016-02-23,42.639999,42.830002,41.939999,42.220001,1626700,41.885756
2016-02-24,41.779999,42.25,40.91,42.139999,1713100,41.806388
2016-02-25,42.16,43.32,41.77,43.32,1545500,42.977046
2016-02-26,43.560001,43.91,43.290001,43.380001,1589200,43.036573
2016-02-29,43.330002,43.650002,42.990002,43.169998,1982800,42.828232
2016-03-01,43.759998,44.18,43.299999,44.07,1656400,43.721109
2016-03-02,44.32,45.169998,44.02,44.919998,2359500,44.564378
2016-03-03,44.970001,46.57,44.689999,46.509998,2105800,46.14179
2016-03-04,46.310001,47.139999,45.869999,46.759998,2141200,46.389811
2016-03-07,46.349998,47.619999,46.299999,46.93,2706100,46.558467
2016-03-08,46.720001,47.23,46.470001,46.860001,3060800,46.489022
2016-03-09,47.02,48.0,46.529999,47.540001,2106000,47.163639
2016-03-10,47.75,47.939999,47.02,47.630001,1593700,47.252926
2016-03-11,48.009998,49.419998,47.959999,48.93,2365800,48.542634
2016-03-14,48.889999,48.959999,48.150002,48.389999,1978100,48.006908
2016-03-15,48.16,48.209999,46.970001,47.349998,2632700,46.97514
2016-03-16,47.32,48.950001,47.009998,48.560001,3163900,48.175564
2016-03-17,48.709999,48.959999,47.959999,48.73,3260100,48.344216
2016-03-18,48.860001,49.830002,48.799999,49.599998,4572000,49.207328
2016-03-21,49.32,49.990002,49.299999,49.75,1689000,49.356142
2016-03-22,49.32,49.75,48.75,49.66,1925000,49.266854
2016-03-23,49.52,49.73,48.290001,48.369999,2042000,47.987066
2016-03-24,48.040001,48.040001,47.18,47.860001,1938900,47.481105
2016-03-28,48.0,48.68,47.860001,48.310001,1525800,47.927543
2016-03-29,48.07,49.310001,48.060001,49.220001,2084100,48.830339
2016-03-30,49.5,50.029999,49.080002,49.48,2729500,49.088279
2016-03-31,49.540001,51.540001,49.400002,51.330002,5289600,50.923635
2016-04-01,51.139999,51.959999,50.66,51.66,2443000,51.251021
2016-04-04,51.650002,52.0,51.169998,51.220001,1702700,50.814505
2016-04-05,50.650002,51.029999,49.77,49.84,3923600,49.445429
2016-04-06,47.720001,47.75,45.130001,46.34,10544100,45.973138
2016-04-07,45.25,46.279999,44.419998,44.5,5682000,44.147705
2016-04-08,44.880001,45.470001,44.369999,44.619999,2635600,44.266754
2016-04-11,44.889999,46.220001,44.889999,45.23,2299200,44.871925
2016-04-12,45.220001,45.639999,44.740002,44.919998,1898900,44.564378
2016-04-13,47.009998,47.189999,45.84,46.830002,6388300,46.45926
2016-04-14,46.830002,47.82,46.639999,47.5,4089700,47.123954
2016-04-15,47.369999,47.619999,46.02,46.43,3903000,46.062426
2016-04-18,46.290001,47.330002,45.900002,46.950001,3611300,46.578309
2016-04-19,47.139999,47.549999,44.540001,45.779999,11899100,45.41757
2016-04-20,45.919998,47.369999,45.32,46.939999,4710800,46.568386
2016-04-21,46.959999,48.060001,46.34,48.029999,3526500,47.649757
2016-04-22,48.009998,49.360001,48.009998,48.57,3154600,48.185483
2016-04-25,48.349998,48.880001,48.27,48.580002,1896600,48.195406
2016-04-26,48.619999,49.400002,48.459999,49.380001,2011100,48.989072
2016-04-27,49.360001,49.889999,49.029999,49.450001,1675100,49.058518
2016-04-28,49.16,49.240002,47.889999,47.990002,2008600,47.610077
2016-04-29,47.98,47.990002,47.23,47.830002,1733000,47.451344
2016-05-02,48.02,48.349998,47.150002,48.32,1842600,47.937462
2016-05-03,47.799999,48.220001,47.57,48.110001,2457600,47.729126
2016-05-04,47.639999,47.84,46.599998,46.779999,1861800,46.409653
2016-05-05,46.779999,47.200001,45.720001,46.220001,3718800,45.854089
2016-05-06,46.07,46.490002,45.360001,45.990002,2244600,45.62591
2016-05-09,46.150002,46.689999,45.799999,45.900002,5379700,45.536623
2016-05-10,46.060001,46.43,45.900002,46.400002,1976300,46.032664
2016-05-11,46.09,46.189999,45.43,45.669998,2406000,45.30844
2016-05-12,45.990002,46.200001,45.400002,45.619999,3233100,45.258837
2016-05-13,45.540001,46.119999,45.389999,45.560001,2281300,45.199314
2016-05-16,45.040001,45.41,44.630001,45.009998,2673200,44.653665
2016-05-17,44.790001,45.619999,44.560001,44.860001,2612700,44.504855
2016-05-18,44.75,44.939999,43.970001,44.400002,2201500,44.048498
2016-05-19,44.169998,44.310001,43.27,43.810001,2310600,43.463169
2016-05-20,43.549999,44.389999,43.549999,43.91,2800200,43.562375
2016-05-23,43.919998,44.650002,43.709999,44.209999,2091500,43.86
2016-05-24,44.189999,44.779999,43.959999,44.540001,1926100,44.540001
2016-05-25,44.68,45.400002,44.669998,45.23,1395700,45.23
2016-05-26,45.25,45.639999,44.93,45.419998,1474300,45.419998
2016-05-27,45.459999,46.119999,45.290001,45.529999,1301900,45.529999
2016-05-31,45.869999,46.560001,45.66,46.389999,2798100,46.389999
2016-06-01,46.25,46.310001,45.75,46.23,1323400,46.23
2016-06-02,46.209999,46.549999,45.939999,46.150002,1235600,46.150002
2016-06-03,45.82,46.049999,45.060001,45.790001,1680900,45.790001
