Date,Open_BHI,High_BHI,Low_BHI,Close_BHI,Volume_BHI,AdjClose_BHI
2013-07-24,47.869999,47.919998,47.349998,47.759998,3117400,46.097575
2013-07-25,47.529999,47.790001,47.049999,47.459999,2878000,45.808018
2013-07-26,47.369999,48.040001,47.18,47.98,4243900,46.309918
2013-07-29,47.77,47.82,47.09,47.240002,2641500,45.595678
2013-07-30,47.25,47.369999,46.98,47.130001,2639600,45.489507
2013-07-31,47.290001,47.759998,47.139999,47.43,2345300,45.779063
2013-08-01,48.080002,48.48,47.970001,48.41,3514400,46.873189
2013-08-02,48.349998,48.57,48.049999,48.419998,2000700,46.88287
2013-08-05,48.400002,48.400002,47.91,48.029999,1768100,46.505251
2013-08-06,47.889999,48.02,47.23,47.43,3133800,45.9243
2013-08-07,47.259998,47.66,47.0,47.540001,2607600,46.030809
2013-08-08,47.66,48.240002,47.560001,47.919998,2319100,46.398743
2013-08-09,47.849998,48.09,47.139999,47.439999,1949600,45.933981
2013-08-12,47.110001,47.619999,47.029999,47.529999,1931900,46.021124
2013-08-13,47.700001,47.900002,47.209999,47.240002,3240500,45.740333
2013-08-14,47.200001,47.48,47.060001,47.220001,2437500,45.720968
2013-08-15,47.080002,47.75,47.07,47.34,2706700,45.837157
2013-08-16,47.34,47.470001,46.689999,46.860001,3132800,45.372396
2013-08-19,46.720001,47.040001,46.369999,46.439999,2196200,44.965727
2013-08-20,46.360001,47.07,46.290001,46.84,2130600,45.35303
2013-08-21,46.619999,46.720001,46.09,46.220001,2691000,44.752713
2013-08-22,46.310001,47.34,46.310001,47.119999,2491000,45.62414
2013-08-23,47.200001,47.689999,46.990002,47.509998,2996200,46.001759
2013-08-26,47.529999,47.77,47.150002,47.25,1874300,45.750014
2013-08-27,46.709999,47.02,46.25,46.650002,3617700,45.169063
2013-08-28,46.700001,47.5,46.580002,47.189999,3158200,45.691918
2013-08-29,47.099998,47.310001,46.599998,46.650002,1949000,45.169063
2013-08-30,46.669998,46.830002,46.330002,46.490002,2739700,45.014143
2013-09-03,47.040001,47.310001,46.57,46.849998,3861000,45.362711
2013-09-04,46.77,47.91,46.73,47.73,3266300,46.214776
2013-09-05,47.869999,48.919998,47.830002,48.43,3093400,46.892555
2013-09-06,48.790001,49.48,48.310001,48.990002,3931100,47.434778
2013-09-09,49.110001,50.509998,49.029999,50.130001,5333200,48.538587
2013-09-10,50.27,50.720001,49.98,50.220001,6400500,48.625731
2013-09-11,50.080002,50.220001,49.630001,50.139999,4669400,48.548268
2013-09-12,49.970001,50.0,49.200001,49.400002,3594700,47.831762
2013-09-13,49.580002,49.939999,49.43,49.700001,2549400,48.122238
2013-09-16,50.18,50.25,49.43,49.950001,3090400,48.364301
2013-09-17,49.98,50.669998,49.849998,50.259998,3409000,48.664458
2013-09-18,50.169998,50.880001,49.779999,50.380001,4005900,48.780651
2013-09-19,50.400002,50.52,49.950001,50.23,2340600,48.635411
2013-09-20,50.310001,50.48,49.669998,49.84,3253200,48.257793
2013-09-23,49.610001,50.029999,49.220001,49.240002,2238000,47.676842
2013-09-24,49.189999,49.669998,48.880001,49.259998,2216600,47.696204
2013-09-25,49.48,50.029999,49.25,49.419998,2400300,47.851124
2013-09-26,49.470001,49.689999,49.23,49.470001,2445400,47.89954
2013-09-27,49.07,49.599998,49.0,49.529999,2587700,47.957633
2013-09-30,48.970001,49.380001,48.799999,49.099998,2637600,47.541283
2013-10-01,49.080002,49.900002,48.82,49.66,2153600,48.083507
2013-10-02,49.400002,49.950001,49.299999,49.630001,2683900,48.05446
2013-10-03,49.509998,49.57,48.619999,48.790001,3705100,47.241127
2013-10-04,48.990002,49.849998,48.400002,49.450001,4384100,47.880174
2013-10-07,48.959999,49.419998,48.759998,49.009998,2422400,47.45414
2013-10-08,49.099998,49.5,48.91,48.93,2400200,47.376682
2013-10-09,48.93,48.98,48.369999,48.639999,2496600,47.095887
2013-10-10,49.169998,49.650002,48.91,49.639999,2068200,48.064141
2013-10-11,49.279999,50.540001,49.150002,50.23,2842600,48.635411
2013-10-14,49.869999,50.560001,49.43,50.419998,3676900,48.819378
2013-10-15,50.130001,50.41,49.52,50.119999,4332800,48.528903
2013-10-16,50.650002,51.200001,50.459999,50.98,4618800,49.361602
2013-10-17,50.82,51.959999,50.77,51.779999,6902700,50.136205
2013-10-18,55.970001,57.349998,55.220001,55.549999,15598900,53.786524
2013-10-21,55.470001,56.240002,55.119999,56.0,5302600,54.222239
2013-10-22,56.360001,57.900002,56.330002,57.150002,7368200,55.335733
2013-10-23,56.689999,56.77,55.75,56.200001,5459900,54.415891
2013-10-24,56.32,57.580002,55.900002,57.07,5176200,55.258271
2013-10-25,57.330002,58.669998,57.299999,58.23,5929900,56.381446
2013-10-28,58.02,58.130001,57.66,58.049999,4581800,56.20716
2013-10-29,58.32,58.720001,58.060001,58.66,2861100,56.797795
2013-10-30,58.700001,58.830002,57.799999,58.369999,3390300,56.517001
2013-10-31,58.189999,58.619999,57.560001,58.09,3192600,56.390804
2013-11-01,58.360001,58.439999,57.259998,58.290001,4613800,56.584954
2013-11-04,58.450001,58.66,58.09,58.41,3478300,56.701443
2013-11-05,58.279999,58.529999,57.669998,57.880001,3370400,56.186947
2013-11-06,58.299999,58.389999,57.509998,57.959999,3868800,56.264605
2013-11-07,58.290001,58.299999,55.720001,55.970001,8411500,54.332817
2013-11-08,56.040001,57.950001,56.040001,57.919998,5423000,56.225775
2013-11-11,57.959999,58.73,57.860001,58.349998,2989500,56.643197
2013-11-12,57.57,57.779999,56.82,57.130001,4533700,55.458886
2013-11-13,56.860001,57.560001,56.669998,57.549999,4530000,55.866599
2013-11-14,57.75,58.32,57.630001,58.279999,4424900,56.575245
2013-11-15,58.490002,58.52,57.919998,58.27,2853300,56.565539
2013-11-18,58.400002,58.57,57.130001,57.330002,3114100,55.653036
2013-11-19,57.419998,57.720001,56.880001,57.16,3113000,55.488007
2013-11-20,57.299999,57.540001,56.790001,56.91,2929600,55.24532
2013-11-21,57.310001,58.060001,57.009998,57.889999,3038600,56.196653
2013-11-22,57.91,58.119999,56.990002,57.91,4004200,56.216069
2013-11-25,57.849998,57.849998,56.439999,57.029999,4509300,55.361809
2013-11-26,56.990002,57.119999,56.73,56.919998,4051100,55.255026
2013-11-27,56.720001,57.130001,56.27,56.73,2786300,55.070585
2013-11-29,57.040001,57.41,56.599998,56.959999,1426000,55.293857
2013-12-02,57.110001,57.169998,56.150002,56.25,3569400,54.604626
2013-12-03,55.959999,56.720001,55.650002,56.650002,3402600,54.992927
2013-12-04,56.400002,56.790001,53.77,54.700001,9548600,53.099966
2013-12-05,54.470001,54.509998,53.630001,54.0,6429100,52.420441
2013-12-06,54.689999,54.849998,53.450001,53.830002,3961700,52.255415
2013-12-09,53.689999,53.91,53.27,53.740002,4269500,52.168048
2013-12-10,53.759998,54.080002,53.240002,53.290001,3472400,51.73121
2013-12-11,53.279999,53.299999,52.349998,52.439999,3481600,50.906071
2013-12-12,52.380001,53.549999,52.25,53.029999,5006500,51.478813
2013-12-13,53.110001,53.130001,52.369999,52.709999,4069200,51.168174
2013-12-16,52.889999,53.450001,52.77,53.23,3090800,51.672964
2013-12-17,53.169998,53.549999,52.650002,52.66,3604100,51.119637
2013-12-18,52.68,53.779999,52.43,53.66,4463400,52.090386
2013-12-19,53.650002,53.650002,52.75,53.189999,3259400,51.634133
2013-12-20,53.380001,54.139999,53.23,53.810001,4062100,52.236
2013-12-23,54.119999,54.419998,53.509998,53.639999,2765800,52.07097
2013-12-24,53.759998,54.169998,53.52,54.0,1284700,52.420441
2013-12-26,54.209999,54.75,54.09,54.580002,2386400,52.983477
2013-12-27,54.639999,54.959999,54.330002,54.77,1872400,53.167918
2013-12-30,54.860001,55.080002,54.419998,54.450001,2223300,52.857278
2013-12-31,54.560001,55.330002,54.509998,55.259998,2244900,53.643583
2014-01-02,54.98,55.419998,53.84,54.07,3475200,52.488393
2014-01-03,54.150002,54.450001,53.43,53.59,3195400,52.022434
2014-01-06,53.950001,53.959999,53.02,53.400002,2940300,51.837993
2014-01-07,52.75,52.860001,52.259998,52.790001,4494200,51.245835
2014-01-08,52.869999,52.869999,51.669998,52.209999,5122500,50.682799
2014-01-09,52.5,52.5,51.389999,51.82,3258300,50.304208
2014-01-10,51.0,53.130001,50.799999,53.060001,8784900,51.507938
2014-01-13,53.470001,53.470001,52.240002,52.549999,6200400,51.012854
2014-01-14,52.07,53.240002,52.07,53.040001,4329000,51.488523
2014-01-15,53.330002,53.509998,52.740002,53.5,4901200,51.935066
2014-01-16,53.5,53.759998,53.189999,53.73,5071800,52.158338
2014-01-17,53.959999,54.200001,53.66,54.139999,6107800,52.556345
2014-01-21,55.139999,56.900002,55.0,56.73,10040300,55.070585
2014-01-22,56.82,57.0,55.919998,56.779999,4144700,55.119121
2014-01-23,56.34,57.009998,56.34,56.939999,6770500,55.274441
2014-01-24,56.48,57.049999,55.939999,56.43,6222000,54.779361
2014-01-27,56.389999,56.75,55.889999,56.25,4920600,54.604626
2014-01-28,55.610001,56.400002,55.290001,56.240002,6430900,54.59492
2014-01-29,55.639999,56.029999,55.080002,55.810001,5998100,54.177498
2014-01-30,56.75,57.34,56.610001,57.0,5766100,55.481806
2014-01-31,56.16,57.16,55.959999,56.639999,5699000,55.131394
2014-02-03,56.75,56.889999,55.889999,56.200001,5276400,54.703114
2014-02-04,56.459999,57.150002,56.200001,57.049999,4873500,55.530473
2014-02-05,56.959999,57.130001,56.450001,57.009998,5566700,55.491538
2014-02-06,57.080002,58.369999,57.0,58.16,6248200,56.610909
2014-02-07,58.060001,59.700001,58.060001,59.509998,7905500,57.92495
2014-02-10,59.41,59.57,58.900002,59.07,4334500,57.496671
2014-02-11,59.18,61.060001,59.18,60.490002,6015500,58.878851
2014-02-12,60.59,61.73,59.580002,59.689999,6888600,58.100156
2014-02-13,59.439999,60.25,59.200001,59.77,6418700,58.178027
2014-02-14,59.810001,60.360001,59.630001,59.68,5073600,58.090424
2014-02-18,59.970001,61.43,59.77,61.169998,4631800,59.540736
2014-02-19,60.919998,61.880001,60.59,60.700001,4528300,59.083257
2014-02-20,60.900002,61.5,60.509998,61.23,3665800,59.599139
2014-02-21,61.34,61.470001,60.73,61.02,3339400,59.394733
2014-02-24,62.34,63.529999,62.09,63.080002,6327200,61.399867
2014-02-25,62.700001,62.720001,61.509998,62.299999,3633000,60.640639
2014-02-26,62.189999,62.380001,61.650002,62.049999,2915100,60.397298
2014-02-27,62.060001,62.400002,61.66,62.360001,2292200,60.699043
2014-02-28,62.459999,63.75,62.259998,63.279999,3650100,61.594537
2014-03-03,62.77,63.759998,62.639999,63.209999,3843800,61.526401
2014-03-04,63.900002,64.190002,63.16,63.970001,2472200,62.266161
2014-03-05,63.77,64.199997,62.830002,63.040001,2954700,61.360931
2014-03-06,63.060001,63.650002,62.610001,63.48,3822800,61.78921
2014-03-07,63.52,63.75,62.669998,63.299999,2744600,61.614004
2014-03-10,63.150002,63.380001,62.610001,63.330002,2193700,61.643208
2014-03-11,63.52,63.68,62.16,62.349998,2825600,60.689307
2014-03-12,61.849998,62.080002,61.029999,61.68,3534400,60.037154
2014-03-13,61.779999,61.98,60.919998,61.580002,3316500,59.939819
2014-03-14,61.700001,62.119999,61.369999,61.799999,2283300,60.153957
2014-03-17,62.5,63.029999,62.349998,62.799999,2725800,61.127322
2014-03-18,62.990002,63.060001,61.509998,61.84,4803400,60.192892
2014-03-19,61.869999,62.009998,61.0,61.52,3383900,59.881416
2014-03-20,61.400002,62.009998,61.290001,61.349998,4258300,59.715942
2014-03-21,61.830002,62.52,61.279999,62.110001,6476000,60.455701
2014-03-24,62.369999,62.900002,61.52,61.639999,2686100,59.998219
2014-03-25,62.029999,62.950001,61.889999,62.740002,3911900,61.068922
2014-03-26,62.91,63.419998,62.73,62.799999,4225000,61.127322
2014-03-27,62.75,63.990002,62.75,63.599998,3868200,61.906013
2014-03-28,63.849998,65.5,63.630001,65.269997,4963600,63.531531
2014-03-31,65.610001,65.75,64.589996,65.019997,3026200,63.28819
2014-04-01,64.720001,65.629997,64.720001,65.580002,3133700,63.833279
2014-04-02,65.629997,65.900002,65.239998,65.720001,2455300,63.96955
2014-04-03,65.550003,66.300003,65.290001,65.639999,2809700,63.891679
2014-04-04,66.110001,66.410004,65.559998,65.68,2600100,63.930614
2014-04-07,65.540001,65.559998,63.419998,63.450001,3730700,61.760011
2014-04-08,63.720001,64.690002,63.330002,64.650002,3722300,62.928049
2014-04-09,64.900002,65.129997,64.169998,64.919998,2751000,63.190855
2014-04-10,64.849998,65.440002,64.099998,64.129997,2327800,62.421895
2014-04-11,63.93,63.950001,63.099998,63.369999,3491200,61.68214
2014-04-14,63.700001,64.949997,63.450001,64.470001,3284200,62.752843
2014-04-15,64.190002,65.5,63.700001,65.32,3705300,63.580202
2014-04-16,65.919998,66.559998,65.459999,66.309998,3574100,64.543831
2014-04-17,68.900002,69.800003,68.190002,68.330002,9855400,66.510033
2014-04-21,68.510002,70.690002,68.330002,70.25,6756700,68.378892
2014-04-22,70.489998,70.830002,69.82,70.190002,7135300,68.320492
2014-04-23,69.949997,70.910004,69.910004,70.379997,4154200,68.505427
2014-04-24,70.199997,70.5,69.389999,69.769997,4453800,67.911673
2014-04-25,69.940002,70.220001,69.269997,69.68,3087700,67.824074
2014-04-28,69.830002,70.059998,68.580002,69.32,3036000,67.473662
2014-04-29,69.790001,70.690002,69.43,69.550003,4281800,67.697539
2014-04-30,69.370003,70.059998,68.800003,69.900002,4677000,68.038216
2014-05-01,69.57,69.989998,68.760002,69.139999,3569300,67.443184
2014-05-02,69.120003,70.239998,68.959999,69.690002,3526000,67.979689
2014-05-05,69.510002,70.449997,69.160004,70.080002,3370300,68.360117
2014-05-06,70.150002,70.879997,69.809998,70.300003,4258100,68.574719
2014-05-07,70.660004,71.519997,70.099998,71.290001,5553600,69.540421
2014-05-08,71.150002,71.449997,69.970001,70.110001,3711400,68.38938
2014-05-09,70.230003,70.57,68.739998,68.879997,6043600,67.189563
2014-05-12,69.419998,70.300003,69.110001,70.099998,3527800,68.379623
2014-05-13,69.230003,70.190002,69.230003,70.0,3719800,68.282079
2014-05-14,70.309998,70.989998,69.730003,70.18,4359400,68.457661
2014-05-15,69.980003,70.0,67.669998,68.919998,4643700,67.228582
2014-05-16,68.739998,69.0,68.279999,68.82,2658300,67.131037
2014-05-19,68.669998,69.910004,68.580002,69.720001,2606000,68.008951
2014-05-20,69.459999,69.970001,69.110001,69.209999,3004700,67.511466
2014-05-21,69.75,70.010002,69.349998,69.629997,2491200,67.921156
2014-05-22,69.779999,70.339996,69.629997,69.699997,2712200,67.989438
2014-05-23,69.550003,70.239998,69.550003,69.989998,2534700,68.272322
2014-05-27,70.0,70.269997,69.580002,69.919998,2400400,68.20404
2014-05-28,70.0,70.43,69.660004,69.989998,3083300,68.272322
2014-05-29,70.18,70.940002,69.730003,70.68,4581900,68.94539
2014-05-30,70.550003,70.82,70.150002,70.519997,3196300,68.789314
2014-06-02,70.519997,70.93,70.370003,70.599998,2465900,68.867352
2014-06-03,70.669998,70.669998,69.970001,70.510002,3359200,68.779564
2014-06-04,70.349998,70.410004,69.610001,70.279999,5324500,68.555206
2014-06-05,70.209999,71.220001,70.010002,70.900002,4076400,69.159992
2014-06-06,71.169998,72.0,71.0,72.0,3397200,70.232995
2014-06-09,72.0,72.410004,71.610001,71.75,2673900,69.98913
2014-06-10,71.629997,71.82,71.260002,71.339996,2209900,69.589189
2014-06-11,71.230003,71.449997,70.580002,70.940002,2192800,69.199012
2014-06-12,71.339996,71.75,70.389999,70.459999,3222600,68.730788
2014-06-13,70.900002,71.169998,70.260002,71.150002,2162800,69.403857
2014-06-16,71.099998,71.330002,70.32,70.800003,1670600,69.062448
2014-06-17,70.5,71.519997,70.230003,71.349998,2310400,69.598946
2014-06-18,71.580002,72.510002,71.080002,72.470001,2744900,70.691462
2014-06-19,72.129997,73.0,71.900002,73.0,2750300,71.208453
2014-06-20,73.550003,74.989998,73.339996,74.629997,4315800,72.798448
2014-06-23,74.919998,75.040001,73.190002,73.690002,4269000,71.881522
2014-06-24,73.639999,73.940002,71.300003,71.449997,3616100,69.69649
2014-06-25,71.540001,73.029999,71.5,72.849998,4116500,71.062133
2014-06-26,73.199997,73.550003,72.470001,73.099998,2802400,71.305998
2014-06-27,72.919998,73.989998,72.669998,73.959999,3588600,72.144892
2014-06-30,73.980003,74.5,73.330002,74.449997,2573000,72.622865
2014-07-01,74.839996,75.160004,74.5,74.529999,3517800,72.700903
2014-07-02,75.07,75.639999,74.730003,75.349998,3658000,73.500779
2014-07-03,75.379997,75.550003,74.559998,75.059998,1880500,73.217895
2014-07-07,74.620003,74.919998,74.089996,74.300003,2297400,72.476552
2014-07-08,74.019997,74.400002,73.150002,73.68,3649100,71.871765
2014-07-09,74.0,74.300003,73.459999,74.099998,2497700,72.281456
2014-07-10,73.410004,73.800003,72.559998,73.400002,2942500,71.598638
2014-07-11,73.25,73.389999,72.440002,72.699997,2845100,70.915813
2014-07-14,73.269997,73.660004,72.860001,73.419998,3190200,71.618144
2014-07-15,73.260002,74.029999,72.540001,72.82,4193200,71.032871
2014-07-16,73.529999,74.459999,72.82,74.389999,5678700,72.56434
2014-07-17,74.150002,75.0,72.129997,72.540001,4950900,70.759743
2014-07-18,72.709999,74.0,72.349998,73.279999,3736600,71.48158
2014-07-21,73.239998,74.419998,73.169998,74.330002,4230200,72.505815
2014-07-22,74.910004,75.150002,74.519997,74.690002,3317700,72.85698
2014-07-23,74.699997,75.019997,74.099998,74.639999,2797800,72.808204
2014-07-24,74.839996,74.959999,73.82,73.959999,2666400,72.144892
2014-07-25,73.690002,74.269997,73.220001,73.419998,2413600,71.618144
2014-07-28,73.400002,73.400002,72.510002,72.639999,1931000,70.857288
2014-07-29,72.43,72.830002,71.940002,72.059998,2914500,70.29152
2014-07-30,72.519997,72.760002,70.470001,70.809998,4054800,69.072197
2014-07-31,70.139999,70.18,68.040001,68.769997,5129700,67.243701
2014-08-01,68.400002,69.769997,67.779999,68.5,4142300,66.979697
2014-08-04,68.620003,69.199997,67.769997,68.949997,5258500,67.419706
2014-08-05,68.599998,68.949997,67.129997,67.93,5273900,66.422348
2014-08-06,67.379997,69.099998,67.330002,68.169998,2969000,66.657019
2014-08-07,68.589996,68.830002,67.309998,67.589996,3508900,66.08989
2014-08-08,67.940002,68.400002,67.639999,68.330002,2727600,66.813472
2014-08-11,68.82,69.489998,68.589996,68.610001,2218300,67.087256
2014-08-12,68.290001,68.830002,67.949997,68.489998,1892300,66.969917
2014-08-13,68.660004,69.220001,68.459999,68.900002,1627100,67.370821
2014-08-14,69.07,69.139999,66.75,66.82,3192900,65.336983
2014-08-15,66.900002,67.739998,66.75,67.660004,3178600,66.158344
2014-08-18,68.080002,68.419998,67.690002,67.879997,2962500,66.373455
2014-08-19,68.0,69.040001,67.809998,68.82,3720300,67.292594
2014-08-20,68.720001,69.339996,68.349998,69.260002,2689300,67.722831
2014-08-21,69.300003,69.339996,68.300003,68.690002,3147000,67.165482
2014-08-22,68.57,68.760002,67.779999,68.080002,2624900,66.56902
2014-08-25,68.43,68.980003,68.120003,68.870003,2992200,67.341488
2014-08-26,68.760002,70.150002,68.760002,69.639999,3635100,68.094395
2014-08-27,69.970001,69.970001,69.260002,69.449997,2716700,67.908609
2014-08-28,69.379997,69.489998,68.779999,69.209999,2293400,67.673938
2014-08-29,69.220001,69.470001,68.669998,69.139999,2845900,67.605492
2014-09-02,69.260002,69.599998,67.559998,68.32,3854600,66.803691
2014-09-03,68.900002,69.620003,68.5,69.010002,4182600,67.47838
2014-09-04,70.389999,70.510002,67.5,67.82,3524200,66.314789
2014-09-05,67.739998,68.610001,67.0,68.510002,2530400,66.989477
2014-09-08,67.900002,68.110001,66.93,67.25,2387400,65.75744
2014-09-09,67.25,67.940002,66.480003,66.839996,2620400,65.356536
2014-09-10,66.790001,67.449997,66.209999,67.269997,3023700,65.776992
2014-09-11,66.669998,67.889999,66.279999,67.699997,2966100,66.197449
2014-09-12,67.370003,67.599998,66.220001,66.489998,2443700,65.014305
2014-09-15,66.300003,67.0,65.900002,66.720001,2855500,65.239204
2014-09-16,66.790001,68.610001,66.529999,67.949997,3818400,66.441901
2014-09-17,68.57,68.599998,67.370003,67.589996,2733600,66.08989
2014-09-18,67.830002,68.279999,67.349998,67.900002,2931400,66.393015
2014-09-19,68.290001,68.5,67.480003,67.739998,3000300,66.236562
2014-09-22,67.589996,67.589996,65.599998,66.150002,3055700,64.681855
2014-09-23,66.080002,66.660004,65.720001,66.290001,3094300,64.818747
2014-09-24,66.150002,67.220001,64.959999,66.529999,4151200,65.053418
2014-09-25,66.68,66.690002,64.769997,65.489998,4456200,64.036499
2014-09-26,65.389999,66.739998,65.089996,66.339996,3547400,64.867633
2014-09-29,65.360001,66.300003,65.0,66.160004,4042600,64.691635
2014-09-30,66.0,66.949997,64.470001,65.059998,4417400,63.616043
2014-10-01,64.940002,65.690002,63.009998,63.43,4792500,62.022222
2014-10-02,63.049999,63.110001,60.57,62.110001,6427500,60.731518
2014-10-03,62.400002,62.549999,61.099998,61.689999,3731600,60.320838
2014-10-06,61.810001,62.779999,61.380001,61.799999,3610600,60.428397
2014-10-07,61.599998,62.830002,61.23,61.380001,3235600,60.017721
2014-10-08,61.130001,61.700001,58.990002,61.599998,5939100,60.232835
2014-10-09,61.16,61.209999,58.23,58.599998,5984700,57.299418
2014-10-10,58.490002,58.490002,55.919998,56.68,7434800,55.422033
2014-10-13,56.509998,57.330002,53.400002,53.419998,8844000,52.234384
2014-10-14,53.73,54.52,52.040001,52.470001,7459800,51.305471
2014-10-15,52.380001,54.0,50.990002,53.630001,9336800,52.439726
2014-10-16,48.150002,52.5,47.509998,52.009998,19830400,50.855678
2014-10-17,53.349998,54.869999,52.630001,53.130001,10908400,51.950823
2014-10-20,53.169998,53.75,51.849998,52.650002,6407600,51.481477
2014-10-21,53.27,54.290001,53.18,54.23,5623400,53.026408
2014-10-22,54.34,54.59,52.299999,52.34,6621100,51.178355
2014-10-23,53.299999,54.830002,52.82,54.119999,6336200,52.918848
2014-10-24,54.07,54.07,52.66,53.490002,4067600,52.302834
2014-10-27,52.540001,52.540001,50.689999,51.130001,6197800,49.995211
2014-10-28,51.450001,52.330002,51.139999,52.099998,4986500,50.94368
2014-10-29,52.709999,53.299999,52.009998,52.669998,5266200,51.501029
2014-10-30,51.98,52.869999,51.82,52.060001,5599900,51.069403
2014-10-31,51.57,53.02,51.389999,52.959999,5973500,51.952276
2014-11-03,53.0,53.619999,51.650002,51.900002,7470800,50.912448
2014-11-04,51.07,51.349998,49.450001,50.02,9165000,49.068219
2014-11-05,51.060001,51.919998,50.400002,51.349998,5860700,50.37291
2014-11-06,50.810001,51.540001,50.119999,51.490002,5155600,50.51025
2014-11-07,51.630001,53.299999,51.59,52.299999,5062000,51.304834
2014-11-10,52.950001,53.580002,51.389999,51.639999,4828000,50.657393
2014-11-11,51.919998,52.0,50.740002,51.48,3985000,50.500438
2014-11-12,50.939999,52.049999,50.630001,50.98,4183600,50.009952
2014-11-13,50.68,61.759998,48.650002,58.75,19316200,57.632105
2014-11-14,61.950001,62.040001,58.0,59.889999,43896000,58.750412
2014-11-17,66.540001,67.809998,64.919998,65.230003,69687200,63.988806
2014-11-18,66.019997,66.5,63.509998,63.549999,26338600,62.340769
2014-11-19,63.57,63.84,62.299999,63.509998,18241600,62.30153
2014-11-20,63.57,64.620003,63.110001,64.410004,10129100,63.18441
2014-11-21,65.559998,66.279999,64.889999,65.830002,13583800,64.577388
2014-11-24,65.059998,66.110001,64.540001,64.720001,8919800,63.488509
2014-11-25,65.099998,65.379997,63.049999,63.200001,6627200,61.997431
2014-11-26,62.740002,63.209999,62.029999,62.580002,5260400,61.389229
2014-11-28,59.25,59.369999,56.040001,57.0,8822500,55.915404
2014-12-01,56.5,57.25,55.57,56.509998,10837100,55.434726
2014-12-02,56.73,57.290001,56.060001,56.75,9830100,55.670161
2014-12-03,57.810001,58.669998,57.27,57.529999,8447800,56.435318
2014-12-04,56.970001,58.400002,56.73,57.610001,5719600,56.513797
2014-12-05,57.77,57.919998,56.43,57.02,4311700,55.935023
2014-12-08,56.220001,56.630001,55.02,55.240002,8272300,54.188894
2014-12-09,54.560001,56.75,54.419998,56.709999,9075800,55.630921
2014-12-10,55.599998,56.150002,55.150002,55.34,9138200,54.28699
2014-12-11,55.400002,56.560001,55.259998,55.77,4410800,54.708808
2014-12-12,55.009998,55.82,54.689999,54.990002,5846800,53.943651
2014-12-15,55.639999,56.09,54.810001,54.93,5332500,53.884792
2014-12-16,54.470001,57.029999,54.16,55.150002,6084400,54.100607
2014-12-17,55.049999,57.5,54.52,56.349998,8720800,55.27777
2014-12-18,57.41,57.82,54.830002,55.77,9241700,54.708808
2014-12-19,56.220001,57.57,56.0,57.150002,8514800,56.062551
2014-12-22,56.919998,57.029999,55.869999,56.060001,4514000,54.993291
2014-12-23,56.18,56.59,55.77,56.439999,4887600,55.366058
2014-12-24,56.09,56.68,55.610001,56.34,2094800,55.267962
2014-12-26,56.84,57.009998,56.119999,56.330002,2180900,55.258154
2014-12-29,56.279999,57.299999,56.279999,56.700001,2804200,55.621113
2014-12-30,57.09,57.189999,56.27,56.290001,2947700,55.218914
2014-12-31,55.759998,56.630001,55.150002,56.07,3202200,55.003099
2015-01-02,55.869999,56.790001,55.689999,56.169998,2787600,55.101195
2015-01-05,55.330002,55.66,54.959999,55.16,5565300,54.110415
2015-01-06,55.040001,55.799999,54.73,54.990002,5931400,53.943651
2015-01-07,55.66,56.48,55.48,56.470001,3921000,55.39549
2015-01-08,57.049999,57.200001,56.32,57.029999,4396200,55.944832
2015-01-09,57.259998,57.310001,56.360001,56.470001,2787500,55.39549
