Date,Open_HSIC,High_HSIC,Low_HSIC,Close_HSIC,Volume_HSIC,AdjClose_HSIC
2015-10-28,150.809998,151.179993,148.770004,150.960007,532700,150.960007
2015-10-29,150.919998,151.880005,149.529999,150.869995,810100,150.869995
2015-10-30,151.490005,152.539993,150.509995,151.710007,687600,151.710007
2015-11-02,153.190002,154.080002,150.770004,154.009995,640800,154.009995
2015-11-03,153.809998,153.809998,151.259995,152.490005,814600,152.490005
2015-11-04,150.720001,156.009995,149.979996,154.919998,669400,154.919998
2015-11-05,155.0,155.610001,153.759995,154.210007,512800,154.210007
2015-11-06,152.350006,154.889999,151.660004,153.690002,404400,153.690002
2015-11-09,153.440002,153.910004,151.350006,152.979996,397900,152.979996
2015-11-10,152.589996,154.869995,152.419998,154.809998,344900,154.809998
2015-11-11,155.0,155.800003,153.309998,153.809998,380700,153.809998
2015-11-12,153.449997,154.279999,152.809998,152.830002,492700,152.830002
2015-11-13,152.649994,153.130005,150.520004,151.070007,470100,151.070007
2015-11-16,151.440002,154.240005,151.410004,154.020004,473300,154.020004
2015-11-17,153.889999,155.199997,153.0,154.179993,444300,154.179993
2015-11-18,154.970001,156.839996,154.110001,156.570007,477400,156.570007
2015-11-19,156.259995,157.460007,154.759995,155.050003,412200,155.050003
2015-11-20,155.990005,157.320007,155.169998,156.130005,609600,156.130005
2015-11-23,156.029999,156.809998,154.789993,155.5,292500,155.5
2015-11-24,154.809998,154.809998,153.369995,154.589996,444800,154.589996
2015-11-25,154.720001,156.130005,154.440002,155.460007,223300,155.460007
2015-11-27,155.600006,157.080002,155.059998,156.630005,142200,156.630005
2015-11-30,157.350006,157.369995,154.789993,156.479996,651300,156.479996
2015-12-01,157.869995,160.0,157.660004,159.130005,449200,159.130005
2015-12-02,158.690002,159.949997,158.100006,159.100006,512300,159.100006
2015-12-03,159.330002,159.460007,155.729996,156.300003,478600,156.300003
2015-12-04,156.630005,158.429993,156.350006,158.350006,481300,158.350006
2015-12-07,158.279999,159.410004,158.270004,159.199997,335600,159.199997
2015-12-08,158.339996,158.600006,156.649994,157.759995,371500,157.759995
2015-12-09,156.880005,158.220001,154.350006,155.149994,536300,155.149994
2015-12-10,155.059998,156.059998,154.289993,154.789993,503200,154.789993
2015-12-11,152.949997,153.970001,152.410004,153.179993,424800,153.179993
2015-12-14,153.770004,154.520004,152.380005,153.800003,544700,153.800003
2015-12-15,154.970001,155.470001,152.720001,153.429993,433700,153.429993
2015-12-16,154.960007,156.210007,152.600006,154.899994,413700,154.899994
2015-12-17,155.160004,156.320007,154.899994,155.199997,335500,155.199997
2015-12-18,154.289993,155.25,152.100006,152.139999,639700,152.139999
2015-12-21,153.270004,154.759995,152.910004,153.889999,354400,153.889999
2015-12-22,154.949997,155.559998,152.660004,154.75,368700,154.75
2015-12-23,155.339996,157.529999,154.729996,157.440002,251400,157.440002
2015-12-24,157.410004,157.759995,156.320007,157.089996,106600,157.089996
2015-12-28,156.360001,158.850006,156.360001,158.490005,245500,158.490005
2015-12-29,159.779999,161.080002,159.679993,160.5,276700,160.5
2015-12-30,160.5,161.619995,159.759995,159.910004,299800,159.910004
2015-12-31,159.130005,160.470001,158.130005,158.190002,352500,158.190002
2016-01-04,155.940002,156.259995,154.0,155.259995,729100,155.259995
2016-01-05,155.75,157.009995,154.899994,155.789993,459900,155.789993
2016-01-06,153.869995,155.100006,152.759995,154.210007,547300,154.210007
2016-01-07,151.470001,154.039993,151.149994,151.669998,536000,151.669998
2016-01-08,152.320007,152.320007,150.020004,150.279999,647500,150.279999
2016-01-11,150.509995,151.899994,145.880005,146.380005,929100,146.380005
2016-01-12,147.5,148.899994,145.449997,146.449997,751300,146.449997
2016-01-13,146.679993,147.419998,144.070007,144.669998,586700,144.669998
2016-01-14,145.320007,147.289993,144.630005,146.610001,572600,146.610001
2016-01-15,142.639999,147.399994,142.639999,146.720001,843500,146.720001
2016-01-19,148.679993,161.059998,146.289993,148.350006,554600,148.350006
2016-01-20,146.660004,147.539993,142.720001,146.429993,680500,146.429993
2016-01-21,146.509995,146.589996,143.759995,144.139999,777300,144.139999
2016-01-22,145.660004,147.630005,144.679993,146.570007,527400,146.570007
2016-01-25,146.369995,146.979996,144.559998,144.699997,445600,144.699997
2016-01-26,144.929993,148.960007,143.960007,148.860001,618000,148.860001
2016-01-27,148.970001,150.610001,146.460007,147.490005,385500,147.490005
2016-01-28,148.139999,149.130005,145.639999,146.5,372200,146.5
2016-01-29,147.279999,151.669998,147.009995,151.440002,526200,151.440002
2016-02-01,150.389999,154.270004,150.139999,153.820007,676900,153.820007
2016-02-02,152.660004,153.970001,150.429993,150.860001,364100,150.860001
2016-02-03,152.020004,153.910004,148.050003,150.669998,455000,150.669998
2016-02-04,150.75,151.809998,148.970001,150.110001,404500,150.110001
2016-02-05,150.009995,150.149994,147.330002,147.869995,465100,147.869995
2016-02-08,147.050003,147.740005,143.639999,146.320007,632700,146.320007
2016-02-09,145.410004,149.130005,144.860001,147.619995,666500,147.619995
2016-02-10,150.529999,159.259995,148.740005,156.75,1310500,156.75
2016-02-11,154.440002,158.259995,154.25,157.910004,779100,157.910004
2016-02-12,158.919998,159.399994,156.600006,158.990005,490800,158.990005
2016-02-16,160.0,162.5,159.429993,161.860001,527600,161.860001
2016-02-17,162.460007,164.509995,161.0,164.009995,548400,164.009995
2016-02-18,163.440002,165.410004,162.75,163.490005,715900,163.490005
2016-02-19,163.369995,166.419998,162.5,166.240005,752000,166.240005
2016-02-22,167.539993,168.410004,166.339996,166.949997,463100,166.949997
2016-02-23,165.880005,167.360001,165.350006,166.580002,477000,166.580002
2016-02-24,165.369995,168.110001,164.289993,167.699997,670400,167.699997
2016-02-25,168.559998,169.449997,166.669998,169.350006,557100,169.350006
2016-02-26,170.009995,170.020004,167.050003,167.529999,492700,167.529999
2016-02-29,167.779999,168.860001,165.380005,165.449997,561200,165.449997
2016-03-01,165.960007,170.240005,164.619995,170.160004,621200,170.160004
2016-03-02,169.440002,170.220001,167.520004,168.929993,457100,168.929993
2016-03-03,168.050003,168.809998,166.699997,167.699997,439400,167.699997
2016-03-04,168.169998,168.529999,166.259995,167.970001,346300,167.970001
2016-03-07,167.660004,168.630005,165.919998,167.119995,365100,167.119995
2016-03-08,166.820007,168.240005,165.270004,167.509995,522100,167.509995
2016-03-09,168.009995,168.330002,167.020004,167.339996,234700,167.339996
2016-03-10,167.479996,169.470001,166.910004,168.160004,350200,168.160004
2016-03-11,169.029999,169.809998,167.919998,169.75,371100,169.75
2016-03-14,169.720001,169.949997,167.130005,168.320007,423600,168.320007
2016-03-15,167.300003,168.960007,166.320007,167.580002,357500,167.580002
2016-03-16,166.809998,168.089996,165.509995,167.410004,433600,167.410004
2016-03-17,167.110001,167.240005,164.449997,165.669998,460500,165.669998
2016-03-18,166.369995,168.410004,165.630005,167.619995,911800,167.619995
2016-03-21,166.869995,167.910004,165.850006,167.160004,328700,167.160004
2016-03-22,167.070007,169.570007,165.619995,169.179993,396800,169.179993
2016-03-23,168.649994,169.949997,168.259995,168.570007,339300,168.570007
2016-03-24,168.309998,169.460007,166.839996,167.979996,338400,167.979996
2016-03-28,168.399994,169.289993,167.229996,168.839996,535300,168.839996
2016-03-29,168.800003,171.910004,167.509995,171.789993,326700,171.789993
2016-03-30,172.479996,173.570007,172.039993,172.869995,446400,172.869995
2016-03-31,172.5,173.320007,171.399994,172.630005,580700,172.630005
2016-04-01,171.949997,173.350006,171.039993,172.899994,414300,172.899994
2016-04-04,172.690002,173.139999,171.759995,172.240005,332200,172.240005
2016-04-05,171.649994,172.270004,169.360001,169.440002,398400,169.440002
2016-04-06,169.139999,171.520004,169.0,171.419998,438500,171.419998
2016-04-07,170.869995,171.309998,167.839996,168.600006,421100,168.600006
2016-04-08,168.970001,169.639999,167.949997,167.990005,356400,167.990005
2016-04-11,168.960007,169.179993,166.110001,166.600006,450000,166.600006
2016-04-12,166.949997,168.779999,165.660004,168.389999,338800,168.389999
2016-04-13,169.470001,169.880005,168.160004,169.399994,319800,169.399994
2016-04-14,169.479996,170.130005,168.5,169.600006,297400,169.600006
2016-04-15,169.770004,170.070007,168.789993,169.979996,276400,169.979996
2016-04-18,169.490005,172.470001,169.490005,172.360001,333800,172.360001
2016-04-19,173.119995,173.119995,171.289993,171.699997,302000,171.699997
2016-04-20,171.809998,172.720001,169.119995,171.820007,226000,171.820007
2016-04-21,171.520004,172.139999,169.130005,170.029999,379000,170.029999
2016-04-22,170.149994,171.139999,169.320007,170.830002,221600,170.830002
2016-04-25,172.0,172.240005,170.330002,172.149994,319500,172.149994
2016-04-26,172.199997,173.970001,171.580002,172.259995,247400,172.259995
2016-04-27,172.720001,174.570007,171.25,174.089996,390700,174.089996
2016-04-28,173.479996,174.75,169.779999,170.529999,451800,170.529999
2016-04-29,169.380005,169.889999,167.550003,168.699997,491900,168.699997
2016-05-02,168.860001,171.210007,168.729996,171.0,584300,171.0
2016-05-03,168.970001,171.860001,167.630005,168.539993,570800,168.539993
2016-05-04,167.610001,167.830002,165.160004,166.699997,694500,166.699997
2016-05-05,166.789993,168.759995,166.789993,168.110001,399100,168.110001
2016-05-06,167.240005,170.770004,166.050003,170.0,443000,170.0
2016-05-09,169.589996,172.070007,168.630005,170.729996,414300,170.729996
2016-05-10,171.119995,172.309998,170.190002,172.229996,295900,172.229996
2016-05-11,171.410004,172.559998,170.389999,171.380005,357800,171.380005
2016-05-12,171.970001,172.820007,170.679993,172.25,337100,172.25
2016-05-13,172.0,173.979996,170.830002,171.970001,335000,171.970001
2016-05-16,171.630005,174.449997,171.410004,174.130005,358600,174.130005
2016-05-17,174.100006,174.309998,169.770004,170.550003,435500,170.550003
2016-05-18,170.389999,172.229996,169.559998,170.949997,425700,170.949997
2016-05-19,170.089996,171.639999,169.100006,170.889999,310000,170.889999
2016-05-20,171.029999,172.0,169.649994,170.75,472100,170.75
2016-05-23,171.020004,171.100006,169.020004,169.210007,410700,169.210007
2016-05-24,170.270004,172.800003,169.639999,172.740005,439600,172.740005
2016-05-25,172.860001,173.320007,171.240005,171.529999,379300,171.529999
2016-05-26,171.350006,173.070007,170.039993,172.720001,365400,172.720001
2016-05-27,173.449997,174.889999,173.149994,173.800003,351900,173.800003
2016-05-31,173.990005,174.229996,172.300003,173.729996,1408100,173.729996
2016-06-01,173.360001,173.949997,172.300003,173.100006,394900,173.100006
2016-06-02,173.350006,176.470001,172.660004,176.160004,543300,176.160004
2016-06-03,175.979996,176.300003,175.0,175.869995,386900,175.869995
