Date,Open_NKE,High_NKE,Low_NKE,Close_NKE,Volume_NKE,AdjClose_NKE
2013-10-15,73.900002,74.370003,73.410004,73.709999,7951200,35.719324
2013-10-16,74.089996,74.620003,73.720001,74.519997,8751600,36.111842
2013-10-17,74.349998,74.650002,74.080002,74.540001,9384400,36.121536
2013-10-18,74.550003,75.989998,74.269997,75.93,9830800,36.79512
2013-10-21,75.889999,76.370003,75.5,76.089996,9992600,36.872653
2013-10-22,76.110001,76.489998,75.519997,75.959999,6818800,36.809657
2013-10-23,75.540001,75.940002,75.110001,75.559998,4762000,36.615819
2013-10-24,75.610001,75.779999,75.239998,75.510002,5626400,36.591592
2013-10-25,75.559998,76.360001,75.349998,75.699997,6889000,36.683662
2013-10-28,75.75,75.980003,75.370003,75.510002,6136800,36.591592
2013-10-29,75.779999,76.18,75.540001,75.910004,4201000,36.78543
2013-10-30,76.610001,76.889999,75.949997,76.129997,6314200,36.892037
2013-10-31,76.040001,76.269997,75.139999,75.760002,8184400,36.71274
2013-11-01,75.800003,76.43,75.650002,76.059998,4221600,36.858115
2013-11-04,76.330002,76.540001,75.629997,76.370003,3609200,37.008342
2013-11-05,76.040001,77.32,75.879997,77.199997,6320400,37.410551
2013-11-06,77.660004,77.660004,76.150002,76.760002,3945400,37.197333
2013-11-07,77.199997,77.300003,75.660004,75.699997,6250800,36.683662
2013-11-08,75.589996,77.139999,75.580002,77.120003,5821600,37.371786
2013-11-11,77.300003,77.360001,76.720001,77.160004,3523200,37.39117
2013-11-12,77.0,77.260002,76.400002,76.870003,4327400,37.250638
2013-11-13,76.540001,77.889999,76.459999,77.849998,4802200,37.725537
2013-11-14,78.230003,78.809998,77.889999,78.639999,4764200,38.108365
2013-11-15,78.389999,79.279999,78.25,79.220001,5774000,38.38943
2013-11-18,79.400002,79.400002,78.330002,78.580002,5693200,38.079291
2013-11-19,78.410004,78.629997,77.550003,77.809998,6443200,37.706153
2013-11-20,78.0,78.599998,77.730003,77.839996,5893000,37.72069
2013-11-21,77.82,78.220001,77.410004,78.089996,4669400,37.841838
2013-11-22,78.459999,78.980003,77.980003,78.870003,7035600,38.219823
2013-11-25,79.059998,79.610001,78.879997,79.129997,4583400,38.345815
2013-11-26,79.769997,79.870003,79.160004,79.599998,7360400,38.573574
2013-11-27,79.690002,79.830002,79.089996,79.330002,3734200,38.442736
2013-11-29,79.580002,79.760002,79.080002,79.139999,3475200,38.350662
2013-12-02,79.470001,80.139999,78.919998,79.089996,6467800,38.326431
2013-12-03,78.889999,79.489998,78.599998,79.129997,5129200,38.345815
2013-12-04,78.900002,79.18,78.260002,78.82,4833200,38.195592
2013-12-05,78.989998,79.339996,78.629997,78.949997,5493400,38.258588
2013-12-06,79.620003,79.889999,79.260002,79.860001,3894000,38.699569
2013-12-09,79.93,80.260002,79.669998,79.779999,4299200,38.660801
2013-12-10,79.349998,79.660004,79.110001,79.220001,5393800,38.38943
2013-12-11,78.919998,79.019997,76.730003,76.839996,13311600,37.236097
2013-12-12,76.919998,76.919998,75.419998,76.230003,10826000,37.05624
2013-12-13,76.349998,76.790001,76.239998,76.400002,7562200,37.138878
2013-12-16,76.910004,77.099998,76.279999,76.440002,9731000,37.158323
2013-12-17,76.940002,77.25,76.400002,76.760002,13980600,37.313878
2013-12-18,77.0,78.580002,76.949997,78.550003,10814400,38.184017
2013-12-19,78.57,78.75,77.760002,78.260002,10294600,38.043044
2013-12-20,77.440002,77.699997,76.639999,77.339996,20442600,37.59582
2013-12-23,77.089996,77.440002,76.690002,77.110001,9376800,37.484016
2013-12-24,77.220001,77.800003,77.209999,77.660004,2782600,37.751379
2013-12-26,77.739998,78.459999,77.699997,78.190002,4609800,38.009017
2013-12-27,78.75,79.010002,78.029999,78.160004,4640800,37.994434
2013-12-30,77.919998,78.889999,77.919998,78.739998,4289000,38.276376
2013-12-31,78.769997,78.949997,78.349998,78.639999,4106200,38.227765
2014-01-02,78.150002,78.830002,77.93,78.239998,5318600,38.03332
2014-01-03,78.150002,78.629997,77.959999,78.029999,5597000,37.931237
2014-01-06,78.470001,78.599998,77.410004,77.43,6045800,37.639571
2014-01-07,77.709999,78.0,77.410004,77.489998,6769000,37.668737
2014-01-08,77.5,77.949997,76.93,77.089996,6897800,37.474292
2014-01-09,77.419998,77.459999,76.760002,77.089996,6263200,37.474292
2014-01-10,77.0,77.349998,76.699997,76.919998,5108000,37.391654
2014-01-13,76.830002,76.919998,75.0,75.18,8262400,36.545822
2014-01-14,75.099998,75.339996,74.650002,75.169998,7808400,36.54096
2014-01-15,75.25,75.730003,75.139999,75.43,5852400,36.66735
2014-01-16,75.230003,75.379997,74.349998,74.790001,4848000,36.356239
2014-01-17,74.599998,74.739998,73.379997,73.389999,9851800,35.675683
2014-01-21,74.139999,74.599998,73.410004,73.75,13147000,35.850683
2014-01-22,73.959999,74.059998,73.5,73.5,7424000,35.729155
2014-01-23,73.010002,73.18,72.019997,72.730003,9505200,35.354851
2014-01-24,72.290001,72.660004,71.639999,71.650002,9212000,34.829851
2014-01-27,71.910004,72.260002,71.720001,71.900002,11411600,34.951378
2014-01-28,72.290001,73.150002,72.150002,72.709999,9069200,35.345127
2014-01-29,72.309998,72.57,71.510002,71.769997,10488800,34.888182
2014-01-30,72.449997,74.199997,72.379997,73.940002,10438400,35.943045
2014-01-31,72.989998,73.309998,72.360001,72.849998,8652000,35.413182
2014-02-03,72.760002,72.790001,70.779999,70.879997,9516000,34.455543
2014-02-04,70.959999,71.239998,70.339996,70.510002,7004200,34.275685
2014-02-05,70.470001,70.860001,69.849998,70.599998,7366800,34.319433
2014-02-06,70.75,72.269997,70.5,71.510002,7358600,34.761795
2014-02-07,71.910004,72.849998,71.75,72.690002,6747200,35.335407
2014-02-10,72.730003,72.989998,72.120003,72.669998,6430400,35.325682
2014-02-11,72.650002,74.150002,72.449997,73.980003,8739400,35.96249
2014-02-12,74.309998,74.809998,73.839996,74.110001,6396200,36.025683
2014-02-13,73.830002,74.959999,73.739998,74.870003,6161400,36.395129
2014-02-14,74.870003,75.18,74.199997,75.07,6204800,36.492349
2014-02-18,75.139999,75.470001,74.900002,75.209999,5935600,36.560405
2014-02-19,74.610001,75.550003,74.610001,74.82,5401400,36.370822
2014-02-20,74.989998,75.75,74.860001,75.580002,5581600,36.740267
2014-02-21,75.389999,76.660004,75.360001,76.480003,8728600,37.177768
2014-02-24,76.589996,78.139999,76.489998,77.839996,11072200,37.838875
2014-02-25,77.730003,78.519997,77.57,78.110001,6844000,37.970127
2014-02-26,78.309998,79.059998,78.309998,78.419998,7917400,38.12082
2014-02-27,78.0,78.389999,77.480003,78.019997,6599200,38.042801
2014-02-28,77.900002,78.709999,77.610001,78.300003,6875200,38.179333
2014-03-03,77.629997,77.989998,76.550003,77.389999,6069200,37.735613
2014-03-04,78.57,79.050003,78.360001,78.620003,5661200,38.335366
2014-03-05,78.519997,78.599998,77.360001,77.419998,6733200,37.75024
2014-03-06,77.800003,78.389999,77.360001,78.220001,5536400,38.140324
2014-03-07,79.099998,80.089996,79.080002,79.459999,8930800,38.744951
2014-03-10,79.169998,79.360001,78.449997,78.980003,5344400,38.510904
2014-03-11,79.050003,79.620003,78.57,78.800003,4906600,38.423135
2014-03-12,78.099998,79.0,78.029999,78.970001,4296800,38.506027
2014-03-13,79.25,79.730003,78.330002,78.529999,8400400,38.29148
2014-03-14,78.290001,79.0,77.809998,78.32,6086000,38.189084
2014-03-17,78.870003,79.139999,78.519997,78.980003,8577600,38.510904
2014-03-18,79.18,80.080002,79.050003,79.639999,8245400,38.83272
2014-03-19,79.349998,79.959999,78.559998,79.150002,5970400,38.593795
2014-03-20,78.949997,79.269997,77.769997,79.269997,12440600,38.652305
2014-03-21,77.099998,77.309998,75.0,75.209999,31767000,36.672638
2014-03-24,75.480003,75.830002,74.57,74.860001,9999000,36.501977
2014-03-25,75.349998,75.510002,73.589996,73.650002,10527000,35.911978
2014-03-26,74.18,74.5,73.220001,73.220001,8537600,35.702308
2014-03-27,73.309998,74.099998,73.010002,73.32,8158600,35.751068
2014-03-28,73.580002,74.120003,73.279999,73.540001,5987000,35.858341
2014-03-31,74.0,74.190002,73.449997,73.860001,6356600,36.014374
2014-04-01,74.019997,74.779999,74.019997,74.389999,7399400,36.272803
2014-04-02,74.709999,75.0,74.32,74.540001,7614600,36.345944
2014-04-03,74.559998,75.18,73.82,73.989998,8255000,36.077761
2014-04-04,74.370003,74.5,72.519997,72.839996,9720200,35.517017
2014-04-07,72.809998,72.940002,70.599998,70.830002,13853800,34.536937
2014-04-08,72.220001,73.110001,71.900002,72.919998,12659600,35.556026
2014-04-09,73.260002,73.599998,72.529999,73.559998,7078400,35.868091
2014-04-10,73.769997,74.169998,72.25,72.449997,8376600,35.326852
2014-04-11,72.0,72.669998,71.220001,71.25,8698000,34.741729
2014-04-14,71.699997,72.459999,71.300003,72.379997,7264800,35.29272
2014-04-15,72.379997,72.870003,71.730003,72.279999,7777400,35.24396
2014-04-16,72.839996,73.18,72.5,73.099998,4611200,35.643794
2014-04-17,73.339996,74.43,73.290001,74.029999,9041600,36.097266
2014-04-21,73.910004,74.059998,73.32,73.900002,6811800,36.033879
2014-04-22,73.709999,74.699997,73.709999,74.349998,5122200,36.253298
2014-04-23,74.540001,74.860001,74.010002,74.099998,4719400,36.131398
2014-04-24,74.019997,74.370003,73.099998,73.389999,6784600,35.7852
2014-04-25,73.089996,73.699997,72.510002,72.699997,6481200,35.448752
2014-04-28,73.360001,73.690002,71.099998,71.669998,11446800,34.946522
2014-04-29,71.720001,72.720001,71.650002,72.480003,6236000,35.341483
2014-04-30,72.330002,73.059998,72.089996,72.949997,6173800,35.570653
2014-05-01,72.809998,73.379997,72.589996,72.919998,4818200,35.556026
2014-05-02,72.93,73.529999,72.839996,72.989998,4048000,35.590158
2014-05-05,72.669998,73.43,72.260002,73.290001,4655600,35.73644
2014-05-06,72.989998,73.169998,72.209999,72.25,4585200,35.229332
2014-05-07,72.709999,72.830002,71.529999,72.18,5605400,35.1952
2014-05-08,72.279999,73.349998,72.25,73.050003,7965200,35.619417
2014-05-09,72.870003,73.580002,72.690002,73.449997,4817000,35.814455
2014-05-12,73.620003,74.660004,73.370003,74.629997,6636400,36.389827
2014-05-13,74.669998,75.0,74.529999,74.589996,4530200,36.370322
2014-05-14,74.480003,74.650002,73.5,73.580002,6281200,35.877846
2014-05-15,73.410004,73.620003,72.370003,72.940002,6039800,35.56578
2014-05-16,72.959999,73.949997,72.830002,73.940002,5376800,36.053383
2014-05-19,74.019997,74.550003,73.730003,74.489998,4682200,36.321563
2014-05-20,74.040001,74.099998,73.110001,73.260002,5921400,35.721813
2014-05-21,73.379997,74.260002,73.260002,74.209999,4671800,36.185034
2014-05-22,74.419998,74.93,74.0,74.879997,4866400,36.511728
2014-05-23,75.129997,76.32,74.959999,75.849998,7335200,36.984703
2014-05-27,76.440002,76.849998,76.220001,76.610001,6698000,37.355283
2014-05-28,76.529999,76.610001,75.919998,76.269997,4730000,37.189496
2014-05-29,76.199997,76.639999,75.989998,76.379997,3987600,37.360697
2014-05-30,76.400002,76.93,76.300003,76.910004,5192400,37.619945
2014-06-02,76.989998,76.989998,76.300003,76.720001,3809600,37.527007
2014-06-03,76.419998,76.610001,75.480003,75.550003,6793400,36.954711
2014-06-04,75.440002,76.360001,75.419998,76.129997,7356800,37.238411
2014-06-05,76.309998,76.540001,75.32,75.870003,7326400,37.111237
2014-06-06,76.160004,76.870003,76.150002,76.230003,6637600,37.287328
2014-06-09,76.099998,76.910004,76.099998,76.669998,5028600,37.502548
2014-06-10,76.339996,76.919998,76.239998,76.309998,5150200,37.326457
2014-06-11,75.669998,75.800003,74.900002,75.139999,9250000,36.754161
2014-06-12,75.190002,75.440002,74.580002,74.769997,6330600,36.573177
2014-06-13,74.739998,74.93,73.139999,74.620003,7712200,36.499809
2014-06-16,74.809998,75.300003,74.400002,74.550003,6531400,36.465569
2014-06-17,74.769997,75.160004,74.25,75.089996,6122200,36.729702
2014-06-18,75.239998,76.360001,74.720001,76.209999,9852200,37.277543
2014-06-19,76.43,76.449997,75.209999,75.639999,4977600,36.998732
2014-06-20,76.089996,76.129997,75.050003,75.099998,11385600,36.734595
2014-06-23,75.099998,75.610001,74.400002,75.449997,9069200,36.905794
2014-06-24,75.389999,75.970001,74.93,74.980003,7617000,36.6759
2014-06-25,75.029999,76.540001,75.029999,76.470001,7172200,37.404721
2014-06-26,76.57,76.910004,75.669998,76.860001,10522600,37.595487
2014-06-27,78.529999,79.150002,77.68,77.68,18138400,37.996583
2014-06-30,77.510002,77.730003,77.089996,77.550003,8535800,37.932996
2014-07-01,77.730003,78.540001,77.730003,78.0,7129200,38.153109
2014-07-02,78.059998,78.410004,77.690002,77.790001,5577200,38.050389
2014-07-03,77.529999,78.620003,77.0,78.449997,4568600,38.373221
2014-07-07,78.0,78.830002,77.940002,78.650002,5464800,38.471052
2014-07-08,78.309998,78.410004,77.07,77.669998,8044400,37.991691
2014-07-09,77.779999,78.769997,77.690002,78.690002,7028800,38.490618
2014-07-10,77.269997,77.809998,76.790001,77.5,6357000,37.908537
2014-07-11,77.279999,77.589996,76.760002,77.290001,5758000,37.805818
2014-07-14,77.949997,78.190002,77.589996,77.949997,5503400,38.12865
2014-07-15,77.519997,78.209999,77.480003,78.029999,6506000,38.167782
2014-07-16,77.849998,78.230003,76.769997,76.919998,7449600,37.624834
2014-07-17,76.43,76.970001,76.300003,76.529999,7461600,37.434069
2014-07-18,76.849998,77.709999,76.669998,77.519997,6065200,37.918319
2014-07-21,76.830002,77.300003,76.699997,76.82,4209400,37.57592
2014-07-22,77.110001,77.639999,77.0,77.040001,5036000,37.683532
2014-07-23,77.260002,77.449997,76.830002,77.370003,4092200,37.84495
2014-07-24,77.940002,78.769997,77.860001,78.599998,8030200,38.446593
2014-07-25,78.339996,78.779999,77.610001,77.720001,4540400,38.016149
2014-07-28,77.93,78.599998,77.519997,78.400002,4065200,38.348766
2014-07-29,78.419998,78.860001,78.099998,78.099998,4669600,38.202022
2014-07-30,78.389999,79.940002,78.279999,79.610001,9048200,38.940628
2014-07-31,78.660004,79.019997,76.980003,77.129997,7796800,37.727553
2014-08-01,76.540001,77.25,76.389999,76.779999,5825800,37.556354
2014-08-04,76.879997,77.410004,76.290001,77.160004,4839400,37.742231
2014-08-05,76.760002,77.639999,76.529999,76.919998,4866200,37.624834
2014-08-06,76.510002,77.239998,76.449997,77.139999,5074400,37.732446
2014-08-07,77.699997,77.730003,75.980003,76.349998,6737400,37.346023
2014-08-08,76.309998,77.099998,75.900002,77.059998,6714800,37.693314
2014-08-11,77.480003,77.5,76.980003,77.059998,7828600,37.693314
2014-08-12,77.0,77.440002,76.489998,76.730003,9142000,37.531899
2014-08-13,77.080002,77.790001,76.540001,77.25,6400400,37.786252
2014-08-14,77.519997,77.809998,76.959999,77.300003,3935000,37.81071
2014-08-15,77.720001,78.0,76.489998,77.129997,4490000,37.727553
2014-08-18,77.730003,78.690002,77.57,78.550003,5697400,38.422138
2014-08-19,78.709999,79.089996,78.349998,78.510002,4424000,38.402572
2014-08-20,78.190002,79.080002,78.190002,78.910004,3965800,38.59823
2014-08-21,79.040001,79.400002,78.650002,78.940002,4001800,38.612904
2014-08-22,79.25,79.730003,78.919998,79.290001,5807400,38.784103
2014-08-25,79.599998,80.300003,79.5,80.010002,5074400,39.136286
2014-08-26,80.029999,80.099998,79.419998,79.480003,5216400,38.877041
2014-08-27,79.989998,79.989998,79.419998,79.720001,3679400,38.994434
2014-08-28,79.019997,79.220001,78.660004,78.82,5169200,38.670625
2014-08-29,78.849998,78.940002,78.269997,78.550003,6423000,38.538159
2014-09-02,78.349998,79.519997,78.349998,79.279999,8164200,38.896309
2014-09-03,79.790001,79.879997,78.540001,78.82,4409600,38.670625
2014-09-04,79.199997,80.220001,79.18,79.919998,6022800,39.210306
2014-09-05,79.540001,82.110001,79.349998,82.040001,12380600,40.25042
2014-09-08,81.919998,82.790001,81.089996,82.400002,11728200,40.427043
2014-09-09,82.269997,82.540001,81.510002,81.839996,8119000,40.152294
2014-09-10,81.730003,82.610001,81.5,82.470001,6742400,40.461387
2014-09-11,82.160004,82.589996,81.540001,81.82,7460400,40.142483
2014-09-12,81.970001,82.0,81.410004,81.839996,5926200,40.152294
2014-09-15,82.099998,82.18,81.010002,81.610001,6729000,40.039454
2014-09-16,81.230003,81.540001,80.830002,81.199997,9393200,39.838298
2014-09-17,81.550003,81.830002,81.0,81.510002,7443200,39.990392
2014-09-18,81.849998,82.0,81.25,81.970001,6393400,40.216077
2014-09-19,82.639999,82.739998,81.330002,81.809998,19704400,40.137576
2014-09-22,81.68,81.870003,80.199997,80.709999,8138400,39.597895
2014-09-23,80.519997,80.580002,79.889999,80.120003,6046800,39.308432
2014-09-24,80.139999,80.870003,79.919998,80.839996,6754000,39.661675
2014-09-25,80.68,80.68,79.269997,79.75,14138400,39.126901
2014-09-26,87.980003,89.989998,87.300003,89.5,35090400,43.910441
2014-09-29,88.269997,90.099998,88.269997,89.120003,14834400,43.724007
2014-09-30,88.690002,90.290001,88.400002,89.199997,11583400,43.763254
2014-10-01,88.910004,89.0,87.510002,87.699997,9471600,43.027324
2014-10-02,87.669998,89.510002,86.879997,89.300003,8739200,43.812318
2014-10-03,89.760002,90.449997,89.169998,90.290001,8790000,44.298031
2014-10-06,90.290001,90.5,88.559998,89.220001,7031200,43.773068
2014-10-07,88.599998,89.190002,88.029999,88.07,5486400,43.208855
2014-10-08,88.110001,89.160004,87.529999,88.830002,7481200,43.581727
2014-10-09,88.449997,88.989998,87.099998,87.230003,7462200,42.796736
2014-10-10,87.440002,88.199997,87.010002,87.190002,9048200,42.777111
2014-10-13,86.959999,87.120003,85.239998,85.389999,8005200,41.893995
2014-10-14,85.779999,85.910004,84.839996,85.089996,9853400,41.746807
2014-10-15,85.120003,87.099998,84.099998,85.18,17571600,41.790965
2014-10-16,84.190002,87.25,83.849998,87.040001,13644000,42.703517
2014-10-17,87.790001,88.349998,86.93,87.18,11396800,42.772204
2014-10-20,86.800003,88.93,86.769997,88.900002,6743400,43.61607
2014-10-21,89.300003,90.699997,89.019997,90.639999,6459600,44.469747
2014-10-22,90.650002,91.529999,89.809998,89.860001,7087800,44.087064
2014-10-23,90.129997,91.32,89.949997,90.370003,6191800,44.337281
2014-10-24,89.949997,90.989998,89.910004,90.900002,4931000,44.597309
2014-10-27,90.910004,91.779999,90.43,91.639999,5819400,44.960366
2014-10-28,91.529999,92.449997,91.309998,92.449997,6328600,45.357767
2014-10-29,92.160004,92.540001,91.419998,91.949997,4998600,45.112457
2014-10-30,91.769997,93.0,91.550003,93.0,4583400,45.627609
2014-10-31,94.129997,94.139999,92.669998,92.970001,6463600,45.612891
2014-11-03,93.349998,93.480003,92.870003,93.449997,4862800,45.848386
2014-11-04,93.059998,94.019997,92.620003,93.949997,4441400,46.093696
2014-11-05,94.839996,94.839996,93.709999,94.68,6513800,46.45185
2014-11-06,94.849998,95.089996,94.540001,94.599998,5482000,46.412599
2014-11-07,94.75,94.75,93.540001,93.779999,4909800,46.010291
2014-11-10,94.040001,95.07,94.040001,94.959999,5898200,46.589223
2014-11-11,95.199997,95.300003,94.580002,94.879997,4563200,46.549972
2014-11-12,94.449997,95.919998,94.230003,95.809998,5017600,47.006248
2014-11-13,96.18,96.550003,95.559998,96.120003,5416800,47.158343
2014-11-14,95.790001,95.879997,95.010002,95.5,6406000,46.854158
2014-11-17,95.370003,96.190002,95.040001,96.059998,5930800,47.128903
2014-11-18,95.989998,96.849998,95.760002,96.470001,4803400,47.330059
2014-11-19,96.5,97.099998,96.349998,96.949997,4585800,47.565554
2014-11-20,96.620003,97.699997,96.309998,97.300003,4822400,47.737274
2014-11-21,98.690002,98.959999,96.660004,97.419998,7016400,47.796146
2014-11-24,97.790001,98.5,97.739998,97.949997,5081400,48.056174
2014-11-25,98.300003,98.5,97.269997,97.290001,6176400,47.732367
2014-11-26,97.300003,97.879997,97.099998,97.800003,3948800,47.982584
2014-11-28,98.339996,99.760002,98.230003,99.290001,3609400,48.713606
2014-12-01,98.660004,99.389999,97.660004,97.690002,5139200,47.928615
2014-12-02,98.059998,98.720001,97.690002,98.040001,4377800,48.100331
2014-12-03,98.160004,98.599998,97.519997,98.5,3792000,48.326016
2014-12-04,98.5,99.389999,98.059998,99.050003,4128200,48.595858
2014-12-05,99.260002,99.5,98.830002,99.330002,3408200,48.733231
2014-12-08,99.050003,99.050003,97.300003,97.720001,5155200,47.943333
2014-12-09,97.059998,97.400002,95.980003,97.029999,5989000,47.604805
2014-12-10,96.480003,98.239998,96.459999,97.660004,6457800,47.913897
2014-12-11,97.480003,98.599998,96.839996,96.93,8723600,47.692482
2014-12-12,96.650002,97.889999,96.169998,96.169998,8243800,47.318538
2014-12-15,96.43,96.93,94.779999,95.43,10152600,46.954437
2014-12-16,95.349998,95.419998,92.970001,93.209999,14614400,45.862129
2014-12-17,93.730003,94.760002,92.900002,94.5,11205200,46.496849
2014-12-18,96.269997,97.080002,95.059998,97.080002,18960800,47.766287
2014-12-19,95.5,96.279999,92.830002,94.839996,27002000,46.664137
2014-12-22,95.129997,95.93,95.019997,95.93,7662200,47.200452
2014-12-23,96.0,96.510002,95.589996,95.970001,5241800,47.220133
2014-12-24,96.400002,97.349998,96.089996,96.290001,2439600,47.377583
2014-12-26,96.510002,97.209999,96.25,96.830002,3144400,47.64328
2014-12-29,96.610001,97.650002,96.610001,97.300003,4017800,47.874534
2014-12-30,96.879997,97.300003,96.620003,96.879997,4146800,47.667879
2014-12-31,96.970001,97.610001,96.040001,96.150002,4697400,47.308699
2015-01-02,96.550003,96.949997,94.110001,95.029999,4985800,46.757624
