Date,Open_VLO,High_VLO,Low_VLO,Close_VLO,Volume_VLO,AdjClose_VLO
2015-07-20,67.720001,68.129997,66.510002,66.57,5195900,64.354113
2015-07-21,66.550003,67.330002,66.019997,66.32,4126700,64.112434
2015-07-22,66.300003,68.160004,65.790001,66.669998,6134500,64.450783
2015-07-23,66.779999,66.980003,65.449997,65.720001,5477600,63.532408
2015-07-24,66.129997,66.480003,65.150002,65.699997,5714600,63.513069
2015-07-27,65.230003,65.230003,63.759998,64.379997,5845200,62.237008
2015-07-28,64.419998,65.239998,63.509998,65.07,4990500,62.904042
2015-07-29,64.970001,66.160004,63.799999,66.040001,7179000,63.841756
2015-07-30,64.849998,64.849998,62.790001,64.230003,9201500,62.092007
2015-07-31,64.160004,66.239998,63.970001,65.599998,7003300,63.813811
2015-08-03,65.550003,66.330002,64.5,64.660004,5330700,62.89941
2015-08-04,64.739998,65.120003,63.669998,64.43,5994600,62.67567
2015-08-05,65.370003,66.0,64.139999,64.82,7818700,63.05505
2015-08-06,64.510002,65.93,64.0,65.68,5103000,63.891634
2015-08-07,65.120003,65.699997,64.449997,65.419998,3951100,63.638711
2015-08-10,65.970001,69.040001,65.769997,69.0,8464200,67.121235
2015-08-11,68.120003,70.629997,67.599998,70.43,7584800,68.512299
2015-08-12,70.010002,70.779999,68.559998,70.190002,8399900,68.278836
2015-08-13,70.290001,71.5,69.169998,69.68,8978500,67.78272
2015-08-14,69.389999,69.690002,67.779999,68.120003,6132400,66.265199
2015-08-17,67.699997,69.860001,67.57,69.720001,4713700,67.821632
2015-08-18,69.629997,70.0,68.650002,69.470001,3978500,67.578439
2015-08-19,69.349998,69.370003,67.339996,67.870003,6032800,66.022006
2015-08-20,67.599998,68.540001,67.099998,67.25,5956300,65.418885
2015-08-21,65.0,65.129997,61.099998,61.139999,12583900,59.47525
2015-08-24,55.709999,60.450001,51.68,58.52,10953700,56.92659
2015-08-25,60.73,61.0,57.549999,57.610001,9937500,56.041368
2015-08-26,58.970001,59.119999,56.439999,58.849998,9098900,57.247603
2015-08-27,60.619999,60.709999,56.66,58.349998,11148900,56.761217
2015-08-28,58.84,59.790001,58.290001,59.0,7686600,57.39352
2015-08-31,58.689999,60.880001,58.209999,59.34,9326100,57.724262
2015-09-01,58.029999,58.299999,56.650002,57.400002,9612300,55.837087
2015-09-02,58.27,59.040001,57.049999,59.009998,7724000,57.403246
2015-09-03,59.060001,60.5,59.060001,59.400002,7003100,57.78263
2015-09-04,58.580002,59.689999,57.869999,58.459999,6323200,56.868222
2015-09-08,59.59,61.189999,59.349998,60.830002,7428200,59.173694
2015-09-09,61.200001,62.900002,61.060001,61.639999,8970700,59.961636
2015-09-10,61.639999,63.59,61.599998,62.950001,7188100,61.235968
2015-09-11,62.5,63.23,61.889999,62.91,5347200,61.197057
2015-09-14,62.689999,62.689999,60.619999,60.73,5835100,59.076414
2015-09-15,60.799999,61.720001,60.040001,61.439999,5840500,59.767081
2015-09-16,61.450001,61.48,59.209999,60.299999,10914500,58.658122
2015-09-17,59.98,61.610001,59.32,60.59,6079400,58.940227
2015-09-18,59.709999,60.939999,59.59,59.91,8796400,58.278742
2015-09-21,60.419998,61.080002,59.5,59.689999,5210400,58.064731
2015-09-22,58.970001,59.939999,58.669998,59.220001,5451900,57.607531
2015-09-23,59.540001,61.040001,59.220001,59.82,6299600,58.191192
2015-09-24,59.349998,60.639999,58.619999,59.799999,5785000,58.171736
2015-09-25,60.169998,61.27,59.470001,60.810001,6660000,59.154238
2015-09-28,60.34,61.290001,57.639999,57.880001,6749900,56.304017
2015-09-29,58.32,60.09,58.209999,58.740002,6885600,57.140601
2015-09-30,59.549999,60.68,59.150002,60.099998,6383400,58.463567
2015-10-01,60.259998,62.349998,59.720001,62.240002,6856100,60.545301
2015-10-02,61.52,63.119999,60.529999,63.099998,5017000,61.381882
2015-10-05,63.98,64.860001,63.700001,64.580002,6664700,62.821587
2015-10-06,64.519997,64.860001,63.099998,63.939999,6316200,62.19901
2015-10-07,64.639999,64.889999,62.759998,64.589996,5989300,62.831309
2015-10-08,64.25,66.139999,64.230003,65.709999,4850600,63.920816
2015-10-09,65.25,66.379997,63.23,64.199997,6652900,62.451929
2015-10-12,64.480003,64.739998,63.73,64.5,3297200,62.743763
2015-10-13,64.209999,64.440002,61.91,62.16,6751800,60.467478
2015-10-14,62.360001,62.470001,61.200001,61.380001,4779100,59.708717
2015-10-15,61.880001,63.419998,61.59,63.34,4349700,61.615349
2015-10-16,63.68,63.790001,62.790001,63.75,4309600,62.014185
2015-10-19,63.240002,63.310001,61.110001,61.43,6017100,59.757355
2015-10-20,61.240002,61.299999,58.98,60.080002,6117600,58.444115
2015-10-21,60.299999,60.59,59.16,59.299999,4811300,57.685351
2015-10-22,59.77,60.580002,59.049999,60.360001,6128800,58.71649
2015-10-23,60.540001,62.52,60.48,61.75,4929800,60.068642
2015-10-26,61.720001,62.41,61.279999,61.900002,4486300,60.214559
2015-10-27,61.639999,62.73,61.349998,62.459999,6828900,60.759309
2015-10-28,62.5,64.470001,61.669998,63.419998,7538500,61.693168
2015-10-29,63.279999,65.970001,63.209999,65.809998,7268200,64.018092
2015-10-30,66.18,66.510002,65.529999,65.919998,5787000,64.125097
2015-11-02,65.779999,68.379997,65.459999,68.029999,5043200,66.177646
2015-11-03,67.980003,70.040001,67.610001,69.599998,6467800,67.704897
2015-11-04,69.800003,71.389999,69.699997,71.099998,8324300,69.164054
2015-11-05,70.959999,72.349998,70.620003,71.93,6613300,69.971456
2015-11-06,71.629997,72.660004,71.029999,71.949997,4803000,69.990908
2015-11-09,72.040001,72.699997,70.110001,70.489998,4808400,68.570663
2015-11-10,70.32,71.760002,69.75,71.32,4309200,69.378065
2015-11-11,71.339996,72.0,70.489998,71.169998,3308700,69.232148
2015-11-12,70.480003,70.760002,68.860001,69.410004,5271800,67.520075
2015-11-13,69.360001,69.849998,68.610001,68.959999,3844100,67.082323
2015-11-16,68.790001,69.739998,68.199997,69.669998,3558300,67.77299
2015-11-17,69.589996,70.5,69.309998,70.0,3394700,68.094007
2015-11-18,70.120003,70.760002,69.169998,70.660004,3790200,68.73604
2015-11-19,70.43,71.629997,70.010002,71.139999,5569200,69.696144
2015-11-20,71.300003,72.199997,71.139999,71.980003,4114800,70.519099
2015-11-23,72.220001,73.0,71.169998,72.68,5119900,71.204889
2015-11-24,72.629997,73.879997,71.839996,73.029999,5702700,71.547784
2015-11-25,72.809998,73.800003,72.660004,72.93,3637900,71.449815
2015-11-27,72.599998,73.199997,72.379997,72.940002,1767400,71.459614
2015-11-30,72.949997,73.07,71.25,71.860001,7250600,70.401532
2015-12-01,72.480003,72.900002,71.260002,72.57,4562100,71.097121
2015-12-02,72.43,73.699997,71.339996,71.690002,4252000,70.234984
2015-12-03,72.019997,72.459999,69.75,69.989998,6506400,68.569482
2015-12-04,70.209999,71.720001,69.75,71.389999,6189800,69.94107
2015-12-07,70.849998,71.720001,69.519997,70.790001,7435000,69.353249
2015-12-08,69.650002,71.580002,69.650002,70.529999,5428500,69.098524
2015-12-09,70.580002,71.089996,68.910004,69.879997,5092500,68.461714
2015-12-10,70.5,72.32,69.440002,71.379997,5106000,69.93127
2015-12-11,70.129997,70.650002,67.32,67.510002,7725300,66.139821
2015-12-14,67.0,67.68,65.040001,67.550003,7947700,66.17901
2015-12-15,68.300003,69.300003,67.279999,68.309998,6447100,66.923579
2015-12-16,68.290001,70.650002,68.0,70.199997,9256700,68.775219
2015-12-17,70.889999,72.699997,70.389999,71.68,7334700,70.225185
2015-12-18,71.410004,71.949997,69.93,70.029999,10995600,68.608671
2015-12-21,70.349998,71.260002,69.910004,71.110001,4806400,69.666754
2015-12-22,71.330002,72.239998,71.139999,71.480003,4507000,70.029247
2015-12-23,71.989998,72.019997,70.010002,71.830002,6009700,70.372142
2015-12-24,71.900002,72.449997,70.769997,71.93,1727500,70.470111
2015-12-28,71.150002,71.589996,70.150002,70.620003,3179800,69.186701
2015-12-29,71.529999,71.639999,70.529999,71.089996,2536000,69.647155
2015-12-30,70.959999,72.440002,70.800003,71.580002,5064000,70.127216
2015-12-31,71.150002,71.75,70.269997,70.709999,3231400,69.274871
2016-01-04,70.379997,71.669998,68.709999,69.940002,6629200,68.520502
2016-01-05,70.139999,71.360001,69.769997,71.160004,5152500,69.715742
2016-01-06,69.879997,71.980003,69.800003,70.660004,7666200,69.22589
2016-01-07,69.599998,72.220001,69.57,72.089996,9149200,70.626859
2016-01-08,72.199997,72.489998,68.099998,68.260002,10241900,66.874599
2016-01-11,68.260002,69.43,66.849998,69.07,6680300,67.668157
2016-01-12,69.870003,72.059998,69.309998,71.190002,8173800,69.745132
2016-01-13,70.330002,70.650002,63.049999,65.029999,13534500,63.710151
2016-01-14,65.300003,67.940002,63.52,67.32,8700200,65.953674
2016-01-15,64.870003,67.0,64.470001,66.410004,8629600,65.062148
2016-01-19,67.080002,68.510002,65.32,66.540001,7105800,65.189507
2016-01-20,64.959999,66.459999,63.810001,65.480003,7963100,64.151023
2016-01-21,65.120003,65.160004,63.07,63.43,8961700,62.142626
2016-01-22,65.089996,68.489998,64.720001,67.860001,9274700,66.482716
2016-01-25,67.550003,69.349998,65.059998,65.139999,6063300,63.817919
2016-01-26,66.489998,67.739998,65.510002,67.709999,5989200,66.335758
2016-01-27,68.330002,68.489998,65.25,65.989998,7529000,64.650666
2016-01-28,67.330002,67.57,62.16,64.540001,10704300,63.230099
2016-01-29,65.029999,67.93,63.25,67.870003,7275200,66.492515
2016-02-01,68.199997,69.129997,66.459999,68.699997,5461400,67.305663
2016-02-02,67.360001,67.5,64.93,65.279999,6879800,63.955077
2016-02-03,65.440002,65.779999,59.400002,60.939999,12704000,59.703162
2016-02-04,61.23,62.830002,60.200001,61.790001,10085800,60.535912
2016-02-05,61.0,61.77,56.93,57.119999,9175800,56.509415
2016-02-08,56.41,56.41,52.549999,54.82,11497000,54.234001
2016-02-09,54.369999,56.279999,53.889999,54.82,6624900,54.234001
2016-02-10,54.529999,55.77,53.0,54.880001,6826900,54.293361
2016-02-11,53.830002,56.02,53.389999,55.57,8175500,54.975984
2016-02-12,56.950001,58.040001,56.240002,57.75,6712300,57.132682
2016-02-16,58.950001,59.0,56.299999,57.349998,6991100,56.736956
2016-02-17,57.849998,58.630001,56.98,57.77,5971000,57.152468
2016-02-18,58.369999,58.450001,55.02,55.560001,6813100,54.966093
2016-02-19,55.029999,57.080002,54.950001,57.049999,5530100,56.440163
2016-02-22,57.259998,58.970001,57.009998,58.68,5025800,58.052741
2016-02-23,59.400002,59.400002,57.349998,57.490002,5713300,56.875462
2016-02-24,56.91,60.709999,56.5,60.610001,8503500,59.96211
2016-02-25,60.880001,61.220001,59.169998,60.689999,5303100,60.041253
2016-02-26,61.330002,61.869999,59.549999,59.66,5374600,59.022264
2016-02-29,60.23,60.779999,59.599998,60.080002,5333600,59.437777
2016-03-01,60.169998,61.599998,59.16,61.59,4507100,60.931634
2016-03-02,61.580002,62.990002,60.759998,62.080002,5392100,61.416398
2016-03-03,62.990002,64.169998,62.810001,63.84,6239500,63.157583
2016-03-04,64.5,64.660004,62.139999,63.889999,7029900,63.207047
2016-03-07,63.150002,63.720001,62.68,63.25,5197600,62.573889
2016-03-08,62.779999,63.880001,62.279999,62.330002,5212400,61.663725
2016-03-09,63.630001,65.849998,63.029999,64.800003,6117000,64.107324
2016-03-10,64.870003,64.870003,63.02,64.18,5400200,63.493948
2016-03-11,64.339996,65.400002,63.400002,65.370003,4976800,64.67123
2016-03-14,65.080002,65.599998,63.66,64.389999,4234700,63.701703
2016-03-15,63.709999,64.959999,63.240002,64.940002,4649900,64.245826
2016-03-16,64.800003,66.279999,64.730003,65.940002,4990200,65.235137
2016-03-17,65.699997,66.0,63.73,64.18,6442100,63.493948
2016-03-18,63.849998,65.660004,63.130001,65.160004,9723900,64.463476
2016-03-21,65.43,66.290001,64.970001,65.849998,5072900,65.146095
2016-03-22,65.599998,66.889999,65.209999,66.07,4016600,65.363745
2016-03-23,66.089996,66.720001,64.709999,64.900002,4293400,64.206253
2016-03-24,64.540001,65.870003,64.339996,65.839996,4255400,65.1362
2016-03-28,65.800003,66.290001,64.919998,65.239998,3293700,64.542615
2016-03-29,65.110001,65.550003,64.370003,65.279999,3554300,64.582188
2016-03-30,64.739998,65.699997,63.59,63.98,4970800,63.296086
2016-03-31,64.0,65.139999,62.849998,64.139999,5731600,63.454375
2016-04-01,63.59,63.68,62.509998,62.91,4441900,62.237524
2016-04-04,62.82,63.810001,62.549999,63.290001,3466400,62.613463
2016-04-05,63.09,63.860001,62.73,63.139999,3946700,62.465065
2016-04-06,63.380001,63.650002,60.259998,61.68,8103500,61.020672
2016-04-07,61.529999,62.419998,60.939999,61.66,4447800,61.000885
2016-04-08,61.75,64.059998,61.119999,63.060001,7235100,62.385922
2016-04-11,62.389999,62.689999,60.689999,60.740002,6120400,60.090722
2016-04-12,60.799999,61.700001,59.75,60.900002,7141400,60.249011
2016-04-13,61.66,62.700001,61.060001,62.549999,4419700,61.881371
2016-04-14,62.650002,62.799999,61.310001,61.560001,4140700,60.901956
2016-04-15,61.419998,61.82,59.43,59.490002,6987700,58.854083
2016-04-18,59.490002,60.849998,58.099998,60.709999,5606200,60.06104
2016-04-19,61.029999,61.400002,59.709999,60.110001,6157200,59.467455
2016-04-20,60.0,60.580002,59.16,60.220001,6518300,59.57628
2016-04-21,60.220001,60.799999,59.259998,60.650002,5053200,60.001684
2016-04-22,60.48,61.360001,60.48,61.240002,3973800,60.585377
2016-04-25,61.25,61.91,60.880001,61.77,4362200,61.10971
2016-04-26,62.150002,62.419998,61.369999,61.810001,4213900,61.149284
2016-04-27,61.77,62.540001,60.799999,62.189999,4611800,61.525219
2016-04-28,61.759998,63.029999,60.73,60.91,4581200,60.258903
2016-04-29,60.470001,60.75,58.540001,58.869999,6701300,58.240708
2016-05-02,58.959999,60.099998,58.110001,59.82,5419000,59.180554
2016-05-03,58.029999,58.970001,57.049999,57.630001,8338500,57.013965
2016-05-04,57.630001,58.189999,55.689999,56.150002,8052600,55.549786
2016-05-05,56.720001,56.990002,55.349998,55.610001,6325600,55.015558
2016-05-06,55.34,56.419998,55.07,55.360001,6734100,54.76823
2016-05-09,55.23,55.389999,54.080002,54.98,5390700,54.392291
2016-05-10,55.23,56.189999,55.209999,56.0,4913700,55.401388
2016-05-11,56.0,56.66,55.459999,55.869999,5687900,55.272777
2016-05-12,56.189999,56.360001,54.450001,54.779999,4516600,54.194428
2016-05-13,54.959999,55.700001,54.41,55.110001,4555600,54.520902
2016-05-16,55.27,55.380001,53.869999,55.189999,5794800,54.600045
2016-05-17,55.0,56.060001,54.93,55.25,4382400,54.659405
2016-05-18,55.360001,57.41,55.299999,56.439999,5813400,55.836683
2016-05-19,56.049999,57.169998,54.830002,55.400002,5244700,54.807803
2016-05-20,55.59,56.299999,55.150002,56.130001,3498400,55.53
2016-05-23,55.34,55.810001,54.389999,54.459999,4635500,54.459999
2016-05-24,55.02,55.540001,54.560001,55.349998,5390800,55.349998
2016-05-25,55.389999,55.48,54.0,54.619999,6709800,54.619999
2016-05-26,54.869999,54.889999,53.509998,54.09,5436700,54.09
2016-05-27,54.16,54.93,53.529999,54.57,4437700,54.57
2016-05-31,54.57,55.200001,53.880001,54.700001,6194400,54.700001
2016-06-01,54.700001,56.080002,54.459999,55.75,6355000,55.75
2016-06-02,55.700001,56.73,55.650002,55.720001,5520900,55.720001
2016-06-03,55.549999,55.75,54.380001,55.150002,4533200,55.150002
