Date,Open_TEL,High_TEL,Low_TEL,Close_TEL,Volume_TEL,AdjClose_TEL
2015-11-06,66.459999,66.989998,66.080002,66.550003,2045700,66.550003
2015-11-09,66.239998,66.519997,65.760002,65.949997,2886800,65.949997
2015-11-10,65.589996,66.080002,64.919998,65.5,2734200,65.5
2015-11-11,65.809998,66.339996,65.519997,66.169998,1989100,66.169998
2015-11-12,65.730003,66.239998,65.029999,65.040001,2438700,65.040001
2015-11-13,65.040001,65.470001,64.5,64.830002,2149000,64.830002
2015-11-16,64.800003,65.629997,64.75,65.580002,2170600,65.580002
2015-11-17,64.800003,65.959999,64.800003,65.110001,1995500,65.110001
2015-11-18,65.440002,66.839996,65.07,66.709999,1822200,66.709999
2015-11-19,66.830002,67.389999,66.559998,67.089996,1414600,67.089996
2015-11-20,67.449997,67.800003,67.32,67.610001,1980100,67.610001
2015-11-23,67.550003,67.989998,67.010002,67.510002,1459800,67.510002
2015-11-24,66.809998,67.610001,66.709999,67.389999,2004000,67.389999
2015-11-25,67.339996,67.580002,66.760002,66.779999,2458300,66.779999
2015-11-27,66.82,67.720001,66.660004,67.339996,1502700,67.339996
2015-11-30,67.489998,67.57,67.059998,67.089996,2918000,67.089996
2015-12-01,67.199997,67.910004,67.199997,67.599998,2089500,67.599998
2015-12-02,67.5,67.730003,66.459999,66.669998,2706400,66.669998
2015-12-03,67.279999,67.279999,65.769997,66.010002,2742700,66.010002
2015-12-04,66.230003,66.580002,65.900002,66.410004,4157500,66.410004
2015-12-07,66.360001,66.629997,65.970001,66.25,2589400,66.25
2015-12-08,65.529999,65.690002,64.980003,65.120003,2581100,65.120003
2015-12-09,64.720001,65.43,63.990002,64.269997,2879400,64.269997
2015-12-10,63.98,64.599998,63.939999,64.07,2583900,64.07
2015-12-11,63.34,63.689999,62.91,63.0,2258400,63.0
2015-12-14,63.220001,63.459999,62.259998,62.669998,3278600,62.669998
2015-12-15,63.360001,63.860001,63.080002,63.27,2710800,63.27
2015-12-16,63.66,64.360001,62.990002,64.190002,1854500,64.190002
2015-12-17,64.230003,64.580002,63.389999,63.389999,2094300,63.389999
2015-12-18,63.009998,63.619999,62.59,62.75,6282800,62.75
2015-12-21,63.290001,63.860001,63.080002,63.610001,2209900,63.610001
2015-12-22,63.849998,64.580002,63.509998,64.389999,1816700,64.389999
2015-12-23,64.739998,65.339996,64.480003,65.25,1564500,65.25
2015-12-24,65.239998,65.800003,65.089996,65.290001,1454100,65.290001
2015-12-28,65.139999,65.629997,64.980003,65.209999,2491500,65.209999
2015-12-29,65.650002,66.089996,65.419998,65.75,2416200,65.75
2015-12-30,65.739998,66.040001,65.440002,65.489998,1902400,65.489998
2015-12-31,65.129997,65.43,64.610001,64.610001,2226400,64.610001
2016-01-04,63.470001,63.669998,62.529999,63.439999,2872200,63.439999
2016-01-05,63.439999,63.790001,62.84,63.27,2532800,63.27
2016-01-06,62.470001,62.799999,61.939999,62.080002,3449400,62.080002
2016-01-07,60.77,61.040001,58.700001,58.790001,4167300,58.790001
2016-01-08,59.0,59.369999,58.029999,58.150002,3437500,58.150002
2016-01-11,58.599998,59.02,57.34,57.919998,3622100,57.919998
2016-01-12,58.529999,58.639999,57.619999,58.459999,2904100,58.459999
2016-01-13,58.52,59.209999,57.07,57.110001,3361400,57.110001
2016-01-14,57.0,58.0,56.27,57.439999,4248200,57.439999
2016-01-15,56.099998,56.189999,54.66,55.080002,5032300,55.080002
2016-01-19,55.709999,55.959999,54.869999,55.380001,4905900,55.380001
2016-01-20,59.009998,59.009998,55.610001,56.299999,5993500,56.299999
2016-01-21,57.049999,58.27,56.220001,57.32,4978800,57.32
2016-01-22,58.400002,58.84,57.740002,58.0,4071900,58.0
2016-01-25,58.0,58.169998,56.330002,56.369999,2014300,56.369999
2016-01-26,59.73,60.060001,56.799999,57.02,3728100,57.02
2016-01-27,56.75,57.200001,55.919998,56.220001,3723600,56.220001
2016-01-28,56.919998,56.990002,55.549999,55.900002,3346900,55.900002
2016-01-29,56.0,57.169998,55.939999,57.16,5767100,57.16
2016-02-01,56.810001,57.720001,56.540001,57.209999,4870800,57.209999
2016-02-02,56.119999,56.48,54.66,54.810001,3829200,54.810001
2016-02-03,54.970001,55.740002,53.560001,53.799999,5710100,53.799999
2016-02-04,53.82,55.0,53.419998,54.900002,5593900,54.900002
2016-02-05,54.549999,55.330002,53.669998,53.880001,3651400,53.880001
2016-02-08,53.400002,53.48,51.889999,52.400002,3325700,52.400002
2016-02-09,51.709999,52.759998,51.700001,52.27,3999800,52.27
2016-02-10,52.75,53.59,52.669998,53.139999,2750500,53.139999
2016-02-11,52.450001,53.790001,52.389999,53.66,4585300,53.66
2016-02-12,54.02,54.950001,53.900002,54.490002,3519800,54.490002
2016-02-16,55.18,55.709999,54.889999,55.5,3235800,55.5
2016-02-17,55.669998,56.919998,55.650002,56.740002,2524400,56.740002
2016-02-18,57.029999,57.560001,56.91,57.18,2208900,57.18
2016-02-19,57.16,57.720001,56.560001,57.610001,3111700,57.610001
2016-02-22,57.919998,58.52,57.73,58.18,2613700,58.18
2016-02-23,57.84,58.220001,57.0,57.27,3446100,57.27
2016-02-24,56.310001,57.310001,55.669998,57.040001,3347300,57.040001
2016-02-25,56.970001,57.43,56.77,57.41,1983600,57.41
2016-02-26,57.59,58.0,57.419998,57.66,2119500,57.66
2016-02-29,57.470001,58.0,56.860001,56.919998,3919000,56.919998
2016-03-01,57.490002,59.02,57.310001,58.900002,2484600,58.900002
2016-03-02,58.450001,59.349998,58.240002,59.279999,2667900,59.279999
2016-03-03,59.509998,60.509998,59.23,60.48,2516600,60.48
2016-03-04,60.490002,60.82,59.849998,60.060001,1562500,60.060001
2016-03-07,59.610001,60.650002,58.900002,60.599998,1723700,60.599998
2016-03-08,60.290001,60.849998,59.27,59.400002,2058400,59.400002
2016-03-09,59.59,59.959999,59.330002,59.48,2079900,59.48
2016-03-10,59.720001,59.860001,58.25,59.0,1554500,59.0
2016-03-11,59.490002,59.990002,59.419998,59.720001,1486700,59.720001
2016-03-14,59.43,59.75,59.040001,59.369999,1813000,59.369999
2016-03-15,58.939999,59.27,58.57,59.150002,1454400,59.150002
2016-03-16,59.099998,59.669998,58.970001,59.48,1389100,59.48
2016-03-17,59.650002,60.939999,59.200001,60.790001,2009400,60.790001
2016-03-18,60.98,62.419998,60.889999,62.23,5630200,62.23
2016-03-21,62.09,62.200001,61.59,61.810001,1234800,61.810001
2016-03-22,61.669998,62.27,61.349998,61.709999,1256200,61.709999
2016-03-23,61.540001,61.540001,60.950001,61.02,990600,61.02
2016-03-24,60.73,60.970001,60.299999,60.959999,859300,60.959999
2016-03-28,61.16,61.639999,60.919998,61.029999,858900,61.029999
2016-03-29,60.349998,60.939999,59.849998,60.919998,2748000,60.919998
2016-03-30,61.27,61.73,60.799999,61.18,1144800,61.18
2016-03-31,61.279999,62.07,61.07,61.919998,1566400,61.919998
2016-04-01,61.630001,62.169998,61.220001,62.049999,1625400,62.049999
2016-04-04,61.970001,62.040001,61.0,61.27,1158300,61.27
2016-04-05,60.759998,61.380001,60.529999,60.849998,1735700,60.849998
2016-04-06,60.810001,61.66,60.450001,61.610001,1118100,61.610001
2016-04-07,61.18,61.349998,60.470001,60.849998,1348500,60.849998
2016-04-08,61.580002,62.32,61.16,61.43,1137900,61.43
2016-04-11,61.77,62.560001,61.439999,61.950001,1709800,61.950001
2016-04-12,62.169998,62.970001,61.939999,62.639999,1632900,62.639999
2016-04-13,63.049999,63.52,62.919998,63.259998,2280400,63.259998
2016-04-14,63.18,63.380001,62.48,63.330002,1348800,63.330002
2016-04-15,63.299999,63.560001,62.98,63.48,1702200,63.48
2016-04-18,63.290001,63.68,63.16,63.639999,1215100,63.639999
2016-04-19,63.950001,63.950001,63.43,63.689999,1826400,63.689999
2016-04-20,62.209999,62.650002,60.369999,61.439999,3949400,61.439999
2016-04-21,61.189999,61.470001,60.439999,61.099998,2074000,61.099998
2016-04-22,60.68,61.860001,60.68,61.220001,1671800,61.220001
2016-04-25,61.0,61.209999,60.119999,60.189999,1601200,60.189999
2016-04-26,60.490002,60.939999,60.41,60.810001,1850300,60.810001
2016-04-27,60.57,61.169998,60.450001,60.950001,1486200,60.950001
2016-04-28,60.470001,60.860001,59.970001,60.119999,1321200,60.119999
2016-04-29,60.0,60.0,58.959999,59.48,1511500,59.48
2016-05-02,59.470001,59.889999,59.07,59.799999,1217800,59.799999
2016-05-03,59.490002,60.130001,59.119999,59.75,2149300,59.75
2016-05-04,59.43,60.029999,59.0,59.34,3371300,59.34
2016-05-05,59.419998,59.849998,58.98,59.389999,1676300,59.389999
2016-05-06,59.02,59.48,58.639999,59.330002,1969900,59.330002
2016-05-09,58.43,59.439999,58.43,58.939999,1461300,58.939999
2016-05-10,59.220001,59.709999,58.970001,59.400002,1484000,59.400002
2016-05-11,59.130001,59.619999,58.91,58.959999,927600,58.959999
2016-05-12,59.25,59.27,58.290001,58.720001,1669600,58.720001
2016-05-13,58.610001,59.09,57.700001,57.740002,1326000,57.740002
2016-05-16,57.669998,58.73,57.52,58.380001,1492000,58.380001
2016-05-17,58.279999,58.66,57.900002,58.290001,1928800,58.290001
2016-05-18,58.189999,58.77,57.830002,58.200001,1208200,58.200001
2016-05-19,57.84,58.32,57.439999,57.75,1395000,57.75
2016-05-20,57.939999,58.34,57.68,57.830002,2110900,57.830002
2016-05-23,57.990002,58.02,57.59,57.919998,1633600,57.919998
2016-05-24,58.18,59.139999,57.799999,59.049999,1525400,59.049999
2016-05-25,58.82,59.18,58.450001,59.029999,1399700,59.029999
2016-05-26,58.959999,59.310001,58.720001,59.16,1186300,59.16
2016-05-27,59.349998,59.650002,58.970001,59.639999,964600,59.639999
2016-05-31,59.57,60.09,59.459999,60.0,2163300,60.0
2016-06-01,59.75,60.169998,58.830002,59.610001,2198800,59.610001
2016-06-02,59.560001,60.220001,59.560001,60.169998,1184000,60.169998
2016-06-03,59.959999,60.380001,59.59,60.259998,1429200,60.259998
