Date,Open_CLX,High_CLX,Low_CLX,Close_CLX,Volume_CLX,AdjClose_CLX
2014-08-11,88.410004,89.190002,88.25,89.010002,1023800,84.96241
2014-08-12,88.620003,89.080002,88.330002,88.489998,640100,84.466052
2014-08-13,88.879997,88.959999,88.199997,88.510002,547400,84.485146
2014-08-14,88.510002,88.82,88.129997,88.480003,577300,84.456512
2014-08-15,88.720001,88.860001,87.919998,88.440002,940500,84.41833
2014-08-18,88.459999,89.379997,88.459999,88.93,585900,84.886046
2014-08-19,88.870003,89.099998,88.620003,88.989998,678500,84.943315
2014-08-20,89.0,89.260002,88.650002,88.940002,482600,84.895593
2014-08-21,89.029999,89.550003,88.839996,89.419998,586300,85.353762
2014-08-22,89.419998,89.709999,89.07,89.209999,516800,85.153312
2014-08-25,89.489998,89.489998,88.889999,89.059998,614400,85.010132
2014-08-26,89.059998,89.339996,88.889999,88.940002,528800,84.895593
2014-08-27,88.940002,89.209999,88.720001,88.879997,815400,84.838317
2014-08-28,88.849998,88.940002,88.309998,88.650002,737500,84.61878
2014-08-29,88.809998,88.900002,88.18,88.599998,803600,84.57105
2014-09-02,88.650002,89.07,88.230003,88.660004,770300,84.628327
2014-09-03,88.660004,89.190002,88.629997,88.739998,682000,84.704683
2014-09-04,88.739998,89.400002,88.650002,88.809998,994200,84.7715
2014-09-05,88.970001,89.809998,88.610001,89.809998,866600,85.726027
2014-09-08,89.43,89.779999,89.089996,89.290001,631100,85.229676
2014-09-09,89.050003,89.550003,88.690002,89.5,849000,85.430126
2014-09-10,89.5,90.080002,89.160004,89.940002,777300,85.85012
2014-09-11,89.940002,90.260002,89.620003,90.080002,749800,85.983753
2014-09-12,89.730003,89.989998,88.709999,88.980003,1075900,84.933775
2014-09-15,89.110001,89.639999,88.989998,89.489998,480400,85.420578
2014-09-16,89.769997,90.620003,89.010002,90.18,685100,86.079204
2014-09-17,90.040001,90.269997,89.400002,89.82,690700,85.735574
2014-09-18,89.959999,90.220001,89.370003,89.900002,545900,85.811938
2014-09-19,90.440002,90.690002,90.0,90.57,1090500,86.451469
2014-09-22,94.800003,98.309998,94.129997,97.230003,8863700,92.808619
2014-09-23,94.510002,95.910004,94.160004,94.849998,3522900,90.536841
2014-09-24,94.629997,95.900002,94.599998,95.540001,1411700,91.195467
2014-09-25,95.160004,95.730003,94.769997,95.139999,1210800,90.813655
2014-09-26,95.199997,95.900002,94.980003,95.639999,932800,91.290918
2014-09-29,94.970001,96.339996,94.790001,96.269997,1330200,91.892267
2014-09-30,95.989998,96.300003,95.75,96.040001,1144400,91.67273
2014-10-01,96.0,96.0,95.190002,95.459999,1297400,91.119103
2014-10-02,95.809998,96.209999,95.279999,95.959999,1013800,91.596366
2014-10-03,96.379997,96.709999,96.199997,96.470001,1375900,92.083177
2014-10-06,97.0,97.029999,95.980003,96.379997,644900,91.997266
2014-10-07,96.300003,97.459999,96.160004,96.660004,1397900,92.264539
2014-10-08,96.970001,98.889999,96.75,98.760002,1342600,94.269043
2014-10-09,98.5,99.089996,97.32,97.459999,810800,93.028156
2014-10-10,97.769997,98.139999,97.059998,97.089996,883600,92.674979
2014-10-13,97.089996,97.300003,95.860001,95.919998,880100,91.558184
2014-10-14,96.040001,97.18,95.279999,97.029999,1145500,92.617709
2014-10-15,96.589996,97.540001,95.489998,97.239998,1435400,92.818159
2014-10-16,96.089996,96.93,95.57,96.129997,1154900,91.758634
2014-10-17,96.529999,96.660004,95.699997,96.300003,1392900,91.920909
2014-10-20,96.199997,97.779999,96.199997,97.730003,1140600,93.285882
2014-10-21,97.980003,99.599998,97.150002,98.800003,907200,94.307225
2014-10-22,98.690002,99.529999,98.690002,99.050003,822300,94.545857
2014-10-23,99.57,99.57,98.370003,98.43,1091000,93.954048
2014-10-24,98.849998,99.809998,98.610001,99.470001,651700,94.946756
2014-10-27,99.059998,99.5,98.330002,98.370003,829300,94.600552
2014-10-28,98.650002,98.900002,97.510002,97.800003,1230200,94.052394
2014-10-29,97.860001,98.230003,97.010002,97.730003,1362400,93.985077
2014-10-30,98.080002,98.629997,97.339996,98.599998,898100,94.821734
2014-10-31,100.0,100.0,98.400002,99.5,1092400,95.687248
2014-11-03,99.980003,100.470001,98.860001,99.830002,1205100,96.004605
2014-11-04,99.589996,102.18,99.589996,100.93,1241800,97.062452
2014-11-05,101.5,101.669998,100.370003,100.730003,880500,96.870119
2014-11-06,101.0,101.209999,100.129997,100.360001,1180400,96.514295
2014-11-07,100.269997,101.0,99.910004,100.790001,826000,96.927818
2014-11-10,101.0,101.690002,100.580002,101.669998,906500,97.774094
2014-11-11,101.419998,101.980003,100.900002,101.349998,968000,97.466357
2014-11-12,101.43,101.639999,101.110001,101.519997,812400,97.629841
2014-11-13,101.900002,102.239998,101.589996,101.910004,938200,98.004903
2014-11-14,101.629997,101.760002,99.730003,100.120003,1291800,96.283493
2014-11-17,100.059998,101.129997,99.830002,101.019997,1000400,97.149
2014-11-18,101.019997,101.220001,100.129997,100.769997,953400,96.90858
2014-11-19,101.0,101.0,100.199997,100.800003,941000,96.937437
2014-11-20,100.849998,100.959999,100.150002,100.239998,797400,96.39889
2014-11-21,100.709999,100.849998,99.5,99.709999,1302500,95.889201
2014-11-24,99.989998,100.010002,99.160004,99.339996,1234100,95.533376
2014-11-25,99.339996,99.919998,99.129997,99.779999,1581700,95.956518
2014-11-26,99.5,99.949997,99.300003,99.900002,782300,96.071922
2014-11-28,100.470001,102.290001,100.400002,101.620003,651600,97.726015
2014-12-01,100.279999,102.199997,100.279999,101.300003,1100500,97.418277
2014-12-02,101.120003,101.419998,100.309998,100.529999,1456900,96.677779
2014-12-03,100.379997,100.419998,97.849998,99.18,2701500,95.379511
2014-12-04,99.540001,99.910004,98.290001,99.610001,2177500,95.793034
2014-12-05,99.599998,99.720001,98.300003,98.860001,1629400,95.071773
2014-12-08,99.0,99.879997,98.699997,99.459999,1246100,95.64878
2014-12-09,99.010002,99.580002,98.709999,99.120003,981600,95.321812
2014-12-10,99.459999,100.190002,99.029999,99.489998,1091800,95.67763
2014-12-11,99.650002,101.349998,99.650002,100.919998,968200,97.052834
2014-12-12,100.239998,101.309998,99.43,99.470001,1111100,95.658399
2014-12-15,99.610001,100.309998,99.099998,99.620003,704400,95.802653
2014-12-16,99.629997,101.040001,98.800003,100.120003,1187200,96.283493
2014-12-17,100.559998,102.110001,100.120003,102.0,1161400,98.091451
2014-12-18,102.800003,103.830002,102.120003,103.82,1040800,99.84171
2014-12-19,104.160004,104.599998,103.650002,104.410004,1352500,100.409105
2014-12-22,104.25,104.720001,103.699997,104.279999,917300,100.284082
2014-12-23,104.68,106.230003,104.139999,106.080002,798800,102.01511
2014-12-24,106.150002,106.360001,105.43,105.459999,358000,101.418866
2014-12-26,105.360001,105.980003,105.230003,105.650002,265900,101.601587
2014-12-29,105.25,105.980003,105.150002,105.459999,379400,101.418866
2014-12-30,105.190002,105.910004,105.190002,105.580002,500100,101.53427
2014-12-31,105.730003,106.059998,104.139999,104.209999,599200,100.216765
2015-01-02,103.959999,104.220001,102.949997,103.870003,858900,99.889797
2015-01-05,103.809998,104.900002,103.199997,103.889999,1307400,99.909027
2015-01-06,104.349998,105.5,103.830002,104.330002,1524600,100.332169
2015-01-07,104.470001,106.540001,104.339996,106.120003,1226500,102.053579
2015-01-08,106.239998,107.449997,106.169998,107.309998,1647200,103.197974
2015-01-09,107.25,107.529999,106.190002,106.620003,753900,102.534419
2015-01-12,106.940002,107.099998,105.870003,106.360001,919400,102.28438
