Date,Open_DHR,High_DHR,Low_DHR,Close_DHR,Volume_DHR,AdjClose_DHR
2014-01-02,76.660004,77.010002,76.099998,76.449997,2010400,75.344022
2014-01-03,76.449997,76.959999,76.330002,76.559998,1190800,75.452431
2014-01-06,76.949997,77.209999,75.849998,75.889999,1955800,74.792126
2014-01-07,76.150002,76.57,75.940002,76.519997,2006400,75.413009
2014-01-08,76.389999,76.919998,76.279999,76.559998,2276500,75.452431
2014-01-09,77.120003,77.57,76.580002,77.480003,3084600,76.359128
2014-01-10,77.599998,77.730003,76.870003,77.68,2067200,76.556231
2014-01-13,77.32,77.550003,76.089996,76.150002,2572000,75.048367
2014-01-14,77.610001,78.300003,76.900002,78.260002,4642100,77.127843
2014-01-15,78.330002,78.370003,77.690002,78.209999,2831200,77.078563
2014-01-16,78.209999,78.639999,78.040001,78.529999,2517600,77.393933
2014-01-17,78.629997,78.629997,77.660004,77.870003,2638300,76.743485
2014-01-21,78.599998,78.800003,77.669998,78.0,4901200,76.871602
2014-01-22,78.050003,78.209999,77.099998,77.940002,2602800,76.812472
2014-01-23,77.199997,77.360001,76.699997,77.110001,1823700,75.994478
2014-01-24,76.339996,76.589996,74.120003,74.129997,4018500,73.057585
2014-01-27,74.389999,74.790001,73.650002,74.099998,3594100,73.02802
2014-01-28,74.970001,76.57,74.139999,75.209999,4370400,74.121963
2014-01-29,74.519997,75.769997,74.510002,75.129997,3833000,74.043118
2014-01-30,75.440002,75.68,74.849998,75.300003,3309400,74.210665
2014-01-31,74.269997,75.010002,73.93,74.389999,3219900,73.313826
2014-02-03,74.529999,75.129997,72.5,72.559998,4224200,71.510298
2014-02-04,72.82,73.370003,72.32,72.93,3430900,71.874948
2014-02-05,72.599998,72.910004,71.889999,72.489998,2724400,71.441311
2014-02-06,72.300003,73.730003,72.139999,73.709999,2980400,72.643663
2014-02-07,74.290001,75.290001,73.849998,75.120003,3152700,74.033268
2014-02-10,75.260002,75.260002,74.57,75.07,3140100,73.983989
2014-02-11,75.370003,75.879997,75.129997,75.389999,2520900,74.299359
2014-02-12,75.699997,75.980003,75.360001,75.550003,2094200,74.457048
2014-02-13,74.919998,76.32,74.779999,76.220001,2407100,75.117354
2014-02-14,76.160004,76.599998,75.830002,76.43,2254400,75.324315
2014-02-18,76.150002,76.580002,75.839996,75.940002,2353400,74.841406
2014-02-19,75.75,76.489998,75.199997,75.279999,2599800,74.19095
2014-02-20,75.489998,76.330002,75.040001,76.110001,2379400,75.008944
2014-02-21,75.989998,76.32,75.669998,76.150002,2675800,75.048367
2014-02-24,76.379997,77.089996,76.300003,76.559998,2665200,75.452431
2014-02-25,76.440002,77.07,76.209999,76.82,2655800,75.708672
2014-02-26,76.849998,77.199997,76.550003,76.82,2674800,75.708672
2014-02-27,76.360001,77.129997,76.330002,77.029999,2558100,75.915633
2014-02-28,77.0,77.540001,76.239998,76.489998,3804000,75.383444
2014-03-03,75.739998,76.099998,75.349998,75.589996,2751600,74.496463
2014-03-04,76.459999,76.699997,76.199997,76.370003,3198900,75.265185
2014-03-05,76.43,76.690002,76.029999,76.379997,2517300,75.275035
2014-03-06,76.57,77.089996,76.440002,76.879997,2290900,75.767802
2014-03-07,77.389999,77.559998,76.93,77.43,2820600,76.309848
2014-03-10,77.400002,77.400002,76.790001,77.150002,2241200,76.0339
2014-03-11,77.269997,77.360001,76.32,76.43,2098900,75.324315
2014-03-12,75.889999,76.07,75.489998,75.82,2178900,74.723139
2014-03-13,76.18,76.199997,74.309998,74.43,2489900,73.353248
2014-03-14,74.309998,74.660004,73.709999,73.790001,2782100,72.722507
2014-03-17,74.309998,75.129997,74.279999,74.849998,2479800,73.76717
2014-03-18,75.019997,75.449997,74.970001,75.260002,1411400,74.171243
2014-03-19,75.220001,75.470001,73.940002,74.370003,1889600,73.294118
2014-03-20,74.300003,74.980003,74.040001,74.75,1583400,73.668618
2014-03-21,75.360001,76.120003,75.029999,75.300003,4110900,74.210665
2014-03-24,75.57,75.589996,73.93,74.32,1677000,73.244839
2014-03-25,74.760002,75.07,74.059998,74.43,1764800,73.353248
2014-03-26,74.910004,75.010002,73.360001,73.360001,3014900,72.395992
2014-03-27,73.110001,73.739998,72.949997,73.440002,3387900,72.474942
2014-03-28,73.879997,74.419998,73.589996,73.870003,2020600,72.899292
2014-03-31,74.529999,75.0,74.220001,75.0,2128200,74.01444
2014-04-01,75.080002,75.279999,74.620003,75.260002,2322100,74.271026
2014-04-02,75.379997,75.720001,75.139999,75.440002,2306400,74.448661
2014-04-03,75.559998,75.910004,75.080002,75.839996,2167400,74.843398
2014-04-04,76.470001,76.699997,75.300003,75.400002,2589500,74.409185
2014-04-07,75.150002,75.220001,73.629997,73.830002,2258600,72.859817
2014-04-08,73.68,74.339996,73.309998,74.029999,2352400,73.057186
2014-04-09,75.0,75.709999,74.379997,75.650002,3074700,74.6559
2014-04-10,75.639999,75.650002,74.099998,74.129997,2420300,73.15587
2014-04-11,73.660004,73.910004,72.779999,72.800003,2735700,71.843353
2014-04-14,73.43,73.43,71.900002,72.589996,4477100,71.636106
2014-04-15,72.690002,73.089996,71.75,73.0,3825800,72.040722
2014-04-16,73.790001,73.870003,72.860001,73.650002,4074700,72.682182
2014-04-17,73.0,73.440002,72.290001,72.849998,7798200,71.892691
2014-04-21,73.360001,74.690002,73.110001,74.580002,5825700,73.599961
2014-04-22,74.480003,74.580002,73.510002,73.550003,4293200,72.583497
2014-04-23,73.5,73.709999,73.209999,73.379997,3192200,72.415726
2014-04-24,73.709999,73.910004,73.360001,73.660004,2788500,72.692052
2014-04-25,73.610001,73.779999,72.830002,73.050003,2429400,72.090068
2014-04-28,73.279999,73.599998,72.730003,73.5,4710600,72.534151
2014-04-29,73.510002,73.650002,72.93,73.400002,4151500,72.435467
2014-04-30,73.260002,73.449997,72.970001,73.379997,3314800,72.415726
2014-05-01,73.379997,74.029999,73.260002,73.610001,3608300,72.642706
2014-05-02,73.639999,73.75,73.160004,73.269997,2625800,72.30717
2014-05-05,73.0,73.230003,72.610001,73.0,1941100,72.040722
2014-05-06,72.790001,73.040001,72.540001,72.559998,2040800,71.606501
2014-05-07,72.779999,72.910004,72.169998,72.809998,3130500,71.853216
2014-05-08,72.779999,73.82,72.610001,73.269997,2853100,72.30717
2014-05-09,73.129997,74.059998,72.790001,74.029999,4279500,73.057186
2014-05-12,74.220001,75.120003,74.220001,75.07,2769600,74.08352
2014-05-13,75.419998,75.93,75.129997,75.629997,2840300,74.636159
2014-05-14,75.400002,76.18,75.080002,75.209999,3092400,74.22168
2014-05-15,74.879997,75.080002,74.25,74.970001,3047400,73.984836
2014-05-16,74.980003,75.410004,74.650002,75.32,3208300,74.330235
2014-05-19,75.110001,76.190002,75.040001,75.82,2366700,74.823664
2014-05-20,75.800003,75.949997,74.57,74.800003,2332500,73.817071
2014-05-21,75.129997,76.330002,75.129997,76.279999,3147400,75.277619
2014-05-22,77.330002,78.5,76.709999,78.029999,6782600,77.004622
2014-05-23,78.0,78.459999,77.739998,78.419998,2167900,77.389497
2014-05-27,78.949997,79.0,78.470001,78.650002,2565700,77.616478
2014-05-28,78.720001,79.040001,78.379997,78.68,2242900,77.646082
2014-05-29,78.68,78.839996,78.129997,78.550003,2376800,77.517793
2014-05-30,78.339996,78.519997,78.019997,78.43,3402400,77.399368
2014-06-02,78.599998,78.849998,77.830002,78.639999,1824200,77.606607
2014-06-03,78.330002,78.860001,78.220001,78.790001,2072600,77.754637
2014-06-04,78.540001,78.660004,78.0,78.43,2469600,77.399368
2014-06-05,78.440002,79.849998,77.93,79.5,2955200,78.455307
2014-06-06,79.550003,80.489998,79.489998,80.370003,2796400,79.313877
2014-06-09,80.169998,81.139999,80.150002,80.550003,3076800,79.491512
2014-06-10,80.279999,80.589996,79.980003,80.43,1396100,79.373086
2014-06-11,80.290001,80.400002,79.949997,80.089996,1955600,79.03755
2014-06-12,79.730003,80.309998,79.709999,80.129997,2675300,79.077025
2014-06-13,80.019997,80.489998,79.919998,80.269997,1727900,79.215185
2014-06-16,80.089996,80.339996,79.889999,80.07,2383200,79.017816
2014-06-17,80.18,80.349998,79.919998,80.169998,1633700,79.1165
2014-06-18,80.25,80.720001,79.800003,80.669998,1847100,79.60993
2014-06-19,80.510002,80.739998,79.970001,80.099998,3294700,79.047421
2014-06-20,80.209999,80.709999,79.830002,80.68,4576300,79.619801
2014-06-23,80.639999,80.699997,80.209999,80.330002,2049700,79.274402
2014-06-24,80.330002,80.330002,79.25,79.25,2789200,78.208592
2014-06-25,79.07,79.629997,78.589996,79.489998,2083100,78.544545
2014-06-26,79.419998,79.629997,78.68,79.099998,1988500,78.159184
2014-06-27,78.980003,79.32,78.760002,79.190002,2526100,78.248118
2014-06-30,79.309998,79.330002,78.559998,78.730003,3087900,77.79359
2014-07-01,79.160004,79.720001,79.120003,79.5,2722100,78.554428
2014-07-02,79.230003,79.480003,78.559998,78.769997,2561900,77.833107
2014-07-03,79.260002,79.669998,79.089996,79.449997,2066400,78.50502
2014-07-07,79.339996,79.400002,78.379997,78.510002,2598900,77.576205
2014-07-08,78.43,78.629997,77.989998,78.190002,2843400,77.260012
2014-07-09,78.400002,78.540001,78.010002,78.290001,2341000,77.358821
2014-07-10,77.639999,78.330002,77.480003,78.0,2258700,77.072269
2014-07-11,78.0,78.400002,77.760002,78.379997,1855900,77.447747
2014-07-14,78.75,79.129997,78.440002,78.809998,2420500,77.872632
2014-07-15,78.639999,79.139999,78.089996,78.239998,2804200,77.309412
2014-07-16,78.400002,78.709999,77.879997,78.5,2606400,77.566322
2014-07-17,75.709999,75.800003,73.989998,74.07,10008000,73.189012
2014-07-18,74.519997,75.440002,73.82,75.110001,5785000,74.216643
2014-07-21,74.910004,75.279999,74.57,75.150002,4091300,74.256168
2014-07-22,75.370003,76.230003,75.370003,75.800003,5383000,74.898439
2014-07-23,76.0,76.110001,75.410004,75.610001,3631900,74.710696
2014-07-24,75.720001,76.190002,75.25,75.970001,3311200,75.066415
2014-07-25,75.589996,75.940002,75.5,75.690002,1967600,74.789746
2014-07-28,75.529999,75.629997,74.980003,75.209999,2745700,74.315452
2014-07-29,75.099998,75.300003,73.940002,74.080002,5120400,73.198895
2014-07-30,74.269997,74.459999,73.599998,74.169998,4315500,73.287821
2014-07-31,73.75,74.050003,73.290001,73.879997,5065500,73.001269
2014-08-01,73.900002,73.93,73.019997,73.339996,5158200,72.467691
2014-08-04,73.370003,74.080002,73.059998,74.0,2845300,73.119845
2014-08-05,73.5,74.43,73.150002,73.559998,3393300,72.685076
2014-08-06,73.669998,74.269997,73.400002,74.07,4379400,73.189012
2014-08-07,74.400002,74.760002,73.790001,73.959999,2859000,73.08032
2014-08-08,74.120003,74.919998,73.800003,74.870003,2201000,73.9795
2014-08-11,75.099998,75.580002,75.029999,75.209999,2457200,74.315452
2014-08-12,74.980003,75.029999,74.160004,74.339996,3420300,73.455797
2014-08-13,74.800003,74.989998,74.459999,74.779999,2033600,73.890566
2014-08-14,74.540001,74.900002,74.400002,74.879997,2571300,73.989375
2014-08-15,75.379997,75.75,74.650002,75.150002,4763900,74.256168
2014-08-18,75.57,76.449997,75.370003,76.290001,2054200,75.382609
2014-08-19,76.309998,76.699997,76.120003,76.639999,1664800,75.728444
2014-08-20,76.629997,77.349998,76.43,77.190002,2460400,76.271906
2014-08-21,77.239998,77.510002,76.919998,77.449997,1770100,76.528808
2014-08-22,77.129997,77.400002,77.0,77.040001,2040500,76.123688
2014-08-25,77.330002,77.519997,77.139999,77.349998,1428200,76.429999
2014-08-26,77.480003,77.589996,77.25,77.330002,1950700,76.41024
2014-08-27,77.059998,77.330002,76.529999,76.650002,1119700,75.738327
2014-08-28,76.349998,76.5,75.980003,76.330002,1942800,75.422134
2014-08-29,76.589996,76.650002,76.019997,76.610001,1502900,75.698802
2014-09-02,76.669998,76.93,76.209999,76.419998,2300500,75.51106
2014-09-03,77.019997,77.019997,76.449997,76.589996,2423600,75.679036
2014-09-04,76.639999,76.940002,76.029999,76.239998,2262900,75.3332
2014-09-05,76.029999,77.209999,75.949997,77.139999,2133800,76.222497
2014-09-08,77.010002,77.379997,76.830002,77.050003,1965100,76.133571
2014-09-09,77.0,77.059998,76.339996,76.57,1976900,75.659277
2014-09-10,76.610001,77.129997,76.480003,76.93,1725700,76.014996
2014-09-11,76.669998,77.330002,76.550003,77.279999,1649000,76.360831
2014-09-12,77.25,77.279999,76.82,76.879997,1911700,75.965588
2014-09-15,77.029999,77.559998,76.550003,76.629997,4159500,75.718561
2014-09-16,76.440002,77.660004,76.150002,77.57,3094800,76.647383
2014-09-17,77.800003,79.239998,77.690002,78.730003,4212100,77.79359
2014-09-18,78.800003,79.43,78.709999,79.360001,2833000,78.416094
2014-09-19,79.849998,80.0,79.339996,79.449997,4823500,78.50502
2014-09-22,79.169998,79.169998,78.050003,78.160004,2098400,77.23037
2014-09-23,77.980003,78.110001,77.410004,77.419998,2107500,76.499166
2014-09-24,77.449997,77.919998,77.160004,77.730003,3168800,76.904821
2014-09-25,77.389999,77.480003,75.629997,75.639999,3806200,74.837005
2014-09-26,75.699997,76.040001,75.5,75.910004,3048500,75.104143
2014-09-29,75.230003,75.980003,74.940002,75.790001,3042800,74.985414
2014-09-30,75.730003,77.150002,75.639999,75.980003,5267300,75.173399
2014-10-01,75.699997,75.959999,74.449997,74.580002,3145900,73.78826
2014-10-02,74.519997,74.790001,73.830002,74.43,4595500,73.639851
2014-10-03,75.209999,75.550003,74.839996,74.940002,4298700,74.144439
2014-10-06,75.25,75.599998,74.669998,74.889999,1971200,74.094967
2014-10-07,74.699997,74.699997,73.230003,73.269997,2933900,72.492162
2014-10-08,73.470001,74.639999,72.910004,74.589996,3751800,73.798149
2014-10-09,74.669998,74.669998,72.739998,72.769997,4224700,71.99747
2014-10-10,72.769997,73.209999,71.239998,71.860001,6186000,71.097135
2014-10-13,72.239998,73.160004,71.580002,71.699997,5988100,70.938829
2014-10-14,71.989998,72.860001,71.57,72.0,4809400,71.235648
2014-10-15,70.690002,72.400002,70.120003,71.980003,6199600,71.215863
2014-10-16,71.769997,74.540001,71.209999,74.190002,6907900,73.402401
2014-10-17,75.0,75.480003,74.230003,74.790001,4072000,73.99603
2014-10-20,74.629997,74.910004,73.989998,74.730003,2954800,73.936669
2014-10-21,75.089996,76.360001,75.059998,76.25,3184700,75.44053
2014-10-22,76.730003,76.730003,75.540001,75.57,3516800,74.767748
2014-10-23,76.529999,77.82,76.400002,77.360001,3242100,76.538746
2014-10-24,77.309998,78.0,77.099998,77.959999,1867200,77.132375
2014-10-27,77.459999,77.970001,77.379997,77.870003,1661300,77.043334
2014-10-28,78.389999,79.769997,78.309998,79.739998,3613900,78.893478
2014-10-29,79.550003,79.919998,78.980003,79.300003,3523200,78.458154
2014-10-30,78.980003,79.889999,78.739998,79.709999,1996500,78.863797
2014-10-31,80.370003,80.690002,80.050003,80.400002,4125900,79.546475
2014-11-03,80.349998,80.379997,79.730003,79.970001,2551200,79.121039
2014-11-04,79.980003,80.25,79.650002,79.989998,1888000,79.140824
2014-11-05,80.709999,80.870003,79.860001,80.769997,1767900,79.912542
2014-11-06,80.970001,81.309998,80.489998,81.260002,1614400,80.397346
2014-11-07,81.279999,81.32,80.629997,81.190002,1712900,80.328089
2014-11-10,81.18,81.5,81.010002,81.290001,1970600,80.427026
2014-11-11,81.550003,81.690002,80.940002,81.410004,1878300,80.545755
2014-11-12,83.050003,83.089996,82.050003,82.360001,4673800,81.485666
2014-11-13,82.330002,82.589996,81.989998,82.400002,4515800,81.525243
2014-11-14,82.139999,82.480003,82.059998,82.230003,1938900,81.357049
2014-11-17,82.169998,82.550003,81.959999,82.370003,1826300,81.495562
2014-11-18,82.5,82.910004,82.279999,82.580002,1901500,81.703332
2014-11-19,82.580002,82.769997,82.150002,82.57,1487500,81.693436
2014-11-20,81.93,82.650002,81.559998,82.510002,1633000,81.634076
2014-11-21,83.459999,83.82,83.230003,83.589996,2683600,82.702605
2014-11-24,83.589996,83.620003,83.129997,83.510002,1542700,82.62346
2014-11-25,83.489998,83.639999,83.309998,83.379997,2125600,82.494835
2014-11-26,83.739998,83.739998,83.220001,83.449997,1512100,82.564091
2014-11-28,83.43,83.959999,83.360001,83.559998,1759400,82.672924
2014-12-01,83.110001,83.330002,82.580002,83.07,2942700,82.188128
2014-12-02,83.440002,83.720001,83.120003,83.580002,2618900,82.692716
2014-12-03,83.760002,84.980003,83.639999,84.849998,2563200,83.949231
2014-12-04,84.440002,84.68,84.019997,84.580002,2020200,83.6821
2014-12-05,84.410004,84.989998,84.400002,84.879997,1415800,83.978911
2014-12-08,84.760002,85.239998,84.510002,84.739998,2432100,83.840398
2014-12-09,83.660004,84.379997,83.540001,84.360001,2188300,83.464434
2014-12-10,84.190002,84.199997,83.050003,83.139999,3700000,82.257385
2014-12-11,83.360001,84.769997,83.110001,83.949997,2788200,83.058783
2014-12-12,83.389999,84.589996,83.379997,83.760002,2818900,82.870806
2014-12-15,84.32,84.57,82.900002,83.389999,2755100,82.504731
2014-12-16,83.269997,84.0,82.18,82.230003,4281500,81.357049
2014-12-17,82.269997,84.150002,81.849998,83.940002,4342800,83.048895
2014-12-18,85.099998,86.0,84.730003,86.0,3342800,85.087024
2014-12-19,86.099998,86.629997,85.669998,86.269997,4980200,85.354154
2014-12-22,86.739998,87.209999,86.419998,87.059998,2369600,86.135768
2014-12-23,87.300003,87.489998,86.93,87.059998,2847800,86.234819
2014-12-24,87.07,87.120003,86.790001,86.790001,962600,85.967382
2014-12-26,86.889999,87.199997,86.639999,86.730003,1181200,85.907953
2014-12-29,86.269997,87.150002,86.18,86.879997,1480400,86.056525
2014-12-30,86.860001,86.910004,85.900002,86.239998,1817800,85.422592
2014-12-31,86.559998,86.82,85.68,85.709999,2073300,84.897616
2015-01-02,86.010002,86.290001,85.110001,85.720001,2063800,84.907524
