Date,Open_CXO,High_CXO,Low_CXO,Close_CXO,Volume_CXO,AdjClose_CXO
2016-01-28,93.489998,93.540001,88.580002,91.080002,2431400,91.080002
2016-01-29,91.489998,95.209999,91.050003,95.129997,2305800,95.129997
2016-02-01,93.82,94.410004,89.419998,92.010002,1784400,92.010002
2016-02-02,88.419998,91.510002,87.510002,88.919998,1580000,88.919998
2016-02-03,90.839996,92.459999,87.660004,91.300003,2444300,91.300003
2016-02-04,92.709999,93.199997,88.720001,90.0,2771400,90.0
2016-02-05,88.910004,90.230003,85.849998,87.269997,2153900,87.269997
2016-02-08,85.0,88.059998,82.809998,87.150002,1586000,87.150002
2016-02-09,85.940002,87.650002,83.099998,85.580002,1607600,85.580002
2016-02-10,85.489998,88.910004,83.550003,85.970001,1518600,85.970001
2016-02-11,84.230003,85.160004,80.699997,84.900002,1731200,84.900002
2016-02-12,87.400002,87.769997,84.449997,87.150002,1208000,87.150002
2016-02-16,89.199997,89.5,86.629997,88.139999,1989500,88.139999
2016-02-17,94.110001,97.0,93.110001,95.510002,8169000,95.510002
2016-02-18,95.57,96.239998,92.699997,93.959999,6266800,93.959999
2016-02-19,92.830002,94.419998,91.660004,92.290001,21410200,92.290001
2016-02-22,93.529999,95.190002,92.75,94.970001,3516300,94.970001
2016-02-23,93.93,94.349998,90.160004,90.870003,2546400,90.870003
2016-02-24,90.25,92.0,88.050003,91.540001,3216100,91.540001
2016-02-25,88.5,91.0,87.550003,88.779999,4491200,88.779999
2016-02-26,93.0,94.260002,90.599998,91.93,2785100,91.93
2016-02-29,92.209999,92.889999,89.519997,90.239998,2182800,90.239998
2016-03-01,90.580002,92.059998,89.059998,91.239998,3200300,91.239998
2016-03-02,90.919998,96.940002,90.889999,96.739998,2385100,96.739998
2016-03-03,95.779999,100.160004,95.25,97.230003,2857400,97.230003
2016-03-04,98.059998,102.300003,95.169998,98.160004,3825900,98.160004
2016-03-07,98.099998,101.209999,95.900002,101.150002,3672600,101.150002
2016-03-08,99.57,100.199997,94.610001,95.449997,1782400,95.449997
2016-03-09,97.629997,98.690002,94.849998,96.68,1902000,96.68
2016-03-10,96.160004,97.610001,94.260002,96.839996,2282600,96.839996
2016-03-11,98.610001,102.43,98.129997,102.059998,2723200,102.059998
2016-03-14,99.690002,103.300003,99.5,102.190002,2368100,102.190002
2016-03-15,99.989998,102.550003,99.410004,102.5,1553500,102.5
2016-03-16,103.519997,105.93,102.580002,105.370003,1996900,105.370003
2016-03-17,106.32,107.0,104.459999,104.959999,2322600,104.959999
2016-03-18,106.199997,106.779999,102.739998,104.900002,2836800,104.900002
2016-03-21,104.510002,106.150002,102.760002,104.330002,1450900,104.330002
2016-03-22,103.440002,104.43,102.730003,103.360001,1239800,103.360001
2016-03-23,101.849998,103.620003,100.709999,101.540001,1782000,101.540001
2016-03-24,99.110001,104.080002,97.75,103.610001,1727100,103.610001
2016-03-28,103.800003,104.019997,100.5,101.849998,1348600,101.849998
2016-03-29,100.080002,104.0,99.699997,103.489998,1083100,103.489998
2016-03-30,104.940002,105.610001,100.980003,101.949997,1314600,101.949997
2016-03-31,101.720001,102.550003,99.18,101.040001,1499400,101.040001
2016-04-01,98.650002,101.709999,98.260002,101.129997,1589600,101.129997
2016-04-04,101.730003,102.260002,97.760002,97.900002,1259900,97.900002
2016-04-05,96.480003,98.739998,95.870003,97.480003,1822700,97.480003
2016-04-06,98.480003,102.830002,97.720001,101.900002,1781300,101.900002
2016-04-07,101.25,103.18,100.440002,103.129997,1517400,103.129997
2016-04-08,106.150002,106.699997,104.010002,105.199997,2004400,105.199997
2016-04-11,105.870003,106.690002,104.620003,104.709999,1316900,104.709999
2016-04-12,105.550003,108.889999,104.550003,107.089996,1184400,107.089996
2016-04-13,107.43,107.809998,105.300003,107.279999,1467300,107.279999
2016-04-14,107.419998,108.190002,106.32,107.800003,831000,107.800003
2016-04-15,107.0,107.0,104.290001,104.650002,1610700,104.650002
2016-04-18,100.739998,107.699997,99.239998,107.339996,1887800,107.339996
2016-04-19,108.830002,111.540001,108.0,110.029999,1781100,110.029999
2016-04-20,108.959999,112.980003,108.099998,111.989998,1352000,111.989998
2016-04-21,112.379997,113.739998,110.260002,112.010002,1571200,112.010002
2016-04-22,112.300003,114.75,112.300003,114.260002,1120800,114.260002
2016-04-25,113.910004,114.699997,112.080002,113.199997,1319400,113.199997
2016-04-26,113.769997,119.129997,113.400002,118.959999,1929600,118.959999
2016-04-27,120.129997,122.5,119.550003,121.510002,1883800,121.510002
2016-04-28,120.690002,122.529999,118.660004,119.029999,1380900,119.029999
2016-04-29,119.220001,121.110001,114.699997,116.169998,1713600,116.169998
2016-05-02,116.220001,117.790001,114.839996,117.059998,1337800,117.059998
2016-05-03,115.370003,116.260002,111.760002,112.830002,1704900,112.830002
2016-05-04,113.349998,115.260002,110.5,111.550003,1612200,111.550003
2016-05-05,115.019997,118.389999,114.419998,116.910004,2103200,116.910004
2016-05-06,115.400002,117.82,114.019997,114.660004,1202500,114.660004
2016-05-09,113.980003,114.690002,112.139999,113.529999,1236500,113.529999
2016-05-10,114.010002,117.190002,113.589996,117.089996,903500,117.089996
2016-05-11,116.510002,117.980003,114.639999,116.529999,855700,116.529999
2016-05-12,118.639999,120.279999,116.599998,117.529999,1162600,117.529999
2016-05-13,116.889999,118.07,115.589996,115.830002,641600,115.830002
2016-05-16,118.0,119.790001,117.720001,118.160004,900200,118.160004
2016-05-17,118.720001,118.919998,117.169998,118.830002,1235200,118.830002
2016-05-18,118.57,119.480003,115.879997,116.839996,1728200,116.839996
2016-05-19,114.730003,116.949997,111.93,116.889999,1399100,116.889999
2016-05-20,117.449997,118.010002,114.839996,117.769997,1205700,117.769997
2016-05-23,116.769997,118.559998,116.610001,117.639999,949800,117.639999
2016-05-24,118.690002,119.410004,116.769997,117.68,868700,117.68
2016-05-25,118.589996,121.239998,118.0,120.25,1275100,120.25
2016-05-26,121.339996,123.010002,120.129997,122.400002,1642500,122.400002
2016-05-27,121.43,122.389999,120.239998,122.190002,1076100,122.190002
2016-05-31,122.779999,123.879997,120.559998,121.339996,820700,121.339996
2016-06-01,121.339996,121.769997,119.839996,121.300003,947600,121.300003
2016-06-02,120.0,121.279999,118.769997,120.980003,857800,120.980003
2016-06-03,121.309998,121.57,118.809998,119.349998,766600,119.349998
