Date,Open_JPM,High_JPM,Low_JPM,Close_JPM,Volume_JPM,AdjClose_JPM
2015-07-21,69.160004,69.540001,68.870003,69.099998,11659900,67.646986
2015-07-22,69.279999,70.290001,69.199997,70.080002,15493000,68.606382
2015-07-23,70.190002,70.610001,69.459999,69.639999,14331800,68.175631
2015-07-24,69.440002,69.559998,68.68,68.910004,12413900,67.460986
2015-07-27,68.150002,68.220001,67.57,68.010002,16801600,66.579909
2015-07-28,68.550003,68.599998,67.769997,68.050003,14932400,66.619069
2015-07-29,68.32,69.099998,68.160004,68.940002,13059200,67.490354
2015-07-30,68.93,69.449997,68.540001,69.040001,10197200,67.58825
2015-07-31,69.010002,69.040001,68.400002,68.529999,11911800,67.088972
2015-08-03,68.589996,68.839996,68.0,68.529999,9980600,67.088972
2015-08-04,68.470001,68.949997,68.309998,68.459999,10964000,67.020444
2015-08-05,69.050003,69.419998,68.559998,68.730003,11302900,67.284771
2015-08-06,68.75,68.940002,68.0,68.25,10803400,66.814861
2015-08-07,68.330002,68.739998,67.550003,68.050003,11453300,66.619069
2015-08-10,68.220001,69.010002,68.220001,68.889999,12661400,67.441402
2015-08-11,68.230003,68.400002,67.849998,68.230003,14800300,66.795284
2015-08-12,67.410004,67.550003,66.07,67.239998,21069000,65.826096
2015-08-13,67.25,67.800003,66.970001,67.550003,11930600,66.129583
2015-08-14,67.419998,67.910004,67.400002,67.889999,11248800,66.46243
2015-08-17,67.620003,68.239998,67.400002,68.07,10326500,66.638645
2015-08-18,67.980003,68.360001,67.839996,68.209999,10617500,66.775701
2015-08-19,67.93,68.309998,67.360001,67.599998,15198200,66.178527
2015-08-20,66.809998,67.040001,65.940002,65.940002,20972300,64.553437
2015-08-21,65.089996,65.440002,63.57,63.599998,28235500,62.262638
2015-08-24,59.290001,62.919998,50.07,60.25,36339100,58.983082
2015-08-25,63.099998,63.32,59.73,59.91,31772500,58.650231
2015-08-26,61.799999,62.98,60.549999,62.91,33576800,61.587148
2015-08-27,63.98,64.730003,63.139999,64.480003,29045700,63.124138
2015-08-28,64.290001,64.459999,63.599998,64.129997,16687300,62.781492
2015-08-31,63.610001,64.349998,63.470001,64.099998,14223400,62.752124
2015-09-01,62.849998,62.849998,60.990002,61.450001,23637300,60.15785
2015-09-02,62.619999,62.91,61.540001,62.57,17757900,61.254298
2015-09-03,62.880001,63.66,62.450001,62.68,17065400,61.361985
2015-09-04,61.799999,61.919998,60.75,61.5,20189000,60.206797
2015-09-08,62.77,63.200001,62.330002,63.16,13385100,61.831891
2015-09-09,63.939999,64.339996,62.0,62.18,13889500,60.872499
2015-09-10,61.860001,63.0,61.450001,62.66,15751100,61.342405
2015-09-11,62.380001,62.66,61.990002,62.560001,12766700,61.244509
2015-09-14,62.639999,62.689999,62.119999,62.380001,10202800,61.068294
2015-09-15,62.759998,63.889999,62.509998,63.580002,14023500,62.243062
2015-09-16,63.889999,64.290001,63.209999,64.139999,12235900,62.791284
2015-09-17,64.139999,64.639999,62.389999,62.650002,21249200,61.332617
2015-09-18,61.830002,61.830002,60.779999,60.939999,31008000,59.658572
2015-09-21,61.52,61.91,61.080002,61.450001,13136400,60.15785
2015-09-22,60.599998,61.09,60.419998,60.91,14811900,59.629204
2015-09-23,60.799999,61.150002,60.32,60.639999,11712200,59.364881
2015-09-24,60.009998,60.380001,59.459999,60.220001,17293400,58.953714
2015-09-25,61.27,61.860001,60.869999,61.470001,18384300,60.177429
2015-09-28,60.919998,61.009998,59.689999,59.98,17452200,58.718759
2015-09-29,59.98,60.130001,58.73,59.84,19334900,58.581704
2015-09-30,60.700001,61.0,60.110001,60.970001,18743800,59.687943
2015-10-01,61.119999,61.869999,60.540001,61.419998,16863200,60.128478
2015-10-02,59.59,60.860001,58.529999,60.810001,20435100,59.960854
2015-10-05,61.240002,62.240002,61.220001,62.02,13471100,61.153957
2015-10-06,62.110001,62.360001,61.619999,62.049999,12134800,61.183537
2015-10-07,62.549999,63.029999,61.759998,62.130001,12773100,61.262422
2015-10-08,61.849998,62.25,61.43,62.130001,13964600,61.262422
2015-10-09,62.389999,62.549999,61.580002,61.93,12112000,61.065214
2015-10-12,61.84,62.009998,61.400002,61.720001,10857400,60.858147
2015-10-13,61.389999,62.16,61.310001,61.549999,15621900,60.690519
2015-10-14,60.759998,60.970001,59.540001,59.990002,28989400,59.152305
2015-10-15,60.470001,61.959999,60.099998,61.889999,18147900,61.025771
2015-10-16,62.43,62.650002,62.09,62.43,17430100,61.558232
2015-10-19,62.0,62.77,61.91,62.220001,14510400,61.351165
2015-10-20,62.360001,62.82,62.080002,62.52,11545100,61.646975
2015-10-21,62.880001,62.959999,62.049999,62.060001,12113400,61.193399
2015-10-22,62.419998,63.580002,62.419998,63.189999,15295700,62.307617
2015-10-23,63.630001,64.190002,63.5,63.869999,16985200,62.978122
2015-10-26,63.84,63.990002,63.41,63.900002,13880200,63.007706
2015-10-27,63.529999,63.860001,63.310001,63.639999,8831900,62.751334
2015-10-28,63.700001,65.739998,63.689999,65.5,17962000,64.585362
2015-10-29,65.260002,65.830002,64.879997,65.209999,12753700,64.299411
2015-10-30,65.300003,65.339996,64.129997,64.25,15731400,63.352817
2015-11-02,64.449997,65.75,64.389999,65.540001,15253300,64.624804
2015-11-03,65.290001,66.099998,65.169998,65.779999,11519500,64.861451
2015-11-04,66.010002,66.150002,65.629997,65.849998,11388400,64.930473
2015-11-05,65.790001,66.669998,65.75,66.440002,12715900,65.512238
2015-11-06,68.370003,69.029999,68.099998,68.459999,23262700,67.504028
2015-11-09,68.699997,68.720001,67.080002,67.389999,17143800,66.44897
2015-11-10,67.190002,67.849998,66.93,67.68,13239700,66.734921
2015-11-11,68.099998,68.169998,67.25,67.349998,8513900,66.409527
2015-11-12,66.860001,66.900002,65.949997,66.0,13576900,65.07838
2015-11-13,65.839996,66.169998,65.230003,65.559998,11837000,64.644522
2015-11-16,65.459999,66.580002,65.169998,66.510002,11041100,65.581261
2015-11-17,66.669998,66.739998,65.889999,66.129997,12354800,65.206562
2015-11-18,66.480003,67.550003,66.370003,67.449997,12911400,66.508129
2015-11-19,67.580002,67.82,67.040001,67.660004,12839500,66.715204
2015-11-20,67.989998,68.110001,67.379997,67.540001,11209600,66.596877
2015-11-23,67.309998,67.580002,66.779999,66.879997,11339000,65.946089
2015-11-24,66.169998,67.139999,66.040001,66.779999,10910000,65.847487
2015-11-25,66.93,67.120003,66.550003,66.860001,7772000,65.926372
2015-11-27,67.0,67.330002,66.639999,67.169998,4052500,66.23204
2015-11-30,67.279999,67.519997,66.68,66.68,15147500,65.748885
2015-12-01,67.339996,67.830002,66.989998,67.610001,12708800,66.665899
2015-12-02,67.830002,67.879997,66.480003,66.660004,13440900,65.729168
2015-12-03,66.830002,67.029999,65.580002,65.800003,14626900,64.881176
2015-12-04,66.099998,68.0,66.029999,67.889999,17786000,66.941988
2015-12-07,67.660004,67.75,66.400002,67.0,11686000,66.064416
2015-12-08,66.25,66.959999,65.699997,65.959999,13084500,65.038938
2015-12-09,65.610001,66.580002,65.040001,65.459999,16770200,64.54592
2015-12-10,65.540001,66.5,65.080002,65.610001,12839000,64.693827
2015-12-11,64.800003,65.160004,63.509998,64.07,17889300,63.17533
2015-12-14,64.230003,64.760002,63.599998,64.269997,17638200,63.372534
2015-12-15,65.07,66.650002,65.07,66.099998,18068600,65.176982
2015-12-16,66.910004,67.739998,65.910004,67.529999,21720000,66.587014
2015-12-17,67.900002,68.0,66.080002,66.279999,18122100,65.354469
2015-12-18,65.970001,65.970001,64.400002,64.400002,23819600,63.500724
2015-12-21,65.019997,65.559998,64.830002,65.540001,18869300,64.624804
2015-12-22,65.919998,66.0,64.980003,65.68,12149500,64.762849
2015-12-23,66.120003,66.849998,66.050003,66.730003,12524500,65.79819
2015-12-24,66.620003,66.889999,66.32,66.599998,4468200,65.67
2015-12-28,66.290001,66.449997,65.709999,66.379997,6610600,65.453071
2015-12-29,66.839996,67.300003,66.739998,67.07,9820800,66.133438
2015-12-30,67.040001,67.050003,66.449997,66.589996,7190700,65.660138
2015-12-31,66.190002,66.779999,66.0,66.029999,14654300,65.10796
2016-01-04,63.950001,64.059998,63.009998,63.619999,25393200,63.152439
2016-01-05,63.700001,64.129997,63.040001,63.73,16566700,63.261632
2016-01-06,62.720001,63.130001,62.34,62.810001,22961500,62.348395
2016-01-07,61.459999,62.0,60.080002,60.27,27630900,59.827061
2016-01-08,61.130001,61.27,58.849998,58.919998,22373300,58.48698
2016-01-11,58.830002,59.220001,58.040001,58.830002,20925500,58.397645
2016-01-12,59.450001,59.560001,58.099998,58.959999,22971600,58.526687
2016-01-13,59.459999,59.68,56.91,57.34,28808100,56.918594
2016-01-14,58.16,59.380001,57.290001,58.200001,31296300,57.772274
2016-01-15,56.450001,57.57,56.220001,57.040001,38131700,56.6208
2016-01-19,57.73,57.970001,56.509998,57.009998,22818900,56.591017
2016-01-20,55.630001,56.18,54.66,55.509998,34646100,55.102041
2016-01-21,55.740002,56.52,55.060001,55.25,31301100,54.843954
2016-01-22,56.439999,57.16,56.299999,56.950001,22732200,56.531461
2016-01-25,56.48,56.849998,55.599998,55.66,21114400,55.25094
2016-01-26,55.849998,57.150002,55.810001,57.080002,17535700,56.660506
2016-01-27,57.080002,58.27,56.560001,57.040001,20560000,56.6208
2016-01-28,57.52,57.970001,56.630001,57.279999,15497900,56.859034
2016-01-29,57.830002,59.540001,57.509998,59.5,26992200,59.062719
2016-02-01,59.16,59.650002,58.439999,58.860001,16807900,58.427424
2016-02-02,57.880001,57.98,56.75,57.029999,22448200,56.610871
2016-02-03,57.369999,57.799999,55.02,57.41,31543200,56.988079
2016-02-04,57.060001,58.52,57.060001,58.400002,21651300,57.970805
2016-02-05,58.580002,59.139999,57.419998,57.75,22001300,57.325581
2016-02-08,56.689999,56.919998,55.540001,56.540001,28267600,56.124474
2016-02-09,55.290001,56.689999,55.130001,56.200001,26300000,55.786973
2016-02-10,56.57,57.41,55.470001,55.52,22389600,55.11197
2016-02-11,53.900002,53.91,52.5,53.07,44334700,52.679975
2016-02-12,55.650002,57.57,55.169998,57.490002,37011400,57.067493
2016-02-16,58.23,58.599998,57.639999,58.349998,23730700,57.92117
2016-02-17,58.849998,59.25,58.389999,58.77,21580100,58.338085
2016-02-18,58.84,58.860001,57.25,57.810001,17037800,57.385141
2016-02-19,57.5,58.169998,57.080002,57.82,15658200,57.395066
2016-02-22,58.509998,58.880001,58.419998,58.57,14882800,58.139554
2016-02-23,57.900002,58.09,55.959999,56.119999,31772500,55.707559
2016-02-24,55.200001,56.209999,54.330002,56.139999,25560100,55.727412
2016-02-25,56.130001,57.029999,56.040001,57.009998,14473300,56.591017
2016-02-26,57.639999,58.110001,57.139999,57.540001,20947500,57.117125
2016-02-29,57.41,57.610001,56.290001,56.299999,19554100,55.886236
2016-03-01,56.759998,59.200001,56.669998,59.200001,23958100,58.764925
2016-03-02,59.200001,59.900002,58.959999,59.759998,20943100,59.320807
2016-03-03,59.580002,59.959999,59.099998,59.959999,15790600,59.519338
2016-03-04,60.099998,60.549999,59.529999,60.049999,18459000,59.608677
2016-03-07,59.540001,60.049999,59.32,59.939999,12832400,59.499484
2016-03-08,59.209999,59.5,58.68,58.779999,14132900,58.34801
2016-03-09,59.150002,59.540001,58.68,59.119999,13238800,58.685511
2016-03-10,59.59,59.669998,57.810001,58.610001,21139200,58.179261
2016-03-11,59.389999,59.509998,58.650002,59.34,21055000,58.903895
2016-03-14,59.150002,59.310001,58.599998,59.119999,13436100,58.685511
2016-03-15,58.540001,59.209999,58.43,59.200001,10910500,58.764925
2016-03-16,58.98,59.75,58.470001,58.919998,17423900,58.48698
2016-03-17,58.77,59.130001,57.990002,58.75,19405700,58.318231
2016-03-18,60.049999,60.970001,59.66,60.48,29570200,60.035517
2016-03-21,60.220001,60.82,59.959999,60.459999,12684400,60.015663
2016-03-22,59.990002,60.580002,59.619999,60.240002,12042700,59.797283
2016-03-23,60.34,60.509998,59.860001,59.939999,11658700,59.499484
2016-03-24,59.299999,59.509998,58.869999,59.48,12921200,59.042866
2016-03-28,59.529999,59.75,59.18,59.400002,11159700,58.963456
2016-03-29,59.330002,59.330002,58.529999,59.029999,15933400,58.596172
2016-03-30,59.459999,60.23,59.380001,59.709999,13307100,59.271175
2016-03-31,59.450001,59.93,59.110001,59.220001,14904700,58.784778
2016-04-01,59.02,60.060001,58.560001,59.869999,15417500,59.429999
2016-04-04,59.439999,59.57,58.959999,59.200001,12305000,59.200001
2016-04-05,58.59,58.830002,58.209999,58.360001,12886600,58.360001
2016-04-06,58.18,58.880001,57.950001,58.810001,12167900,58.810001
2016-04-07,58.259998,58.43,57.07,57.32,19226800,57.32
2016-04-08,57.709999,58.580002,57.689999,57.740002,13547700,57.740002
2016-04-11,57.91,58.880001,57.91,58.200001,17627800,58.200001
2016-04-12,58.34,59.389999,58.200001,59.279999,17779200,59.279999
2016-04-13,60.48,62.16,60.380001,61.790001,37516800,61.790001
2016-04-14,61.689999,62.91,61.610001,62.59,24249900,62.59
2016-04-15,62.880001,62.900002,61.450001,61.869999,19290700,61.869999
2016-04-18,61.639999,62.580002,61.529999,62.27,13813100,62.27
2016-04-19,62.549999,63.48,62.549999,63.32,19255600,63.32
2016-04-20,63.48,64.309998,63.150002,64.239998,14594400,64.239998
2016-04-21,64.260002,64.660004,63.34,63.599998,15395800,63.599998
2016-04-22,63.639999,64.379997,63.639999,63.970001,12444700,63.970001
2016-04-25,63.599998,63.950001,63.150002,63.599998,10687200,63.599998
2016-04-26,63.810001,64.07,63.330002,63.93,12029900,63.93
2016-04-27,63.860001,64.639999,63.599998,64.110001,14721200,64.110001
2016-04-28,63.639999,64.419998,63.349998,63.599998,12777300,63.599998
2016-04-29,63.09,63.610001,62.700001,63.200001,16297400,63.200001
2016-05-02,63.689999,64.0,63.139999,63.790001,10225200,63.790001
2016-05-03,62.900002,62.91,61.799999,62.560001,18988200,62.560001
2016-05-04,61.75,62.259998,61.27,61.57,16897600,61.57
2016-05-05,61.599998,62.0,61.060001,61.240002,14029500,61.240002
2016-05-06,60.700001,61.68,60.59,61.599998,11046300,61.599998
2016-05-09,61.369999,61.889999,61.049999,61.209999,11191600,61.209999
2016-05-10,61.549999,62.259998,61.349998,62.040001,11708900,62.040001
2016-05-11,61.970001,62.599998,61.810001,61.810001,11200300,61.810001
2016-05-12,62.27,62.560001,61.369999,61.77,10996100,61.77
2016-05-13,61.700001,62.400002,61.02,61.200001,14396600,61.200001
2016-05-16,61.209999,61.990002,61.0,61.66,10898500,61.66
2016-05-17,61.43,62.16,61.150002,61.66,12122500,61.66
2016-05-18,61.700001,64.169998,61.689999,64.040001,24007100,64.040001
2016-05-19,63.529999,64.220001,62.900002,63.389999,15875400,63.389999
2016-05-20,63.860001,64.190002,63.369999,63.509998,11689500,63.509998
2016-05-23,63.450001,63.869999,63.16,63.459999,9324900,63.459999
2016-05-24,63.939999,64.769997,63.810001,64.540001,13816000,64.540001
2016-05-25,64.940002,66.199997,64.919998,65.519997,18935200,65.519997
2016-05-26,65.57,65.580002,64.910004,65.029999,9243000,65.029999
2016-05-27,65.209999,65.459999,65.050003,65.43,10070000,65.43
2016-05-31,65.730003,65.82,64.959999,65.269997,14931900,65.269997
2016-06-01,64.760002,65.919998,64.260002,65.690002,13888900,65.690002
2016-06-02,65.519997,65.809998,65.160004,65.809998,10582800,65.809998
2016-06-03,64.25,64.860001,63.549999,64.639999,20225100,64.639999
