Date,Open_HAR,High_HAR,Low_HAR,Close_HAR,Volume_HAR,AdjClose_HAR
2015-11-20,101.260002,101.940002,100.650002,100.879997,815000,99.903181
2015-11-23,101.099998,102.849998,100.709999,101.879997,321000,100.893498
2015-11-24,100.68,104.150002,100.589996,103.57,385500,102.567136
2015-11-25,103.32,106.379997,103.019997,104.230003,383900,103.220749
2015-11-27,104.550003,104.690002,102.720001,102.879997,164500,101.883815
2015-11-30,102.709999,103.779999,102.019997,103.160004,433200,102.16111
2015-12-01,103.709999,104.480003,102.110001,103.82,392300,102.814715
2015-12-02,104.360001,105.660004,101.919998,102.230003,524100,101.240115
2015-12-03,102.440002,103.519997,100.0,100.599998,456100,99.625893
2015-12-04,100.949997,102.529999,99.720001,99.75,904500,98.784125
2015-12-07,99.18,100.040001,96.889999,97.980003,947900,97.031268
2015-12-08,95.169998,97.260002,94.32,96.870003,919700,95.932015
2015-12-09,96.400002,97.690002,93.809998,95.480003,846700,94.555475
2015-12-10,95.489998,96.589996,94.449997,95.089996,628900,94.169244
2015-12-11,93.309998,93.660004,91.160004,91.389999,836200,90.505074
2015-12-14,91.389999,92.120003,88.339996,90.019997,1003300,89.148337
2015-12-15,91.800003,94.260002,91.199997,91.959999,854400,91.069555
2015-12-16,93.220001,95.379997,91.75,95.080002,826100,94.159347
2015-12-17,95.160004,95.419998,90.900002,91.300003,750600,90.415949
2015-12-18,90.610001,91.349998,88.760002,88.839996,1247600,87.979763
2015-12-21,89.830002,90.339996,88.339996,89.32,670200,88.455118
2015-12-22,89.650002,89.699997,87.290001,88.830002,894300,87.969865
2015-12-23,89.220001,93.949997,89.089996,93.830002,673900,92.92145
2015-12-24,93.650002,94.269997,93.190002,93.529999,254200,92.624352
2015-12-28,93.339996,94.550003,91.900002,94.120003,682400,93.208643
2015-12-29,94.660004,95.389999,93.239998,95.18,501700,94.258377
2015-12-30,94.660004,95.559998,94.160004,94.769997,472600,93.852343
2015-12-31,94.610001,95.860001,94.07,94.209999,465700,93.297768
2016-01-04,92.75,93.129997,89.620003,93.110001,883600,92.208421
2016-01-05,97.43,98.370003,92.339996,96.0,1754500,95.070436
2016-01-06,94.190002,95.559998,91.860001,93.040001,1252200,92.139099
2016-01-07,91.080002,92.239998,87.209999,87.239998,1330700,86.395257
2016-01-08,88.110001,89.690002,85.220001,85.5,1134100,84.672107
2016-01-11,85.639999,86.529999,83.389999,85.919998,882500,85.088039
2016-01-12,87.099998,88.379997,84.800003,86.290001,713300,85.454459
2016-01-13,86.620003,87.019997,82.400002,82.849998,851700,82.047766
2016-01-14,82.970001,83.110001,77.699997,82.209999,1714500,81.413963
2016-01-15,79.550003,80.639999,76.879997,77.93,1326100,77.175408
2016-01-19,79.360001,79.360001,74.830002,75.690002,1242000,74.9571
2016-01-20,73.610001,76.169998,71.580002,75.43,1658300,74.699615
2016-01-21,76.190002,78.010002,74.459999,76.32,1144900,75.580997
2016-01-22,78.419998,79.699997,76.57,78.169998,991300,77.413082
2016-01-25,77.669998,80.199997,77.07,77.849998,1228600,77.096181
2016-01-26,78.32,81.470001,78.220001,80.629997,1579800,79.849261
2016-01-27,80.019997,81.620003,78.790001,79.730003,1960200,78.957981
2016-01-28,80.300003,82.110001,66.379997,69.010002,4577300,68.341782
2016-01-29,69.160004,74.959999,69.150002,74.389999,2667700,73.669684
2016-02-01,73.129997,73.739998,71.059998,73.529999,2378200,72.818011
2016-02-02,72.900002,73.730003,69.959999,70.25,1942000,69.569773
2016-02-03,71.220001,71.919998,67.599998,70.989998,1202500,70.302605
2016-02-04,70.199997,72.529999,69.0,72.080002,787200,71.735735
2016-02-05,71.669998,72.870003,70.529999,70.690002,904100,70.352374
2016-02-08,69.550003,69.550003,66.199997,67.459999,1073700,67.137798
2016-02-09,66.639999,69.870003,66.290001,67.639999,1001100,67.316939
2016-02-10,68.379997,70.93,68.239998,69.370003,946800,69.038679
2016-02-11,67.489998,69.25,66.720001,67.610001,801700,67.287083
2016-02-12,68.660004,70.599998,67.620003,70.220001,766200,69.884618
2016-02-16,71.559998,73.709999,70.93,73.059998,898800,72.71105
2016-02-17,74.010002,77.68,73.809998,76.709999,1058800,76.343618
2016-02-18,77.099998,77.25,74.010002,75.309998,795700,74.950303
2016-02-19,74.790001,75.309998,72.330002,73.199997,789300,72.850381
2016-02-22,75.0,76.470001,74.559998,75.669998,725700,75.308585
2016-02-23,75.419998,76.889999,74.050003,74.379997,474000,74.024745
2016-02-24,73.309998,74.330002,71.470001,74.010002,565600,73.656517
2016-02-25,74.540001,75.949997,74.120003,75.790001,532500,75.428014
2016-02-26,76.360001,78.559998,76.07,77.720001,870200,77.348797
2016-02-29,77.519997,78.639999,76.650002,76.68,756600,76.313763
2016-03-01,77.889999,79.449997,77.400002,79.389999,1044100,79.010818
2016-03-02,78.900002,80.169998,78.470001,79.529999,692400,79.150149
2016-03-03,79.489998,81.379997,79.489998,81.010002,822000,80.623084
2016-03-04,81.07,82.0,79.510002,80.790001,768900,80.404133
2016-03-07,80.25,81.709999,79.809998,80.889999,646000,80.503654
2016-03-08,80.269997,80.510002,77.330002,77.419998,874400,77.050226
2016-03-09,78.339996,78.339996,76.5,77.379997,935300,77.010416
2016-03-10,77.980003,78.449997,75.699997,76.75,697300,76.383428
2016-03-11,78.050003,81.730003,76.82,81.410004,977600,81.021175
2016-03-14,81.970001,83.870003,81.760002,83.370003,1135500,82.971813
2016-03-15,82.599998,83.410004,81.529999,82.760002,704600,82.364725
2016-03-16,82.620003,84.07,82.18,83.870003,741800,83.469425
2016-03-17,83.790001,88.639999,83.330002,87.839996,1111400,87.420457
2016-03-18,88.519997,89.510002,88.050003,88.809998,1097600,88.385825
2016-03-21,88.82,89.339996,88.230003,88.849998,640600,88.425635
2016-03-22,88.0,88.800003,86.919998,88.25,502600,87.828502
2016-03-23,87.470001,87.989998,85.040001,85.089996,671600,84.683591
2016-03-24,84.699997,85.669998,82.790001,85.660004,800400,85.250876
2016-03-28,85.760002,86.150002,84.279999,85.080002,495100,84.673644
2016-03-29,84.82,86.760002,83.949997,86.339996,629600,85.927621
2016-03-30,87.010002,88.239998,85.629997,87.010002,585500,86.594427
2016-03-31,87.900002,89.82,87.18,89.040001,995300,88.61473
2016-04-01,87.690002,87.690002,85.889999,86.75,1071600,86.335666
2016-04-04,86.589996,86.830002,84.400002,84.470001,862700,84.066557
2016-04-05,83.800003,84.129997,81.68,82.169998,1141300,81.777539
2016-04-06,82.199997,83.080002,80.830002,82.980003,765800,82.583676
2016-04-07,82.599998,83.330002,81.440002,81.879997,768700,81.488924
2016-04-08,82.940002,83.300003,81.029999,81.349998,684100,80.961456
2016-04-11,82.379997,83.260002,81.089996,81.199997,939500,80.812171
2016-04-12,81.900002,81.940002,79.400002,80.129997,1407700,79.747282
2016-04-13,80.489998,84.57,80.489998,83.919998,1939000,83.519181
2016-04-14,83.980003,85.209999,82.510002,84.93,1062900,84.524359
2016-04-15,84.709999,85.720001,84.099998,84.830002,791200,84.424838
2016-04-18,84.150002,86.260002,83.949997,85.389999,932100,84.982161
2016-04-19,85.809998,85.809998,83.419998,84.620003,1196100,84.215842
2016-04-20,84.669998,86.620003,84.480003,85.910004,1127900,85.499682
2016-04-21,85.959999,86.639999,85.010002,85.739998,830400,85.330488
2016-04-22,85.660004,88.529999,85.550003,88.269997,1118600,87.848403
2016-04-25,87.480003,88.07,85.970001,87.050003,862000,86.634237
2016-04-26,87.269997,88.879997,86.360001,88.07,918000,87.649362
2016-04-27,88.099998,89.220001,87.519997,88.900002,1040500,88.475399
2016-04-28,79.699997,82.0,76.110001,77.07,6537700,76.7019
2016-04-29,76.870003,77.199997,74.029999,76.760002,3089900,76.393383
2016-05-02,77.0,77.790001,76.489998,76.599998,1680800,76.234143
2016-05-03,75.519997,75.839996,74.209999,75.25,1380600,74.890592
2016-05-04,74.669998,75.199997,72.470001,73.279999,1865200,72.93
2016-05-05,74.050003,74.540001,72.470001,72.769997,1135500,72.769997
2016-05-06,72.169998,73.43,72.0,73.139999,890300,73.139999
2016-05-09,73.209999,74.419998,73.099998,73.300003,757200,73.300003
2016-05-10,73.550003,75.18,73.449997,75.089996,1271200,75.089996
2016-05-11,74.519997,75.57,73.709999,73.849998,1034300,73.849998
2016-05-12,74.059998,74.809998,72.910004,73.470001,587200,73.470001
2016-05-13,73.410004,74.330002,72.910004,72.949997,1207300,72.949997
2016-05-16,73.269997,74.470001,73.269997,74.169998,494200,74.169998
2016-05-17,73.68,74.809998,72.93,73.650002,690700,73.650002
2016-05-18,73.410004,74.260002,72.160004,72.839996,775200,72.839996
2016-05-19,72.309998,73.029999,70.790001,71.699997,653300,71.699997
2016-05-20,72.209999,75.32,72.169998,75.150002,1291100,75.150002
2016-05-23,74.800003,75.410004,73.690002,73.769997,514000,73.769997
2016-05-24,74.480003,76.550003,73.839996,76.25,866800,76.25
2016-05-25,76.360001,77.860001,76.339996,77.110001,649900,77.110001
2016-05-26,77.190002,77.589996,76.5,76.93,654200,76.93
2016-05-27,76.93,78.150002,76.809998,77.790001,692100,77.790001
2016-05-31,78.239998,78.980003,77.43,78.239998,858000,78.239998
2016-06-01,77.510002,78.599998,76.739998,78.459999,930700,78.459999
2016-06-02,78.25,80.190002,78.25,80.080002,639900,80.080002
2016-06-03,79.75,79.75,78.220001,78.879997,515900,78.879997
