Date,Open_FRT,High_FRT,Low_FRT,Close_FRT,Volume_FRT,AdjClose_FRT
2015-07-16,134.889999,137.0,134.889999,136.550003,235100,133.923812
2015-07-17,136.699997,136.800003,135.220001,135.899994,313400,133.286304
2015-07-20,135.639999,136.389999,134.470001,136.309998,248900,133.688422
2015-07-21,136.350006,137.0,135.089996,135.229996,277000,132.629191
2015-07-22,135.630005,136.220001,135.279999,135.550003,285000,132.943044
2015-07-23,135.589996,135.899994,133.220001,133.839996,334000,131.265925
2015-07-24,133.759995,135.210007,133.220001,134.470001,272800,131.883813
2015-07-27,134.880005,135.759995,133.309998,134.029999,368300,131.452273
2015-07-28,134.139999,135.399994,133.589996,134.990005,235200,132.393817
2015-07-29,134.949997,136.559998,134.0,136.410004,259000,133.786505
2015-07-30,135.589996,136.679993,135.479996,136.559998,277000,133.933614
2015-07-31,137.649994,138.860001,136.699997,136.789993,512700,134.159186
2015-08-03,136.820007,139.080002,136.720001,139.050003,315200,136.375731
2015-08-04,139.330002,139.399994,137.160004,137.410004,208900,134.767272
2015-08-05,137.729996,138.990005,135.919998,136.179993,409900,133.560918
2015-08-06,136.990005,138.360001,134.130005,135.759995,495400,133.148997
2015-08-07,135.669998,136.860001,134.539993,136.610001,298400,133.982655
2015-08-10,137.160004,137.919998,134.380005,134.800003,397600,132.207468
2015-08-11,134.800003,136.240005,134.460007,135.330002,522700,132.727274
2015-08-12,135.059998,136.210007,134.360001,136.029999,404000,133.413808
2015-08-13,135.720001,137.190002,133.820007,136.559998,208700,133.933614
2015-08-14,136.080002,137.050003,134.559998,137.0,217800,134.365154
2015-08-17,137.029999,138.210007,136.0,138.160004,312800,135.502848
2015-08-18,137.990005,138.509995,137.240005,137.910004,313800,135.257656
2015-08-19,137.0,137.940002,136.520004,136.720001,323800,134.09054
2015-08-20,136.690002,137.309998,135.240005,135.809998,359900,133.198038
2015-08-21,134.850006,136.070007,133.919998,134.0,429800,131.422851
2015-08-24,130.110001,131.869995,127.379997,127.580002,477500,125.126326
2015-08-25,130.309998,130.360001,124.870003,124.959999,588900,122.556712
2015-08-26,127.230003,130.949997,126.019997,130.389999,725400,127.88228
2015-08-27,131.419998,134.699997,130.850006,133.210007,639400,130.648052
2015-08-28,132.979996,133.330002,131.75,132.699997,378000,130.147851
2015-08-31,132.490005,132.619995,128.910004,129.080002,517000,126.597477
2015-09-01,127.120003,128.809998,125.57,126.470001,340200,124.037673
2015-09-02,127.389999,128.619995,126.510002,127.660004,277300,125.204789
2015-09-03,128.630005,129.449997,127.900002,128.309998,290500,125.842282
2015-09-04,127.519997,127.830002,125.089996,126.269997,342800,123.841515
2015-09-08,127.839996,128.490005,126.75,128.149994,234200,125.685355
2015-09-09,129.300003,129.789993,126.019997,126.269997,248800,123.841515
2015-09-10,125.43,128.190002,125.43,126.730003,365300,124.292675
2015-09-11,126.589996,129.529999,126.559998,129.360001,294800,126.872091
2015-09-14,129.729996,129.929993,128.889999,129.570007,316600,127.078058
2015-09-15,130.0,131.880005,128.940002,131.800003,520100,129.265166
2015-09-16,131.630005,134.179993,131.5,133.869995,479000,131.295347
2015-09-17,133.589996,136.919998,132.800003,134.619995,362200,132.030923
2015-09-18,132.429993,136.220001,132.429993,134.75,615600,133.08773
2015-09-21,134.75,137.029999,134.5,136.080002,347800,134.401325
2015-09-22,134.850006,135.919998,133.539993,133.770004,410200,132.119823
2015-09-23,133.839996,135.25,133.160004,134.330002,338200,132.672913
2015-09-24,134.289993,135.860001,132.389999,133.610001,574900,131.961794
2015-09-25,134.119995,135.589996,133.229996,134.759995,418500,133.097601
2015-09-28,134.289993,134.690002,132.899994,133.509995,635900,131.863021
2015-09-29,133.75,135.289993,132.699997,135.190002,662400,133.522305
2015-09-30,136.0,136.770004,135.149994,136.449997,652100,134.766756
2015-10-01,136.789993,137.210007,133.979996,135.600006,684700,133.92725
2015-10-02,134.809998,137.520004,134.320007,137.520004,468400,135.823564
2015-10-05,138.520004,139.710007,137.919998,139.610001,353900,137.887778
2015-10-06,139.550003,140.009995,138.270004,138.610001,418300,136.900114
2015-10-07,138.770004,141.410004,138.529999,141.259995,473300,139.517417
2015-10-08,141.490005,143.419998,140.369995,142.809998,458400,141.0483
2015-10-09,142.449997,143.639999,141.100006,142.029999,370100,140.277923
2015-10-12,141.139999,142.940002,140.160004,142.050003,361200,140.29768
2015-10-13,141.679993,142.199997,140.830002,141.410004,596200,139.665576
2015-10-14,141.600006,141.800003,139.229996,139.539993,361900,137.818634
2015-10-15,139.699997,142.100006,139.350006,141.550003,364500,139.803848
2015-10-16,141.559998,143.770004,141.550003,143.509995,417700,141.739662
2015-10-19,142.970001,145.300003,142.970001,145.270004,311100,143.47796
2015-10-20,144.699997,145.419998,144.050003,144.860001,331900,143.073014
2015-10-21,145.529999,145.580002,142.110001,143.509995,783600,141.739662
2015-10-22,143.529999,144.770004,143.100006,144.350006,468700,142.569311
2015-10-23,143.779999,144.100006,142.039993,143.0,413100,141.235958
2015-10-26,143.070007,143.619995,142.110001,143.229996,378300,141.463117
2015-10-27,142.779999,143.850006,142.190002,143.100006,450700,141.334731
2015-10-28,143.410004,144.270004,141.229996,144.009995,499800,142.233494
2015-10-29,143.119995,143.960007,142.389999,143.580002,221800,141.808805
2015-10-30,143.860001,144.399994,142.759995,143.490005,792300,141.719919
2015-11-02,143.470001,147.399994,142.850006,147.399994,528500,145.581674
2015-11-03,146.779999,146.779999,145.119995,145.509995,354900,143.71499
2015-11-04,145.720001,146.119995,144.600006,145.220001,280200,143.428574
2015-11-05,140.889999,148.970001,140.889999,148.320007,647700,146.490338
2015-11-06,147.059998,147.979996,143.490005,144.130005,790000,142.352023
2015-11-09,143.710007,144.889999,141.050003,142.800003,416200,141.038428
2015-11-10,142.929993,144.649994,142.929993,144.289993,258200,142.510038
2015-11-11,144.479996,145.789993,143.649994,145.210007,307700,143.418702
2015-11-12,144.899994,145.779999,143.139999,143.149994,272800,141.384102
2015-11-13,143.630005,144.080002,141.5,141.929993,314700,140.179151
2015-11-16,141.660004,143.630005,141.160004,143.509995,227300,141.739662
2015-11-17,143.149994,145.960007,143.149994,144.660004,200800,142.875484
2015-11-18,144.860001,146.449997,143.610001,146.369995,247900,144.564381
2015-11-19,146.300003,147.619995,145.899994,146.639999,226300,144.831055
2015-11-20,147.089996,148.300003,146.600006,147.240005,336400,145.423659
2015-11-23,147.020004,148.279999,146.729996,147.110001,136300,145.295258
2015-11-24,146.110001,146.479996,144.339996,145.809998,265700,144.011292
2015-11-25,145.979996,146.720001,144.889999,146.020004,278600,144.218708
2015-11-27,145.740005,148.100006,145.740005,147.899994,148200,146.075506
2015-11-30,148.399994,148.639999,145.889999,146.520004,340500,144.71254
2015-12-01,147.259995,147.809998,146.850006,147.660004,268900,145.838476
2015-12-02,146.850006,147.470001,143.759995,144.009995,288700,142.233494
2015-12-03,143.949997,144.190002,141.339996,141.589996,239900,139.843348
2015-12-04,142.240005,145.259995,142.070007,144.729996,216000,142.944613
2015-12-07,144.440002,145.559998,143.229996,144.289993,209200,142.510038
2015-12-08,144.440002,145.160004,143.509995,144.690002,187600,142.905113
2015-12-09,143.940002,145.419998,143.169998,144.229996,253400,142.450781
2015-12-10,144.240005,145.009995,141.679993,141.679993,287700,139.932235
2015-12-11,140.289993,142.5,140.110001,142.270004,344700,140.514968
2015-12-14,142.080002,144.220001,141.100006,144.179993,400400,142.401395
2015-12-15,144.679993,146.639999,144.679993,146.0,415400,144.19895
2015-12-16,146.589996,149.100006,146.089996,148.649994,247300,146.816254
2015-12-17,148.729996,149.300003,147.399994,148.460007,302200,146.628611
2015-12-18,148.389999,148.789993,146.970001,147.240005,904200,145.423659
2015-12-21,149.139999,149.479996,146.970001,147.860001,393800,146.036006
2015-12-22,148.240005,149.339996,147.669998,147.75,253700,145.927362
2015-12-23,148.089996,148.350006,146.660004,147.669998,393300,145.848348
2015-12-24,147.509995,148.309998,146.919998,147.75,116400,145.927362
2015-12-28,147.660004,149.669998,147.089996,149.639999,221500,147.794047
2015-12-29,150.0,150.539993,149.25,149.960007,210300,148.110107
2015-12-30,149.029999,149.539993,148.020004,148.130005,265200,147.225538
2015-12-31,148.039993,148.779999,146.050003,146.100006,366700,145.207934
2016-01-04,145.169998,145.600006,143.460007,144.860001,443500,143.9755
2016-01-05,144.860001,147.039993,144.160004,146.539993,492500,145.645235
2016-01-06,146.25,147.550003,146.0,147.440002,273800,146.539749
2016-01-07,145.289993,146.550003,144.949997,145.029999,316600,144.14446
2016-01-08,145.720001,146.380005,144.600006,145.270004,502600,144.383
2016-01-11,145.839996,147.100006,145.289993,146.240005,334800,145.347079
2016-01-12,147.380005,147.380005,145.259995,146.410004,399300,145.516039
2016-01-13,146.649994,148.270004,145.740005,146.809998,573600,145.91359
2016-01-14,147.130005,148.490005,146.529999,147.050003,377800,146.15213
2016-01-15,146.320007,147.479996,144.419998,146.740005,422500,145.844026
2016-01-19,147.25,149.300003,147.119995,148.339996,500600,147.434247
2016-01-20,147.220001,147.830002,141.809998,145.509995,459200,144.621525
2016-01-21,146.25,148.139999,144.970001,145.720001,478000,144.830249
2016-01-22,147.479996,151.240005,146.75,150.289993,365300,149.372338
2016-01-25,149.279999,150.529999,147.089996,148.860001,908100,147.951076
2016-01-26,148.889999,150.490005,148.559998,150.149994,893600,149.233193
2016-01-27,150.050003,150.050003,147.080002,148.089996,609400,147.185774
2016-01-28,148.190002,149.419998,146.5,147.830002,642100,146.927367
2016-01-29,148.899994,151.990005,148.020004,150.830002,14539200,149.909049
2016-02-01,151.0,153.320007,150.259995,151.979996,953500,151.052021
2016-02-02,152.089996,152.929993,149.029999,150.410004,715700,149.491615
2016-02-03,150.970001,152.889999,149.990005,152.339996,620800,151.409824
2016-02-04,151.529999,152.839996,150.139999,151.490005,497200,150.565023
2016-02-05,150.679993,151.369995,149.850006,150.710007,623400,149.789787
2016-02-08,149.080002,149.630005,145.009995,147.240005,488300,146.340973
2016-02-09,146.119995,148.440002,145.059998,146.770004,678100,145.873841
2016-02-10,146.0,148.699997,143.710007,146.699997,693900,145.804261
2016-02-11,144.830002,146.210007,144.470001,144.820007,513900,143.935751
2016-02-12,147.089996,148.039993,143.660004,144.889999,666700,144.005316
2016-02-16,146.199997,148.970001,144.910004,148.910004,582900,148.000774
2016-02-17,149.440002,150.539993,147.720001,148.190002,600200,147.285169
2016-02-18,148.339996,151.0,146.429993,148.029999,559800,147.126142
2016-02-19,147.300003,148.149994,146.360001,146.899994,1520600,146.003037
2016-02-22,148.100006,149.440002,147.360001,147.619995,397800,146.718642
2016-02-23,147.479996,149.889999,147.149994,147.410004,388700,146.509933
2016-02-24,146.399994,148.039993,146.039993,146.690002,405600,145.794328
2016-02-25,147.720001,150.649994,147.720001,150.429993,919600,149.511482
2016-02-26,150.610001,150.610001,148.380005,148.440002,410400,147.533643
2016-02-29,148.669998,150.149994,148.020004,148.059998,449900,147.155958
2016-03-01,149.190002,151.369995,149.0,151.309998,309400,150.386114
2016-03-02,148.899994,150.460007,148.839996,150.300003,637800,149.382286
2016-03-03,150.539993,151.490005,149.100006,150.210007,558100,149.292839
2016-03-04,150.080002,150.610001,148.600006,149.649994,568400,148.736246
2016-03-07,149.25,149.850006,148.509995,149.220001,426800,148.308879
2016-03-08,149.380005,150.240005,148.660004,149.710007,439400,148.795892
2016-03-09,150.279999,151.009995,149.139999,149.660004,314800,148.746195
2016-03-10,150.320007,151.440002,148.910004,150.380005,276700,149.4618
2016-03-11,151.820007,152.330002,151.289993,152.289993,290400,151.360126
2016-03-14,152.009995,154.979996,151.539993,152.979996,364700,152.045915
2016-03-15,152.050003,154.509995,152.050003,153.949997,313800,153.009994
2016-03-16,152.770004,155.559998,151.630005,154.839996,421900,154.839996
2016-03-17,155.300003,159.789993,154.899994,158.960007,639200,158.960007
2016-03-18,159.149994,159.149994,155.470001,155.589996,788400,155.589996
2016-03-21,155.389999,156.539993,154.009995,154.080002,381700,154.080002
2016-03-22,154.080002,154.289993,153.0,153.720001,398800,153.720001
2016-03-23,153.710007,154.039993,152.029999,152.130005,499600,152.130005
2016-03-24,151.929993,152.570007,151.229996,152.419998,505200,152.419998
2016-03-28,152.740005,153.5,151.699997,152.979996,446800,152.979996
2016-03-29,153.460007,156.470001,152.809998,156.199997,480300,156.199997
2016-03-30,156.529999,157.0,155.410004,155.940002,272000,155.940002
2016-03-31,155.889999,156.25,154.899994,156.050003,417300,156.050003
2016-04-01,155.389999,157.559998,154.990005,157.089996,390400,157.089996
2016-04-04,157.110001,158.089996,156.220001,156.869995,338600,156.869995
2016-04-05,156.330002,156.979996,155.610001,155.740005,267300,155.740005
2016-04-06,155.429993,157.289993,154.800003,157.149994,487600,157.149994
2016-04-07,156.649994,157.199997,155.139999,155.860001,341200,155.860001
2016-04-08,156.160004,157.330002,155.570007,156.110001,346300,156.110001
2016-04-11,156.240005,156.679993,155.509995,155.910004,251300,155.910004
2016-04-12,156.279999,157.139999,154.779999,155.889999,272600,155.889999
2016-04-13,156.399994,156.589996,153.729996,154.699997,370800,154.699997
2016-04-14,154.440002,155.330002,154.009995,154.25,205300,154.25
2016-04-15,154.009995,155.779999,153.970001,155.479996,329200,155.479996
2016-04-18,155.210007,155.740005,154.259995,155.740005,209400,155.740005
2016-04-19,156.089996,156.100006,155.199997,155.389999,337100,155.389999
2016-04-20,155.259995,155.919998,153.160004,153.279999,197300,153.279999
2016-04-21,152.830002,153.039993,149.25,149.75,389800,149.75
2016-04-22,150.460007,151.470001,149.339996,150.820007,314100,150.820007
2016-04-25,150.100006,152.589996,150.100006,152.380005,264800,152.380005
2016-04-26,153.020004,154.229996,152.009995,153.460007,259300,153.460007
2016-04-27,154.050003,155.050003,152.929993,154.559998,363200,154.559998
2016-04-28,153.279999,154.720001,153.029999,153.539993,221000,153.539993
2016-04-29,152.649994,153.210007,150.839996,152.080002,462100,152.080002
2016-05-02,152.720001,154.660004,152.429993,154.320007,217100,154.320007
2016-05-03,153.669998,155.039993,153.520004,154.690002,336500,154.690002
2016-05-04,154.509995,157.229996,153.600006,156.800003,379600,156.800003
2016-05-05,156.160004,157.990005,154.279999,157.059998,346900,157.059998
2016-05-06,155.600006,157.570007,154.789993,157.559998,428600,157.559998
2016-05-09,157.830002,159.649994,157.419998,159.460007,523200,159.460007
2016-05-10,160.410004,160.470001,158.479996,158.979996,266100,158.979996
2016-05-11,158.880005,158.880005,154.490005,155.570007,389900,155.570007
2016-05-12,155.580002,157.160004,154.100006,156.559998,313300,156.559998
2016-05-13,156.220001,156.220001,153.509995,155.25,381500,155.25
2016-05-16,155.550003,157.009995,155.0,156.800003,278700,156.800003
2016-05-17,156.380005,156.960007,152.389999,153.009995,347200,153.009995
2016-05-18,152.600006,152.910004,149.679993,151.039993,390100,151.039993
2016-05-19,150.100006,151.220001,148.399994,150.630005,326300,150.630005
2016-05-20,151.710007,152.669998,150.690002,152.610001,367600,152.610001
2016-05-23,152.710007,153.600006,151.449997,151.580002,275200,151.580002
2016-05-24,152.570007,154.089996,152.570007,153.25,433300,153.25
2016-05-25,153.320007,153.360001,151.440002,152.389999,343300,152.389999
2016-05-26,152.380005,153.649994,151.809998,153.300003,194700,153.300003
2016-05-27,153.710007,154.610001,153.259995,153.600006,184700,153.600006
2016-05-31,153.949997,153.949997,152.259995,153.190002,279500,153.190002
2016-06-01,153.25,154.220001,152.539993,153.860001,362500,153.860001
2016-06-02,153.419998,154.789993,152.990005,154.789993,259700,154.789993
2016-06-03,155.660004,156.820007,154.850006,155.699997,279500,155.699997
