Date,Open_DVA,High_DVA,Low_DVA,Close_DVA,Volume_DVA,AdjClose_DVA
2016-02-09,61.830002,62.830002,61.75,62.25,1166700,62.25
2016-02-10,62.75,64.190002,62.73,63.66,1275000,63.66
2016-02-11,62.5,63.43,62.439999,62.57,1837400,62.57
2016-02-12,61.619999,64.209999,61.360001,62.560001,2347400,62.560001
2016-02-16,62.740002,62.740002,61.919998,62.639999,2013600,62.639999
2016-02-17,62.860001,64.139999,62.66,64.089996,1295600,64.089996
2016-02-18,64.449997,64.980003,63.93,64.5,1011800,64.5
2016-02-19,64.440002,64.470001,63.549999,63.799999,1585600,63.799999
2016-02-22,64.230003,64.910004,64.0,64.849998,769800,64.849998
2016-02-23,64.589996,64.900002,64.150002,64.279999,1060600,64.279999
2016-02-24,63.700001,64.190002,62.959999,64.139999,838700,64.139999
2016-02-25,64.459999,65.349998,64.150002,65.330002,896100,65.330002
2016-02-26,65.669998,66.889999,65.269997,66.459999,1321600,66.459999
2016-02-29,66.290001,66.800003,65.889999,65.970001,1661700,65.970001
2016-03-01,66.550003,68.209999,66.300003,68.209999,1400500,68.209999
2016-03-02,67.830002,68.459999,67.099998,68.18,1048600,68.18
2016-03-03,68.099998,70.290001,68.099998,70.080002,1836000,70.080002
2016-03-04,70.18,70.889999,69.559998,70.510002,1572300,70.510002
2016-03-07,70.169998,71.279999,69.949997,70.93,926000,70.93
2016-03-08,70.650002,71.080002,69.620003,69.75,1303800,69.75
2016-03-09,70.209999,70.269997,69.610001,70.169998,1010000,70.169998
2016-03-10,70.459999,71.080002,69.300003,69.839996,638700,69.839996
2016-03-11,70.519997,71.160004,70.169998,71.050003,785200,71.050003
2016-03-14,70.959999,71.900002,70.610001,70.919998,1032600,70.919998
2016-03-15,70.400002,70.75,69.480003,69.82,1401900,69.82
2016-03-16,69.589996,70.529999,69.269997,70.160004,1067100,70.160004
2016-03-17,70.169998,71.07,69.480003,70.949997,1373500,70.949997
2016-03-18,71.239998,73.160004,71.059998,72.739998,1594700,72.739998
2016-03-21,72.400002,72.730003,71.779999,72.290001,685100,72.290001
2016-03-22,72.080002,72.949997,71.839996,72.690002,802800,72.690002
2016-03-23,72.68,73.0,71.790001,72.32,616700,72.32
2016-03-24,71.620003,72.010002,71.059998,71.550003,673900,71.550003
2016-03-28,71.550003,71.940002,71.139999,71.5,418800,71.5
2016-03-29,71.529999,72.779999,71.120003,72.709999,636400,72.709999
2016-03-30,73.029999,73.32,72.470001,73.029999,529200,73.029999
2016-03-31,72.879997,74.18,72.879997,73.379997,1122100,73.379997
2016-04-01,73.050003,74.080002,72.540001,73.970001,822900,73.970001
2016-04-04,74.18,74.459999,73.199997,73.470001,1063000,73.470001
2016-04-05,73.029999,73.419998,72.309998,73.029999,1471000,73.029999
2016-04-06,73.129997,74.690002,73.120003,74.529999,851500,74.529999
2016-04-07,74.300003,74.940002,73.68,73.949997,752100,73.949997
2016-04-08,74.400002,74.900002,73.849998,74.099998,814800,74.099998
2016-04-11,74.18,74.339996,73.230003,73.419998,807700,73.419998
2016-04-12,73.449997,74.0,73.32,73.779999,681900,73.779999
2016-04-13,74.029999,74.269997,73.769997,74.190002,626100,74.190002
2016-04-14,74.370003,74.559998,73.980003,74.199997,737100,74.199997
2016-04-15,74.169998,74.480003,73.470001,74.209999,625800,74.209999
2016-04-18,74.029999,74.550003,73.830002,74.480003,737200,74.480003
2016-04-19,74.809998,75.18,74.480003,74.940002,680600,74.940002
2016-04-20,75.129997,75.160004,74.480003,74.839996,725800,74.839996
2016-04-21,74.769997,75.089996,74.110001,74.449997,966600,74.449997
2016-04-22,74.550003,75.169998,74.480003,74.900002,752600,74.900002
2016-04-25,74.550003,75.239998,74.199997,74.709999,743300,74.709999
2016-04-26,75.0,75.169998,74.629997,74.910004,862300,74.910004
2016-04-27,75.139999,75.309998,74.220001,75.120003,720500,75.120003
2016-04-28,74.669998,75.379997,74.610001,74.779999,561000,74.779999
2016-04-29,74.440002,74.879997,73.360001,73.900002,1116100,73.900002
2016-05-02,74.339996,74.529999,73.029999,73.639999,1550500,73.639999
2016-05-03,73.059998,74.010002,72.970001,73.709999,1012700,73.709999
2016-05-04,73.550003,73.93,73.150002,73.239998,1542000,73.239998
2016-05-05,74.190002,76.93,74.190002,75.830002,2786400,75.830002
2016-05-06,75.699997,75.919998,75.019997,75.699997,1277700,75.699997
2016-05-09,75.620003,76.279999,75.440002,76.040001,1064800,76.040001
2016-05-10,76.190002,76.629997,75.839996,76.489998,1057100,76.489998
2016-05-11,76.589996,77.160004,76.300003,76.32,738200,76.32
2016-05-12,76.5,76.660004,74.809998,75.589996,876800,75.589996
2016-05-13,75.580002,76.080002,75.139999,75.419998,604000,75.419998
2016-05-16,75.400002,77.129997,75.160004,77.07,1253400,77.07
2016-05-17,76.93,77.800003,76.5,76.760002,1303800,76.760002
2016-05-18,76.830002,77.150002,76.089996,76.849998,2395400,76.849998
2016-05-19,76.720001,78.0,76.449997,77.339996,879300,77.339996
2016-05-20,77.610001,77.989998,76.779999,77.370003,1434100,77.370003
2016-05-23,77.239998,77.519997,76.580002,76.779999,855900,76.779999
2016-05-24,77.010002,77.5,76.709999,77.349998,830100,77.349998
2016-05-25,77.419998,77.980003,76.870003,77.150002,1126200,77.150002
2016-05-26,77.050003,77.330002,76.75,76.949997,883200,76.949997
2016-05-27,77.150002,77.459999,76.889999,77.050003,626800,77.050003
2016-05-31,76.970001,77.419998,76.860001,77.32,951900,77.32
2016-06-01,77.110001,77.699997,76.650002,77.529999,733600,77.529999
2016-06-02,77.529999,77.93,77.18,77.93,758600,77.93
2016-06-03,77.730003,77.730003,77.080002,77.150002,804200,77.150002
