Date,Open_D,High_D,Low_D,Close_D,Volume_D,AdjClose_D
2015-10-06,70.169998,70.32,69.449997,69.779999,2389900,67.769914
2015-10-07,69.870003,70.019997,69.43,69.779999,1744700,67.769914
2015-10-08,69.57,70.839996,69.440002,70.709999,1935100,68.673125
2015-10-09,70.800003,71.150002,70.459999,71.019997,2543800,68.974192
2015-10-12,71.040001,72.080002,71.0,72.0,1839900,69.925966
2015-10-13,71.739998,72.089996,71.440002,71.900002,1676100,69.828848
2015-10-14,71.919998,72.349998,71.709999,72.089996,1851800,70.01337
2015-10-15,72.419998,72.949997,71.75,72.800003,2241500,70.702924
2015-10-16,73.139999,73.459999,72.800003,73.139999,2018900,71.033126
2015-10-19,73.059998,73.400002,72.43,73.370003,1898600,71.256504
2015-10-20,73.139999,73.779999,73.059998,73.690002,2308800,71.567286
2015-10-21,73.919998,74.349998,73.519997,73.919998,2358200,71.790656
2015-10-22,74.029999,74.879997,73.769997,74.489998,2089900,72.344237
2015-10-23,74.330002,74.470001,73.010002,73.080002,2154700,70.974857
2015-10-26,73.269997,73.400002,72.230003,72.839996,2048400,70.741765
2015-10-27,72.690002,73.169998,72.169998,72.360001,2262900,70.275596
2015-10-28,72.470001,72.739998,70.739998,71.519997,2160600,69.459789
2015-10-29,71.239998,71.330002,70.0,70.879997,2861100,68.838226
2015-10-30,71.07,71.68,70.690002,71.43,2937600,69.372386
2015-11-02,71.059998,71.790001,70.010002,70.730003,3052600,68.692553
2015-11-03,70.690002,71.410004,70.309998,70.709999,2710500,68.673125
2015-11-04,70.650002,71.279999,70.410004,70.57,2375300,68.537158
2015-11-05,70.379997,70.919998,70.18,70.239998,1595400,68.216662
2015-11-06,69.470001,69.660004,67.580002,67.849998,2883200,65.895509
2015-11-09,67.550003,68.190002,67.269997,67.730003,2458900,65.778971
2015-11-10,67.800003,68.32,67.629997,67.800003,2067000,65.846954
2015-11-11,67.879997,68.410004,67.790001,68.309998,1529400,66.342258
2015-11-12,68.040001,68.669998,67.599998,67.910004,2380600,65.953786
2015-11-13,67.949997,68.589996,67.910004,68.199997,2739100,66.235426
2015-11-16,68.059998,69.290001,68.019997,69.260002,2454700,67.264896
2015-11-17,69.209999,69.980003,68.129997,68.300003,2017800,66.332551
2015-11-18,68.260002,68.580002,67.459999,68.480003,2119200,66.507366
2015-11-19,68.699997,69.230003,68.480003,68.82,1743600,66.837569
2015-11-20,69.059998,69.620003,68.660004,69.0,2918200,67.012384
2015-11-23,68.309998,68.599998,67.5,67.580002,2079100,66.255516
2015-11-24,67.379997,67.620003,66.849998,67.480003,1997900,66.157477
2015-11-25,67.410004,67.589996,67.010002,67.220001,1364600,65.902571
2015-11-27,67.209999,67.779999,67.169998,67.370003,824800,66.049633
2015-11-30,67.400002,67.830002,67.290001,67.370003,2550000,66.049633
2015-12-01,67.870003,68.040001,66.760002,67.410004,2284800,66.08885
2015-12-02,67.279999,67.360001,66.050003,66.139999,2609200,64.843736
2015-12-03,65.959999,66.029999,65.040001,65.169998,2918600,63.892746
2015-12-04,65.540001,66.690002,65.440002,66.599998,2827400,65.29472
2015-12-07,66.360001,66.599998,66.010002,66.139999,2880900,64.843736
2015-12-08,66.0,66.18,65.160004,65.910004,2956900,64.618248
2015-12-09,65.650002,66.720001,65.400002,66.190002,2855200,64.892759
2015-12-10,66.129997,66.239998,65.139999,65.199997,1961000,63.922156
2015-12-11,64.919998,65.440002,64.540001,64.889999,2105200,63.618234
2015-12-14,64.809998,65.440002,64.550003,65.400002,2633100,64.118241
2015-12-15,65.599998,66.690002,65.419998,66.150002,2279300,64.853542
2015-12-16,66.5,67.629997,66.309998,67.57,3215300,66.24571
2015-12-17,67.5,67.959999,67.099998,67.540001,2785500,66.216299
2015-12-18,67.220001,67.449997,66.529999,66.900002,4921400,65.588843
2015-12-21,67.379997,67.440002,66.18,66.559998,2448800,65.255503
2015-12-22,66.870003,67.230003,66.160004,67.139999,1935800,65.824137
2015-12-23,67.199997,68.139999,67.199997,68.080002,2334700,66.745717
2015-12-24,67.959999,68.040001,67.650002,67.769997,738400,66.441787
2015-12-28,67.660004,68.0,67.419998,67.860001,1807900,66.530027
2015-12-29,68.010002,68.870003,67.949997,68.639999,1960500,67.294739
2015-12-30,68.540001,68.919998,68.349998,68.68,1634900,67.333956
2015-12-31,68.559998,68.599998,67.019997,67.639999,2119200,66.314338
2016-01-04,66.970001,67.510002,66.330002,67.470001,3896700,66.147671
2016-01-05,67.290001,68.120003,66.25,68.050003,2476000,66.716306
2016-01-06,67.57,68.870003,67.330002,68.470001,2670700,67.128073
2016-01-07,67.669998,68.709999,67.599998,68.510002,4011800,67.16729
2016-01-08,68.480003,69.900002,68.379997,69.519997,5391500,68.157489
2016-01-11,69.589996,69.93,69.309998,69.410004,3989700,68.049652
2016-01-12,69.639999,69.879997,68.510002,68.900002,4318300,67.549645
2016-01-13,69.040001,69.489998,68.860001,69.019997,3646500,67.667289
2016-01-14,68.970001,69.970001,68.849998,69.669998,3265900,68.304551
2016-01-15,69.0,69.440002,68.18,68.879997,3964200,67.530033
2016-01-19,69.230003,70.059998,68.690002,69.900002,3037000,68.530047
2016-01-20,69.449997,69.75,67.940002,68.730003,3773800,67.382979
2016-01-21,69.050003,69.050003,67.970001,68.489998,2268700,67.147677
2016-01-22,69.139999,69.830002,68.519997,69.760002,2118000,68.392791
2016-01-25,69.790001,70.139999,69.269997,69.559998,2287300,68.196706
2016-01-26,69.580002,70.559998,69.440002,69.720001,2075500,68.353574
2016-01-27,69.610001,70.120003,69.169998,69.709999,2320200,68.343768
2016-01-28,69.699997,71.510002,69.43,70.940002,3579600,69.549665
2016-01-29,71.480003,72.199997,71.029999,72.169998,3498500,70.755554
2016-02-01,70.269997,71.419998,69.940002,70.18,10798600,68.804558
2016-02-02,69.239998,70.110001,68.620003,69.889999,6008700,68.520241
2016-02-03,70.050003,70.419998,69.279999,69.93,5527100,68.559457
2016-02-04,70.07,71.160004,69.620003,70.43,4016100,69.049658
2016-02-05,70.339996,71.43,69.690002,71.059998,3758900,69.667308
2016-02-08,70.129997,70.889999,69.080002,69.489998,5684700,68.128079
2016-02-09,69.489998,70.870003,69.160004,70.43,4020500,69.049658
2016-02-10,70.18,70.739998,69.050003,70.290001,3266600,68.912403
2016-02-11,69.949997,70.489998,69.110001,69.209999,2868700,67.853567
2016-02-12,69.339996,69.639999,68.449997,68.940002,2942500,67.588862
2016-02-16,69.489998,69.559998,68.559998,69.150002,2385500,67.794746
2016-02-17,69.459999,69.830002,68.800003,69.769997,2584000,68.40259
2016-02-18,69.309998,70.209999,69.190002,69.75,6190800,68.382985
2016-02-19,69.550003,69.769997,69.0,69.459999,4156600,68.098668
2016-02-22,69.779999,70.779999,69.620003,70.739998,2529900,69.35358
2016-02-23,70.389999,71.190002,70.269997,70.879997,2559200,69.490836
2016-02-24,70.919998,71.300003,70.330002,71.220001,3482700,69.824176
2016-02-25,71.339996,71.870003,71.160004,71.830002,2114900,70.422221
2016-02-26,71.599998,71.75,69.910004,70.019997,2800500,68.64769
2016-02-29,70.010002,70.730003,69.849998,69.919998,3622000,68.549651
2016-03-01,70.330002,70.419998,69.559998,69.949997,2510000,68.579062
2016-03-02,69.059998,69.25,67.580002,68.769997,4450600,68.103715
2016-03-03,68.889999,70.019997,68.290001,69.989998,3726400,69.311896
2016-03-04,69.540001,70.779999,69.32,70.620003,2772700,69.935797
2016-03-07,70.25,71.379997,70.129997,71.220001,2382500,70.529982
2016-03-08,71.089996,71.779999,70.709999,71.720001,3067600,71.025138
2016-03-09,71.699997,72.330002,71.599998,72.099998,2312400,71.401454
2016-03-10,72.120003,72.239998,71.07,71.589996,2181900,70.896393
2016-03-11,71.800003,72.339996,71.610001,72.220001,1880100,71.520294
2016-03-14,72.339996,72.470001,71.910004,72.339996,1862600,71.639126
2016-03-15,72.160004,73.07,72.120003,72.989998,2094800,72.28283
2016-03-16,72.75,73.800003,72.089996,73.559998,2903000,72.847307
2016-03-17,73.760002,74.900002,73.360001,74.550003,3286500,73.827721
2016-03-18,74.610001,74.889999,73.449997,73.459999,4697600,72.748278
2016-03-21,73.650002,73.809998,72.599998,73.629997,2450600,72.916629
2016-03-22,73.709999,73.739998,72.919998,72.959999,3009400,72.253122
2016-03-23,73.18,73.75,72.629997,73.510002,1828700,72.797796
2016-03-24,73.510002,73.589996,73.029999,73.419998,1594600,72.708664
2016-03-28,73.639999,74.040001,73.0,73.150002,1977000,72.441284
2016-03-29,73.470001,74.699997,73.089996,74.639999,2752800,73.916846
2016-03-30,74.790001,74.900002,74.099998,74.75,1958600,74.02578
2016-03-31,74.540001,75.18,74.309998,75.120003,2717800,74.392198
2016-04-01,74.779999,75.5,74.360001,75.389999,2347700,74.659579
2016-04-04,75.220001,75.220001,74.290001,74.580002,2013700,73.857429
2016-04-05,73.599998,73.739998,72.139999,73.050003,7976200,72.342254
2016-04-06,72.889999,73.230003,72.339996,72.75,4226800,72.045158
2016-04-07,72.620003,73.230003,72.540001,72.970001,2336400,72.263027
2016-04-08,73.239998,73.5,72.830002,73.040001,2416600,72.332349
2016-04-11,73.099998,73.589996,72.830002,72.870003,2627600,72.163998
2016-04-12,72.910004,73.330002,72.779999,73.220001,2776300,72.510605
2016-04-13,73.440002,73.440002,72.410004,72.800003,1790700,72.094676
2016-04-14,72.800003,73.099998,72.410004,72.699997,1620000,71.995639
2016-04-15,72.870003,73.260002,72.580002,73.050003,2405200,72.342254
2016-04-18,73.050003,73.160004,72.160004,72.870003,2656800,72.163998
2016-04-19,72.779999,73.150002,72.480003,72.82,2431100,72.114479
2016-04-20,72.980003,73.089996,71.019997,71.080002,2552000,70.391339
2016-04-21,71.080002,71.080002,69.279999,69.510002,3555300,68.836551
2016-04-22,69.599998,70.25,69.599998,70.059998,2552400,69.381217
2016-04-25,70.07,70.339996,69.779999,70.199997,2588500,69.51986
2016-04-26,70.25,70.57,69.690002,69.900002,2322600,69.222771
2016-04-27,70.139999,71.220001,69.940002,70.75,3244300,70.064535
2016-04-28,70.220001,71.089996,70.050003,71.029999,2678200,70.341821
2016-04-29,70.599998,71.470001,70.099998,71.470001,4506100,70.77756
2016-05-02,71.699997,72.470001,71.5,72.099998,3025200,71.401454
2016-05-03,71.870003,72.300003,71.419998,71.940002,3919300,71.243008
2016-05-04,70.410004,73.019997,70.410004,72.779999,3191100,72.074866
2016-05-05,72.690002,73.339996,71.639999,71.989998,2697800,71.292519
2016-05-06,72.110001,72.220001,70.57,71.269997,2379900,70.579493
2016-05-09,71.410004,71.639999,71.019997,71.480003,2059600,70.787465
2016-05-10,71.730003,71.870003,71.379997,71.519997,1702100,70.827071
2016-05-11,71.629997,71.860001,70.870003,71.720001,1837300,71.025138
2016-05-12,71.639999,72.389999,71.419998,72.279999,2509700,71.57971
2016-05-13,72.260002,72.440002,71.620003,72.089996,1723500,71.391548
2016-05-16,72.010002,72.349998,71.519997,72.220001,1513700,71.520294
2016-05-17,72.040001,72.269997,70.75,71.080002,2309800,70.391339
2016-05-18,70.599998,71.239998,69.309998,69.610001,3451200,68.93558
2016-05-19,69.269997,70.900002,68.709999,70.879997,2902100,70.193272
2016-05-20,71.150002,71.199997,70.660004,70.980003,2155800,70.29231
2016-05-23,71.120003,71.199997,70.089996,70.139999,2014900,69.460444
2016-05-24,70.300003,70.93,70.080002,70.779999,1974200,70.094243
2016-05-25,70.620003,71.040001,70.220001,70.940002,2055000,70.252696
2016-05-26,70.790001,71.720001,70.75,71.57,1846600,70.87659
2016-05-27,71.68,71.779999,71.199997,71.610001,1373100,70.916203
2016-05-31,71.620003,72.330002,71.349998,72.25,3876800,71.550002
2016-06-01,71.199997,71.830002,71.099998,71.68,1929100,71.68
2016-06-02,71.449997,71.68,70.75,71.489998,2248900,71.489998
2016-06-03,72.169998,73.309998,72.010002,72.970001,3156200,72.970001
