Date,Open_KMI,High_KMI,Low_KMI,Close_KMI,Volume_KMI,AdjClose_KMI
2015-11-25,24.299999,24.620001,24.0,24.1,15940200,23.724892
2015-11-27,23.98,24.09,23.799999,23.870001,7419300,23.498472
2015-11-30,23.82,23.99,23.51,23.57,21295100,23.20314
2015-12-01,23.6,23.620001,22.360001,22.42,29355600,22.07104
2015-12-02,22.18,22.190001,20.389999,20.66,67556600,20.338434
2015-12-03,20.610001,20.66,19.139999,19.26,73717300,18.960224
2015-12-04,18.91,19.0,16.559999,16.82,153024500,16.558202
2015-12-07,15.66,16.59,15.13,16.42,137200200,16.164428
2015-12-08,15.29,16.16,15.06,15.72,159174900,15.475323
2015-12-09,15.72,17.35,15.72,16.809999,196318100,16.548357
2015-12-10,16.549999,17.450001,16.5,17.01,77769300,16.745245
2015-12-11,16.48,17.08,16.030001,16.66,85328100,16.400692
2015-12-14,16.309999,16.49,15.5,16.0,70692900,15.750965
2015-12-15,16.1,16.469999,15.81,15.84,46912400,15.593456
2015-12-16,15.73,16.219999,15.64,15.94,41548600,15.691899
2015-12-17,15.86,15.94,15.11,15.37,42606100,15.130771
2015-12-18,15.37,15.6,15.01,15.14,59706500,14.904351
2015-12-21,15.07,15.18,14.22,15.14,42261500,14.904351
2015-12-22,15.03,15.92,15.03,15.32,34631200,15.081549
2015-12-23,15.57,16.59,15.52,16.41,49429300,16.154583
2015-12-24,16.360001,16.66,15.92,16.08,16650600,15.82972
2015-12-28,15.79,15.83,15.16,15.26,28998300,15.022483
2015-12-29,15.47,15.75,14.91,15.1,31517800,14.864974
2015-12-30,14.6,15.15,14.47,14.54,35201600,14.31369
2015-12-31,14.4,15.05,14.4,14.92,30263100,14.687775
2016-01-04,14.89,15.5,14.83,15.27,33649600,15.032328
2016-01-05,15.35,15.65,14.99,15.58,29113900,15.337502
2016-01-06,15.16,15.28,14.62,14.77,28462600,14.54011
2016-01-07,14.46,14.86,14.13,14.25,27846800,14.028203
2016-01-08,14.52,15.05,14.16,14.77,29611000,14.54011
2016-01-11,14.87,14.92,13.9,14.16,31359000,13.939604
2016-01-12,14.31,14.61,12.93,13.6,46923100,13.388321
2016-01-13,13.81,14.09,12.75,12.95,41765400,12.748437
2016-01-14,13.06,14.05,12.95,13.98,37319000,13.762405
2016-01-15,13.06,13.55,12.78,13.0,41974700,12.797659
2016-01-19,13.17,13.42,12.21,12.55,34748900,12.354663
2016-01-20,12.05,12.26,11.2,12.01,49810400,11.823068
2016-01-21,12.83,14.62,12.47,13.88,69707200,13.663962
2016-01-22,14.92,15.82,14.65,15.34,62530800,15.101238
2016-01-25,15.14,15.74,14.18,14.19,36429300,13.969137
2016-01-26,14.4,15.16,14.1,14.97,31242900,14.736997
2016-01-27,14.69,15.3,14.07,14.22,39059200,13.998671
2016-01-28,15.17,15.7,14.89,15.29,44750700,15.185503
2016-01-29,15.57,16.469999,15.48,16.450001,44148200,16.337576
2016-02-01,15.97,16.049999,14.91,15.19,39813700,15.086186
2016-02-02,14.76,14.87,14.4,14.65,29444000,14.549877
2016-02-03,14.87,15.65,14.31,15.61,30033500,15.503316
2016-02-04,15.7,16.200001,15.32,15.66,31668500,15.552974
2016-02-05,15.43,15.71,15.04,15.66,22066500,15.552974
2016-02-08,14.94,15.12,13.99,14.92,39388700,14.818032
2016-02-09,14.6,15.4,14.19,14.61,26664200,14.51015
2016-02-10,14.56,15.09,14.03,14.6,22830500,14.500219
2016-02-11,14.06,14.55,13.26,13.96,34935600,13.864593
2016-02-12,14.25,14.97,14.23,14.96,21842100,14.857758
2016-02-16,15.54,15.8,15.34,15.62,26860800,15.513248
2016-02-17,17.459999,17.620001,16.77,17.18,56675100,17.062587
2016-02-18,17.780001,17.950001,17.07,17.889999,38347200,17.767733
2016-02-19,17.610001,17.610001,17.02,17.370001,27373600,17.251289
2016-02-22,17.370001,18.139999,17.370001,17.9,25510500,17.777665
2016-02-23,17.799999,17.9,17.35,17.42,19113200,17.300946
2016-02-24,16.959999,17.77,16.719999,17.709999,20362900,17.588963
2016-02-25,17.459999,17.91,17.23,17.75,17650000,17.628691
2016-02-26,18.120001,18.209999,17.709999,17.76,19703300,17.638623
2016-02-29,17.98,18.48,17.82,18.09,25549800,17.966367
2016-03-01,18.280001,18.299999,17.809999,18.110001,19100400,17.986231
2016-03-02,18.049999,18.700001,17.82,18.620001,25913800,18.492746
2016-03-03,18.58,19.0,18.35,18.9,30061900,18.770831
2016-03-04,19.08,19.32,18.07,18.52,32679600,18.393429
2016-03-07,18.58,18.93,18.5,18.790001,26735700,18.661584
2016-03-08,18.629999,18.690001,17.799999,17.799999,22986900,17.678348
2016-03-09,18.08,18.52,17.879999,17.99,19378900,17.86705
2016-03-10,18.1,18.1,17.35,17.709999,29243700,17.588963
2016-03-11,18.049999,19.01,18.049999,18.620001,28249300,18.492746
2016-03-14,18.379999,18.84,18.190001,18.74,19145200,18.611924
2016-03-15,18.530001,18.559999,17.67,18.07,17542700,17.946503
2016-03-16,18.219999,19.01,18.200001,18.889999,24480900,18.760899
2016-03-17,19.040001,19.110001,18.780001,18.84,18210600,18.711241
2016-03-18,19.200001,19.200001,18.549999,18.73,29933300,18.601993
2016-03-21,18.709999,18.77,18.18,18.360001,14001800,18.234522
2016-03-22,18.209999,18.65,18.209999,18.5,16667100,18.373565
2016-03-23,18.469999,18.629999,17.709999,17.75,21831900,17.628691
2016-03-24,17.360001,18.09,17.0,18.09,22244100,17.966367
2016-03-28,18.110001,18.129999,17.59,17.809999,11399900,17.68828
2016-03-29,17.530001,17.77,17.190001,17.65,19568000,17.529374
2016-03-30,17.940001,18.18,17.84,17.860001,23309000,17.73794
2016-03-31,17.75,17.969999,17.51,17.860001,20078200,17.73794
2016-04-01,17.41,17.52,17.049999,17.309999,19031400,17.191697
2016-04-04,17.32,17.58,17.09,17.190001,15161400,17.072518
2016-04-05,17.139999,17.299999,16.84,17.01,17496100,16.893748
2016-04-06,17.200001,17.73,17.110001,17.6,17201100,17.479716
2016-04-07,17.49,17.809999,17.440001,17.530001,13617500,17.410195
2016-04-08,17.92,18.110001,17.76,17.940001,13133900,17.817393
2016-04-11,18.02,18.129999,17.780001,17.790001,11400400,17.668418
2016-04-12,17.889999,18.889999,17.780001,18.76,23881500,18.631788
2016-04-13,18.870001,18.870001,18.43,18.559999,14725100,18.433154
2016-04-14,18.75,18.75,18.389999,18.5,13136700,18.373565
2016-04-15,18.290001,18.5,18.059999,18.16,14091400,18.035888
2016-04-18,17.620001,18.559999,17.5,18.5,15459600,18.373565
2016-04-19,18.66,19.4,18.559999,19.16,26032200,19.029054
2016-04-20,19.01,19.33,18.67,19.0,26881100,18.870148
2016-04-21,18.950001,19.040001,18.1,18.16,26426900,18.035888
2016-04-22,18.280001,18.41,18.059999,18.120001,18536700,17.996163
2016-04-25,18.1,18.110001,17.4,17.49,25534600,17.370467
2016-04-26,17.73,17.99,17.549999,17.9,15974600,17.777665
2016-04-27,18.059999,18.68,17.98,18.290001,20835300,18.165001
2016-04-28,18.1,18.129999,17.58,17.66,17479500,17.66
2016-04-29,17.74,18.030001,17.43,17.76,14697100,17.76
2016-05-02,17.73,17.76,17.299999,17.59,12943600,17.59
2016-05-03,17.280001,17.4,16.950001,17.26,15051600,17.26
2016-05-04,17.25,17.469999,16.85,17.15,14957700,17.15
2016-05-05,17.4,17.690001,17.030001,17.139999,14081400,17.139999
2016-05-06,16.99,17.35,16.83,16.85,17009200,16.85
2016-05-09,16.85,17.049999,16.629999,17.01,17355300,17.01
2016-05-10,17.09,17.389999,17.0,17.18,13449300,17.18
2016-05-11,17.120001,17.280001,16.84,17.059999,14548800,17.059999
2016-05-12,17.25,17.34,16.92,17.030001,12696800,17.030001
2016-05-13,16.940001,17.370001,16.93,17.129999,10925500,17.129999
2016-05-16,17.34,17.48,17.09,17.219999,15359200,17.219999
2016-05-17,17.27,17.959999,17.120001,17.67,21722300,17.67
2016-05-18,17.65,17.719999,16.91,17.040001,17650900,17.040001
2016-05-19,16.93,17.370001,16.82,17.26,13059200,17.26
2016-05-20,17.41,17.83,17.32,17.75,15401500,17.75
2016-05-23,17.530001,17.73,17.41,17.43,10996900,17.43
2016-05-24,17.5,17.559999,17.120001,17.32,11434800,17.32
2016-05-25,17.49,17.950001,17.469999,17.84,12644400,17.84
2016-05-26,18.02,18.07,17.629999,17.92,17206500,17.92
2016-05-27,17.780001,17.91,17.459999,17.85,12967000,17.85
2016-05-31,17.860001,18.25,17.85,18.08,15879100,18.08
2016-06-01,18.08,18.08,17.75,17.959999,12453300,17.959999
2016-06-02,17.82,18.0,17.719999,17.959999,9269800,17.959999
2016-06-03,17.969999,18.139999,17.75,17.99,9274200,17.99
