Date,Open_BCR,High_BCR,Low_BCR,Close_BCR,Volume_BCR,AdjClose_BCR
2015-10-09,186.369995,187.970001,185.020004,186.710007,673700,186.008137
2015-10-12,186.589996,189.139999,186.360001,189.130005,556400,188.419038
2015-10-13,188.660004,190.419998,188.020004,188.199997,438700,187.492526
2015-10-14,188.429993,189.800003,186.729996,186.970001,473100,186.267154
2015-10-15,187.789993,193.160004,187.559998,192.949997,474700,192.22467
2015-10-16,194.139999,196.470001,192.350006,195.169998,332700,194.436326
2015-10-19,194.75,196.979996,193.0,195.759995,394800,195.024104
2015-10-20,195.210007,195.470001,191.820007,192.369995,623900,191.646848
2015-10-21,193.470001,194.550003,188.869995,189.649994,826600,188.937072
2015-10-22,191.220001,191.320007,182.919998,186.740005,1225800,186.273746
2015-10-23,184.800003,187.300003,177.320007,179.419998,1420100,178.972015
2015-10-26,179.029999,180.740005,177.130005,179.330002,729600,178.882244
2015-10-27,179.289993,183.889999,177.649994,183.679993,906700,183.221373
2015-10-28,184.059998,184.509995,181.309998,184.160004,680600,183.700186
2015-10-29,183.949997,186.529999,182.020004,186.190002,434600,185.725116
2015-10-30,187.009995,188.089996,186.110001,186.350006,492900,185.88472
2015-11-02,187.360001,191.009995,186.809998,190.059998,503100,189.585448
2015-11-03,189.610001,190.220001,187.309998,187.809998,481800,187.341066
2015-11-04,188.589996,189.619995,186.5,187.25,433500,186.782467
2015-11-05,186.880005,188.929993,184.270004,185.699997,583300,185.236334
2015-11-06,185.479996,186.619995,183.399994,186.050003,340900,185.585466
2015-11-09,185.889999,186.100006,183.869995,185.199997,313100,184.737582
2015-11-10,185.550003,186.25,184.429993,186.020004,361400,185.555542
2015-11-11,186.320007,189.509995,183.699997,183.949997,477400,183.490704
2015-11-12,184.679993,185.470001,181.740005,181.990005,437100,181.535606
2015-11-13,181.880005,183.949997,181.029999,182.309998,349300,181.854799
2015-11-16,181.970001,184.899994,181.050003,184.770004,378900,184.308663
2015-11-17,184.869995,185.75,182.690002,183.600006,309800,183.141587
2015-11-18,183.960007,185.509995,183.320007,185.210007,542300,184.747567
2015-11-19,184.850006,185.130005,181.009995,181.960007,355300,181.505682
2015-11-20,182.729996,188.720001,181.779999,187.429993,584600,186.96201
2015-11-23,187.289993,188.350006,185.679993,187.259995,378800,186.792437
2015-11-24,185.860001,186.660004,184.309998,186.240005,419800,185.774994
2015-11-25,186.259995,187.669998,182.509995,187.399994,279800,186.932086
2015-11-27,187.830002,188.75,186.820007,187.369995,287100,186.902162
2015-11-30,187.509995,188.429993,186.300003,186.820007,541100,186.353548
2015-12-01,188.449997,190.660004,187.149994,188.970001,457100,188.498174
2015-12-02,188.889999,190.119995,187.949997,188.509995,369900,188.039315
2015-12-03,188.759995,190.339996,182.309998,183.259995,751100,182.802424
2015-12-04,183.699997,187.779999,183.399994,187.589996,478700,187.121614
2015-12-07,187.660004,190.570007,187.580002,189.110001,879600,188.637823
2015-12-08,188.300003,188.570007,186.570007,187.830002,450200,187.361021
2015-12-09,186.559998,188.270004,184.580002,185.509995,308800,185.046806
2015-12-10,185.389999,186.669998,183.660004,184.130005,511900,183.670262
2015-12-11,181.979996,184.720001,181.190002,182.929993,333500,182.473246
2015-12-14,183.0,186.440002,182.669998,186.360001,522600,185.89469
2015-12-15,187.630005,189.240005,186.460007,187.720001,501200,187.251295
2015-12-16,188.759995,192.080002,188.320007,191.399994,430800,190.922099
2015-12-17,191.029999,192.460007,190.110001,190.619995,475100,190.144048
2015-12-18,190.5,190.5,187.25,187.309998,712500,186.842315
2015-12-21,187.770004,188.119995,185.729996,186.979996,432100,186.513137
2015-12-22,188.080002,188.779999,185.830002,188.720001,300500,188.248798
2015-12-23,189.119995,189.479996,187.330002,187.960007,457300,187.490701
2015-12-24,187.789993,190.5,187.789993,189.869995,232800,189.39592
2015-12-28,189.479996,190.539993,188.470001,188.75,319300,188.278722
2015-12-29,190.080002,191.990005,189.5,191.5,422000,191.021855
2015-12-30,191.869995,192.809998,190.529999,190.690002,228200,190.21388
2015-12-31,190.080002,190.990005,188.880005,189.440002,314500,188.967001
2016-01-04,187.160004,188.059998,182.690002,183.899994,627900,183.440825
2016-01-05,184.580002,185.690002,183.669998,184.800003,651300,184.338587
2016-01-06,183.009995,185.0,182.169998,184.020004,780000,183.560536
2016-01-07,181.970001,184.809998,181.970001,184.169998,642700,183.710155
2016-01-08,184.509995,185.100006,179.809998,180.179993,399000,179.730112
2016-01-11,180.479996,181.789993,176.580002,177.960007,476400,177.515669
2016-01-12,178.360001,181.580002,176.919998,178.910004,731400,178.463294
2016-01-13,179.580002,181.240005,175.800003,176.100006,521500,175.660313
2016-01-14,176.479996,178.589996,175.880005,176.949997,588800,176.508181
2016-01-15,173.149994,177.699997,172.210007,176.929993,665400,176.488227
2016-01-19,179.020004,180.880005,177.75,178.690002,547000,178.243842
2016-01-20,176.690002,177.970001,172.729996,176.919998,597100,176.478257
2016-01-21,176.960007,180.100006,175.929993,178.880005,519700,178.675751
2016-01-22,180.070007,183.160004,180.020004,183.070007,520300,182.86097
2016-01-25,183.479996,186.399994,182.600006,184.100006,612500,183.889792
2016-01-26,183.009995,184.529999,181.490005,183.160004,449100,182.950863
2016-01-27,183.130005,186.0,181.770004,183.289993,627000,183.080704
2016-01-28,183.110001,183.110001,176.949997,178.360001,879400,178.156341
2016-01-29,182.529999,188.199997,180.410004,183.270004,1283400,183.060738
2016-02-01,182.789993,188.649994,182.789993,188.080002,920300,187.865243
2016-02-02,186.960007,189.720001,185.800003,188.889999,753200,188.674316
2016-02-03,189.630005,190.449997,183.479996,185.149994,672200,184.938581
2016-02-04,184.509995,187.490005,182.979996,187.130005,586400,186.916331
2016-02-05,186.919998,186.919998,182.070007,182.910004,504700,182.701149
2016-02-08,181.759995,182.139999,177.470001,179.649994,796200,179.444861
2016-02-09,177.970001,182.910004,177.889999,181.440002,781600,181.232826
2016-02-10,183.0,188.080002,181.690002,186.160004,826400,185.947438
2016-02-11,185.399994,185.399994,181.419998,181.5,788500,181.292755
2016-02-12,182.089996,183.910004,180.429993,183.699997,547500,183.49024
2016-02-16,185.539993,187.910004,184.589996,187.440002,643200,187.225975
2016-02-17,188.0,188.630005,186.619995,188.059998,529000,187.845262
2016-02-18,187.869995,189.860001,186.690002,187.330002,368000,187.1161
2016-02-19,187.470001,189.600006,185.720001,189.110001,433400,188.894066
2016-02-22,189.050003,190.490005,188.710007,189.470001,631500,189.253656
2016-02-23,189.320007,192.360001,189.320007,191.509995,630500,191.29132
2016-02-24,190.850006,193.979996,189.720001,193.910004,731800,193.688588
2016-02-25,194.070007,196.679993,193.440002,196.570007,603900,196.345555
2016-02-26,196.470001,197.479996,195.320007,195.699997,498400,195.476538
2016-02-29,195.259995,196.619995,192.380005,192.380005,770900,192.160337
2016-03-01,193.350006,194.990005,190.520004,194.5,495200,194.277911
2016-03-02,193.580002,194.880005,192.479996,193.020004,410900,192.799605
2016-03-03,192.570007,193.470001,190.979996,193.270004,389000,193.04932
2016-03-04,192.979996,194.710007,191.990005,194.320007,315100,194.098124
2016-03-07,193.630005,195.100006,192.699997,194.050003,342800,193.828428
2016-03-08,193.339996,195.080002,191.960007,193.990005,330400,193.768499
2016-03-09,193.940002,195.520004,193.220001,195.5,530700,195.276769
2016-03-10,195.5,197.410004,194.160004,195.449997,532600,195.226823
2016-03-11,195.970001,196.339996,194.729996,195.070007,720100,194.847267
2016-03-14,193.729996,197.5,193.550003,195.449997,706400,195.226823
2016-03-15,193.889999,195.550003,193.830002,194.330002,419100,194.108107
2016-03-16,194.309998,195.369995,192.970001,194.149994,509200,193.928304
2016-03-17,194.059998,195.080002,191.789993,193.690002,523300,193.468838
2016-03-18,194.080002,197.380005,193.330002,196.809998,569100,196.585271
2016-03-21,195.889999,196.690002,194.929993,196.100006,337200,195.87609
2016-03-22,196.039993,198.710007,195.309998,197.889999,397700,197.664039
2016-03-23,198.410004,199.949997,197.690002,198.850006,431100,198.62295
2016-03-24,198.029999,198.649994,196.369995,198.199997,523300,197.973683
2016-03-28,198.199997,199.449997,197.350006,199.300003,359500,199.072433
2016-03-29,199.300003,202.850006,198.600006,202.369995,408600,202.13892
2016-03-30,202.050003,203.800003,201.449997,202.880005,328000,202.648347
2016-03-31,202.990005,203.679993,201.0,202.669998,457900,202.43858
2016-04-01,202.050003,205.520004,201.550003,204.690002,509100,204.456278
2016-04-04,204.149994,207.119995,204.0,207.009995,584700,206.773621
2016-04-05,205.759995,206.279999,202.149994,202.839996,486200,202.608384
2016-04-06,202.75,205.830002,202.75,205.419998,503200,205.18544
2016-04-07,204.720001,205.520004,201.800003,203.300003,705100,203.067866
2016-04-08,203.929993,204.880005,202.460007,203.199997,297000,202.967974
2016-04-11,202.809998,204.279999,202.339996,202.889999,345600,202.65833
2016-04-12,203.190002,205.330002,203.190002,204.850006,260600,204.616099
2016-04-13,205.940002,206.509995,204.649994,206.229996,488000,205.994513
2016-04-14,206.429993,207.289993,205.289993,206.089996,397900,205.854673
2016-04-15,206.020004,207.009995,204.649994,206.789993,286500,206.553871
2016-04-18,206.529999,208.779999,205.600006,208.699997,461700,208.461694
2016-04-19,209.0,209.320007,207.479996,208.789993,394100,208.551587
2016-04-20,209.0,209.820007,207.610001,209.139999,292400,208.901194
2016-04-21,208.880005,209.770004,206.440002,207.020004,340700,206.783619
2016-04-22,207.529999,208.839996,205.830002,207.229996,402800,206.993371
2016-04-25,206.600006,207.639999,206.25,206.929993,332200,206.69371
2016-04-26,207.5,208.399994,205.279999,205.529999,832200,205.295315
2016-04-27,206.520004,211.479996,205.139999,210.190002,842600,209.949998
2016-04-28,213.740005,217.490005,212.070007,214.220001,917900,214.220001
2016-04-29,213.710007,214.050003,210.5,212.169998,554200,212.169998
2016-05-02,213.520004,214.910004,212.399994,214.899994,422900,214.899994
2016-05-03,214.610001,215.0,212.899994,213.990005,371900,213.990005
2016-05-04,211.389999,214.380005,211.339996,213.880005,434000,213.880005
2016-05-05,214.309998,216.600006,212.440002,215.529999,462900,215.529999
2016-05-06,215.179993,216.869995,213.759995,216.399994,320800,216.399994
2016-05-09,216.220001,218.929993,216.130005,217.729996,409400,217.729996
2016-05-10,218.279999,220.979996,217.820007,220.960007,574700,220.960007
2016-05-11,220.960007,222.800003,218.75,219.339996,413100,219.339996
2016-05-12,219.850006,220.520004,217.789993,219.449997,363300,219.449997
2016-05-13,219.600006,220.0,217.389999,218.649994,386900,218.649994
2016-05-16,218.539993,223.020004,218.360001,221.910004,492300,221.910004
2016-05-17,221.270004,221.960007,218.139999,219.220001,585300,219.220001
2016-05-18,217.990005,222.0,217.580002,218.139999,481300,218.139999
2016-05-19,217.160004,218.960007,216.119995,218.580002,342900,218.580002
2016-05-20,220.139999,221.089996,218.600006,219.740005,753300,219.740005
2016-05-23,220.179993,221.389999,219.130005,220.179993,425600,220.179993
2016-05-24,220.789993,222.220001,219.910004,221.279999,391600,221.279999
2016-05-25,222.229996,222.789993,219.710007,220.169998,515200,220.169998
2016-05-26,220.0,220.850006,219.520004,219.580002,409100,219.580002
2016-05-27,220.0,220.149994,218.75,219.0,454900,219.0
2016-05-31,219.259995,219.899994,217.649994,219.039993,1046300,219.039993
2016-06-01,219.039993,219.860001,218.279999,219.130005,623900,219.130005
2016-06-02,219.529999,220.729996,217.619995,220.729996,703600,220.729996
2016-06-03,220.020004,221.520004,219.210007,220.619995,347900,220.619995
