Date,Open_EXPD,High_EXPD,Low_EXPD,Close_EXPD,Volume_EXPD,AdjClose_EXPD
2015-08-21,49.09,49.48,48.200001,48.200001,2469700,47.455796
2015-08-24,46.029999,47.66,45.040001,46.740002,3144700,46.018339
2015-08-25,48.16,48.41,47.200001,47.490002,3778700,46.756759
2015-08-26,48.52,49.049999,47.759998,48.939999,2434700,48.184369
2015-08-27,49.259998,49.990002,49.029999,49.919998,2199300,49.149237
2015-08-28,49.509998,49.73,49.080002,49.66,1662800,48.893253
2015-08-31,49.209999,49.59,48.959999,48.970001,1380100,48.213908
2015-09-01,47.919998,48.580002,47.810001,48.02,2287100,47.278575
2015-09-02,48.75,49.880001,48.470001,49.880001,2707200,49.109857
2015-09-03,50.0,50.07,49.0,49.09,2227800,48.332054
2015-09-04,48.580002,48.610001,47.439999,47.860001,2802700,47.121046
2015-09-08,48.580002,48.880001,47.709999,48.860001,2318400,48.105606
2015-09-09,49.16,49.32,48.25,48.34,1422400,47.593634
2015-09-10,48.009998,48.689999,48.009998,48.389999,1219300,47.642861
2015-09-11,48.220001,49.040001,48.07,49.029999,1858000,48.272979
2015-09-14,48.939999,49.200001,48.439999,48.740002,1371400,47.98746
2015-09-15,48.84,49.490002,48.57,49.299999,1260900,48.538811
2015-09-16,49.169998,49.220001,48.66,48.869999,1403700,48.11545
2015-09-17,48.889999,49.23,48.439999,48.689999,1125300,47.938229
2015-09-18,48.040001,48.040001,46.580002,46.709999,3727300,45.9888
2015-09-21,46.82,47.509998,46.68,47.330002,1378900,46.59923
2015-09-22,47.0,47.34,46.029999,46.23,1641600,45.516212
2015-09-23,46.07,46.369999,45.790001,46.02,1282000,45.309455
2015-09-24,45.41,46.279999,45.360001,46.0,1820900,45.289763
2015-09-25,46.240002,47.23,46.150002,46.82,1847900,46.097102
2015-09-28,46.66,47.310001,46.029999,46.080002,1978600,45.36853
2015-09-29,46.049999,46.610001,45.66,46.529999,1072000,45.811579
2015-09-30,47.07,47.169998,46.619999,47.049999,1493100,46.323551
2015-10-01,47.200001,47.849998,46.900002,47.759998,2351100,47.022587
2015-10-02,47.200001,47.939999,46.860001,47.939999,1474400,47.199809
2015-10-05,48.209999,49.299999,48.0,48.75,1698100,47.997304
2015-10-06,48.639999,48.93,48.23,48.880001,1272700,48.125297
2015-10-07,49.09,49.529999,48.869999,49.27,1978400,48.509275
2015-10-08,49.189999,49.48,48.759998,49.439999,1311600,48.676649
2015-10-09,49.509998,50.110001,48.869999,49.970001,1337900,49.198468
2015-10-12,50.009998,50.610001,49.630001,50.299999,1322100,49.523371
2015-10-13,50.130001,50.619999,49.73,49.77,1074400,49.001555
2015-10-14,49.939999,50.32,49.599998,50.200001,1124600,49.424916
2015-10-15,50.330002,50.84,50.07,50.73,1261900,49.946732
2015-10-16,49.34,50.830002,49.080002,49.98,1217200,49.208312
2015-10-19,49.849998,50.139999,49.810001,49.990002,1006100,49.21816
2015-10-20,50.02,50.290001,49.900002,50.27,1349700,49.493835
2015-10-21,50.599998,50.93,50.110001,50.18,790000,49.405225
2015-10-22,50.630001,51.490002,50.630001,51.029999,2145800,50.242099
2015-10-23,51.439999,51.599998,50.93,51.48,1019100,50.685152
2015-10-26,51.48,51.799999,51.34,51.66,1070200,50.862373
2015-10-27,51.16,51.290001,50.25,50.459999,1907300,49.6809
2015-10-28,50.630001,50.630001,49.27,49.48,2217600,48.716032
2015-10-29,49.200001,50.189999,48.959999,50.110001,2068200,49.336306
2015-10-30,50.240002,50.400002,49.279999,49.790001,2450000,49.021247
2015-11-02,50.060001,50.860001,49.950001,50.799999,2915000,50.015651
2015-11-03,49.360001,50.560001,49.049999,49.75,2497300,48.981864
2015-11-04,49.529999,49.650002,48.93,49.080002,2061500,48.32221
2015-11-05,49.330002,49.650002,48.77,49.150002,1130600,48.391129
2015-11-06,49.029999,49.540001,48.669998,49.490002,1015700,48.72588
2015-11-09,49.32,49.34,48.48,48.950001,1689400,48.194216
2015-11-10,49.16,50.200001,49.119999,49.59,1354800,48.824334
2015-11-11,49.77,50.290001,49.5,49.630001,1130900,48.863717
2015-11-12,49.540001,49.599998,48.549999,48.639999,849100,47.889001
2015-11-13,48.580002,49.009998,47.860001,48.060001,1262600,47.317958
2015-11-16,48.009998,48.48,47.59,48.439999,934200,47.692089
2015-11-17,48.639999,49.32,48.349998,49.029999,1710000,48.272979
2015-11-18,48.970001,49.540001,48.869999,49.490002,1040300,48.72588
2015-11-19,49.380001,49.950001,49.0,49.25,1282100,48.489584
2015-11-20,49.529999,49.740002,48.98,49.169998,1590300,48.410817
2015-11-23,49.330002,49.439999,48.830002,49.080002,1107000,48.32221
2015-11-24,48.860001,49.389999,48.860001,49.23,1293200,48.469892
2015-11-25,49.27,49.380001,48.959999,49.169998,762600,48.410817
2015-11-27,49.0,49.790001,48.93,49.490002,786700,49.085258
2015-11-30,49.369999,49.580002,48.5,48.540001,1634600,48.143027
2015-12-01,48.669998,49.18,48.150002,48.91,1674400,48.51
2015-12-02,48.700001,48.799999,47.119999,47.240002,1977000,46.853659
2015-12-03,47.189999,47.91,46.439999,46.580002,2137200,46.199057
2015-12-04,46.77,47.98,46.59,47.830002,2184400,47.438834
2015-12-07,47.639999,47.869999,46.759998,47.169998,1816800,46.784228
2015-12-08,46.630001,47.32,46.200001,46.68,2739700,46.298238
2015-12-09,46.450001,47.200001,46.130001,46.290001,2601600,45.911428
2015-12-10,46.459999,47.419998,45.98,46.889999,2256400,46.506519
2015-12-11,46.259998,46.91,46.009998,46.599998,2709200,46.21889
2015-12-14,46.75,46.849998,46.130001,46.75,1919600,46.367665
2015-12-15,46.93,47.27,46.349998,46.57,1702400,46.189137
2015-12-16,46.98,47.380001,46.439999,47.139999,1454400,46.754475
2015-12-17,47.279999,47.290001,46.310001,46.310001,1370300,45.931265
2015-12-18,45.93,46.080002,44.73,45.209999,9505000,44.840258
2015-12-21,45.560001,45.560001,44.84,45.240002,1641600,44.870016
2015-12-22,45.599998,46.150002,45.130001,46.0,1210600,45.623798
2015-12-23,46.16,46.25,45.560001,45.830002,1272900,45.455191
2015-12-24,45.799999,46.139999,45.5,45.919998,356000,45.544451
2015-12-28,45.700001,45.830002,45.290001,45.82,662700,45.44527
2015-12-29,46.119999,46.119999,45.439999,45.669998,1114800,45.296496
2015-12-30,45.630001,46.049999,45.5,45.580002,849200,45.207235
2015-12-31,45.529999,45.599998,45.099998,45.099998,683300,44.731157
2016-01-04,44.349998,44.470001,43.490002,44.259998,2096800,43.898027
2016-01-05,44.060001,44.66,43.740002,44.549999,2323400,44.185656
2016-01-06,44.0,44.330002,43.560001,43.639999,1296400,43.283099
2016-01-07,41.459999,42.950001,40.5,42.66,4722900,42.311114
2016-01-08,42.66,43.299999,42.560001,42.779999,2526300,42.430131
2016-01-11,43.0,43.400002,42.41,42.990002,2543100,42.638417
2016-01-12,43.299999,43.560001,42.790001,43.5,1529000,43.144244
2016-01-13,43.419998,43.709999,42.299999,42.619999,1280300,42.27144
2016-01-14,42.82,43.619999,42.299999,43.200001,2566800,42.846698
2016-01-15,40.950001,42.25,40.41,42.200001,4082000,41.854877
2016-01-19,42.75,43.360001,42.450001,42.950001,2223200,42.598743
2016-01-20,42.34,43.540001,42.330002,43.279999,3069500,42.926042
2016-01-21,43.330002,43.779999,42.959999,43.400002,2470200,43.045064
2016-01-22,43.889999,44.360001,43.150002,43.650002,1796200,43.293019
2016-01-25,43.32,43.529999,42.990002,43.099998,1586200,42.747514
2016-01-26,43.18,44.380001,43.18,44.189999,1436600,43.8286
2016-01-27,44.110001,44.580002,43.779999,44.060001,1459700,43.699666
2016-01-28,44.16,44.59,43.84,44.48,1514400,44.116229
2016-01-29,44.790001,45.25,44.099998,45.119999,2583000,44.750994
2016-02-01,44.939999,45.349998,44.599998,45.16,1678100,44.790668
2016-02-02,44.75,45.130001,44.18,44.330002,1764200,43.967458
2016-02-03,44.709999,44.970001,44.139999,44.369999,1732000,44.007128
2016-02-04,44.369999,45.84,44.369999,45.790001,1325500,45.415517
2016-02-05,45.790001,45.990002,45.470001,45.849998,1758400,45.475024
2016-02-08,45.240002,46.16,45.080002,46.049999,2084100,45.673389
2016-02-09,45.759998,46.099998,45.34,45.900002,2283600,45.524618
2016-02-10,46.060001,46.240002,45.029999,45.07,1256900,44.701404
2016-02-11,44.43,45.02,44.130001,44.689999,1599500,44.324511
2016-02-12,45.23,45.939999,45.049999,45.700001,1877300,45.326253
2016-02-16,46.16,46.740002,45.490002,46.580002,1126100,46.199057
2016-02-17,46.84,47.209999,46.599998,46.799999,1174800,46.417255
2016-02-18,46.849998,47.200001,46.509998,46.73,947300,46.347828
2016-02-19,46.66,46.810001,46.209999,46.689999,1112600,46.308154
2016-02-22,47.0,47.459999,46.599998,46.75,2208700,46.367665
2016-02-23,43.939999,45.959999,43.610001,45.189999,3244500,44.820422
2016-02-24,44.700001,45.740002,44.599998,45.470001,1998700,45.098134
2016-02-25,45.759998,45.98,45.400002,45.91,970600,45.534534
2016-02-26,46.0,46.48,45.810001,46.080002,889700,45.703146
2016-02-29,46.080002,46.349998,45.759998,45.779999,1354400,45.405597
2016-03-01,46.09,46.5,45.740002,46.290001,1541900,45.911428
2016-03-02,46.400002,46.490002,45.759998,46.18,1916100,45.802327
2016-03-03,46.07,46.810001,45.639999,46.639999,1276500,46.258564
2016-03-04,46.77,47.330002,46.560001,46.93,1114500,46.546193
2016-03-07,46.240002,47.349998,46.060001,47.259998,1453200,46.873492
2016-03-08,46.91,47.57,46.540001,47.209999,2081300,46.823902
2016-03-09,47.259998,47.82,47.07,47.389999,1928400,47.00243
2016-03-10,47.470001,47.959999,46.950001,47.790001,1517400,47.39916
2016-03-11,48.0,48.66,47.860001,48.060001,1878300,47.666953
2016-03-14,47.889999,48.060001,47.27,47.799999,1963100,47.409077
2016-03-15,47.59,48.27,47.330002,48.119999,1040700,47.726459
2016-03-16,47.860001,48.09,47.310001,48.0,1621100,47.607442
2016-03-17,48.150002,49.360001,47.77,48.75,1600700,48.351308
2016-03-18,48.77,48.990002,48.279999,48.48,2846500,48.083516
2016-03-21,48.5,48.689999,46.419998,48.48,1552600,48.083516
2016-03-22,48.310001,48.650002,47.919998,48.380001,1198600,47.984335
2016-03-23,48.43,48.66,48.040001,48.5,1052600,48.103353
2016-03-24,48.299999,48.77,48.040001,48.66,1352600,48.262044
2016-03-28,49.549999,49.560001,48.529999,48.73,799100,48.331471
2016-03-29,48.529999,48.959999,48.330002,48.790001,827500,48.390982
2016-03-30,49.0,49.200001,48.68,48.709999,731200,48.311634
2016-03-31,48.860001,48.990002,48.549999,48.810001,918100,48.410819
2016-04-01,48.48,48.860001,47.77,48.849998,1104300,48.450489
2016-04-04,48.299999,48.669998,47.630001,47.790001,1209000,47.39916
2016-04-05,47.57,48.049999,47.360001,47.779999,1160600,47.38924
2016-04-06,47.610001,47.919998,47.279999,47.790001,844400,47.39916
2016-04-07,47.310001,47.630001,46.82,47.349998,1387600,46.962756
2016-04-08,47.610001,48.09,47.330002,47.490002,736400,47.101614
2016-04-11,47.790001,48.330002,47.619999,47.91,1240800,47.518178
2016-04-12,47.990002,48.0,47.470001,47.880001,915600,47.488424
2016-04-13,48.09,48.5,47.849998,48.459999,1166300,48.063679
2016-04-14,48.5,48.91,48.169998,48.700001,1258700,48.301718
2016-04-15,49.200001,49.84,49.119999,49.240002,1521300,48.837302
2016-04-18,49.07,49.419998,48.849998,49.200001,818000,48.797629
2016-04-19,49.529999,49.900002,49.310001,49.82,1351700,49.412557
2016-04-20,49.900002,49.98,49.360001,49.369999,801900,48.966237
2016-04-21,48.82,48.950001,48.0,48.709999,872200,48.311634
2016-04-22,48.77,49.169998,48.610001,48.950001,769400,48.549673
2016-04-25,48.75,49.07,48.52,48.91,891000,48.51
2016-04-26,48.919998,49.799999,48.689999,49.639999,1461000,49.234029
2016-04-27,49.57,50.490002,49.32,50.349998,2002800,49.938221
2016-04-28,50.16,50.459999,49.560001,49.849998,1649400,49.442311
2016-04-29,49.419998,49.849998,49.189999,49.610001,1945200,49.204275
2016-05-02,49.529999,50.630001,49.5,50.259998,3216000,49.848957
2016-05-03,49.209999,49.240002,46.900002,47.389999,4125200,47.00243
2016-05-04,47.290001,47.75,46.740002,47.580002,2155900,47.190879
2016-05-05,47.599998,47.889999,47.389999,47.470001,1551400,47.081778
2016-05-06,47.43,48.490002,47.23,48.400002,1444700,48.004172
2016-05-09,48.439999,48.740002,48.130001,48.299999,1232800,47.904988
2016-05-10,48.610001,48.990002,48.439999,48.73,1037200,48.331471
2016-05-11,48.490002,48.77,47.799999,47.799999,1171300,47.409077
2016-05-12,48.060001,48.439999,47.68,48.049999,1307500,47.657032
2016-05-13,47.810001,47.98,47.029999,47.450001,1246700,47.061941
2016-05-16,47.470001,47.549999,47.040001,47.349998,1476600,46.962756
2016-05-17,47.330002,48.349998,47.310001,47.57,1383200,47.180958
2016-05-18,47.5,47.939999,47.259998,47.66,1368800,47.270222
2016-05-19,47.459999,47.900002,47.099998,47.759998,1066700,47.369403
2016-05-20,47.849998,48.740002,47.759998,48.43,5588500,48.033926
2016-05-23,48.43,48.860001,47.91,48.73,2167000,48.331471
2016-05-24,49.0,49.41,48.650002,49.18,1465600,48.777792
2016-05-25,49.23,49.48,48.73,48.869999,1785000,48.470326
2016-05-26,48.740002,49.200001,48.709999,48.91,1103800,48.51
2016-05-27,48.720001,48.970001,48.66,48.669998,1104500,48.669998
2016-05-31,48.700001,49.189999,48.310001,48.549999,5620400,48.549999
2016-06-01,48.560001,48.77,48.34,48.619999,1433400,48.619999
2016-06-02,48.48,48.709999,48.240002,48.459999,900400,48.459999
2016-06-03,48.18,49.150002,48.040001,49.07,1696500,49.07
