Date,Open_KMB,High_KMB,Low_KMB,Close_KMB,Volume_KMB,AdjClose_KMB
2015-08-26,105.160004,106.449997,103.110001,106.18,2331700,103.786503
2015-08-27,106.809998,108.110001,105.809998,107.730003,2122000,105.301566
2015-08-28,107.169998,107.639999,106.480003,107.209999,1610500,104.793284
2015-08-31,106.900002,107.050003,106.230003,106.529999,1368900,104.128612
2015-09-01,104.900002,105.629997,103.459999,104.029999,1930300,101.684967
2015-09-02,104.43,104.940002,103.599998,104.790001,1741500,103.30168
2015-09-03,105.209999,106.25,105.019997,105.639999,1149700,104.139606
2015-09-04,104.230003,104.550003,103.160004,103.519997,1209100,102.049713
2015-09-08,105.419998,106.209999,105.019997,105.980003,1437600,104.474781
2015-09-09,107.080002,107.199997,103.620003,103.870003,1251200,102.394748
2015-09-10,103.410004,104.57,103.040001,103.660004,1336000,102.187732
2015-09-11,103.599998,104.080002,103.160004,104.050003,932900,102.572192
2015-09-14,104.050003,104.129997,103.360001,103.779999,1011400,102.306023
2015-09-15,105.230003,106.080002,104.25,105.639999,1381500,104.139606
2015-09-16,105.900002,107.589996,105.809998,107.260002,1408100,105.7366
2015-09-17,107.330002,109.07,106.970001,107.839996,1494200,106.308356
2015-09-18,107.709999,108.800003,107.089996,107.849998,2907100,106.318217
2015-09-21,108.449997,109.080002,108.010002,108.769997,1259600,107.225148
2015-09-22,107.669998,108.089996,107.0,107.839996,1473100,106.308356
2015-09-23,107.68,108.150002,107.139999,107.860001,1499600,106.328077
2015-09-24,107.279999,108.480003,107.010002,108.169998,2118800,106.633671
2015-09-25,108.989998,109.949997,108.389999,108.709999,2106500,107.166003
2015-09-28,108.43,108.790001,106.75,106.809998,1388400,105.292987
2015-09-29,106.800003,107.970001,106.660004,107.739998,1967000,106.209778
2015-09-30,108.809998,109.199997,108.370003,109.040001,1649600,107.491317
2015-10-01,108.330002,108.860001,107.980003,108.739998,2569500,107.195575
2015-10-02,108.190002,109.620003,107.790001,109.139999,2897100,107.589896
2015-10-05,110.059998,112.160004,109.82,112.019997,2491300,110.428989
2015-10-06,111.75,112.279999,111.220001,111.470001,1117200,109.886805
2015-10-07,111.639999,112.599998,111.239998,112.029999,1456200,110.438849
2015-10-08,112.0,113.82,112.0,113.800003,1035100,112.183714
2015-10-09,114.0,114.900002,113.769997,114.730003,1412600,113.100505
2015-10-12,114.540001,115.879997,114.519997,115.43,1031600,113.79056
2015-10-13,114.980003,115.629997,114.830002,115.050003,986300,113.41596
2015-10-14,115.120003,115.410004,114.360001,114.709999,1377600,113.080785
2015-10-15,115.419998,116.269997,115.239998,116.129997,1507300,114.480615
2015-10-16,116.839996,117.480003,116.379997,117.279999,1168700,115.614284
2015-10-19,117.0,117.519997,116.5,117.449997,1372400,115.781867
2015-10-20,117.199997,117.459999,116.519997,117.220001,1931300,115.555138
2015-10-21,117.610001,120.0,117.010002,118.089996,2285900,116.412777
2015-10-22,118.919998,121.160004,118.099998,120.800003,2533500,119.084294
2015-10-23,121.690002,122.730003,120.629997,121.239998,2277500,119.518039
2015-10-26,121.300003,121.809998,120.779999,121.339996,1439700,119.616617
2015-10-27,120.870003,121.379997,120.360001,121.040001,1167400,119.320883
2015-10-28,121.489998,121.5,119.529999,120.860001,1147000,119.143439
2015-10-29,120.550003,122.129997,120.169998,121.769997,1194100,120.04051
2015-10-30,121.720001,121.970001,119.709999,119.709999,2422200,118.009771
2015-11-02,120.610001,121.589996,120.419998,121.559998,1678900,119.833494
2015-11-03,120.860001,121.419998,120.019997,121.029999,1157500,119.311023
2015-11-04,121.279999,121.279999,119.550003,119.860001,1429600,118.157642
2015-11-05,119.989998,120.150002,119.019997,119.879997,1769700,118.177355
2015-11-06,119.279999,119.650002,117.150002,118.580002,1424200,116.895823
2015-11-09,117.989998,118.580002,117.43,118.019997,1152200,116.343771
2015-11-10,117.809998,119.199997,117.5,118.919998,992900,117.23099
2015-11-11,119.220001,119.989998,118.919998,119.360001,896000,117.664743
2015-11-12,118.699997,119.279999,117.440002,117.690002,1043700,116.018464
2015-11-13,117.620003,118.32,116.970001,117.32,1302800,115.653716
2015-11-16,117.32,119.690002,117.129997,119.529999,1612000,117.832327
2015-11-17,119.690002,120.160004,118.809998,119.18,1558200,117.4873
2015-11-18,119.339996,121.129997,118.970001,120.940002,1409700,119.222305
2015-11-19,121.260002,122.480003,121.199997,121.660004,1233800,119.93208
2015-11-20,122.400002,122.970001,120.080002,120.230003,2110900,118.52239
2015-11-23,120.370003,121.830002,120.32,121.589996,963700,119.863067
2015-11-24,120.769997,121.519997,120.379997,121.110001,1088400,119.389888
2015-11-25,121.120003,121.529999,120.260002,120.470001,1085000,118.758979
2015-11-27,120.769997,121.080002,120.309998,120.849998,526800,119.133579
2015-11-30,121.059998,121.129997,119.050003,119.150002,2565600,117.457727
2015-12-01,120.0,121.940002,119.32,121.129997,1835000,119.409601
2015-12-02,120.260002,121.220001,119.559998,119.769997,1327400,118.932952
2015-12-03,120.279999,120.559998,117.519997,118.25,2191300,117.423579
2015-12-04,119.160004,121.370003,118.760002,121.300003,2473100,120.452266
2015-12-07,121.150002,122.150002,120.800003,122.110001,1987600,121.256603
2015-12-08,121.080002,121.980003,120.099998,121.559998,1452500,120.710443
2015-12-09,120.629997,122.769997,119.839996,120.279999,1301700,119.43939
2015-12-10,120.389999,121.449997,119.769997,120.330002,1592800,119.489044
2015-12-11,119.18,119.68,118.57,119.199997,1224300,118.366936
2015-12-14,120.580002,122.839996,120.580002,122.650002,2286500,121.79283
2015-12-15,123.190002,125.080002,122.82,124.440002,2143100,123.570321
2015-12-16,124.75,126.110001,123.809998,125.919998,1671800,125.039973
2015-12-17,125.800003,126.230003,125.150002,125.839996,2017000,124.96053
2015-12-18,125.269997,125.459999,123.519997,123.540001,2676600,122.676609
2015-12-21,124.309998,125.0,123.93,124.919998,1758100,124.046962
2015-12-22,125.510002,126.589996,124.269997,126.370003,1873800,125.486833
2015-12-23,126.489998,128.130005,126.370003,127.059998,1353400,126.172005
2015-12-24,127.059998,127.379997,126.639999,126.879997,689500,125.993263
2015-12-28,126.699997,128.5,126.230003,128.229996,1863700,127.333827
2015-12-29,128.720001,129.759995,128.440002,129.539993,1564700,128.634669
2015-12-30,129.509995,129.889999,129.070007,129.429993,1585400,128.525437
2015-12-31,128.5,129.279999,127.290001,127.300003,1438200,126.410333
2016-01-04,125.910004,126.57,124.559998,126.480003,2743300,125.596064
2016-01-05,127.0,130.050003,126.639999,129.080002,3237200,128.177892
2016-01-06,127.839996,129.729996,127.599998,129.020004,3930200,128.118314
2016-01-07,126.919998,128.929993,126.599998,126.860001,3168800,125.973406
2016-01-08,127.199997,127.5,124.949997,125.230003,2660600,124.3548
2016-01-11,125.519997,126.440002,124.279999,125.709999,1929100,124.831442
2016-01-12,126.32,127.169998,125.25,126.129997,1586200,125.248504
2016-01-13,126.620003,127.529999,125.379997,125.459999,1925500,124.583189
2016-01-14,125.93,127.830002,125.550003,127.209999,2384600,126.320958
2016-01-15,125.410004,126.290001,124.300003,125.360001,3039500,124.483889
2016-01-19,126.150002,127.370003,125.050003,125.879997,2618000,125.000252
2016-01-20,124.370003,124.889999,121.709999,123.690002,2929600,122.825562
2016-01-21,123.989998,125.339996,123.010002,124.949997,2244700,124.076751
2016-01-22,125.790001,127.279999,124.589996,126.720001,2373100,125.834385
2016-01-25,123.220001,125.540001,121.5,122.690002,5126300,121.832551
2016-01-26,122.769997,126.5,122.559998,124.889999,2220000,124.017173
2016-01-27,124.830002,126.25,123.800003,124.199997,2468300,123.331993
2016-01-28,124.639999,126.790001,123.699997,126.269997,1506100,125.387525
2016-01-29,126.970001,129.330002,125.849998,128.419998,3453200,127.522501
2016-02-01,127.379997,129.550003,127.379997,129.009995,2001500,128.108374
2016-02-02,128.449997,129.240005,127.279999,128.009995,2067600,127.115363
2016-02-03,129.169998,130.880005,127.849998,130.369995,2470400,129.45887
2016-02-04,129.580002,130.25,128.070007,128.75,2591400,127.850197
2016-02-05,128.75,129.600006,128.190002,129.149994,1832100,128.247395
2016-02-08,127.860001,129.830002,126.720001,129.429993,2007800,128.525437
2016-02-09,128.330002,131.589996,127.639999,130.789993,2391400,129.875933
2016-02-10,131.110001,132.429993,129.630005,129.960007,1508400,129.051747
2016-02-11,127.949997,128.279999,124.650002,126.419998,2486600,125.536479
2016-02-12,127.150002,129.410004,126.330002,128.630005,2123900,127.73104
2016-02-16,129.919998,129.940002,127.400002,128.710007,1715800,127.810483
2016-02-17,128.839996,131.270004,128.759995,130.5,1756000,129.587966
2016-02-18,130.360001,130.990005,129.399994,129.75,1505700,128.843208
2016-02-19,129.690002,130.639999,128.559998,130.429993,1208900,129.518448
2016-02-22,131.800003,132.660004,130.740005,131.369995,1614900,130.451881
2016-02-23,131.289993,131.910004,130.910004,131.529999,999500,130.610767
2016-02-24,130.529999,132.600006,129.720001,132.350006,1431900,131.425043
2016-02-25,132.5,133.529999,131.880005,133.5,1279800,132.567
2016-02-26,133.309998,133.729996,130.710007,131.300003,1584200,130.382378
2016-02-29,131.199997,132.119995,130.240005,130.300003,2242700,129.389367
2016-03-01,130.990005,131.940002,130.350006,131.639999,1697700,130.719999
2016-03-02,130.029999,131.600006,128.770004,131.570007,1660600,131.570007
2016-03-03,131.110001,131.710007,130.169998,131.630005,1526400,131.630005
2016-03-04,131.630005,132.889999,130.880005,132.539993,1805400,132.539993
2016-03-07,131.649994,132.570007,130.800003,131.589996,1793600,131.589996
2016-03-08,131.130005,133.970001,130.809998,132.350006,2906900,132.350006
2016-03-09,132.5,133.5,131.520004,131.970001,1942300,131.970001
2016-03-10,132.690002,133.070007,130.460007,131.880005,1840500,131.880005
2016-03-11,132.25,133.270004,131.699997,133.149994,1707700,133.149994
2016-03-14,133.220001,134.779999,132.839996,134.720001,1874700,134.720001
2016-03-15,134.240005,135.050003,133.509995,134.630005,1450600,134.630005
2016-03-16,134.289993,135.699997,133.389999,135.229996,1446900,135.229996
2016-03-17,135.179993,136.610001,134.970001,136.009995,1314800,136.009995
2016-03-18,135.910004,136.5,134.889999,135.539993,4464400,135.539993
2016-03-21,136.080002,136.080002,134.199997,135.259995,1773400,135.259995
2016-03-22,134.919998,134.970001,132.850006,133.639999,1930500,133.639999
2016-03-23,133.729996,135.380005,133.660004,133.979996,2203000,133.979996
2016-03-24,133.660004,133.869995,132.820007,133.550003,1097300,133.550003
2016-03-28,133.880005,135.050003,133.839996,134.240005,1286300,134.240005
2016-03-29,134.020004,135.169998,133.740005,134.990005,1322500,134.990005
2016-03-30,135.5,136.320007,135.100006,135.710007,1129300,135.710007
2016-03-31,135.270004,135.869995,134.399994,134.509995,1206800,134.509995
2016-04-01,133.330002,136.389999,133.020004,136.199997,1387600,136.199997
2016-04-04,136.179993,136.899994,135.610001,136.259995,1155900,136.259995
2016-04-05,136.179993,136.970001,135.910004,136.25,1364000,136.25
2016-04-06,136.059998,137.309998,135.729996,137.270004,1305300,137.270004
2016-04-07,136.550003,136.990005,136.0,136.649994,1009400,136.649994
2016-04-08,137.309998,137.600006,136.520004,137.490005,1048000,137.490005
2016-04-11,137.619995,138.759995,137.080002,137.25,1685800,137.25
2016-04-12,137.529999,138.199997,136.759995,138.130005,1465300,138.130005
2016-04-13,138.389999,138.389999,135.490005,135.660004,1989000,135.660004
2016-04-14,135.979996,137.550003,135.740005,136.039993,2033900,136.039993
2016-04-15,136.130005,136.830002,135.759995,136.470001,1418500,136.470001
2016-04-18,136.470001,137.059998,135.759995,136.649994,1258900,136.649994
2016-04-19,136.839996,137.839996,136.039993,137.110001,1574800,137.110001
2016-04-20,137.0,137.479996,135.589996,135.649994,1555500,135.649994
2016-04-21,135.380005,135.490005,131.740005,131.75,2982900,131.75
2016-04-22,125.519997,127.239998,123.779999,126.879997,5676400,126.879997
2016-04-25,125.919998,126.32,124.349998,126.209999,3733200,126.209999
2016-04-26,126.650002,126.860001,123.519997,123.809998,3304400,123.809998
2016-04-27,124.279999,126.120003,123.989998,125.699997,3297400,125.699997
2016-04-28,125.160004,126.830002,125.0,126.239998,2372100,126.239998
2016-04-29,125.739998,126.25,123.910004,125.190002,3108500,125.190002
2016-05-02,124.879997,125.989998,123.830002,125.220001,1850400,125.220001
2016-05-03,124.800003,127.190002,124.699997,126.129997,1845500,126.129997
2016-05-04,125.949997,128.330002,125.57,127.93,2421000,127.93
2016-05-05,127.900002,129.199997,127.080002,127.360001,2166200,127.360001
2016-05-06,127.5,128.119995,126.910004,127.919998,1437600,127.919998
2016-05-09,128.0,128.960007,127.769997,128.130005,1379100,128.130005
2016-05-10,128.100006,129.300003,128.020004,129.229996,1156800,129.229996
2016-05-11,129.380005,129.630005,128.449997,128.830002,1290900,128.830002
2016-05-12,129.559998,130.570007,129.240005,130.059998,1038700,130.059998
2016-05-13,129.830002,130.699997,129.100006,129.190002,1390700,129.190002
2016-05-16,128.820007,129.949997,128.779999,129.580002,919300,129.580002
2016-05-17,129.229996,130.0,125.919998,126.419998,1634400,126.419998
2016-05-18,126.32,126.769997,125.010002,126.120003,1647000,126.120003
2016-05-19,125.730003,126.870003,125.410004,126.800003,1136600,126.800003
2016-05-20,127.120003,127.410004,125.730003,126.059998,1843000,126.059998
2016-05-23,126.139999,126.300003,125.660004,125.949997,1335600,125.949997
2016-05-24,126.040001,127.269997,125.599998,126.760002,1573200,126.760002
2016-05-25,127.360001,127.910004,126.610001,127.209999,2527300,127.209999
2016-05-26,127.269997,128.119995,127.120003,127.919998,1304500,127.919998
2016-05-27,127.93,129.130005,127.639999,128.449997,1281700,128.449997
2016-05-31,128.559998,128.940002,126.709999,127.040001,3394600,127.040001
2016-06-01,126.879997,128.050003,126.849998,127.980003,1328500,127.980003
2016-06-02,127.879997,128.0,127.040001,128.0,1298700,128.0
2016-06-03,128.110001,130.169998,128.009995,130.080002,1871200,130.080002
