Date,Open_AMAT,High_AMAT,Low_AMAT,Close_AMAT,Volume_AMAT,AdjClose_AMAT
2015-09-17,16.040001,16.309999,15.92,16.02,15661700,15.774818
2015-09-18,15.83,16.1,15.73,15.93,24123400,15.686196
2015-09-21,16.0,16.049999,15.56,15.64,14699300,15.400634
2015-09-22,15.46,15.56,14.97,15.1,19368400,14.868899
2015-09-23,15.05,15.1,14.58,14.61,16846500,14.386397
2015-09-24,14.55,14.88,14.29,14.69,19878600,14.465173
2015-09-25,14.96,15.0,14.4,14.6,17564300,14.376551
2015-09-28,14.59,14.65,14.36,14.37,29601100,14.150071
2015-09-29,14.42,14.73,14.33,14.55,17131100,14.327316
2015-09-30,14.69,14.87,14.59,14.69,22366300,14.465173
2015-10-01,14.72,14.78,14.45,14.67,17555400,14.445479
2015-10-02,14.49,14.94,14.44,14.94,14386200,14.711347
2015-10-05,14.64,15.18,14.64,15.1,23367200,14.868899
2015-10-06,15.09,15.32,14.92,15.24,13667700,15.006755
2015-10-07,15.4,15.62,15.21,15.39,17421000,15.15446
2015-10-08,15.39,15.73,15.33,15.67,11398400,15.430175
2015-10-09,15.62,15.72,15.32,15.65,14906100,15.41048
2015-10-12,15.62,15.65,15.47,15.6,8574100,15.361246
2015-10-13,15.44,15.53,15.13,15.14,17777100,14.908287
2015-10-14,15.21,15.51,15.07,15.44,20314000,15.203694
2015-10-15,15.6,15.9,15.4,15.72,25250600,15.47941
2015-10-16,15.75,16.01,15.58,15.83,12714900,15.587726
2015-10-19,16.0,16.049999,15.64,15.81,11012300,15.568032
2015-10-20,15.79,16.32,15.75,16.190001,19316700,15.942217
2015-10-21,16.530001,16.700001,16.049999,16.07,20605600,15.824052
2015-10-22,16.200001,16.67,16.08,16.209999,31972200,15.961909
2015-10-23,16.200001,16.51,16.120001,16.440001,15106000,16.188391
2015-10-26,16.65,16.700001,16.08,16.33,11076200,16.080073
2015-10-27,16.26,16.66,16.25,16.27,14499900,16.020992
2015-10-28,16.120001,16.66,16.120001,16.540001,13535400,16.28686
2015-10-29,16.5,16.82,16.370001,16.74,14808500,16.483798
2015-10-30,16.700001,16.83,16.57,16.77,10770700,16.51334
2015-11-02,16.790001,16.950001,16.77,16.889999,7825500,16.631502
2015-11-03,16.9,17.049999,16.76,17.0,9825800,16.739819
2015-11-04,16.91,17.030001,16.82,16.870001,11165100,16.61181
2015-11-05,16.91,17.01,16.68,16.809999,9679500,16.552727
2015-11-06,16.780001,17.059999,16.629999,17.049999,11137300,16.789053
2015-11-09,16.77,17.040001,16.639999,16.809999,12893600,16.552727
2015-11-10,16.65,16.84,16.59,16.76,9401900,16.503493
2015-11-11,16.84,16.889999,16.6,16.790001,7059600,16.533034
2015-11-12,16.690001,16.83,16.5,16.530001,18727000,16.277013
2015-11-13,17.120001,17.5,16.85,17.24,20075500,16.976146
2015-11-16,17.139999,17.790001,17.02,17.74,15869900,17.468494
2015-11-17,17.66,17.9,17.52,17.82,15621200,17.646744
2015-11-18,17.83,18.18,17.82,18.129999,12712300,17.95373
2015-11-19,18.200001,18.42,18.139999,18.200001,12973500,18.023051
2015-11-20,18.290001,18.360001,17.99,18.18,13651100,18.003245
2015-11-23,17.82,18.48,17.82,18.129999,8125700,17.95373
2015-11-24,17.959999,18.540001,17.950001,18.379999,11883600,18.201299
2015-11-25,18.450001,18.67,18.299999,18.450001,12356800,18.27062
2015-11-27,18.41,18.74,18.389999,18.620001,5012300,18.438967
2015-11-30,18.719999,18.92,18.700001,18.77,11926100,18.587509
2015-12-01,18.74,19.23,18.719999,19.18,17276500,18.993522
2015-12-02,19.09,19.34,19.08,19.129999,10679400,18.944007
2015-12-03,19.23,19.309999,18.68,18.76,15094900,18.577606
2015-12-04,18.74,19.09,18.74,19.030001,12265900,18.844981
2015-12-07,19.1,19.15,18.879999,18.91,13871100,18.726147
2015-12-08,18.629999,19.02,18.610001,18.950001,10641200,18.765759
2015-12-09,18.719999,19.290001,18.709999,19.030001,13953500,18.844981
2015-12-10,18.879999,18.98,18.709999,18.75,13511000,18.567703
2015-12-11,18.6,18.620001,18.26,18.32,13903800,18.141883
2015-12-14,18.4,18.43,17.82,18.049999,16391900,17.874508
2015-12-15,18.200001,18.57,18.17,18.459999,16690300,18.280521
2015-12-16,18.51,18.6,18.15,18.5,14933200,18.320133
2015-12-17,18.709999,18.709999,18.040001,18.059999,13475400,17.884411
2015-12-18,17.93,18.200001,17.85,18.1,29994500,17.924023
2015-12-21,18.299999,18.549999,18.15,18.52,9573300,18.339939
2015-12-22,18.559999,18.84,18.42,18.76,9538800,18.577606
2015-12-23,18.799999,19.26,18.77,19.09,15180500,18.904397
2015-12-24,19.08,19.190001,19.02,19.110001,3215300,18.924203
2015-12-28,19.18,19.24,18.75,19.0,8102300,18.815272
2015-12-29,19.01,19.41,19.01,19.26,10880400,19.072744
2015-12-30,19.09,19.35,18.940001,18.959999,6435400,18.77566
2015-12-31,18.940001,18.959999,18.67,18.67,8685100,18.48848
2016-01-04,18.309999,18.469999,18.200001,18.469999,13331700,18.290424
2016-01-05,18.469999,18.629999,18.290001,18.49,9442800,18.31023
2016-01-06,18.17,18.23,17.24,17.73,28687200,17.557619
2016-01-07,17.299999,17.610001,17.02,17.209999,17003200,17.042674
2016-01-08,17.23,17.26,16.52,16.790001,30972800,16.62676
2016-01-11,16.98,17.049999,16.4,16.68,23412700,16.517828
2016-01-12,16.93,17.200001,16.57,16.75,13943700,16.587148
2016-01-13,16.92,17.110001,16.02,16.200001,26701100,16.042496
2016-01-14,16.360001,17.030001,16.200001,16.809999,20913200,16.646564
2016-01-15,15.95,16.42,15.85,16.08,25362700,15.923662
2016-01-19,16.360001,16.76,16.32,16.450001,21473700,16.290065
2016-01-20,16.32,16.59,15.96,16.370001,27857800,16.210843
2016-01-21,16.549999,17.1,16.26,16.809999,17693100,16.646564
2016-01-22,17.18,17.360001,16.860001,17.049999,14021300,16.88423
2016-01-25,17.0,17.16,16.9,16.91,9212100,16.745592
2016-01-26,17.049999,17.48,17.0,17.35,15786700,17.181314
2016-01-27,17.299999,17.52,16.98,17.09,12590200,16.923842
2016-01-28,17.23,17.58,16.67,16.68,17497100,16.517828
2016-01-29,16.83,17.690001,16.83,17.65,18896700,17.478397
2016-02-01,17.450001,17.82,17.4,17.65,8861100,17.478397
2016-02-02,17.4,17.43,16.99,17.049999,11379600,16.88423
2016-02-03,17.42,17.43,16.879999,17.290001,9221600,17.121898
2016-02-04,17.34,17.77,17.26,17.58,13648100,17.409078
2016-02-05,17.42,17.51,16.690001,16.809999,16145200,16.646564
2016-02-08,16.559999,16.57,15.87,16.190001,15377300,16.032593
2016-02-09,15.98,16.35,15.62,16.1,13838900,15.943468
2016-02-10,16.190001,16.299999,15.95,15.99,13051600,15.834537
2016-02-11,15.72,15.94,15.44,15.64,11210400,15.48794
2016-02-12,15.8,16.139999,15.5,16.059999,8707200,15.903856
2016-02-16,16.15,16.99,16.15,16.719999,22150100,16.557439
2016-02-17,16.889999,17.27,16.780001,17.139999,11855600,16.973355
2016-02-18,17.17,17.290001,17.030001,17.17,12865500,17.003064
2016-02-19,18.5,18.85,18.23,18.379999,35168200,18.201299
2016-02-22,18.700001,18.82,18.450001,18.59,15303400,18.409258
2016-02-23,18.48,18.73,18.42,18.51,12056300,18.42917
2016-02-24,18.280001,18.719999,18.09,18.690001,10671000,18.608385
2016-02-25,18.76,18.950001,18.58,18.889999,10102000,18.80751
2016-02-26,19.0,19.02,18.809999,19.0,10634400,18.917031
2016-02-29,18.98,19.23,18.870001,18.870001,9630500,18.787599
2016-03-01,19.09,19.379999,18.99,19.370001,10150500,19.285416
2016-03-02,19.15,19.51,19.1,19.49,11373300,19.404891
2016-03-03,19.4,19.549999,19.309999,19.450001,8138300,19.365066
2016-03-04,19.549999,19.549999,19.27,19.389999,8932600,19.305327
2016-03-07,19.209999,19.5,19.190001,19.440001,9190700,19.35511
2016-03-08,19.26,19.41,18.76,18.780001,12899000,18.697992
2016-03-09,19.01,19.280001,18.940001,19.17,10108300,19.086288
2016-03-10,19.34,19.639999,19.200001,19.57,15402100,19.484541
2016-03-11,19.700001,20.1,19.6,20.040001,15394400,19.95249
2016-03-14,19.98,20.1,19.84,19.91,11496400,19.823057
2016-03-15,19.809999,19.940001,19.77,19.9,10204300,19.8131
2016-03-16,19.91,20.139999,19.83,20.049999,14361000,19.962445
2016-03-17,19.870001,20.43,19.870001,20.280001,13491100,20.191442
2016-03-18,20.35,20.530001,20.16,20.49,19742300,20.400524
2016-03-21,20.459999,20.9,20.35,20.73,13961000,20.639475
2016-03-22,20.629999,20.879999,20.5,20.780001,7568600,20.689258
2016-03-23,20.68,20.76,20.200001,20.280001,12699200,20.191442
2016-03-24,20.280001,20.32,19.709999,20.15,14108500,20.062008
2016-03-28,20.219999,20.32,20.15,20.200001,5424300,20.111791
2016-03-29,20.120001,20.68,20.040001,20.59,7850900,20.500087
2016-03-30,20.809999,21.200001,20.809999,21.040001,12446200,20.948123
2016-03-31,20.91,21.41,20.889999,21.18,14526500,21.087511
2016-04-01,20.99,21.42,20.889999,21.42,11886700,21.326463
2016-04-04,21.35,21.459999,21.139999,21.17,7935300,21.077555
2016-04-05,21.0,21.129999,20.879999,20.950001,8911600,20.858516
2016-04-06,20.77,21.120001,20.719999,21.059999,8766800,20.968034
2016-04-07,20.9,20.99,20.68,20.799999,9180800,20.709169
2016-04-08,21.040001,21.23,20.700001,20.790001,8668100,20.699215
2016-04-11,20.950001,21.17,20.92,20.940001,13810000,20.848559
2016-04-12,21.030001,21.040001,20.77,20.93,8306100,20.838603
2016-04-13,20.959999,21.379999,20.950001,21.309999,8393600,21.216943
2016-04-14,21.33,21.52,20.719999,21.48,18154200,21.3862
2016-04-15,21.469999,21.51,21.290001,21.469999,12349900,21.376244
2016-04-18,21.4,21.67,21.26,21.559999,9351900,21.465851
2016-04-19,21.379999,21.52,21.17,21.200001,12243000,21.107424
2016-04-20,21.129999,21.32,20.969999,21.139999,13615900,21.047685
2016-04-21,21.09,21.24,20.85,20.950001,8925900,20.858516
2016-04-22,20.940001,21.26,20.870001,21.1,9139300,21.007861
2016-04-25,21.02,21.129999,20.870001,20.940001,6772300,20.848559
2016-04-26,21.120001,21.450001,21.0,21.27,9230900,21.177118
2016-04-27,21.25,21.52,21.17,21.42,9512600,21.326463
2016-04-28,21.26,21.290001,20.719999,20.809999,10875700,20.719126
2016-04-29,20.65,20.67,20.17,20.469999,14884500,20.380611
2016-05-02,20.5,20.65,20.299999,20.309999,11773500,20.221309
2016-05-03,20.110001,20.34,19.98,20.1,16630800,20.012227
2016-05-04,20.0,20.02,19.709999,19.85,12115100,19.763319
2016-05-05,19.889999,19.98,19.700001,19.85,9268100,19.763319
2016-05-06,19.75,19.9,19.629999,19.870001,7069100,19.783232
2016-05-09,19.870001,20.01,19.799999,19.889999,5616400,19.803143
2016-05-10,19.9,20.0,19.790001,19.98,11661700,19.892751
2016-05-11,19.889999,20.16,19.84,20.01,20502400,19.92262
2016-05-12,20.139999,20.18,19.459999,19.629999,11787900,19.544279
2016-05-13,19.58,19.719999,19.52,19.610001,10177800,19.524367
2016-05-16,19.540001,19.98,19.540001,19.85,7795900,19.763319
2016-05-17,19.799999,19.98,19.59,19.639999,7844900,19.554235
2016-05-18,19.639999,20.1,19.59,19.92,10025000,19.833013
2016-05-19,19.790001,20.040001,19.719999,19.91,14193300,19.823057
2016-05-20,21.719999,22.780001,21.700001,22.66,53385000,22.561048
2016-05-23,22.879999,23.02,22.77,22.9,24854300,22.8
2016-05-24,22.93,23.49,22.92,23.49,19040300,23.49
2016-05-25,23.790001,23.879999,23.379999,23.66,14740200,23.66
2016-05-26,23.67,23.870001,23.6,23.73,12330500,23.73
2016-05-27,23.860001,24.58,23.799999,24.440001,18555600,24.440001
2016-05-31,24.32,24.469999,24.1,24.42,18801400,24.42
2016-06-01,24.299999,24.48,24.23,24.379999,10480900,24.379999
2016-06-02,24.5,24.65,24.440001,24.52,18034800,24.52
2016-06-03,24.41,24.469999,24.110001,24.389999,16188400,24.389999
