Date,Open_HRL,High_HRL,Low_HRL,Close_HRL,Volume_HRL,AdjClose_HRL
2015-11-04,68.099998,68.150002,66.779999,67.220001,1655200,33.363808
2015-11-05,67.290001,67.730003,67.080002,67.599998,1446000,33.552414
2015-11-06,67.43,67.519997,65.989998,66.629997,1772400,33.070966
2015-11-09,66.510002,66.730003,65.839996,66.589996,1392400,33.051113
2015-11-10,66.400002,67.230003,66.370003,67.059998,1785800,33.284392
2015-11-11,67.699997,67.809998,67.199997,67.360001,2260400,33.433295
2015-11-12,66.970001,67.300003,66.239998,66.43,1429800,32.9717
2015-11-13,66.349998,66.879997,66.029999,66.169998,1916800,32.842652
2015-11-16,66.129997,67.839996,66.050003,67.809998,2033400,33.656645
2015-11-17,68.0,68.029999,67.209999,67.629997,2147400,33.567304
2015-11-18,67.919998,68.519997,67.699997,68.449997,2046800,33.974301
2015-11-19,68.809998,69.199997,68.459999,68.839996,1511400,34.167872
2015-11-20,69.239998,69.25,68.110001,68.169998,1804200,33.835327
2015-11-23,68.489998,69.440002,68.209999,69.260002,2134800,34.376337
2015-11-24,70.419998,71.709999,69.949997,71.32,3694000,35.398791
2015-11-25,72.239998,73.970001,72.080002,73.550003,4061600,36.505625
2015-11-27,73.739998,75.199997,73.230003,75.010002,2086200,37.230277
2015-11-30,75.379997,75.440002,74.389999,74.919998,3555800,37.185605
2015-12-01,75.629997,76.449997,75.279999,75.510002,4005400,37.478446
2015-12-02,75.449997,76.089996,75.389999,75.480003,2969800,37.463556
2015-12-03,75.629997,77.010002,75.32,75.760002,4248400,37.60253
2015-12-04,75.889999,77.68,75.809998,77.589996,2650400,38.510825
2015-12-07,77.599998,77.809998,76.830002,77.459999,2129800,38.446303
2015-12-08,77.0,77.910004,76.480003,77.720001,2313200,38.575351
2015-12-09,77.959999,78.660004,76.639999,77.010002,4048600,38.222952
2015-12-10,77.080002,77.580002,76.779999,77.029999,2359600,38.232877
2015-12-11,76.449997,77.800003,76.370003,77.440002,2394800,38.436377
2015-12-14,76.519997,78.129997,76.18,77.980003,2975200,38.7044
2015-12-15,78.379997,78.730003,77.440002,78.010002,2794400,38.71929
2015-12-16,78.720001,79.970001,78.330002,79.839996,3734200,39.627584
2015-12-17,79.739998,80.209999,78.900002,79.489998,3329400,39.453867
2015-12-18,79.029999,79.410004,78.519997,78.790001,6723600,39.106432
2015-12-21,79.300003,79.790001,78.910004,79.660004,1985600,39.538247
2015-12-22,79.919998,80.529999,79.07,80.510002,2444800,39.960133
2015-12-23,80.660004,80.779999,78.699997,79.75,3599600,39.582916
2015-12-24,79.860001,80.169998,79.559998,79.82,1028800,39.617659
2015-12-28,79.629997,80.019997,79.32,80.010002,1453400,39.711965
2015-12-29,80.25,80.639999,79.940002,80.5,1699600,39.955169
2015-12-30,80.010002,80.349998,79.059998,79.660004,2154600,39.538247
2015-12-31,79.470001,79.709999,78.940002,79.080002,1879600,39.250371
2016-01-04,78.25,78.330002,77.580002,78.220001,3086000,38.82352
2016-01-05,78.550003,79.889999,78.199997,79.809998,3858400,39.612695
2016-01-06,79.010002,80.550003,78.449997,80.080002,5574800,39.746708
2016-01-07,79.110001,79.400002,77.790001,78.629997,4977400,39.027017
2016-01-08,78.949997,79.830002,78.019997,78.169998,2862200,38.798702
2016-01-11,78.449997,78.559998,77.050003,78.040001,3741400,38.734179
2016-01-12,78.760002,79.739998,78.419998,79.510002,2729200,39.463796
2016-01-13,79.629997,80.25,78.290001,78.440002,2457200,38.932715
2016-01-14,78.470001,79.330002,78.139999,78.839996,2279400,39.276455
2016-01-15,77.889999,77.959999,75.5,76.120003,5295200,37.921411
2016-01-19,77.209999,77.769997,76.260002,76.900002,4525600,38.30999
2016-01-20,76.220001,76.610001,73.739998,75.559998,4956600,37.642428
2016-01-21,75.800003,76.360001,73.949997,74.480003,3902000,37.104397
2016-01-22,75.269997,76.120003,74.889999,75.980003,2442200,37.851666
2016-01-25,76.0,76.470001,75.360001,75.519997,3080000,37.6225
2016-01-26,75.660004,77.459999,75.519997,76.830002,2476000,38.275118
2016-01-27,76.830002,77.650002,76.279999,76.610001,2320400,38.165518
2016-01-28,76.910004,79.0,76.809998,78.330002,3832800,39.022387
2016-01-29,78.839996,80.529999,78.699997,80.410004,5641200,40.058601
2016-02-01,80.580002,82.360001,80.18,82.019997,4003800,40.860666
2016-02-02,81.870003,81.870003,81.0,81.330002,4651400,40.516925
2016-02-03,82.540001,82.620003,79.620003,79.919998,4296600,39.81449
2016-02-04,79.800003,79.800003,78.230003,78.43,3218400,39.072204
2016-02-05,78.699997,79.800003,78.129997,78.940002,3932600,39.326276
2016-02-08,78.889999,81.739998,78.510002,81.400002,4050000,40.551797
2016-02-09,80.889999,83.080002,80.690002,82.860001,2217100,41.279138
2016-02-10,41.41,42.099998,41.299999,41.669998,2580500,41.518262
2016-02-11,41.43,41.93,40.669998,41.689999,3423600,41.53819
2016-02-12,41.810001,42.200001,41.099998,41.5,3707000,41.348883
2016-02-16,43.459999,45.720001,43.099998,44.439999,7179300,44.278176
2016-02-17,44.459999,44.82,43.610001,44.470001,5467300,44.30807
2016-02-18,43.77,43.939999,42.77,42.889999,4288500,42.733821
2016-02-19,42.689999,43.27,42.41,42.75,4990100,42.594332
2016-02-22,43.130001,43.209999,42.759998,43.029999,2071200,42.873311
2016-02-23,43.040001,43.700001,42.919998,43.57,2445200,43.411345
2016-02-24,43.5,43.860001,43.110001,43.709999,2407200,43.550835
2016-02-25,43.889999,44.0,43.5,43.869999,2001600,43.710252
2016-02-26,44.0,44.150002,42.869999,42.970001,2164200,42.813532
2016-02-29,42.84,43.279999,42.459999,42.509998,4085000,42.355204
2016-03-01,42.82,43.25,42.68,43.02,2430200,42.863349
2016-03-02,43.099998,43.419998,42.830002,43.349998,2140900,43.192145
2016-03-03,43.349998,44.450001,43.279999,44.09,3850500,43.929452
2016-03-04,44.009998,44.189999,43.619999,44.009998,2368600,43.849742
2016-03-07,43.73,43.799999,43.349998,43.439999,1685800,43.281818
2016-03-08,43.299999,43.959999,43.25,43.689999,1572900,43.530907
2016-03-09,43.779999,44.139999,43.619999,43.919998,2357300,43.760069
2016-03-10,43.959999,44.02,43.02,43.509998,2020700,43.351562
2016-03-11,43.799999,43.93,43.220001,43.580002,2219500,43.421311
2016-03-14,43.380001,43.91,43.259998,43.849998,1730000,43.690325
2016-03-15,43.73,44.310001,43.580002,44.080002,1688100,43.91949
2016-03-16,43.939999,44.73,43.639999,44.419998,2252800,44.258249
2016-03-17,44.34,44.380001,43.75,44.049999,2718500,43.889597
2016-03-18,44.139999,44.220001,43.560001,43.700001,3892000,43.540873
2016-03-21,43.610001,43.91,43.400002,43.630001,2004300,43.471128
2016-03-22,43.669998,43.849998,43.43,43.540001,1745400,43.381456
2016-03-23,43.48,43.990002,43.259998,43.689999,2211500,43.530907
2016-03-24,43.549999,43.84,43.080002,43.27,1434700,43.112439
2016-03-28,43.27,43.889999,43.27,43.799999,1332000,43.640507
2016-03-29,43.869999,44.68,43.830002,44.400002,2232300,44.238325
2016-03-30,44.68,44.68,43.48,43.950001,2659300,43.789963
2016-03-31,43.900002,44.040001,43.0,43.240002,2885700,43.082549
2016-04-01,43.07,43.939999,43.02,43.91,3021400,43.750107
2016-04-04,43.93,43.98,43.16,43.549999,2164700,43.391418
2016-04-05,42.580002,42.869999,41.93,42.240002,5827900,42.08619
2016-04-06,42.18,43.009998,42.16,43.0,3219400,42.843421
2016-04-07,43.029999,43.150002,42.09,42.189999,2922200,42.036369
2016-04-08,42.330002,42.349998,41.299999,41.82,3516300,41.667718
2016-04-11,41.93,42.049999,40.990002,41.169998,3462400,41.020083
2016-04-12,41.200001,41.23,40.580002,40.68,4812800,40.531869
2016-04-13,40.68,40.849998,39.490002,39.82,6597500,39.675
2016-04-14,39.619999,40.0,39.220001,39.25,4452300,39.25
2016-04-15,39.259998,39.610001,38.799999,39.459999,3544200,39.459999
2016-04-18,39.400002,39.560001,39.200001,39.400002,2058200,39.400002
2016-04-19,39.580002,39.720001,39.060001,39.470001,2317900,39.470001
2016-04-20,39.360001,39.639999,38.57,38.59,3158300,38.59
2016-04-21,38.540001,38.560001,37.630001,37.84,4104300,37.84
2016-04-22,38.0,38.060001,37.490002,37.66,3745200,37.66
2016-04-25,37.759998,38.18,37.57,37.91,2832300,37.91
2016-04-26,38.139999,38.509998,38.040001,38.240002,3435800,38.240002
2016-04-27,38.310001,39.310001,38.259998,38.57,3269000,38.57
2016-04-28,38.439999,39.02,38.419998,38.73,2465900,38.73
2016-04-29,38.57,38.830002,38.200001,38.549999,2854600,38.549999
2016-05-02,38.560001,39.169998,38.549999,38.709999,2344000,38.709999
2016-05-03,38.650002,38.830002,38.349998,38.529999,2320000,38.529999
2016-05-04,38.43,39.0,38.43,38.73,2967700,38.73
2016-05-05,38.740002,39.139999,38.080002,38.189999,3373600,38.189999
2016-05-06,38.200001,38.669998,37.860001,38.549999,2765600,38.549999
2016-05-09,38.810001,40.02,38.709999,39.740002,4685400,39.740002
2016-05-10,39.860001,40.099998,39.599998,40.0,3115200,40.0
2016-05-11,39.900002,40.34,39.889999,40.009998,3377600,40.009998
2016-05-12,40.09,40.490002,39.869999,40.209999,2594200,40.209999
2016-05-13,40.099998,40.529999,39.759998,39.900002,2117000,39.900002
2016-05-16,39.860001,40.360001,39.799999,40.240002,2906200,40.240002
2016-05-17,40.0,40.220001,38.560001,38.799999,5403200,38.799999
2016-05-18,38.639999,38.639999,35.139999,35.48,12774800,35.48
2016-05-19,35.470001,35.669998,34.759998,35.369999,8254700,35.369999
2016-05-20,35.459999,35.580002,34.73,34.860001,7716000,34.860001
2016-05-23,34.900002,35.169998,34.799999,34.869999,3291400,34.869999
2016-05-24,35.029999,35.189999,34.599998,34.799999,3385100,34.799999
2016-05-25,34.790001,34.880001,34.279999,34.610001,4454200,34.610001
2016-05-26,34.669998,35.080002,34.41,34.900002,3748900,34.900002
2016-05-27,34.950001,35.0,34.619999,34.779999,2106000,34.779999
2016-05-31,34.830002,35.130001,34.310001,34.41,4075300,34.41
2016-06-01,34.439999,34.77,34.189999,34.43,2934200,34.43
2016-06-02,34.41,34.580002,34.200001,34.279999,2493400,34.279999
2016-06-03,34.459999,34.84,34.360001,34.669998,2786800,34.669998
