Date,Open_ALLE,High_ALLE,Low_ALLE,Close_ALLE,Volume_ALLE,AdjClose_ALLE
2016-03-30,63.82,63.939999,63.040001,63.84,471100,63.84
2016-03-31,63.799999,64.290001,63.459999,63.709999,518800,63.709999
2016-04-01,63.470001,65.5,63.080002,65.379997,889400,65.379997
2016-04-04,65.370003,65.839996,64.669998,64.860001,453800,64.860001
2016-04-05,64.550003,65.220001,64.07,64.699997,976200,64.699997
2016-04-06,64.860001,66.279999,64.68,66.209999,1072000,66.209999
2016-04-07,65.989998,65.989998,63.77,63.970001,1016500,63.970001
2016-04-08,64.529999,64.760002,63.91,64.059998,429400,64.059998
2016-04-11,64.550003,64.720001,63.290001,63.41,577400,63.41
2016-04-12,63.439999,63.990002,63.130001,63.41,572500,63.41
2016-04-13,63.639999,64.330002,63.349998,64.279999,746400,64.279999
2016-04-14,64.220001,64.269997,63.509998,63.700001,463400,63.700001
2016-04-15,63.580002,63.830002,63.32,63.77,340100,63.77
2016-04-18,63.509998,64.559998,63.5,64.25,315900,64.25
2016-04-19,64.349998,64.589996,63.75,63.880001,457700,63.880001
2016-04-20,63.990002,64.220001,63.580002,63.91,341000,63.91
2016-04-21,63.950001,64.379997,63.139999,63.240002,359500,63.240002
2016-04-22,63.330002,64.290001,63.259998,64.239998,557300,64.239998
2016-04-25,64.309998,64.739998,63.93,64.699997,534200,64.699997
2016-04-26,65.0,65.760002,64.879997,65.669998,778800,65.669998
2016-04-27,65.849998,66.910004,65.470001,66.830002,994100,66.830002
2016-04-28,63.950001,66.199997,63.66,65.239998,1752400,65.239998
2016-04-29,65.230003,65.540001,64.57,65.449997,958100,65.449997
2016-05-02,65.489998,67.120003,65.339996,66.5,993300,66.5
2016-05-03,66.300003,66.440002,65.400002,65.690002,821900,65.690002
2016-05-04,65.370003,65.610001,64.830002,65.459999,539000,65.459999
2016-05-05,65.489998,65.779999,64.900002,65.370003,769500,65.370003
2016-05-06,65.370003,66.050003,64.800003,66.010002,372400,66.010002
2016-05-09,65.980003,66.529999,65.690002,66.169998,439600,66.169998
2016-05-10,66.580002,67.019997,66.269997,66.940002,327500,66.940002
2016-05-11,66.940002,67.239998,65.889999,65.940002,280300,65.940002
2016-05-12,66.290001,66.43,65.550003,66.129997,306900,66.129997
2016-05-13,66.010002,66.940002,65.559998,66.010002,541500,66.010002
2016-05-16,66.080002,66.669998,65.68,66.339996,475200,66.339996
2016-05-17,66.43,67.110001,65.970001,66.830002,922100,66.830002
2016-05-18,66.730003,67.449997,66.220001,67.18,713300,67.18
2016-05-19,66.68,67.410004,66.470001,67.209999,1227900,67.209999
2016-05-20,67.690002,68.610001,67.269997,67.360001,583100,67.360001
2016-05-23,67.389999,67.400002,66.839996,67.220001,447400,67.220001
2016-05-24,67.699997,68.449997,67.07,68.120003,504500,68.120003
2016-05-25,68.449997,68.459999,67.440002,67.949997,824900,67.949997
2016-05-26,67.949997,68.330002,67.690002,67.730003,329900,67.730003
2016-05-27,67.760002,68.489998,67.720001,67.989998,425500,67.989998
2016-05-31,68.07,68.349998,67.349998,67.639999,550700,67.639999
2016-06-01,67.480003,68.260002,67.029999,68.190002,638100,68.190002
2016-06-02,68.029999,68.18,67.510002,68.129997,575400,68.129997
2016-06-03,67.860001,68.110001,67.339996,67.889999,333500,67.889999
