Date,Open_UPS,High_UPS,Low_UPS,Close_UPS,Volume_UPS,AdjClose_UPS
2015-09-22,98.489998,99.279999,98.050003,98.510002,3606800,96.308725
2015-09-23,98.349998,98.489998,97.57,97.57,3395600,95.389728
2015-09-24,97.190002,97.940002,96.559998,97.5,3826000,95.321292
2015-09-25,98.080002,99.529999,97.68,98.760002,3294200,96.553139
2015-09-28,97.919998,98.480003,97.190002,97.269997,2499000,95.096428
2015-09-29,97.239998,98.309998,96.93,98.139999,2616000,95.94699
2015-09-30,98.949997,99.300003,97.980003,98.690002,2985000,96.484703
2015-10-01,99.0,99.110001,97.82,98.580002,3053300,96.377161
2015-10-02,97.059998,99.379997,96.959999,99.379997,3554600,97.159279
2015-10-05,99.75,101.989998,99.75,101.529999,3088100,99.261238
2015-10-06,101.900002,101.940002,100.809998,101.43,2339000,99.163474
2015-10-07,101.989998,102.980003,101.440002,102.239998,2901800,99.955371
2015-10-08,102.209999,103.540001,102.07,103.379997,2689600,101.069897
2015-10-09,103.379997,104.18,103.290001,103.68,2418200,101.363196
2015-10-12,103.580002,104.410004,103.349998,104.410004,1792500,102.076887
2015-10-13,103.650002,104.589996,103.279999,103.300003,3060800,100.99169
2015-10-14,103.349998,103.639999,102.550003,102.860001,2227500,100.56152
2015-10-15,103.349998,103.980003,102.919998,103.800003,2847400,101.480517
2015-10-16,104.059998,104.190002,103.339996,103.949997,2077900,101.627159
2015-10-19,103.550003,104.32,103.550003,104.260002,2296800,101.930237
2015-10-20,103.989998,104.769997,103.849998,104.559998,2248700,102.223529
2015-10-21,104.82,106.419998,104.82,105.260002,3286500,102.907891
2015-10-22,105.809998,106.620003,105.650002,106.43,3570200,104.051745
2015-10-23,107.25,107.25,105.470001,106.800003,4060200,104.41348
2015-10-26,106.940002,107.32,105.959999,106.18,3486800,103.807332
2015-10-27,102.790001,104.559998,101.959999,103.099998,5144600,100.796155
2015-10-28,103.190002,103.400002,101.769997,102.629997,3542700,100.336656
2015-10-29,102.769997,103.620003,102.389999,103.470001,2762500,101.157889
2015-10-30,103.470001,103.769997,102.93,103.019997,3232500,100.71794
2015-11-02,103.010002,104.730003,103.0,104.57,2648200,102.233308
2015-11-03,104.279999,105.029999,103.730003,104.480003,2785900,102.145322
2015-11-04,104.639999,104.760002,103.720001,104.0,2817500,101.676045
2015-11-05,104.120003,104.650002,103.709999,104.230003,2540900,101.900909
2015-11-06,103.769997,105.029999,103.370003,104.989998,2877700,102.643921
2015-11-09,104.5,104.769997,103.5,104.010002,3416800,101.685824
2015-11-10,103.980003,104.919998,103.589996,104.339996,2148900,102.008444
2015-11-11,104.589996,105.370003,103.949997,104.800003,2581000,102.458171
2015-11-12,103.489998,103.650002,102.449997,102.599998,3296100,101.010933
2015-11-13,103.139999,103.139999,101.43,101.779999,3114400,100.203633
2015-11-16,101.709999,103.18,101.639999,103.139999,2226500,101.54257
2015-11-17,103.349998,104.239998,102.82,103.139999,2098200,101.54257
2015-11-18,103.220001,103.860001,102.599998,103.68,2141600,102.074208
2015-11-19,104.0,104.690002,103.639999,104.099998,1552700,102.487701
2015-11-20,104.580002,105.0,103.940002,104.099998,2646800,102.487701
2015-11-23,104.129997,104.589996,103.269997,103.589996,2290400,101.985598
2015-11-24,103.07,103.739998,102.669998,103.400002,1557700,101.798546
2015-11-25,103.360001,103.650002,103.040001,103.489998,1354700,101.887148
2015-11-27,103.790001,104.410004,103.709999,104.18,954100,102.566464
2015-11-30,104.050003,104.400002,103.0,103.010002,3998700,101.414586
2015-12-01,103.459999,104.5,103.150002,104.379997,3424200,102.763363
2015-12-02,103.730003,103.93,103.040001,103.300003,3577100,101.700096
2015-12-03,103.440002,103.730003,101.900002,102.290001,3927900,100.705737
2015-12-04,102.440002,103.389999,102.209999,103.260002,3560900,101.660714
2015-12-07,103.0,103.260002,101.919998,102.449997,2521500,100.863255
2015-12-08,101.709999,101.989998,100.800003,101.160004,3738100,99.593241
2015-12-09,101.120003,101.940002,100.089996,100.459999,3118900,98.904078
2015-12-10,100.550003,101.410004,100.370003,100.449997,3232400,98.894231
2015-12-11,98.800003,99.0,97.260002,97.459999,5746600,95.950542
2015-12-14,97.459999,97.910004,95.82,97.870003,4132600,96.354195
2015-12-15,98.540001,99.57,98.120003,98.900002,3427100,97.368241
2015-12-16,99.589996,100.860001,99.18,100.510002,3483100,98.953306
2015-12-17,102.400002,102.459999,99.980003,100.0,4792100,98.451203
2015-12-18,98.919998,99.089996,96.900002,98.0,7053500,96.482179
2015-12-21,98.510002,98.800003,96.339996,96.889999,3311100,95.38937
2015-12-22,97.550003,98.300003,96.610001,98.0,2458600,96.482179
2015-12-23,97.480003,97.690002,96.879997,97.239998,4812200,95.733948
2015-12-24,96.989998,97.709999,96.690002,97.339996,1497600,95.832397
2015-12-28,97.150002,97.269997,96.300003,97.0,2274600,95.497667
2015-12-29,97.309998,97.860001,97.160004,97.720001,1688900,96.206517
2015-12-30,97.5,97.709999,97.029999,97.089996,1727300,95.586269
2015-12-31,96.900002,97.059998,96.010002,96.230003,2178600,94.739596
2016-01-04,95.339996,95.400002,94.059998,94.839996,3730800,93.371117
2016-01-05,94.839996,96.099998,94.519997,95.779999,2839600,94.296561
2016-01-06,94.889999,95.540001,94.099998,94.419998,2443000,92.957624
2016-01-07,93.029999,93.970001,92.269997,92.599998,3790800,91.165813
2016-01-08,92.839996,93.0,91.209999,91.389999,3941100,89.974554
2016-01-11,91.779999,91.940002,90.709999,91.660004,3484000,90.240376
2016-01-12,91.660004,93.099998,91.660004,93.0,4436200,91.559619
2016-01-13,93.32,93.769997,90.099998,90.610001,4274500,89.206636
2016-01-14,90.809998,91.889999,89.599998,91.150002,4001900,89.738273
2016-01-15,89.57,90.110001,88.419998,90.040001,5459500,88.645464
2016-01-19,90.839996,91.449997,89.580002,90.349998,3772000,88.950661
2016-01-20,89.059998,89.400002,87.300003,88.699997,4836900,87.326214
2016-01-21,88.809998,90.190002,87.919998,89.07,3467600,87.690486
2016-01-22,90.269997,90.690002,89.309998,89.900002,2866000,88.507633
2016-01-25,89.970001,90.260002,89.160004,89.419998,2069800,88.035064
2016-01-26,89.919998,91.32,89.879997,90.93,2307700,89.521679
2016-01-27,91.010002,92.139999,90.370003,90.870003,3333900,89.462611
2016-01-28,90.970001,91.610001,90.260002,91.0,2286100,89.590595
2016-01-29,91.629997,93.25,91.629997,93.199997,5220900,91.756518
2016-02-01,92.040001,94.5,92.040001,94.080002,5521800,92.622894
2016-02-02,95.110001,96.0,94.010002,94.690002,7634600,93.223447
2016-02-03,95.230003,95.730003,93.970001,95.330002,4857500,93.853534
2016-02-04,95.330002,97.0,95.169998,96.25,5545600,94.759283
2016-02-05,95.870003,96.68,95.080002,95.370003,4273300,93.892915
2016-02-08,94.389999,97.419998,94.32,97.300003,4545100,95.793024
2016-02-09,96.349998,98.910004,96.309998,97.529999,5427500,96.019457
2016-02-10,97.540001,98.0,95.889999,96.120003,3634400,94.631299
2016-02-11,94.599998,95.699997,94.220001,95.089996,3897000,93.617245
2016-02-12,96.25,97.32,95.910004,97.25,3266700,95.743795
2016-02-16,97.910004,99.019997,97.510002,98.559998,3205700,97.033503
2016-02-17,98.809998,99.5,98.279999,98.300003,3004300,96.777536
2016-02-18,97.82,98.050003,97.239998,97.459999,2654700,96.717989
2016-02-19,97.220001,97.489998,96.489998,97.370003,2313000,96.628678
2016-02-22,97.370003,98.910004,97.370003,98.019997,2574300,97.273723
2016-02-23,97.110001,97.220001,96.010002,96.970001,3699700,96.231722
2016-02-24,96.190002,97.029999,95.330002,96.870003,2366700,96.132485
2016-02-25,97.160004,97.849998,96.480003,97.720001,2146400,96.976012
2016-02-26,97.970001,98.519997,97.410004,97.440002,2372900,96.698145
2016-02-29,97.440002,97.709999,96.510002,96.550003,3124000,95.814922
2016-03-01,97.43,98.449997,97.029999,98.360001,2666900,97.611139
2016-03-02,98.089996,98.970001,98.07,98.769997,2605000,98.018013
2016-03-03,98.440002,99.769997,98.349998,99.620003,2541400,98.861548
2016-03-04,99.550003,101.220001,99.510002,100.400002,3789700,99.635608
2016-03-07,99.959999,101.370003,99.769997,101.300003,3349700,100.528757
2016-03-08,100.540001,101.639999,100.370003,100.620003,2985100,99.853934
2016-03-09,99.5,100.150002,98.889999,99.559998,3442800,98.801999
2016-03-10,100.059998,100.059998,98.849998,99.870003,2455200,99.109644
2016-03-11,100.169998,101.099998,100.169998,100.82,2315100,100.052409
2016-03-14,100.559998,101.599998,100.480003,101.290001,2097100,100.518832
2016-03-15,100.970001,101.540001,100.589996,101.419998,1796300,100.647839
2016-03-16,101.199997,102.129997,100.699997,101.669998,2252200,100.895936
2016-03-17,103.129997,104.379997,102.599998,103.75,4641200,102.960101
2016-03-18,103.900002,105.410004,103.830002,104.989998,4963700,104.190659
2016-03-21,104.620003,105.470001,104.43,105.150002,2789700,104.349444
2016-03-22,104.459999,105.32,104.309998,104.860001,2482600,104.061651
2016-03-23,104.739998,105.209999,104.559998,104.879997,2210400,104.081495
2016-03-24,104.330002,105.489998,104.309998,105.43,1996700,104.627311
2016-03-28,105.379997,105.57,104.879997,105.059998,1930900,104.260125
2016-03-29,104.919998,106.300003,104.620003,106.099998,1988400,105.292208
2016-03-30,106.360001,106.610001,105.669998,105.730003,2277700,104.92503
2016-03-31,105.650002,105.900002,105.260002,105.470001,3303900,104.667007
2016-04-01,104.919998,105.32,104.410004,104.949997,2764400,104.150962
2016-04-04,105.040001,105.739998,104.650002,104.879997,2796200,104.081495
2016-04-05,104.400002,104.739998,103.739998,103.919998,2178700,103.128805
2016-04-06,104.019997,104.830002,103.470001,104.669998,2411100,103.873095
2016-04-07,103.889999,104.449997,103.410004,103.989998,2107700,103.198272
2016-04-08,104.480003,105.32,104.040001,104.309998,1735100,103.515835
2016-04-11,104.610001,105.309998,103.800003,103.860001,1922500,103.069265
2016-04-12,104.07,105.629997,104.0,105.230003,2555700,104.428837
2016-04-13,105.57,106.160004,105.470001,105.540001,2000900,104.736474
2016-04-14,105.620003,105.980003,104.800003,105.080002,2092000,104.279977
2016-04-15,105.279999,105.980003,105.129997,105.540001,2668400,104.736474
2016-04-18,105.510002,106.260002,105.080002,106.18,1333400,105.371601
2016-04-19,106.260002,107.010002,106.169998,106.839996,2032000,106.026572
2016-04-20,106.949997,107.209999,106.139999,106.169998,1952800,105.361675
2016-04-21,105.800003,106.07,104.93,104.989998,2187300,104.190659
2016-04-22,105.400002,106.0,105.190002,105.519997,2166400,104.716622
2016-04-25,105.089996,105.309998,104.419998,105.07,1732100,104.270051
2016-04-26,105.330002,106.349998,105.309998,106.230003,2216300,105.421223
2016-04-27,106.279999,106.830002,105.449997,106.459999,2871900,105.649468
2016-04-28,105.099998,106.540001,104.059998,104.910004,4210000,104.111273
2016-04-29,104.629997,105.440002,104.370003,105.07,2516700,104.270051
2016-05-02,105.32,105.599998,104.580002,104.760002,2905300,103.962414
2016-05-03,104.18,104.580002,103.160004,104.379997,2171900,103.585302
2016-05-04,103.639999,104.0,103.0,103.110001,2524800,102.324975
2016-05-05,103.300003,103.43,101.989998,102.139999,3945400,101.362359
2016-05-06,102.379997,102.660004,100.639999,102.110001,3658500,101.332588
2016-05-09,102.279999,102.879997,102.0,102.690002,2476200,101.908174
2016-05-10,102.690002,103.669998,102.690002,103.650002,2346300,102.860864
2016-05-11,103.830002,104.07,102.449997,102.449997,2646500,101.669996
2016-05-12,102.120003,102.370003,100.720001,101.790001,3391700,101.790001
2016-05-13,101.669998,102.150002,100.129997,100.660004,2838500,100.660004
2016-05-16,100.82,101.949997,100.68,101.650002,2113900,101.650002
2016-05-17,101.580002,102.349998,100.720001,101.089996,2465100,101.089996
2016-05-18,100.839996,101.830002,100.050003,101.300003,3444600,101.300003
2016-05-19,100.75,101.860001,100.459999,101.290001,2475700,101.290001
2016-05-20,101.629997,102.400002,101.339996,101.510002,2873900,101.510002
2016-05-23,101.779999,101.800003,101.010002,101.089996,2416600,101.089996
2016-05-24,101.5,102.349998,101.480003,101.980003,2444600,101.980003
2016-05-25,102.150002,102.669998,102.150002,102.300003,1650500,102.300003
2016-05-26,102.550003,102.800003,102.199997,102.449997,1820700,102.449997
2016-05-27,102.809998,103.32,102.610001,102.980003,1942900,102.980003
2016-05-31,103.379997,103.620003,102.839996,103.089996,3092500,103.089996
2016-06-01,103.080002,103.099998,102.330002,102.889999,1762600,102.889999
2016-06-02,102.739998,103.199997,102.690002,103.050003,2229400,103.050003
2016-06-03,102.620003,103.25,101.949997,103.120003,2000000,103.120003
