Date,Open_CPB,High_CPB,Low_CPB,Close_CPB,Volume_CPB,AdjClose_CPB
2016-02-01,56.400002,57.080002,56.209999,56.860001,1938200,56.585384
2016-02-02,56.5,56.849998,56.169998,56.310001,1617300,56.038041
2016-02-03,56.41,56.919998,55.759998,56.290001,2151300,56.018137
2016-02-04,56.18,56.310001,54.970001,55.34,1870400,55.072724
2016-02-05,55.439999,55.880001,55.189999,55.84,1910700,55.570309
2016-02-08,55.75,56.389999,55.330002,56.23,1873000,55.958425
2016-02-09,55.75,57.330002,55.75,57.209999,2572900,56.933692
2016-02-10,57.560001,58.630001,57.27,57.889999,1720500,57.610408
2016-02-11,57.07,57.610001,56.25,57.330002,3216100,57.053115
2016-02-12,57.540001,58.369999,57.450001,58.240002,1658600,57.95872
2016-02-16,58.689999,59.470001,58.16,59.439999,2028100,59.152921
2016-02-17,61.259998,61.599998,59.73,60.900002,4338100,60.605872
2016-02-18,61.25,61.459999,60.150002,60.959999,2288800,60.66558
2016-02-19,60.82,61.419998,60.259998,60.939999,2063300,60.645676
2016-02-22,61.650002,61.650002,60.389999,60.75,1584800,60.456595
2016-02-23,60.779999,61.09,60.369999,60.900002,1151800,60.605872
2016-02-24,60.290001,60.73,59.919998,60.529999,2007900,60.237657
2016-02-25,61.450001,62.639999,60.07,62.619999,2386800,62.317563
2016-02-26,62.619999,63.939999,61.810001,61.98,3246300,61.680654
2016-02-29,62.0,62.540001,61.549999,61.75,2920600,61.451766
2016-03-01,62.200001,62.209999,60.650002,61.110001,2996100,60.814857
2016-03-02,61.110001,61.470001,60.040001,61.459999,2468200,61.163165
2016-03-03,61.299999,61.91,60.98,61.869999,1909100,61.571185
2016-03-04,61.889999,62.310001,61.48,61.950001,1531300,61.650801
2016-03-07,61.639999,62.439999,61.330002,62.049999,1541900,61.750316
2016-03-08,61.880001,62.91,61.599998,62.509998,1501300,62.208093
2016-03-09,62.549999,63.25,62.41,63.25,2191000,62.944521
2016-03-10,63.279999,63.380001,62.389999,63.09,1832000,62.785294
2016-03-11,63.470001,64.220001,62.950001,63.990002,2165500,63.680949
2016-03-14,63.66,63.900002,63.150002,63.509998,1914000,63.203264
2016-03-15,63.130001,64.029999,62.75,63.66,1780600,63.352541
2016-03-16,63.669998,64.510002,62.91,64.25,1591200,63.939691
2016-03-17,64.150002,64.639999,64.07,64.370003,1637200,64.059115
2016-03-18,64.370003,64.809998,64.029999,64.339996,5187000,64.029253
2016-03-21,64.300003,64.650002,63.790001,64.309998,1495000,63.999399
2016-03-22,64.269997,64.5,63.209999,63.299999,2221600,62.994279
2016-03-23,63.389999,63.82,62.959999,63.43,2699200,63.123652
2016-03-24,63.150002,63.619999,62.93,63.169998,1745500,62.864906
2016-03-28,63.169998,63.880001,63.169998,63.380001,1194800,63.073894
2016-03-29,63.43,64.459999,63.389999,64.169998,1621700,63.860076
2016-03-30,64.309998,64.529999,63.419998,64.160004,1323700,63.85013
2016-03-31,64.050003,64.370003,63.630001,63.790001,1202300,63.481914
2016-04-01,63.400002,65.220001,63.400002,65.160004,1971100,64.8453
2016-04-04,65.150002,65.470001,64.089996,65.470001,2020400,65.1538
2016-04-05,65.410004,65.480003,64.190002,64.400002,2785200,64.088969
2016-04-06,64.459999,64.610001,64.120003,64.599998,1940800,64.288
2016-04-07,64.0,64.300003,63.41,63.860001,2127400,63.860001
2016-04-08,63.919998,64.209999,63.549999,64.209999,1703600,64.209999
2016-04-11,64.459999,64.660004,63.75,63.889999,1033100,63.889999
2016-04-12,63.990002,64.230003,63.59,63.98,1070200,63.98
2016-04-13,64.0,64.059998,62.48,62.810001,2132100,62.810001
2016-04-14,62.549999,62.880001,61.68,61.759998,2396200,61.759998
2016-04-15,61.849998,62.310001,61.630001,62.02,2382200,62.02
2016-04-18,62.009998,62.560001,61.580002,62.34,1589100,62.34
2016-04-19,62.48,62.549999,61.700001,61.82,1603300,61.82
2016-04-20,61.91,62.0,61.299999,61.400002,1612800,61.400002
2016-04-21,61.259998,61.279999,59.75,59.830002,2386200,59.830002
2016-04-22,59.810001,60.709999,59.740002,60.639999,1581100,60.639999
2016-04-25,60.389999,61.34,60.110001,61.040001,1218800,61.040001
2016-04-26,61.0,61.34,60.720001,60.990002,1125400,60.990002
2016-04-27,61.139999,61.860001,61.009998,61.639999,1206100,61.639999
2016-04-28,61.200001,61.919998,61.139999,61.490002,882500,61.490002
2016-04-29,61.18,61.849998,61.060001,61.709999,1190000,61.709999
2016-05-02,61.700001,62.830002,61.650002,62.650002,1352200,62.650002
2016-05-03,62.25,62.68,61.849998,62.119999,1431900,62.119999
2016-05-04,61.810001,62.68,61.599998,62.369999,1703000,62.369999
2016-05-05,62.41,63.279999,62.360001,63.060001,1227500,63.060001
2016-05-06,63.07,63.919998,62.810001,63.919998,1467400,63.919998
2016-05-09,64.019997,65.089996,63.91,64.940002,1948200,64.940002
2016-05-10,65.300003,65.57,64.949997,65.43,1716700,65.43
2016-05-11,65.190002,65.699997,65.099998,65.459999,1653800,65.459999
2016-05-12,65.669998,66.75,65.470001,66.5,1425100,66.5
2016-05-13,66.400002,66.559998,65.699997,66.099998,1417100,66.099998
2016-05-16,66.0,66.129997,65.660004,65.879997,2030100,65.879997
2016-05-17,65.559998,65.989998,63.73,63.810001,2530600,63.810001
2016-05-18,63.470001,63.970001,62.279999,63.470001,2653400,63.470001
2016-05-19,63.299999,64.129997,62.919998,63.98,2955800,63.98
2016-05-20,61.150002,62.200001,59.509998,59.900002,8508600,59.900002
2016-05-23,60.0,60.73,59.759998,59.900002,3898300,59.900002
2016-05-24,60.16,60.959999,59.98,60.91,3625300,60.91
2016-05-25,60.900002,61.0,60.310001,60.650002,2381400,60.650002
2016-05-26,60.810001,61.580002,60.650002,61.259998,1685200,61.259998
2016-05-27,61.330002,61.650002,60.869999,61.189999,1450800,61.189999
2016-05-31,61.290001,61.439999,60.220001,60.57,3296200,60.57
2016-06-01,60.639999,61.299999,60.580002,61.060001,2689700,61.060001
2016-06-02,61.060001,61.07,60.259998,60.73,1623600,60.73
2016-06-03,60.790001,61.860001,60.68,61.689999,1931200,61.689999
