Date,Open_BBY,High_BBY,Low_BBY,Close_BBY,Volume_BBY,AdjClose_BBY
2016-02-03,28.290001,28.450001,27.51,28.33,3926200,27.711736
2016-02-04,27.82,28.530001,27.5,28.360001,4899500,27.741082
2016-02-05,28.280001,28.66,27.77,28.200001,4411400,27.584574
2016-02-08,27.98,28.83,27.950001,28.620001,6393400,27.995408
2016-02-09,28.48,28.83,27.51,27.92,5332100,27.310684
2016-02-10,27.940001,28.200001,27.200001,27.299999,6427600,26.704214
2016-02-11,26.969999,27.4,26.719999,26.93,6681600,26.34229
2016-02-12,26.4,28.190001,26.1,28.120001,6537500,27.50632
2016-02-16,28.34,29.58,28.02,29.5,6455500,28.856202
2016-02-17,29.799999,30.33,29.690001,30.049999,5140800,29.394199
2016-02-18,29.690001,30.91,29.58,30.75,6295300,30.078923
2016-02-19,29.799999,30.27,29.35,29.950001,8596900,29.296383
2016-02-22,30.040001,31.200001,30.040001,30.73,5461200,30.059359
2016-02-23,30.969999,31.450001,30.67,30.92,5160500,30.245213
2016-02-24,30.27,31.59,29.389999,31.469999,8066900,30.783209
2016-02-25,32.200001,32.459999,30.48,32.240002,10234800,31.536407
2016-02-26,32.119999,32.66,31.379999,32.450001,6971300,31.741823
2016-02-29,32.5,32.830002,32.07,32.389999,4335000,31.683132
2016-03-01,32.75,33.07,32.34,33.040001,4975500,32.318948
2016-03-02,33.060001,33.240002,32.439999,33.099998,4226300,32.377636
2016-03-03,33.27,33.560001,32.709999,33.52,4396300,32.788472
2016-03-04,33.360001,33.970001,33.18,33.57,4125600,32.83738
2016-03-07,33.389999,34.599998,33.25,34.349998,3888400,33.600356
2016-03-08,34.529999,34.950001,33.75,34.040001,4936500,33.297124
2016-03-09,34.34,34.439999,33.84,34.139999,3654400,33.39494
2016-03-10,34.349998,34.450001,33.75,34.360001,4645600,33.61014
2016-03-11,34.580002,34.599998,33.82,34.119999,4985600,33.375376
2016-03-14,33.830002,34.029999,33.360001,33.450001,6037600,32.72
2016-03-15,32.560001,32.669998,31.700001,31.790001,7213300,31.790001
2016-03-16,31.780001,32.169998,31.629999,32.040001,5581400,32.040001
2016-03-17,31.860001,32.57,31.6,32.240002,7592500,32.240002
2016-03-18,32.349998,32.560001,32.16,32.52,7585300,32.52
2016-03-21,32.360001,32.580002,32.049999,32.209999,3328700,32.209999
2016-03-22,32.25,32.299999,31.51,31.780001,3827900,31.780001
2016-03-23,32.0,32.0,31.389999,31.42,2515200,31.42
2016-03-24,31.440001,31.66,31.01,31.290001,2996700,31.290001
2016-03-28,31.290001,31.709999,31.24,31.379999,2823000,31.379999
2016-03-29,31.719999,31.76,31.18,31.700001,4111900,31.700001
2016-03-30,31.65,32.029999,31.4,31.57,3078000,31.57
2016-03-31,31.93,32.98,31.92,32.439999,6352100,32.439999
2016-04-01,32.169998,32.380001,31.6,32.119999,4063300,32.119999
2016-04-04,32.150002,32.560001,31.889999,31.9,3586800,31.9
2016-04-05,31.799999,31.91,31.200001,31.219999,3117800,31.219999
2016-04-06,31.15,31.23,30.879999,31.15,3433000,31.15
2016-04-07,31.07,31.23,30.09,30.219999,3999600,30.219999
2016-04-08,30.309999,30.540001,30.049999,30.110001,2811800,30.110001
2016-04-11,30.1,30.84,30.1,30.540001,3554200,30.540001
2016-04-12,30.620001,30.83,29.809999,30.82,4794600,30.82
2016-04-13,30.959999,32.200001,30.959999,32.16,5117000,32.16
2016-04-14,32.23,32.490002,31.93,32.330002,3473600,32.330002
2016-04-15,32.349998,32.73,32.240002,32.400002,3866700,32.400002
2016-04-18,32.279999,32.869999,32.279999,32.779999,2514200,32.779999
2016-04-19,32.75,33.130001,32.669998,32.900002,2664200,32.900002
2016-04-20,32.959999,33.369999,32.799999,33.119999,3461000,33.119999
2016-04-21,33.09,33.470001,32.84,32.860001,2898200,32.860001
2016-04-22,32.869999,33.380001,32.849998,33.220001,2026000,33.220001
2016-04-25,32.98,33.060001,32.369999,32.470001,3178300,32.470001
2016-04-26,32.560001,33.200001,32.529999,33.150002,2033400,33.150002
2016-04-27,32.32,33.66,32.200001,33.48,4879100,33.48
2016-04-28,33.189999,33.43,32.57,32.650002,2497400,32.650002
2016-04-29,32.59,32.709999,31.870001,32.080002,2898300,32.080002
2016-05-02,32.290001,32.490002,31.6,32.27,3118100,32.27
2016-05-03,32.07,32.07,31.299999,31.74,3448400,31.74
2016-05-04,31.59,31.799999,31.190001,31.5,2971600,31.5
2016-05-05,31.34,31.700001,30.969999,31.610001,3463200,31.610001
2016-05-06,31.83,32.25,31.469999,31.98,2720400,31.98
2016-05-09,32.02,32.740002,31.92,32.66,3290700,32.66
2016-05-10,32.709999,33.060001,32.240002,32.970001,3457100,32.970001
2016-05-11,32.689999,32.689999,31.450001,31.530001,3997100,31.530001
2016-05-12,31.690001,31.719999,30.85,31.25,4018900,31.25
2016-05-13,30.84,31.73,30.74,30.950001,4513900,30.950001
2016-05-16,30.93,31.99,30.92,31.719999,3889100,31.719999
2016-05-17,31.74,32.66,31.610001,31.889999,4494400,31.889999
2016-05-18,30.889999,31.25,30.35,30.75,7425200,30.75
2016-05-19,30.799999,31.559999,30.77,31.530001,4936300,31.530001
2016-05-20,31.5,32.41,31.5,32.34,4733800,32.34
2016-05-23,32.560001,33.220001,32.360001,33.0,9750400,33.0
2016-05-24,31.27,31.74,30.049999,30.549999,30016600,30.549999
2016-05-25,30.299999,32.25,30.26,32.07,13456300,32.07
2016-05-26,32.349998,32.599998,31.790001,31.950001,6096200,31.950001
2016-05-27,31.93,32.310001,31.879999,32.029999,4508400,32.029999
2016-05-31,32.23,32.360001,31.969999,32.169998,4846500,32.169998
2016-06-01,32.169998,32.5,32.02,32.220001,3656000,32.220001
2016-06-02,32.150002,32.68,32.049999,32.459999,3691300,32.459999
2016-06-03,32.360001,32.48,31.790001,32.349998,2876800,32.349998
