Date,Open_TGT,High_TGT,Low_TGT,Close_TGT,Volume_TGT,AdjClose_TGT
2015-10-30,76.169998,77.919998,76.089996,77.18,4952700,75.37293
2015-11-02,77.0,77.470001,75.519997,77.260002,4147100,75.451058
2015-11-03,77.379997,78.5,77.199997,78.230003,3740800,76.398348
2015-11-04,78.699997,78.699997,76.599998,77.389999,3726700,75.578012
2015-11-05,77.139999,78.209999,76.599998,78.150002,3217600,76.320219
2015-11-06,78.160004,78.480003,76.43,77.220001,4483400,75.411994
2015-11-09,77.389999,77.540001,74.919998,76.230003,5529800,74.445176
2015-11-10,76.419998,77.910004,76.0,77.190002,3943700,75.382698
2015-11-11,76.400002,76.629997,73.949997,74.870003,7441100,73.117018
2015-11-12,74.849998,75.769997,74.330002,74.93,5801900,73.17561
2015-11-13,73.709999,73.709999,71.540001,71.889999,8161000,70.206787
2015-11-16,71.199997,72.379997,70.800003,72.309998,8938200,71.171353
2015-11-17,71.199997,74.379997,71.199997,72.910004,9077600,71.761911
2015-11-18,71.639999,71.980003,68.150002,69.779999,25042800,68.681193
2015-11-19,70.0,71.480003,69.849998,70.550003,8337100,69.439072
2015-11-20,71.110001,71.650002,70.589996,70.830002,5994100,69.714662
2015-11-23,71.059998,72.900002,71.0,72.279999,5454100,71.141826
2015-11-24,71.870003,73.160004,71.760002,72.889999,4802400,71.742222
2015-11-25,73.220001,73.620003,72.949997,73.160004,5598700,72.007974
2015-11-27,73.559998,73.879997,72.82,73.440002,2596100,72.283564
2015-11-30,73.779999,73.779999,72.120003,72.5,7748900,71.358363
2015-12-01,73.07,73.43,72.25,72.809998,4361100,71.663479
2015-12-02,72.800003,73.010002,71.860001,71.93,5571100,70.797339
2015-12-03,72.010002,73.239998,71.760002,73.190002,7226800,72.037501
2015-12-04,73.120003,74.239998,73.110001,73.900002,6492900,72.736319
2015-12-07,73.5,74.260002,73.150002,73.389999,4991800,72.234348
2015-12-08,73.080002,73.360001,72.489998,72.660004,3839500,71.515847
2015-12-09,72.25,72.989998,71.169998,72.010002,4235900,70.876081
2015-12-10,72.349998,73.050003,72.099998,72.370003,4234600,71.230413
2015-12-11,71.790001,72.550003,71.300003,71.839996,3764900,70.708753
2015-12-14,71.830002,72.989998,71.629997,72.720001,4721100,71.5749
2015-12-15,73.059998,74.25,72.769997,72.980003,4573600,71.830808
2015-12-16,73.029999,74.040001,73.0,73.800003,3959100,72.637896
2015-12-17,73.800003,74.040001,72.059998,72.330002,6749900,71.191042
2015-12-18,71.860001,72.18,70.699997,71.370003,7597700,70.24616
2015-12-21,71.510002,71.959999,71.080002,71.709999,3727800,70.580802
2015-12-22,72.089996,72.940002,71.870003,72.610001,3524500,71.466632
2015-12-23,73.040001,73.800003,72.940002,73.650002,2592900,72.490256
2015-12-24,73.459999,73.589996,72.760002,73.169998,1097700,72.017811
2015-12-28,73.040001,73.43,72.220001,72.870003,2427300,71.72254
2015-12-29,73.470001,75.0,73.339996,74.440002,4548300,73.267817
2015-12-30,74.559998,74.57,73.559998,73.620003,2143600,72.46073
2015-12-31,73.209999,73.209999,72.470001,72.610001,3488200,71.466632
2016-01-04,71.839996,73.709999,71.529999,73.550003,8233300,72.391832
2016-01-05,73.739998,75.239998,73.629997,74.839996,8191400,73.661512
2016-01-06,73.800003,74.800003,73.379997,74.080002,4921400,72.913485
2016-01-07,73.580002,76.0,73.489998,73.879997,11289900,72.71663
2016-01-08,74.209999,74.790001,71.269997,71.379997,7749000,70.255997
2016-01-11,71.529999,72.75,70.510002,72.419998,6369700,71.279621
2016-01-12,72.970001,73.550003,72.629997,73.360001,4851100,72.204822
2016-01-13,73.290001,73.75,71.550003,71.639999,5963500,70.511905
2016-01-14,71.620003,71.639999,70.0,70.410004,6283200,69.301278
2016-01-15,68.830002,70.589996,68.830002,70.080002,7435800,68.976472
2016-01-19,69.849998,70.559998,68.699997,69.239998,5645400,68.149696
2016-01-20,68.220001,68.620003,66.459999,67.589996,9395700,66.525676
2016-01-21,68.07,69.669998,67.540001,68.639999,6869300,67.559145
2016-01-22,69.18,69.980003,69.139999,69.720001,3740800,68.62214
2016-01-25,69.769997,69.989998,68.849998,68.919998,5312200,67.834735
2016-01-26,69.389999,70.650002,69.010002,70.440002,4052600,69.330804
2016-01-27,70.209999,71.870003,70.080002,70.690002,3961400,69.576867
2016-01-28,71.309998,71.440002,70.18,70.989998,4073300,69.872139
2016-01-29,71.139999,72.529999,71.019997,72.419998,5184500,71.279621
2016-02-01,71.25,73.209999,70.330002,72.830002,4714900,71.683169
2016-02-02,72.709999,73.410004,72.32,73.309998,4635500,72.155606
2016-02-03,73.860001,73.940002,71.599998,72.57,5444900,71.427261
2016-02-04,70.669998,70.669998,69.129997,70.040001,7650400,68.937101
2016-02-05,70.040001,70.75,69.449997,69.559998,3764200,68.464656
2016-02-08,69.18,70.290001,68.239998,70.0,5392400,68.89773
2016-02-09,69.800003,70.470001,68.970001,69.860001,5110600,68.759935
2016-02-10,70.43,70.699997,68.57,68.760002,4691200,67.677258
2016-02-11,68.32,69.169998,67.650002,68.050003,3846100,66.978439
2016-02-12,68.029999,69.980003,67.43,69.949997,4651800,69.419786
2016-02-16,70.620003,71.559998,69.699997,71.5,3952000,70.95804
2016-02-17,72.199997,72.650002,71.519997,72.099998,4933400,71.55349
2016-02-18,70.949997,72.669998,69.5,72.529999,5394800,71.980231
2016-02-19,72.199997,72.32,70.559998,72.32,4390800,71.771824
2016-02-22,72.32,73.25,72.260002,72.470001,4766400,71.920689
2016-02-23,72.830002,74.379997,72.669998,73.989998,5823100,73.429164
2016-02-24,74.389999,77.0,73.400002,76.940002,15048400,76.356808
2016-02-25,77.0,78.82,76.160004,78.669998,8383100,78.07369
2016-02-26,78.900002,78.970001,77.32,78.43,5190100,77.835512
2016-02-29,78.269997,79.169998,78.019997,78.449997,5226200,77.855357
2016-03-01,79.120003,81.050003,78.879997,80.959999,7174400,80.346333
2016-03-02,80.940002,81.639999,80.18,81.099998,9385300,80.485272
2016-03-03,80.510002,80.690002,78.57,79.709999,11353900,79.105808
2016-03-04,80.07,81.599998,79.459999,81.129997,6059200,80.515043
2016-03-07,80.529999,81.199997,80.25,80.82,4665000,80.207395
2016-03-08,80.550003,81.400002,80.459999,80.529999,3981100,79.919592
2016-03-09,81.0,81.5,80.589996,81.209999,3573100,80.594438
2016-03-10,81.610001,82.029999,80.300003,81.5,5694800,80.882241
2016-03-11,81.889999,82.449997,81.519997,81.870003,4103300,81.249439
2016-03-14,81.849998,82.099998,81.269997,81.769997,3548800,81.150191
2016-03-15,81.360001,81.889999,81.18,81.650002,3213000,81.031106
2016-03-16,81.889999,82.449997,80.959999,82.389999,4066000,81.765494
2016-03-17,82.260002,83.32,82.260002,83.019997,5689900,82.390716
2016-03-18,83.370003,84.0,82.699997,82.709999,7754400,82.083069
2016-03-21,82.5,82.900002,82.129997,82.199997,4656000,81.576932
2016-03-22,82.389999,82.620003,81.650002,81.699997,5264600,81.080722
2016-03-23,81.730003,82.349998,81.5,81.5,4792700,80.882241
2016-03-24,81.360001,82.18,81.18,82.040001,4304900,81.418149
2016-03-28,82.379997,83.440002,82.309998,82.800003,5692900,82.17239
2016-03-29,82.860001,83.269997,82.120003,82.970001,3576500,82.3411
2016-03-30,83.419998,83.900002,82.970001,83.599998,3205900,82.966322
2016-03-31,82.5,83.150002,80.980003,82.279999,9481500,81.656328
2016-04-01,81.760002,83.190002,81.760002,82.760002,4288800,82.132693
2016-04-04,82.889999,83.360001,82.120003,82.300003,3753600,81.67618
2016-04-05,82.150002,82.599998,81.809998,82.099998,4397200,81.477692
2016-04-06,82.050003,82.410004,81.660004,82.169998,3885500,81.547161
2016-04-07,81.949997,82.32,81.0,81.57,4138800,80.95171
2016-04-08,81.260002,81.379997,80.550003,80.879997,3958500,80.266938
2016-04-11,80.940002,81.339996,79.709999,79.769997,4683000,79.165351
2016-04-12,79.940002,81.059998,79.360001,80.779999,3338900,80.167697
2016-04-13,81.110001,81.669998,80.489998,81.559998,2497900,80.941784
2016-04-14,81.349998,82.099998,81.279999,81.779999,2689900,81.160118
2016-04-15,82.07,83.059998,82.0,82.599998,3547000,81.973902
2016-04-18,82.669998,83.75,82.660004,83.419998,3716800,82.787686
2016-04-19,83.5,84.139999,83.389999,83.980003,3423700,83.343446
2016-04-20,83.940002,83.959999,82.519997,82.870003,3737200,82.241859
2016-04-21,83.080002,83.629997,82.5,82.75,3328900,82.122766
2016-04-22,82.889999,83.129997,82.150002,82.330002,3208300,81.705952
2016-04-25,82.150002,82.599998,81.599998,82.599998,3163700,81.973902
2016-04-26,82.639999,83.110001,82.43,82.599998,2933800,81.973902
2016-04-27,82.669998,83.57,82.199997,83.290001,3580200,82.658674
2016-04-28,82.82,82.989998,81.150002,81.330002,3833000,80.713532
2016-04-29,80.599998,80.68,79.010002,79.5,6838700,78.897401
2016-05-02,79.449997,80.160004,79.040001,80.120003,4891900,79.512704
2016-05-03,79.970001,80.339996,79.57,79.989998,3231300,79.383685
2016-05-04,79.669998,80.269997,79.43,79.709999,3214500,79.105808
2016-05-05,79.559998,79.709999,77.620003,78.129997,5655500,77.537783
2016-05-06,78.129997,78.860001,77.849998,78.739998,3467700,78.143159
2016-05-09,79.089996,80.300003,78.769997,79.93,4391500,79.324142
2016-05-10,79.860001,80.510002,79.300003,80.050003,3855000,79.443235
2016-05-11,77.059998,77.370003,75.68,75.699997,11492700,75.126201
2016-05-12,75.330002,76.400002,75.309998,75.599998,9124900,75.026961
2016-05-13,75.260002,75.389999,73.779999,73.879997,9456800,73.319997
2016-05-16,73.550003,75.349998,73.0,74.610001,8756400,74.610001
2016-05-17,74.650002,75.099998,73.059998,73.610001,9292800,73.610001
2016-05-18,67.480003,68.620003,65.5,68.0,36439300,68.0
2016-05-19,68.160004,68.709999,66.790001,67.059998,12987700,67.059998
2016-05-20,67.389999,69.139999,67.0,68.660004,9249500,68.660004
2016-05-23,68.779999,69.050003,67.860001,67.93,7822800,67.93
2016-05-24,68.07,69.220001,68.019997,68.690002,7114500,68.690002
2016-05-25,68.82,69.68,68.32,69.279999,8697700,69.279999
2016-05-26,69.629997,70.110001,68.800003,68.910004,6984000,68.910004
2016-05-27,68.980003,69.529999,68.760002,68.900002,4778000,68.900002
2016-05-31,69.279999,69.470001,68.470001,68.779999,8186000,68.779999
2016-06-01,68.959999,68.959999,68.010002,68.410004,8740000,68.410004
2016-06-02,67.739998,68.419998,67.739998,68.32,13639600,68.32
2016-06-03,68.379997,69.029999,68.07,68.650002,7236300,68.650002
