Date,Open_ED,High_ED,Low_ED,Close_ED,Volume_ED,AdjClose_ED
2016-03-24,75.309998,75.919998,75.059998,75.559998,1229100,74.881556
2016-03-28,75.559998,76.239998,75.209999,75.550003,1370600,74.871651
2016-03-29,75.559998,76.699997,75.410004,76.639999,1474200,75.951861
2016-03-30,76.57,76.970001,76.059998,76.480003,1330100,75.793301
2016-03-31,76.550003,77.019997,76.07,76.620003,2722400,75.932044
2016-04-01,76.610001,77.230003,76.129997,76.989998,1804100,76.298717
2016-04-04,77.0,77.160004,76.089996,76.870003,1381500,76.179799
2016-04-05,76.790001,76.940002,75.610001,75.730003,2972600,75.050035
2016-04-06,75.57,75.650002,74.949997,75.410004,1614400,74.732909
2016-04-07,75.309998,76.279999,75.279999,75.970001,1534900,75.287878
2016-04-08,76.160004,76.68,75.949997,76.040001,1011200,75.35725
2016-04-11,76.07,76.529999,75.480003,75.580002,1025900,74.901381
2016-04-12,75.510002,76.110001,75.260002,76.050003,1312500,75.367162
2016-04-13,76.010002,76.010002,74.709999,75.25,1587000,74.574342
2016-04-14,75.120003,75.449997,74.860001,75.279999,1313200,74.604071
2016-04-15,75.309998,75.970001,75.139999,75.849998,1157900,75.168953
2016-04-18,75.849998,75.849998,74.730003,75.769997,1564100,75.08967
2016-04-19,75.709999,76.029999,75.139999,76.010002,1433600,75.32752
2016-04-20,75.93,76.099998,73.269997,73.459999,2182700,72.800413
2016-04-21,73.269997,73.629997,70.730003,71.099998,3751300,70.461603
2016-04-22,71.43,71.970001,71.190002,71.580002,1677200,70.937296
2016-04-25,71.459999,72.389999,71.309998,72.25,1713300,71.601279
2016-04-26,72.260002,72.639999,71.949997,72.040001,1606100,71.393165
2016-04-27,72.32,73.75,72.209999,73.519997,1727700,72.859872
2016-04-28,73.089996,74.260002,72.720001,74.260002,1695200,73.593233
2016-04-29,73.830002,74.629997,73.110001,74.599998,1998600,73.930177
2016-05-02,74.660004,75.75,74.370003,75.400002,1687500,74.722997
2016-05-03,75.470001,75.900002,74.93,75.220001,1574600,74.544613
2016-05-04,75.110001,76.650002,75.050003,76.230003,1609100,75.545546
2016-05-05,75.949997,76.760002,75.110001,75.580002,2006100,74.901381
2016-05-06,75.419998,75.43,72.860001,74.160004,3679700,73.494133
2016-05-09,74.300003,74.82,73.760002,74.349998,1908200,73.682421
2016-05-10,73.260002,74.75,73.160004,73.809998,4320800,73.147269
2016-05-11,73.699997,74.800003,73.370003,74.43,9233600,73.761705
2016-05-12,74.5,75.220001,73.790001,74.959999,3060800,74.286945
2016-05-13,74.919998,75.120003,74.370003,74.620003,1900300,73.950001
2016-05-16,73.769997,74.019997,73.050003,74.010002,1887800,74.010002
2016-05-17,73.790001,73.900002,71.839996,72.279999,2798000,72.279999
2016-05-18,71.989998,72.599998,70.830002,71.139999,3047200,71.139999
2016-05-19,71.089996,71.860001,70.309998,71.830002,2109600,71.830002
2016-05-20,72.07,72.230003,71.370003,72.160004,2172000,72.160004
2016-05-23,72.339996,72.400002,71.629997,71.699997,1600600,71.699997
2016-05-24,71.75,72.300003,71.540001,72.139999,1526700,72.139999
2016-05-25,71.970001,72.050003,71.400002,71.790001,1740000,71.790001
2016-05-26,71.870003,72.830002,71.860001,72.730003,1138100,72.730003
2016-05-27,72.93,73.099998,72.309998,72.739998,1131200,72.739998
2016-05-31,72.459999,73.400002,72.309998,73.260002,2467100,73.260002
2016-06-01,73.290001,73.68,73.099998,73.650002,1736000,73.650002
2016-06-02,73.559998,73.739998,72.940002,73.639999,1691300,73.639999
2016-06-03,74.220001,75.730003,74.220001,75.349998,2240400,75.349998
