Date,Open_EOG,High_EOG,Low_EOG,Close_EOG,Volume_EOG,AdjClose_EOG
2015-12-04,79.290001,80.839996,78.5,80.489998,4754200,80.101092
2015-12-07,77.879997,78.400002,74.550003,76.190002,6354500,75.821873
2015-12-08,74.720001,77.879997,73.93,77.110001,5336800,76.737426
2015-12-09,77.470001,80.400002,76.879997,78.379997,5377100,78.001286
2015-12-10,77.839996,80.150002,77.400002,78.18,5033300,77.802256
2015-12-11,77.32,79.43,74.760002,74.889999,4962000,74.528151
2015-12-14,74.360001,77.029999,73.720001,76.860001,5854600,76.488634
2015-12-15,77.970001,78.660004,76.980003,77.300003,5697000,76.92651
2015-12-16,77.290001,77.620003,75.720001,75.800003,4961300,75.433758
2015-12-17,75.470001,75.980003,71.93,73.300003,6110000,72.945837
2015-12-18,73.190002,73.870003,71.410004,71.43,6633800,71.08487
2015-12-21,71.599998,71.849998,69.300003,70.25,5078800,69.910571
2015-12-22,70.330002,71.580002,69.580002,69.809998,5234600,69.472694
2015-12-23,71.400002,73.760002,70.790001,73.690002,5352700,73.333952
2015-12-24,73.75,73.980003,72.650002,73.419998,1792900,73.065252
2015-12-28,71.760002,71.980003,70.209999,70.489998,3998000,70.149409
2015-12-29,71.879997,72.330002,70.550003,71.089996,3168400,70.746509
2015-12-30,69.800003,71.089996,69.739998,70.610001,3354700,70.268832
2015-12-31,70.110001,71.589996,70.0,70.790001,3117300,70.447963
2016-01-04,70.800003,71.0,68.830002,69.68,5136700,69.343325
2016-01-05,70.059998,70.540001,68.57,70.129997,3665200,69.791148
2016-01-06,68.5,68.5,66.699997,67.32,6626700,66.994728
2016-01-07,65.919998,69.010002,65.190002,65.459999,5297900,65.143714
2016-01-08,65.860001,66.43,64.769997,65.519997,4990100,65.203422
2016-01-11,65.879997,66.059998,62.919998,63.669998,5356600,63.362362
2016-01-12,64.650002,65.18,61.349998,62.919998,7124500,62.615986
2016-01-13,63.419998,64.660004,62.59,64.169998,7745400,64.030912
2016-01-14,64.669998,66.610001,63.610001,65.260002,7134900,65.118553
2016-01-15,62.009998,64.019997,61.009998,62.970001,5870600,62.833516
2016-01-19,63.150002,63.630001,59.48,60.98,5477000,60.847828
2016-01-20,59.73,60.880001,57.150002,60.240002,10621600,60.109434
2016-01-21,60.240002,64.25,59.41,63.75,7403900,63.611824
2016-01-22,66.440002,67.489998,64.669998,66.019997,6827100,65.876901
2016-01-25,64.620003,66.150002,61.509998,61.59,4969200,61.456506
2016-01-26,63.0,66.129997,62.290001,66.029999,6789000,65.886881
2016-01-27,65.089996,67.93,64.489998,66.07,7071300,65.926795
2016-01-28,69.230003,69.790001,66.650002,68.629997,6737700,68.481244
2016-01-29,69.169998,71.18,69.019997,71.019997,6883200,70.866063
2016-02-01,69.300003,70.0,67.690002,69.089996,4489100,68.940246
2016-02-02,67.010002,69.370003,66.0,67.160004,5463600,67.014437
2016-02-03,68.610001,70.269997,66.32,70.190002,5381200,70.037868
2016-02-04,70.669998,71.389999,68.139999,68.440002,5174300,68.291661
2016-02-05,67.68,67.68,65.620003,67.059998,5514400,66.914647
2016-02-08,65.660004,68.800003,64.75,68.43,6274500,68.281681
2016-02-09,67.209999,67.970001,64.339996,65.589996,6382800,65.447832
2016-02-10,65.449997,66.779999,63.91,65.790001,4302100,65.647404
2016-02-11,63.619999,65.989998,63.060001,65.559998,5413000,65.417899
2016-02-12,66.82,68.760002,65.980003,67.699997,5476800,67.55326
2016-02-16,68.769997,69.089996,66.25,67.889999,3747900,67.74285
2016-02-17,69.0,70.940002,67.599998,70.82,6288200,70.6665
2016-02-18,70.989998,71.230003,69.339996,69.459999,3668100,69.309447
2016-02-19,68.610001,69.730003,68.059998,69.709999,3575100,69.558905
2016-02-22,69.709999,72.769997,69.709999,72.209999,4684600,72.053487
2016-02-23,71.690002,71.75,67.650002,68.019997,4418700,67.872566
2016-02-24,67.230003,69.940002,66.75,69.519997,4151500,69.369315
2016-02-25,69.190002,70.300003,67.169998,68.5,5356700,68.351529
2016-02-26,68.0,69.699997,65.739998,67.5,10600800,67.353696
2016-02-29,67.419998,67.559998,64.720001,64.739998,7950300,64.599676
2016-03-01,65.099998,65.470001,62.529999,65.019997,7542900,64.879068
2016-03-02,64.949997,67.120003,64.139999,67.0,5243400,66.85478
2016-03-03,66.949997,69.669998,66.18,69.25,6644400,69.099903
2016-03-04,69.910004,71.519997,68.739998,71.410004,7930800,71.255225
2016-03-07,71.120003,75.529999,70.220001,75.470001,8446300,75.306423
2016-03-08,74.650002,74.839996,70.480003,70.559998,6598900,70.407061
2016-03-09,71.589996,72.5,69.809998,72.260002,4693500,72.103381
2016-03-10,71.160004,72.860001,70.309998,72.269997,4558400,72.113354
2016-03-11,73.139999,75.889999,72.989998,75.18,4282000,75.01705
2016-03-14,73.709999,75.449997,73.290001,74.779999,3188400,74.617916
2016-03-15,73.82,74.370003,71.900002,73.610001,3910500,73.450454
2016-03-16,74.370003,75.269997,72.690002,75.040001,4881800,74.877354
2016-03-17,75.660004,77.449997,75.18,76.5,4675100,76.334189
2016-03-18,77.5,77.699997,74.629997,75.629997,7455600,75.466072
2016-03-21,75.019997,76.32,74.589996,75.959999,2899600,75.795359
2016-03-22,75.389999,77.25,75.379997,75.900002,2844300,75.735491
2016-03-23,75.449997,76.540001,73.839996,74.339996,3840700,74.178867
2016-03-24,72.419998,74.910004,72.32,74.300003,3621400,74.138961
2016-03-28,74.300003,74.760002,73.519997,74.529999,2628700,74.368458
2016-03-29,73.169998,75.639999,73.139999,75.449997,3243000,75.286462
2016-03-30,76.440002,76.5,73.589996,73.660004,4136200,73.500348
2016-03-31,73.480003,74.419998,72.370003,72.580002,5664700,72.422687
2016-04-01,70.849998,72.470001,70.410004,72.040001,5143400,71.883857
2016-04-04,72.480003,72.629997,70.110001,70.309998,3452600,70.157603
2016-04-05,69.889999,71.360001,69.660004,70.540001,3467500,70.387108
2016-04-06,70.68,71.709999,69.760002,71.220001,4159200,71.065634
2016-04-07,70.790001,72.080002,70.389999,71.449997,3017600,71.295132
2016-04-08,73.370003,73.5,72.440002,73.470001,3215900,73.310758
2016-04-11,73.879997,74.779999,73.699997,74.010002,3457500,73.849588
2016-04-12,74.459999,77.830002,73.540001,77.510002,5528000,77.342002
2016-04-13,77.610001,78.18,76.32,77.779999,4629100,77.779999
2016-04-14,78.029999,78.629997,77.0,77.809998,2666700,77.809998
2016-04-15,77.419998,77.419998,75.07,75.709999,4868800,75.709999
2016-04-18,74.040001,77.68,73.57,77.440002,3586400,77.440002
2016-04-19,78.519997,80.18,77.699997,79.129997,3829900,79.129997
2016-04-20,78.129997,80.059998,76.639999,79.370003,4066200,79.370003
2016-04-21,79.379997,80.290001,78.709999,79.160004,3336600,79.160004
2016-04-22,79.669998,81.779999,79.5,80.919998,3157300,80.919998
2016-04-25,80.389999,80.519997,79.040001,79.760002,2828100,79.760002
2016-04-26,80.519997,82.860001,79.970001,82.779999,3652300,82.779999
2016-04-27,83.690002,85.43,83.040001,84.510002,3713100,84.510002
2016-04-28,83.849998,84.75,81.599998,81.889999,3192000,81.889999
2016-04-29,82.709999,83.239998,81.029999,82.620003,4556200,82.620003
2016-05-02,82.330002,83.059998,80.68,82.779999,4288500,82.779999
2016-05-03,81.440002,82.230003,80.050003,80.629997,3771800,80.629997
2016-05-04,80.610001,82.0,78.809998,79.339996,3727400,79.339996
2016-05-05,80.440002,82.75,80.150002,81.260002,5186400,81.260002
2016-05-06,78.830002,81.650002,78.080002,78.68,5070700,78.68
2016-05-09,78.209999,78.830002,77.040001,78.639999,2962800,78.639999
2016-05-10,78.769997,79.849998,78.709999,79.730003,4032100,79.730003
2016-05-11,79.379997,81.209999,78.220001,80.32,3171100,80.32
2016-05-12,81.389999,81.849998,79.550003,80.5,2277400,80.5
2016-05-13,80.209999,80.970001,78.599998,78.650002,3184500,78.650002
2016-05-16,79.639999,81.410004,79.639999,80.690002,2959800,80.690002
2016-05-17,80.800003,82.480003,80.389999,81.57,3950900,81.57
2016-05-18,81.360001,82.150002,79.879997,80.410004,2478500,80.410004
2016-05-19,79.150002,80.190002,77.660004,80.080002,3683900,80.080002
2016-05-20,80.589996,81.309998,79.540001,80.919998,3313600,80.919998
2016-05-23,79.800003,81.870003,79.730003,81.269997,3193500,81.269997
2016-05-24,81.790001,83.080002,80.650002,82.489998,3311700,82.489998
2016-05-25,82.5,83.379997,82.290001,83.080002,2895200,83.080002
2016-05-26,83.550003,83.940002,82.209999,82.300003,2345600,82.300003
2016-05-27,81.940002,82.260002,80.769997,81.57,2097400,81.57
2016-05-31,82.029999,82.480003,81.080002,81.360001,2853500,81.360001
2016-06-01,80.650002,81.309998,80.0,80.75,3323200,80.75
2016-06-02,79.959999,80.580002,79.199997,80.489998,2064600,80.489998
2016-06-03,80.239998,80.800003,79.110001,79.709999,2125900,79.709999
