Date,Open_SRCL,High_SRCL,Low_SRCL,Close_SRCL,Volume_SRCL,AdjClose_SRCL
2016-02-22,110.650002,111.660004,110.239998,111.239998,742100,111.239998
2016-02-23,110.809998,113.839996,110.739998,112.300003,874600,112.300003
2016-02-24,111.220001,113.339996,110.010002,113.139999,923200,113.139999
2016-02-25,113.610001,115.190002,112.190002,114.519997,738900,114.519997
2016-02-26,114.769997,116.419998,113.790001,115.540001,1038400,115.540001
2016-02-29,115.360001,116.620003,113.93,113.93,579500,113.93
2016-03-01,114.589996,117.989998,114.339996,117.949997,960600,117.949997
2016-03-02,117.120003,117.120003,113.43,114.650002,1566200,114.650002
2016-03-03,114.610001,115.650002,114.300003,115.550003,716600,115.550003
2016-03-04,116.050003,116.279999,114.400002,114.870003,568000,114.870003
2016-03-07,114.18,114.989998,113.419998,114.709999,852200,114.709999
2016-03-08,114.040001,114.93,113.209999,113.720001,568600,113.720001
2016-03-09,113.959999,114.68,113.82,114.089996,755300,114.089996
2016-03-10,112.540001,114.470001,112.400002,113.519997,1431600,113.519997
2016-03-11,114.739998,116.010002,112.889999,116.010002,1464700,116.010002
2016-03-14,115.959999,116.459999,115.239998,115.949997,653200,115.949997
2016-03-15,114.919998,119.230003,114.809998,118.459999,1200000,118.459999
2016-03-16,117.440002,119.290001,117.379997,118.879997,754500,118.879997
2016-03-17,118.760002,121.239998,118.339996,120.690002,1233100,120.690002
2016-03-18,121.139999,122.660004,119.989998,122.099998,1817700,122.099998
2016-03-21,121.889999,123.410004,121.629997,123.0,733100,123.0
2016-03-22,123.339996,123.839996,122.849998,123.620003,716900,123.620003
2016-03-23,123.699997,123.989998,123.050003,123.809998,958300,123.809998
2016-03-24,123.57,124.410004,123.040001,124.110001,760800,124.110001
2016-03-28,124.110001,124.459999,123.699997,124.339996,612300,124.339996
2016-03-29,123.830002,125.470001,123.690002,125.330002,431800,125.330002
2016-03-30,126.0,126.529999,124.730003,125.68,988000,125.68
2016-03-31,125.540001,126.300003,125.160004,126.190002,1052400,126.190002
2016-04-01,125.900002,127.739998,125.589996,127.629997,882300,127.629997
2016-04-04,127.330002,128.210007,126.82,127.480003,818500,127.480003
2016-04-05,126.839996,126.940002,125.980003,126.800003,1100700,126.800003
2016-04-06,126.400002,127.290001,125.949997,127.25,743500,127.25
2016-04-07,126.360001,127.290001,125.75,127.239998,741100,127.239998
2016-04-08,127.690002,128.940002,127.470001,128.199997,742000,128.199997
2016-04-11,128.580002,128.75,126.089996,126.099998,737100,126.099998
2016-04-12,126.110001,126.690002,125.260002,125.529999,1050900,125.529999
2016-04-13,126.059998,126.559998,125.480003,126.339996,700000,126.339996
2016-04-14,126.18,126.970001,125.18,125.370003,581400,125.370003
2016-04-15,125.610001,125.839996,125.099998,125.419998,717400,125.419998
2016-04-18,125.620003,125.959999,124.989998,125.849998,1700700,125.849998
2016-04-19,125.910004,126.5,125.110001,125.370003,660500,125.370003
2016-04-20,125.5,126.169998,125.089996,125.440002,660000,125.440002
2016-04-21,125.269997,125.980003,123.610001,123.709999,426800,123.709999
2016-04-22,123.779999,125.040001,122.989998,123.980003,946200,123.980003
2016-04-25,123.849998,124.57,122.650002,122.800003,767200,122.800003
2016-04-26,123.300003,123.690002,121.720001,122.599998,1157700,122.599998
2016-04-27,122.410004,123.699997,122.089996,122.989998,1442800,122.989998
2016-04-28,121.580002,124.32,121.470001,121.739998,1251100,121.739998
2016-04-29,99.940002,101.0,91.050003,95.559998,8670000,95.559998
2016-05-02,96.160004,96.209999,94.279999,95.739998,3328200,95.739998
2016-05-03,95.040001,95.760002,94.040001,94.550003,2782200,94.550003
2016-05-04,94.290001,97.879997,94.129997,97.589996,3598000,97.589996
2016-05-05,97.709999,98.239998,94.800003,95.099998,1839000,95.099998
2016-05-06,94.620003,95.440002,94.489998,95.160004,1421700,95.160004
2016-05-09,95.419998,96.910004,94.959999,96.010002,890700,96.010002
2016-05-10,96.260002,96.879997,95.32,96.040001,1135900,96.040001
2016-05-11,95.849998,96.040001,94.379997,94.510002,1244500,94.510002
2016-05-12,95.169998,95.540001,93.120003,93.269997,1832000,93.269997
2016-05-13,93.019997,94.540001,93.0,93.699997,1880600,93.699997
2016-05-16,94.110001,95.830002,93.68,95.470001,2261200,95.470001
2016-05-17,95.709999,99.589996,95.510002,97.669998,2668200,97.669998
2016-05-18,97.120003,99.529999,96.800003,98.370003,2284300,98.370003
2016-05-19,97.989998,98.709999,96.629997,97.300003,1227500,97.300003
2016-05-20,98.199997,98.580002,96.059998,96.410004,1529200,96.410004
2016-05-23,96.239998,97.239998,95.889999,96.110001,1046100,96.110001
2016-05-24,96.739998,98.480003,96.309998,97.980003,1464000,97.980003
2016-05-25,98.480003,99.370003,97.080002,97.470001,1519200,97.470001
2016-05-26,95.879997,98.919998,95.879997,98.339996,981800,98.339996
2016-05-27,98.720001,99.040001,97.279999,97.57,910000,97.57
2016-05-31,97.410004,98.379997,96.830002,97.989998,3240300,97.989998
2016-06-01,98.07,98.660004,97.620003,98.559998,1010700,98.559998
2016-06-02,98.160004,98.989998,98.160004,98.730003,832500,98.730003
2016-06-03,98.610001,98.699997,97.870003,98.550003,1210900,98.550003
