Date,Open_AAL,High_AAL,Low_AAL,Close_AAL,Volume_AAL,AdjClose_AAL
2015-09-03,41.84,41.91,40.779999,40.889999,9905600,40.573683
2015-09-04,40.400002,41.32,40.150002,40.599998,9738400,40.285925
2015-09-08,41.279999,41.580002,40.689999,40.799999,10814800,40.484379
2015-09-09,41.150002,42.18,40.630001,41.0,12481200,40.682833
2015-09-10,41.389999,41.880001,40.709999,41.209999,9181600,40.891207
2015-09-11,41.220001,42.150002,41.049999,42.150002,8635200,41.823938
2015-09-14,42.169998,42.5,41.84,42.290001,7362500,41.962854
2015-09-15,42.360001,42.849998,41.889999,42.639999,7008300,42.310145
2015-09-16,42.400002,43.25,42.240002,43.060001,7703100,42.726898
2015-09-17,43.110001,44.59,42.990002,43.990002,12835700,43.649704
2015-09-18,43.43,44.029999,43.279999,43.490002,12446900,43.153572
2015-09-21,43.720001,44.009998,42.880001,43.23,6687200,42.895581
2015-09-22,42.77,43.080002,40.919998,41.189999,12483700,40.871361
2015-09-23,41.32,41.5,40.5,41.240002,8248800,40.920978
2015-09-24,41.150002,41.150002,39.919998,40.25,10507300,39.938634
2015-09-25,40.93,41.029999,39.919998,40.240002,7524900,39.928714
2015-09-28,39.869999,40.18,38.639999,39.080002,9635900,38.777687
2015-09-29,39.049999,39.77,38.790001,39.18,7478800,38.876912
2015-09-30,39.18,39.68,37.720001,38.830002,15823700,38.529621
2015-10-01,38.5,39.27,37.84,39.200001,9175100,38.896758
2015-10-02,38.75,38.77,37.419998,38.630001,12276300,38.331168
2015-10-05,38.900002,40.299999,38.82,40.189999,9421800,39.879097
2015-10-06,39.950001,40.369999,38.080002,38.130001,13032000,37.835035
2015-10-07,38.41,39.41,37.759998,39.310001,10513700,39.005908
2015-10-08,39.209999,40.029999,38.700001,39.740002,8308100,39.432581
2015-10-09,40.27,42.490002,40.25,42.419998,16835500,42.091846
2015-10-12,42.59,43.880001,42.549999,43.84,11443300,43.500863
2015-10-13,42.700001,43.970001,42.52,43.41,13250300,43.074189
2015-10-14,44.0,44.5,43.23,43.799999,11125800,43.461172
2015-10-15,44.099998,44.48,43.5,44.459999,8185400,44.116066
2015-10-16,43.950001,44.02,42.860001,43.709999,11161900,43.371868
2015-10-19,43.830002,44.490002,43.619999,44.450001,8934600,44.106145
2015-10-20,44.540001,45.18,44.450001,44.790001,7610800,44.443515
2015-10-21,44.490002,45.18,44.09,44.310001,6935700,43.967229
2015-10-22,44.889999,46.009998,44.360001,45.990002,14444600,45.634233
2015-10-23,46.369999,46.419998,43.810001,45.669998,20281400,45.316705
2015-10-26,45.360001,46.57,44.990002,46.470001,11026200,46.110519
2015-10-27,46.41,46.689999,45.650002,46.459999,6824100,46.100594
2015-10-28,46.200001,46.360001,45.23,45.860001,7629700,45.505237
2015-10-29,45.630001,46.099998,45.209999,45.860001,5234400,45.505237
2015-10-30,45.77,46.77,45.709999,46.220001,8589700,45.862453
2015-11-02,46.200001,46.82,46.200001,46.470001,6189300,46.110519
2015-11-03,47.02,47.09,46.080002,46.5,6983200,46.23979
2015-11-04,46.419998,46.450001,45.150002,45.630001,8081400,45.374659
2015-11-05,45.700001,45.830002,45.029999,45.599998,5864700,45.344824
2015-11-06,45.509998,45.970001,45.049999,45.34,11669600,45.086281
2015-11-09,45.169998,45.209999,44.560001,44.650002,7214600,44.400144
2015-11-10,44.66,45.16,44.02,44.490002,5935300,44.241039
2015-11-11,44.759998,44.950001,44.369999,44.389999,4413000,44.141596
2015-11-12,44.290001,44.52,43.82,43.900002,5951100,43.654341
2015-11-13,43.669998,44.23,43.119999,43.450001,7486100,43.206858
2015-11-16,42.41,42.84,41.849998,42.830002,10201100,42.590328
2015-11-17,43.0,43.459999,42.049999,42.299999,9596500,42.063292
2015-11-18,42.32,42.32,41.009998,41.75,11071100,41.51637
2015-11-19,41.939999,42.73,41.889999,42.299999,6545500,42.063292
2015-11-20,42.400002,42.709999,42.049999,42.200001,5656000,41.963853
2015-11-23,42.110001,42.740002,41.810001,42.299999,4166100,42.063292
2015-11-24,41.02,41.639999,40.450001,41.23,7578000,40.99928
2015-11-25,41.349998,41.5,40.959999,41.310001,4276600,41.078834
2015-11-27,41.380001,42.25,41.169998,41.689999,3066600,41.456705
2015-11-30,41.75,41.990002,40.98,41.259998,6450900,41.029111
2015-12-01,41.470001,43.299999,41.299999,43.259998,8912900,43.017919
2015-12-02,44.09,44.529999,43.529999,43.82,8010400,43.574786
2015-12-03,43.650002,44.599998,42.919998,43.27,7235300,43.027865
2015-12-04,43.82,44.990002,43.82,44.970001,9460900,44.718353
2015-12-07,45.349998,46.490002,45.220001,45.779999,8911700,45.523817
2015-12-08,45.099998,45.509998,44.07,44.549999,9043700,44.300701
2015-12-09,44.299999,45.189999,43.189999,43.650002,8001000,43.40574
2015-12-10,43.790001,44.48,43.540001,44.09,7955600,43.843276
2015-12-11,43.279999,43.59,42.060001,42.09,10235200,41.854468
2015-12-14,42.259998,42.869999,41.080002,41.77,10750500,41.536259
2015-12-15,41.970001,42.82,41.919998,42.599998,7068900,42.361612
2015-12-16,42.990002,43.490002,42.119999,43.200001,7850900,42.958257
2015-12-17,43.330002,43.950001,42.450001,42.459999,7225000,42.222396
2015-12-18,41.610001,42.310001,40.700001,41.09,17810000,40.860064
2015-12-21,41.349998,42.43,41.349998,42.400002,6597500,42.162734
2015-12-22,42.560001,43.080002,42.360001,42.900002,5704700,42.659936
2015-12-23,42.779999,43.389999,42.43,43.290001,6093600,43.047753
2015-12-24,43.27,44.189999,43.110001,43.810001,3307000,43.564844
2015-12-28,43.619999,44.040001,42.91,43.23,4148000,42.988088
2015-12-29,43.25,43.619999,43.029999,43.5,4006900,43.256577
2015-12-30,43.639999,43.639999,42.459999,42.799999,5463600,42.560494
2015-12-31,42.540001,42.57,41.830002,42.349998,6813800,42.113011
2016-01-04,41.290001,41.349998,40.299999,40.91,12037200,40.681071
2016-01-05,41.18,41.490002,39.950001,40.52,10514200,40.293254
2016-01-06,40.049999,41.700001,40.0,41.23,12393800,40.99928
2016-01-07,40.970001,41.52,39.68,40.450001,11312900,40.223646
2016-01-08,40.939999,41.360001,40.259998,40.369999,8853100,40.144092
2016-01-11,40.560001,41.200001,39.900002,41.080002,15877500,40.850121
2016-01-12,41.150002,42.360001,40.48,42.0,12636000,41.764971
2016-01-13,42.169998,42.740002,39.66,40.099998,12718600,39.875602
2016-01-14,40.209999,40.779999,38.860001,40.549999,11756500,40.323085
2016-01-15,39.040001,39.889999,38.369999,38.759998,18924800,38.5431
2016-01-19,39.59,39.779999,38.209999,38.860001,10505900,38.642543
2016-01-20,38.529999,39.849998,36.200001,39.060001,16089100,38.841425
2016-01-21,38.93,40.0,38.02,39.790001,9781700,39.567339
2016-01-22,40.0,40.720001,39.57,40.16,7247000,39.935268
2016-01-25,40.02,40.16,38.82,38.880001,10113200,38.662432
2016-01-26,38.73,39.75,38.439999,39.639999,8099000,39.418177
2016-01-27,40.150002,40.869999,39.48,39.689999,10186000,39.467896
2016-01-28,39.610001,39.790001,37.66,38.139999,17112300,37.926571
2016-01-29,37.52,39.09,36.599998,38.990002,20957500,38.771817
2016-02-01,39.0,39.939999,38.630001,39.380001,12023500,39.159634
2016-02-02,38.830002,38.970001,37.0,37.029999,12401400,36.822782
2016-02-03,37.380001,37.610001,35.759998,37.509998,12390500,37.300095
2016-02-04,37.34,38.599998,36.700001,38.209999,8599600,37.996179
2016-02-05,37.709999,38.490002,36.529999,36.75,10072700,36.54435
2016-02-08,36.080002,36.16,34.759998,35.549999,12821900,35.447521
2016-02-09,34.93,36.75,34.91,36.189999,11143300,36.085675
2016-02-10,36.57,37.639999,36.529999,37.119999,8114100,37.012995
2016-02-11,36.470001,37.220001,36.169998,36.490002,8096000,36.384813
2016-02-12,36.919998,37.98,36.419998,37.82,9412800,37.710978
2016-02-16,38.130001,38.77,37.529999,38.610001,7147500,38.498701
2016-02-17,38.950001,39.830002,38.869999,39.34,8432500,39.226596
2016-02-18,39.360001,39.68,38.959999,39.540001,9605800,39.426021
2016-02-19,39.16,40.07,39.040001,39.759998,11052400,39.645384
2016-02-22,40.139999,40.93,40.07,40.84,9997300,40.722272
2016-02-23,40.560001,40.810001,40.169998,40.380001,6432200,40.263599
2016-02-24,40.02,40.830002,39.389999,40.66,6103700,40.542791
2016-02-25,40.759998,41.380001,40.41,41.360001,6936400,41.240774
2016-02-26,41.5,41.599998,40.380001,40.869999,7467200,40.752185
2016-02-29,40.77,41.34,40.5,41.0,5791300,40.881811
2016-03-01,41.439999,42.02,41.060001,41.830002,7885800,41.70942
2016-03-02,41.470001,41.799999,41.290001,41.59,7913700,41.47011
2016-03-03,41.52,42.240002,41.23,41.880001,8812800,41.759275
2016-03-04,42.169998,42.169998,41.419998,41.630001,9474100,41.509996
2016-03-07,41.310001,42.23,40.900002,42.130001,6959700,42.008555
2016-03-08,41.299999,41.41,40.049999,40.77,8418300,40.652474
2016-03-09,40.740002,41.720001,40.52,41.650002,8546300,41.529939
2016-03-10,42.110001,42.110001,40.91,41.630001,5814200,41.509996
2016-03-11,41.889999,42.5,41.700001,42.470001,5701500,42.347575
2016-03-14,42.310001,42.700001,42.119999,42.59,4568000,42.467228
2016-03-15,42.299999,42.490002,41.98,42.110001,4445400,41.988612
2016-03-16,41.810001,42.43,41.59,42.310001,4792900,42.188036
2016-03-17,42.310001,42.310001,41.82,42.099998,5960600,41.978639
2016-03-18,42.310001,43.529999,41.75,43.439999,13746000,43.314776
2016-03-21,43.32,43.779999,43.279999,43.470001,4756400,43.344692
2016-03-22,42.0,43.02,41.84,42.759998,6721600,42.636736
2016-03-23,42.799999,42.860001,41.580002,41.919998,9583400,41.799157
2016-03-24,41.880001,41.950001,40.189999,40.5,12515100,40.383252
2016-03-28,41.0,41.34,40.330002,40.91,6402800,40.79207
2016-03-29,40.900002,41.43,40.77,41.349998,6794000,41.230801
2016-03-30,41.75,42.07,41.360001,41.380001,6076800,41.260717
2016-03-31,41.5,41.68,40.98,41.009998,8138000,40.89178
2016-04-01,40.130001,40.16,39.27,39.52,11244100,39.406078
2016-04-04,39.810001,40.240002,39.150002,39.369999,7831200,39.256509
2016-04-05,39.130001,39.380001,38.740002,38.93,7648400,38.817778
2016-04-06,39.07,39.07,38.34,38.900002,5650000,38.787866
2016-04-07,38.66,39.049999,37.91,38.360001,8206700,38.249422
2016-04-08,38.700001,38.720001,38.119999,38.5,6087400,38.389018
2016-04-11,38.790001,39.549999,38.669998,38.73,7932300,38.618354
2016-04-12,38.82,39.43,38.759998,39.189999,6426000,39.077027
2016-04-13,39.299999,40.009998,38.889999,39.939999,12493500,39.824865
2016-04-14,40.34,41.66,40.25,41.169998,10133400,41.051319
2016-04-15,41.299999,41.360001,40.720001,40.91,6982200,40.79207
2016-04-18,41.18,41.259998,40.439999,40.919998,5245700,40.80204
2016-04-19,40.990002,41.759998,40.970001,41.34,6650200,41.220831
2016-04-20,41.360001,41.709999,41.110001,41.259998,5018200,41.14106
2016-04-21,40.799999,40.93,39.799999,40.009998,10782600,39.894663
2016-04-22,37.68,38.490002,37.009998,38.209999,20939500,38.099853
2016-04-25,38.16,38.400002,36.919998,37.0,12670100,36.893342
2016-04-26,37.27,37.490002,36.259998,36.919998,14692700,36.81357
2016-04-27,36.790001,37.290001,36.52,36.709999,12305000,36.604177
2016-04-28,37.040001,37.09,35.889999,35.970001,9836800,35.866312
2016-04-29,35.810001,35.830002,34.099998,34.689999,17807200,34.589999
2016-05-02,34.990002,35.169998,34.400002,34.43,8829800,34.43
2016-05-03,34.759998,34.77,33.849998,34.580002,10656500,34.580002
2016-05-04,34.169998,34.299999,33.0,33.209999,13402400,33.209999
2016-05-05,33.279999,33.52,32.73,32.810001,11580200,32.810001
2016-05-06,32.669998,33.150002,32.189999,33.029999,12743800,33.029999
2016-05-09,33.029999,33.799999,32.939999,32.939999,9307600,32.939999
2016-05-10,33.240002,33.799999,33.09,33.77,8118200,33.77
2016-05-11,33.68,34.040001,32.849998,32.860001,8100800,32.860001
2016-05-12,33.009998,33.02,31.290001,31.33,14207100,31.33
2016-05-13,31.09,32.009998,31.08,31.51,10118100,31.51
2016-05-16,31.809999,32.299999,30.99,32.119999,12368100,32.119999
2016-05-17,32.25,33.290001,32.02,32.639999,13296400,32.639999
2016-05-18,32.610001,33.360001,32.34,32.610001,9123700,32.610001
2016-05-19,32.279999,32.59,31.690001,32.150002,8867100,32.150002
2016-05-20,32.299999,32.810001,31.950001,32.009998,7276500,32.009998
2016-05-23,32.029999,32.290001,31.700001,31.73,6488600,31.73
2016-05-24,31.889999,32.279999,31.85,32.150002,6952100,32.150002
2016-05-25,32.389999,32.900002,32.099998,32.169998,7401800,32.169998
2016-05-26,32.130001,32.34,31.370001,31.51,7157800,31.51
2016-05-27,31.6,31.84,31.41,31.65,8569700,31.65
2016-05-31,31.75,31.969999,31.33,31.91,9429800,31.91
2016-06-01,31.940001,32.259998,31.73,31.950001,6415500,31.950001
2016-06-02,31.67,32.07,31.58,31.67,6811900,31.67
2016-06-03,31.59,31.6,30.370001,30.809999,12402200,30.809999
