Date,Open_CAH,High_CAH,Low_CAH,Close_CAH,Volume_CAH,AdjClose_CAH
2015-11-25,86.989998,87.18,86.559998,86.980003,1458000,86.199837
2015-11-27,87.07,87.699997,86.739998,87.290001,517900,86.507054
2015-11-30,87.389999,87.879997,86.800003,86.849998,1929200,86.070999
2015-12-01,87.389999,88.940002,87.260002,88.910004,2345600,88.112527
2015-12-02,88.599998,88.879997,86.870003,87.290001,2037800,86.507054
2015-12-03,87.459999,87.610001,85.639999,86.300003,2408900,85.525936
2015-12-04,86.760002,88.559998,86.730003,88.440002,1589500,87.646741
2015-12-07,88.290001,88.860001,88.080002,88.739998,1761100,87.944046
2015-12-08,88.089996,88.790001,87.68,88.550003,1377900,87.755755
2015-12-09,87.959999,88.839996,86.910004,87.510002,1586700,86.725082
2015-12-10,87.660004,88.050003,86.870003,87.139999,1858900,86.358398
2015-12-11,86.139999,86.970001,85.889999,85.900002,2527900,85.129523
2015-12-14,86.059998,86.57,85.339996,86.519997,1987600,85.743957
2015-12-15,87.010002,88.089996,86.459999,86.68,1974100,85.902525
2015-12-16,87.470001,88.309998,86.730003,88.220001,1447000,87.428713
2015-12-17,88.989998,89.550003,87.940002,87.959999,1647600,87.171043
2015-12-18,87.540001,87.93,86.610001,86.610001,2641700,85.833153
2015-12-21,87.309998,88.089996,86.75,88.050003,1309800,87.26024
2015-12-22,88.5,89.080002,87.550003,88.870003,1112000,88.072885
2015-12-23,89.32,89.940002,89.080002,89.650002,1348000,88.845887
2015-12-24,89.480003,90.0,89.269997,89.709999,453900,88.905347
2015-12-28,89.440002,90.809998,89.239998,90.489998,1532100,89.678349
2015-12-29,90.699997,91.230003,90.629997,90.849998,1193400,90.035121
2015-12-30,90.470001,90.809998,90.190002,90.540001,1021200,90.111759
2015-12-31,89.419998,90.550003,89.25,89.269997,1059900,88.847761
2016-01-04,87.730003,88.07,87.199997,87.949997,1675500,87.534005
2016-01-05,88.379997,89.970001,88.190002,89.68,2366700,89.255826
2016-01-06,87.940002,88.580002,86.769997,87.239998,2324900,86.827364
2016-01-07,85.959999,86.760002,84.690002,85.0,2502600,84.597961
2016-01-08,85.360001,85.760002,83.57,83.860001,1777300,83.463354
2016-01-11,82.309998,83.349998,78.230003,79.269997,5879200,78.89506
2016-01-12,81.269997,81.57,79.029999,79.889999,3727400,79.51213
2016-01-13,79.989998,80.550003,77.779999,78.169998,2884200,77.800264
2016-01-14,78.300003,82.040001,78.160004,81.779999,3642000,81.39319
2016-01-15,80.0,81.589996,79.699997,81.239998,3844700,80.855743
2016-01-19,82.199997,82.279999,80.370003,81.580002,2561200,81.194139
2016-01-20,80.32,81.019997,77.800003,80.279999,3022900,79.900285
2016-01-21,80.32,81.529999,79.389999,80.080002,2161200,79.701234
2016-01-22,81.389999,81.919998,81.010002,81.589996,1539400,81.204087
2016-01-25,81.730003,82.290001,81.0,81.199997,2113300,80.815932
2016-01-26,81.5,82.839996,80.769997,82.709999,1893400,82.318792
2016-01-27,82.639999,83.529999,81.349998,81.75,1922700,81.363333
2016-01-28,82.32,82.32,78.559998,79.0,3530100,78.626341
2016-01-29,79.730003,81.419998,78.889999,81.370003,3719000,80.985133
2016-02-01,76.5,80.75,76.230003,79.800003,4195500,79.42256
2016-02-02,79.459999,79.949997,77.379997,77.730003,2818600,77.362351
2016-02-03,78.43,78.580002,75.720001,77.330002,2327200,76.964241
2016-02-04,76.889999,78.739998,75.849998,76.599998,2546500,76.237691
2016-02-05,76.260002,77.360001,75.910004,76.610001,2918800,76.247645
2016-02-08,75.959999,76.599998,74.730003,76.160004,2527500,75.799777
2016-02-09,75.389999,77.330002,75.360001,76.650002,2653800,76.287457
2016-02-10,76.839996,79.019997,76.199997,78.220001,2187700,77.850031
2016-02-11,76.699997,78.230003,76.230003,77.120003,2786900,76.755235
2016-02-12,77.599998,78.900002,76.910004,78.849998,2168300,78.477048
2016-02-16,79.559998,80.349998,78.860001,79.769997,2382100,79.392695
2016-02-17,79.760002,81.419998,79.510002,80.980003,1716700,80.596979
2016-02-18,81.129997,81.809998,80.720001,81.0,1801000,80.616881
2016-02-19,81.040001,81.089996,80.25,80.830002,2446800,80.447687
2016-02-22,80.830002,82.0,80.82,81.459999,1283000,81.074704
2016-02-23,81.209999,81.730003,80.199997,81.199997,2273700,80.815932
2016-02-24,80.339996,82.410004,80.230003,82.139999,1877500,81.751488
2016-02-25,82.230003,82.809998,81.620003,82.669998,1315600,82.27898
2016-02-26,83.0,83.57,82.879997,83.029999,1225000,82.637278
2016-02-29,82.75,83.07,81.699997,81.699997,1776700,81.313567
2016-03-01,82.519997,82.900002,81.580002,82.879997,1817000,82.487986
2016-03-02,82.580002,83.639999,82.360001,83.160004,1956400,82.766668
2016-03-03,82.800003,83.699997,82.269997,83.610001,1353700,83.214536
2016-03-04,83.410004,84.0,82.860001,83.510002,1101300,83.115011
2016-03-07,84.010002,84.440002,83.5,84.150002,1285300,83.751983
2016-03-08,83.480003,83.660004,82.660004,82.709999,1478000,82.318792
2016-03-09,83.129997,83.449997,82.790001,83.18,1334700,82.78657
2016-03-10,83.650002,84.0,81.470001,82.32,1831700,81.930637
2016-03-11,83.080002,84.050003,82.629997,83.879997,1581500,83.483256
2016-03-14,84.0,84.5,83.440002,83.610001,1287400,83.214536
2016-03-15,82.400002,82.839996,80.190002,80.43,2859300,80.049577
2016-03-16,80.300003,81.779999,80.139999,81.099998,1859400,80.716406
2016-03-17,81.160004,81.309998,79.209999,79.739998,2304900,79.362838
2016-03-18,80.07,81.040001,79.809998,80.860001,2442100,80.477544
2016-03-21,80.940002,81.43,80.18,80.849998,1592900,80.467589
2016-03-22,80.800003,81.849998,80.57,81.160004,1434700,80.776128
2016-03-23,81.349998,82.199997,81.029999,81.279999,1731200,80.895555
2016-03-24,80.919998,82.129997,80.589996,81.480003,1729000,81.094614
2016-03-28,81.550003,81.709999,80.279999,80.769997,1563100,80.387965
2016-03-29,80.809998,81.889999,80.290001,81.82,1904200,81.433002
2016-03-30,82.239998,82.459999,81.580002,81.779999,1151500,81.779999
2016-03-31,81.779999,82.43,81.459999,81.949997,1654000,81.949997
2016-04-01,81.68,82.279999,81.330002,82.160004,1765700,82.160004
2016-04-04,82.290001,83.269997,82.290001,83.129997,1793000,83.129997
2016-04-05,82.540001,82.860001,81.190002,81.309998,1880000,81.309998
2016-04-06,81.620003,84.120003,81.620003,84.059998,2460000,84.059998
2016-04-07,83.660004,84.709999,83.339996,83.760002,1856300,83.760002
2016-04-08,84.110001,84.629997,82.639999,83.0,1408100,83.0
2016-04-11,83.110001,83.269997,82.010002,82.199997,1183600,82.199997
2016-04-12,82.330002,82.860001,81.919998,82.559998,1398600,82.559998
2016-04-13,83.040001,83.919998,82.669998,83.870003,1238800,83.870003
2016-04-14,83.870003,84.379997,83.440002,83.910004,1161700,83.910004
2016-04-15,83.720001,84.339996,83.449997,84.25,1214600,84.25
2016-04-18,83.790001,84.639999,83.580002,84.57,946600,84.57
2016-04-19,85.209999,86.169998,85.019997,85.589996,1486600,85.589996
2016-04-20,85.449997,87.760002,85.449997,87.199997,2161800,87.199997
2016-04-21,87.110001,87.849998,86.5,86.82,1990800,86.82
2016-04-22,86.900002,87.330002,86.099998,86.910004,1370900,86.910004
2016-04-25,86.559998,86.910004,85.720001,86.349998,1154100,86.349998
2016-04-26,86.489998,86.910004,86.279999,86.580002,1135200,86.580002
2016-04-27,86.889999,87.160004,86.370003,86.540001,1907200,86.540001
2016-04-28,82.82,83.910004,78.129997,78.510002,7066200,78.510002
2016-04-29,78.019997,80.019997,76.540001,78.459999,6334900,78.459999
2016-05-02,77.5,79.599998,77.139999,79.5,3795100,79.5
2016-05-03,79.150002,79.839996,78.489998,79.239998,2768200,79.239998
2016-05-04,79.089996,79.43,77.360001,77.510002,3896500,77.510002
2016-05-05,76.5,79.07,75.5,78.550003,5766300,78.550003
2016-05-06,78.550003,78.82,76.599998,76.849998,3745600,76.849998
2016-05-09,77.050003,78.730003,76.910004,78.470001,2774900,78.470001
2016-05-10,78.669998,79.239998,78.279999,78.470001,2568000,78.470001
2016-05-11,78.599998,78.779999,76.919998,76.959999,3093000,76.959999
2016-05-12,77.309998,77.459999,76.610001,77.0,2849100,77.0
2016-05-13,77.040001,77.309998,76.18,76.25,2168800,76.25
2016-05-16,76.339996,77.459999,76.220001,77.389999,1700900,77.389999
2016-05-17,77.389999,77.690002,76.690002,77.099998,2861800,77.099998
2016-05-18,77.080002,78.239998,76.739998,77.830002,2437800,77.830002
2016-05-19,77.190002,78.199997,76.709999,77.330002,1676800,77.330002
2016-05-20,77.82,77.870003,77.07,77.410004,2704000,77.410004
2016-05-23,77.269997,77.620003,76.730003,76.739998,2032500,76.739998
2016-05-24,77.07,77.660004,76.919998,77.459999,1267100,77.459999
2016-05-25,77.779999,77.989998,76.690002,76.730003,3011000,76.730003
2016-05-26,76.650002,77.459999,76.400002,77.290001,2020300,77.290001
2016-05-27,77.550003,78.360001,77.449997,78.150002,1841700,78.150002
2016-05-31,78.160004,79.169998,78.150002,78.949997,3545300,78.949997
2016-06-01,78.580002,79.050003,78.440002,78.720001,2595700,78.720001
2016-06-02,78.699997,79.889999,78.610001,79.889999,2342500,79.889999
2016-06-03,79.720001,79.989998,79.209999,79.790001,1950500,79.790001
