Date,Open_NEE,High_NEE,Low_NEE,Close_NEE,Volume_NEE,AdjClose_NEE
2015-08-10,107.089996,107.489998,106.029999,106.529999,3000800,103.357329
2015-08-11,106.669998,108.089996,106.120003,106.629997,1970500,103.454349
2015-08-12,106.349998,108.57,106.0,108.400002,3516900,105.171639
2015-08-13,108.379997,109.209999,107.220001,108.919998,1809100,105.67615
2015-08-14,108.730003,109.059998,107.910004,109.040001,1438500,105.792578
2015-08-17,109.230003,109.980003,109.099998,109.529999,1483800,106.267983
2015-08-18,109.190002,109.870003,108.720001,109.510002,1821300,106.248582
2015-08-19,109.010002,109.610001,107.980003,109.07,2422100,105.821684
2015-08-20,108.540001,109.669998,108.18,108.25,2055900,105.026105
2015-08-21,107.849998,108.25,106.790001,106.959999,2757000,103.774523
2015-08-24,103.010002,104.370003,100.0,103.040001,4943900,99.97127
2015-08-25,104.699997,104.830002,100.440002,100.510002,3798200,97.51662
2015-08-26,101.129997,101.940002,99.669998,101.660004,3353000,99.393821
2015-08-27,102.360001,102.629997,101.0,102.260002,3017200,99.980445
2015-08-28,102.209999,102.419998,100.580002,101.82,2307500,99.550251
2015-08-31,101.370003,101.480003,97.620003,98.410004,5108800,96.21627
2015-09-01,97.32,97.43,94.650002,95.349998,3615400,93.224477
2015-09-02,95.970001,96.419998,94.349998,95.040001,3298900,92.92139
2015-09-03,95.510002,96.0,94.730003,95.169998,2525100,93.04849
2015-09-04,94.199997,95.260002,94.040001,94.620003,2886400,92.510755
2015-09-08,95.800003,97.150002,95.699997,97.089996,2921500,94.925688
2015-09-09,97.830002,97.93,95.139999,95.300003,2389500,93.175596
2015-09-10,95.190002,96.160004,95.0,95.349998,2495100,93.224477
2015-09-11,93.790001,95.93,93.739998,95.849998,4623900,93.713331
2015-09-14,95.860001,96.739998,95.580002,96.129997,3066100,93.987089
2015-09-15,96.209999,96.379997,95.25,96.230003,3267100,94.084865
2015-09-16,96.309998,97.830002,96.300003,97.510002,2783400,95.336331
2015-09-17,97.349998,100.220001,97.199997,98.699997,2993500,96.499798
2015-09-18,98.739998,99.93,97.260002,97.290001,6386500,95.121234
2015-09-21,97.510002,98.580002,97.410004,98.050003,1970700,95.864294
2015-09-22,97.279999,97.919998,96.580002,97.050003,2501900,94.886586
2015-09-23,97.110001,97.43,96.660004,96.980003,1619100,94.818147
2015-09-24,96.610001,97.660004,96.470001,97.519997,2927100,95.346102
2015-09-25,97.730003,99.580002,97.169998,98.610001,1899000,96.411808
2015-09-28,98.440002,99.050003,97.300003,97.550003,2215300,95.37544
2015-09-29,97.529999,98.18,96.43,96.790001,3330500,94.63238
2015-09-30,96.620003,97.650002,96.620003,97.550003,3797900,95.37544
2015-10-01,97.790001,97.860001,95.839996,96.550003,3207400,94.397732
2015-10-02,97.099998,98.620003,96.599998,98.540001,2823600,96.343369
2015-10-05,98.949997,100.769997,98.550003,100.720001,2580900,98.474773
2015-10-06,100.410004,100.410004,99.5,99.849998,1972000,97.624164
2015-10-07,100.050003,100.860001,99.75,99.93,1632800,97.702383
2015-10-08,99.559998,100.980003,99.199997,100.849998,1751600,98.601873
2015-10-09,100.800003,101.209999,100.239998,101.050003,1739800,98.797419
2015-10-12,101.050003,102.120003,101.0,101.449997,1799800,99.188496
2015-10-13,101.269997,101.860001,100.949997,101.239998,1264700,98.983178
2015-10-14,101.330002,101.760002,100.690002,100.93,1201700,98.680091
2015-10-15,101.43,103.370003,101.25,103.199997,1794800,100.899485
2015-10-16,103.779999,104.260002,103.129997,103.660004,1626700,101.349238
2015-10-19,103.599998,103.82,102.550003,103.769997,1275500,101.456779
2015-10-20,103.510002,104.459999,103.199997,103.940002,1387500,101.622995
2015-10-21,104.300003,104.879997,103.910004,104.199997,1166500,101.877194
2015-10-22,104.470001,105.849998,104.18,105.709999,1677000,103.353535
2015-10-23,105.559998,105.839996,104.370003,104.559998,1711100,102.229169
2015-10-26,104.779999,104.779999,103.269997,103.849998,2381600,101.534997
2015-10-27,103.720001,104.290001,103.470001,104.099998,2103400,101.779424
2015-10-28,104.099998,105.300003,101.519997,102.949997,1934600,100.655058
2015-10-29,102.650002,102.650002,101.0,101.779999,1697600,99.511141
2015-10-30,101.839996,103.029999,101.529999,102.660004,2202800,100.371529
2015-11-02,102.760002,103.0,101.410004,102.230003,1688100,99.951115
2015-11-03,101.75,102.480003,101.360001,102.309998,1273700,100.029326
2015-11-04,102.32,103.32,102.099998,103.220001,1500700,100.919044
2015-11-05,103.040001,103.510002,102.040001,102.099998,1583100,99.824008
2015-11-06,100.650002,101.07,97.449997,98.839996,3070300,96.636677
2015-11-09,98.629997,99.290001,98.260002,98.910004,2139900,96.705124
2015-11-10,98.879997,99.519997,98.639999,99.0,1686600,96.793114
2015-11-11,99.089996,99.839996,98.769997,99.720001,1744700,97.497065
2015-11-12,99.699997,101.589996,99.470001,100.730003,3298500,98.484552
2015-11-13,100.800003,101.669998,100.220001,100.43,2411800,98.191237
2015-11-16,100.5,102.18,100.139999,102.120003,1629200,99.843566
2015-11-17,102.040001,103.07,100.510002,100.75,2421400,98.504103
2015-11-18,100.75,101.260002,98.550003,99.699997,4806300,97.477507
2015-11-19,99.849998,101.25,99.629997,100.989998,2318700,98.738751
2015-11-20,100.959999,101.870003,100.57,101.019997,1762100,98.768081
2015-11-23,101.0,101.339996,100.230003,100.489998,1757200,98.249897
2015-11-24,99.300003,99.910004,98.650002,99.410004,1698200,97.94447
2015-11-25,99.18,99.269997,98.529999,98.879997,1097300,97.422277
2015-11-27,99.120003,99.699997,99.019997,99.370003,724900,97.905059
2015-11-30,99.279999,100.5,99.260002,99.860001,2349500,98.387833
2015-12-01,100.029999,100.959999,99.650002,100.57,1942200,99.087365
2015-12-02,100.230003,100.43,97.910004,97.989998,2844900,96.545398
2015-12-03,97.480003,98.010002,96.190002,96.419998,2672200,94.998544
2015-12-04,96.959999,98.309998,96.419998,98.139999,3511600,96.693189
2015-12-07,98.019997,98.709999,97.730003,98.57,2823100,97.11685
2015-12-08,98.339996,99.480003,98.089996,99.339996,2740000,97.875495
2015-12-09,98.790001,99.809998,98.0,98.760002,3315300,97.304051
2015-12-10,98.989998,98.989998,97.489998,97.599998,1805600,96.161149
2015-12-11,96.879997,97.730003,96.309998,97.410004,1911700,95.973955
2015-12-14,97.480003,98.389999,97.07,97.980003,3050300,96.535551
2015-12-15,98.480003,99.269997,98.029999,98.720001,2572400,97.26464
2015-12-16,99.400002,103.919998,99.400002,103.650002,4370900,102.121961
2015-12-17,103.650002,104.43,103.010002,103.410004,2439100,101.885501
2015-12-18,103.360001,103.400002,100.709999,102.110001,4747800,100.604663
2015-12-21,102.779999,102.959999,101.5,102.300003,2369000,100.791864
2015-12-22,102.650002,103.290001,101.510002,102.910004,1674700,101.392872
2015-12-23,103.080002,104.309998,103.0,103.980003,1611200,102.447097
2015-12-24,103.849998,104.150002,103.510002,103.93,552800,102.397832
2015-12-28,103.68,104.07,103.300003,103.989998,1634200,102.456945
2015-12-29,104.650002,105.300003,104.470001,104.650002,1110800,103.107218
2015-12-30,104.650002,105.260002,104.459999,104.910004,1409600,103.363387
2015-12-31,104.910004,104.919998,103.029999,103.889999,1436200,102.35842
2016-01-04,102.870003,103.650002,102.339996,103.57,1929100,102.043138
2016-01-05,103.690002,104.940002,102.199997,104.580002,2228800,103.038251
2016-01-06,103.889999,104.669998,103.5,104.239998,1745800,102.703259
2016-01-07,103.190002,105.059998,103.029999,104.699997,3217700,103.156477
2016-01-08,104.870003,105.900002,104.75,105.169998,3595500,103.619549
2016-01-11,105.32,106.599998,105.110001,105.580002,4099300,104.023508
2016-01-12,105.769997,106.080002,104.339996,105.379997,2154700,103.826452
2016-01-13,105.68,105.889999,103.739998,104.620003,2573200,103.077662
2016-01-14,104.809998,106.769997,104.379997,105.690002,2495400,104.131887
2016-01-15,105.440002,105.889999,104.080002,105.260002,3815000,103.708226
2016-01-19,105.459999,108.239998,105.129997,107.809998,3824600,106.220629
2016-01-20,106.860001,107.540001,103.349998,105.309998,3466500,103.757484
2016-01-21,105.43,105.779999,103.860001,105.040001,2196600,103.491468
2016-01-22,105.800003,106.68,105.010002,106.599998,2350100,105.028468
2016-01-25,106.720001,107.029999,105.470001,106.419998,2133300,104.851121
2016-01-26,106.599998,107.730003,105.860001,106.559998,3068000,104.989057
2016-01-27,106.879997,107.800003,106.209999,106.730003,2749900,105.156556
2016-01-28,105.760002,108.769997,105.529999,108.300003,3671500,106.70341
2016-01-29,109.389999,111.860001,108.800003,111.709999,6156600,110.063135
2016-02-01,111.639999,113.440002,110.790001,112.980003,3779300,111.314417
2016-02-02,112.050003,114.07,112.0,113.910004,2755100,112.230707
2016-02-03,114.129997,115.510002,113.68,114.75,3383000,113.058319
2016-02-04,113.919998,114.959999,112.550003,113.519997,2928200,111.846449
2016-02-05,113.300003,114.139999,112.220001,113.610001,2751800,111.935126
2016-02-08,113.639999,114.610001,112.800003,114.169998,2574200,112.486868
2016-02-09,114.010002,115.949997,113.650002,115.349998,3443900,113.649472
2016-02-10,112.620003,114.120003,111.410004,113.739998,3448600,112.063207
2016-02-11,113.029999,113.959999,111.879997,111.900002,3263200,110.250336
2016-02-12,112.120003,112.330002,110.599998,111.669998,2861800,110.023724
2016-02-16,112.449997,112.959999,111.209999,112.349998,2348800,110.693699
2016-02-17,112.260002,112.269997,111.269997,111.43,2698300,109.787264
2016-02-18,111.839996,114.779999,111.690002,114.330002,3271200,112.644513
2016-02-19,114.5,115.449997,113.599998,114.75,3372000,113.058319
2016-02-22,115.099998,116.529999,114.75,115.699997,2615500,113.994311
2016-02-23,115.330002,116.540001,114.849998,116.120003,2307300,114.408125
2016-02-24,114.660004,116.110001,114.459999,116.0,3338800,115.152645
2016-02-25,116.370003,116.980003,115.120003,115.839996,2194100,114.99381
2016-02-26,115.300003,115.809998,112.190002,112.519997,2439200,111.698062
2016-02-29,112.370003,113.940002,112.050003,112.82,2625900,111.995874
2016-03-01,113.43,113.720001,111.959999,112.599998,2458200,111.777479
2016-03-02,112.239998,112.860001,109.339996,112.360001,2755900,111.539235
2016-03-03,112.480003,112.540001,109.959999,111.620003,3433900,110.804642
2016-03-04,111.209999,114.540001,110.650002,114.290001,2931600,113.455137
2016-03-07,114.059998,114.730003,113.489998,114.449997,2135800,113.613964
2016-03-08,114.489998,115.699997,114.169998,115.449997,2068100,114.606659
2016-03-09,115.339996,116.410004,115.339996,116.260002,1859100,115.410748
2016-03-10,116.830002,116.970001,114.529999,115.690002,1590600,114.844912
2016-03-11,116.279999,116.379997,115.370003,115.82,1587500,114.973959
2016-03-14,116.230003,116.769997,115.279999,115.839996,1503400,114.99381
2016-03-15,115.849998,116.669998,115.300003,115.599998,2328900,114.755565
2016-03-16,115.540001,117.519997,114.440002,117.120003,1885500,116.264466
2016-03-17,117.279999,118.550003,116.510002,118.330002,2040700,117.465626
2016-03-18,118.739998,118.879997,117.57,118.5,5412700,117.634383
2016-03-21,117.870003,118.389999,116.610001,117.57,1579200,116.711176
2016-03-22,117.360001,118.160004,116.720001,117.040001,1483000,116.185049
2016-03-23,116.699997,118.099998,116.419998,117.690002,1671000,116.830302
2016-03-24,117.489998,118.620003,117.279999,118.480003,2458000,117.614532
2016-03-28,118.349998,118.900002,117.360001,117.580002,1381600,116.721105
2016-03-29,117.949997,119.129997,117.18,119.010002,1389800,118.140659
2016-03-30,119.150002,119.370003,118.099998,118.5,1292000,117.634383
2016-03-31,118.239998,118.800003,117.849998,118.339996,2006400,117.475548
2016-04-01,118.089996,118.989998,117.459999,118.709999,2080200,117.842848
2016-04-04,119.029999,119.18,117.940002,118.720001,1309900,117.852777
2016-04-05,118.300003,118.900002,116.150002,116.349998,2200700,115.500086
2016-04-06,116.32,116.739998,115.580002,116.709999,1639300,115.857457
2016-04-07,116.370003,117.309998,115.989998,116.190002,1339900,115.341259
2016-04-08,115.989998,117.440002,115.989998,116.809998,1067200,115.956725
2016-04-11,117.059998,117.629997,116.029999,116.230003,1056500,115.380968
2016-04-12,116.480003,117.260002,116.07,117.050003,1431600,116.194978
2016-04-13,117.389999,117.589996,115.760002,116.480003,1188600,115.629142
2016-04-14,116.169998,116.93,115.0,116.150002,1542000,115.30155
2016-04-15,116.5,117.599998,116.150002,117.43,1607900,116.572199
2016-04-18,117.43,117.769997,116.470001,117.769997,1454000,116.909712
2016-04-19,118.080002,118.400002,117.220001,118.099998,1838000,117.237303
2016-04-20,118.059998,118.32,115.440002,115.510002,1474700,114.666226
2016-04-21,115.230003,115.25,112.440002,112.910004,2438700,112.08522
2016-04-22,113.449997,114.529999,113.239998,114.440002,1741700,113.604043
2016-04-25,114.309998,114.470001,113.849998,114.470001,1132700,113.633822
2016-04-26,114.720001,115.639999,114.199997,115.519997,1969500,114.676148
2016-04-27,115.68,118.019997,115.400002,116.889999,2565600,116.036143
2016-04-28,115.800003,117.730003,115.129997,116.470001,2153800,115.619213
2016-04-29,116.209999,117.75,115.150002,117.580002,2340300,116.721105
2016-05-02,117.830002,118.760002,117.279999,118.059998,1912900,117.197594
2016-05-03,118.339996,118.949997,117.440002,118.419998,1315800,117.554965
2016-05-04,118.019997,120.440002,117.739998,119.459999,1676400,118.587369
2016-05-05,119.419998,120.440002,117.959999,118.849998,2096600,117.981824
2016-05-06,119.059998,119.099998,117.5,118.489998,1462200,117.624454
2016-05-09,118.639999,119.089996,118.129997,118.889999,1231200,118.021533
2016-05-10,119.279999,119.989998,118.910004,119.599998,1159300,118.726346
2016-05-11,119.769997,120.349998,118.5,119.690002,1439700,118.815692
2016-05-12,119.870003,121.389999,119.269997,121.150002,1994300,120.265026
2016-05-13,120.910004,121.330002,119.699997,120.760002,1469300,119.877876
2016-05-16,120.339996,121.510002,119.809998,121.480003,1323200,120.592618
2016-05-17,121.099998,121.290001,118.940002,119.779999,2133800,118.905031
2016-05-18,119.190002,120.809998,117.410004,118.019997,2307600,117.157886
2016-05-19,117.129997,118.449997,116.5,118.410004,2060700,117.545044
2016-05-20,118.599998,119.379997,117.870003,119.330002,2241100,118.458322
2016-05-23,119.449997,119.5,117.870003,117.989998,1237100,117.128106
2016-05-24,118.25,120.07,118.080002,119.889999,1866500,119.014228
2016-05-25,119.599998,119.970001,118.860001,119.099998,1422000,118.229998
2016-05-26,118.209999,119.900002,118.199997,119.82,1154700,119.82
2016-05-27,119.900002,120.089996,119.209999,119.839996,1091700,119.839996
2016-05-31,119.839996,120.870003,119.449997,120.120003,3343900,120.120003
2016-06-01,120.120003,120.830002,119.610001,120.150002,1651700,120.150002
2016-06-02,119.830002,120.199997,118.699997,119.809998,1378900,119.809998
2016-06-03,120.849998,122.370003,120.639999,121.800003,1937800,121.800003
