Date,Open_RTN,High_RTN,Low_RTN,Close_RTN,Volume_RTN,AdjClose_RTN
2015-07-15,100.32,100.43,99.279999,99.440002,1775100,97.705453
2015-07-16,100.019997,100.57,99.620003,100.510002,1263700,98.756788
2015-07-17,100.239998,100.519997,99.669998,99.889999,1273800,98.1476
2015-07-20,99.889999,100.519997,99.309998,99.760002,1260400,98.01987
2015-07-21,99.389999,99.389999,97.599998,97.849998,1413800,96.143183
2015-07-22,97.980003,98.68,96.889999,96.989998,1957000,95.298184
2015-07-23,100.0,106.059998,98.269997,103.209999,5393500,101.409688
2015-07-24,103.0,104.080002,102.830002,103.900002,2921800,102.087655
2015-07-27,103.559998,104.599998,103.110001,104.339996,2857800,102.519975
2015-07-28,105.059998,106.620003,104.279999,104.889999,2075200,103.060384
2015-07-29,104.879997,109.389999,104.639999,109.199997,3967600,107.295202
2015-07-30,108.980003,110.739998,108.5,109.839996,3016100,107.924038
2015-07-31,110.120003,110.339996,108.800003,109.089996,2074400,107.18712
2015-08-03,108.970001,109.199997,107.900002,108.900002,1698300,107.000439
2015-08-04,108.68,109.550003,108.360001,108.839996,1130200,106.941481
2015-08-05,109.209999,110.639999,108.910004,110.019997,1664900,108.100898
2015-08-06,109.800003,110.0,108.879997,109.400002,1509900,107.491718
2015-08-07,108.82,109.199997,107.760002,108.82,1252500,106.921833
2015-08-10,109.660004,110.760002,109.239998,109.43,1427300,107.521193
2015-08-11,108.669998,109.279999,108.089996,108.480003,1124000,106.587767
2015-08-12,107.849998,108.879997,107.190002,108.669998,1392900,106.774448
2015-08-13,108.400002,109.620003,108.25,109.150002,860800,107.246078
2015-08-14,109.150002,110.360001,109.120003,109.82,1100600,107.90439
2015-08-17,109.379997,110.150002,108.410004,109.809998,1659700,107.894562
2015-08-18,109.489998,110.629997,109.339996,110.330002,1160400,108.405496
2015-08-19,109.779999,110.370003,109.050003,109.599998,1053900,107.688226
2015-08-20,108.900002,109.160004,107.589996,107.639999,1370300,105.762415
2015-08-21,107.010002,107.199997,104.800003,104.989998,2527700,103.158638
2015-08-24,98.720001,104.480003,96.68,102.0,3687800,100.220796
2015-08-25,104.550003,104.550003,100.449997,100.650002,2485900,98.894345
2015-08-26,102.839996,103.690002,100.540001,103.620003,1729200,101.81254
2015-08-27,103.980003,105.760002,103.599998,105.110001,1929500,103.276548
2015-08-28,104.809998,105.139999,103.629997,104.25,1232500,102.431548
2015-08-31,103.639999,103.730003,102.190002,102.559998,1771300,100.771025
2015-09-01,101.82,101.900002,99.599998,100.040001,2130900,98.294985
2015-09-02,100.919998,103.419998,100.559998,103.379997,1788800,101.576721
2015-09-03,103.550003,105.32,103.550003,104.529999,2009800,102.706663
2015-09-04,102.970001,103.5,102.580002,102.870003,1290500,101.075623
2015-09-08,104.269997,106.620003,103.57,106.540001,1612900,104.681604
2015-09-09,107.480003,107.68,105.879997,106.080002,2475900,104.229629
2015-09-10,105.650002,106.709999,105.279999,106.07,1547500,104.219802
2015-09-11,105.839996,106.620003,105.400002,106.540001,826300,104.681604
2015-09-14,106.709999,106.82,105.309998,105.459999,896200,103.620441
2015-09-15,105.669998,106.370003,104.769997,106.019997,1053700,104.170671
2015-09-16,106.150002,106.339996,105.330002,106.059998,908400,104.209974
2015-09-17,107.32,108.410004,106.230003,106.489998,1412800,104.632474
2015-09-18,105.57,106.239998,104.300003,104.550003,1814300,102.726319
2015-09-21,105.199997,105.660004,104.260002,104.889999,1157500,103.060384
2015-09-22,103.339996,103.949997,102.779999,103.650002,1029800,101.842016
2015-09-23,104.839996,105.389999,103.889999,104.769997,1699000,102.942475
2015-09-24,103.93,106.529999,103.639999,106.370003,2083400,104.514572
2015-09-25,107.160004,107.599998,105.540001,106.029999,1836500,104.180498
2015-09-28,105.489998,106.730003,105.199997,105.690002,1998300,103.846433
2015-09-29,106.989998,107.239998,105.870003,106.68,1629700,104.819162
2015-09-30,107.580002,109.309998,107.330002,109.260002,2246500,107.35416
2015-10-01,108.589996,109.57,106.18,108.709999,2307600,106.813751
2015-10-02,107.160004,107.870003,106.25,107.769997,2515400,105.890145
2015-10-05,108.0,110.18,107.779999,109.790001,2105800,108.549764
2015-10-06,109.620003,109.940002,109.010002,109.440002,1518100,108.203719
2015-10-07,109.889999,110.660004,109.25,109.779999,1291800,108.539874
2015-10-08,109.239998,112.0,108.830002,111.650002,1290900,110.388753
2015-10-09,111.690002,113.050003,111.040001,111.459999,1599400,110.200897
2015-10-12,113.110001,113.709999,111.699997,112.309998,1355100,111.041293
2015-10-13,112.07,112.589996,110.57,110.730003,1310700,109.479147
2015-10-14,110.660004,110.849998,109.099998,109.699997,1656600,108.460776
2015-10-15,110.300003,112.150002,109.830002,111.93,2394700,110.665589
2015-10-16,112.540001,113.0,110.43,111.300003,2028700,110.042708
2015-10-19,110.5,112.989998,110.370003,112.889999,2340300,111.614743
2015-10-20,112.519997,112.940002,111.879997,112.349998,1499900,111.080842
2015-10-21,112.860001,113.650002,112.440002,112.660004,1583300,111.387345
2015-10-22,112.93,118.360001,111.599998,117.279999,3136000,115.955151
2015-10-23,117.889999,119.68,117.040001,117.769997,2277200,116.439614
2015-10-26,117.629997,118.160004,116.690002,116.93,2219500,115.609106
2015-10-27,116.809998,118.709999,116.599998,118.139999,2088400,116.805437
2015-10-28,118.800003,119.889999,117.809998,119.029999,1612600,117.685382
2015-10-29,118.400002,119.419998,118.059998,118.779999,1250900,117.438206
2015-10-30,118.970001,119.169998,117.400002,117.400002,2007500,116.073798
2015-11-02,117.720001,118.900002,117.639999,118.660004,1412800,117.319567
2015-11-03,118.470001,118.849998,117.900002,118.349998,1369500,117.013064
2015-11-04,118.779999,119.559998,118.290001,118.559998,1068300,117.22069
2015-11-05,118.82,119.370003,118.190002,119.150002,1191600,117.804029
2015-11-06,118.540001,118.93,116.940002,117.57,1322900,116.241876
2015-11-09,117.0,117.669998,116.730003,117.209999,1255000,115.885942
2015-11-10,116.889999,118.360001,116.870003,118.040001,1442700,116.706568
2015-11-11,118.290001,118.760002,118.290001,118.330002,1002600,116.993293
2015-11-12,119.260002,119.470001,117.5,118.209999,1407500,116.874646
2015-11-13,117.889999,118.410004,117.18,117.25,1688200,115.925491
2015-11-16,117.879997,122.550003,117.879997,122.110001,3018500,120.730591
2015-11-17,122.879997,124.529999,121.809998,123.260002,2648700,121.867602
2015-11-18,123.860001,124.290001,122.099998,123.949997,1740300,122.549802
2015-11-19,125.639999,126.650002,124.989998,126.0,1675600,124.576647
2015-11-20,126.75,128.199997,126.599998,127.040001,1622600,125.6049
2015-11-23,127.120003,127.870003,126.480003,126.769997,1327700,125.337946
2015-11-24,126.18,126.82,125.199997,126.360001,1569100,124.932581
2015-11-25,126.5,126.980003,125.730003,126.110001,1025500,124.685405
2015-11-27,126.139999,126.959999,126.139999,126.790001,489100,125.357724
2015-11-30,125.790001,126.389999,123.459999,124.029999,2401900,122.6289
2015-12-01,124.550003,125.709999,123.830002,124.480003,1887000,123.073821
2015-12-02,124.0,125.279999,123.629997,123.800003,1967100,122.401502
2015-12-03,123.75,123.910004,122.25,122.809998,2196800,121.42268
2015-12-04,123.400002,124.769997,122.910004,124.290001,2089600,122.885965
2015-12-07,124.480003,127.559998,124.480003,127.139999,1806100,125.703769
2015-12-08,125.860001,127.239998,125.57,126.980003,1536400,125.54558
2015-12-09,126.510002,128.940002,125.290001,126.150002,1679300,124.724954
2015-12-10,126.260002,128.300003,125.599998,127.400002,1697200,125.960834
2015-12-11,126.150002,127.68,126.050003,126.199997,1526700,124.774385
2015-12-14,126.410004,127.489998,125.32,126.32,2212500,124.893032
2015-12-15,127.349998,127.599998,126.599998,126.860001,1949100,125.426933
2015-12-16,127.809998,128.910004,126.940002,127.949997,2239800,126.504616
2015-12-17,127.949997,129.990005,127.440002,127.470001,1900600,126.030043
2015-12-18,127.169998,127.169998,124.730003,125.349998,2759900,123.933988
2015-12-21,125.980003,127.150002,125.18,126.029999,1560500,124.606307
2015-12-22,126.699997,127.419998,126.059998,126.870003,1287800,125.436822
2015-12-23,127.410004,127.410004,125.809998,126.360001,1722200,124.932581
2015-12-24,126.360001,126.730003,126.010002,126.290001,631000,124.863372
2015-12-28,126.209999,126.480003,124.849998,126.230003,1342100,124.804052
2015-12-29,126.889999,128.0,126.0,126.410004,1457300,124.982019
2015-12-30,126.5,126.589996,125.309998,125.739998,1274800,124.319582
2015-12-31,125.129997,125.419998,123.199997,124.529999,1186700,123.123252
2016-01-04,122.510002,122.989998,121.349998,122.610001,1944800,121.880686
2016-01-05,122.730003,125.910004,122.720001,125.809998,1763100,125.061649
2016-01-06,124.550003,126.839996,124.379997,125.82,2478300,125.071591
2016-01-07,124.400002,125.199997,122.139999,123.0,2082600,122.268366
2016-01-08,123.410004,124.239998,121.529999,121.790001,1739500,121.065564
2016-01-11,122.5,124.059998,121.660004,123.529999,1407900,122.795212
2016-01-12,124.019997,125.190002,123.449997,124.900002,2000000,124.157066
2016-01-13,125.5,125.529999,121.120003,121.309998,1744100,120.588416
2016-01-14,121.32,121.980003,119.739998,121.529999,2593600,120.807109
2016-01-15,118.489998,120.879997,118.190002,120.290001,2712900,119.574486
2016-01-19,121.07,121.790001,119.32,120.940002,1960900,120.220622
2016-01-20,119.93,120.610001,115.730003,118.400002,2189500,117.695729
2016-01-21,118.889999,119.099998,117.019997,117.620003,1788200,116.92037
2016-01-22,118.699997,119.18,117.32,118.419998,2208700,117.715607
2016-01-25,118.690002,119.639999,117.68,118.57,1987700,117.864716
2016-01-26,118.040001,120.389999,117.0,119.529999,1464000,118.819005
2016-01-27,118.790001,120.220001,117.800003,118.07,1933200,117.36769
2016-01-28,119.349998,123.269997,118.5,122.18,2680200,121.453244
2016-01-29,122.470001,128.240005,122.470001,128.240005,5388100,127.477202
2016-02-01,127.050003,127.669998,123.370003,125.550003,3447300,124.803201
2016-02-02,124.57,125.669998,122.919998,125.440002,5531200,124.693855
2016-02-03,126.050003,128.149994,125.220001,128.080002,3411600,127.318151
2016-02-04,127.540001,128.25,125.540001,126.419998,2505000,125.668021
2016-02-05,126.43,126.93,124.510002,126.650002,2974100,125.896656
2016-02-08,125.900002,126.809998,124.830002,125.849998,2617400,125.101412
2016-02-09,124.980003,127.349998,124.800003,126.389999,2130100,125.638201
2016-02-10,126.370003,128.289993,126.029999,126.57,1744500,125.81713
2016-02-11,124.169998,125.260002,120.029999,122.18,3912700,121.453244
2016-02-12,122.730003,123.32,119.5,120.239998,2928100,119.524781
2016-02-16,121.339996,121.769997,119.449997,120.809998,2806700,120.09139
2016-02-17,121.5,122.120003,120.860001,121.68,2238800,120.956218
2016-02-18,119.830002,122.809998,119.379997,121.580002,1997900,120.856814
2016-02-19,121.529999,123.660004,121.019997,123.57,1695700,122.834975
2016-02-22,124.050003,125.669998,123.650002,124.510002,1718300,123.769386
2016-02-23,124.480003,126.349998,124.18,125.220001,1480900,124.475162
2016-02-24,124.809998,125.459999,122.93,123.699997,1482100,122.964199
2016-02-25,123.839996,125.029999,123.559998,125.019997,1325600,124.276347
2016-02-26,125.080002,125.629997,124.370003,124.480003,1570800,123.739566
2016-02-29,124.269997,125.199997,123.849998,123.849998,1248900,123.113308
2016-03-01,124.980003,125.449997,124.239998,124.75,1688900,124.007956
2016-03-02,124.720001,125.800003,124.360001,125.129997,1611300,124.385693
2016-03-03,124.580002,125.459999,124.07,124.910004,1450200,124.167008
2016-03-04,124.839996,125.919998,124.510002,125.059998,1250300,124.31611
2016-03-07,124.660004,125.339996,122.330002,122.5,1915200,121.77134
2016-03-08,121.879997,123.559998,121.620003,122.550003,1901300,121.821046
2016-03-09,123.620003,123.779999,122.410004,122.519997,1833600,121.791218
2016-03-10,122.519997,123.110001,121.529999,121.849998,1883800,121.125205
2016-03-11,122.860001,124.769997,122.220001,122.709999,2020300,121.98009
2016-03-14,122.410004,122.809998,121.75,121.800003,1883700,121.075507
2016-03-15,121.239998,123.349998,120.510002,122.720001,1385900,121.990033
2016-03-16,122.699997,124.080002,121.730003,123.379997,1051000,122.646103
2016-03-17,123.379997,123.910004,121.550003,122.589996,2150500,121.860801
2016-03-18,122.660004,124.57,121.82,124.459999,2775400,123.71968
2016-03-21,123.629997,124.029999,123.019997,123.559998,1362000,122.825032
2016-03-22,123.260002,124.339996,123.0,123.769997,1273600,123.033782
2016-03-23,123.080002,124.580002,123.0,123.860001,1282700,123.123251
2016-03-24,123.459999,124.330002,122.800003,122.949997,1248600,122.21866
2016-03-28,122.949997,123.790001,121.75,122.389999,1847800,121.661994
2016-03-29,121.849998,122.639999,120.239998,122.449997,2681200,121.721634
2016-03-30,123.169998,123.93,122.879997,123.760002,1410900,123.023847
2016-03-31,123.809998,123.970001,122.099998,122.629997,1682000,121.900564
2016-04-01,121.099998,123.43,121.010002,123.230003,1890400,122.497001
2016-04-04,123.080002,125.959999,123.0,124.220001,3850300,124.220001
2016-04-05,123.800003,126.440002,123.580002,126.029999,2655700,126.029999
2016-04-06,126.230003,127.25,125.699997,127.099998,2466600,127.099998
2016-04-07,126.669998,127.099998,125.809998,126.57,1960200,126.57
2016-04-08,127.400002,127.779999,126.019997,126.43,1112500,126.43
2016-04-11,126.5,126.830002,124.919998,124.949997,1404400,124.949997
2016-04-12,125.199997,126.199997,125.18,126.040001,907100,126.040001
2016-04-13,126.790001,127.089996,124.75,125.540001,1291800,125.540001
2016-04-14,125.989998,126.0,124.860001,125.150002,899700,125.150002
2016-04-15,125.489998,125.800003,124.769997,125.68,1378600,125.68
2016-04-18,125.629997,126.769997,125.370003,126.349998,834000,126.349998
2016-04-19,126.699997,127.190002,125.970001,126.260002,1228900,126.260002
2016-04-20,126.449997,126.900002,125.790001,125.980003,1117900,125.980003
2016-04-21,126.220001,127.949997,126.129997,126.290001,1710200,126.290001
2016-04-22,126.550003,127.07,125.910004,126.400002,1139500,126.400002
2016-04-25,126.0,126.580002,125.260002,125.5,1142400,125.5
2016-04-26,125.75,128.220001,125.709999,128.210007,2401400,128.210007
2016-04-27,128.5,130.889999,127.559998,129.869995,3790400,129.869995
2016-04-28,128.720001,129.389999,126.25,127.510002,4307500,127.510002
2016-04-29,127.32,127.5,125.32,126.349998,2760900,126.349998
2016-05-02,126.720001,127.879997,126.300003,127.139999,2223300,127.139999
2016-05-03,125.260002,126.330002,124.980003,126.120003,4564500,126.120003
2016-05-04,125.720001,126.800003,125.400002,126.720001,2800100,126.720001
2016-05-05,127.169998,128.240005,126.580002,128.210007,1476200,128.210007
2016-05-06,127.32,129.080002,127.010002,129.059998,1506300,129.059998
2016-05-09,129.300003,131.289993,128.860001,130.25,2451000,130.25
2016-05-10,130.880005,132.070007,130.589996,131.960007,1369700,131.960007
2016-05-11,131.820007,132.169998,130.0,130.690002,1748400,130.690002
2016-05-12,130.889999,132.429993,130.710007,131.910004,1401200,131.910004
2016-05-13,131.149994,131.850006,130.130005,130.309998,1480500,130.309998
2016-05-16,130.789993,131.820007,130.300003,131.330002,1415300,131.330002
2016-05-17,131.330002,131.800003,129.25,129.839996,2024600,129.839996
2016-05-18,129.610001,131.25,129.509995,130.520004,1442600,130.520004
2016-05-19,129.880005,130.210007,128.399994,129.229996,1222700,129.229996
2016-05-20,129.690002,129.699997,128.850006,129.339996,3002700,129.339996
2016-05-23,129.5,129.509995,128.690002,128.850006,1134600,128.850006
2016-05-24,129.809998,130.399994,129.509995,130.050003,1022100,130.050003
2016-05-25,130.350006,130.75,129.309998,129.779999,1486700,129.779999
2016-05-26,129.850006,130.270004,129.470001,130.029999,1689100,130.029999
2016-05-27,130.100006,130.600006,130.009995,130.220001,1105200,130.220001
2016-05-31,130.550003,130.720001,129.25,129.669998,1545900,129.669998
2016-06-01,129.009995,131.699997,129.0,131.240005,1676000,131.240005
2016-06-02,132.800003,132.979996,131.419998,132.160004,3388400,132.160004
2016-06-03,132.139999,133.979996,131.759995,133.860001,2422100,133.860001
