Date,Open_AMT,High_AMT,Low_AMT,Close_AMT,Volume_AMT,AdjClose_AMT
2015-11-02,102.809998,104.120003,102.290001,104.059998,2757700,103.012911
2015-11-03,103.889999,103.980003,103.050003,103.279999,2064600,102.240761
2015-11-04,103.290001,103.800003,101.940002,102.230003,1732000,101.201331
2015-11-05,101.730003,101.959999,99.050003,100.870003,3137200,99.855015
2015-11-06,100.25,100.25,96.989998,98.029999,3114800,97.043588
2015-11-09,97.830002,97.940002,96.389999,97.110001,1839100,96.132847
2015-11-10,97.129997,97.629997,96.860001,97.129997,1753700,96.152642
2015-11-11,97.419998,97.989998,96.889999,97.620003,1110300,96.637717
2015-11-12,97.309998,98.269997,96.949997,97.349998,1683000,96.37043
2015-11-13,97.599998,98.080002,96.199997,96.379997,1623700,95.410189
2015-11-16,96.470001,98.050003,96.0,98.050003,1336600,97.063391
2015-11-17,98.230003,98.970001,97.730003,98.349998,1381000,97.360368
2015-11-18,98.620003,99.82,98.32,99.660004,1668000,98.657191
2015-11-19,99.870003,100.260002,99.220001,99.629997,1537100,98.627487
2015-11-20,100.199997,100.870003,99.529999,100.489998,1325700,99.478834
2015-11-23,100.489998,100.669998,99.449997,99.940002,997400,98.934372
2015-11-24,99.279999,99.449997,98.32,99.260002,1336900,98.261215
2015-11-25,99.150002,99.599998,98.900002,99.089996,965900,98.092919
2015-11-27,99.089996,100.040001,99.089996,99.68,487000,98.676987
2015-11-30,99.949997,100.209999,99.230003,99.379997,1795400,98.380002
2015-12-01,99.5,101.190002,99.5,101.169998,1994100,100.151992
2015-12-02,100.959999,101.239998,99.239998,99.459999,1649900,98.459199
2015-12-03,99.43,99.68,97.440002,97.889999,2469600,96.904997
2015-12-04,98.07,99.010002,97.169998,97.550003,3380500,96.568422
2015-12-07,97.059998,97.980003,97.050003,97.690002,2485600,96.707013
2015-12-08,97.339996,97.610001,96.279999,96.879997,2655000,95.905158
2015-12-09,96.290001,97.440002,94.860001,95.540001,2558800,94.578645
2015-12-10,95.540001,96.040001,94.970001,95.07,1742600,94.113373
2015-12-11,94.040001,94.599998,93.25,93.68,3007700,92.737361
2015-12-14,93.379997,94.410004,92.879997,94.040001,2220200,93.583237
2015-12-15,94.870003,96.150002,94.779999,95.610001,1746800,95.145611
2015-12-16,96.010002,97.769997,95.639999,97.5,1892100,97.026431
2015-12-17,97.830002,97.879997,96.080002,96.089996,1775700,95.623275
2015-12-18,95.610001,95.900002,94.589996,94.599998,3258400,94.140515
2015-12-21,95.419998,95.739998,94.790001,95.559998,1291400,95.095851
2015-12-22,96.150002,97.0,95.860001,96.419998,1755500,95.951674
2015-12-23,96.68,98.540001,96.68,98.5,1844600,98.021573
2015-12-24,98.629997,98.699997,97.919998,98.139999,668400,97.663321
2015-12-28,97.739998,98.519997,97.5,98.370003,1028300,97.892208
2015-12-29,98.949997,99.589996,98.919998,99.410004,1198200,98.927157
2015-12-30,99.330002,99.529999,98.019997,98.099998,1039600,97.623515
2015-12-31,97.959999,97.989998,96.879997,96.949997,1523300,96.479099
2016-01-04,96.290001,96.779999,95.089996,96.699997,2819800,96.230313
2016-01-05,96.940002,98.75,96.800003,98.610001,2518400,98.13104
2016-01-06,98.07,98.639999,97.519997,98.260002,2132400,97.782741
2016-01-07,96.900002,97.330002,95.370003,95.809998,3203600,95.344637
2016-01-08,95.989998,96.489998,93.900002,94.230003,1959800,93.772317
2016-01-11,94.730003,95.0,93.839996,94.480003,1545400,94.021102
2016-01-12,95.110001,95.18,93.779999,94.480003,1859900,94.021102
2016-01-13,94.849998,95.07,92.099998,92.150002,1989500,91.702418
2016-01-14,92.739998,93.050003,91.699997,92.209999,2524500,91.762124
2016-01-15,90.510002,91.629997,87.849998,88.389999,5386300,87.960678
2016-01-19,89.760002,93.529999,89.599998,90.910004,4084300,90.468443
2016-01-20,90.010002,90.18,86.209999,89.0,4293000,88.567716
2016-01-21,88.870003,91.160004,88.209999,90.019997,2994700,89.582758
2016-01-22,90.910004,93.589996,90.330002,93.25,3258300,92.797073
2016-01-25,93.279999,93.389999,90.93,91.120003,2895300,90.677422
2016-01-26,92.0,93.690002,91.900002,92.470001,2795000,92.020863
2016-01-27,92.059998,93.449997,91.419998,92.510002,2024200,92.06067
2016-01-28,92.629997,93.449997,92.339996,92.510002,1950100,92.06067
2016-01-29,93.639999,94.5,92.870003,94.339996,2744400,93.881775
2016-02-01,93.599998,93.900002,92.830002,93.099998,2621900,92.6478
2016-02-02,92.480003,92.839996,91.150002,91.349998,1908400,90.9063
2016-02-03,91.760002,91.760002,88.400002,90.489998,4310400,90.050477
2016-02-04,90.32,91.839996,90.010002,91.089996,2385400,90.647561
2016-02-05,90.699997,90.949997,88.559998,88.839996,2046000,88.40849
2016-02-08,88.410004,88.459999,84.550003,85.410004,3025300,84.995157
2016-02-09,84.559998,85.889999,83.910004,85.57,2638100,85.154376
2016-02-10,85.849998,87.129997,85.360001,85.839996,1595200,85.423061
2016-02-11,84.650002,84.650002,83.07,83.660004,2891000,83.253657
2016-02-12,85.089996,85.82,83.75,85.669998,2188000,85.253888
2016-02-16,87.089996,87.459999,85.980003,86.449997,1880200,86.030099
2016-02-17,86.93,87.339996,86.110001,86.190002,2491800,85.771367
2016-02-18,86.089996,88.010002,85.779999,87.5,2799500,87.075002
2016-02-19,87.410004,87.919998,86.510002,87.32,2750900,86.895876
2016-02-22,88.019997,89.82,88.019997,89.239998,2633600,88.806548
2016-02-23,88.870003,89.360001,87.580002,88.019997,1967600,87.592473
2016-02-24,87.57,89.43,87.010002,89.029999,3775900,88.597569
2016-02-25,89.269997,90.139999,88.959999,89.419998,4584300,88.985674
2016-02-26,88.800003,91.800003,87.290001,90.010002,4730300,89.572812
2016-02-29,90.160004,93.25,90.010002,92.199997,3879600,91.75217
2016-03-01,92.75,94.790001,91.650002,94.699997,3240600,94.240027
2016-03-02,94.389999,94.699997,93.739998,94.620003,1645700,94.160422
2016-03-03,94.800003,95.32,94.129997,95.300003,1879700,94.837119
2016-03-04,95.120003,96.330002,95.099998,95.940002,1987800,95.47401
2016-03-07,95.459999,96.199997,95.209999,95.599998,1987900,95.135658
2016-03-08,95.019997,95.559998,94.370003,94.599998,1719400,94.140515
2016-03-09,94.940002,95.18,94.260002,94.599998,1872800,94.140515
2016-03-10,95.309998,95.809998,93.690002,94.709999,1748500,94.249981
2016-03-11,95.550003,98.559998,95.419998,98.459999,2680700,97.981767
2016-03-14,97.690002,98.309998,96.690002,98.059998,2026200,97.583708
2016-03-15,97.07,98.629997,97.019997,98.410004,2124200,97.932014
2016-03-16,98.110001,99.980003,97.790001,99.809998,1817000,99.325208
2016-03-17,99.720001,102.900002,99.470001,101.75,3535100,101.255788
2016-03-18,102.199997,102.199997,100.150002,100.510002,3566500,100.021813
2016-03-21,100.010002,100.660004,99.760002,100.339996,1718100,99.852633
2016-03-22,100.080002,100.370003,99.459999,99.93,1435800,99.444628
2016-03-23,100.0,100.959999,99.57,99.580002,1343900,99.09633
2016-03-24,99.400002,100.620003,98.870003,100.349998,1576800,99.862586
2016-03-28,100.459999,100.879997,99.889999,100.239998,1077100,99.75312
2016-03-29,100.300003,102.07,99.800003,101.919998,1824400,101.42496
2016-03-30,102.349998,102.910004,102.080002,102.309998,1568400,101.813065
2016-03-31,102.0,102.93,101.879997,102.370003,1588300,101.872779
2016-04-01,101.93,104.82,101.870003,104.5,3108100,103.992431
2016-04-04,104.699997,104.879997,104.120003,104.699997,1877200,104.191456
2016-04-05,104.0,104.389999,103.739998,104.0,1661100,103.494859
2016-04-06,104.0,105.839996,103.75,105.699997,2331500,105.186599
2016-04-07,105.230003,105.550003,104.43,105.0,2133100,104.490002
2016-04-08,105.019997,106.07,104.82,105.709999,1380300,105.709999
2016-04-11,106.25,106.529999,105.669998,106.010002,1423500,106.010002
2016-04-12,105.910004,106.489998,105.260002,106.169998,1495700,106.169998
2016-04-13,106.739998,106.75,105.809998,106.230003,2271300,106.230003
2016-04-14,106.150002,106.339996,105.080002,105.199997,1628000,105.199997
2016-04-15,105.279999,106.0,104.870003,105.779999,1325100,105.779999
2016-04-18,105.220001,105.760002,105.0,105.540001,2031500,105.540001
2016-04-19,105.019997,105.540001,103.949997,105.5,2433100,105.5
2016-04-20,105.510002,105.889999,104.639999,104.82,1707300,104.82
2016-04-21,104.5,104.5,102.379997,102.57,2442200,102.57
2016-04-22,102.959999,105.139999,102.849998,104.190002,1709900,104.190002
2016-04-25,104.089996,104.550003,103.309998,104.18,1296800,104.18
2016-04-26,104.449997,105.050003,104.379997,104.769997,1247500,104.769997
2016-04-27,104.529999,105.279999,103.800003,104.489998,1611700,104.489998
2016-04-28,103.809998,105.339996,103.519997,104.129997,2377700,104.129997
2016-04-29,103.949997,105.25,102.290001,104.879997,2668800,104.879997
2016-05-02,105.0,105.769997,104.5,105.510002,2096400,105.510002
2016-05-03,104.419998,104.989998,103.150002,104.160004,1897000,104.160004
2016-05-04,103.650002,105.730003,103.260002,105.510002,1917300,105.510002
2016-05-05,105.610001,106.720001,105.610001,106.309998,2109600,106.309998
2016-05-06,106.059998,106.68,105.239998,106.57,1305800,106.57
2016-05-09,106.629997,107.160004,106.239998,106.650002,1152900,106.650002
2016-05-10,106.870003,107.239998,106.550003,107.18,1152700,107.18
2016-05-11,106.93,107.129997,105.699997,105.730003,1005900,105.730003
2016-05-12,106.260002,106.779999,105.589996,106.559998,1184100,106.559998
2016-05-13,106.339996,106.599998,105.370003,105.699997,1216100,105.699997
2016-05-16,105.75,106.720001,105.699997,106.480003,1609300,106.480003
2016-05-17,106.650002,106.650002,104.82,105.360001,1207100,105.360001
2016-05-18,105.18,105.440002,103.410004,104.550003,1658600,104.550003
2016-05-19,103.5,104.089996,103.110001,103.769997,1142000,103.769997
2016-05-20,104.279999,104.43,103.629997,104.010002,1630200,104.010002
2016-05-23,104.279999,104.440002,103.629997,104.160004,1035700,104.160004
2016-05-24,104.449997,105.349998,104.199997,105.300003,2147300,105.300003
2016-05-25,106.0,106.470001,105.519997,106.169998,1311800,106.169998
2016-05-26,106.029999,106.239998,104.910004,105.300003,1502800,105.300003
2016-05-27,105.440002,106.540001,105.360001,106.059998,1119900,106.059998
2016-05-31,105.959999,106.300003,105.25,105.779999,1790200,105.779999
2016-06-01,105.459999,105.849998,104.870003,105.470001,1132400,105.470001
2016-06-02,105.349998,106.57,104.93,106.559998,1338500,106.559998
2016-06-03,106.959999,107.290001,106.410004,106.970001,1432400,106.970001
